,Industry,Company(1),Business Description,Investment,Interest(5)(10),Acquisition  Date,Amortized  Cost,Fair  Value
14,Healthcare Services,"Alcami Holdings, LLC (7)(21)",Outsourced drug development services provider,First lien senior secured revolving loan ($2.0 par due 10/2019),7.55% (Libor + 5.50%/M),1/3/2017,2.0,2.0
15,Healthcare Services,"Alcami Holdings, LLC (7)(21)",Outsourced drug development services provider,First lien senior secured revolving loan ($15.9 par due 10/2019),7.59% (Libor + 5.50%/M),1/3/2017,15.9,15.9
16,Healthcare Services,"Alcami Holdings, LLC (7)(21)",Outsourced drug development services provider,First lien senior secured loan ($10.0 par due 10/2020),7.59% (Libor + 5.50%/M),1/3/2017,10.0,10.0
17,Healthcare Services,"Alcami Holdings, LLC (7)(21)",Outsourced drug development services provider,First lien senior secured loan ($95.2 par due 10/2020),7.59% (Libor + 5.50%/M),1/3/2017,95.2,95.2
18,Healthcare Services,"Alcami Holdings, LLC (7)(21)",Outsourced drug development services provider,First lien senior secured loan ($0.2 par due 10/2020),11.50% (Base Rate + 6.50%/M),1/3/2017,0.2,0.2
19,Healthcare Services,"Alcami Holdings, LLC (7)(21)",Outsourced drug development services provider,Senior subordinated loan ($25.0 par due 10/2020),12.25%,1/3/2017,25.0,25.0
20,Healthcare Services,"Alcami Holdings, LLC (7)(21)",Outsourced drug development services provider,Senior subordinated loan ($30.0 par due 10/2020),11.75%,1/3/2017,30.0,30.0
21,Healthcare Services,"Alcami Holdings, LLC (7)(21)",Outsourced drug development services provider,Senior subordinated loan ($30.0 par due 10/2020),12.00%,1/3/2017,30.0,30.0
22,Healthcare Services,"Alcami Holdings, LLC (7)(21)",Outsourced drug development services provider,Senior subordinated loan ($38.9 par due 10/2020),14.75% PIK,1/3/2017,38.9,38.9
23,Healthcare Services,"Alcami Holdings, LLC (7)(21)",Outsourced drug development services provider,Senior subordinated loan ($39.5 par due 10/2020),15.25% PIK,1/3/2017,28.4,39.5
24,Healthcare Services,"Alcami Holdings, LLC (7)(21)",Outsourced drug development services provider,"Series P-1 preferred membership units (100,000 units)",,1/3/2017,0.0,81.6
25,Healthcare Services,"Alcami Holdings, LLC (7)(21)",Outsourced drug development services provider,"Series P-2 preferred membership units (143,642 units)",,1/3/2017,0.0,117.3
26,Healthcare Services,"Alcami Holdings, LLC (7)(21)",Outsourced drug development services provider,"Series R preferred membership units (30,000 units)",,1/3/2017,0.0,40.6
27,Healthcare Services,"Alcami Holdings, LLC (7)(21)",Outsourced drug development services provider,"Series R-2 preferred membership units (54,936 units)",,1/3/2017,0.0,73.4
28,Healthcare Services,Alegeus Technologies Holdings Corp.,Benefits administration and transaction processing provider,"Preferred stock (2,997 shares)",,12/13/2013,3.1,3.1
29,Healthcare Services,Alegeus Technologies Holdings Corp.,Benefits administration and transaction processing provider,Common stock (3 shares),,12/13/2013,0.0,0.0
30,Healthcare Services,"Alteon Health, LLC",Provider of physician management services,First lien senior secured loan ($3.0 par due 9/2022),8.59% (Libor + 6.50%/M),5/15/2017,3.0,2.6
31,Healthcare Services,"American Academy Holdings, LLC (21)","Provider of education, training, certification, networking, and consulting services to medical coders and other healthcare professionals",First lien senior secured revolving loan ($0.9 par due 12/2022),8.58% (Libor + 6.25%/Q),12/15/2017,0.9,0.9
32,Healthcare Services,"American Academy Holdings, LLC (21)","Provider of education, training, certification, networking, and consulting services to medical coders and other healthcare professionals",First lien senior secured loan ($109.9 par due 12/2022),8.58% (Libor + 6.25%/Q),12/15/2017,109.9,109.9
33,Healthcare Services,"American Academy Holdings, LLC (21)","Provider of education, training, certification, networking, and consulting services to medical coders and other healthcare professionals",First lien senior secured loan ($73.4 par due 12/2022),8.58% (Libor + 6.25%/Q),12/15/2017,73.4,73.4
34,Healthcare Services,"American Academy Holdings, LLC (21)","Provider of education, training, certification, networking, and consulting services to medical coders and other healthcare professionals",Senior subordinated loan ($77.5 par due 6/2023),"16.33% (Libor + 8.00% Cash, 6.00% PIK/Q)",12/15/2017,77.5,77.5
35,Healthcare Services,Bambino CI Inc. (21),Manufacturer and provider of single-use obstetrics products,First lien senior secured revolving loan ($2.8 par due 10/2022),8.09% (Libor + 6.00%/M),10/17/2017,2.8,2.8
36,Healthcare Services,Bambino CI Inc. (21),Manufacturer and provider of single-use obstetrics products,First lien senior secured loan ($31.0 par due 10/2023),8.09% (Libor + 6.00%/M),10/17/2017,31.0,31.0
37,Healthcare Services,"CCS Intermediate Holdings, LLC and CCS Group Holdings, LLC (21)",Correctional facility healthcare operator,First lien senior secured revolving loan ($4.1 par due 7/2019),6.33% (Libor + 4.00%/Q),7/23/2014,4.1,4.0
38,Healthcare Services,"CCS Intermediate Holdings, LLC and CCS Group Holdings, LLC (21)",Correctional facility healthcare operator,First lien senior secured loan ($6.5 par due 7/2021),6.33% (Libor + 4.00%/Q),7/23/2014,6.5,6.4
39,Healthcare Services,"CCS Intermediate Holdings, LLC and CCS Group Holdings, LLC (21)",Correctional facility healthcare operator,Second lien senior secured loan ($135.0 par due 7/2022),10.68% (Libor + 8.38%/Q),7/23/2014,134.3,129.6
40,Healthcare Services,"CCS Intermediate Holdings, LLC and CCS Group Holdings, LLC (21)",Correctional facility healthcare operator,"Class A units (1,000,000 units)",,8/19/2010,0.0,0.9
41,Healthcare Services,"Comprehensive EyeCare Partners, LLC (21)",Vision care practice management company,First lien senior secured loan ($5.4 par due 2/2024),6.83% (Libor + 4.50%/Q),2/14/2018,5.4,5.4
42,Healthcare Services,"Correctional Medical Group Companies, Inc.",Correctional facility healthcare operator,First lien senior secured loan ($48.8 par due 9/2021),10.47% (Libor + 8.14%/Q),9/29/2015,48.8,48.8
43,Healthcare Services,"Correctional Medical Group Companies, Inc.",Correctional facility healthcare operator,First lien senior secured loan ($3.1 par due 9/2021),10.71% (Libor + 8.38%/Q),9/29/2015,3.1,3.1
44,Healthcare Services,CSHM LLC (7),Dental services provider,"Class A membership units (1,979 units)",,1/3/2017,0.0,0.0
45,Healthcare Services,"D4C Dental Brands HoldCo, Inc. and Bambino Group Holdings, LLC (21)",Dental services provider,First lien senior secured revolving loan ($1.3 par due 12/2022),10.25% (Base Rate + 5.25%/Q),12/21/2016,1.3,1.3
46,Healthcare Services,"D4C Dental Brands HoldCo, Inc. and Bambino Group Holdings, LLC (21)",Dental services provider,"Class A preferred units (1,000,000 units)",,12/21/2016,1.0,1.4
47,Healthcare Services,Datix Bidco Limited (8),Global healthcare software company that provides software solutions for patient safety and risk management,First lien senior secured loan ($5.8 par due 4/2025),7.02% (Libor + 4.50%/S),4/27/2018,5.7,5.8
48,Healthcare Services,"DCA Investment Holding, LLC (21)",Multi-branded dental practice management,First lien senior secured revolving loan,0,7/2/2015,0.0,0.0
49,Healthcare Services,"DCA Investment Holding, LLC (21)",Multi-branded dental practice management,First lien senior secured loan ($18.6 par due 7/2021),7.58% (Libor + 5.25%/Q),7/2/2015,18.5,18.6
50,Healthcare Services,"Emerus Holdings, Inc. (21)",Freestanding 24-hour emergency care micro-hospitals operator,First lien senior secured revolving loan ($1.5 par due 9/2020),6.60% (Libor + 4.50%/M),3/14/2017,1.5,1.3
51,Healthcare Services,"Emerus Holdings, Inc. (21)",Freestanding 24-hour emergency care micro-hospitals operator,First lien senior secured loan ($3.2 par due 9/2021),6.60% (Libor + 4.50%/M),3/14/2017,2.9,2.8
52,Healthcare Services,"GHX Ultimate Parent Corporation, Commerce Parent, Inc. and Commerce Topco, LLC",On-demand supply chain automation solutions provider to the healthcare industry,Second lien senior secured loan ($34.2 par due 6/2025),10.33% (Libor + 8.00%/Q),6/30/2017,33.9,34.4
53,Healthcare Services,"GHX Ultimate Parent Corporation, Commerce Parent, Inc. and Commerce Topco, LLC",On-demand supply chain automation solutions provider to the healthcare industry,Second lien senior secured loan ($54.5 par due 6/2025),12.00% (Base Rate + 7.00%/Q),6/30/2017,54.1,54.8
54,Healthcare Services,"GHX Ultimate Parent Corporation, Commerce Parent, Inc. and Commerce Topco, LLC",On-demand supply chain automation solutions provider to the healthcare industry,"Series A preferred stock (110,425 shares)",13.08% PIK (Libor + 10.75%/Q),6/30/2017,125.3,125.3
55,Healthcare Services,"GHX Ultimate Parent Corporation, Commerce Parent, Inc. and Commerce Topco, LLC",On-demand supply chain automation solutions provider to the healthcare industry,"Class A units (14,013,303 units)",,6/30/2017,14.0,19.6
56,Healthcare Services,"Greenphire, Inc. and RMCF III CIV XXIX, L.P",Software provider for clinical trial management,Limited partnership interest (99.90% interest),,12/19/2014,1.0,2.6
57,Healthcare Services,Hygiena Borrower LLC (21),Adenosine triphosphate testing technology provider,First lien senior secured loan ($7.5 par due 8/2022),6.33% (Libor + 4.00%/Q),6/29/2018,7.5,7.5
58,Healthcare Services,Hygiena Borrower LLC (21),Adenosine triphosphate testing technology provider,Second lien senior secured loan ($10.0 par due 8/2023),10.08% (Libor + 7.75%/Q),8/26/2016,10.0,9.9
59,Healthcare Services,Hygiena Borrower LLC (21),Adenosine triphosphate testing technology provider,Second lien senior secured loan ($10.7 par due 8/2023),10.08% (Libor + 7.75%/Q),2/27/2017,10.7,10.6
60,Healthcare Services,Hygiena Borrower LLC (21),Adenosine triphosphate testing technology provider,Second lien senior secured loan ($11.1 par due 8/2023),10.08% (Libor + 7.75%/Q),6/29/2018,11.1,11.0
61,Healthcare Services,"JDC Healthcare Management, LLC (21)",Dental services provider,First lien senior secured revolving loan ($0.5 par due 4/2022),8.80% (Libor + 6.75%/M),4/10/2017,0.5,0.5
62,Healthcare Services,"JDC Healthcare Management, LLC (21)",Dental services provider,First lien senior secured revolving loan ($2.0 par due 4/2022),8.84% (Libor + 6.75%/M),4/10/2017,2.0,2.0
63,Healthcare Services,"JDC Healthcare Management, LLC (21)",Dental services provider,First lien senior secured loan ($4.2 par due 4/2023),9.01% (Libor + 6.75%/Q),4/10/2017,4.2,4.1
64,Healthcare Services,"JDC Healthcare Management, LLC (21)",Dental services provider,First lien senior secured loan ($9.9 par due 4/2023),8.84% (Libor + 6.75%/M),4/10/2017,9.9,9.7
65,Healthcare Services,"JDC Healthcare Management, LLC (21)",Dental services provider,First lien senior secured loan ($19.8 par due 4/2023),8.84% (Libor + 6.75%/M),4/10/2017,19.8,19.4
66,Healthcare Services,"KBHS Acquisition, LLC (d/b/a Alita Care, LLC) (21)",Provider of behavioral health services,First lien senior secured revolving loan ($0.3 par due 3/2022),7.06% (Libor + 5.00%/M),3/17/2017,0.3,0.3
67,Healthcare Services,"KBHS Acquisition, LLC (d/b/a Alita Care, LLC) (21)",Provider of behavioral health services,First lien senior secured revolving loan ($2.2 par due 3/2022),7.09% (Libor + 5.00%/M),3/17/2017,2.2,2.2
68,Healthcare Services,"KBHS Acquisition, LLC (d/b/a Alita Care, LLC) (21)",Provider of behavioral health services,First lien senior secured revolving loan ($0.8 par due 3/2022),7.02% (Libor + 5.00%/M),3/17/2017,0.8,0.8
69,Healthcare Services,Key Surgical LLC (21),"Provider of sterile processing, operating room and instrument care supplies for hospitals",First lien senior secured revolving loan ($0.6 par due 6/2022),8.75% (Base Rate + 3.75%/Q),6/1/2017,0.6,0.6
70,Healthcare Services,Key Surgical LLC (21),"Provider of sterile processing, operating room and instrument care supplies for hospitals",First lien senior secured loan ($17.4 par due 6/2023),5.75% (EURIBOR + 4.75%/Q),6/1/2017,16.7,17.4
71,Healthcare Services,"MB2 Dental Solutions, LLC (21)",Dental services provider,First lien senior secured revolving loan ($2.1 par due 9/2023),8.75% (Base Rate + 3.75%/Q),9/29/2017,2.1,2.1
72,Healthcare Services,"MB2 Dental Solutions, LLC (21)",Dental services provider,First lien senior secured loan ($4.7 par due 9/2023),7.05% (Libor + 4.75%/Q),9/29/2017,4.7,4.7
73,Healthcare Services,"MCH Holdings, Inc. and MC Acquisition Holdings I, LLC",Healthcare professional provider,First lien senior secured loan ($65.3 par due 1/2020),7.57% (Libor + 5.50%/M),7/26/2017,65.3,65.3
74,Healthcare Services,"MCH Holdings, Inc. and MC Acquisition Holdings I, LLC",Healthcare professional provider,First lien senior secured loan ($77.3 par due 1/2020),7.59% (Libor + 5.50%/M),7/26/2017,77.3,77.3
75,Healthcare Services,"MCH Holdings, Inc. and MC Acquisition Holdings I, LLC",Healthcare professional provider,First lien senior secured loan ($9.0 par due 1/2020),7.57% (Libor + 5.50%/M),7/26/2017,9.0,9.0
76,Healthcare Services,"MCH Holdings, Inc. and MC Acquisition Holdings I, LLC",Healthcare professional provider,First lien senior secured loan ($10.7 par due 1/2020),7.59% (Libor + 5.50%/M),7/26/2017,10.7,10.7
77,Healthcare Services,"MCH Holdings, Inc. and MC Acquisition Holdings I, LLC",Healthcare professional provider,"Class A units (1,438,643 shares)",,1/17/2014,1.5,1.1
78,Healthcare Services,MW Dental Holding Corp. (21),Dental services provider,First lien senior secured revolving loan ($3.5 par due 4/2021),9.08% (Libor + 6.75%/Q),4/12/2011,3.5,3.5
79,Healthcare Services,MW Dental Holding Corp. (21),Dental services provider,First lien senior secured loan ($9.1 par due 4/2021),9.08% (Libor + 6.75%/Q),3/19/2018,9.1,9.1
80,Healthcare Services,MW Dental Holding Corp. (21),Dental services provider,First lien senior secured loan ($58.6 par due 4/2021),9.08% (Libor + 6.75%/Q),4/12/2011,58.6,58.6
81,Healthcare Services,MW Dental Holding Corp. (21),Dental services provider,First lien senior secured loan ($46.5 par due 4/2021),9.08% (Libor + 6.75%/Q),4/12/2011,46.5,46.5
82,Healthcare Services,MW Dental Holding Corp. (21),Dental services provider,First lien senior secured loan ($19.2 par due 4/2021),9.08% (Libor + 6.75%/Q),4/12/2011,19.2,19.2
83,Healthcare Services,"My Health Direct, Inc.",Healthcare scheduling exchange software solution provider,"Warrant to purchase up to 4,548 shares of Series D preferred stock (expires 9/2024)",,9/18/2014,0.0,0.0
84,Healthcare Services,"New Trident Holdcorp, Inc. and Trident Holding Company, LLC",Outsourced mobile diagnostic healthcare service provider,Second lien senior secured loan ($24.8 par due 7/2022),8.09% (Libor + 6.00%/M),8/1/2013,19.5,17.6
85,Healthcare Services,"New Trident Holdcorp, Inc. and Trident Holding Company, LLC",Outsourced mobile diagnostic healthcare service provider,Second lien senior secured loan ($86.2 par due 7/2020),,8/1/2013,77.9,33.0
86,Healthcare Services,"New Trident Holdcorp, Inc. and Trident Holding Company, LLC",Outsourced mobile diagnostic healthcare service provider,Senior subordinated loan ($9.1 par due 7/2020),,11/29/2017,8.8,0.0
87,Healthcare Services,"NMSC Holdings, Inc. and ASP NAPA Holdings, LLC",Anesthesia management services provider,Second lien senior secured loan ($72.8 par due 10/2023),12.45% (Libor + 10.00%/Q),4/19/2016,72.8,65.5
88,Healthcare Services,"NMSC Holdings, Inc. and ASP NAPA Holdings, LLC",Anesthesia management services provider,"Class A units (25,277 units)",,4/19/2016,2.5,0.7
89,Healthcare Services,"Nodality, Inc.",Biotechnology company,First lien senior secured loan ($2.9 par due 8/2016),,11/12/2015,2.1,0.0
90,Healthcare Services,"Nodality, Inc.",Biotechnology company,First lien senior secured loan ($13.9 par due 8/2016),,4/25/2014,9.7,0.0
91,Healthcare Services,"Nodality, Inc.",Biotechnology company,"Warrant to purchase up to 3,736,255 shares of common stock (expires 3/2026)",,5/1/2016,0.0,0.0
92,Healthcare Services,NSM Sub Holdings Corp. (21),"Provider of customized mobility, rehab and adaptive seating systems",First lien senior secured revolving loan ($1.3 par due 10/2022),9.00% (Base Rate + 4.00%/Q),9/28/2017,1.3,1.3
93,Healthcare Services,NSM Sub Holdings Corp. (21),"Provider of customized mobility, rehab and adaptive seating systems",First lien senior secured loan ($4.9 par due 10/2022),6.83% (Libor + 4.50%/Q),6/1/2018,4.9,4.9
94,Healthcare Services,"nThrive, Inc. (fka Precyse Acquisition Corp.)",Provider of healthcare information management technology and services,Second lien senior secured loan ($10.0 par due 4/2023),11.84% (Libor + 9.75%/M),4/20/2016,9.7,9.8
95,Healthcare Services,"OmniSYS Acquisition Corporation, OmniSYS, LLC, and OSYS Holdings, LLC",Provider of technology-enabled solutions to pharmacies,Limited liability company membership interest (1.57%),,11/21/2013,1.0,0.6
96,Healthcare Services,"Pathway Vet Alliance, LLC (21)",Operator of freestanding veterinary hospitals,First lien senior secured loan ($0.2 par due 10/2024),6.34% (Libor + 4.25%/M),10/4/2017,0.2,0.2
97,Healthcare Services,"Pathway Vet Alliance, LLC (21)",Operator of freestanding veterinary hospitals,First lien senior secured loan ($0.1 par due 10/2024),6.34% (Libor + 4.25%/M),5/24/2018,0.1,0.1
98,Healthcare Services,"Pathway Vet Alliance, LLC (21)",Operator of freestanding veterinary hospitals,First lien senior secured loan ($1.4 par due 10/2024),6.34% (Libor + 4.25%/M),10/4/2017,1.4,1.4
99,Healthcare Services,"Patterson Medical Supply, Inc.",Distributor of rehabilitation supplies and equipment,Second lien senior secured loan ($78.0 par due 8/2023),10.86% (Libor + 8.50%/Q),9/2/2015,76.6,68.6
100,Healthcare Services,PhyMED Management LLC,Provider of anesthesia services,Second lien senior secured loan ($47.2 par due 5/2021),11.07% (Libor + 8.75%/Q),12/18/2015,46.8,45.8
101,Healthcare Services,"Practice Insight, LLC (21)",Revenue cycle management provider to the emergency healthcare industry,First lien senior secured revolving loan ($0.6 par due 8/2022),9.00% (Base Rate + 4.00%/Q),8/23/2017,0.6,0.6
102,Healthcare Services,"Practice Insight, LLC (21)",Revenue cycle management provider to the emergency healthcare industry,First lien senior secured loan ($12.4 par due 8/2022),7.09% (Libor + 5.00%/M),8/23/2017,12.4,12.4
103,Healthcare Services,"ProVation Medical, Inc.",Provider of documentation and coding software for GI physicians,First lien senior secured loan ($13.1 par due 3/2024),9.05% (Libor + 7.00%/M),3/9/2018,12.9,13.0
104,Healthcare Services,"RecoveryDirect Acquisition, L.L.C. (21)",Outpatient physical therapy provider,First lien senior secured revolving loan ($2.3 par due 1/2023),6.55% (Libor + 4.50%/M),1/3/2018,2.3,2.3
105,Healthcare Services,"RecoveryDirect Acquisition, L.L.C. (21)",Outpatient physical therapy provider,First lien senior secured loan ($7.0 par due 1/2024),6.83% (Libor + 4.50%/Q),1/3/2018,7.0,7.0
106,Healthcare Services,"RecoveryDirect Acquisition, L.L.C. (21)",Outpatient physical therapy provider,First lien senior secured loan ($14.9 par due 1/2024),6.83% (Libor + 4.50%/Q),1/3/2018,14.9,14.9
107,Healthcare Services,"RecoveryDirect Acquisition, L.L.C. (21)",Outpatient physical therapy provider,First lien senior secured loan ($19.9 par due 1/2024),6.83% (Libor + 4.50%/Q),1/3/2018,19.9,19.9
108,Healthcare Services,"Respicardia, Inc.",Developer of implantable therapies to improve cardiovascular health,"Warrant to purchase up to 99,094 shares of Series C preferred stock (expires 6/2022)",,6/28/2012,0.0,0.0
109,Healthcare Services,Salter Labs (21),"Developer, manufacturer and supplier of consumable products for medical device customers",First lien senior secured revolving loan ($0.6 par due 3/2020),6.61% (Libor + 4.25%/Q),2/8/2018,0.6,0.6
110,Healthcare Services,Salter Labs (21),"Developer, manufacturer and supplier of consumable products for medical device customers",First lien senior secured revolving loan ($0.2 par due 3/2020),6.58% (Libor + 4.25%/Q),2/8/2018,0.2,0.2
111,Healthcare Services,Salter Labs (21),"Developer, manufacturer and supplier of consumable products for medical device customers",First lien senior secured revolving loan ($0.2 par due 3/2020),8.25% (Base Rate + 3.25%/Q),2/8/2018,0.2,0.2
112,Healthcare Services,"SCSG EA Acquisition Company, Inc. (21)",Provider of outsourced clinical services to hospitals and health systems,First lien senior secured revolving loan ($0.1 par due 9/2022),6.28% (Libor + 4.25%/Q),9/1/2017,0.1,0.1
113,Healthcare Services,"SCSG EA Acquisition Company, Inc. (21)",Provider of outsourced clinical services to hospitals and health systems,First lien senior secured revolving loan ($0.2 par due 9/2022),6.61% (Libor + 4.25%/Q),9/1/2017,0.2,0.2
114,Healthcare Services,"SiroMed Physician Services, Inc. and SiroMed Equity Holdings, LLC (21)",Outsourced anesthesia provider,First lien senior secured loan ($17.5 par due 3/2024),7.08% (Libor + 4.75%/Q),3/26/2018,17.5,17.3
115,Healthcare Services,"SiroMed Physician Services, Inc. and SiroMed Equity Holdings, LLC (21)",Outsourced anesthesia provider,"Common units (171,784 units)",,3/26/2018,4.6,4.7
116,Healthcare Services,"Symmetry Surgical, Inc (21)",Marketer and distributor of medical devices focused on the general surgery market,First lien senior secured revolving loan ($2.0 par due 7/2021),6.00% (Libor + 4.00%/M),2/8/2018,2.0,2.0
117,Healthcare Services,"Synergy HomeCare Franchising, LLC and NP/Synergy Holdings, LLC (21)",Franchisor of private-pay home care for the elderly,First lien senior secured loan ($16.1 par due 4/2024),8.08% (Libor + 5.75%/Q),4/2/2018,16.1,16.0
118,Healthcare Services,"Synergy HomeCare Franchising, LLC and NP/Synergy Holdings, LLC (21)",Franchisor of private-pay home care for the elderly,Common units (550 units),,4/2/2018,0.6,0.6
119,Healthcare Services,TerSera Therapeutics LLC,Acquirer and developer of specialty therapeutic pharmaceutical products,First lien senior secured loan ($5.3 par due 3/2023),7.58% (Libor + 5.25%/Q),5/3/2017,5.2,5.3
120,Healthcare Services,"U.S. Anesthesia Partners, Inc.",Anesthesiology service provider,Second lien senior secured loan ($71.8 par due 6/2025),9.34% (Libor + 7.25%/M),6/16/2017,70.9,71.8
121,Healthcare Services,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC (21)",Operator of urgent care clinics,"Preferred units (7,696,613 units)",,6/11/2015,7.7,3.3
122,Healthcare Services,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC (21)",Operator of urgent care clinics,"Series A common units (2,000,000 units)",,6/11/2015,2.0,0.0
123,Healthcare Services,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC (21)",Operator of urgent care clinics,"Series C common units (5,288,427 units)",,6/11/2015,0.0,0.0
124,Healthcare Services,"VistaPharm, Inc. and Vertice Pharma UK Parent Limited (8)",Manufacturer and distributor of generic pharmaceutical products,"Preferred shares (40,662 shares)",,12/21/2015,0.3,0.7
125,Healthcare Services,"West Dermatology, LLC (21)",Dermatology Practice Platform,First lien senior secured revolving loan ($0.4 par due 4/2022),7.53% (Libor + 5.50%/M),2/8/2018,0.4,0.4
126,Healthcare Services,"West Dermatology, LLC (21)",Dermatology Practice Platform,First lien senior secured revolving loan ($2.5 par due 4/2022),7.83% (Libor + 5.50%/M),2/8/2018,2.5,2.5
127,Healthcare Services,"West Dermatology, LLC (21)",Dermatology Practice Platform,First lien senior secured loan ($0.8 par due 4/2023),7.82% (Libor + 5.50%/Q),4/2/2018,0.8,0.8
128,Healthcare Services,"West Dermatology, LLC (21)",Dermatology Practice Platform,First lien senior secured loan ($4.1 par due 4/2023),7.83% (Libor + 5.50%/Q),4/2/2018,4.1,4.1
129,Healthcare Services,"West Dermatology, LLC (21)",Dermatology Practice Platform,First lien senior secured loan ($7.7 par due 4/2023),7.83% (Libor + 5.50%/Q),4/2/2018,7.7,7.7
130,Healthcare Services,"WIRB - Copernicus Group, Inc (21)","Provider of regulatory, ethical, and safety review services for clinical research involving human subjects",First lien senior secured revolving loan,0,2/8/2018,0.0,0.0
131,Healthcare Services,WSHP FC Acquisition LLC (21),Provider of biospecimen products,First lien senior secured revolving loan ($2.5 par due 3/2024),8.94% (Libor + 6.50%/Q),3/30/2018,2.5,2.5
132,Healthcare Services,WSHP FC Acquisition LLC (21),Provider of biospecimen products,First lien senior secured loan ($28.6 par due 3/2024),7.50% (Libor + 6.50%/Q),3/30/2018,28.6,28.3
133,Healthcare Services,WSHP FC Acquisition LLC (21),Provider of biospecimen products,,,,2339.5,2562.5
134,Business Services,1163227 B.C. Ltd (8)(21),Lab testing services for nicotine containing products,First lien senior secured loan ($20.0 par due 6/2024),8.00% (Libor + 6.25%/Q),6/25/2018,19.7,19.9
135,Business Services,Accommodations Plus Technologies LLC and Accommodations Plus Technologies Holdings LLC (21),Provider of outsourced crew accommodations and logistics management solutions to the airline industry,First lien senior secured loan ($12.6 par due 5/2024),7.12% (Libor + 5.00%/B),5/11/2018,12.6,12.5
136,Business Services,Accommodations Plus Technologies LLC and Accommodations Plus Technologies Holdings LLC (21),Provider of outsourced crew accommodations and logistics management solutions to the airline industry,"Class A common units (236,358 units)",,5/11/2018,4.6,4.6
137,Business Services,"Accruent, LLC, Accruent Holding, LLC, Athena Parent, Inc. and Athena SuperHoldco, Inc. (21)",Real estate and facilities management software provider,First lien senior secured loan ($0.4 par due 7/2023),7.07% (Libor + 4.75%/Q),5/31/2018,0.4,0.4
138,Business Services,"Accruent, LLC, Accruent Holding, LLC, Athena Parent, Inc. and Athena SuperHoldco, Inc. (21)",Real estate and facilities management software provider,First lien senior secured loan ($0.5 par due 7/2023),7.06% (Libor + 4.75%/Q),5/31/2018,0.5,0.5
139,Business Services,"Accruent, LLC, Accruent Holding, LLC, Athena Parent, Inc. and Athena SuperHoldco, Inc. (21)",Real estate and facilities management software provider,Second lien senior secured loan ($3.5 par due 7/2024),11.07% (Libor + 8.75%/Q),7/28/2017,3.5,3.5
