,Company(1),Business Description,Investment,Interest (5)(11),Acquisition  Date,Amortized  Cost,Fair Value
91,"American Academy Holdings, LLC","Provider of education, training, certification, networking, and consulting services to medical coders and other healthcare professionals","Senior secured loan ($21,415 par due 3/2016)",9.50% (Libor + 8.50%/Q),3/18/2011,21415.0,21415
92,"American Academy Holdings, LLC","Provider of education, training, certification, networking, and consulting services to medical coders and other healthcare professionals","Senior secured loan ($55,437 par due 3/2016)",9.50% (Libor + 8.50%/Q),3/18/2011,55437.0,55437
94,Campus Management Corp. and Campus Management Acquisition Corp. (6),Education software developer,"Preferred stock (485,159 shares)",0,2/8/2008,10520.0,12560
95,"Community Education Centers, Inc.",Offender re-entry and in-prison treatment services provider,"Senior secured loan ($17,143 par due 12/2014)",6.25% (Libor + 5.25%/Q),12/10/2010,17143.0,17143
97,"Community Education Centers, Inc.",Offender re-entry and in-prison treatment services provider,"Junior secured loan ($32,161 par due 12/2015)","15.57% (Libor + 11.57% Cash, 4.00% PIK /Q)",12/10/2010,32161.0,30553
98,"Community Education Centers, Inc.",Offender re-entry and in-prison treatment services provider,"Junior secured loan ($9,680 par due 12/2015)","15.50% (Libor + 11.50% Cash, 4.00% PIK /Q)",12/10/2010,9680.0,9196
99,"Community Education Centers, Inc.",Offender re-entry and in-prison treatment services provider,"Warrants to purchase up to 578,427 shares",0,12/10/2010,0.0,0
101,eInstruction Corporation,"Developer, manufacturer and retailer of educational products","Junior secured loan ($17,000 par due 7/2014)",0,4/1/2010,15396.0,7532
102,eInstruction Corporation,"Developer, manufacturer and retailer of educational products","Senior subordinated loan ($28,396 par due 1/2015)",0,4/1/2010,24151.0,0
103,eInstruction Corporation,"Developer, manufacturer and retailer of educational products","Common stock (2,406 shares)",0,4/1/2010,926.0,0
105,"ELC Acquisition Corp., ELC Holdings Corporation, and Excelligence Learning Corporation (6)","Developer, manufacturer and retailer of educational products","Preferred stock (99,492 shares)",0,8/1/2011,10149.0,8213
106,"ELC Acquisition Corp., ELC Holdings Corporation, and Excelligence Learning Corporation (6)","Developer, manufacturer and retailer of educational products","Common stock (50,800 shares)",0,8/1/2011,51.0,0
108,"Infilaw Holding, LLC",Operator of for-profit law schools,"Senior secured loan ($29,850 par due 8/2016)",9.50% (Libor + 8.50%/Q),8/25/2011,29850.0,29850
109,"Infilaw Holding, LLC",Operator of for-profit law schools,"Series A preferred units (131,000 units)",10.75% (Base Rate + 7.50%/Q),8/25/2011,131000.0,131000
111,"Instituto de Banca y Comercio, Inc.  & Leeds IV Advisors, Inc.",Private school operator,"Series B preferred stock (1,750,000 shares)",0,8/5/2010,5000.0,6386
112,"Instituto de Banca y Comercio, Inc.  & Leeds IV Advisors, Inc.",Private school operator,"Series C preferred stock (2,512,586 shares)",0,6/7/2010,689.0,323
113,"Instituto de Banca y Comercio, Inc.  & Leeds IV Advisors, Inc.",Private school operator,Common stock (20 shares),0,6/7/2010,0.0,0
115,"JTC Education Holdings, Inc.",Postsecondary school operator,"Senior secured revolving loan ($2,175 par due 12/2014)",12.75% (Base Rate + 9.50%/Q),12/31/2009,2175.0,2175
116,"JTC Education Holdings, Inc.",Postsecondary school operator,"Senior secured loan ($19,810 par due 12/2014)",12.50% (Libor + 9.50%/M),12/31/2009,19810.0,19810
117,"JTC Education Holdings, Inc.",Postsecondary school operator,"Senior secured loan ($9,594 par due 12/2014)",12.50% (Libor + 9.50%/M),12/31/2009,9594.0,9594
119,"Lakeland Tours, LLC",Educational travel provider,"Senior secured loan ($13,201 par due 12/2016)",6.00% (Libor + 4.50%/Q),10/4/2011,13161.0,13201
120,"Lakeland Tours, LLC",Educational travel provider,"Senior secured loan ($9,470 par due 12/2016)",6.00% (Libor + 4.50%/Q),10/4/2011,9441.0,9470
121,"Lakeland Tours, LLC",Educational travel provider,"Senior secured loan ($1,894 par due 12/2016)",6.00% (Libor + 4.50%/Q),10/4/2011,1888.0,1894
122,"Lakeland Tours, LLC",Educational travel provider,"Senior secured loan ($56,265 par due 12/2016)",10.00% (Libor + 8.50%/Q),10/4/2011,56093.0,56265
123,"Lakeland Tours, LLC",Educational travel provider,"Senior secured loan ($40,362 par due 12/2016)",10.00% (Libor + 8.50%/Q),10/4/2011,40238.0,40362
124,"Lakeland Tours, LLC",Educational travel provider,"Senior secured loan ($8,072 par due 12/2016)",10.00% (Libor + 8.50%/Q),10/4/2011,8047.0,8072
125,"Lakeland Tours, LLC",Educational travel provider,"Common stock (5,000 shares)",0,10/4/2011,5000.0,4637
128,"R3 Education, Inc. and EIC Acquisitions Corp. (8)",Medical school operator,"Senior secured loan ($1,882 par due 4/2013)",9.00% (Libor + 6.00%/Q),9/21/2007,1882.0,4522
129,"R3 Education, Inc. and EIC Acquisitions Corp. (8)",Medical school operator,"Senior secured loan ($2,437 par due 4/2013)",9.00% (Libor + 6.00%/Q),9/21/2007,2437.0,5857
130,"R3 Education, Inc. and EIC Acquisitions Corp. (8)",Medical school operator,"Senior secured loan ($6,719 par due 4/2013)",13.00% PIK,12/8/2009,4568.0,16146
131,"R3 Education, Inc. and EIC Acquisitions Corp. (8)",Medical school operator,"Preferred stock (8,800 shares)",0,7/30/2008,2200.0,1760
132,"R3 Education, Inc. and EIC Acquisitions Corp. (8)",Medical school operator,Common membership interest (26.27% interest),0,9/21/2007,15800.0,23936
133,"R3 Education, Inc. and EIC Acquisitions Corp. (8)",Medical school operator,"Warrants to purchase up to 27,890 shares",0,12/8/2009,0.0,0
137,"ADF Capital, Inc. & ADF Restaurant Group, LLC",Restaurant owner and operator,"Senior secured revolving loan ($1,968 par due 11/2013)",6.50% (Libor + 3.50%/Q),11/27/2006,1968.0,1968
138,"ADF Capital, Inc. & ADF Restaurant Group, LLC",Restaurant owner and operator,"Senior secured loan ($7,205 par due 11/2013)",6.50% (Libor + 3.50%/Q),11/27/2006,7205.0,7205
139,"ADF Capital, Inc. & ADF Restaurant Group, LLC",Restaurant owner and operator,"Senior secured loan ($11,238 par due 11/2014)",12.50% (Libor + 9.50%/Q),11/27/2006,11241.0,11238
140,"ADF Capital, Inc. & ADF Restaurant Group, LLC",Restaurant owner and operator,"Senior secured loan ($9,370 par due 11/2014)",12.50% (Libor + 9.50%/Q),11/27/2006,9370.0,9370
141,"ADF Capital, Inc. & ADF Restaurant Group, LLC",Restaurant owner and operator,"Promissory note ($14,897,360 par due 11/2016)",0,11/27/2006,14886.0,15339
142,"ADF Capital, Inc. & ADF Restaurant Group, LLC",Restaurant owner and operator,Warrants to purchase up to 0.61 shares,0,6/1/2006,0.0,0
144,"Hojeij Branded Foods, Inc.",Airport restaurant operator,"Senior secured revolving loan ($1,200 par due 2/2017)",10.25% (Base Rate + 7.00%/Q),2/15/2012,1200.0,1164
145,"Hojeij Branded Foods, Inc.",Airport restaurant operator,"Senior secured loan ($15,000 par due 2/2017)",9.00% (Libor + 8.00%/Q),2/15/2012,15000.0,14550
146,"Hojeij Branded Foods, Inc.",Airport restaurant operator,Warrants to purchase up to 324 shares of Class A common stock,0,2/15/2012,0.0,669
147,"Hojeij Branded Foods, Inc.",Airport restaurant operator,Warrants to purchase up to 7.5% of membership interest,0,2/15/2012,0.0,0
149,"Orion Foods, LLC (fka Hot Stuff Foods, LLC) (7)",Convenience food service retailer,"Senior secured revolving loan ($7,300 par due 9/2014)",10.75% (Base Rate + 7.50%/M),4/1/2010,7300.0,7300
150,"Orion Foods, LLC (fka Hot Stuff Foods, LLC) (7)",Convenience food service retailer,"Senior secured loan ($33,807 par due 9/2014)",10.00% (Libor + 8.50%/Q),4/1/2010,33807.0,33807
151,"Orion Foods, LLC (fka Hot Stuff Foods, LLC) (7)",Convenience food service retailer,"Junior secured loan ($37,552 par due 9/2014)",14.00%,4/1/2010,26397.0,27443
152,"Orion Foods, LLC (fka Hot Stuff Foods, LLC) (7)",Convenience food service retailer,"Preferred units (10,000 units)",0,10/28/2010,0.0,0
153,"Orion Foods, LLC (fka Hot Stuff Foods, LLC) (7)",Convenience food service retailer,"Class A common units (25,001 units)",0,4/1/2010,0.0,0
154,"Orion Foods, LLC (fka Hot Stuff Foods, LLC) (7)",Convenience food service retailer,"Class B common units (1,122,452 units)",0,4/1/2010,0.0,0
156,"OTG Management, Inc.",Airport restaurant operator,"Senior secured revolving loan ($1,875 par due 8/2016)",8.50% (Libor + 7.00%/Q),8/9/2011,1875.0,1875
157,"OTG Management, Inc.",Airport restaurant operator,Senior secured revolving loan ($937 par due 8/2016),9.25% (Base Rate + 6.00%/M),8/9/2011,937.0,937
159,"OTG Management, Inc.",Airport restaurant operator,"Senior secured loan ($18,687 par due 8/2016)",8.50% (Libor + 7.00%/Q),8/9/2011,18687.0,18687
160,"OTG Management, Inc.",Airport restaurant operator,"Junior secured loan ($2,143 par due 8/2016)",14.50% (Libor + 13.00%/Q),8/9/2011,2143.0,2143
161,"OTG Management, Inc.",Airport restaurant operator,"Junior secured loan ($29,285 par due 8/2016)",14.50% (Libor + 13.00%/M),8/9/2011,29285.0,29285
162,"OTG Management, Inc.",Airport restaurant operator,"Common units (3,000,000 units)",0,1/5/2011,3000.0,2702
163,"OTG Management, Inc.",Airport restaurant operator,"Warrants to purchase up to 189,857 shares of common stock",0,6/19/2008,100.0,4704
165,"PMI Holdings, Inc.",Restaurant owner and operator,"Senior secured revolving loan ($2,000 par due 5/2015)",10.00% (Libor + 8.00%/M),5/5/2010,2000.0,2000
166,"PMI Holdings, Inc.",Restaurant owner and operator,"Senior secured loan ($8,614 par due 5/2015)",10.00% (Libor + 8.00%/M),5/5/2010,8614.0,8614
167,"PMI Holdings, Inc.",Restaurant owner and operator,Senior secured loan ($212 par due 5/2015),10.25% (Base Rate + 7.00%/M),5/5/2010,212.0,212
168,"PMI Holdings, Inc.",Restaurant owner and operator,"Senior secured loan ($8,614 par due 5/2015)",10.00% (Libor + 8.00%/M),5/5/2010,8614.0,8614
169,"PMI Holdings, Inc.",Restaurant owner and operator,Senior secured loan ($212 par due 5/2015),10.25% (Base Rate + 7.00%/M),5/5/2010,212.0,212
171,"Restaurant Holding Company, LLC",Fast food restaurant operator,"Senior secured loan ($63,000 par due 2/2017)",9.00% (Libor + 7.50%/M),2/15/2012,61767.0,62370
172,"Restaurant Holding Company, LLC",Fast food restaurant operator,"Senior secured loan ($12,000 par due 2/2017)",9.00% (Libor + 7.50%/M),2/15/2012,11761.0,11880
174,S.B. Restaurant Company,Restaurant owner and operator,"Senior secured loan ($34,549 par due 7/2012)","13.00% (Libor + 9.00% Cash, 2.00% PIK /Q)",4/1/2010,32711.0,34549
175,S.B. Restaurant Company,Restaurant owner and operator,"Preferred stock (46,690 shares)",0,4/1/2010,0.0,117
176,S.B. Restaurant Company,Restaurant owner and operator,"Warrants to purchase up to 257,429 shares of common stock",0,4/1/2010,0.0,0
178,Vistar Corporation and Wellspring Distribution Corp.,Food service distributor,"Junior secured loan ($50,250 par due 5/2015)",11.00%,5/23/2008,49341.0,50250
179,Vistar Corporation and Wellspring Distribution Corp.,Food service distributor,"Junior secured loan ($50,000 par due 5/2015)",11.00%,5/23/2008,49627.0,50000
180,Vistar Corporation and Wellspring Distribution Corp.,Food service distributor,"Class A non-voting common stock (1,366,120 shares)",0,5/3/2008,7500.0,6752
184,"AllBridge Financial, LLC (7)",Asset management services,Equity interests,0,4/1/2010,11395.0,13668
185,Callidus Capital Corporation (7),Asset management services,Common stock (100 shares),0,4/1/2010,3000.0,1020
186,Ciena Capital LLC (7),Real estate and small business loan servicer,"Senior secured revolving loan ($14,000 par due 12/2013)",6.00%,11/29/2010,14000.0,14000
187,Ciena Capital LLC (7),Real estate and small business loan servicer,"Senior secured loan ($32,000 par due 12/2015)",12.00%,11/29/2010,32000.0,32000
188,Ciena Capital LLC (7),Real estate and small business loan servicer,Equity interests,0,11/29/2010,53374.0,23009
191,"Commercial Credit Group, Inc.",Commercial equipment finance and leasing company,"Senior subordinated loan ($19,500 par due 6/2015)",15.00%,4/1/2010,19500.0,19500
192,"Cook Inlet Alternative Risk, LLC",Risk management services,"Senior subordinated loan ($3,700 par due 9/2015)",9.00%,9/30/2011,3700.0,3700
193,Financial Pacific Company,Commercial finance leasing,"Preferred stock (6,500 shares)",8.00% PIK,10/13/2010,6631.0,8483
194,Financial Pacific Company,Commercial finance leasing,"Common stock (650,000 shares)",0,10/13/2010,0.0,0
196,"Imperial Capital Group, LLC",Investment services,"Class A common units (7,710 units)",0,5/10/2007,14997.0,20766
197,"Imperial Capital Group, LLC",Investment services,"2006 Class B common units (2,526 units)",0,5/10/2007,3.0,4
198,"Imperial Capital Group, LLC",Investment services,2007 Class B common units (315 units),0,5/10/2007,0.0,0
200,"Ivy Hill Asset Management, L.P. (7)(9)",Asset management services,Member interest (100.00% interest),0,6/15/2009,112876.0,201199
203,Aviation Properties Corporation (7),Aviation services,Common stock (100 shares),0,4/1/2010,0.0,0
204,"CIBT Investment Holdings, LLC",Expedited travel document processing services,"Class A shares (2,500 shares)",0,12/15/2011,2500.0,2590
205,CitiPostal Inc. (7),Document storage and management services,"Senior secured revolving loan ($2,900 par due 12/2013)",6.75% (Base Rate + 3.25%/Q),4/1/2010,2900.0,2900
206,CitiPostal Inc. (7),Document storage and management services,Senior secured loan ($506 par due 12/2013),"8.50% Cash, 5.50% PIK",4/1/2010,506.0,506
207,CitiPostal Inc. (7),Document storage and management services,"Senior secured loan ($51,880 par due 12/2013)","8.50% Cash, 5.50% PIK",4/1/2010,51880.0,51880
208,CitiPostal Inc. (7),Document storage and management services,"Senior subordinated loan ($15,299 par due 12/2015)",0,4/1/2010,13038.0,1985
209,CitiPostal Inc. (7),Document storage and management services,"Common stock (37,024 shares)",0,4/1/2010,0.0,0
211,"Cornerstone Records Management, LLC",Physical records storage and management service provider,"Senior secured loan ($18,630 par due 8/2016)",8.50% (Libor + 7.00%/Q),8/12/2011,18630.0,18444
212,"Coverall North America, Inc.",Commercial janitorial service provider,"Subordinated notes ($9,435 par due 2/2016)","10.00% Cash, 2.00% PIK",2/22/2011,9435.0,9435
213,"Diversified Collections Services, Inc.",Collections services,"Preferred stock (3,944 shares)",0,5/18/2006,45.0,89
214,"Diversified Collections Services, Inc.",Collections services,"Common stock (478,816 shares)",0,4/1/2010,1478.0,3345
215,"Diversified Collections Services, Inc.",Collections services,"Common stock (124,987 shares)",0,2/5/2005,295.0,873
217,"HCP Acquisition Holdings, LLC (7)",Healthcare compliance advisory services,"Class A units (11,763,438 units)",0,6/26/2008,11763.0,5084
218,"Impact Innovations Group, LLC",IT consulting and outsourcing services,Member interest (50.00% interest),0,4/1/2010,0.0,200
219,"Investor Group Services, LLC (6)",Business consulting for private equity and corporate clients,Limited liability company membership interest (10.00% interest),0,6/22/2006,0.0,926
220,"Multi-Ad Services, Inc. (6)",Marketing services and software provider,"Preferred units (1,725,280 units)",0,4/1/2010,788.0,2038
221,"Multi-Ad Services, Inc. (6)",Marketing services and software provider,"Common units (1,725,280 units)",0,4/1/2010,0.0,0
224,"MVL Group, Inc. (7)",Marketing research provider,"Senior secured loan ($22,772 par due 7/2012)",12.00%,4/1/2010,22772.0,22772
225,"MVL Group, Inc. (7)",Marketing research provider,"Senior subordinated loan ($36,080 par due 7/2012)","12.00% Cash, 2.50% PIK",4/1/2010,35512.0,33721
226,"MVL Group, Inc. (7)",Marketing research provider,Junior subordinated loan ($144 par due 7/2012),10.00%,4/1/2010,0.0,0
227,"MVL Group, Inc. (7)",Marketing research provider,"Common stock (560,716 shares)",0,4/1/2010,0.0,0
229,Pillar Processing LLC and PHL Holding Co. (6),Mortgage services,"Senior secured loan ($7,142 par due 11/2013)",0,7/31/2008,7064.0,6571
230,Pillar Processing LLC and PHL Holding Co. (6),Mortgage services,"Senior secured loan ($7,375 par due 5/2014)",0,11/20/2007,7375.0,1062
231,Pillar Processing LLC and PHL Holding Co. (6),Mortgage services,"Senior secured loan ($4,458 par due 11/2013)",0,11/20/2007,4409.0,4101
232,Pillar Processing LLC and PHL Holding Co. (6),Mortgage services,Common stock (85 shares),0,11/20/2007,3768.0,0
234,"Powersport Auctioneer Holdings, LLC",Powersport vehicle auction operator,"Common Units (1,972 units)",0,3/2/2012,1000.0,1000
235,"Prommis Solutions, LLC, E-Default Services, LLC, Statewide Tax and Title Services, LLC & Statewide Publishing Services, LLC",Bankruptcy and foreclosure processing services,"Senior subordinated loan ($45,150 par due 2/2014)",0,2/9/2007,43819.0,1013
236,"Prommis Solutions, LLC, E-Default Services, LLC, Statewide Tax and Title Services, LLC & Statewide Publishing Services, LLC",Bankruptcy and foreclosure processing services,"Preferred units (30,000 units)",0,4/11/2006,3000.0,0
238,"Promo Works, LLC",Marketing services,"Senior secured loan ($8,655 par due 12/2013)",0,4/1/2010,3981.0,2241
239,R2 Acquisition Corp.,Marketing services,"Common stock (250,000 shares)",0,5/29/2007,250.0,157
240,Summit Business Media Parent Holding Company LLC,Business media consulting services,Limited liability company membership interest (45.98% interest),0,5/20/2011,0.0,619
241,"Tradesmen International, Inc.",Construction labor support,"Junior secured loan ($10,085 par due 5/2014)","13.00% Cash, 1.00% PIK",4/1/2010,8075.0,10085
242,"Tradesmen International, Inc.",Construction labor support,"Warrants to purchase up to 771,036 shares",0,4/1/2010,0.0,6283
244,"Tripwire, Inc.",IT security software provider,"Senior secured loan ($30,000 par due 5/2018)",6.00% (Libor + 4.75%/Q),5/23/2011,30000.0,30000
