,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
24,,,"Mervin Manufacturing, Inc.(++)",,Leisure Equipment & Products,,L + 7.50(1.00Floor),,10/10/2019,,,20000,,,,19629,,,,19600,
25,,,"Pro-Pet, LLC(+)",,Household Products,,L + 7.25(0.75Floor),,11/21/2019,,,28600,,,,28136,,,,28100,
26,,,"The Service Companies, Inc.(++)",,Professional Services,,L + 10.25  (1.00  Floor),,03/26/2019,,,45120,,,,44361,,,,44105,
27,,,"United Road Services, Inc.(+)",,Air Freight & Logistics,,L + 7.50(1.00Floor),,12/14/2017,,,45000,,,,44435,,,,44437,
28,,,Total 1st Lien/Last-Out Unitranche,,,,,,,,,,,276353,,,,275682,,,
29,,,2nd Lien/Senior Secured Debt – 50.16,,,,,,,,,,,,,,,,,,
30,,,"Affordable Care, Inc.(+)",,Health Care Providers & Services,,L + 9.25(1.25Floor),,12/26/2019,,,23220,,,,23369,,,,22872,
31,,,"Extraction Oil & Gas Holdings, LLC",,"Oil, Gas & Consumable Fuels",,11.00,,05/29/2019,,,15000,,,,14805,,,,15300,
32,,,"Extraction Oil & Gas Holdings, LLC",,"Oil, Gas & Consumable Fuels",,10.00,,05/29/2019,,,8412,,,,8298,,,,8286,
33,,,Global Tel*Link Corporation(++),,Diversified Telecommunication Services,,L + 7.75(1.25Floor),,11/23/2020,,,28000,,,,27541,,,,27230,
34,,,"Highwinds Capital, Inc.(+)",,Internet Software & Services,,L + 12.25  (1.25  Floor),,01/29/2019,,,59050,,,,58321,,,,59050,
35,,,"Hunter Defense Technologies, Inc.(++)",,Aerospace & Defense,,L + 10.00  (1.00  Floor),,02/05/2020,,,28000,,,,26719,,,,27440,
36,,,"Hutchinson Technology, Inc.",,Computers & Peripherals,,10.88,,01/15/2017,,,12200,,,,11874,,,,12581,
37,,,iFly Holdings LLC(++),,Leisure Equipment & Products,,L + 9.00(1.00Floor),,04/08/2020,,,10000,,,,9824,,,,9825,
38,,,Portfolio Company,,Industry,,Interest,,Maturity,,Par Amount,,,Cost,,,Fair Value,,,,
39,Investments at Fair Value – (continued),,,,,,,,,,,,,,,,,,,,
40,,,iFly Holdings LLC(++) (3),,Leisure Equipment & Products,,L + 9.00  (1.00  Floor),,04/08/2020,,,10000,,,,4900,,,,4925,
41,,,MPI Products LLC(++),,Auto Components,,L + 9.00(1.00Floor),,01/30/2020,,,35000,,,,34524,,,,34475,
42,,,"Oasis Outsourcing Holdings, Inc.(+)",,Diversified Financial Services,,L + 8.75(1.00Floor),,12/26/2022,,,20000,,,,19706,,,,19800,
43,,,Orchard Brands Corporation(+),,Internet & Catalog Retail,,L + 10.00  (1.50  Floor),,06/20/2019,,,40000,,,,39178,,,,40000,
44,,,P2 Upstream Acquisition Co.(+++),,Software,,L + 8.00(1.00Floor),,04/30/2021,,,10000,,,,9914,,,,9200,
45,,,Reddy Ice Corporation(++),,Food Products,,L + 9.50(1.25Floor),,10/01/2019,,,13500,,,,13025,,,,10260,
46,,,"Securus Technologies Holdings, Inc.(++)",,Diversified Telecommunication Services,,L + 7.75(1.25Floor),,04/30/2021,,,20000,,,,19811,,,,19680,
47,,,Washington Inventory Service(++),,Professional Services,,L + 9.00(1.25Floor),,06/20/2019,,,24450,,,,24656,,,,23961,
48,,,Total 2nd Lien/Senior Secured Debt,,,,,,,,,,,346465,,,,344885,,,
49,,,Total Corporate Debt,,,,867455,,,,855721,,,,,,,,,,
50,(1),,"Assets are pledged as collateral for the Credit Facility, as defined in Note 6 “Debt”. See Note 6 “Debt”.",,,,,,,,,,,,,,,,,,
