,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
25,"Yasso, Inc.(+++) (3)",,Food Products,,L + 7.75(1.00Floor),,,03/23/2022,,,,9077,,,,8906,,,,8896,
26,Total 1st Lien/Senior Secured Debt,,,,,,,,,,,,,369905,,,,363755,,,
27,1st Lien/Last-Out Unitranche – 41.94,,,,,,,,,,,,,,,,,,,,
28,"Associations, Inc.(+++) (8)",,Real Estate Management & Development,,L + 7.00(1.00Floor),,,12/23/2019,,,,57838,,,,57202,,,,57405,
29,"Avenue Stores, LLC(+) (8)",,Specialty Retail,,L + 8.00(1.00Floor),,,09/19/2019,,,,30000,,,,29620,,,,30000,
30,"Bolttech Mannings, Inc.(+++) (8)",,Commercial Services & Supplies,,L + 7.75(1.00Floor),,,12/21/2018,,,,36346,,,,36055,,,,16356,
31,"Bolttech Mannings, Inc.(+++) (4) (8)",,Commercial Services & Supplies,,L + 7.75(1.00Floor),,,12/21/2018,,,,3996,,,,3330,,,,1132,
32,"Mervin Manufacturing, Inc.(+++) (8)",,Leisure Equipment & Products,,L + 7.50(1.00Floor),,,10/10/2019,,,,11165,,,,11045,,,,10327,
33,"myON, LLC(+) (3) (8)",,Internet Software & Services,,L + 8.50(1.00Floor),,,02/17/2022,,,,7100,,,,6966,,,,6958,
34,"NTS Communications, Inc.^ (+++) (8)",,Diversified Telecommunication Services,,L + 9.00(1.25Floor) PIK,,,06/06/2019,,,,55515,,,,52171,,,,48020,
35,"Pro-Pet, LLC(+) (8)",,Household Products,,L + 7.25(0.75Floor),,,11/21/2019,,,,31600,,,,31177,,,,29546,
36,"Smarsh, Inc.(+) (3) (8)",,Software,,L + 7.88(1.00Floor),,,03/31/2021,,,,17800,,,,17489,,,,17488,
37,The Service Companies Inc.(+++),,Professional Services,,L + 10.25(1.00Floor),,,03/26/2019,,,,45723,,,,45335,,,,45037,
38,"United Road Services, Inc.(+) (8)",,Air Freight & Logistics,,L + 7.50(1.00Floor),,,01/15/2018,,,,44658,,,,44540,,,,44212,
39,Total 1st Lien/Last-Out Unitranche,,,,,,,,,,,,,334930,,,,306481,,,
40,2nd Lien/Senior Secured Debt – 43.42,,,,,,,,,,,,,,,,,,,,
41,"American Dental Partners, Inc.(+++) (3)",,Health Care Providers & Services,,L + 8.50(1.00Floor),,,09/25/2023,,,,8500,,,,8294,,,,8288,
42,"ASC Acquisition Holdings, LLC(+++)",,Distributors,,L + 13.00(1.00Floor),,,12/15/2022,,,,30000,,,,29226,,,,30000,
43,"DiscoverOrg, LLC(+)",,Software,,L + 9.00(1.00Floor),,,02/10/2022,,,,39500,,,,38850,,,,39006,
44,"DuBois Chemicals, Inc.(+) (3)",,Chemicals,,L + 8.00(1.00Floor),,,03/15/2025,,,,20700,,,,20250,,,,20493,
45,Portfolio Company,,Industry,,Interest,,Maturity,,,Par Amount,,,Cost,,,Fair Value,,,,,
46,Global Tel*Link Corporation(+++),,Diversified Telecommunication Services,,L + 7.75(1.25Floor),,,11/23/2020,,,,28000,,,,27692,,,,27878,
47,IHS Intermediate Inc.(+++),,Health Care Providers & Services,,L + 8.25(1.00Floor),,,07/20/2022,,,,10000,,,,9842,,,,9525,
48,"Market Track, LLC(+) (3)",,Internet Catalog & Retail,,L + 7.75(1.00Floor),,,06/05/2025,,,,22200,,,,21539,,,,21534,
49,"MedPlast Holdings, Inc.(++)",,Health Care Equipment & Supplies,,L + 8.75(1.00Floor),,,06/06/2023,,,,38500,,,,37586,,,,37633,
50,MPI Products LLC(+++),,Auto Components,,L + 9.00(1.00Floor),,,01/30/2020,,,,20000,,,,19833,,,,19850,
51,"National Spine and Pain Centers, LLC(+) (3)",,Health Care Providers & Services,,L + 8.25(1.00Floor),,,12/02/2024,,,,19100,,,,18533,,,,18527,
52,P2 Upstream Acquisition Co.(+++),,Software,,L + 8.00(1.00Floor),,,04/30/2021,,,,5000,,,,4970,,,,4788,
53,PPC Industries Inc.(+++) (3),,Containers & Packaging,,L + 8.00(1.00Floor),,,05/08/2025,,,,8330,,,,8248,,,,8330,
54,Reddy Ice Corporation(+++),,Food Products,,L + 9.50(1.25Floor),,,11/01/2019,,,,13500,,,,13215,,,,12690,
55,"Securus Technologies Holdings, Inc.(+)",,Diversified Telecommunication Services,,L + 7.75(1.25Floor),,,04/30/2021,,,,20000,,,,19867,,,,20033,
56,"SW Holdings, LLC(+++)",,Media,,L + 8.75(1.00Floor),,,12/30/2021,,,,14265,,,,14047,,,,14051,
57,"Worldwide Express Operations, LLC.(+++) (3)",,Air Freight & Logistics,,L + 8.75(1.00Floor),,,02/03/2025,,,,25000,,,,24643,,,,24625,
58,Total 2nd Lien/Senior Secured Debt,,,,,,,,,,,,,316635,,,,317251,,,
59,Unsecured Debt – 0.45,,,,,,,,,,,,,,,,,,,,
60,"CB-HDT Holdings, Inc.^",,Aerospace & Defense,,12.00PIK,,,12/15/2019,,,,3300,,,,3300,,,,3300,
61,Total Unsecured Debt,,,,,,,,,,,,,3300,,,,3300,,,
62,Total Corporate Debt,,,,,,,,,,,,,1024770,,,,990787,,,
63,Portfolio Company,,Industry,,Coupon,,,,,Shares,,,Cost,,,Fair Value,,,,,
64,Preferred Stock(1)– 1.54,,,,,,,,,,,,,,,,,,,,
65,"CB-HDT Holdings, Inc.^ (9)",,Aerospace & Defense,,,,,,,,,1108333,,,,10185,,,,11238,
66,Kawa Solar Holdings Limited^(6) (7),,Construction & Engineering,,8.00PIK,,,,,,,51861,,,,778,,,,–,
67,"NTS Communications, Inc.^ (9)",,Diversified Telecommunication Services,,,,,,,,,263,,,,187,,,,–,
68,Total Preferred Stock,,,,,,,,,,,,,11150,,,,11238,,,
69,Common Stock(1)– 2.05,,,,,,,,,,,,,,,,,,,,
70,"CB-HDT Holdings, Inc.^ (9)",,Aerospace & Defense,,,,,,,,,453383,,,,2393,,,,4597,
71,Continuum Managed Services LLC – Class A(3) (9),,IT Services,,,,,,,,,733,,,,733,,,,733,
72,Continuum Managed Services LLC – Class B(3) (9),,IT Services,,,,,,,,,496698,,,,7,,,,7,
73,"Iracore International Holdings, Inc.^ (9)",,Energy Equipment & Services,,,,,,,,,28898,,,,7003,,,,6213,
74,Kawa Solar Holdings Limited^ (6) (9),,Construction & Engineering,,,,,,,,,1399556,,,,–,,,,–,
75,"myON, LLC(3) (9)",,Internet Software & Services,,,,,,,,,16087,,,,600,,,,600,
76,"National Spine and Pain Centers, LLC(3) (9)",,Health Care Providers & Services,,,,,,,,,600,,,,600,,,,600,
77,"NTS Communications, Inc.^ (9)",,Diversified Telecommunication Services,,,,,,,,,595215,,,,3,,,,–,
78,"Prairie Provident Resources, Inc.^^^ (6) (9)",,"Oil, Gas & Consumable Fuels",,,,,,,,,3579989,,,,9237,,,,1398,
79,"Yasso, Inc.(3) (9)",,Food Products,,,,,,,,,850,,,,850,,,,850,
80,Total Common Stock,,,,,,,,,,,,,21426,,,,14998,,,
81,Portfolio Company,,,,,,,,,LLC Interest,,,Cost,,,Fair Value,,,,,
82,Investment Funds & Vehicles(1)– 12.98,,,,,,,,,,,,,,,,,,,,
83,"Senior Credit Fund, LLC^^ (6)",,,,,,,,,,,94342,,,,94342,,,,94823,
84,Total Investment Funds & Vehicles,,,,,,,,,,,,,94342,,,,94823,,,
85,,,,,Yield,,,,,Shares,,,Cost,,,Fair Value,,,,,
86,Investments in Affiliated Money Market Fund(1)– 0.29#,,,,,,,,,,,,,,,,,,,,
87,Goldman Sachs Financial Square Government Fund,,0.86 (10),,,,,,,2122722,,,,2123,,,,2123,,,
