,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
53,Fenergo Finance 3Limited(2) (3) (8),,Diversified Financial Services,,8.58,,L + 6.25 ; 1.00Floor,,,09/05/2024,,,,17800,,,,20367,,,,20038,
54,Fenergo Finance 3Limited(2) (3) (5) (6) (8),,Diversified Financial Services,,,,L + 6.25 ; 1.00Floor,,,09/05/2024,,,,1182,,,,(18,,,,(12,
55,Fenergo Finance 3Limited(2) (3) (5) (6) (8),,Diversified Financial Services,,,,L + 6.25 ; 1.00Floor,,,09/05/2024,,,,1500,,,,(27,,,,(55,
56,FWR Holding Corporation(2),,"Hotels, Restaurants & Leisure",,7.90,,L + 5.50 ; 1.00Floor,,,08/21/2023,,,,4472,,,,4389,,,,4427,
57,FWR Holding Corporation(2),,"Hotels, Restaurants & Leisure",,7.90,,L + 5.50 ; 1.00Floor,,,08/21/2023,,,,893,,,,877,,,,884,
58,FWR Holding Corporation(2),,"Hotels, Restaurants & Leisure",,7.90,,L + 5.50 ; 1.00Floor,,,08/21/2023,,,,565,,,,555,,,,559,
59,FWR Holding Corporation(2) (5),,"Hotels, Restaurants & Leisure",,7.90,,L + 5.50 ; 1.00Floor,,,08/21/2023,,,,587,,,,298,,,,302,
60,"Gastro Health Holdco,LLC(2) (3)",,Health Care Providers & Services,,8.09,,L + 5.50 ; 1.00Floor,,,09/04/2024,,,,10175,,,,9993,,,,9971,
61,"Gastro Health Holdco,LLC(2) (3) (5)",,Health Care Providers & Services,,8.09,,L + 5.50 ; 1.00Floor,,,09/04/2024,,,,5100,,,,3149,,,,3126,
62,"Gastro Health Holdco,LLC(2) (3) (5) (6)",,Health Care Providers & Services,,,,L + 5.50 ; 1.00Floor,,,09/04/2023,,,,2000,,,,(34,,,,(40,
63,GH Holding Company(2),,Real Estate Management & Development,,6.90,,L + 4.50,,,02/28/2023,,,,7406,,,,7378,,,,7369,
64,GI Revelation Acquisition LLC,,Internet Software & Services,,7.40,,L + 5.00,,,04/16/2025,,,,4706,,,,4685,,,,4647,
65,"GK Holdings, Inc.",,IT Services,,8.33,,L + 6.00 ; 1.00Floor,,,01/20/2021,,,,8595,,,,8576,,,,7048,
66,GlobalTranz EnterprisesLLC(3),,Road & Rail,,7.39,,L + 5.00,,,05/15/2026,,,,7720,,,,7567,,,,7431,
67,GlobalTranz EnterprisesLLC(3) (5) (6),,Road & Rail,,,,L + 5.00,,,05/15/2026,,,,1992,,,,(40,,,,(75,
68,"Granicus, Inc.(3)",,Software,,7.08,,L + 4.75 ; 1.00Floor,,,09/07/2022,,,,8357,,,,8281,,,,8273,
69,"Halo Branded Solutions, Inc.",,Commercial Services & Supplies,,6.90,,L + 4.50 ; 1.00Floor,,,06/30/2025,,,,8534,,,,8456,,,,8427,
70,"HC Group Holdings III, Inc.",,Health Care Providers & Services,,6.15,,L + 3.75,,,04/07/2022,,,,4331,,,,4321,,,,4315,
71,Heligear Acquisition Co.(2) (7),,Aerospace & Defense,,10.25,,,,,10/15/2019,,,,17500,,,,17477,,,,17281,
72,Hygiena Borrower LLC,,Life Sciences Tools & Services,,6.33,,L + 4.00 ; 1.00Floor,,,08/26/2022,,,,12586,,,,12481,,,,12334,
73,Hygiena Borrower LLC(5) (6),,Life Sciences Tools & Services,,,,L + 4.00 ; 1.00Floor,,,08/26/2022,,,,715,,,,(4,,,,(14,
74,Hygiena Borrower LLC(5) (6),,Life Sciences Tools & Services,,,,L + 4.00 ; 1.00Floor,,,08/26/2022,,,,1313,,,,(13,,,,(26,
75,"iCIMS, Inc.(2) (3)",,Software,,8.90,,L + 6.50 ; 1.00Floor,,,09/12/2024,,,,29895,,,,29361,,,,29297,
76,"iCIMS, Inc.(2) (3)",,Software,,8.90,,L + 6.50 ; 1.00Floor,,,09/12/2024,,,,5506,,,,5396,,,,5396,
77,"iCIMS, Inc.(2) (3) (5) (6)",,Software,,,,L + 6.50 ; 1.00Floor,,,09/12/2024,,,,1868,,,,(33,,,,(37,
78,Infinity Sales Group(2) (4),,Media,,12.90,,L + 10.50 ; 1.00  Floor,,,11/23/2020,,,,29529,,,,32089,,,,30858,
79,"Integral Ad Science,Inc.(2) (3)",,Media,,9.66,,L + 7.25(incl. 1.25 PIK); 1.00Floor,,,07/19/2024,,,,23881,,,,23469,,,,23463,
80,"Integral Ad Science, Inc.(2) (3) (5) (6)",,Media,,,,L + 6.00 ; 1.00Floor,,,07/19/2023,,,,1815,,,,(30,,,,(32,
81,"Internet Truckstop Group,LLC(2) (3)",,Transportation Infrastructure,,7.91,,L + 5.50 ; 1.00Floor,,,04/02/2025,,,,22320,,,,21781,,,,21762,
82,"Internet Truckstop Group,LLC(2) (3) (5) (6)",,Transportation Infrastructure,,,,L + 5.50 ; 1.00Floor,,,04/02/2025,,,,1800,,,,(43,,,,(45,
83,"Iracore International Holdings, Inc.^ (2)",,Energy Equipment & Services,,11.50,,L + 9.00 ; 1.00Floor,,,04/12/2021,,,,3389,,,,3389,,,,3389,
84,Jill Acquisition LLC,,"Textiles, Apparel & Luxury Goods",,7.59,,L + 5.00 ; 1.00Floor,,,05/08/2022,,,,6880,,,,6852,,,,6640,
85,Kawa Solar HoldingsLimited^ (2) (8) (9),,Construction & Engineering,,,,,,,05/26/2020,,,,3917,,,,3603,,,,3917,
86,Kawa Solar HoldingsLimited^ (2) (8) (9),,Construction & Engineering,,,,,,,05/26/2020,,,,5201,,,,2683,,,,0,
87,Portfolio Company,,Industry,,Interest Rate(+),,Reference Rate andSpread(+),,Maturity,,,Par Amount(++),,,Cost,,,Fair Value,,,,,
88,Legacy Buyer Corp.(2),,Health Care Providers & Services,,10.33,,L + 8.00 ; 1.00  Floor,,,10/24/2019,,,,20977,,,,20943,,,,20977,
89,Legacy Buyer Corp.(2) (5) (6),,Health Care Providers & Services,,,,L + 8.00 ; 1.00Floor,,,10/24/2019,,,,2500,,,,(4,,,,0,
90,"Lithium Technologies, Inc.(2) (3)",,Internet Software & Services,,10.46,,L + 8.00 ; 1.00Floor,,,10/03/2022,,,,38966,,,,38281,,,,38284,
91,"Lithium Technologies,Inc.(2) (3) (5) (6)",,Internet Software & Services,,,,L + 8.00 ; 1.00Floor,,,10/03/2022,,,,2684,,,,(44,,,,(47,
92,Madison-Kipp Corporation(2),,Machinery,,11.41,,L + 9.00 ; 1.00Floor,,,05/26/2020,,,,29694,,,,29562,,,,29694,
93,"Mailgun Technologies,Inc.(2) (3)",,Internet Software & Services,,8.33,,L + 6.00 ; 1.00Floor,,,03/26/2025,,,,13157,,,,12903,,,,12894,
94,"Mailgun Technologies,Inc.(2) (3) (5) (6)",,Internet Software & Services,,,,L + 6.00 ; 1.00Floor,,,03/26/2025,,,,1530,,,,(29,,,,(31,
95,"Midwest Transport, Inc.(2) (3)",,Road & Rail,,9.65,,L + 7.00 ; 1.00Floor,,,10/02/2023,,,,12224,,,,12116,,,,12101,
96,"MMIT Holdings, LLC(2) (3)",,Health Care Technology,,7.90,,L + 5.50 ; 1.00Floor,,,11/15/2024,,,,16418,,,,16113,,,,16089,
97,"MMIT Holdings, LLC(2) (3) (5) (6)",,Health Care Technology,,,,L + 5.50 ; 1.00Floor,,,11/15/2024,,,,3188,,,,(58,,,,(64,
98,Netvoyage Corporation(2) (3),,Software,,11.41,,L + 9.00 ; 1.00Floor,,,03/22/2024,,,,8558,,,,8433,,,,8451,
99,Netvoyage Corporation(2) (3) (5) (6),,Software,,,,L + 9.00 ; 1.00Floor,,,03/24/2022,,,,654,,,,(7,,,,(8,
100,"Output Services Group, Inc.",,Diversified Consumer Services,,6.65,,L + 4.25 ; 1.00Floor,,,03/27/2024,,,,3471,,,,3459,,,,3107,
101,"Output Services Group, Inc.(5)",,Diversified Consumer Services,,,,L + 4.25 ; 1.00Floor,,,03/27/2024,,,,513,,,,0,,,,(54,
102,Pathway Vet Alliance LLC(2) (3),,Health Care Providers & Services,,6.90,,L + 4.50,,,12/20/2024,,,,4795,,,,4750,,,,4747,
103,Pathway Vet AllianceLLC(2) (3) (5),,Health Care Providers & Services,,6.90,,L + 4.50,,,12/21/2024,,,,1693,,,,782,,,,777,
104,Pharmalogic Holdings Corp.(2),,Health Care Equipment & Supplies,,6.40,,L + 4.00,,,06/11/2023,,,,3255,,,,3248,,,,3239,
105,Pharmalogic Holdings Corp.(2),,Health Care Equipment & Supplies,,6.40,,L + 4.00,,,06/11/2023,,,,1768,,,,1765,,,,1760,
106,Pharmalogic Holdings Corp.(2),,Health Care Equipment & Supplies,,6.40,,L + 4.00,,,06/11/2023,,,,1738,,,,1729,,,,1729,
107,Pharmalogic Holdings Corp.(2),,Health Care Equipment & Supplies,,6.40,,L + 4.00,,,06/11/2023,,,,935,,,,933,,,,930,
108,Picture Head Midco LLC(2) (3),,Media,,9.15,,L + 6.75 ; 1.00Floor,,,08/31/2023,,,,24890,,,,24448,,,,24454,
109,Picture Head Midco LLC(2) (3),,Media,,9.14,,L + 6.75 ; 1.00Floor,,,08/31/2023,,,,1840,,,,1840,,,,1808,
110,"PlanSource Holdings, Inc.(3)",,Health Care Technology,,8.81,,L + 6.25 ; 1.00Floor,,,04/22/2025,,,,22780,,,,22336,,,,22324,
111,"PlanSource Holdings, Inc.(3) (5) (6)",,Health Care Technology,,,,L + 6.25 ; 1.00Floor,,,04/22/2025,,,,3142,,,,(61,,,,(63,
112,"Power Stop, LLC(3)",,Auto Components,,7.09,,L + 4.75,,,10/19/2025,,,,7581,,,,7563,,,,7505,
113,Professional PhysicalTherapy(2) (10),,Health Care Providers & Services,,,,L + 7.50(incl. 4.00 PIK); 1.00Floor,,,12/16/2022,,,,5770,,,,5032,,,,4789,
114,"Regulatory DataCorp, Inc.",,Diversified Financial Services,,6.83,,L + 4.50 ; 1.00Floor,,,09/21/2022,,,,2468,,,,2468,,,,2419,
115,"Riverpoint Medical, LLC(3)",,Health Care Equipment & Supplies,,7.39,,L + 5.00 ; 1.00Floor,,,06/23/2025,,,,9043,,,,8998,,,,8953,
116,"Riverpoint Medical, LLC(3) (5) (6)",,Health Care Equipment & Supplies,,,,L + 5.00 ; 1.00Floor,,,06/23/2025,,,,1644,,,,(8,,,,(16,
117,"SciQuest, Inc.",,Internet Software & Services,,6.40,,L + 4.00 ; 1.00Floor,,,12/28/2024,,,,9850,,,,9810,,,,9727,
118,"SF Home Décor, LLC(2) (3)",,Household Products,,11.83,,L + 9.50 ; 1.00Floor,,,07/13/2022,,,,19528,,,,19132,,,,19039,
119,"Shopatron, LLC(2) (3)",,Internet Catalog & Retail,,11.83,,L + 9.50 ; 1.00Floor,,,12/18/2020,,,,4279,,,,4208,,,,4204,
120,"SMS Systems Maintenance Services, Inc.",,IT Services,,7.40,,L + 5.00 ; 1.00Floor,,,10/30/2023,,,,7313,,,,7287,,,,4999,
121,"SPay, Inc.(2) (3)",,Internet Software & Services,,8.15,,L + 5.75 ; 1.00Floor,,,06/17/2024,,,,10332,,,,10155,,,,9970,
122,"SPay, Inc.(2) (3) (5)",,Internet Software & Services,,8.23,,L + 5.75 ; 1.00Floor,,,06/17/2024,,,,1140,,,,741,,,,720,
123,"SPay, Inc.(2) (3) (5)",,Internet Software & Services,,8.34,,L + 5.75 ; 1.00Floor,,,06/17/2024,,,,5720,,,,334,,,,181,
124,Tronair Parent Inc.,,Air Freight & Logistics,,7.57,,L + 4.75 ; 1.00Floor,,,09/08/2023,,,,6808,,,,6764,,,,6127,
125,"U.S. Acute Care Solutions,LLC(2)",,Health Care Providers & Services,,7.20,,L + 5.00 ; 1.00Floor,,,05/17/2021,,,,6338,,,,6307,,,,6084,
126,"US Med Acquisition, Inc.(2)",,Health Care Equipment & Supplies,,11.33,,L + 9.00 ; 1.00Floor,,,08/13/2021,,,,29799,,,,29543,,,,28458,
127,"Vexos, Inc.(2)",,"Electronic Equipment, Instruments & Components",,12.10,,L + 9.50 ; 1.00Floor,,,10/09/2019,,,,35610,,,,35558,,,,35431,
128,Portfolio Company,,Industry,,Interest Rate(+),,Reference Rate andSpread(+),,Maturity,,,Par Amount(++),,,Cost,,,Fair Value,,,,,
129,"VRC Companies, LLC(2)",,Commercial Services & Supplies,,8.90,,L + 6.50 ; 1.00  Floor,,,03/31/2023,,,,17279,,,,17069,,,,17106,
130,"VRC Companies, LLC(2) (5)",,Commercial Services & Supplies,,8.90,,L + 6.50 ; 1.00Floor,,,03/31/2023,,,,1502,,,,801,,,,800,
131,"VRC Companies, LLC(2) (5)",,Commercial Services & Supplies,,9.77,,L + 6.50 ; 1.00Floor,,,03/31/2022,,,,882,,,,489,,,,491,
132,"Wine.com, LLC(2) (3)",,Beverages,,9.59,,L + 7.00 ; 1.00Floor,,,11/14/2024,,,,6400,,,,6282,,,,6272,
133,Wolfpack IP Co.(3) (8),,Real Estate Management & Development,,8.90,,L + 6.50 ; 1.00Floor,,,06/13/2025,,,,31694,,,,31064,,,,31060,
134,Wolfpack IP Co.(3) (5) (6) (8),,Real Estate Management & Development,,,,L + 6.50 ; 1.00Floor,,,06/13/2025,,,,3169,,,,(63,,,,(63,
135,"Wrike, Inc.(2) (3)",,Professional Services,,9.16,,L + 6.75 ; 1.00Floor,,,12/31/2024,,,,16223,,,,15920,,,,15899,
136,"Wrike, Inc.(2) (3) (5) (6)",,Professional Services,,,,L + 6.75 ; 1.00Floor,,,12/31/2024,,,,1600,,,,(29,,,,(32,
137,Xactly Corporation(2) (3),,Internet Software & Services,,9.66,,L + 7.25 ; 1.00Floor,,,07/29/2022,,,,27173,,,,26774,,,,26834,
138,Xactly Corporation(2) (3) (5) (6),,Internet Software & Services,,,,L + 7.25 ; 1.00Floor,,,07/29/2022,,,,1697,,,,(21,,,,(21,
139,"Yasso, Inc.(2) (3)",,Food Products,,10.15,,L + 7.75 ; 1.00Floor,,,03/23/2022,,,,8074,,,,7976,,,,7791,
140,Total 1st Lien/Senior Secured Debt,,,,1052748,,,,1040348,,,,,,,,,,,,,,
141,1stLien/Last-OutUnitranche(11)– 14.59,,,,,,,,,,,,,,,,,,,,,,
142,"Intelligent Document Solutions, Inc.(2) (3)",,Diversified Financial Services,,8.33,,L + 6.00 ; 1.00Floor,,,02/28/2024,,,,11900,,,,11582,,,,11573,
143,"Mervin Manufacturing,Inc.(2)",,Leisure Equipment & Products,,10.11,,L + 7.50,,,10/10/2019,,,,11165,,,,11149,,,,10941,
144,"NTS Communications,Inc.^ (2) (10)",,Diversified Telecommunication Services,,,,L + 9.00PIK; 1.25Floor,,,09/30/2019,,,,62202,,,,55968,,,,48704,
145,"NTS Communications,Inc.^ (2)",,Diversified Telecommunication Services,,11.48,,L + 9.00  PIK; 1.25  Floor,,,09/30/2019,,,,6885,,,,6725,,,,6885,
146,"RugsUSA, LLC(2) (3)",,Household Products,,8.33,,L + 6.00 ; 1.00Floor,,,04/30/2023,,,,5840,,,,5793,,,,5796,
147,"Smarsh, Inc.(2) (3)",,Software,,10.29,,L + 7.88 ; 1.00Floor,,,03/31/2021,,,,17490,,,,17334,,,,17315,
148,Total 1stLien/Last-OutUnitranche,,,,108551,,,,101214,,,,,,,,,,,,,,
149,2nd Lien/Senior Secured Debt– 40.87,,,,,,,,,,,,,,,,,,,,,,
150,"American Dental Partners, Inc.(2) (3)",,Health Care Providers & Services,,10.83,,L + 8.50 ; 1.00Floor,,,09/25/2023,,,,5738,,,,5633,,,,5637,
151,"Bolttech Mannings,Inc.^^ (2)",,Commercial Services & Supplies,,10.52,,L + 8.00PIK,,,11/19/2021,,,,20709,,,,20709,,,,20709,
152,"DiscoverOrg, LLC(3)",,Software,,10.90,,L + 8.50,,,02/01/2027,,,,10000,,,,9854,,,,9863,
153,"DuBois Chemicals, Inc.(3)",,Chemicals,,10.40,,L + 8.00 ; 1.00Floor,,,03/15/2025,,,,26220,,,,25802,,,,25499,
154,"ERC Finance, LLC(2) (3)",,Health Care Providers & Services,,10.62,,L + 8.22 ; 1.00Floor,,,09/22/2025,,,,19800,,,,19425,,,,19404,
155,Genesis AcquisitionCo.(2) (3),,Diversified Financial Services,,10.04,,L + 7.50,,,07/31/2025,,,,7000,,,,6841,,,,6808,
156,Genesis AcquisitionCo.(2) (3) (5) (6),,Diversified Financial Services,,,,L + 7.50,,,07/31/2025,,,,1800,,,,(20,,,,(49,
157,"GK Holdings, Inc.",,IT Services,,12.58,,L + 10.25 ; 1.00Floor,,,01/20/2022,,,,3000,,,,2972,,,,2250,
158,Hygiena Borrower LLC(2),,Life Sciences Tools & Services,,10.08,,L + 7.75 ; 1.00Floor,,,08/26/2023,,,,1860,,,,1829,,,,1827,
159,Hygiena BorrowerLLC(2) (5),,Life Sciences Tools & Services,,10.08,,L + 7.75 ; 1.00Floor,,,08/26/2023,,,,680,,,,91,,,,85,
160,"ICP Industrial, Inc.(2) (3)",,Chemicals,,10.64,,L + 8.25 ; 1.00Floor,,,05/03/2024,,,,20400,,,,19992,,,,19992,
161,IHS Intermediate Inc.(2),,Health Care Providers & Services,,10.83,,L + 8.25 ; 1.00Floor,,,07/20/2022,,,,10000,,,,9894,,,,9200,
162,"Market Track, LLC(2) (3)",,Internet Catalog & Retail,,10.15,,L + 7.75 ; 1.00Floor,,,06/05/2025,,,,22200,,,,21660,,,,21312,
163,MPI Products LLC(2) (4),,Auto Components,,11.52,,L + 9.00 ; 1.00Floor,,,01/30/2020,,,,20000,,,,20036,,,,18200,
164,"National Spine and Pain Centers, LLC(2) (3)",,Health Care Providers & Services,,10.65,,L + 8.25 ; 1.00Floor,,,12/02/2024,,,,19100,,,,18645,,,,18623,
165,Odyssey Logistics & Technology Corporation(3),,Road & Rail,,10.40,,L + 8.00 ; 1.00Floor,,,10/12/2025,,,,18722,,,,18360,,,,18348,
166,"SMB Shipping Logistics,LLC(2) (3)",,Air Freight & Logistics,,10.52,,L + 8.00 ; 1.00Floor,,,02/03/2025,,,,41667,,,,41065,,,,40833,
167,"Spectrum Plastics Group, Inc.(3)",,Containers & Packaging,,9.40,,L + 7.00 ; 1.00Floor,,,01/31/2026,,,,6248,,,,6221,,,,5841,
168,"Viant Medical Holdings, Inc.(3)",,Health Care Equipment & Supplies,,10.08,,L + 7.75,,,07/02/2026,,,,8260,,,,8184,,,,8115,
169,Portfolio Company,,Industry,,Interest Rate(+),,Reference Rate andSpread(+),,Maturity,,,Par Amount(++),,,Cost,,,Fair Value,,,,,
170,"YI, LLC(2) (3)",,Health Care Equipment & Supplies,,10.08,,L + 7.75 ; 1.00  Floor,,,11/07/2025,,,,15235,,,,14846,,,,14816,
171,Zep Inc.(3),,Chemicals,,10.58,,L + 8.25 ; 1.00Floor,,,08/11/2025,,,,23800,,,,23302,,,,16105,
172,Total 2nd Lien/Senior Secured Debt,,,,295341,,,,283418,,,,,,,,,,,,,,
173,Unsecured Debt– 1.02,,,,,,,,,,,,,,,,,,,,,,
174,"CB-HDTHoldings, Inc.^ (2)",,Aerospace & Defense,,12.00  PIK,,,,,12/15/2019,,,,4165,,,,4165,,,,4165,
175,"CB-HDTHoldings, Inc.^ (2)",,Aerospace & Defense,,12.00  PIK,,,,,03/05/2021,,,,1818,,,,1818,,,,1818,
176,Conergy Asia & ME Pte.LTD.^ (2) (8),,Construction & Engineering,,10.00,,,,,05/26/2020,,,,1064,,,,1064,,,,1064,
177,Total Unsecured Debt,,,,7047,,,,7047,,,,,,,,,,,,,,
178,Total Corporate Debt,,,,1463687,,,,1432027,,,,,,,,,,,,,,
179,Portfolio Company,,Industry,,,,Coupon,,,,,Shares,,,Cost,,,Fair Value,,,,,
180,Preferred Stock(1)– 6.89,,,,,,,,,,,,,,,,,,,,,,
