,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
36,Beverages,"Fintech Midco, LLC#+One stop",One stop,L + 5.00(c),6.00,08/2024,1122,,,1153,,,0.1,,1122,,,
37,Beverages,"Fintech Midco, LLC+(5)",One stop,L + 5.00,N/A(6),08/2024,0,,,(1),,,0,,0,,,
38,Beverages,"Watermill Express, LLC+One stop",One stop,L + 5.75(c),6.75,04/2027,2273,,,2251,,,0.1,,2227,,,
39,Beverages,"Watermill Express, LLC+One stop",One stop,L + 5.75,N/A(6),04/2027,0,,,0,,,0,,0,,,
40,Beverages,"Watermill Express, LLC+(5)",One stop,L + 5.75,N/A(6),04/2027,0,,,(1),,,0,,(4),,,
41,Beverages,"Winebow Holdings, Inc.",One stop,L + 6.25(a),7.25,07/2025,7898,,,7785,,,0.3,,7780,,,
42,Biotechnology,"BIO18 Borrower, LLC#+One stop",One stop,L + 4.75(a),5.75,11/2024,10991,,,11021,,,0.4,,10991,,,
43,Biotechnology,"BIO18 Borrower, LLC*#+One stop",One stop,L + 4.75(a),5.75,11/2024,3934,,,3905,,,0.2,,3934,,,
44,Biotechnology,"BIO18 Borrower, LLC+One stop",One stop,L + 4.75(a),5.75,11/2024,210,,,210,,,0.1,,210,,,
45,Building Products,"Jensen Hughes, Inc.+Senior loan",One stop,L + 3.50(c)(f),4.51,03/2024,4159,,,4160,,,0.2,,4159,,,
46,Building Products,"Jensen Hughes, Inc.+Senior loan",One stop,L + 4.50(c)(f),5.50,03/2024,1365,,,1390,,,0.1,,1365,,,
47,Building Products,"Jensen Hughes, Inc.+Senior loan",One stop,L + 4.50(c)(f),5.50,03/2024,906,,,917,,,0.1,,906,,,
48,Building Products,"Jensen Hughes, Inc.+Senior loan",One stop,L + 4.50(c)(f),5.50,03/2024,435,,,446,,,0.1,,435,,,
49,Building Products,"Jensen Hughes, Inc.+Senior loan",One stop,L + 4.50(c)(f),5.50,03/2024,277,,,280,,,0.1,,277,,,
50,Building Products,"Jensen Hughes, Inc.+Senior loan",One stop,L + 4.50(c)(f),5.50,03/2024,216,,,216,,,0,,216,,,
51,Building Products,"Jensen Hughes, Inc.+Senior loan",One stop,L + 4.50(c)(f),5.50,03/2024,116,,,116,,,0,,116,,,
52,Chemicals,Inhance Technologies Holdings LLC#+One stop,One stop,L + 6.00(c),7.00,07/2024,12605,,,12702,,,0.5,,12605,,,
53,Chemicals,Inhance Technologies Holdings LLC+One stop,One stop,L + 6.00(c),7.00,07/2024,1915,,,1905,,,0.1,,1915,,,
54,Chemicals,Inhance Technologies Holdings LLC+One stop,One stop,L + 6.00(c),7.00,07/2024,95,,,95,,,0,,95,,,
55,Commercial Services & Supplies,"EGD Security Systems, LLC*#+^",One stop,L + 5.65(c),6.65,06/2023,30092,,,30352,,,1.2,,30092,,,
56,Commercial Services & Supplies,"EGD Security Systems, LLC+One stop",One stop,L + 5.65(c),6.65,06/2023,1687,,,1674,,,0.1,,1686,,,
57,Commercial Services & Supplies,"EGD Security Systems, LLC*+One stop",One stop,L + 5.65(c),6.65,06/2023,1258,,,1257,,,0.1,,1258,,,
58,Commercial Services & Supplies,"EGD Security Systems, LLC+One stop",One stop,L + 5.65(c),6.65,06/2023,843,,,837,,,0.1,,843,,,
59,Commercial Services & Supplies,"EGD Security Systems, LLC+One stop",One stop,L + 5.65(c),6.65,06/2023,767,,,761,,,0.1,,767,,,
60,Commercial Services & Supplies,"EGD Security Systems, LLC#+One stop",One stop,L + 5.65(c),6.65,06/2023,644,,,658,,,0.1,,644,,,
61,Commercial Services & Supplies,"EGD Security Systems, LLC#+One stop",One stop,L + 5.65(c),6.65,06/2023,575,,,572,,,0.1,,575,,,
62,Commercial Services & Supplies,"EGD Security Systems, LLC+One stop",One stop,L + 5.65(c),6.65,06/2023,80,,,79,,,0,,80,,,
63,Commercial Services & Supplies,"EGD Security Systems, LLC+(5)",One stop,L + 5.65,N/A(6),06/2023,0,,,(4),,,0,,0,,,
64,Commercial Services & Supplies,Hydraulic Authority III Limited+~(8)(9)(10),One stop,L + 6.00(i),7.00,11/2025,11053,,,11230,,,0.5,,12138,,,
65,Commercial Services & Supplies,Hydraulic Authority III Limited+(8)(9)(10),One stop,No Value,11.00 PIK,11/2028,222,,,225,,,0.1,,243,,,
66,Commercial Services & Supplies - (continued),Hydraulic Authority III Limited+(8)(9)(10),One stop,L + 6.00,N/A(6),11/2025,,0,,,,0,,,0,,,0
67,Commercial Services & Supplies - (continued),"PT Intermediate Holdings III, LLC+~^",One stop,L + 5.50(c),6.50,10/2025,29550,,,29222,,,1.1,,29254,,,
68,Commercial Services & Supplies - (continued),"PT Intermediate Holdings III, LLC+(5)",One stop,L + 5.50,N/A(6),10/2025,0,,,(5),,,0,,(5),,,
69,Commercial Services & Supplies - (continued),"Radwell International, LLC+Senior loan",One stop,L + 4.75(c),5.75,12/2026,2095,,,2056,,,0.1,,2095,,,
70,Commercial Services & Supplies - (continued),"Radwell International, LLC+Senior loan",One stop,L + 4.75(c),5.75,12/2026,476,,,472,,,0.1,,476,,,
71,Commercial Services & Supplies - (continued),"Radwell International, LLC+Senior loan",One stop,L + 4.75(c),5.75,12/2026,9,,,9,,,0,,9,,,
72,Commercial Services & Supplies - (continued),"Thermostat Buyer, LLC+Senior loan",One stop,L + 4.75(b),5.75,02/2025,2331,,,2308,,,0.1,,2307,,,
73,Commercial Services & Supplies - (continued),"Thermostat Buyer, LLC+Senior loan",One stop,L + 4.75(c),5.75,02/2025,311,,,297,,,0.1,,296,,,
74,Commercial Services & Supplies - (continued),Trinity Air Consultants Holdings Corporation+One stop,One stop,L + 5.25(c),6.00,06/2027,2458,,,2409,,,0.1,,2409,,,
75,Commercial Services & Supplies - (continued),Trinity Air Consultants Holdings Corporation+One stop,One stop,L + 5.25(c),6.00,06/2027,2,,,1,,,0.1,,1,,,
76,Commercial Services & Supplies - (continued),Trinity Air Consultants Holdings Corporation+(5),One stop,L + 5.25,N/A(6),06/2027,0,,,(1),,,0,,(1),,,
77,Commercial Services & Supplies - (continued),WRE Holding Corp.*#,Senior loan,L + 5.50(b)(c),6.50,01/2023,2259,,,2283,,,0.1,,2259,,,
78,Commercial Services & Supplies - (continued),WRE Holding Corp.+^,Senior loan,L + 5.50(b)(c),6.50,01/2023,932,,,951,,,0.1,,932,,,
79,Commercial Services & Supplies - (continued),WRE Holding Corp.+Senior loan,Senior loan,L + 5.50(b)(c),6.50,01/2023,684,,,684,,,0.1,,684,,,
80,Commercial Services & Supplies - (continued),WRE Holding Corp.+Senior loan,Senior loan,L + 5.50(b)(c),6.50,01/2023,405,,,405,,,0.1,,405,,,
81,Commercial Services & Supplies - (continued),WRE Holding Corp.+Senior loan,Senior loan,L + 5.25(b)(c)(f),6.50,01/2023,24,,,25,,,0.1,,24,,,
82,Commercial Services & Supplies - (continued),WRE Holding Corp.+Senior loan,Senior loan,L + 5.50(b)(c),6.50,01/2023,23,,,23,,,0.1,,23,,,
83,Commercial Services & Supplies - (continued),WRE Holding Corp.+Senior loan,Senior loan,L + 5.50,N/A(6),01/2023,0,,,6,,,0,,0,,,
84,Construction & Engineering,"Reladyne, Inc.*#+^",Senior loan,L + 5.00(c),6.00,07/2024,,32607,,,,32738,,,1.3,,,32607
85,Construction & Engineering,"Reladyne, Inc.+~",Senior loan,L + 5.00(c),6.00,07/2024,3456,,,3491,,,0.1,,3456,,,
86,Construction & Engineering,"Reladyne, Inc.+Senior loan",Senior loan,L + 5.00(c),6.00,07/2024,3378,,,3356,,,0.1,,3378,,,
87,Construction & Engineering,"Reladyne, Inc.+Senior loan",Senior loan,L + 5.00(c),6.00,07/2024,2736,,,2763,,,0.1,,2736,,,
88,Construction & Engineering,"Reladyne, Inc.*#+Senior loan",Senior loan,L + 5.00(c),6.00,07/2024,1871,,,1890,,,0.1,,1871,,,
89,Construction & Engineering,"Reladyne, Inc.#+~",Senior loan,L + 5.00(c),6.00,07/2024,1612,,,1629,,,0.1,,1612,,,
90,Construction & Engineering,"Reladyne, Inc.#+Senior loan",Senior loan,L + 5.00(c),6.00,07/2024,1534,,,1558,,,0.1,,1534,,,
91,Construction & Engineering,"Reladyne, Inc.#+~",Senior loan,L + 5.00(c),6.00,07/2024,735,,,743,,,0.1,,735,,,
92,Containers and Packaging,AmerCareRoyal LLC+Senior loan,Senior loan,L + 5.00(a),6.00,11/2025,816,,,810,,,0,,816,,,
93,Containers and Packaging,AmerCareRoyal LLC+Senior loan,Senior loan,L + 5.00(a),6.00,11/2025,168,,,167,,,0,,168,,,
94,Containers and Packaging,AmerCareRoyal LLC+(8),Senior loan,L + 5.00(a),6.00,11/2025,151,,,150,,,0,,151,,,
95,Containers and Packaging,AmerCareRoyal LLC+(5),Senior loan,L + 5.00,N/A(6),11/2025,0,,,(2),,,0,,0,,,
96,Containers and Packaging,Fortis Solutions Group LLC+Senior loan,Senior loan,L + 4.75(c),5.75,12/2023,4059,,,3986,,,0.2,,4059,,,
97,Containers and Packaging,Fortis Solutions Group LLC+Senior loan,Senior loan,L + 4.75(c),5.75,12/2023,2412,,,2368,,,0.1,,2412,,,
98,Containers and Packaging,Fortis Solutions Group LLC+Senior loan,Senior loan,L + 4.75(c),5.75,12/2023,1574,,,1560,,,0.1,,1574,,,
99,Containers and Packaging,Fortis Solutions Group LLC+Senior loan,Senior loan,L + 4.75(c),5.75,12/2023,626,,,620,,,0,,626,,,
100,Containers and Packaging,Fortis Solutions Group LLC+Senior loan,Senior loan,L + 4.75(c),5.75,12/2023,603,,,597,,,0,,603,,,
101,Containers and Packaging,Fortis Solutions Group LLC+Senior loan,Senior loan,L + 4.75,N/A(6),12/2023,0,,,0,,,0,,0,,,
102,Distributors,"PetroChoice Holdings, Inc.#^",Senior loan,L + 5.00(c),5.00,08/2022,3249,,,3255,,,0.1,,3120,,,
103,Diversified Consumer Services,"Certus Pest, Inc.+One stop",Senior loan,L + 5.25(c),6.25,02/2026,1609,,,1574,,,0.1,,1609,,,
104,Diversified Consumer Services,"Certus Pest, Inc.+One stop",Senior loan,L + 5.25(c),6.25,02/2026,1543,,,1486,,,0.1,,1542,,,
105,Diversified Consumer Services,"Certus Pest, Inc.+One stop",Senior loan,L + 5.25(c),6.25,02/2026,1091,,,1081,,,0,,1091,,,
106,Diversified Consumer Services,"Certus Pest, Inc.+One stop",Senior loan,L + 5.25(c),6.25,02/2026,672,,,630,,,0,,672,,,
107,Diversified Consumer Services,"Certus Pest, Inc.+One stop",Senior loan,L + 5.25(c),6.25,02/2026,132,,,97,,,0,,132,,,
108,Diversified Consumer Services,"Certus Pest, Inc.+One stop",Senior loan,L + 5.25,N/A(6),02/2026,0,,,0,,,0,,0,,,
109,Diversified Consumer Services,"Certus Pest, Inc.+(5)",One stop,L + 5.25,N/A(6),02/2026,0,,,(20),,,0,,0,,,
110,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,L + 5.25,N/A(6),02/2026,0,,,0,,,0,,0,,,
111,Diversified Consumer Services,"CHHJ Franchising, LLC^",Senior loan,L + 5.00(c),6.00,01/2026,2758,,,2732,,,0.1,,2758,,,
112,Diversified Consumer Services,"CHHJ Franchising, LLC+Senior loan",Senior loan,P + 4.00(c),6.00,01/2026,5,,,5,,,0,,5,,,
113,Diversified Consumer Services,EWC Growth Partners LLC,One stop,L + 7.50(c),6.50 cash/2.00 PIK,03/2026,919,,,905,,,0,,873,,,
114,Diversified Consumer Services,EWC Growth Partners LLC+One stop,One stop,L + 7.50(c),6.50 cash/2.00 PIK,03/2026,30,,,29,,,0,,29,,,
115,Diversified Consumer Services,EWC Growth Partners LLC+One stop,One stop,L + 7.50(c),6.50 cash/2.00 PIK,03/2026,18,,,18,,,0,,17,,,
116,Diversified Consumer Services,Excelligence Learning Corporation#+One stop,One stop,L + 7.00(c),5.50 cash/2.50 PIK,04/2023,10637,,,10459,,,0.4,,9573,,,
117,Diversified Consumer Services,"Flores & Associates, LLC",One stop,L + 4.75(c),5.75,04/2027,3788,,,3705,,,0.1,,3750,,,
118,Diversified Consumer Services,"Flores & Associates, LLC+One stop",One stop,L + 4.75(c),5.75,04/2027,779,,,770,,,0,,771,,,
119,Diversified Consumer Services,"Flores & Associates, LLC+One stop",One stop,L + 4.75(c),5.75,04/2027,725,,,715,,,0,,717,,,
120,Diversified Consumer Services,"Flores & Associates, LLC+(5)",One stop,L + 4.75,N/A(6),04/2027,0,,,(1),,,0,,(1),,,
121,Diversified Consumer Services - (continued),"Learn-it Systems, LLC+Senior loan",One stop,L + 4.50(c),5.50,03/2025,,2529,,,,2565,,,0.1,,,2482
122,Diversified Consumer Services - (continued),"Learn-it Systems, LLC+Senior loan",One stop,L + 4.50(c),5.50,03/2025,1294,,,1290,,,0,,1268,,,
123,Diversified Consumer Services - (continued),"Learn-it Systems, LLC+Senior loan",One stop,L + 4.50(b),5.50,03/2025,8,,,9,,,0,,7,,,
124,Diversified Consumer Services - (continued),"Learn-it Systems, LLC+(5)",Senior loan,L + 4.75,N/A(6),03/2025,0,,,(13),,,0,,(14),,,
125,Diversified Consumer Services - (continued),"Liminex, Inc.~",One stop,L + 7.25(c),8.25,11/2026,25462,,,25029,,,1.0,,25207,,,
126,Diversified Consumer Services - (continued),"Liminex, Inc.+One stop",One stop,L + 7.25(c),8.25,11/2026,60,,,58,,,0,,58,,,
127,Diversified Consumer Services - (continued),"Liminex, Inc.+(5)",One stop,L + 7.25,N/A(6),11/2026,0,,,(8),,,0,,(8),,,
128,Diversified Consumer Services - (continued),Litera Bidco LLC+One stop,One stop,L + 6.00(a),7.00,05/2026,4037,,,3990,,,0.2,,4060,,,
129,Diversified Consumer Services - (continued),Litera Bidco LLC+^,One stop,L + 5.75(a),6.75,05/2026,3720,,,3739,,,0.1,,3703,,,
130,Diversified Consumer Services - (continued),Litera Bidco LLC+One stop,One stop,L + 5.75(a),6.75,05/2026,697,,,719,,,0,,694,,,
131,Diversified Consumer Services - (continued),Litera Bidco LLC+One stop,One stop,L + 5.75(a),6.75,05/2026,697,,,719,,,0,,694,,,
132,Diversified Consumer Services - (continued),Litera Bidco LLC+One stop,One stop,L + 6.00(a),7.00,05/2026,145,,,140,,,0,,148,,,
133,Diversified Consumer Services - (continued),Litera Bidco LLC+One stop,One stop,L + 5.75,N/A(6),05/2025,0,,,0,,,0,,0,,,
134,Diversified Consumer Services - (continued),"PADI Holdco, Inc.*#",One stop,L + 7.25(c),6.75 cash/1.50 PIK,04/2024,21669,,,21800,,,0.8,,19503,,,
135,Diversified Consumer Services - (continued),"PADI Holdco, Inc.+~(8)(9)",One stop,E + 5.75(g),5.75 cash/1.50 PIK,04/2024,20687,,,20922,,,0.7,,19096,,,
136,Diversified Consumer Services - (continued),"PADI Holdco, Inc.~",One stop,L + 7.25(c),6.75 cash/1.50 PIK,04/2024,809,,,804,,,0,,728,,,
137,Diversified Consumer Services - (continued),"PADI Holdco, Inc.+One stop",One stop,L + 7.25(c),6.75 cash/1.50 PIK,04/2024,167,,,166,,,0,,150,,,
138,Diversified Consumer Services - (continued),"PADI Holdco, Inc.+One stop",One stop,L + 7.25(c),6.75 cash/1.50 PIK,04/2023,84,,,84,,,0,,63,,,
139,Diversified Consumer Services - (continued),Provenance Buyer LLC+One stop,One stop,L + 5.50(a),6.25,06/2027,18510,,,18140,,,0.7,,18325,,,
140,Diversified Consumer Services - (continued),Provenance Buyer LLC+(5),One stop,L + 5.50,N/A(6),06/2027,0,,,(2),,,0,,(1),,,
141,Diversified Consumer Services - (continued),Provenance Buyer LLC+(5),Senior loan,L + 5.50,N/A(6),06/2027,0,,,(3),,,0,,(3),,,
142,Diversified Financial Services,"Higginbotham Insurance Agency, Inc.+One stop",Senior loan,L + 5.75(a),6.50,11/2026,3605,,,3556,,,0.1,,3605,,,
143,Diversified Financial Services,"Higginbotham Insurance Agency, Inc.+(5)",One stop,L + 5.75,N/A(6),11/2026,0,,,(7),,,0,,0,,,
144,Diversified Financial Services,Sovos Compliance*+^,One stop,L + 4.75(a),5.75,04/2024,19614,,,20043,,,0.8,,19614,,,
145,Diversified Financial Services,Sovos Compliance+Second lien,One stop,No Value,12.00 PIK,04/2025,9786,,,9987,,,0.4,,9786,,,
146,Diversified Financial Services,Sovos Compliance+One stop,One stop,L + 4.75(a),5.75,04/2024,4322,,,4254,,,0.2,,4322,,,
147,Diversified Financial Services,Sovos Compliance+One stop,One stop,L + 4.75(a),5.75,04/2024,2890,,,2837,,,0.1,,2890,,,
148,Diversified Financial Services,Sovos Compliance+Second lien,One stop,No Value,12.00 PIK,04/2025,2558,,,2500,,,0.1,,2558,,,
149,Diversified Financial Services,Sovos Compliance+One stop,One stop,L + 4.75(a),5.75,04/2024,2216,,,2199,,,0.1,,2216,,,
150,Diversified Financial Services,Sovos Compliance*#,One stop,L + 4.75(a),5.75,04/2024,1903,,,1945,,,0.1,,1903,,,
151,Diversified Financial Services,Sovos Compliance+Second lien,One stop,No Value,12.00 PIK,04/2025,1338,,,1369,,,0.1,,1338,,,
152,Diversified Financial Services,Sovos Compliance+One stop,One stop,L + 4.75(a),5.75,04/2024,923,,,905,,,0.1,,923,,,
153,Diversified Financial Services,Sovos Compliance*#,One stop,L + 4.75(a),5.75,04/2024,768,,,785,,,0.1,,768,,,
154,Diversified Financial Services,Sovos Compliance+One stop,One stop,L + 4.75(a),5.75,04/2024,198,,,197,,,0.1,,198,,,
155,Diversified Financial Services,Sovos Compliance+One stop,One stop,L + 4.75(a),5.75,04/2024,85,,,84,,,0.1,,85,,,
156,Diversified Telecommunication Services,"NTI Connect, LLC+Senior loan",One stop,L + 5.00(c),6.00,12/2024,,1649,,,,1618,,,0.1,,,1616
157,"Electronic Equipment, Instruments & Components",CST Buyer Company#+One stop,One stop,L + 6.00(c),7.00,10/2025,20477,,,20254,,,0.8,,20477,,,
158,"Electronic Equipment, Instruments & Components",CST Buyer Company#+~,One stop,L + 6.00(d),7.00,10/2025,10189,,,10095,,,0.4,,10189,,,
159,"Electronic Equipment, Instruments & Components",CST Buyer Company+One stop,One stop,L + 6.00,N/A(6),10/2025,0,,,0,,,0,,0,,,
160,"Electronic Equipment, Instruments & Components",ES Acquisition LLC,Senior loan,L + 5.00(c),6.00,11/2025,657,,,647,,,0,,655,,,
161,"Electronic Equipment, Instruments & Components",ES Acquisition LLC+Senior loan,Senior loan,L + 5.00(c),6.00,11/2025,139,,,138,,,0,,138,,,
162,"Electronic Equipment, Instruments & Components",ES Acquisition LLC+Senior loan,Senior loan,L + 5.00(c),6.00,11/2025,95,,,95,,,0,,95,,,
163,"Electronic Equipment, Instruments & Components",ES Acquisition LLC,Senior loan,L + 5.50(c),6.50,11/2025,89,,,86,,,0,,90,,,
164,"Electronic Equipment, Instruments & Components",ES Acquisition LLC+Senior loan,Senior loan,L + 5.00(c)(f),11.49,11/2025,66,,,64,,,0,,65,,,
165,"Electronic Equipment, Instruments & Components",ES Acquisition LLC+Senior loan,Senior loan,L + 5.00(c),6.00,11/2025,46,,,46,,,0,,46,,,
166,"Electronic Equipment, Instruments & Components",ES Acquisition LLC+Second lien,Senior loan,L + 5.00(c),6.00,11/2025,36,,,35,,,0,,35,,,
167,"Electronic Equipment, Instruments & Components",ES Acquisition LLC+(5),Senior loan,L + 5.00,N/A(6),11/2025,0,,,(1),,,0,,0,,,
168,"Electronic Equipment, Instruments & Components","Watchfire Enterprises, Inc.+Second lien",Senior loan,L + 8.25(a),9.25,10/2024,9435,,,9378,,,0.4,,9435,,,
169,"Electronic Equipment, Instruments & Components","Watchfire Enterprises, Inc.+Senior loan",Senior loan,L + 4.50(a),5.50,07/2024,2220,,,2199,,,0.1,,2198,,,
170,Food & Staples Retailing,"Cafe Rio Holding, Inc.*#",One stop,L + 5.25(c),6.25,09/2023,,18466,,,,18614,,,0.7,,,18466
171,Food & Staples Retailing,"Cafe Rio Holding, Inc.+One stop",One stop,L + 5.25(c),6.25,09/2023,2681,,,2680,,,0.1,,2681,,,
172,Food & Staples Retailing,"Cafe Rio Holding, Inc.#+One stop",One stop,L + 5.25(c),6.25,09/2023,2231,,,2284,,,0.1,,2231,,,
173,Food & Staples Retailing,"Cafe Rio Holding, Inc.*#",One stop,L + 5.25(c),6.25,09/2023,1417,,,1450,,,0.1,,1417,,,
174,Food & Staples Retailing,"Cafe Rio Holding, Inc.#+One stop",One stop,L + 5.25(c),6.25,09/2023,1250,,,1280,,,0,,1250,,,
175,Food & Staples Retailing,"Cafe Rio Holding, Inc.+One stop",One stop,L + 5.25(c),6.25,09/2023,180,,,180,,,0,,180,,,
176,Food & Staples Retailing,"Cafe Rio Holding, Inc.+One stop",One stop,L + 5.25,N/A(6),09/2023,0,,,0,,,0,,0,,,
177,Food & Staples Retailing,"Captain D's, LLC#",Senior loan,L + 4.50(c),5.50,12/2023,13688,,,13722,,,0.5,,13688,,,
178,Food & Staples Retailing,"Captain D's, LLC~",Senior loan,L + 4.50(c),5.50,12/2023,2155,,,2126,,,0.1,,2155,,,
179,Food & Staples Retailing,"Captain D's, LLC+Senior loan",Senior loan,L + 4.50,N/A(6),12/2023,0,,,0,,,0,,0,,,
180,Food & Staples Retailing,"Feeders Supply Company, LLC#+One stop",Senior loan,L + 5.50(a),6.50,04/2023,8938,,,8876,,,0.4,,8938,,,
181,Food & Staples Retailing,"Feeders Supply Company, LLC+Subordinated debt",Senior loan,No Value,12.50 cash/7.00 PIK,10/2023,160,,,160,,,0,,160,,,
182,Food & Staples Retailing,"Feeders Supply Company, LLC+One stop",Senior loan,L + 5.50,N/A(6),04/2023,0,,,0,,,0,,0,,,
183,Food & Staples Retailing,FWR Holding Corporation#+One stop,Senior loan,L + 7.00(c),6.50 cash/1.50 PIK,08/2023,10424,,,10413,,,0.4,,10216,,,
184,Food & Staples Retailing,FWR Holding Corporation#+One stop,Senior loan,L + 7.00(c),6.50 cash/1.50 PIK,08/2023,1823,,,1865,,,0.1,,1786,,,
185,Food & Staples Retailing,FWR Holding Corporation#+One stop,Senior loan,L + 7.00(c),6.50 cash/1.50 PIK,08/2023,1152,,,1180,,,0,,1129,,,
186,Food & Staples Retailing,FWR Holding Corporation#+One stop,Senior loan,L + 7.00(c),6.50 cash/1.50 PIK,08/2023,365,,,372,,,0,,358,,,
187,Food & Staples Retailing,FWR Holding Corporation+One stop,Senior loan,L + 7.00(c),6.50 cash/1.50 PIK,08/2023,275,,,274,,,0,,269,,,
188,Food & Staples Retailing,FWR Holding Corporation#+One stop,Senior loan,L + 7.00(c),6.50 cash/1.50 PIK,08/2023,273,,,278,,,0,,267,,,
189,Food & Staples Retailing,FWR Holding Corporation+One stop,Senior loan,L + 7.00(c),6.50 cash/1.50 PIK,08/2023,132,,,130,,,0,,129,,,
