,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
137,"III US Holdings, LLC  (4)",One stop,,L + 6.00,,N/A  (5),,09/2022,,0,,,(1,,,0,,,0,,,
138,"Integration Appliance, Inc.  *^",One stop,,L + 8.25,,9.50,,09/2020,,16123,,,16012,,,1.7,,,16123,,,
139,"Integration Appliance, Inc.",One stop,,L + 8.25,,9.50,,09/2020,,7914,,,7797,,,0.8,,,7914,,,
140,"Integration Appliance, Inc.",One stop,,L + 8.25,,9.50,,09/2020,,5396,,,5324,,,0.6,,,5396,,,
141,"Integration Appliance, Inc.",One stop,,L + 8.25,,9.50,,09/2020,,2484,,,2460,,,0.3,,,2484,,,
142,"Integration Appliance, Inc  .*",One stop,,L + 8.25,,9.50,,09/2020,,719,,,711,,,0.1,,,719,,,
143,"Integration Appliance, Inc.",One stop,,L + 8.25,,9.50,,09/2020,,462,,,454,,,0.1,,,462,,,
144,Maverick Bidco Inc.  #,One stop,,L + 6.25,,7.42,,04/2023,,17689,,,17340,,,1.8,,,17424,,,
145,Maverick Bidco Inc.,One stop,,L + 6.25,,7.48,,04/2023,,27,,,25,,,0,,,25,,,
146,Maverick Bidco Inc.  (4),One stop,,L + 6.25,,N/A  (5),,04/2023,,0,,,(2,,,0,,,0,,,
147,"Netsmart Technologies, Inc.  #",Senior loan,,L + 4.50,,5.80,,04/2023,,1759,,,1744,,,0.2,,,1772,,,
148,"Netsmart Technologies, Inc.  (4)",Senior loan,,L + 4.75,,N/A  (5),,04/2023,,0,,,(8,,,0,,,0,,,
149,"Professional Datasolutions, Inc.  #",One stop,,L + 5.50,,6.73,,05/2022,,2919,,,2877,,,0.3,,,2919,,,
150,"Professional Datasolutions, Inc.",One stop,,L + 5.50,,N/A  (5),,05/2022,,0,,,0,,,0,,,0,,,
151,Diversified/Conglomerate Service - (continued),,,,,,,,,,,,,,,,,,,,,
152,"PT Intermediate Holdings III, LLC",One stop,,L + 6.50,,7.80,,06/2022,,,22083.0,,,,21625,,,2.3,,,,22083.0
153,"PT Intermediate Holdings III, LLC  *",One stop,,L + 6.50,,7.80,,06/2022,,2182,,,2162,,,0.2,,,2182,,,
154,"PT Intermediate Holdings III, LLC",One stop,,L + 6.50,,8.19,,06/2022,,143,,,140,,,0,,,143,,,
155,"Saba Software, Inc.  #",One stop,,L + 5.50,,6.73,,05/2023,,20348,,,20002,,,2.1,,,20145,,,
156,"Saba Software, Inc.  (4)",One stop,,L + 5.50,,N/A  (5),,05/2023,,0,,,(3,,,0,,,(2,,,
157,"Secure-24, LLC  *^",One stop,,L + 5.00,,6.30,,08/2019,,21708,,,21508,,,2.3,,,21708,,,
158,"Secure-24, LLC  (4)",One stop,,L + 5.00,,N/A  (5),,08/2019,,0,,,(5,,,0,,,0,,,
159,"Severin Acquisition, LLC  ^",Senior loan,,L + 5.38,,6.68,,07/2021,,885,,,875,,,0.1,,,901,,,
160,"Severin Acquisition, LLC  ^",Senior loan,,L + 5.00,,6.30,,07/2021,,788,,,779,,,0.1,,,792,,,
161,"Severin Acquisition, LLC  ^",Senior loan,,L + 5.38,,6.68,,07/2021,,603,,,595,,,0.1,,,613,,,
162,"Severin Acquisition, LLC  ^",Senior loan,,L + 4.88,,6.18,,07/2021,,194,,,192,,,0,,,194,,,
163,"Switchfly, Inc.",One stop,,L + 10.00,,9.66 cash/1.50 PIK,,04/2020,,2390,,,2277,,,0.2,,,2281,,,
164,"Switchfly, Inc.",One stop,,L + 10.00,,N/A  (5),,04/2020,,0,,,0,,,0,,,0,,,
165,"Trintech, Inc.  *^#",One stop,,L + 6.00,,7.17,,10/2021,,12263,,,12146,,,1.3,,,12263,,,
166,"Trintech, Inc.",One stop,,L + 6.00,,N/A  (5),,10/2021,,0,,,0,,,0,,,0,,,
167,"Vendavo, Inc.",One stop,,L + 8.50,,9.66,,10/2019,,17982,,,17782,,,1.9,,,17654,,,
168,"Vendavo, Inc.  (4)",One stop,,L + 8.50,,N/A  (5),,10/2019,,0,,,(7,,,0,,,(25,,,
169,Vendor Credentialing Service LLC  ^,One stop,,L + 6.00,,7.23,,11/2021,,12271,,,12034,,,1.3,,,12271,,,
170,Vendor Credentialing Service LLC  (4),One stop,,L + 6.00,,N/A  (5),,11/2021,,0,,,(1,,,0,,,0,,,
171,Verisys Corporation  #,One stop,,L + 6.75,,8.05,,01/2023,,3936,,,3881,,,0.4,,,3936,,,
172,Verisys Corporation  (4),One stop,,L + 6.75,,N/A  (5),,01/2023,,0,,,(1,,,0,,,0,,,
173,"Vitalyst, LLC",Senior loan,,L + 5.00,,6.25,,09/2017,,1250,,,1249,,,0.1,,,1250,,,
174,"Vitalyst, LLC",Senior loan,,P + 4.00,,8.00,,09/2017,,22,,,22,,,0,,,22,,,
175,"Workforce Software, LLC  ^",One stop,,L + 10.50,,4.66 cash/7.00 PIK,,06/2021,,5250,,,5221,,,0.6,,,5250,,,
176,"Workforce Software, LLC",One stop,,L + 10.50,,N/A  (5),,06/2021,,0,,,0,,,0,,,0,,,
177,"Xmatters, Inc. and Alarmpoint, Inc.",One stop,,L + 9.25,,9.72 cash/0.75 PIK,,08/2021,,4864,,,4789,,,0.5,,,4864,,,
178,"Xmatters, Inc. and Alarmpoint, Inc.",One stop,,L + 9.25,,N/A  (5),,08/2021,,0,,,0,,,0,,,0,,,
179,Ecological,,,,,,,,,,,,,,,,,,,,,
180,"Pace Analytical Services, LLC",One stop,,L + 6.00,,7.23,,09/2022,,15384,,,15014,,,1.6,,,15230,,,
181,"Pace Analytical Services, LLC  ^",One stop,,L + 6.00,,7.30,,09/2022,,1430,,,1409,,,0.1,,,1416,,,
182,"Pace Analytical Services, LLC",One stop,,L + 6.00,,7.26,,09/2022,,350,,,345,,,0.1,,,346,,,
183,"Pace Analytical Services, LLC",One stop,,L + 6.00,,7.22,,09/2022,,25,,,23,,,0,,,24,,,
184,"Pace Analytical Services, LLC  (4)",One stop,,L + 6.00,,N/A  (5),,09/2022,,0,,,(5,,,0,,,(3,,,
185,WRE Holding Corp.  #,Senior loan,,L + 4.75,,6.09,,01/2023,,1021,,,1009,,,0.1,,,1011,,,
186,WRE Holding Corp.,Senior loan,,L + 4.75,,N/A  (5),,01/2023,,0,,,0,,,0,,,0,,,
187,WRE Holding Corp.,Senior loan,,L + 4.75,,N/A  (5),,01/2023,,0,,,0,,,0,,,0,,,
188,WRE Holding Corp.  (4),Senior loan,,L + 4.75,,N/A  (5),,01/2023,,0,,,(1,,,0,,,(1,,,
189,Electronics,,,,,,,,,,,,,,,,,,,,,
190,"Appriss Holdings, Inc.  *^",Senior loan,,L + 5.25,,6.55,,11/2020,,15335,,,15185,,,1.6,,,15335,,,
191,"Appriss Holdings, Inc.",Senior loan,,L + 5.25,,6.50,,11/2020,,1892,,,1867,,,0.2,,,1892,,,
192,"Compusearch Software Holdings, Inc.  ^",Senior loan,,L + 4.25,,5.43,,05/2021,,1469,,,1467,,,0.1,,,1469,,,
193,Diligent Corporation  #,One stop,,L + 6.25,,7.55,,04/2022,,4940,,,4868,,,0.5,,,4866,,,
194,Diligent Corporation  *,One stop,,L + 6.25,,7.55,,04/2022,,4851,,,4741,,,0.5,,,4778,,,
195,Diligent Corporation  *^,One stop,,L + 6.25,,7.55,,04/2022,,2655,,,2613,,,0.3,,,2615,,,
196,Diligent Corporation  (4),One stop,,L + 6.75,,N/A  (5),,04/2022,,0,,,(2,,,0,,,(2,,,
197,"ECI Acquisition Holdings, Inc.  *^#",One stop,,L + 6.25,,7.55,,03/2019,,21051,,,20913,,,2.2,,,21051,,,
198,"ECI Acquisition Holdings, Inc.  *",One stop,,L + 6.25,,7.55,,03/2019,,1363,,,1354,,,0.1,,,1363,,,
199,"ECI Acquisition Holdings, Inc.  (4)",One stop,,L + 6.25,,N/A  (5),,03/2019,,0,,,(6,,,0,,,0,,,
200,"Gamma Technologies, LLC  ^",One stop,,L + 5.00,,6.23,,06/2021,,7574,,,7524,,,0.8,,,7574,,,
201,"Gamma Technologies, LLC  (4)",One stop,,L + 5.00,,N/A  (5),,06/2021,,0,,,(1,,,0,,,0,,,
202,Electronics - (continued),,,,,,,,,,,,,,,,,,,,,
203,"LD Intermediate Holdings, Inc.  *^",Senior loan,,L + 5.88,,7.06,,12/2022,,,2556.0,,,,2368,,,0.3,,,,2430.0
204,Park Place Technologies LLC  *^,One stop,,L + 5.00,,6.30,,06/2022,,15762,,,15589,,,1.7,,,15762,,,
205,Park Place Technologies LLC  (4),One stop,,L + 5.00,,N/A  (5),,06/2022,,0,,,(2,,,0,,,0,,,
206,"Sloan Company, Inc., The  #",One stop,,L + 7.25,,8.55,,04/2020,,7456,,,7376,,,0.7,,,7084,,,
207,"Sloan Company, Inc., The",One stop,,L + 7.25,,8.46,,04/2020,,20,,,19,,,0,,,18,,,
208,Sovos Compliance  *^,One stop,,L + 7.25,,8.48,,03/2022,,9352,,,9201,,,1.0,,,9352,,,
209,Sovos Compliance  (4),One stop,,L + 7.25,,N/A  (5),,03/2022,,0,,,(1,,,0,,,0,,,
210,Sparta Holding Corporation  *^#,One stop,,L + 5.50,,6.73,,07/2020,,22309,,,22166,,,2.4,,,22309,,,
211,Sparta Holding Corporation  (4),One stop,,L + 5.50,,N/A  (5),,07/2020,,0,,,(20,,,0,,,0,,,
212,"Watchfire Enterprises, Inc.",Second lien,,L + 8.00,,9.30,,10/2021,,9434,,,9298,,,1.0,,,9434,,,
213,Grocery,,,,,,,,,,,,,,,,,,,,,
214,"MyWebGrocer, Inc.  *",One stop,,L + 8.75,,10.00,,09/2017,,14271,,,14146,,,1.5,,,14271,,,
215,"Teasdale Quality Foods, Inc.  #",Senior loan,,L + 4.75,,5.75,,10/2020,,3567,,,3550,,,0.4,,,3550,,,
216,"Teasdale Quality Foods, Inc.  #",Senior loan,,L + 4.75,,5.93,,10/2020,,698,,,686,,,0.1,,,695,,,
217,"Teasdale Quality Foods, Inc.  #",Senior loan,,L + 4.75,,6.05,,10/2020,,522,,,517,,,0,,,520,,,
218,"Teasdale Quality Foods, Inc.  #",Senior loan,,L + 4.75,,5.92,,10/2020,,256,,,254,,,0,,,255,,,
219,"Healthcare, Education and Childcare",,,,,,,,,,,,,,,,,,,,,
220,"Active Day, Inc.",One stop,,L + 6.00,,7.23,,12/2021,,13436,,,13162,,,1.4,,,13436,,,
221,"Active Day, Inc.  ^",One stop,,L + 6.00,,7.23,,12/2021,,1037,,,1023,,,0.1,,,1037,,,
222,"Active Day, Inc.",One stop,,P + 5.00,,9.25,,12/2021,,666,,,648,,,0.1,,,666,,,
223,"Active Day, Inc.  (4)",One stop,,L + 6.00,,N/A  (5),,12/2021,,0,,,(1,,,0,,,0,,,
224,"Acuity Eyecare Holdings, LLC",One stop,,L + 6.75,,7.95,,03/2022,,3623,,,3537,,,0.4,,,3623,,,
225,"Acuity Eyecare Holdings, LLC",One stop,,L + 6.75,,7.98,,03/2022,,38,,,36,,,0,,,38,,,
226,"Acuity Eyecare Holdings, LLC  (4)",One stop,,L + 6.75,,N/A  (5),,03/2022,,0,,,(1,,,0,,,0,,,
227,"ADCS Clinics Intermediate Holdings, LLC",One stop,,L + 5.75,,7.05,,05/2022,,21334,,,20814,,,2.2,,,21334,,,
228,"ADCS Clinics Intermediate Holdings, LLC  *",One stop,,L + 5.75,,7.05,,05/2022,,109,,,107,,,0,,,109,,,
