,Industry,Company,Investment Type,Spread Above Index,Interest Rate,Maturity Date,Principal Shares,Amortized Cost,Percentage of Net Assets,Fair Value
87,Automobiles,"TWAS Holdings, LLC*+One stop",One stop,SF +6.75(k),12.17,12/2026,30255,30045,1.2,29953
88,Automobiles,"TWAS Holdings, LLC+One stop",One stop,SF +6.75(k),12.17,12/2026,7854,7801,0.3,7775
89,Automobiles,"TWAS Holdings, LLC+One stop",One stop,SF +6.75(k),12.17,12/2026,603,599,-,597
90,Automobiles,"TWAS Holdings, LLC+One stop",One stop,SF +6.75(k),12.17,12/2026,383,381,-,379
91,Automobiles,"TWAS Holdings, LLC+(5)",One stop,SF +6.75,N/A(6),12/2026,-,(2),-,(4)
92,Beverages,Beverages,One stop,,,,,,,
93,Beverages,"Financial Information Technologies, LLC+One stop",One stop,SF +6.50(l),11.89,06/2030,22623,22295,0.9,22396
94,Beverages,"Financial Information Technologies, LLC+(23)",One stop,No Value,14.00PIK,06/2031,11182,10869,0.4,10847
95,Beverages,"Financial Information Technologies, LLC+(5)",One stop,SF +6.50,N/A(6),06/2030,-,-,-,(1)
96,Beverages,"Watermill Express, LLC+One stop",One stop,SF +5.00(l),10.54,04/2027,2221,2208,0.1,2221
97,Beverages,"Watermill Express, LLC+One stop",One stop,SF +5.00(k),10.42,04/2027,8,7,-,8
98,Beverages,"Watermill Express, LLC+One stop",One stop,SF +5.00(l),10.54,04/2027,214,214,-,214
99,Beverages,"Winebow Holdings, Inc.+One stop",One stop,SF +6.25(k),11.67,07/2025,7720,7671,0.3,7566
100,Building Products,Building Products,One stop,,,,,,,
101,Building Products,"BECO Holding Company, Inc.#+One stop",One stop,SF +5.25(l),10.79,11/2028,7462,7407,0.3,7313
102,Building Products,"BECO Holding Company, Inc.+One stop",One stop,SF +5.25(k),10.67,11/2027,20,17,-,12
103,Building Products,"BECO Holding Company, Inc.+(5)",One stop,SF +5.25,N/A(6),11/2028,-,(14),-,(39)
104,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,SF +5.75(k)(l),11.22,03/2025,4063,4045,0.2,4063
105,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,SF +5.75(k)(l),11.22,03/2025,1374,1373,0.1,1374
106,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,SF +5.75(k)(l),11.22,03/2025,886,883,-,886
107,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,SF +5.75(k)(l),11.22,03/2025,835,830,-,835
108,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,SF +5.75(k)(l),11.22,03/2025,425,425,-,425
109,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,SF +5.75(k)(l),11.22,03/2025,271,270,-,271
110,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,SF +5.75(k)(l)(m),11.23,03/2025,1450,1441,0.1,1450
111,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,SF +5.75(k)(l),11.22,03/2025,211,211,-,211
112,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,SF +5.75(k)(l),11.22,03/2025,113,112,-,113
113,Chemicals,Chemicals,One stop,,,,,,,
114,Chemicals,Inhance Technologies Holdings LLC#+One stop,One stop,SF +6.00(l),11.40,07/2024,12314,12341,0.5,11637
115,Chemicals,Inhance Technologies Holdings LLC#,One stop,SF +6.00(l),11.40,07/2024,9813,9783,0.3,9273
116,Chemicals,Inhance Technologies Holdings LLC+One stop,One stop,SF +6.00(l),11.40,07/2024,1871,1869,0.1,1768
117,Chemicals,Inhance Technologies Holdings LLC+One stop,One stop,SF +6.00(k)(l),11.42,07/2024,199,200,-,187
118,Chemicals,PHM NL SP Bidco B.V.+(8)(9)(14),One stop,E +6.25(e),10.39,09/2028,33496,36220,1.2,29476
119,Chemicals,PHM NL SP Bidco B.V.+(8)(14),One stop,SF +6.25(j),11.55,09/2028,13766,13593,0.5,12114
120,Chemicals,PHM NL SP Bidco B.V.+(8)(9)(14),One stop,SN +6.25(i),11.44,09/2028,7335,7919,0.2,6455
121,Chemicals,PHM NL SP Bidco B.V.+(8)(9)(14),One stop,E +6.25(e),10.01,09/2028,3540,3720,0.1,3116
122,Commercial Services & Supplies,Commercial Services & Supplies,One stop,,,,,,,
123,Commercial Services & Supplies,"CI (Quercus) Intermediate Holdings, LLC*#+One stop",One stop,SF +5.25(k)(l),10.79,10/2028,17792,17614,0.7,17792
124,Commercial Services & Supplies,"CI (Quercus) Intermediate Holdings, LLC+One stop",One stop,SF +5.25(k),10.67,10/2028,10,8,-,10
125,Commercial Services & Supplies,"CI (Quercus) Intermediate Holdings, LLC+(5)",One stop,SF +5.25,N/A(6),10/2028,-,(3),-,-
126,Commercial Services & Supplies,"Kleinfelder Intermediate, LLC+One stop",One stop,SF +6.25(l),11.66,09/2030,3754,3679,0.2,3679
127,Commercial Services & Supplies,"Kleinfelder Intermediate, LLC+One stop",One stop,SF +6.25(l),11.66,09/2028,59,50,-,50
128,Commercial Services & Supplies,"Kleinfelder Intermediate, LLC+(5)",One stop,SF +6.25,N/A(6),09/2030,-,(7),-,(8)
129,Commercial Services & Supplies,"North Haven Stack Buyer, LLC*#",Senior secured,SF +5.50(l),11.02,07/2027,8678,8568,0.3,8569
130,Commercial Services & Supplies,"North Haven Stack Buyer, LLC+(5)",Senior secured,SF +5.50,N/A(6),07/2027,-,(18),-,(20)
131,Commercial Services & Supplies,"North Haven Stack Buyer, LLC+Senior secured",Senior secured,SF +5.50(b)(l),11.40,07/2027,66,65,-,64
132,Commercial Services & Supplies,"North Haven Stack Buyer, LLC#",Senior secured,SF +5.50(l),11.02,07/2027,2923,2905,0.1,2887
133,Commercial Services & Supplies,"North Haven Stack Buyer, LLC#",Senior secured,SF +5.50(l),11.02,07/2027,964,958,0.1,952
134,Commercial Services & Supplies,"North Haven Stack Buyer, LLC+Senior secured",Senior secured,SF +5.50(l),11.02,07/2027,968,962,0.1,956
135,Commercial Services & Supplies,"North Haven Stack Buyer, LLC+Senior secured",Senior secured,SF +5.50(l),11.02,07/2027,142,141,-,140
136,Commercial Services & Supplies,"North Haven Stack Buyer, LLC+Senior secured",Senior secured,SF +5.50(l),11.02,07/2027,71,70,-,70
137,Commercial Services & Supplies,"North Haven Stack Buyer, LLC+(5)",Senior secured,SF +5.50,N/A(6),07/2027,-,(61),-,(46)
138,Commercial Services & Supplies,"North Haven Stack Buyer, LLC+(5)",Second lien,No Value,N/A(6),01/2028,-,(35),-,(35)
139,Commercial Services & Supplies,Profile Products LLC+One stop,Second lien,SF +5.75(l),11.22,11/2027,6293,6199,0.3,6167
140,Commercial Services & Supplies,Profile Products LLC+(8),One stop,SF +5.75(l),11.22,11/2027,1275,1258,-,1250
141,Commercial Services & Supplies,Profile Products LLC+One stop,One stop,SF +5.75(b)(k),11.42,11/2027,42,41,-,41
142,Commercial Services & Supplies,Profile Products LLC+One stop,One stop,P +4.75(b),13.25,11/2027,8,8,-,8
143,Commercial Services & Supplies,"PT Intermediate Holdings III, LLC+One stop",One stop,SF +5.98(l),11.52,11/2028,29225,28846,1.1,29225
144,Commercial Services & Supplies,"PT Intermediate Holdings III, LLC+One stop",One stop,SF +5.98(l),11.52,11/2028,20664,20504,0.8,20664
145,Commercial Services & Supplies,"PT Intermediate Holdings III, LLC+One stop",One stop,SF +5.98(l),11.52,11/2028,9800,9696,0.4,9800
146,Commercial Services & Supplies,"PT Intermediate Holdings III, LLC+One stop",One stop,SF +6.50(l),11.89,11/2028,2243,2214,0.1,2260
147,Commercial Services & Supplies,"PT Intermediate Holdings III, LLC+(5)",One stop,SF +6.50,N/A(6),11/2028,-,(8),-,-
148,Commercial Services & Supplies,"Radwell Parent, LLC+One stop",One stop,SF +6.53(l),12.02,03/2029,18885,18644,0.7,18885
149,Commercial Services & Supplies,"Radwell Parent, LLC+One stop",One stop,SF +6.75(l),12.14,03/2028,69,64,-,69
150,Commercial Services & Supplies,"Radwell Parent, LLC+(5)",One stop,SF +6.53,N/A(6),03/2029,-,(7),-,-
151,Commercial Services & Supplies,"Radwell Parent, LLC#+One stop",One stop,SF +6.75(l),12.14,03/2029,24763,24118,1.0,24824
152,Commercial Services & Supplies,Trinity Air Consultants Holdings Corporation+One stop,One stop,SF +5.75(l),11.10,06/2027,2458,2427,0.1,2458
153,Commercial Services & Supplies,Trinity Air Consultants Holdings Corporation+(5),One stop,SF +5.75,N/A(6),06/2027,-,(3),-,-
154,Commercial Services & Supplies,Trinity Air Consultants Holdings Corporation+One stop,One stop,SF +5.75,N/A(6),06/2027,-,-,-,-
155,Commercial Services & Supplies,Trinity Air Consultants Holdings Corporation+One stop,One stop,SF +5.75(m),11.27,06/2027,35,35,-,35
156,Commercial Services & Supplies,WRE Holding Corp.*#,Senior secured,SF +5.00(k)(m),10.50,01/2025,2204,2200,0.1,2204
157,Commercial Services & Supplies,WRE Holding Corp.+Senior secured,Senior secured,SF +5.00(k),10.43,01/2025,911,908,-,911
158,Commercial Services & Supplies,WRE Holding Corp.+Senior secured,Senior secured,SF +5.00(m),10.19,01/2025,668,667,-,668
159,Commercial Services & Supplies,WRE Holding Corp.+Senior secured,Senior secured,SF +5.00(m),10.19,01/2025,395,394,-,395
160,Commercial Services & Supplies,WRE Holding Corp.+Senior secured,Senior secured,SF +5.00(m),10.19,01/2025,127,127,-,127
161,Commercial Services & Supplies,WRE Holding Corp.+Senior secured,Senior secured,SF +5.00(m),10.19,01/2025,23,23,-,23
162,Commercial Services & Supplies,WRE Holding Corp.+Senior secured,Senior secured,SF +5.00(k),10.57,01/2025,353,345,-,353
163,Commercial Services & Supplies,WRE Holding Corp.+Senior secured,Senior secured,SF +5.25,N/A(6),01/2025,-,-,-,-
164,Commercial Services & Supplies,WRE Holding Corp.+Senior secured,Senior secured,SF +5.00(k)(l)(m),10.38,01/2025,150,149,-,150
165,Communications Equipment,Communications Equipment,Senior secured,,,,,,,
166,Communications Equipment,Lightning Finco Limited+(8)(10),One stop,SF +5.75(l),11.13,09/2028,10349,10204,0.4,10246
167,Communications Equipment,Lightning Finco Limited+(8)(9)(10),One stop,E +5.75(d),9.53,09/2028,1123,1244,-,1112
168,Containers and Packaging,Containers and Packaging,One stop,,,,,,,
169,Containers and Packaging,AmerCareRoyal LLC+(23),Senior secured,SF +7.00(k),11.98cash/0.50PIK,11/2025,743,737,0.1,743
170,Containers and Packaging,AmerCareRoyal LLC+(23),Senior secured,SF +7.00(k),11.98cash/0.50PIK,11/2025,159,157,-,159
171,Containers and Packaging,AmerCareRoyal LLC+(23),Senior secured,SF +7.00(k),11.98cash/0.50PIK,11/2025,154,153,-,154
172,Containers and Packaging,AmerCareRoyal LLC+(8)(23),Senior secured,SF +7.00(k)(l),11.98cash/0.50PIK,11/2025,133,132,-,133
173,Containers and Packaging,Chase Intermediate#+One stop,Senior secured,SF +5.25(k)(l)(m),10.95,10/2028,10818,10743,0.4,10601
174,Containers and Packaging,Chase Intermediate+One stop,Senior secured,SF +5.25(m),11.00,10/2028,120,117,-,113
175,Containers and Packaging,Chase Intermediate+(5),One stop,SF +5.25,N/A(6),10/2028,-,(1),-,(4)
176,Containers and Packaging,Chase Intermediate+(5),One stop,SF +5.75,N/A(6),10/2028,-,(5),-,(5)
177,Containers and Packaging,"Fortis Solutions Group, LLC*#+One stop",One stop,SF +5.50(l),10.99,10/2028,34402,33976,1.3,33370
178,Containers and Packaging,"Fortis Solutions Group, LLC+(5)",One stop,SF +5.50,N/A(6),10/2027,-,(4),-,(8)
179,Containers and Packaging,"Fortis Solutions Group, LLC+One stop",One stop,SF +5.50(l),10.99,10/2028,98,17,-,95
180,Containers and Packaging,"Fortis Solutions Group, LLC+One stop",One stop,SF +5.50(l),10.99,10/2028,358,325,-,190
181,Diversified Consumer Services,Diversified Consumer Services,One stop,,,,,,,
182,Diversified Consumer Services,"Certus Pest, Inc.#",One stop,SF +7.50(l),13.04,02/2026,1573,1547,0.1,1557
183,Diversified Consumer Services,"Certus Pest, Inc.#",One stop,SF +7.50(l),13.04,02/2026,1508,1471,0.1,1493
184,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF +7.50(l),13.04,02/2026,1088,1084,0.1,1077
185,Diversified Consumer Services,"Certus Pest, Inc.#",One stop,SF +7.50(l),13.04,02/2026,1074,1064,0.1,1064
186,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF +7.50(l),13.04,02/2026,745,732,-,738
187,Diversified Consumer Services,"Certus Pest, Inc.#",One stop,SF +7.50(l),13.04,02/2026,657,632,-,650
188,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF +7.50(l),13.04,02/2026,640,635,-,634
189,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF +7.50(l),13.04,02/2026,378,371,-,374
190,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF +7.50(l),13.04,02/2026,237,226,-,235
191,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF +7.50(l),13.04,02/2026,129,111,-,128
192,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF +7.50(l),13.04,02/2026,54,50,-,54
193,Diversified Consumer Services,"Certus Pest, Inc.+(5)",One stop,SF +7.50,N/A(6),02/2026,-,(1),-,(1)
194,Diversified Consumer Services,"CHHJ Midco, LLC#",Senior secured,SF +5.00(k),10.42,01/2026,2695,2682,0.1,2695
195,Diversified Consumer Services,"CHHJ Midco, LLC+Senior secured",Senior secured,SF +5.00,N/A(6),01/2026,-,-,-,-
196,Diversified Consumer Services,"COP Exterminators Acquisitions, Inc.+Senior secured",Senior secured,SF +5.50(l),11.02,07/2029,2864,2830,0.1,2829
197,Diversified Consumer Services,"COP Exterminators Acquisitions, Inc.+(5)",Senior secured,SF +5.50,N/A(6),07/2029,-,(1),-,(1)
198,Diversified Consumer Services,"COP Exterminators Acquisitions, Inc.+(5)",Senior secured,SF +5.50,N/A(6),07/2029,-,(26),-,(20)
199,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior secured",Senior secured,SF +4.50(l),9.90,07/2027,1695,1685,0.1,1695
200,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior secured",Senior secured,SF +4.50(l),9.90,07/2027,1652,1636,0.1,1652
201,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior secured",Senior secured,SF +4.50(l),9.92,07/2027,1083,1073,0.1,1083
202,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior secured",Senior secured,SF +4.50(l),9.98,07/2027,765,758,-,765
203,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior secured",Senior secured,SF +4.50(l),9.90,07/2027,197,195,-,197
204,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior secured",Senior secured,SF +4.75(l),10.31,07/2027,119,117,-,119
205,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior secured",Senior secured,SF +4.50,N/A(6),07/2027,-,-,-,-
206,Diversified Consumer Services,"DP Flores Holdings, LLC#",One stop,SF +6.25(m),11.59,09/2028,2574,2536,0.1,2574
207,Diversified Consumer Services,"DP Flores Holdings, LLC+(5)",One stop,SF +6.25,N/A(6),09/2028,-,(1),-,-
208,Diversified Consumer Services,"DP Flores Holdings, LLC+(5)",One stop,SF +6.25,N/A(6),09/2028,-,(12),-,-
209,Diversified Consumer Services,"EMS LINQ, LLC+One stop",One stop,SF +6.25(k),11.67,12/2027,9591,9524,0.4,9304
210,Diversified Consumer Services,"EMS LINQ, LLC+(5)",One stop,SF +6.25,N/A(6),12/2027,-,(1),-,(4)
211,Diversified Consumer Services,EWC Growth Partners LLC+One stop,One stop,SF +6.00(l),11.54,03/2026,920,914,0.1,920
212,Diversified Consumer Services,EWC Growth Partners LLC+One stop,One stop,SF +6.00,N/A(6),03/2026,-,-,-,-
213,Diversified Consumer Services,EWC Growth Partners LLC+One stop,One stop,SF +6.00(l),11.54,03/2026,14,14,-,14
214,Diversified Consumer Services,EWC Growth Partners LLC+One stop,One stop,SF +6.00(l),11.54,03/2026,73,73,-,73
215,Diversified Consumer Services,Excelligence Learning Corporation#+One stop,One stop,SF +6.00(l),11.54,01/2024,10176,10157,0.4,10176
216,Diversified Consumer Services,"FPG Intermediate Holdco, LLC+One stop",One stop,SF +6.00(l),11.57,03/2027,7668,7563,0.3,7592
217,Diversified Consumer Services,"FPG Intermediate Holdco, LLC+One stop",One stop,SF +6.00(l),11.57,03/2027,484,474,-,479
218,Diversified Consumer Services,"FPG Intermediate Holdco, LLC+One stop",One stop,SF +6.00(b)(l),12.16,03/2027,33,32,-,32
219,Diversified Consumer Services,"FPG Intermediate Holdco, LLC+(5)",One stop,SF +6.50,N/A(6),03/2027,-,(12),-,-
220,Diversified Consumer Services,FSS Buyer LLC+One stop,One stop,SF +5.75(l),11.24,08/2028,5436,5360,0.2,5436
221,Diversified Consumer Services,FSS Buyer LLC+(5),One stop,SF +5.75,N/A(6),08/2027,-,(1),-,-
222,Diversified Consumer Services,"HS Spa Holdings, Inc.+One stop",One stop,SF +5.75(m),11.07,06/2029,7704,7579,0.3,7627
223,Diversified Consumer Services,"HS Spa Holdings, Inc.+One stop",One stop,SF +5.75(k)(l),11.07,06/2028,13,11,-,12
224,Diversified Consumer Services,"Learn-it Systems, LLC+(23)",Senior secured,SF +5.25(l),8.04cash/2.75PIK,09/2026,2536,2550,0.1,2333
225,Diversified Consumer Services,"Learn-it Systems, LLC+(23)",Senior secured,SF +5.25(l),8.04cash/2.75PIK,09/2026,1364,1363,-,1256
