,Industry,Company,Investment Type,Spread Above Index,Interest Rate,Maturity Date,Principal Shares,Amortized Cost,Percentage of Net Assets,Fair Value
39,"Beverage, Food and  Tobacco","Atkins Nutritionals, Inc*",One Stop,L + 8.50,9.75,04/2019,17270.0,16851.0,2.7,17637.0
40,"Beverage, Food and  Tobacco","Candy Intermediate Holdings,  Inc. (Ferrara Candy)",Senior loan,L + 6.25,7.50,06/2018,4925.0,4795.0,0.7,4682.0
41,"Beverage, Food and  Tobacco","Diversified Foodservice  Supply, Inc.  (4)",Senior loan,L + 4.75,(5),12/2018,0.0,,0.0,
42,"Beverage, Food and  Tobacco","Diversified Foodservice  Supply, Inc.*",Senior loan,L + 4.75,6.00,12/2018,4476.0,4431.0,0.7,4431.0
43,"Beverage, Food and  Tobacco","Firebirds International,  LLC  (4)",One Stop,L + 5.75,(5),05/2018,0.0,,0.0,0.0
44,"Beverage, Food and  Tobacco","Firebirds International,  LLC*",One Stop,L + 5.75,7.00,05/2018,907.0,897.0,0.1,907.0
45,"Beverage, Food and  Tobacco","Firebirds International,  LLC",One Stop,L + 5.75,7.00,05/2018,180.0,176.0,0.0,180.0
46,"Beverage, Food and  Tobacco","Firebirds International,  LLC  (4)",One Stop,L + 5.75,(5),05/2018,0.0,,0.0,0.0
47,"Beverage, Food and  Tobacco","First Watch Restaurants,  Inc.",One Stop,L + 7.50,8.86,12/2016,1068.0,1047.0,0.2,1068.0
48,"Beverage, Food and  Tobacco","First Watch Restaurants,  Inc.*",One Stop,L + 7.50,8.77,12/2016,11356.0,11221.0,1.7,11356.0
49,"Beverage, Food and  Tobacco","First Watch Restaurants,  Inc.",One Stop,L + 7.50,8.75,12/2016,417.0,412.0,0.1,417.0
50,"Beverage, Food and  Tobacco",IT'SUGAR LLC,Senior loan,L + 8.50,10.00,04/2017,4202.0,4146.0,0.6,4202.0
51,"Beverage, Food and  Tobacco",IT'SUGAR LLC,Subordinated Debt,No Value,8.00,10/2017,1707.0,1707.0,0.4,2458.0
52,"Beverage, Food and  Tobacco",Julio & Sons Company,One Stop,L + 7.00,8.50,09/2016,224.0,216.0,0.0,224.0
53,"Beverage, Food and  Tobacco",Julio & Sons Company*,One Stop,L + 7.00,8.50,09/2016,7032.0,6993.0,1.1,7032.0
54,"Beverage, Food and  Tobacco",Julio & Sons Company  (4),One Stop,L + 7.00,(5),09/2016,0.0,,0.0,0.0
55,"Beverage, Food and  Tobacco","Northern Brewer, LLC",One Stop,L + 6.50,8.06,02/2018,453.0,442.0,0.1,453.0
56,"Beverage, Food and  Tobacco","Northern Brewer, LLC",One Stop,L + 6.50,8.00,02/2018,6372.0,6240.0,1.0,6372.0
57,"Beverage, Food and  Tobacco","Richelieu Foods, Inc.",Senior loan,P + 4.00,7.25,11/2015,65.0,57.0,0.0,65.0
58,"Beverage, Food and  Tobacco","Richelieu Foods, Inc.*",Senior loan,L + 5.00,6.75,11/2015,1940.0,1913.0,0.3,1940.0
59,"Beverage, Food and  Tobacco",Smashburger Finance LLC,Senior loan,P + 3.00,6.25,05/2018,819.0,810.0,0.1,819.0
60,"Beverage, Food and  Tobacco",Smashburger  Finance LLC*,Senior loan,L  + 4.25,5.50,05/2018,6516.0,6471.0,1.0,6516.0
61,Building and Real  Estate,Building and Real  Estate,Senior loan,,,,,,,
62,Building and Real  Estate,"ITEL Laboratories,  Inc.  (4)",Senior loan,L + 4.75,(5),06/2018,0.0,,0.0,0.0
63,Building and Real  Estate,"ITEL  Laboratories, Inc.*",Senior loan,L  + 4.75,6.00,06/2018,799.0,790.0,0.1,799.0
64,Cargo Transport,Cargo Transport,Senior loan,,,,,,,
65,Cargo Transport,RP  Crown Parent (RedPrairie Corp)*,Senior loan,L  + 5.50,6.75,12/2018,1985.0,1952.0,0.3,1998.0
66,"Chemicals, Plastics  and Rubber","Chemicals, Plastics  and Rubber",Senior loan,,,,,,,
67,"Chemicals, Plastics  and Rubber","Integrated DNA Technologies,  Inc.",Subordinated debt,No Value,12.00 cash/2.00 PIK,04/2015,321.0,319.0,0.1,321.0
68,"Chemicals, Plastics  and Rubber","Integrated DNA Technologies,  Inc.",Subordinated debt,No Value,12.00 cash/2.00 PIK,04/2015,905.0,887.0,0.1,905.0
69,"Chemicals, Plastics  and Rubber","Integrated DNA Technologies,  Inc.",Subordinated debt,No Value,12.00 cash/2.00 PIK,04/2015,321.0,316.0,0.0,321.0
70,"Chemicals, Plastics  and Rubber","Road Infrastructure Investment,  LLC  (4)",Senior loan,L + 5.00,(5),03/2017,0.0,,0.0,
71,"Chemicals, Plastics  and Rubber","Road  Infrastructure Investment, LLC*",Senior loan,L  + 5.00,6.25,03/2018,4515.0,4472.0,0.7,4552.0
72,"Containers, Packaging  and Glass","Containers, Packaging  and Glass",Senior loan,,,,,,,
73,"Containers, Packaging  and Glass",Fort Dearborn Company*,Senior loan,L + 4.25,5.86,10/2017,39.0,39.0,0.0,39.0
74,"Containers, Packaging  and Glass",Fort Dearborn Company*,Senior loan,L + 4.25,5.25,10/2017,547.0,543.0,0.1,547.0
75,"Containers, Packaging  and Glass",Fort Dearborn Company*,Senior loan,L + 4.75,6.37,10/2018,156.0,155.0,0.0,156.0
76,"Containers, Packaging  and Glass",Fort Dearborn Company*,Senior loan,L + 4.75,5.75,10/2018,2197.0,2182.0,0.3,2197.0
77,"Containers, Packaging  and Glass","Packaging Coordinators,  Inc.*",Senior loan,L + 4.25,5.51,05/2020,6792.0,6754.0,1.0,6792.0
78,"Containers, Packaging  and Glass","Packaging Coordinators,  Inc.",Second Lien,L + 8.25,9.50,11/2020,29098.0,28270.0,4.4,29098.0
79,"Containers, Packaging  and Glass","Packaging  Coordinators, Inc.  (4)",Senior loan,L  + 4.25,(5),05/2020,0.0,0.0,0.0,0.0
80,Diversified Conglomerate  Manufacturing,Diversified Conglomerate  Manufacturing,Senior loan,,,,,,,
81,Diversified Conglomerate  Manufacturing,"Chase Industries, Inc.*",One Stop,L + 5.00,6.82,11/2017,13426.0,13249.0,2.0,13426.0
82,Diversified Conglomerate  Manufacturing,"Metal Spinners, Inc.*",Senior loan,L + 6.50,8.00,12/2014,1338.0,1323.0,0.2,1338.0
83,Diversified Conglomerate  Manufacturing,"Metal Spinners, Inc.*",Senior loan,L + 6.50,8.00,12/2014,2647.0,2619.0,0.4,2647.0
84,Diversified Conglomerate  Manufacturing,Onicon Incorporated  (4),One Stop,L + 6.75,(5),12/2017,0.0,,0.0,0.0
85,Diversified Conglomerate  Manufacturing,Onicon Incorporated,One Stop,L + 6.75,8.31,12/2017,3583.0,3525.0,0.6,3583.0
86,Diversified Conglomerate  Manufacturing,"Pasternack Enterprises,  Inc.*",Senior loan,L + 5.00,6.25,12/2017,1167.0,1158.0,0.2,1167.0
87,Diversified Conglomerate  Manufacturing,"Plex Systems, Inc.  (4)",Senior loan,L + 7.50,(5),06/2018,0.0,,0.0,0.0
88,Diversified Conglomerate  Manufacturing,"Plex Systems, Inc.*",Senior loan,L + 7.50,8.75,06/2018,13670.0,13375.0,2.1,13670.0
89,Diversified Conglomerate  Manufacturing,"Sunless Merger Sub, Inc.",Senior loan,P + 4.00,7.25,07/2016,144.0,144.0,0.0,111.0
90,Diversified Conglomerate  Manufacturing,"Sunless Merger Sub, Inc.*",Senior loan,L + 5.25,6.51,07/2016,1851.0,1846.0,0.2,1388.0
91,Diversified Conglomerate  Manufacturing,"TIDI Products, LLC  (4)",One Stop,L + 6.50,(5),07/2017,0.0,,0.0,0.0
92,Diversified Conglomerate  Manufacturing,"TIDI Products, LLC*",One Stop,L + 6.50,7.75,07/2018,11168.0,10957.0,1.7,11168.0
93,Diversified Conglomerate  Manufacturing,"Vintage Parts, Inc.*",One Stop,L + 4.50,5.75,12/2015,4623.0,4576.0,0.7,4623.0
94,Diversified Conglomerate  Manufacturing,"Vintage Parts, Inc.*",One Stop,L + 4.50,5.75,12/2015,64.0,64.0,0.0,64.0
95,Diversified Conglomerate  Manufacturing,"Vintage  Parts, Inc.*",One Stop,L  + 4.50,5.75,12/2015,966.0,974.0,0.1,966.0
96,Diversified Conglomerate  Service,Diversified Conglomerate  Service,One Stop,,,,,,,
97,Diversified Conglomerate  Service,"Aderant North America,  Inc.*",Senior loan,L + 5.00,6.25,12/2018,4495.0,4458.0,0.7,4495.0
98,Diversified Conglomerate  Service,Agility Recovery Solutions  Inc.  (4),One Stop,L + 7.00,(5),09/2018,0.0,,0.0,0.0
99,Diversified Conglomerate  Service,Agility Recovery Solutions  Inc.*,One Stop,L + 7.00,8.25,09/2018,9349.0,9169.0,1.4,9349.0
100,Diversified Conglomerate  Service,API Healthcare Corporation*,One Stop,L + 6.25,9.93,04/2018,33722.0,33468.0,5.1,33722.0
101,Diversified Conglomerate  Service,"Consona Holdings, Inc.  (4)",Senior loan,L + 5.50,(5),08/2017,0.0,,0.0,0.0
102,Diversified Conglomerate  Service,"Consona Holdings, Inc.*",Senior loan,L + 5.50,6.75,08/2018,1024.0,996.0,0.2,1024.0
103,Diversified Conglomerate  Service,"Consona Holdings, Inc.*",Senior loan,L + 6.00,7.25,08/2018,1547.0,1535.0,0.2,1547.0
104,Diversified Conglomerate  Service,"Document Technologies,  LLC  (4)",Senior loan,L + 4.25,(5),12/2018,0.0,,0.0,0.0
105,Diversified Conglomerate  Service,"Document Technologies,  LLC*",Senior loan,L + 4.25,5.50,12/2018,6690.0,6629.0,1.0,6690.0
106,Diversified Conglomerate  Service,"EAG, INC. (Evans Analytical  Group)*",Senior loan,L + 4.50,6.00,07/2017,2425.0,2401.0,0.4,2425.0
107,Diversified Conglomerate  Service,HighJump Acquisition LLC,One Stop,L + 7.50,8.75,07/2016,7124.0,7064.0,1.1,7124.0
108,Diversified Conglomerate  Service,"Integration Appliance,  Inc.",Senior loan,L + 8.25,9.50,09/2018,719.0,709.0,0.1,709.0
109,Diversified Conglomerate  Service,"Integration Appliance,  Inc.",Senior loan,L + 8.25,9.50,09/2018,5396.0,5268.0,0.8,5315.0
110,Diversified Conglomerate  Service,"Marathon Data Operating  Co., LLC  (4)",One Stop,L + 6.25,(5),08/2017,0.0,,0.0,0.0
111,Diversified Conglomerate  Service,"Marathon Data Operating  Co., LLC",One Stop,L + 6.25,7.50,08/2017,4761.0,4674.0,0.7,4761.0
112,Diversified Conglomerate  Service,MSC.Software Corporation*,One Stop,L + 6.50,8.51,11/2017,9898.0,9748.0,1.5,9898.0
113,Diversified Conglomerate  Service,"Navex Global, Inc.  (4)",One Stop,L + 7.50,(5),12/2016,0.0,,0.0,
114,Diversified Conglomerate  Service,"Navex Global, Inc.*",One Stop,L + 7.50,9.00,12/2016,17643.0,17370.0,2.6,17290.0
115,Diversified Conglomerate  Service,"NetSmart Technologies,  Inc.",One Stop,L + 6.00,8.77,12/2017,8324.0,8254.0,1.3,8324.0
116,Diversified Conglomerate  Service,"NetSmart Technologies,  Inc.*",One Stop,L + 6.00,8.79,12/2017,650.0,639.0,0.1,650.0
117,Diversified Conglomerate  Service,"PC Helps Support, LLC  (4)",Senior loan,L + 5.25,(5),09/2017,0.0,,0.0,0.0
118,Diversified Conglomerate  Service,"PC Helps Support, LLC",Senior loan,L + 5.25,6.52,09/2017,1973.0,1951.0,0.3,1973.0
119,Diversified Conglomerate  Service,"Secure-24, LLC  (4)",One Stop,L + 7.00,(5),08/2017,0.0,,0.0,
120,Diversified Conglomerate  Service,"Secure-24, LLC*",One Stop,L + 7.00,8.25,08/2017,10512.0,10280.0,1.5,10092.0
121,Diversified Conglomerate  Service,"Secure-24, LLC",One Stop,L + 7.00,8.25,08/2017,1538.0,1513.0,0.2,1476.0
122,Diversified Conglomerate  Service,"Source Medical Solutions,  Inc.",Second Lien,L + 9.50,10.75,03/2018,9294.0,9114.0,1.4,9294.0
123,Diversified Conglomerate  Service,"Vericlaim, Inc.  (4)",Senior loan,P + 3.50,(5),05/2018,0.0,,0.0,0.0
124,Diversified Conglomerate  Service,"Vericlaim,  Inc.",Senior loan,L  + 4.75,6.00,05/2018,6343.0,6311.0,1.0,6343.0
125,Electronics,Electronics,Senior loan,,,,,,,
126,Electronics,"BeyondTrust Software, Inc.",One Stop,L + 6.00,7.25,12/2019,12014.0,11754.0,1.8,11840.0
127,Electronics,"Ecommerce Industries, Inc.*",One Stop,L + 6.75,9.60,10/2016,12345.0,12218.0,1.9,12345.0
128,Electronics,"Rogue Wave Holdings, Inc.*",One Stop,L + 6.50,7.50,12/2018,10885.0,10750.0,1.6,10777.0
129,Electronics,"Sloan Company, Inc., The  (4)",One Stop,L + 7.50,(5),10/2018,0.0,,0.0,
130,Electronics,"Sloan Company, Inc., The*",One Stop,L + 7.50,8.75,10/2018,13277.0,13119.0,2.0,13144.0
131,Electronics,"Sparta Systems, Inc.  (4)",Senior loan,L + 5.25,(5),12/2017,0.0,,0.0,0.0
132,Electronics,"Sparta Systems, Inc.",Senior loan,L + 5.25,6.50,12/2017,6359.0,6295.0,1.0,6359.0
133,Electronics,Syncsort Incorporated  (4),Senior loan,L + 5.50,(5),03/2015,0.0,,0.0,0.0
134,Electronics,Syncsort Incorporated*,Senior loan,P + 4.25,7.50,03/2015,6271.0,6210.0,1.0,6271.0
135,Electronics,"Systems Maintenance Services Holding,  Inc.",Senior loan,L + 4.25,5.25,10/2019,2670.0,2657.0,0.4,2657.0
136,Electronics,"Taxware, LLC",Second Lien,L + 8.50,9.50,10/2019,11099.0,10884.0,1.7,11099.0
137,Electronics,"Watchfire Enterprises,  Inc.",Second Lien,L + 8.00,9.00,10/2021,9435.0,9253.0,1.4,9293.0
138,Farming and Agriculture,Farming and Agriculture,Second Lien,,,,,,,
139,Farming and Agriculture,"AGData, L.P.*",One stop,L + 6.00,7.25,08/2016,3828.0,3792.0,0.6,3828.0
140,Finance,Finance,One stop,,,,,,,
141,Finance,"Ascensus, Inc.*  (4)",One Stop,L + 4.00,(5),11/2018,0.0,,0.0,
142,Finance,"Ascensus, Inc.*",One Stop,L + 4.00,5.00,12/2019,4224.0,4141.0,0.6,4203.0
143,Finance,"Ascensus, Inc.*",One Stop,L + 8.00,9.00,12/2020,6337.0,6117.0,1.0,6242.0
144,Finance,Pillar Processing LLC*,Senior loan,L + 5.50,5.74,11/2018,1194.0,1191.0,0.1,597.0
145,Finance,Pillar Processing  LLC*  (3),Senior loan,No Value,14.50,05/2019,2377.0,2369.0,0.0,0.0
146,Grocery,Grocery,Senior loan,,,,,,,
147,Grocery,"MyWebGrocer, Inc.  (4)",Senior loan,L + 4.75,(5),05/2018,0.0,,0.0,0.0
148,Grocery,"MyWebGrocer, Inc.",Senior loan,L + 4.75,6.00 cash/4.00 PIK,05/2018,14271.0,14051.0,2.2,14271.0
149,Grocery,"Teasdale Quality  Foods, Inc.*",Senior loan,L + 4.50,5.75,05/2018,2793.0,2768.0,0.4,2793.0
150,"Healthcare, Education and Childcare","Healthcare, Education and Childcare",Senior loan,,,,,,,
151,"Healthcare, Education and Childcare","Advanced Pain Management Holdings, Inc.  (4)",Senior loan,L + 5.00,(5),02/2018,0.0,,0.0,0.0
152,"Healthcare, Education and Childcare","Advanced Pain Management Holdings, Inc.*",Senior loan,L + 5.00,6.25,02/2018,7345.0,7284.0,1.1,7345.0
153,"Healthcare, Education and Childcare","Advanced Pain Management Holdings, Inc.  (4)",Senior loan,L + 5.00,(5),02/2018,0.0,,0.0,0.0
154,"Healthcare, Education and Childcare","Avatar International, LLC  (4)",One Stop,L + 7.50,(5),09/2016,0.0,,0.0,
155,"Healthcare, Education and Childcare","Avatar International, LLC*",One Stop,L + 7.50,8.75,09/2016,7603.0,7532.0,1.1,6995.0
156,"Healthcare, Education and Childcare","Avatar International, LLC",One Stop,L + 8.00,9.25,09/2016,1640.0,1629.0,0.2,1525.0
157,"Healthcare, Education and Childcare",Certara L.P.  (4),One Stop,L + 6.25,(5),12/2018,0.0,,0.0,
158,"Healthcare, Education and Childcare",Certara L.P.*,One Stop,L + 6.25,7.25,12/2018,17740.0,17520.0,2.7,17518.0
159,"Healthcare, Education and Childcare",DDC Center Inc.*,One Stop,L + 6.25,9.25,10/2014,7849.0,7844.0,1.2,7849.0
160,"Healthcare, Education and Childcare",DDC Center Inc.,One Stop,L + 6.25,(5),10/2014,0.0,0.0,0.0,0.0
161,"Healthcare, Education and Childcare",Delta Educational Systems*,Senior loan,P + 4.75,8.00,12/2016,1762.0,1736.0,0.3,1762.0
162,"Healthcare, Education and Childcare","Dialysis Newco, Inc.  (4)",Second Lien,L + 8.50,(5),02/2021,0.0,,0.0,0.0
163,"Healthcare, Education and Childcare","Dialysis Newco, Inc.*",Second Lien,L + 8.50,9.75,02/2021,23901.0,23310.0,3.6,23901.0
164,"Healthcare, Education and Childcare","Dialysis Newco, Inc.",Senior loan,L + 4.25,5.25,08/2020,6330.0,6270.0,1.0,6345.0
165,"Healthcare, Education and Childcare","Encore Rehabilitation Services, LLC  (4)",One Stop,L + 6.25,(5),06/2017,0.0,,0.0,0.0
166,"Healthcare, Education and Childcare","Encore Rehabilitation Services, LLC",One Stop,L + 6.25,7.50,06/2017,5066.0,4970.0,0.8,5066.0
167,"Healthcare, Education and Childcare","G & H Wire Company, Inc.  (4)",Senior loan,L + 5.50,(5),11/2016,0.0,,0.0,0.0
168,"Healthcare, Education and Childcare","G & H Wire Company, Inc.*",Senior loan,L + 5.50,7.00,11/2016,8497.0,8403.0,1.3,8497.0
169,"Healthcare, Education and Childcare","Healogics, Inc.*",Second Lien,L + 8.00,9.25,02/2020,16454.0,16310.0,2.5,16824.0
170,"Healthcare, Education and Childcare","Hospitalists Management Group, LLC",Senior loan,P + 4.00,7.06,05/2017,837.0,828.0,0.1,764.0
171,"Healthcare, Education and Childcare","Hospitalists Management Group, LLC",Senior loan,L + 5.00,6.50,05/2017,3694.0,3634.0,0.5,3398.0
172,"Healthcare, Education and Childcare","Hospitalists Management Group, LLC",Senior loan,L + 5.00,6.51,05/2017,435.0,430.0,0.1,400.0
173,"Healthcare, Education and Childcare","IntegraMed America, Inc.  (4)",One Stop,L + 7.25,(5),09/2017,0.0,,0.0,0.0
174,"Healthcare, Education and Childcare","IntegraMed America, Inc.*",One Stop,L + 7.25,8.50,09/2017,14420.0,14177.0,2.2,14420.0
175,"Healthcare, Education and Childcare","Maverick Healthcare Group, LLC*",Senior loan,L + 5.50,7.25,12/2016,2019.0,2003.0,0.3,2019.0
176,"Healthcare, Education and Childcare","NeuroTherm, Inc.",Senior loan,L + 5.00,6.50,02/2016,23.0,19.0,0.0,23.0
177,"Healthcare, Education and Childcare","NeuroTherm, Inc.*",Senior loan,L + 5.00,6.50,02/2016,1298.0,1286.0,0.2,1298.0
178,"Healthcare, Education and Childcare","Northwestern Management Services, LLC*",Senior loan,L + 5.25,6.50,10/2017,48.0,35.0,0.0,48.0
179,"Healthcare, Education and Childcare","Northwestern Management Services, LLC",Senior loan,L + 5.25,6.50,10/2017,4019.0,3955.0,0.6,4019.0
180,"Healthcare, Education and Childcare","Northwestern Management Services, LLC  (4)",Senior loan,L + 5.25,(5),10/2017,0.0,,0.0,0.0
181,"Healthcare, Education and Childcare","Pentec Acquisition Sub, Inc.  (4)",Senior loan,L + 5.25,(5),05/2017,0.0,,0.0,0.0
182,"Healthcare, Education and Childcare","Pentec Acquisition Sub, Inc.*",Senior loan,L + 5.25,6.50,05/2018,1868.0,1841.0,0.3,1868.0
183,"Healthcare, Education and Childcare","Precision Dermatology, Inc.  (4)",One Stop,L + 6.00,(5),09/2018,0.0,,0.0,
184,"Healthcare, Education and Childcare","Precision Dermatology, Inc.",One Stop,L + 6.00,7.25,09/2018,10042.0,9947.0,1.5,9991.0
185,"Healthcare, Education and Childcare","Reliant Pro ReHab, LLC",Senior loan,P + 3.75,7.00,06/2016,276.0,270.0,0.0,276.0
186,"Healthcare, Education and Childcare","Reliant Pro ReHab, LLC*",Senior loan,L + 4.75,6.00,06/2016,3361.0,3332.0,0.5,3361.0
187,"Healthcare, Education and Childcare","Reliant Pro ReHab, LLC",Senior loan,L + 4.75,6.00,06/2016,932.0,927.0,0.1,932.0
188,"Healthcare, Education and Childcare",Renaissance Pharma (U.S.) Holdings Inc.  (4),Senior loan,L + 5.25,(5),05/2018,0.0,,0.0,0.0
189,"Healthcare, Education and Childcare",Renaissance Pharma (U.S.) Holdings Inc.*,Senior loan,L + 5.25,6.75,05/2018,4435.0,4382.0,0.7,4435.0
190,"Healthcare, Education and Childcare",Southern Anesthesia and Surgical  (4),One Stop,L + 7.00,(5),11/2017,0.0,,0.0,0.0
191,"Healthcare, Education and Childcare",Southern Anesthesia and Surgical,One Stop,L + 7.00,8.25,11/2017,6186.0,6067.0,0.9,6186.0
192,"Healthcare, Education and Childcare","Surgical Information Systems, LLC",Senior loan,L + 3.00,4.01,09/2018,1704.0,1704.0,0.3,1704.0
193,"Healthcare, Education and Childcare","WIL Research Company, Inc.*",Senior loan,L + 4.50,5.75,02/2018,782.0,774.0,0.1,770.0
194,"Healthcare, Education and Childcare","Young Innovations, Inc.  (4)",Senior loan,L + 4.50,(5),01/2018,0.0,,0.0,0.0
195,"Healthcare, Education and Childcare","Young Innovations,  Inc.",Senior loan,L + 4.50,5.75,01/2019,4393.0,4365.0,0.7,4393.0
196,"Home and Office Furnishings,","Home and Office Furnishings,",Senior loan,,,,,,,
197,"Housewares, and Durable Consumer","Housewares, and Durable Consumer",Senior loan,,,,,,,
198,"Housewares, and Durable Consumer","Plano Molding Company, LLC",Senior loan,L + 4.25,5.25,10/2018,2022.0,2007.0,0.3,2007.0
199,"Housewares, and Durable Consumer","WII Components, Inc.*",Senior loan,L + 4.75,6.25,07/2016,1616.0,1604.0,0.2,1616.0
200,"Housewares, and Durable Consumer","WII Components, Inc.",Senior loan,P + 3.75,7.00,07/2016,7.0,6.0,0.0,7.0
201,"Housewares, and Durable Consumer",Zenith Products Corporation,One Stop,P + 1.75,5.00,09/2013,29.0,29.0,0.0,19.0
202,"Housewares, and Durable Consumer",Zenith Products Corporation*,One Stop,P + 3.50,6.75,09/2013,3684.0,3684.0,0.4,2395.0
203,Insurance,Insurance,One Stop,,,,,,,
204,Insurance,"AssuredPartners Capital, Inc.*",Senior loan,L + 4.50,5.75,12/2018,2371.0,2353.0,0.4,2371.0
205,Insurance,"AssuredPartners Capital, Inc.",Senior loan,L + 4.75,6.00,06/2019,172.0,168.0,0.0,172.0
206,Insurance,"AssuredPartners Capital, Inc.  (4)",Senior loan,L + 4.75,(5),12/2019,0.0,,0.0,0.0
207,Insurance,"Captive Resources Midco, LLC  (4)",Senior loan,L + 5.50,(5),10/2017,0.0,,0.0,0.0
208,Insurance,"Captive Resources Midco, LLC*",Senior loan,P + 4.50,7.75,10/2018,3543.0,3515.0,0.5,3543.0
209,Insurance,"Evolution1, Inc.*",Senior loan,L + 4.75,6.25,06/2016,4549.0,4515.0,0.7,4549.0
210,Insurance,"Evolution1, Inc.",Senior loan,P + 3.75,7.00,06/2016,56.0,53.0,0.0,56.0
211,Investment Funds and Vehicles,Investment Funds and Vehicles,Senior loan,,,,,,,
