,Industry,Company,Investment Type,Spread Above Index,Interest Rate,Maturity Date,Principal Shares,Amortized Cost,Percentage of Net Assets,Fair Value
84,Diversified Conglomerate Manufacturing,Onicon Incorporated  *^#,One stop,L + 6.00,7.00,04/2020,13338,13211,1.5,13338
85,Diversified Conglomerate Manufacturing,Onicon Incorporated  (4),One stop,L + 6.00,N/A  (5),04/2020,-,(6,-,-
86,Diversified Conglomerate Manufacturing,"PetroChoice Holdings, Inc.  ^",Senior loan,L + 5.00,6.00,08/2022,1763,1716,0.2,1763
87,Diversified Conglomerate Manufacturing,"Plex Systems, Inc.  *^",One stop,L + 7.50,8.75,06/2020,18797,18439,2.2,18797
88,Diversified Conglomerate Manufacturing,"Plex Systems, Inc.  (4)",One stop,L + 7.50,N/A  (5),06/2020,-,(28,-,-
89,Diversified Conglomerate Manufacturing,"Reladyne, Inc.  *^",Senior loan,L + 5.25,6.25,07/2022,10149,9999,1.2,10149
90,Diversified Conglomerate Manufacturing,"Reladyne, Inc.  *",Senior loan,L + 5.25,6.25,07/2022,111,110,-,111
91,Diversified Conglomerate Manufacturing,"Reladyne, Inc.",Senior loan,L + 5.25,6.25,07/2022,36,36,-,36
92,Diversified Conglomerate Manufacturing,"Reladyne, Inc.",Senior loan,L + 5.25,6.25,07/2022,26,24,-,26
93,Diversified Conglomerate Manufacturing,"Reladyne, Inc.  (4)",Senior loan,L + 5.25,N/A  (5),07/2022,-,(1,-,-
94,Diversified Conglomerate Manufacturing,"Sunless Merger Sub, Inc.  #",Senior loan,L + 5.00,6.25,07/2019,1488,1496,0.2,1488
95,Diversified Conglomerate Manufacturing,"Sunless Merger Sub, Inc.",Senior loan,P + 3.75,7.50,07/2019,145,145,-,145
96,Diversified Conglomerate Service,Diversified Conglomerate Service,Senior loan,,,,,,,
97,Diversified Conglomerate Service,"Accellos, Inc.  *^",One stop,L + 5.75,6.75,07/2020,17126,16999,2.0,17126
98,Diversified Conglomerate Service,"Accellos, Inc.  (4)",One stop,L + 5.75,N/A  (5),07/2020,-,(7,-,-
99,Diversified Conglomerate Service,"Actiance, Inc.  *^",One stop,L + 9.00,10.00,10/2019,3962,3826,0.4,3943
100,Diversified Conglomerate Service,"Actiance, Inc.",One stop,L + 9.00,N/A  (5),10/2019,-,-,-,-
101,Diversified Conglomerate Service,Agility Recovery Solutions Inc.  *^,One stop,L + 6.50,7.50,03/2020,14057,13925,1.6,14057
102,Diversified Conglomerate Service,Agility Recovery Solutions Inc.  (4),One stop,L + 6.50,N/A  (5),03/2020,-,(6,-,-
103,Diversified Conglomerate Service,Bomgar Corporation  ^,One stop,L + 7.50,8.50,06/2022,4876,4786,0.6,4876
104,Diversified Conglomerate Service,Bomgar Corporation  (4),One stop,L + 7.50,N/A  (5),06/2022,-,(2,-,-
105,Diversified Conglomerate Service,"CIBT Holdings, Inc  ^",Senior loan,L + 5.25,6.25,06/2022,1973,1955,0.2,1973
106,Diversified Conglomerate Service,"CIBT Holdings, Inc",Senior loan,L + 5.25,N/A  (5),06/2022,-,-,-,-
107,Diversified Conglomerate Service,"Clearwater Analytics, LLC  #",One stop,L + 7.50,8.50,09/2022,10025,9859,1.2,10025
108,Diversified Conglomerate Service,"Clearwater Analytics, LLC  (4)",One stop,L + 7.50,N/A  (5),09/2022,-,(2,-,-
109,Diversified Conglomerate Service,Daxko Acquisition Corporation  #,One stop,L + 6.50,7.50,09/2022,8536,8414,1.0,8536
110,Diversified Conglomerate Service,Daxko Acquisition Corporation,One stop,L + 6.50,N/A  (5),09/2022,-,-,-,-
111,Diversified Conglomerate Service,"EGD Security Systems, LLC",One stop,L + 6.25,7.25,06/2022,11113,10887,1.3,11113
112,Diversified Conglomerate Service,"EGD Security Systems, LLC  ^",One stop,L + 6.25,7.25,06/2022,98,97,-,98
113,Diversified Conglomerate Service,"EGD Security Systems, LLC  (4)",One stop,L + 6.25,N/A  (5),06/2022,-,(2,-,-
114,Diversified Conglomerate Service,"EGD Security Systems, LLC  (4)",One stop,L + 6.25,N/A  (5),06/2022,-,(1,-,-
115,Diversified Conglomerate Service,"HealthcareSource HR, Inc.",One stop,L + 6.75,7.75,05/2020,17679,17392,2.0,17679
116,Diversified Conglomerate Service,"HealthcareSource HR, Inc.  (4)",One stop,L + 6.75,N/A  (5),05/2020,-,(1,-,-
117,Diversified Conglomerate Service,"Host Analytics, Inc.",One stop,No Value,8.50 cash/2.25 PIK,02/2020,3046,2999,0.4,3046
118,Diversified Conglomerate Service,"Host Analytics, Inc.",One stop,No Value,8.50 cash/2.25 PIK,08/2021,2553,2402,0.3,2553
119,Diversified Conglomerate Service,"Host Analytics, Inc.  (4)",One stop,N/A  (5),02/2020,-,(8,-,-,
120,Diversified Conglomerate Service,"III US Holdings, LLC  #",One stop,L + 6.00,7.09,09/2022,5496,5391,0.6,5496
121,Diversified Conglomerate Service,"III US Holdings, LLC  (4)",One stop,L + 6.00,N/A  (5),09/2022,-,(1,-,-
122,Diversified Conglomerate Service,"Integration Appliance, Inc.  *^",One stop,L + 8.25,9.50,09/2020,16123,15994,1.9,16123
123,Diversified Conglomerate Service,"Integration Appliance, Inc.",One stop,L + 8.25,9.50,09/2020,7913,7780,0.9,7913
124,Diversified Conglomerate Service,"Integration Appliance, Inc.",One stop,L + 8.25,9.50,09/2020,5396,5313,0.6,5396
125,Diversified Conglomerate Service,"Integration Appliance, Inc.",One stop,L + 8.25,9.50,09/2018,899,892,0.1,899
126,Diversified Conglomerate Service,"Integration Appliance, Inc.  *",One stop,L + 8.25,9.50,09/2020,719,710,0.1,719
127,Diversified Conglomerate Service,"Jensen Hughes, Inc.  #",Senior loan,L + 5.00,6.00,12/2021,134,133,-,134
128,Diversified Conglomerate Service,"Kinnser Software, Inc.",One stop,L + 6.50,7.50,12/2022,8626,8433,1.0,8540
129,Diversified Conglomerate Service,"Kinnser Software, Inc.  (4)",One stop,L + 6.50,N/A  (5),12/2021,-,(1,-,(1
130,Diversified Conglomerate Service,"Netsmart Technologies, Inc.  #",Senior loan,L + 4.50,5.50,04/2023,1768,1752,0.2,1777
131,Diversified Conglomerate Service,"Netsmart Technologies, Inc.  (4)",Senior loan,L + 4.75,N/A  (5),04/2023,-,(9,-,-
132,Diversified Conglomerate Service,"Project Alpha Intermediate Holding, Inc.  *#",One stop,L + 8.25,9.25,08/2022,17214,16728,2.0,17214
133,Diversified Conglomerate Service,"PT Intermediate Holdings III, LLC",One stop,L + 6.50,7.50,06/2022,22194,21688,2.5,22194
134,Diversified Conglomerate Service,"PT Intermediate Holdings III, LLC",One stop,P + 5.50,9.25,06/2022,25,22,-,25
135,Diversified Conglomerate Service,"Secure-24, LLC  *^",One stop,L + 5.00,6.00,08/2019,22604,22346,2.6,22379
136,Diversified Conglomerate Service,"Secure-24, LLC  (4)",One stop,L + 5.00,N/A  (5),08/2019,-,(6,-,(6
137,Diversified Conglomerate Service,"Severin Acquisition, LLC  ^",Senior loan,L + 5.38,6.38,07/2021,890,883,0.1,902
138,Diversified Conglomerate Service,"Severin Acquisition, LLC  ^",Senior loan,L + 5.00,6.00,07/2021,792,786,0.1,792
139,Diversified Conglomerate Service,"Severin Acquisition, LLC  #",Senior loan,L + 5.00,6.00,07/2021,673,667,0.1,673
140,Diversified Conglomerate Service,"Severin Acquisition, LLC  ^",Senior loan,L + 5.38,6.38,07/2021,606,600,0.1,614
141,Diversified Conglomerate Service,"Severin Acquisition, LLC  ^",Senior loan,L + 4.88,5.88,07/2021,195,194,-,195
142,Diversified Conglomerate Service,"Source Medical Solutions, Inc.",Second lien,L + 11.00,9.00 cash/3.00 PIK,03/2018,9546,9436,1.1,9546
143,Diversified Conglomerate Service,"Steelwedge Software, Inc.  ^",One stop,L + 10.00,9.00 cash/2.00 PIK,09/2020,2208,2125,0.2,2208
144,Diversified Conglomerate Service,"Steelwedge Software, Inc.",One stop,L + 10.00,N/A  (5),09/2020,-,-,-,-
145,Diversified Conglomerate Service,"TA MHI Buyer, Inc.  ^",One stop,L + 6.50,7.50,09/2021,8212,8155,0.9,8212
146,Diversified Conglomerate Service,"TA MHI Buyer, Inc.  *",One stop,L + 6.50,7.50,09/2021,1278,1266,0.1,1278
147,Diversified Conglomerate Service,"TA MHI Buyer, Inc  .^",One stop,L + 6.50,7.50,09/2021,664,658,0.1,664
148,Diversified Conglomerate Service,"TA MHI Buyer, Inc.  ^",One stop,L + 6.50,7.50,09/2021,237,235,-,237
149,Diversified Conglomerate Service – (continued),Diversified Conglomerate Service – (continued),One stop,,,,,,,
150,Diversified Conglomerate Service – (continued),"TA MHI Buyer, Inc.",One stop,L + 6.50,N/A  (5),09/2021,-,-,-,-
151,Diversified Conglomerate Service – (continued),"Trintech, Inc.  *^#",One stop,L + 6.00,7.00,10/2021,10938,10826,1.3,10938
152,Diversified Conglomerate Service – (continued),"Trintech, Inc.",One stop,L + 6.00,N/A  (5),10/2021,-,-,-,-
153,Diversified Conglomerate Service – (continued),"Vendavo, Inc.",One stop,L + 8.50,9.50,10/2019,17981,17739,2.0,17672
154,Diversified Conglomerate Service – (continued),"Vendavo, Inc.  (4)",One stop,L + 8.50,N/A  (5),10/2019,-,(9,-,(25
155,Diversified Conglomerate Service – (continued),Vendor Credentialing Service LLC,One stop,L + 6.00,7.00,11/2021,10169,9956,1.2,10169
156,Diversified Conglomerate Service – (continued),Vendor Credentialing Service LLC  (4),One stop,L + 6.00,N/A  (5),11/2021,-,(1,-,-
157,Diversified Conglomerate Service – (continued),"Vitalyst, LLC",Senior loan,L + 5.00,6.25,09/2017,1365,1363,0.2,1365
158,Diversified Conglomerate Service – (continued),"Vitalyst, LLC",Senior loan,P + 4.00,7.75,09/2017,11,11,-,11
159,Diversified Conglomerate Service – (continued),"Workforce Software, LLC  ^",One stop,L + 10.50,4.50 cash/7.00 PIK,06/2021,5128,5095,0.6,5128
160,Diversified Conglomerate Service – (continued),"Workforce Software, LLC",One stop,L + 10.50,N/A  (5),06/2021,-,-,-,-
161,Diversified Conglomerate Service – (continued),"Xmatters, Inc. and Alarmpoint, Inc.",One stop,L + 8.50,9.50,08/2021,4629,4567,0.5,4629
162,Diversified Conglomerate Service – (continued),"Xmatters, Inc. and Alarmpoint, Inc.",One stop,P + 7.25,11.00,08/2021,20,20,-,20
163,Ecological,Ecological,One stop,,,,,,,
164,Ecological,"Pace Analytical Services, LLC",One stop,L + 6.25,7.25,09/2022,15462,15054,1.8,15462
165,Ecological,"Pace Analytical Services, LLC",One stop,L + 6.25,7.25,09/2022,12,6,-,12
166,Ecological,"Pace Analytical Services, LLC  (4)",One stop,L + 6.25,N/A  (5),09/2022,-,(2,-,-
167,Electronics,Electronics,One stop,,,,,,,
168,Electronics,"Appriss Holdings, Inc.  *#",Senior loan,L + 5.25,6.25,11/2020,15412,15240,1.8,15412
169,Electronics,"Appriss Holdings, Inc.",Senior loan,P + 4.00,7.12,11/2020,1892,1863,0.2,1892
170,Electronics,"Compusearch Software Holdings, Inc.  ^",Senior loan,L + 4.25,5.25,05/2021,1305,1302,0.1,1305
171,Electronics,Diligent Corporation  *,One stop,L + 6.75,7.75,04/2022,4876,4767,0.5,4897
172,Electronics,Diligent Corporation  *^,One stop,L + 6.25,7.25,04/2022,2669,2630,0.3,2630
173,Electronics,Diligent Corporation  (4),One stop,L + 6.75,N/A  (5),04/2022,-,(2,-,-
174,Electronics,"ECI Acquisition Holdings, Inc.  *^#",One stop,L + 6.25,7.25,03/2019,21612,21432,2.5,21612
175,Electronics,"ECI Acquisition Holdings, Inc.  *",One stop,L + 6.25,7.25,03/2019,1399,1388,0.2,1399
176,Electronics,"ECI Acquisition Holdings, Inc.  (4)",One stop,L + 6.25,N/A  (5),03/2019,-,(8,-,-
177,Electronics,"Gamma Technologies, LLC  ^#",One stop,L + 5.00,6.00,06/2021,17955,17821,2.1,17955
178,Electronics,"Gamma Technologies, LLC",One stop,L + 5.00,6.00,06/2021,5,4,-,5
179,Electronics,"LD Intermediate Holdings, Inc.  *^",Senior loan,L + 5.88,6.88,12/2022,2588,2382,0.3,2406
180,Electronics,Park Place Technologies LLC  *^#,One stop,L + 5.00,6.00,06/2022,16175,15982,1.8,16014
181,Electronics,Park Place Technologies LLC  (4),One stop,L + 5.00,N/A  (5),06/2022,-,(2,-,(2
182,Electronics,"SEI, Inc.  #",Senior loan,L + 4.75,5.75,07/2021,1099,1088,0.1,1099
183,Electronics,"Sloan Company, Inc., The  #",One stop,L + 7.25,8.25,04/2020,7494,7400,0.8,7120
184,Electronics,"Sloan Company, Inc., The",One stop,L + 7.25,8.25,04/2020,15,14,-,12
185,Electronics,Sovos Compliance  *^,One stop,L + 7.25,8.25,03/2022,9399,9232,1.1,9399
186,Electronics,Sovos Compliance  (4),One stop,L + 7.25,N/A  (5),03/2022,-,(1,-,-
187,Electronics,Sparta Holding Corporation  *^#,One stop,L + 5.50,6.50,07/2020,22309,22142,2.6,22309
188,Electronics,Sparta Holding Corporation  (4),One stop,L + 5.50,N/A  (5),07/2020,-,(23,-,-
189,Electronics,"Watchfire Enterprises, Inc.",Second lien,L + 8.00,9.00,10/2021,9435,9283,1.1,9435
190,Grocery,Grocery,Second lien,,,,,,,
191,Grocery,"MyWebGrocer, Inc.  *",One stop,L + 8.75,10.00,05/2017,14271,14218,1.6,14271
192,Grocery,"Teasdale Quality Foods, Inc.  #",Senior loan,L + 4.75,5.77,10/2020,716,704,0.1,726
193,Grocery,"Teasdale Quality Foods, Inc.  #",Senior loan,L + 4.75,5.77,10/2020,536,532,0.1,543
194,"Healthcare, Education and Childcare","Healthcare, Education and Childcare",Senior loan,,,,,,,
195,"Healthcare, Education and Childcare","Active Day, Inc.",One stop,L + 6.00,7.00,12/2021,13504,13198,1.6,13504
196,"Healthcare, Education and Childcare","Active Day, Inc.  ^",One stop,L + 6.00,7.00,12/2021,1042,1027,0.1,1042
197,"Healthcare, Education and Childcare – (continued)","Healthcare, Education and Childcare – (continued)",One stop,,,,,,,
198,"Healthcare, Education and Childcare – (continued)","Active Day, Inc.  (4)",One stop,L + 6.00,N/A  (5),12/2021,-,(1,-,-
199,"Healthcare, Education and Childcare – (continued)","Active Day, Inc.  (4)",One stop,L + 6.00,N/A  (5),12/2021,-,(20,-,-
200,"Healthcare, Education and Childcare – (continued)","ADCS Clinics Intermediate Holdings, LLC",One stop,L + 5.75,6.75,05/2022,21442,20866,2.5,21442
201,"Healthcare, Education and Childcare – (continued)","ADCS Clinics Intermediate Holdings, LLC  *",One stop,L + 5.75,6.75,05/2022,109,107,-,109
202,"Healthcare, Education and Childcare – (continued)","ADCS Clinics Intermediate Holdings, LLC",One stop,P + 4.75,8.50,05/2022,33,31,-,33
203,"Healthcare, Education and Childcare – (continued)","ADCS Clinics Intermediate Holdings, LLC  *",One stop,L + 5.75,6.75,05/2022,32,32,-,32
204,"Healthcare, Education and Childcare – (continued)","ADCS Clinics Intermediate Holdings, LLC  (4)",One stop,L + 5.75,N/A  (5),05/2022,-,(4,-,-
205,"Healthcare, Education and Childcare – (continued)","Agilitas USA, Inc.  ^",Senior loan,L + 4.00,5.00,10/2020,2119,2106,0.2,2013
206,"Healthcare, Education and Childcare – (continued)","Aris Teleradiology Company, LLC  *",Senior loan,L + 4.75,5.75,03/2021,2720,2695,0.3,2693
207,"Healthcare, Education and Childcare – (continued)","Aris Teleradiology Company, LLC",Senior loan,L + 4.75,5.75,03/2021,15,15,-,15
208,"Healthcare, Education and Childcare – (continued)","Avalign Technologies, Inc.  ^",Senior loan,L + 4.50,5.50,07/2021,1136,1132,0.1,1136
209,"Healthcare, Education and Childcare – (continued)","BIORECLAMATIONIVT, LLC  *^#",One stop,L + 6.25,7.25,01/2021,14356,14153,1.7,14356
210,"Healthcare, Education and Childcare – (continued)","BIORECLAMATIONIVT, LLC  (4)",One stop,L + 6.25,N/A  (5),01/2021,-,(1,-,-
211,"Healthcare, Education and Childcare – (continued)","California Cryobank, LLC  ^",One stop,L + 5.50,6.50,08/2019,1547,1538,0.2,1531
212,"Healthcare, Education and Childcare – (continued)","California Cryobank, LLC  ^",One stop,L + 5.50,6.50,08/2019,758,747,0.1,750
213,"Healthcare, Education and Childcare – (continued)","California Cryobank, LLC  ^",One stop,L + 5.50,6.50,08/2019,213,212,-,211
214,"Healthcare, Education and Childcare – (continued)","California Cryobank, LLC  (4)",One stop,L + 5.50,N/A  (5),08/2019,-,(1,-,(2
215,"Healthcare, Education and Childcare – (continued)",Certara L.P.  *^,One stop,L + 6.25,7.25,12/2018,20705,20584,2.4,20705
216,"Healthcare, Education and Childcare – (continued)",Certara L.P.  (4),One stop,L + 6.25,N/A  (5),12/2018,-,(5,-,-
217,"Healthcare, Education and Childcare – (continued)","CLP Healthcare Services, Inc.  ^",Senior loan,L + 5.25,6.25,12/2020,3954,3920,0.5,3954
218,"Healthcare, Education and Childcare – (continued)","CPI Buyer, LLC  *^",Senior loan,L + 4.50,5.50,08/2021,7720,7514,0.9,7720
219,"Healthcare, Education and Childcare – (continued)",Curo Health Services LLC  #,Senior loan,L + 5.50,6.50,02/2022,1965,1951,0.2,1981
220,"Healthcare, Education and Childcare – (continued)","DCA Investment Holding, LLC  *^#",One stop,L + 5.25,6.25,07/2021,18919,18604,2.1,18542
221,"Healthcare, Education and Childcare – (continued)","DCA Investment Holding, LLC  *^#",One stop,L + 5.25,6.25,07/2021,13570,13433,1.5,13298
222,"Healthcare, Education and Childcare – (continued)","DCA Investment Holding, LLC  #",One stop,L + 5.25,6.25,07/2021,2494,2446,0.3,2444
