,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
44,"Beverage, Food and Tobacco","Northern Brewer, LLC",One Stop,P + 6.50,,8.50,,02/2018,,332,,320,,0.1,,319
45,"Beverage, Food and Tobacco","Northern Brewer, LLC",One Stop,L + 6.50,,8.00,,02/2018,,6494,,6343,,1.1,,6397
46,"Beverage, Food and Tobacco","Richelieu Foods, Inc.",Senior Loan,P + 5.00,,7.25,,11/2015,,108,,100,,0,,108
47,"Beverage, Food and Tobacco","Richelieu Foods, Inc.*",Senior Loan,L + 5.00,,6.75,,11/2015,,1988,,1962,,0.3,,1988
48,"Beverage, Food and Tobacco",Smashburger Finance LLC  (4),Senior Loan,L + 4.25,,(5),,05/2018,,0,,(6,,0,,(4
49,"Beverage, Food and Tobacco",Smashburger Finance LLC*,Senior Loan,L + 4.25,,5.50,,05/2018,,3274,,3250,,0.5,,3258
50,Building and Real Estate,ASP PDM Acquisition Co. LLC*  (3),Senior Loan,P + 7.25,,10.50,,12/2013,,451,,443,,0,,180
51,Building and Real Estate,"Global Claims Services, Inc.  (4)",Senior Loan,L + 4.75,,(5),,06/2018,,0,,(1,,0,,0
52,Building and Real Estate,"Global Claims Services, Inc.*",Senior Loan,L + 4.75,,6.00,,06/2018,,803,,793,,0.1,,803
53,Building and Real Estate,"KHKI Acquisition, Inc.",Senior Loan,P + 5.00,,8.50,,03/2017,,2573,,2573,,0.2,,1415
54,Building and Real Estate,Tecta America Corp.,Senior Loan,P + 5.75,,9.00,,06/2013,,141,,141,,0,,141
55,Building and Real Estate,Tecta America Corp.,Senior Loan,P + 5.75,,9.00,,03/2014,,3779,,3779,,0.4,,2267
56,Cargo Transport,RP Crown Parent*,Senior Loan,L + 5.50,,6.75,,12/2018,,1990,,1953,,0.3,,2002
57,Cargo Transport,RP Crown Parent,Second Lien,L + 10.00,,11.25,,12/2019,,7500,,7360,,1.3,,7772
58,"Chemicals, Plastics and Rubber","Integrated DNA Technologies, Inc",Subordinated Debt,No Value,,12.00 cash/2.00 PIK,,04/2015,,2167,,2131,,0.4,,2167
59,"Chemicals, Plastics and Rubber","Road Infrastructure Investment, LLC",Senior Loan,L + 5.00,,5.28,,03/2017,,316,,282,,0.1,,313
60,"Chemicals, Plastics and Rubber","Road Infrastructure Investment, LLC*",Senior Loan,L + 5.00,,6.25,,03/2018,,4515,,4467,,0.8,,4526
61,"Containers, Packaging and Glass",Fort Dearborn Company*,Senior Loan,L + 4.25,,5.25,,10/2017,,48,,48,,0,,48
62,"Containers, Packaging and Glass",Fort Dearborn Company*,Senior Loan,L + 4.75,,5.75,,10/2018,,191,,189,,0,,191
63,"Containers, Packaging and Glass",Fort Dearborn Company*,Senior Loan,L + 4.25,,5.25,,10/2017,,570,,566,,0.1,,570
64,"Containers, Packaging and Glass",Fort Dearborn Company*,Senior Loan,L + 4.75,,5.75,,10/2018,,2208,,2192,,0.4,,2208
65,"Containers, Packaging and Glass",John Henry Holdings Inc.,Second Lien,L + 9.00,,10.25,,05/2019,,1175,,1148,,0.2,,1197
66,"Containers, Packaging and Glass","Packaging Coordinators, Inc.*",Senior Loan,L + 4.25,,5.50,,05/2020,,6810,,6776,,1.1,,6776
67,"Containers, Packaging and Glass","Packaging Coordinators, Inc.",Second Lien,L + 8.25,,9.50,,11/2020,,29098,,28520,,4.8,,28807
68,Diversified Conglomerate Manufacturing,"Chase Industries, Inc.*",One Stop,L + 6.19,,6.75,,11/2017,,11572,,11387,,1.9,,11572
69,Diversified Conglomerate Manufacturing,"Metal Spinners, Inc.*",Senior Loan,L + 6.50,,8.00,,12/2014,,1367,,1343,,0.2,,1367
70,Diversified Conglomerate Manufacturing,"Metal Spinners, Inc.*",Senior Loan,L + 6.50,,8.00,,12/2014,,2721,,2678,,0.5,,2721
71,Diversified Conglomerate Manufacturing,Onicon Incorporated  (4),One Stop,L + 6.75,,(5),,12/2017,,0,,(14,,0,,0
72,Diversified Conglomerate Manufacturing,Onicon Incorporated,One Stop,L + 6.75,,8.25,,12/2017,,3652,,3586,,0.6,,3652
73,Diversified Conglomerate Manufacturing,"Pasternack Enterprises, Inc.*",Senior Loan,L + 5.00,,6.25,,12/2017,,1231,,1221,,0.2,,1231
74,Diversified Conglomerate Manufacturing,"Plex Systems, Inc.  (4)",Senior Loan,L + 7.50,,(5),,06/2018,,0,,(26,,0,,(26
75,Diversified Conglomerate Manufacturing,"Plex Systems, Inc.*",Senior Loan,P + 6.25,,9.50,,06/2018,,13670,,13375,,2.2,,13465
76,Diversified Conglomerate Manufacturing,"Sunless Merger Sub, Inc.",Senior Loan,P + 4.00,,7.25,,07/2016,,68,,67,,0,,47
77,Diversified Conglomerate Manufacturing,"Sunless Merger Sub, Inc.*",Senior Loan,L + 5.25,,6.50,,07/2016,,2201,,2194,,0.3,,2025
78,Diversified Conglomerate Manufacturing,Tecomet Inc.  (4),Senior Loan,L + 4.50,,(5),,12/2016,,0,,(5,,0,,0
79,Diversified Conglomerate Manufacturing,Tecomet Inc.*,Senior Loan,L + 4.50,,5.75,,12/2016,,5667,,5597,,0.9,,5667
80,Diversified Conglomerate Manufacturing,"TIDI Products, LLC  (4)",Senior Loan,L + 7.00,,(5),,07/2017,,0,,(11,,0,,0
81,Diversified Conglomerate Manufacturing,"TIDI Products, LLC*",Senior Loan,L + 7.00,,8.25,,07/2018,,8726,,8565,,1.5,,8726
82,Diversified Conglomerate Manufacturing,"Vintage Parts, Inc.*",One Stop,L + 5.50,,5.78,,12/2013,,5069,,5063,,0.8,,5018
83,Diversified Conglomerate Manufacturing,"Vintage Parts, Inc.*",One Stop,L + 6.00,,8.50,,12/2013,,70,,70,,0,,70
84,Diversified Conglomerate Manufacturing,"Vintage Parts, Inc.*",One Stop,L + 8.00,,9.75,,12/2013,,1059,,1053,,0.2,,1070
85,Diversified Conglomerate Service,"Aderant North America, Inc.*",Senior Loan,L + 5.00,,6.25,,12/2018,,4518,,4477,,0.8,,4519
86,Diversified Conglomerate Service,Agility Recovery Solutions Inc.  (4),One Stop,L + 6.75,,(5),,12/2017,,0,,(6,,0,,0
87,Diversified Conglomerate Service,Agility Recovery Solutions Inc.*,One Stop,L + 6.75,,8.00,,12/2017,,5998,,5869,,1.0,,5998
88,Diversified Conglomerate Service,API Healthcare Corporation*,One Stop,L + 8.60,,9.85,,04/2018,,34587,,34296,,5.7,,34424
89,Diversified Conglomerate Service,"Consona Holdings, Inc.  (4)",Senior Loan,L + 5.50,,(5),,08/2017,,0,,(3,,0,,0
90,Diversified Conglomerate Service,"Consona Holdings, Inc.*",Senior Loan,L + 5.50,,6.75,,08/2018,,1051,,1020,,0.2,,1051
91,Diversified Conglomerate Service,"Consona Holdings, Inc.*",Senior Loan,L + 6.00,,7.25,,08/2018,,1555,,1542,,0.3,,1555
92,Diversified Conglomerate Service,"Document Technologies, LLC  (4)",Senior Loan,L + 4.25,,(5),,12/2018,,0,,(14,,0,,0
93,Diversified Conglomerate Service,"Document Technologies, LLC*",Senior Loan,L + 4.25,,5.50,,12/2018,,6758,,6688,,1.1,,6758
94,Diversified Conglomerate Service,"EAG, Inc.*",Senior Loan,P + 3.50,,6.75,,07/2017,,2527,,2497,,0.4,,2527
95,Diversified Conglomerate Service,HighJump Acquisition LLC,One Stop,L + 8.50,,9.75,,07/2016,,5340,,5290,,0.9,,5340
96,Diversified Conglomerate Service,"Marathon Data Operating Co., LLC  (4)",One Stop,L + 6.25,,(5),,08/2017,,0,,(9,,0,,0
97,Diversified Conglomerate Service,"Marathon Data Operating Co., LLC",One Stop,L + 6.25,,7.50,,08/2017,,4784,,4684,,0.8,,4784
98,Diversified Conglomerate Service,MSC.Software Corporation*,One Stop,L + 6.50,,7.75,,11/2017,,10158,,9986,,1.7,,10158
99,Diversified Conglomerate Service,"Navex Global, Inc.  (4)",One Stop,L + 7.50,,(5),,12/2016,,0,,(18,,0,,0
100,Diversified Conglomerate Service,"Navex Global, Inc.*",One Stop,L + 7.50,,9.00,,12/2016,,17873,,17551,,3.0,,17873
101,Diversified Conglomerate Service,"NetSmart Technologies, Inc.",Senior Loan,L + 7.53,,7.53,,12/2017,,662,,650,,0.1,,662
102,Diversified Conglomerate Service,"NetSmart Technologies, Inc.*",Senior Loan,L + 7.82,,7.82,,12/2017,,8484,,8403,,1.4,,8484
103,Diversified Conglomerate Service,"PC Helps Support, LLC  (4)",Senior Loan,L + 5.25,,(5),,09/2017,,0,,(2,,0,,0
104,Diversified Conglomerate Service,"PC Helps Support, LLC",Senior Loan,L + 5.25,,6.50,,09/2017,,2020,,1995,,0.3,,2020
105,Diversified Conglomerate Service,"Secure-24, LLC  (4)",One Stop,L + 7.00,,(5),,08/2017,,0,,(7,,0,,0
106,Diversified Conglomerate Service,"Secure-24, LLC*",One Stop,L + 7.00,,8.25,,08/2017,,10592,,10326,,1.8,,10592
107,Diversified Conglomerate Service,"Secure-24, LLC",One Stop,L + 7.00,,8.25,,03/2015,,552,,527,,0.1,,552
108,Diversified Conglomerate Service,"Source Medical Solutions, Inc.",Second Lien,L + 9.50,,10.75,,03/2018,,9294,,9093,,1.5,,9201
109,Diversified Conglomerate Service,"Vericlaim, Inc.  (4)",Senior Loan,L + 4.75,,(5),,05/2018,,0,,(4,,0,,(4
110,Diversified Conglomerate Service,"Vericlaim, Inc.",Senior Loan,L + 4.75,,6.00,,05/2018,,5837,,5808,,1.0,,5808
111,Electronics,"Ecommerce Industries, Inc.  (4)",One Stop,L + 6.75,,(5),,10/2016,,0,,(22,,0,,0
112,Electronics,"Ecommerce Industries, Inc.*",One Stop,L + 8.36,,8.36,,10/2016,,12692,,12538,,2.1,,12692
113,Electronics,"Entrust, Inc./Entrust Limited*",Second Lien,L + 9.50,,10.75,,04/2019,,5204,,5157,,0.9,,5204
114,Electronics,"Entrust, Inc./Entrust Limited*",Second Lien,L + 9.50,,10.75,,04/2019,,11523,,11419,,1.9,,11523
115,Electronics,"Rogue Wave Holdings, Inc.*",One Stop,L + 9.45,,9.45,,11/2017,,6149,,6081,,1.0,,6149
116,Electronics,"Sparta Systems, Inc.  (4)",Senior Loan,L + 5.25,,(5),,12/2017,,0,,(7,,0,,0
117,Electronics,"Sparta Systems, Inc.",Senior Loan,L + 5.25,,6.50,,12/2017,,6804,,6727,,1.1,,6804
118,Electronics,Syncsort Incorporated  (4),Senior Loan,L + 5.50,,(5),,03/2015,,0,,(3,,0,,0
119,Electronics,Syncsort Incorporated*,Senior Loan,P + 4.25,,7.50,,03/2015,,6023,,5944,,1.0,,6023
120,Electronics,"Time-O-Matic, Inc.",Subordinated Debt,No Value,,12.00 cash/1.25 PIK,,12/2016,,11671,,11527,,1.9,,11671
121,Farming and Agriculture,"AGData, L.P.",One Stop,L + 5.75,,7.25,,08/2016,,2618,,2595,,0.4,,2618
122,Finance,"Ascensus, Inc.*",Senior Loan,L + 6.75,,8.00,,12/2018,,18003,,17673,,3.0,,18003
123,Finance,Bonddesk Group LLC*,Senior Loan,L + 5.00,,6.50,,09/2016,,895,,889,,0.1,,895
124,Finance,Pillar Processing LLC*,Senior Loan,L + 5.50,,5.78,,11/2018,,1633,,1630,,0.2,,1470
125,Finance,Pillar Processing LLC*  (3),Senior Loan,No Value,,14.50,,05/2019,,3125,,2599,,0.1,,625
126,Grocery,"MyWebGrocer, Inc.  (4)",Senior Loan,L + 8.75,,(5),,05/2018,,0,,(16,,0,,(16
127,Grocery,"MyWebGrocer, Inc.",Senior Loan,L + 8.75,,6.00 cash/4.00 PIK,,05/2018,,14271,,14021,,2.3,,14129
128,"Healthcare, Education and Childcare","Advanced Pain Management Holdings, Inc.  (4)",Senior Loan,L + 5.00,,(5),,02/2018,,0,,(7,,0,,(8
129,"Healthcare, Education and Childcare","Advanced Pain Management Holdings, Inc.  (4)",Senior Loan,L + 5.00,,(5),,02/2018,,0,,(11,,0,,(12
130,"Healthcare, Education and Childcare","Advanced Pain Management Holdings, Inc.*",Senior Loan,L + 5.00,,6.25,,02/2018,,7382,,7313,,1.2,,7308
131,"Healthcare, Education and Childcare","Avatar International, LLC",Senior Loan,L + 8.00,,9.25,,09/2016,,1662,,1648,,0.3,,1662
132,"Healthcare, Education and Childcare","Avatar International, LLC  (4)",One Stop,L + 7.50,,(5),,09/2016,,0,,(6,,0,,0
133,"Healthcare, Education and Childcare","Avatar International, LLC*",One Stop,L + 7.50,,8.75,,09/2016,,7704,,7618,,1.3,,7704
134,"Healthcare, Education and Childcare",Campus Management Acquisition Corp.,Second Lien,L + 9.07,,9.07,,09/2015,,4973,,4928,,0.7,,4376
135,"Healthcare, Education and Childcare",DDC Center Inc.,One Stop,L + 6.25,,(5),,10/2013,,0,,0,,0,,0
136,"Healthcare, Education and Childcare",DDC Center Inc.*,One Stop,L + 6.25,,9.25,,10/2014,,7991,,7983,,1.3,,7991
137,"Healthcare, Education and Childcare",Delta Educational Systems*,Senior Loan,P + 4.75,,8.00,,12/2016,,2116,,2085,,0.3,,2010
138,"Healthcare, Education and Childcare","Dialysis Newco, Inc.",Subordinated Debt,No Value,,11.00 cash/2.00 PIK,,09/2018,,8928,,8827,,1.5,,8928
139,"Healthcare, Education and Childcare","Encore Rehabilitation Services, LLC  (4)",One Stop,L + 6.25,,(5),,06/2017,,0,,(13,,0,,0
140,"Healthcare, Education and Childcare","Encore Rehabilitation Services, LLC",One Stop,L + 6.25,,7.50,,06/2017,,5131,,5019,,0.9,,5131
141,"Healthcare, Education and Childcare","G & H Wire Company, Inc.  (4)",Senior Loan,L + 5.50,,(5),,11/2016,,0,,(10,,0,,0
142,"Healthcare, Education and Childcare","G & H Wire Company, Inc.*",Senior Loan,L + 5.50,,7.00,,11/2016,,8670,,8556,,1.4,,8670
143,"Healthcare, Education and Childcare","Healogics, Inc.*",Second Lien,L + 8.00,,9.25,,02/2020,,16454,,16298,,2.8,,16783
144,"Healthcare, Education and Childcare","Hospitalists Management Group, LLC",Senior Loan,L + 4.75,,6.25,,05/2017,,441,,436,,0.1,,397
145,"Healthcare, Education and Childcare","Hospitalists Management Group, LLC",Senior Loan,L + 4.75,,6.25,,05/2017,,815,,807,,0.1,,724
146,"Healthcare, Education and Childcare","Hospitalists Management Group, LLC",Senior Loan,L + 4.75,,6.25,,05/2017,,3694,,3635,,0.6,,3324
147,"Healthcare, Education and Childcare","IntegraMed America, Inc.  (4)",One Stop,L + 7.25,,(5),,09/2017,,0,,(16,,0,,0
148,"Healthcare, Education and Childcare","IntegraMed America, Inc.*",One Stop,L + 7.25,,8.50,,09/2017,,14494,,14216,,2.4,,14494
149,"Healthcare, Education and Childcare","Maverick Healthcare Group, LLC *",Senior Loan,L + 5.50,,7.25,,12/2016,,2040,,2020,,0.3,,2040
150,"Healthcare, Education and Childcare","NeuroTherm, Inc.",Senior Loan,L + 5.00,,6.50,,02/2016,,160,,156,,0,,160
151,"Healthcare, Education and Childcare","NeuroTherm, Inc.*",Senior Loan,L + 5.00,,6.50,,02/2016,,1366,,1350,,0.2,,1366
152,"Healthcare, Education and Childcare","Northwestern Management Services, LLC  (4)",Senior Loan,L + 5.50,,(5),,10/2017,,0,,(5,,0,,0
153,"Healthcare, Education and Childcare","Northwestern Management Services, LLC  (4)",Senior Loan,L + 5.50,,(5),,10/2017,,0,,(5,,0,,0
154,"Healthcare, Education and Childcare","Northwestern Management Services, LLC*",Senior Loan,L + 5.50,,6.75,,10/2017,,3054,,3021,,0.5,,3054
155,"Healthcare, Education and Childcare","Pentec Acquisition Sub, Inc.  (4)",Senior Loan,L + 5.25,,(5),,05/2017,,0,,(3,,0,,(24
156,"Healthcare, Education and Childcare","Pentec Acquisition Sub, Inc.*",Senior Loan,L + 5.25,,6.50,,05/2018,,1921,,1890,,0.3,,1690
157,"Healthcare, Education and Childcare","PhysioTherapy Associates Holdings, Inc.*",Senior Loan,L + 4.75,,8.00,,04/2018,,572,,563,,0.1,,552
158,"Healthcare, Education and Childcare","Reliant Pro ReHab, LLC",Senior Loan,L + 4.75,,6.00,,06/2016,,966,,959,,0.2,,966
159,"Healthcare, Education and Childcare","Reliant Pro ReHab, LLC",Senior Loan,P + 3.75,,7.00,,06/2016,,571,,565,,0.1,,571
160,"Healthcare, Education and Childcare","Reliant Pro ReHab, LLC*",Senior Loan,L + 4.75,,6.00,,06/2016,,3457,,3421,,0.6,,3457
161,"Healthcare, Education and Childcare",Renaissance Pharma (U.S.) Holdings Inc.,Senior Loan,P + 4.25,,7.50,,05/2018,,85,,81,,0,,85
162,"Healthcare, Education and Childcare",Renaissance Pharma (U.S.) Holdings Inc.*,Senior Loan,L + 5.25,,6.75,,05/2018,,4608,,4547,,0.8,,4608
163,"Healthcare, Education and Childcare",Southern Anesthesia and Surgical  (4),One Stop,L + 7.00,,(5),,11/2017,,0,,(14,,0,,0
164,"Healthcare, Education and Childcare",Southern Anesthesia and Surgical,One Stop,L + 7.00,,8.25,,11/2017,,6280,,6144,,1.0,,6280
165,"Healthcare, Education and Childcare","Surgical Information Systems, LLC",Second Lien,L + 8.28,,8.28,,12/2015,,3730,,3693,,0.6,,3730
166,"Healthcare, Education and Childcare","WIL Research Company, Inc.*",Senior Loan,L + 4.50,,5.75,,02/2018,,786,,777,,0.1,,788
167,"Healthcare, Education and Childcare","Young Innovations, Inc.  (4)",Senior Loan,L + 4.50,,(5),,01/2018,,0,,(3,,0,,0
168,"Healthcare, Education and Childcare","Young Innovations, Inc.",Senior Loan,L + 4.50,,5.75,,01/2019,,4773,,4739,,0.8,,4773
169,"Housewares, and Durable Consumer","WII Components, Inc.",Senior Loan,P + 3.75,,7.00,,07/2016,,20,,19,,0,,20
170,"Housewares, and Durable Consumer","WII Components, Inc.*",Senior Loan,L + 4.75,,6.25,,07/2016,,1662,,1647,,0.3,,1662
171,"Housewares, and Durable Consumer",Zenith Products Corporation*,One Stop,L + 5.75,,5.75,,09/2013,,3289,,3279,,0.4,,2631
172,Insurance,"AssuredPartners Capital, Inc.  (4)",Senior Loan,L + 4.75,,(5),,06/2019,,0,,(27,,0,,0
173,Insurance,"AssuredPartners Capital, Inc.*",Senior Loan,L + 4.50,,5.75,,06/2019,,2382,,2363,,0.4,,2382
174,Insurance,"Captive Resources Midco, LLC  (4)",Senior Loan,L + 5.50,,(5),,10/2017,,0,,(4,,0,,0
175,Insurance,"Captive Resources Midco, LLC*",Senior Loan,L + 5.50,,6.75,,10/2018,,3561,,3529,,0.6,,3561
176,Insurance,"Evolution1, Inc.  (4)",Senior Loan,L + 4.75,,(5),,06/2016,,0,,(15,,0,,0
177,Insurance,"Evolution1, Inc.",Senior Loan,P + 3.75,,7.00,,06/2016,,89,,86,,0,,89
178,Insurance,"Evolution1, Inc.*",Senior Loan,L + 4.75,,6.25,,06/2016,,4584,,4543,,0.8,,4584
179,"Leisure, Amusement, Motion Pictures and Entertainment","Competitor Group, Inc.  (4)",One Stop,L + 7.75,,(5),,11/2018,,0,,(47,,0,,0
180,"Leisure, Amusement, Motion Pictures and Entertainment","Competitor Group, Inc.",One Stop,L + 7.75,,9.00,,11/2018,,884,,870,,0.1,,884
181,"Leisure, Amusement, Motion Pictures and Entertainment","Competitor Group, Inc.*",One Stop,L + 7.75,,9.00,,11/2018,,12806,,12604,,2.1,,12806
182,"Leisure, Amusement, Motion Pictures and Entertainment","Octane Fitness, LLC*",One Stop,L + 5.50,,7.00,,12/2015,,4675,,4581,,0.8,,4675
183,"Leisure, Amusement, Motion Pictures and Entertainment","Pride Manufacturing Company, LLC*",Senior Loan,L + 6.00,,7.75,,11/2015,,635,,629,,0.1,,635
184,"Leisure, Amusement, Motion Pictures and Entertainment","Service Companies, The *",Senior Loan,L + 6.50,,9.00,,03/2014,,6420,,6392,,1.1,,6420
185,"Leisure, Amusement, Motion Pictures and Entertainment","Starplex Operating, L.L.C.",One Stop,L + 7.50,,9.00,,12/2017,,1185,,1159,,0.2,,1185
186,"Leisure, Amusement, Motion Pictures and Entertainment","Starplex Operating, L.L.C.*",One Stop,L + 7.50,,9.00,,12/2017,,17476,,17198,,2.9,,17476
187,"Mining, Steel, Iron and Non-Precious Metals","Benetech, Inc.  (4)",One Stop,P + 4.75,,8.00,,10/2017,,195,,190,,0,,195
188,"Mining, Steel, Iron and Non-Precious Metals","Benetech, Inc.*",One Stop,L + 6.00,,7.25,,10/2017,,5579,,5554,,0.9,,5579
189,Oil and Gas,"Drilling Info, Inc.  (4)",One Stop,L + 5.50,,(5),,06/2018,,0,,(1,,0,,(1
190,Oil and Gas,"Drilling Info, Inc.",One Stop,P + 4.25,,7.50,,06/2018,,1377,,1363,,0.2,,1363
191,Oil and Gas,"Drilling Info, Inc.  (4)",One Stop,L + 5.50,,(5),,06/2018,,0,,(5,,0,,(5
192,Personal and Non-Durable Consumer Products,"Hygenic Corporation, The  (4)",Senior Loan,L + 4.50,,(5),,10/2017,,0,,(4,,0,,0
193,Personal and Non-Durable Consumer Products,"Hygenic Corporation, The*",Senior Loan,L + 4.50,,5.75,,10/2018,,3328,,3284,,0.6,,3328
194,Personal and Non-Durable Consumer Products,"Massage Envy, LLC  (4)",One Stop,L + 7.25,,(5),,09/2018,,0,,(16,,0,,0
195,Personal and Non-Durable Consumer Products,"Massage Envy, LLC",One Stop,L + 7.25,,8.50,,09/2018,,16741,,16378,,2.8,,16741
196,Personal and Non-Durable Consumer Products,Team Technologies Acquisition Company  (4),Senior Loan,L + 4.75,,(5),,12/2017,,0,,(4,,0,,0
197,Personal and Non-Durable Consumer Products,Team Technologies Acquisition Company,Senior Loan,L + 4.75,,6.00,,12/2017,,3528,,3497,,0.6,,3528
198,"Personal, Food and Miscellaneous Services",Affordable Care Inc.  (4),Senior Loan,L + 4.75,,(5),,12/2017,,0,,(2),,0,,0
199,"Personal, Food and Miscellaneous Services",Affordable Care Inc.,Senior Loan,L + 4.75,,6.00,,12/2018,,3550,,3518,,0.6,,3550
