,Industry,Company,Investment Type,Spread Above Index,Interest Rate,Maturity Date,Principal Shares,Amortized Cost,Percentage of Net Assets,Fair Value
73,"Beverage, Food and Tobacco - (continued)","Mid-America Pet Food, L.L.C.",One stop,L + 5.50(c),6.93,12/2021,76.0,75.0,0.0,76.0
74,"Beverage, Food and Tobacco - (continued)","NBC Intermediate, LLC  ^",Senior loan,L + 4.25(d),5.33,09/2023,4589.0,4578.0,0.2,4498.0
75,"Beverage, Food and Tobacco - (continued)","NBC Intermediate, LLC  #",Senior loan,L + 4.25(a)(d),5.29,09/2023,2347.0,2377.0,0.1,2300.0
76,"Beverage, Food and Tobacco - (continued)","NBC Intermediate, LLC  *#",Senior loan,L + 4.25(d),5.33,09/2023,2309.0,2339.0,0.1,2262.0
77,"Beverage, Food and Tobacco - (continued)","NBC Intermediate, LLC  #",Senior loan,L + 4.25(d),5.33,09/2023,667.0,661.0,0.0,653.0
78,"Beverage, Food and Tobacco - (continued)","NBC Intermediate, LLC",Senior loan,L + 4.25,N/A  (6),09/2023,0.0,0.0,0.0,0.0
79,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  #",One stop,L + 5.50(a),6.50,05/2021,16066.0,16216.0,0.7,16066.0
80,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  *",One stop,L + 5.50(a),6.50,05/2021,538.0,550.0,0.0,538.0
81,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  ^*",One stop,L + 5.50(a),6.50,05/2021,389.0,397.0,0.0,389.0
82,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  *~",One stop,L + 5.50(a),6.50,05/2021,293.0,299.0,0.0,293.0
83,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  *~",One stop,L + 5.50(a),6.50,05/2021,293.0,299.0,0.0,293.0
84,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  *",One stop,L + 5.50(a),6.50,05/2021,292.0,298.0,0.0,292.0
85,"Beverage, Food and Tobacco - (continued)","Beverage, Food and Tobacco - (continued)",One stop,,,,,,,
86,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC",One stop,No Value,7.00 PIK,05/2026,257.0,262.0,0.0,257.0
87,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  *",One stop,L + 5.50(a),6.50,05/2021,253.0,254.0,0.0,253.0
88,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC",One stop,L + 5.50(a),6.50,05/2021,150.0,151.0,0.0,150.0
89,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  *",One stop,L + 5.50(a),6.50,05/2021,148.0,151.0,0.0,148.0
90,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC",One stop,L + 5.50(a),6.50,05/2021,139.0,138.0,0.0,139.0
91,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC",One stop,L + 5.50(a),6.50,05/2021,50.0,50.0,0.0,50.0
92,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  ^",One stop,L + 5.50(a),6.50,05/2021,46.0,47.0,0.0,46.0
93,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  ^",One stop,L + 5.50(a),6.50,05/2021,30.0,30.0,0.0,30.0
94,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  ^",One stop,L + 5.50(a),6.50,05/2021,30.0,30.0,0.0,30.0
95,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  ^",One stop,L + 5.50(a),6.50,05/2021,28.0,28.0,0.0,28.0
96,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  ^",One stop,L + 5.50(a),6.50,05/2021,22.0,22.0,0.0,22.0
97,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  ^",One stop,L + 5.50(a),6.50,05/2021,22.0,22.0,0.0,22.0
98,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  ^",One stop,L + 5.50(a),6.50,05/2021,20.0,20.0,0.0,20.0
99,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC",One stop,L + 5.50,N/A  (6),05/2021,0.0,0.0,0.0,0.0
100,"Beverage, Food and Tobacco - (continued)","Rubio's Restaurants, Inc  .^*#(7)",Senior loan,L + 11.50(c),8.77 cash/4.00 PIK,04/2021,17898.0,17779.0,0.4,9348.0
101,"Beverage, Food and Tobacco - (continued)","Rubio's Restaurants, Inc.  (7)",Senior loan,L + 11.50(a),8.75 cash/4.00 PIK,04/2021,162.0,159.0,0.0,82.0
102,"Beverage, Food and Tobacco - (continued)","SSRG Holdings, LLC",One stop,L + 5.25(c),6.32,11/2025,920.0,904.0,0.0,847.0
103,"Beverage, Food and Tobacco - (continued)","SSRG Holdings, LLC",One stop,L + 5.25(c),6.29,11/2025,75.0,74.0,0.0,69.0
104,"Beverage, Food and Tobacco - (continued)","Velvet Taco Holdings, Inc.  ~",One stop,L + 7.00(c),8.00,03/2026,1774.0,1757.0,0.1,1667.0
105,"Beverage, Food and Tobacco - (continued)","Velvet Taco Holdings, Inc  .(5)",One stop,L + 7.00,N/A  (6),03/2026,0.0,0.0,0.0,
106,"Beverage, Food and Tobacco - (continued)","Velvet Taco Holdings, Inc  .(5)",One stop,L + 7.00,N/A  (6),03/2026,0.0,,0.0,0.0
107,"Beverage, Food and Tobacco - (continued)",Wood Fired Holding Corp.  *#,One stop,L + 7.75(c),6.86 cash/2.00 PIK,12/2023,14073.0,14296.0,0.5,10976.0
108,"Beverage, Food and Tobacco - (continued)",Wood Fired Holding Corp.,One stop,L + 7.75(c),6.95 cash/2.00 PIK,12/2023,697.0,697.0,0.0,544.0
109,"Beverage, Food and Tobacco - (continued)",Wood Fired Holding Corp.,One stop,L + 7.75(c),6.98 cash/2.00 PIK,12/2023,198.0,197.0,0.0,154.0
110,Buildings and Real Estate,Buildings and Real Estate,One stop,,,,,,,
111,Buildings and Real Estate,"Brooks Equipment Company, LLC  ^*#+One stop",One stop,L + 5.00(c),6.00,05/2021,26225.0,26138.0,1.1,26225.0
112,Buildings and Real Estate,"Brooks Equipment Company, LLC  (5)",One stop,L + 5.00,N/A  (6),05/2021,0.0,,0.0,0.0
113,Buildings and Real Estate,Groundworks LLC  +Senior loan,One stop,L + 5.50(c),6.50,01/2026,4721.0,4667.0,0.2,4721.0
114,Buildings and Real Estate,Groundworks LLC,Senior loan,L + 5.50(c),6.50,01/2026,84.0,83.0,0.0,84.0
115,Buildings and Real Estate,Groundworks LLC,Senior loan,L + 5.50(c)(d),6.54,01/2026,7.0,7.0,0.0,7.0
116,Buildings and Real Estate,"Jensen Hughes, Inc.",Senior loan,L + 4.50(c)(f),5.50,03/2024,4202.0,4202.0,0.2,4076.0
117,Buildings and Real Estate,"Jensen Hughes, Inc.",Senior loan,L + 4.50(c)(f),5.50,03/2024,1068.0,1104.0,0.1,1024.0
118,Buildings and Real Estate,"Jensen Hughes, Inc.  #+Senior loan",Senior loan,L + 4.50(c)(f),5.50,03/2024,915.0,931.0,0.0,889.0
119,Buildings and Real Estate,"Jensen Hughes, Inc.",Senior loan,L + 4.50(c)(f),5.50,03/2024,440.0,455.0,0.0,427.0
120,Buildings and Real Estate,"Jensen Hughes, Inc  .#+Senior loan",Senior loan,L + 4.50(c)(f),5.50,03/2024,281.0,284.0,0.0,272.0
121,Buildings and Real Estate,"Jensen Hughes, Inc.",Senior loan,L + 4.50(c)(f),5.50,03/2024,219.0,219.0,0.0,212.0
122,Buildings and Real Estate,"Jensen Hughes, Inc.",Senior loan,L + 4.50(c)(f),5.50,03/2024,117.0,117.0,0.0,113.0
123,Buildings and Real Estate,MRI Software LLC  ~,One stop,L + 5.50(c),6.54,02/2026,14559.0,14425.0,0.6,14268.0
124,Buildings and Real Estate,MRI Software LLC  (5),One stop,L + 5.50,N/A  (6),02/2026,0.0,,0.0,
125,Buildings and Real Estate,MRI Software LLC  (5),One stop,L + 5.50,N/A  (6),02/2026,0.0,,0.0,
126,"Chemicals, Plastics and Rubber","Chemicals, Plastics and Rubber",One stop,,,,,,,
127,"Chemicals, Plastics and Rubber","Flexan, LLC",One stop,L + 5.25(c),6.25,02/2021,8473.0,8460.0,0.4,8473.0
128,"Chemicals, Plastics and Rubber","Flexan, LLC  *#",One stop,L + 5.25(c),6.25,02/2021,3281.0,3277.0,0.1,3281.0
129,"Chemicals, Plastics and Rubber","Flexan, LLC",One stop,L + 5.25(c),6.25,02/2021,2353.0,2350.0,0.1,2353.0
130,"Chemicals, Plastics and Rubber","Flexan, LLC  ^#",One stop,L + 5.25(c),6.25,02/2021,1543.0,1542.0,0.1,1543.0
131,"Chemicals, Plastics and Rubber","Flexan, LLC",One stop,L + 5.25(a),6.25,02/2021,526.0,524.0,0.0,526.0
132,"Chemicals, Plastics and Rubber",Inhance Technologies Holdings LLC  #,One stop,L + 6.00(c),7.43,07/2024,12735.0,12862.0,0.5,11802.0
133,"Chemicals, Plastics and Rubber",Inhance Technologies Holdings LLC,One stop,L + 5.50(b),6.94,07/2024,1935.0,1922.0,0.1,1793.0
134,"Chemicals, Plastics and Rubber",Inhance Technologies Holdings LLC,One stop,L + 6.00(c),7.08,07/2024,80.0,80.0,0.0,64.0
135,"Chemicals, Plastics and Rubber",Inhance Technologies Holdings LLC,One stop,L + 6.00,N/A  (6),07/2024,0.0,30.0,0.0,0.0
136,"Containers, Packaging and Glass","Containers, Packaging and Glass",One stop,,,,,,,
137,"Containers, Packaging and Glass",AmerCareRoyal LLC  +(8)(9),Senior loan,L + 5.00(a),6.00,11/2025,845.0,837.0,0.1,811.0
138,"Containers, Packaging and Glass",AmerCareRoyal LLC  +(8)(9),Senior loan,L + 5.00(a),6.00,11/2025,153.0,151.0,0.0,147.0
139,"Containers, Packaging and Glass",Fortis Solutions Group LLC  +Senior loan,Senior loan,L + 5.00(a),6.00,12/2023,1590.0,1576.0,0.1,1590.0
140,"Containers, Packaging and Glass",Fortis Solutions Group LLC  +Senior loan,Senior loan,L + 5.00(a),6.00,12/2023,634.0,628.0,0.0,634.0
141,"Containers, Packaging and Glass",Fortis Solutions Group LLC  +Senior loan,Senior loan,L + 5.00(a),6.00,12/2023,609.0,603.0,0.0,609.0
142,"Containers, Packaging and Glass",Fortis Solutions Group LLC,Senior loan,L + 5.00(a),6.00,12/2023,20.0,20.0,0.0,20.0
143,Diversified/Conglomerate Manufacturing,Diversified/Conglomerate Manufacturing,Senior loan,,,,,,,
144,Diversified/Conglomerate Manufacturing,"Blackbird Purchaser, Inc.  *+~",Senior loan,L + 4.50(c)(f),4.81,04/2026,15570.0,15853.0,0.6,14792.0
145,Diversified/Conglomerate Manufacturing,"Blackbird Purchaser, Inc.  (5)",Senior loan,L + 4.50,N/A  (6),04/2024,0.0,,0.0,
146,Diversified/Conglomerate Manufacturing,"Blackbird Purchaser, Inc.  (5)",Senior loan,L + 4.50,N/A  (6),04/2026,0.0,21.0,0.0,
147,Diversified/Conglomerate Manufacturing,"Chase Industries, Inc  .+~",Senior loan,L + 7.00(c),6.50 cash/1.50 PIK,05/2025,12059.0,12186.0,0.4,9631.0
148,Diversified/Conglomerate Manufacturing,"Chase Industries, Inc.",Senior loan,L + 7.00(c),6.50 cash/1.50 PIK,05/2025,985.0,1022.0,0.0,787.0
149,Diversified/Conglomerate Manufacturing,"Chase Industries, Inc.",Senior loan,L + 7.00(c),6.50 cash/1.50 PIK,05/2023,354.0,358.0,0.0,282.0
150,Diversified/Conglomerate Manufacturing,"Inventus Power, Inc.  ^*+One stop",Senior loan,L + 6.00(a),7.00,04/2021,14400.0,13875.0,0.6,14400.0
151,Diversified/Conglomerate Manufacturing,"Inventus Power, Inc.  (5)",One stop,L + 6.00,N/A  (6),04/2021,0.0,,0.0,0.0
152,Diversified/Conglomerate Manufacturing,Madison Safety & Flow LLC  +Senior loan,One stop,L + 4.50(a),4.68,03/2025,500.0,499.0,0.0,490.0
153,Diversified/Conglomerate Manufacturing,Madison Safety & Flow LLC,Senior loan,L + 4.50(a),N/A  (6),03/2025,0.0,0.0,0.0,0.0
154,Diversified/Conglomerate Manufacturing,"Pasternack Enterprises, Inc. and Fairview Microwave, Inc  +~",Senior loan,L + 4.00(a),4.18,07/2025,23699.0,23934.0,1.0,23224.0
155,Diversified/Conglomerate Manufacturing,"Pasternack Enterprises, Inc. and Fairview Microwave, Inc",Senior loan,L + 4.00(c),4.82,07/2023,36.0,36.0,0.0,34.0
156,Diversified/Conglomerate Manufacturing,"PetroChoice Holdings, Inc  .^#",Senior loan,L + 5.00(c),6.00,08/2022,3284.0,3292.0,0.1,3153.0
157,Diversified/Conglomerate Manufacturing,"Protective Industrial Products, Inc.  +Senior loan",Senior loan,L + 4.50(c),5.19,01/2024,995.0,986.0,0.0,995.0
158,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.  ^*#",Senior loan,L + 5.00(d),6.09,07/2022,32949.0,33199.0,1.4,31961.0
159,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.  ~",Senior loan,L + 5.00(d),6.09,07/2022,3491.0,3558.0,0.1,3387.0
160,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.  ^#",Senior loan,L + 5.00(d),6.09,07/2022,1890.0,1926.0,0.1,1834.0
161,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.",Senior loan,L + 5.00(d),6.09,07/2022,1724.0,1777.0,0.1,1672.0
162,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.  #~",Senior loan,L + 5.00(d),6.09,07/2022,1629.0,1660.0,0.1,1580.0
163,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.  #",Senior loan,L + 5.00(d),6.09,07/2022,1550.0,1597.0,0.1,1503.0
164,Diversified/Conglomerate Manufacturing,"Reladyne, Inc  .#~",Senior loan,L + 5.00(d),6.09,07/2022,743.0,756.0,0.0,721.0
165,Diversified/Conglomerate Manufacturing,"Togetherwork Holdings, LLC  *#",One stop,L + 5.75(a),6.75,03/2025,15604.0,15754.0,0.6,14823.0
166,Diversified/Conglomerate Manufacturing,"Togetherwork Holdings, LLC  +~",One stop,L + 5.75(a),6.75,03/2025,1808.0,1874.0,0.1,1717.0
167,Diversified/Conglomerate Manufacturing,"Togetherwork Holdings, LLC",One stop,L + 5.75(a),6.75,03/2025,1755.0,1816.0,0.1,1667.0
168,Diversified/Conglomerate Manufacturing - (continued),Diversified/Conglomerate Manufacturing - (continued),One stop,,,,,,,
169,Diversified/Conglomerate Manufacturing - (continued),"Togetherwork Holdings, LLC  *#",One stop,L + 5.75(a),6.75,03/2025,1711.0,1772.0,0.1,1625.0
170,Diversified/Conglomerate Manufacturing - (continued),"Togetherwork Holdings, LLC  +~",One stop,L + 5.75(a),6.75,03/2025,1652.0,1686.0,0.1,1570.0
171,Diversified/Conglomerate Manufacturing - (continued),"Togetherwork Holdings, LLC  *+One stop",One stop,L + 5.75(a),6.75,03/2025,1593.0,1650.0,0.1,1513.0
172,Diversified/Conglomerate Manufacturing - (continued),"Togetherwork Holdings, LLC",One stop,L + 5.75(a),6.75,03/2025,1485.0,1536.0,0.1,1410.0
173,Diversified/Conglomerate Manufacturing - (continued),"Togetherwork Holdings, LLC  *#",One stop,L + 5.75(a),6.75,03/2025,1215.0,1235.0,0.0,1155.0
174,Diversified/Conglomerate Manufacturing - (continued),"Togetherwork Holdings, LLC",One stop,L + 5.75(a),6.75,03/2025,670.0,693.0,0.0,636.0
175,Diversified/Conglomerate Manufacturing - (continued),"Togetherwork Holdings, LLC  +One stop",One stop,L + 5.75(a),6.75,03/2025,448.0,444.0,0.0,426.0
176,Diversified/Conglomerate Manufacturing - (continued),"Togetherwork Holdings, LLC",One stop,L + 5.75(a),6.75,03/2024,300.0,298.0,0.0,286.0
177,Diversified/Conglomerate Manufacturing - (continued),"Togetherwork Holdings, LLC",One stop,L + 5.75(a),6.75,03/2025,64.0,67.0,0.0,61.0
178,Diversified/Conglomerate Manufacturing - (continued),"Togetherwork Holdings, LLC  ~",One stop,L + 5.75(a),6.75,03/2025,59.0,62.0,0.0,57.0
179,Diversified/Conglomerate Service,Diversified/Conglomerate Service,One stop,,,,,,,
180,Diversified/Conglomerate Service,"3ES Innovation, Inc.  +~(8)(12)",One stop,L + 5.75(c),7.48,05/2025,13796.0,14053.0,0.6,13105.0
181,Diversified/Conglomerate Service,"3ES Innovation, Inc  .(5)(8)(12)",One stop,L + 5.75,N/A  (6),05/2025,0.0,,0.0,
182,Diversified/Conglomerate Service,"Accela, Inc.  *#",One stop,L + 4.90(a),4.25 cash/1.65 PIK,09/2023,4461.0,4461.0,0.2,4326.0
183,Diversified/Conglomerate Service,"Accela, Inc  .(5)",One stop,L + 7.00,N/A  (6),09/2023,0.0,0.0,0.0,
184,Diversified/Conglomerate Service,"Acquia, Inc  .!~",One stop,L + 7.00(c),8.00,10/2025,7118.0,7055.0,0.3,7118.0
185,Diversified/Conglomerate Service,"Acquia, Inc.",One stop,L + 7.00,N/A  (6),10/2025,0.0,0.0,0.0,0.0
186,Diversified/Conglomerate Service,Agility Recovery Solutions Inc.  ^*#,One stop,L + 6.00(c),7.00,03/2023,22443.0,22578.0,0.9,21995.0
187,Diversified/Conglomerate Service,Agility Recovery Solutions Inc.,One stop,L + 6.00(c),7.00,03/2023,902.0,898.0,0.0,882.0
188,Diversified/Conglomerate Service,"Apptio, Inc.  !~",One stop,L + 7.25(d),8.25,01/2025,57009.0,57763.0,2.4,57009.0
189,Diversified/Conglomerate Service,"Apptio, Inc.  (5)",One stop,L + 7.25,N/A  (6),01/2025,0.0,,0.0,0.0
190,Diversified/Conglomerate Service,Arch Global CCT Holdings Corp  .#+~,Senior loan,L + 4.75(c),5.82,04/2026,4154.0,4191.0,0.2,3822.0
