,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
72,"Beverage, Food and Tobacco - (continued)","Restaurant Holding Company, LLC  #",Senior loan,L + 7.75(a),,9.32,,02/2019,,4216,,,4204,,,0.4,,,4132,,
73,"Beverage, Food and Tobacco - (continued)","Rubio's Restaurants, Inc.  *^",Senior loan,L + 4.75(c),,6.44,,11/2018,,8805,,,8778,,,0.9,,,8805,,
74,"Beverage, Food and Tobacco - (continued)",Smashburger Finance LLC,Senior loan,L + 5.50(c),,7.19,,05/2018,,78,,,78,,,0,,,74,,
75,"Beverage, Food and Tobacco - (continued)",Smashburger Finance LLC,Senior loan,L + 5.50,,N/A  (6),,05/2018,,0,,,0,,,0,,,0,,
76,"Beverage, Food and Tobacco - (continued)",Surfside Coffee Company LLC  #,One stop,L + 5.25(c),,6.94,,06/2020,,4413,,,4391,,,0.5,,,4413,,
77,"Beverage, Food and Tobacco - (continued)",Surfside Coffee Company LLC,One stop,L + 5.25(c),,6.93,,06/2020,,334,,,332,,,0,,,334,,
78,"Beverage, Food and Tobacco - (continued)",Surfside Coffee Company LLC,One stop,L + 5.25(c),,6.81,,06/2020,,30,,,30,,,0,,,30,,
79,"Beverage, Food and Tobacco - (continued)","Tate's Bake Shop, Inc.  ^",One stop,L + 6.25(c),,7.94,,08/2019,,4313,,,4256,,,0.4,,,4281,,
80,"Beverage, Food and Tobacco - (continued)",Uinta Brewing Company  ^,One stop,L + 8.50(a),,10.07,,08/2019,,3734,,,3722,,,0.4,,,3734,,
81,"Beverage, Food and Tobacco - (continued)",Uinta Brewing Company,One stop,L + 8.50(a),,10.07,,08/2019,,539,,,536,,,0.1,,,539,,
82,Broadcasting and Entertainment,Broadcasting and Entertainment,One stop,,,,,,,,,,,,,,,,,,
83,Broadcasting and Entertainment,"TouchTunes Interactive Networks, Inc.  ^",Senior loan,L + 4.75(a),,6.32,,05/2021,,1458,,,1454,,,0.2,,,1470,,
84,Building and Real Estate,Building and Real Estate,Senior loan,,,,,,,,,,,,,,,,,,
85,Building and Real Estate,"Brooks Equipment Company, LLC  *^",One stop,L + 5.00(c),,6.48,,08/2020,,21470,,,21329,,,2.3,,,21470,,
86,Building and Real Estate,"Brooks Equipment Company, LLC  *",One stop,L + 5.00(b)(c),,6.49,,08/2020,,5268,,,5238,,,0.6,,,5268,,
87,Building and Real Estate,"Brooks Equipment Company, LLC  (5)",One stop,L + 5.00,,N/A  (6),,08/2020,,0,,,(9,,,0,,,0,,
88,Building and Real Estate,"Jensen Hughes, Inc.  #",Senior loan,L + 5.00(a),,6.57,,12/2021,,153,,,152,,,0,,,153,,
89,Building and Real Estate,MRI Software LLC  ^,One stop,L + 6.25(c),,7.95,,06/2023,,23863,,,23281,,,2.5,,,23863,,
90,Building and Real Estate,MRI Software LLC  #,One stop,L + 6.25(c),,7.95,,06/2023,,13848,,,13716,,,1.4,,,13848,,
91,Building and Real Estate,MRI Software LLC  ^,One stop,L + 6.25(c),,7.95,,06/2023,,360,,,356,,,0,,,360,,
92,Building and Real Estate,MRI Software LLC,One stop,L + 6.25(c),,7.83,,06/2023,,166,,,164,,,0,,,166,,
93,Building and Real Estate,MRI Software LLC  (5),One stop,L + 6.00,,N/A  (6),,06/2023,,0,,,(3,,,0,,,0,,
94,Building and Real Estate,MRI Software LLC  (5),One stop,L + 6.00,,N/A  (6),,06/2023,,0,,,(7,,,0,,,0,,
95,"Chemicals, Plastics and Rubber","Chemicals, Plastics and Rubber",One stop,,,,,,,,,,,,,,,,,,
96,"Chemicals, Plastics and Rubber","Flexan, LLC  *",One stop,L + 5.75(c),,7.44,,02/2020,,2327,,,2312,,,0.2,,,2327,,
97,"Chemicals, Plastics and Rubber","Flexan, LLC",One stop,P + 4.50(e),,9.00,,02/2020,,10,,,10,,,0,,,10,,
98,Diversified/Conglomerate Manufacturing,Diversified/Conglomerate Manufacturing,One stop,,,,,,,,,,,,,,,,,,
99,Diversified/Conglomerate Manufacturing,"Chase Industries, Inc.  *^#",One stop,L + 5.75(c),,7.09,,09/2020,,,31292,,,,31102,,,3.3,,,31292.0
100,Diversified/Conglomerate Manufacturing,"Chase Industries, Inc.  #",One stop,L + 5.75(c),,7.09,,09/2020,,4759,,,4737,,,0.5,,,4759,,
101,Diversified/Conglomerate Manufacturing,"Chase Industries, Inc.",One stop,L + 5.75(a),,7.16,,09/2020,,755,,,745,,,0.1,,,755,,
102,Diversified/Conglomerate Manufacturing,"Inventus Power, Inc.  *^",One stop,L + 6.50(a),,8.07,,04/2020,,8128,,,8090,,,0.7,,,6909,,
103,Diversified/Conglomerate Manufacturing,"Inventus Power, Inc.",One stop,L + 6.50(a),,8.07,,04/2020,,251,,,248,,,0,,,172,,
104,Diversified/Conglomerate Manufacturing,Onicon Incorporated  *^#,One stop,L + 6.00(c),,7.69,,04/2020,,12794,,,12708,,,1.3,,,12794,,
105,Diversified/Conglomerate Manufacturing,Onicon Incorporated  (5),One stop,L + 6.00,,N/A  (6),,04/2020,,0,,,(4,,,0,,,0,,
106,Diversified/Conglomerate Manufacturing,"PetroChoice Holdings, Inc.  ^",Senior loan,L + 5.00(b),,6.42,,08/2022,,1746,,,1707,,,0.2,,,1746,,
107,Diversified/Conglomerate Manufacturing,"Plex Systems, Inc.  *^",One stop,L + 7.50(d),,8.96,,06/2020,,18797,,,18555,,,2.0,,,18797,,
108,Diversified/Conglomerate Manufacturing,"Plex Systems, Inc.  (5)",One stop,L + 7.50,,N/A  (6),,06/2020,,0,,,(20,,,0,,,0,,
109,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.  *^#",Senior loan,L + 5.00(a),,6.36,,07/2022,,17007,,,16781,,,1.8,,,17007,,
110,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.  (5)",Senior loan,L + 5.00,,N/A  (6),,07/2022,,0,,,(2,,,0,,,0,,
111,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.  (5)",Senior loan,L + 5.00,,N/A  (6),,07/2022,,0,,,(5,,,0,,,0,,
112,Diversified/Conglomerate Manufacturing,"Sunless Merger Sub, Inc.  #",Senior loan,L + 5.00(a)(e),,6.59,,07/2019,,1442,,,1447,,,0.1,,,1442,,
113,Diversified/Conglomerate Manufacturing,"Sunless Merger Sub, Inc.",Senior loan,P + 3.75(e),,8.25,,07/2019,,374,,,374,,,0,,,374,,
114,Diversified/Conglomerate Service,Diversified/Conglomerate Service,Senior loan,,,,,,,,,,,,,,,,,,
115,Diversified/Conglomerate Service,"Accela, Inc.  #",One stop,L + 6.25(c),,7.94,,09/2023,,5827,,,5743,,,0.6,,,5827,,
116,Diversified/Conglomerate Service,"Accela, Inc.",One stop,P + 5.25(e),,9.75,,09/2023,,23,,,22,,,0,,,23,,
117,Diversified/Conglomerate Service,Agility Recovery Solutions Inc.  *^,One stop,L + 6.50(c),,7.88,,03/2020,,13924,,,13833,,,1.4,,,13924,,
118,Diversified/Conglomerate Service,Agility Recovery Solutions Inc.  (5),One stop,L + 6.50,,N/A  (6),,03/2020,,0,,,(4,,,0,,,0,,
119,Diversified/Conglomerate Service,"Anaqua, Inc.  #",One stop,L + 6.50(c),,7.86,,07/2022,,7001,,,6905,,,0.7,,,7001,,
120,Diversified/Conglomerate Service,"Anaqua, Inc.  (5)",One stop,L + 6.50,,N/A  (6),,07/2022,,0,,,(1,,,0,,,0,,
121,Diversified/Conglomerate Service,Bomgar Corporation  ^,One stop,L + 7.50(c),,9.19,,06/2022,,4827,,,4754,,,0.5,,,4827,,
122,Diversified/Conglomerate Service,Bomgar Corporation  (5),One stop,L + 7.50,,N/A  (6),,06/2022,,0,,,(1,,,0,,,0,,
123,Diversified/Conglomerate Service,"Clearwater Analytics, LLC  *^",One stop,L + 7.50(a),,9.07,,09/2022,,9494,,,9359,,,1.0,,,9494,,
124,Diversified/Conglomerate Service,"Clearwater Analytics, LLC",One stop,L + 7.50(a),,9.00,,09/2022,,9,,,8,,,0,,,9,,
125,Diversified/Conglomerate Service,"Datto, Inc.",One Stop,L + 8.00(a),,9.41,,12/2022,,11155,,,10936,,,1.1,,,10933,,
126,Diversified/Conglomerate Service,"Datto, Inc.  (5)",One stop,L + 8.00,,N/A  (6),,12/2022,,0,,,(1,,,0,,,(1,,
127,Diversified/Conglomerate Service,Daxko Acquisition Corporation  *^,One stop,L + 6.50(c),,8.19,,09/2022,,9045,,,8935,,,0.9,,,9045,,
128,Diversified/Conglomerate Service,Daxko Acquisition Corporation,One stop,L + 6.50,,N/A  (6),,09/2022,,0,,,0,,,0,,,0,,
129,Diversified/Conglomerate Service,"EGD Security Systems, LLC",One stop,L + 6.25(c),,7.81,,06/2022,,11114,,,10928,,,1.2,,,11114,,
130,Diversified/Conglomerate Service,"EGD Security Systems, LLC  ^",One stop,L + 6.25(c),,7.73,,06/2022,,98,,,97,,,0,,,98,,
131,Diversified/Conglomerate Service,"EGD Security Systems, LLC",One stop,L + 6.25(c),,7.81,,06/2022,,50,,,49,,,0,,,50,,
132,Diversified/Conglomerate Service,"EGD Security Systems, LLC",One stop,L + 6.25,,N/A  (6),,06/2022,,0,,,0,,,0,,,0,,
133,Diversified/Conglomerate Service,"HealthcareSource HR, Inc.  *",One stop,L + 6.75(c),,8.44,,05/2020,,23570,,,23297,,,2.4,,,23570,,
134,Diversified/Conglomerate Service,"HealthcareSource HR, Inc.  (5)",One stop,L + 6.75,,N/A  (6),,05/2020,,0,,,(1,,,0,,,0,,
135,Diversified/Conglomerate Service,"Host Analytics, Inc.",One stop,No Value,,8.50 cash/2.25 PIK,,08/2021,,3116,,,3075,,,0.3,,,3116,,
136,Diversified/Conglomerate Service,"Host Analytics, Inc.",One stop,No Value,,8.50 cash/2.25 PIK,,08/2021,,2611,,,2493,,,0.3,,,2611,,
137,Diversified/Conglomerate Service,"Host Analytics, Inc.",One stop,No Value,,8.50 cash/2.25 PIK,,08/2021,,734,,,728,,,0.1,,,734,,
138,Diversified/Conglomerate Service,"III US Holdings, LLC  (5)",One stop,L + 6.50,,N/A  (6),,09/2022,,0,,,(1,,,0,,,0,,
139,Diversified/Conglomerate Service,"Imprivata, Inc.  #",Senior loan,L + 4.50(c),,5.86,,10/2023,,13144,,,12985,,,1.3,,,13012,,
140,Diversified/Conglomerate Service,"Imprivata, Inc.  (5)",Senior loan,L + 4.50,,N/A  (6),,10/2023,,0,,,(2,,,0,,,(2,,
141,Diversified/Conglomerate Service,"Integration Appliance, Inc.  *^",One stop,L + 8.25(c),,9.73,,09/2020,,16123,,,16029,,,1.7,,,16123,,
142,Diversified/Conglomerate Service,"Integration Appliance, Inc.",One stop,L + 8.25(c),,9.73,,09/2020,,7914,,,7815,,,0.8,,,7914,,
143,Diversified/Conglomerate Service,"Integration Appliance, Inc.",One stop,L + 8.25(c),,9.73,,09/2020,,5396,,,5335,,,0.6,,,5396,,
144,Diversified/Conglomerate Service,"Integration Appliance, Inc.",One stop,L + 8.25(c),,9.73,,09/2020,,2484,,,2464,,,0.3,,,2484,,
145,Diversified/Conglomerate Service,"Integration Appliance, Inc.",One stop,L + 8.25(c),,9.73,,09/2020,,924,,,918,,,0.1,,,924,,
146,Diversified/Conglomerate Service,"Integration Appliance, Inc.  *",One stop,L + 8.25(c),,9.73,,09/2020,,719,,,712,,,0.1,,,719,,
147,Diversified/Conglomerate Service,"JAMF Holdings, Inc.",One stop,L + 8.00(c),,9.41,,11/2022,,4550,,,4461,,,0.5,,,4504,,
148,Diversified/Conglomerate Service,"JAMF Holdings, Inc.  (5)",One stop,L + 8.00,,N/A  (6),,11/2022,,0,,,(1,,,0,,,(1,,
149,Diversified/Conglomerate Service,Maverick Bidco Inc.  *#,One stop,L + 6.25(c),,7.94,,04/2023,,17600,,,17283,,,1.8,,,17600,,
150,Diversified/Conglomerate Service - (continued),Diversified/Conglomerate Service - (continued),One stop,,,,,,,,,,,,,,,,,,
151,Diversified/Conglomerate Service - (continued),Maverick Bidco Inc.,One stop,L + 6.25(a),,7.71,,04/2023,,,27,,,,25,,,0,,,27.0
152,Diversified/Conglomerate Service - (continued),Maverick Bidco Inc.  (5),One stop,L + 6.25,,N/A  (6),,04/2023,,0,,,(2,,,0,,,0,,
153,Diversified/Conglomerate Service - (continued),MMan Acquisition Co.  #,One stop,L + 6.00(c),,7.69,,08/2023,,9800,,,9662,,,1.0,,,9800,,
154,Diversified/Conglomerate Service - (continued),MMan Acquisition Co.,One stop,L + 6.00(c),,7.69,,08/2023,,26,,,25,,,0,,,26,,
155,Diversified/Conglomerate Service - (continued),Net Health Acquisition Corp.  #,One stop,L + 5.50(b),,7.06,,12/2023,,3886,,,3847,,,0.4,,,3847,,
156,Diversified/Conglomerate Service - (continued),Net Health Acquisition Corp.  (5),One stop,L + 5.50,,N/A  (6),,12/2023,,0,,,(1,,,0,,,(1,,
157,Diversified/Conglomerate Service - (continued),"Netsmart Technologies, Inc.  #",Senior loan,L + 4.50(c),,6.19,,04/2023,,1750,,,1737,,,0.2,,,1772,,
158,Diversified/Conglomerate Service - (continued),"Netsmart Technologies, Inc.  (5)",Senior loan,L + 4.75,,N/A  (6),,04/2023,,0,,,(8,,,0,,,0,,
159,Diversified/Conglomerate Service - (continued),"Nexus Brands Group, Inc.  #",One stop,L + 6.00(c),,7.57,,11/2023,,5779,,,5708,,,0.6,,,5721,,
160,Diversified/Conglomerate Service - (continued),"Nexus Brands Group, Inc.",One stop,L + 6.00(a),,7.53,,11/2023,,2,,,1,,,0,,,1,,
161,Diversified/Conglomerate Service - (continued),"Nexus Brands Group, Inc.  (5)",One stop,L + 6.00,,N/A  (6),,11/2023,,0,,,(2,,,0,,,(3,,
162,Diversified/Conglomerate Service - (continued),"Saba Software, Inc.  #",One stop,L + 5.50(b),,7.12,,05/2023,,20246,,,19931,,,2.1,,,20246,,
163,Diversified/Conglomerate Service - (continued),"Saba Software, Inc.  (5)",One stop,L + 5.50,,N/A  (6),,05/2023,,0,,,(2,,,0,,,0,,
164,Diversified/Conglomerate Service - (continued),"Saldon Holdings, Inc.  *",Senior loan,L + 4.50(c),,5.98,,09/2022,,775,,,766,,,0.1,,,775,,
165,Diversified/Conglomerate Service - (continued),"Secure-24, LLC  *^",One stop,L + 5.00(a),,6.57,,08/2019,,21599,,,21448,,,2.2,,,21599,,
166,Diversified/Conglomerate Service - (continued),"Secure-24, LLC  (5)",One stop,L + 5.00,,N/A  (6),,08/2019,,0,,,(4,,,0,,,0,,
167,Diversified/Conglomerate Service - (continued),"Severin Acquisition, LLC  ^",Senior loan,L + 5.37(a),,6.94,,07/2021,,881,,,872,,,0.1,,,894,,
168,Diversified/Conglomerate Service - (continued),"Severin Acquisition, LLC  ^",Senior loan,L + 5.00(a),,6.57,,07/2021,,784,,,776,,,0.1,,,787,,
169,Diversified/Conglomerate Service - (continued),"Severin Acquisition, LLC  ^",Senior loan,L + 5.37(a),,6.94,,07/2021,,600,,,593,,,0.1,,,609,,
170,Diversified/Conglomerate Service - (continued),"Severin Acquisition, LLC  ^",Senior loan,L + 4.87(a),,6.44,,07/2021,,193,,,191,,,0,,,193,,
171,Diversified/Conglomerate Service - (continued),"Switchfly, Inc.",One stop,L + 10.00(c),,9.85 cash/1.50 PIK,,04/2020,,2407,,,2315,,,0.3,,,2407,,
172,Diversified/Conglomerate Service - (continued),"Switchfly, Inc.",One stop,L + 10.00,,N/A  (6),,04/2020,,0,,,0,,,0,,,0,,
173,Diversified/Conglomerate Service - (continued),"Telesoft, LLC  #",One stop,L + 5.50(c),,6.84,,07/2022,,4192,,,4154,,,0.4,,,4192,,
174,Diversified/Conglomerate Service - (continued),"Telesoft, LLC  (5)",One stop,L + 5.50,,N/A  (6),,07/2022,,0,,,(1,,,0,,,0,,
175,Diversified/Conglomerate Service - (continued),"Transaction Data Systems, Inc.  *",Senior loan,L + 5.25(c),,6.94,,06/2021,,740,,,730,,,0.1,,,740,,
176,Diversified/Conglomerate Service - (continued),"Trintech, Inc.  *^#",One stop,L + 6.50(a),,7.89,,12/2023,,10930,,,10793,,,1.1,,,10821,,
177,Diversified/Conglomerate Service - (continued),"Trintech, Inc.  ^",One stop,L + 6.50(a),,8.07,,12/2023,,3429,,,3386,,,0.4,,,3395,,
178,Diversified/Conglomerate Service - (continued),"Trintech, Inc.",One stop,L + 6.50(a),,8.07,,12/2023,,30,,,28,,,0,,,29,,
179,Diversified/Conglomerate Service - (continued),"True Commerce, Inc.  #",One stop,L + 5.75(c),,7.16,,11/2023,,5652,,,5583,,,0.6,,,5596,,
180,Diversified/Conglomerate Service - (continued),"True Commerce, Inc.  (5)",One stop,L + 5.75,,N/A  (6),,11/2023,,0,,,(1,,,0,,,(1,,
181,Diversified/Conglomerate Service - (continued),"Valant Medical Solutions, Inc.",One stop,L + 11.00(a),,10.18 cash/2.25 PIK,,10/2020,,814,,,741,,,0.1,,,732,,
182,Diversified/Conglomerate Service - (continued),"Valant Medical Solutions, Inc.",One stop,L + 11.00,,N/A  (6),,10/2020,,0,,,0,,,0,,,0,,
183,Diversified/Conglomerate Service - (continued),"Velocity Technology Solutions, Inc.  #",One stop,L + 6.00(c),,7.52,,12/2023,,8290,,,8146,,,0.9,,,8207,,
184,Diversified/Conglomerate Service - (continued),"Velocity Technology Solutions, Inc.  (5)",One stop,L + 6.00,,N/A  (6),,12/2023,,0,,,(1,,,0,,,(1,,
185,Diversified/Conglomerate Service - (continued),"Vendavo, Inc.",One stop,L + 8.50(c),,9.85,,10/2019,,17982,,,17826,,,1.9,,,17982,,
