,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
126,"North Haven Stack Buyer, LLC+(5)",One stop,SF +,5.5,,N/A(6),,,,07/2027,,,0,,,,(  22  ),,,0,,,(  56  )
127,"North Haven Stack Buyer, LLC+",One stop,SF +,5.5,(k),8.63,,,,07/2027,,38,,,37,,,0.0,,35,,,
128,"North Haven Stack Buyer, LLC+",One stop,SF +,5.5,(k),8.63,,,,07/2027,,2953,,,2929,,,0.1,,2894,,,
129,"North Haven Stack Buyer, LLC+",One stop,SF +,5.5,(k),8.63,,,,07/2027,,974,,,966,,,0.0,,955,,,
130,"OVG Business Services, LLC+",One stop,L +,6.25,(a),9.34,,,,11/2028,,1800,,,1764,,,0.1,,1764,,,
131,"OVG Business Services, LLC+",One stop,L +,5.5,(a),8.14,,,,11/2026,,9,,,9,,,0.0,,8,,,
132,Profile Products LLC+,One stop,L +,5.5,(b),8.43,,,,11/2027,,5466,,,5359,,,0.2,,5466,,,
133,Profile Products LLC+(8),One stop,L +,5.5,(b),8.42,,,,11/2027,,1288,,,1266,,,0.1,,1288,,,
134,Profile Products LLC+,One stop,L +,5.5,(a)(d),8.60,,,,11/2027,,18,,,17,,,0.0,,18,,,
135,Profile Products LLC+(5),One stop,L +,5.5,,N/A(6),,,,11/2027,,0,,,(  8  ),,,0.0,,0,,,
136,Profile Products LLC+(5),One stop,L +,5.25,,N/A(6),,,,11/2027,,0,,,(  1  ),,,0.0,,0,,,
137,"PT Intermediate Holdings III, LLC+",One stop,L +,5.5,(b),9.17,,,,11/2028,,29523,,,29029,,,1.2,,28932,,,
138,"PT Intermediate Holdings III, LLC+",One stop,L +,5.5,(b),9.17,,,,11/2028,,20873,,,20681,,,0.8,,20456,,,
139,"PT Intermediate Holdings III, LLC+",One stop,L +,5.5,(b),9.17,,,,11/2028,,9900,,,9775,,,0.4,,9702,,,
140,"Radwell Parent, LLC+",One stop,SF +,5.75,(l),9.40,,,,03/2029,,19076,,,18789,,,0.7,,18313,,,
141,"Radwell Parent, LLC+(5)",One stop,SF +,5.75,,N/A(6),,,,03/2028,,0,,,(  4  ),,,0.0,,(  9  ),,,
142,"Radwell Parent, LLC+(5)",One stop,SF +,5.75,,N/A(6),,,,03/2029,,0,,,(  8  ),,,0.0,,(  22  ),,,
143,Trinity Air Consultants Holdings Corporation+,One stop,L +,5.25,(c),7.08,,,,06/2027,,2458,,,2419,,,0.1,,2409,,,
144,Trinity Air Consultants Holdings Corporation+,One stop,L +,5.25,(c),8.60,,,,06/2027,,33,,,32,,,0.0,,31,,,
145,Trinity Air Consultants Holdings Corporation+,One stop,L +,5.25,,N/A(6),,,,06/2027,,0,,,0,,,0.0,,0,,,
146,WRE Holding Corp.*#,Senior loan,SF +,5.25,(l),7.95,,,,01/2025,,2229,,,2225,,,0.1,,2229,,,
147,WRE Holding Corp.+,Senior loan,SF +,5.25,(l),7.95,,,,01/2025,,920,,,920,,,0.0,,920,,,
148,WRE Holding Corp.+,Senior loan,SF +,5.25,(l),7.95,,,,01/2025,,675,,,673,,,0.0,,675,,,
149,WRE Holding Corp.+,Senior loan,SF +,5.25,(l),7.95,,,,01/2025,,399,,,398,,,0.0,,399,,,
150,WRE Holding Corp.+,Senior loan,SF +,5.25,(l),7.95,,,,01/2025,,128,,,129,,,0.0,,128,,,
151,WRE Holding Corp.+,Senior loan,SF +,5.25,(l),7.95,,,,01/2025,,23,,,23,,,0.0,,23,,,
152,WRE Holding Corp.+,Senior loan,SF +,5.25,(l),7.95,,,,01/2025,,14,,,13,,,0.0,,14,,,
153,WRE Holding Corp.+,Senior loan,SF +,5.25,(l),7.99,,,,01/2025,,16,,,14,,,0.0,,16,,,
154,Communications Equipment,,,,,,,,,,,,,,,,,,,,,,
155,Lightning Finco Limited+(8)(10),One stop,L +,5.5,(b),8.57,,,,09/2028,,10349,,,10174,,,0.4,,10142,,,
156,Lightning Finco Limited+(8)(9)(10),One stop,E +,5.5,(e),6.25,,,,09/2028,,1041,,,1240,,,0.0,,1020,,,
157,Containers and Packaging,,,,,,,,,,,,,,,,,,,,,,
158,AmerCareRoyal LLC+,Senior loan,L +,5.5,(a),8.12,cash/,0.50,PIK,11/2025,,748,,,739,,,0.0,,733,,,
159,AmerCareRoyal LLC+,Senior loan,L +,5.5,(a),8.12,cash/,0.50,PIK,11/2025,,160,,,158,,,0.0,,156,,,
160,AmerCareRoyal LLC+,Senior loan,L +,5.5,(a),8.12,cash/,0.50,PIK,11/2025,,155,,,153,,,0.0,,152,,,
161,AmerCareRoyal LLC+(8),Senior loan,L +,5.5,(a),8.12,cash/,0.50,PIK,11/2025,,134,,,133,,,0.0,,132,,,
162,Chase Intermediate+,One stop,L +,5.0,(b)(c),8.00,,,,10/2028,,9900,,,9819,,,0.4,,9702,,,
163,Chase Intermediate+(5),One stop,L +,5.0,,N/A(6),,,,10/2028,,0,,,(  3  ),,,0.0,,(  7  ),,,
164,Chase Intermediate+(5),One stop,L +,5.0,,N/A(6),,,,10/2028,,0,,,(  11  ),,,0.0,,(  24  ),,,
165,"Fortis Solutions Group, LLC*#+",One stop,L +,5.5,(b)(c),9.59,,,,10/2028,,33683,,,33177,,,1.3,,33346,,,
166,"Fortis Solutions Group, LLC+",One stop,L +,5.5,(c),9.67,,,,10/2027,,20,,,15,,,0.0,,17,,,
167,"Fortis Solutions Group, LLC+(5)",One stop,L +,5.5,,N/A(6),,,,10/2028,,0,,,(  95  ),,,0.0,,(  12  ),,,
168,"Fortis Solutions Group, LLC+(5)",One stop,L +,5.5,,N/A(6),,,,10/2028,,0,,,(  40  ),,,0.0,,(  56  ),,,
169,Distributors,,,,,,,,,,,,,,,,,,,,,,
170,WSC Holdings Midco LLC+,Senior loan,SF +,4.5,(l),7.13,,,,07/2027,,,1244,,,,1231,,,0,,,1232
171,WSC Holdings Midco LLC+,Senior loan,SF +,4.5,(l),7.30,,,,07/2027,,1797,,,1782,,,0.1,,1779,,,
172,WSC Holdings Midco LLC+,Senior loan,SF +,4.5,(l),7.13,,,,07/2027,,2961,,,2931,,,0.1,,2932,,,
173,WSC Holdings Midco LLC+(5),Senior loan,SF +,4.5,,N/A(6),,,,07/2027,,0,,,(  1  ),,,0.0,,(  1  ),,,
174,WSC Holdings Midco LLC+(5),Senior loan,SF +,4.5,,N/A(6),,,,07/2027,,0,,,(  1  ),,,0.0,,(  1  ),,,
175,Diversified Consumer Services,,,,,,,,,,,,,,,,,,,,,,
176,"Certus Pest, Inc.#",One stop,SF +,6.25,(m),9.08,,,,02/2026,,1589,,,1560,,,0.1,,1557,,,
177,"Certus Pest, Inc.#",One stop,SF +,6.25,(m),9.08,,,,02/2026,,1524,,,1479,,,0.1,,1493,,,
178,"Certus Pest, Inc.+",One stop,SF +,6.25,(m),8.19,,,,02/2026,,1099,,,1099,,,0.1,,1077,,,
179,"Certus Pest, Inc.#",One stop,SF +,6.25,(l)(m),10.04,,,,02/2026,,1080,,,1070,,,0.1,,1058,,,
180,"Certus Pest, Inc.+",One stop,SF +,6.25,(m),9.08,,,,02/2026,,753,,,739,,,0.0,,738,,,
181,"Certus Pest, Inc.#",One stop,SF +,6.25,(m),9.08,,,,02/2026,,664,,,632,,,0.0,,651,,,
182,"Certus Pest, Inc.+",One stop,SF +,6.25,(l),9.95,,,,02/2026,,647,,,643,,,0.0,,634,,,
183,"Certus Pest, Inc.+",One stop,SF +,6.25,(l),9.95,,,,02/2026,,382,,,374,,,0.0,,374,,,
184,"Certus Pest, Inc.+",One stop,SF +,6.25,(m),9.08,,,,02/2026,,239,,,225,,,0.0,,235,,,
185,"Certus Pest, Inc.+",One stop,SF +,6.25,(m),9.08,,,,02/2026,,131,,,105,,,0.0,,128,,,
186,"Certus Pest, Inc.+",One stop,SF +,6.25,(l),9.95,,,,02/2026,,55,,,50,,,0.0,,54,,,
187,"Certus Pest, Inc.+(5)",One stop,SF +,6.25,,N/A(6),,,,02/2026,,0,,,0,,,0.0,,(  1  ),,,
188,"Certus Pest, Inc.+(5)",One stop,SF +,6.25,,N/A(6),,,,02/2026,,0,,,(  2  ),,,0.0,,0,,,
189,"Certus Pest, Inc.+(5)",One stop,SF +,6.25,,N/A(6),,,,02/2026,,0,,,(  13  ),,,0.0,,(  99  ),,,
190,"CHHJ Midco, LLC#",Senior loan,L +,5.0,(a),8.12,,,,01/2026,,2723,,,2705,,,0.1,,2723,,,
191,"CHHJ Midco, LLC+",Senior loan,L +,5.0,,N/A(6),,,,01/2026,,0,,,0,,,0.0,,0,,,
192,"COP Hometown Acquisitions, Inc.+",Senior loan,L +,4.5,(b),7.24,,,,07/2027,,1713,,,1699,,,0.1,,1696,,,
193,"COP Hometown Acquisitions, Inc.+",Senior loan,L +,4.5,(b),6.78,,,,07/2027,,1669,,,1648,,,0.1,,1652,,,
194,"COP Hometown Acquisitions, Inc.+",Senior loan,L +,4.5,(b),6.87,,,,07/2027,,1094,,,1082,,,0.1,,1083,,,
195,"COP Hometown Acquisitions, Inc.+",Senior loan,L +,4.5,(b),7.19,,,,07/2027,,773,,,764,,,0.0,,765,,,
196,"COP Hometown Acquisitions, Inc.+",Senior loan,L +,4.5,(b),6.78,,,,07/2027,,199,,,196,,,0.0,,197,,,
197,"COP Hometown Acquisitions, Inc.+",Senior loan,L +,4.75,(b),7.75,,,,07/2027,,120,,,118,,,0.0,,120,,,
198,"COP Hometown Acquisitions, Inc.+",Senior loan,L +,4.5,,N/A(6),,,,07/2027,,0,,,0,,,0.0,,0,,,
199,"DP Flores Holdings, LLC+",One stop,SF +,6.5,(l),10.00,,,,09/2028,,2593,,,2548,,,0.1,,2548,,,
200,"DP Flores Holdings, LLC+(5)",One stop,SF +,6.5,,N/A(6),,,,09/2028,,0,,,(  2  ),,,0.0,,(  2  ),,,
201,"DP Flores Holdings, LLC+(5)",One stop,SF +,6.5,,N/A(6),,,,09/2028,,0,,,(  15  ),,,0.0,,(  15  ),,,
202,"DP Flores Holdings, LLC+",One stop,SF +,6.5,,N/A(6),,,,09/2028,,0,,,0,,,0.0,,0,,,
203,"DP Flores Holdings, LLC+(5)",One stop,SF +,6.5,,N/A(6),,,,09/2028,,0,,,(  25  ),,,0.0,,0,,,
204,"EMS LINQ, LLC+",One stop,L +,6.25,(a),9.37,,,,12/2027,,9591,,,9508,,,0.4,,9495,,,
205,"EMS LINQ, LLC+(5)",One stop,L +,6.25,,N/A(6),,,,12/2027,,0,,,(  1  ),,,0.0,,(  1  ),,,
206,EWC Growth Partners LLC+,One stop,L +,6.0,(b),9.67,,,,03/2026,,930,,,920,,,0.1,,920,,,
207,EWC Growth Partners LLC+,One stop,L +,6.0,(b),9.67,,,,03/2026,,74,,,73,,,0.0,,73,,,
208,EWC Growth Partners LLC+,One stop,L +,6.0,(b),9.67,,,,03/2026,,14,,,14,,,0.0,,14,,,
209,Excelligence Learning Corporation#+,One stop,L +,6.0,(b),9.67,,,,04/2023,,10240,,,10204,,,0.4,,10240,,,
210,"FPG Intermediate Holdco, LLC+",One stop,SF +,6.0,(k),9.13,,,,03/2027,,9098,,,8964,,,0.3,,8756,,,
211,"FPG Intermediate Holdco, LLC+",One stop,SF +,6.0,(k),9.13,,,,03/2027,,314,,,303,,,0.0,,287,,,
212,"FPG Intermediate Holdco, LLC+(5)",One stop,SF +,6.0,,N/A(6),,,,03/2027,,0,,,(  1  ),,,0.0,,(  3  ),,,
