,0,1,2,3,4,5,6,7,8,9
90,Construction & Engineering,"Reladyne, Inc.#~",Senior loan,L + 5.00(d),6.00,07/2022,738,749,0,738
91,Containers and Packaging,Containers and Packaging,Senior loan,,,,,,,
92,Containers and Packaging,AmerCareRoyal LLC+Senior loan,Senior loan,L + 5.00(a),6.00,11/2025,820,813,0,820
93,Containers and Packaging,AmerCareRoyal LLC+(8),Senior loan,L + 5.00(a),6.00,11/2025,152,151,0,152
94,Containers and Packaging,Fortis Solutions Group LLC+Senior loan,Senior loan,L + 5.00(a),6.00,12/2023,2424,2377,0.1,2376
95,Containers and Packaging,Fortis Solutions Group LLC+Senior loan,Senior loan,L + 5.00(a),6.00,12/2023,1582,1570,0.1,1550
96,Containers and Packaging,Fortis Solutions Group LLC+Senior loan,Senior loan,L + 5.00(a),6.00,12/2023,630,625,0,617
97,Containers and Packaging,Fortis Solutions Group LLC+Senior loan,Senior loan,L + 5.00(a),6.00,12/2023,605,600,0,594
98,Containers and Packaging,Fortis Solutions Group LLC(5),Senior loan,L + 5.00,N/A(6),12/2023,0,0,0,(1)
99,Containers and Packaging,"Plano Molding Company, LLC+One stop",Senior loan,L + 9.00(c),8.50 cash/1.50 PIK,05/2022,14653,14617,0.5,12454
100,Containers and Packaging,"Plano Molding Company, LLC",One stop,L + 9.00(c),8.50 cash/1.50 PIK,05/2022,1186,1177,0.1,1186
101,Distributors,Distributors,One stop,,,,,,,
102,Distributors,"PetroChoice Holdings, Inc.#^",Senior loan,L + 5.00(c),6.00,08/2022,3267,3273,0.1,3104
103,Diversified Consumer Services,Diversified Consumer Services,Senior loan,,,,,,,
104,Diversified Consumer Services,EWC Growth Partners LLC,One stop,L + 7.50(c),6.50 cash/2.00 PIK,03/2026,914,899,0,832
105,Diversified Consumer Services,EWC Growth Partners LLC,One stop,L + 7.50(c),6.50 cash/2.00 PIK,03/2026,30,29,0,27
106,Diversified Consumer Services,EWC Growth Partners LLC,One stop,L + 7.50(c),6.50 cash/2.00 PIK,03/2026,18,18,0,16
107,Diversified Consumer Services,Excelligence Learning Corporation#,One stop,L + 7.00(c),8.00,04/2023,10466,10233,0.3,8373
108,Diversified Consumer Services,"Learn-it Systems, LLC",Senior loan,L + 5.00(c),5.00 cash/0.50 PIK,03/2025,2542,2588,0.1,2542
109,Diversified Consumer Services,"Learn-it Systems, LLC",Senior loan,L + 5.00(c),5.50,03/2025,608,607,0,608
110,Diversified Consumer Services,"Learn-it Systems, LLC",Senior loan,L + 4.50,N/A(6),03/2025,0,0,0,0
111,Diversified Consumer Services,"Liminex, Inc.~",One stop,L + 7.25(a),8.25,11/2026,25462,24988,1.0,25207
112,Diversified Consumer Services,"Liminex, Inc.(5)",One stop,L + 7.25,N/A(6),11/2026,0,(2),0,(2)
113,Diversified Consumer Services,Litera Bidco LLC+^,One stop,L + 5.25(a),6.25,05/2026,3740,3760,0.2,3568
114,Diversified Consumer Services,Litera Bidco LLC+One stop,One stop,L + 6.00(c),7.00,05/2026,1307,1291,0.1,1291
115,Diversified Consumer Services,Litera Bidco LLC,One stop,L + 5.25(a),5.40,05/2026,701,725,0,669
116,Diversified Consumer Services,Litera Bidco LLC,One stop,L + 5.25(a),6.25,05/2026,701,725,0,669
117,Diversified Consumer Services,Litera Bidco LLC(5),One stop,L + 5.25,N/A(6),05/2025,0,0,0,(2)
118,Diversified Consumer Services,"PADI Holdco, Inc.*#",One stop,L + 8.75(c),8.25 cash/1.50 PIK,04/2024,21686,21859,0.8,18429
119,Diversified Consumer Services,"PADI Holdco, Inc.+~(8)(9)",One stop,E + 5.75(g),4.25 cash/1.50 PIK,04/2024,20634,20892,0.8,18343
120,Diversified Consumer Services,"PADI Holdco, Inc.~",One stop,L + 7.25(c),6.75 cash/1.50 PIK,04/2024,803,797,0,682
121,Diversified Consumer Services,"PADI Holdco, Inc.",One stop,L + 7.25(a),6.75 cash/1.50 PIK,04/2023,180,179,0,146
122,Diversified Consumer Services,"PADI Holdco, Inc.",One stop,L + 8.75(c),8.25 cash/1.50 PIK,04/2024,166,165,0,141
123,Diversified Financial Services,Diversified Financial Services,One stop,,,,,,,
124,Diversified Financial Services,"Higginbotham Insurance Agency, Inc.+One stop",One stop,L + 5.75(c),6.50,11/2026,3614,3561,0.1,3560.0
125,Diversified Financial Services,"Higginbotham Insurance Agency, Inc.(5)",One stop,L + 5.75,N/A(6),11/2026,0,(8),0,(8)
126,Diversified Financial Services,Institutional Shareholder Services*,Senior loan,L + 4.50(c),4.75,03/2026,18727,19096,0.8,18727
127,Diversified Financial Services,Institutional Shareholder Services,Senior loan,L + 4.50(c),4.74,03/2024,190,187,0,190
128,Diversified Financial Services,Sovos Compliance*+^,One stop,L + 4.75(a),5.75,04/2024,19614,20117,0.8,19614
129,Diversified Financial Services,Sovos Compliance,Second lien,No Value,12.00 PIK,04/2025,9221,9448,0.4,9221
130,Diversified Financial Services,Sovos Compliance+One stop,Second lien,L + 4.75(a),5.75,04/2024,4322,4242,0.2,4322
131,Diversified Financial Services,Sovos Compliance*#,One stop,L + 4.75(a),5.75,04/2024,1903,1952,0.1,1903
132,Diversified Financial Services,Sovos Compliance,Second lien,No Value,12.00 PIK,04/2025,1260,1296,0,1260
133,Diversified Financial Services,Sovos Compliance*#,One stop,L + 4.75(a),5.75,04/2024,768,789,0,768
134,Diversified Financial Services,Sovos Compliance,One stop,L + 4.75(a),5.75,04/2024,96,95,0,96
135,Diversified Financial Services,Sovos Compliance,One stop,L + 4.75(a),5.75,04/2024,85,84,0,85
136,Diversified Financial Services,Sovos Compliance(5),One stop,L + 4.75,N/A(6),04/2024,0,(21),0,0
137,Electric Utilities,Electric Utilities,One stop,,,,,,,
138,Electric Utilities,"Arcos, LLC#^",One stop,L + 5.00(c),6.00,02/2021,11368,11395,0.5,11368.0
139,Electric Utilities,"Arcos, LLC",One stop,L + 5.00,N/A(6),02/2021,0,0,0,0
140,"Electronic Equipment, Instruments & Components","Electronic Equipment, Instruments & Components",One stop,,,,,,,
141,"Electronic Equipment, Instruments & Components",CST Buyer Company+One stop,One stop,L + 6.00(d),7.00,10/2025,20580,20331,0.8,20374
142,"Electronic Equipment, Instruments & Components",CST Buyer Company+~,One stop,L + 6.00(a),7.00,10/2025,10189,10084,0.4,10087
143,"Electronic Equipment, Instruments & Components",CST Buyer Company,One stop,L + 6.00,N/A(6),10/2025,0,0,0,0
144,"Electronic Equipment, Instruments & Components",ES Acquisition LLC,Senior loan,L + 5.00(c),6.00,11/2025,660,649,0,659
145,"Electronic Equipment, Instruments & Components",ES Acquisition LLC,Senior loan,L + 5.00(c),6.00,11/2025,140,138,0,139
146,"Electronic Equipment, Instruments & Components","ES Acquisition, LLC",Senior loan,L + 5.50(c),6.50,11/2025,89,86,0,91
147,"Electronic Equipment, Instruments & Components","ES Acquisition, LLC",Senior loan,L + 5.00(c),6.00,11/2025,46,46,0,46
148,"Electronic Equipment, Instruments & Components",ES Acquisition LLC,Senior loan,L + 5.00(c),6.00,11/2025,45,44,0,45
149,"Electronic Equipment, Instruments & Components",ES Acquisition LLC,Second lien,L + 5.00(c),6.00,11/2025,36,35,0,36
150,"Electronic Equipment, Instruments & Components","Pasternack Enterprises, Inc. and Fairview Microwave, Inc+~",Senior loan,L + 4.00(a),4.15,07/2025,23578,23790,1.0,23342
151,"Electronic Equipment, Instruments & Components","Pasternack Enterprises, Inc. and Fairview Microwave, Inc",Senior loan,L + 4.00,N/A(6),07/2023,0,0,0,0
152,"Electronic Equipment, Instruments & Components","Inventus Power, Inc.*#+One stop",Senior loan,L + 5.50(a),6.50,04/2021,14303,14099,0.6,14303
153,"Electronic Equipment, Instruments & Components","Inventus Power, Inc.(5)",One stop,L + 5.50,N/A(6),04/2021,0,(9),0,0
154,"Electronic Equipment, Instruments & Components","Watchfire Enterprises, Inc.",Second lien,L + 8.00(a),9.00,10/2021,9435,9410,0.4,9435
155,Food & Staples Retailing,Food & Staples Retailing,Second lien,,,,,,,
156,Food & Staples Retailing,"Cafe Rio Holding, Inc.*#",One stop,L + 5.50(c),6.50,09/2023,18562,18743,0.8,18562.0
157,Food & Staples Retailing,"Cafe Rio Holding, Inc.",One stop,L + 5.50(c),6.50,09/2023,2415,2414,0.1,2415
158,Food & Staples Retailing,"Cafe Rio Holding, Inc.#",One stop,L + 5.50(c),6.50,09/2023,2243,2308,0.1,2243
159,Food & Staples Retailing,"Cafe Rio Holding, Inc.*#",One stop,L + 5.50(c),6.50,09/2023,1423,1465,0.1,1423
160,Food & Staples Retailing,"Cafe Rio Holding, Inc.#",One stop,L + 5.50(c),6.50,09/2023,1257,1293,0,1257
161,Food & Staples Retailing,"Cafe Rio Holding, Inc.",One stop,L + 5.50(c),6.50,09/2023,181,181,0,181
162,Food & Staples Retailing,"Cafe Rio Holding, Inc.",One stop,L + 5.50,N/A(6),09/2023,0,0,0,0
163,Food & Staples Retailing,"Captain D's, LLC#",Senior loan,L + 4.50(c),5.50,12/2023,13688,13729,0.6,13688
164,Food & Staples Retailing,"Captain D's, LLC",Senior loan,L + 4.50(c),5.50,12/2023,120,121,0,120
165,Food & Staples Retailing,"Feeders Supply Company, LLC#+One stop",Senior loan,L + 6.00(a),7.00,04/2023,9101,9049,0.4,9101
166,Food & Staples Retailing,"Feeders Supply Company, LLC",Subordinated debt,No Value,12.50 cash/7.00 PIK,04/2021,155,155,0,155
167,Food & Staples Retailing,"Feeders Supply Company, LLC",One stop,L + 6.00(a),7.00,04/2021,10,10,0,10
168,Food & Staples Retailing,FWR Holding Corporation#,One stop,L + 7.00(c),6.50 cash/1.50 PIK,08/2023,10398,10382,0.4,9566
169,Food & Staples Retailing,FWR Holding Corporation#,One stop,L + 7.00(c),6.50 cash/1.50 PIK,08/2023,1819,1871,0.1,1673
170,Food & Staples Retailing,FWR Holding Corporation#,One stop,L + 7.00(c),6.50 cash/1.50 PIK,08/2023,1149,1183,0,1058
171,Food & Staples Retailing,FWR Holding Corporation#,One stop,L + 7.00(c),6.50 cash/1.50 PIK,08/2023,364,373,0,335
172,Food & Staples Retailing,FWR Holding Corporation,One stop,L + 7.00(c),6.50 cash/1.50 PIK,08/2023,274,273,0,252
173,Food & Staples Retailing,FWR Holding Corporation#,One stop,L + 7.00(c),6.50 cash/1.50 PIK,08/2023,272,279,0,250
174,Food & Staples Retailing,FWR Holding Corporation,One stop,L + 7.00(c),6.50 cash/1.50 PIK,08/2023,131,130,0,121
175,Food & Staples Retailing,FWR Holding Corporation(5),One stop,L + 7.00,N/A(6),08/2023,0,0,0,(10)
176,Food & Staples Retailing,FWR Holding Corporation,One stop,L + 7.00,N/A(6),08/2023,0,0,0,0
177,Food & Staples Retailing,"Mendocino Farms, LLC",One stop,L + 8.50(a),2.00 cash/7.50 PIK,06/2023,834,855,0,834
178,Food & Staples Retailing,"Mendocino Farms, LLC",One stop,L + 8.50(a),2.00 cash/7.50 PIK,06/2023,655,672,0,655
179,Food & Staples Retailing,"Mendocino Farms, LLC",One stop,L + 8.50(a),2.00 cash/7.50 PIK,06/2023,643,640,0,643
180,Food & Staples Retailing,"Mendocino Farms, LLC",One stop,L + 8.50(a),2.00 cash/7.50 PIK,06/2023,316,315,0,316
181,Food & Staples Retailing,"Mendocino Farms, LLC",One stop,L + 8.50(a),2.00 cash/7.50 PIK,06/2023,316,314,0,316
182,Food & Staples Retailing,"Mendocino Farms, LLC",One stop,L + 8.50(a),2.00 cash/7.50 PIK,06/2023,156,155,0,156
183,Food & Staples Retailing,"Mendocino Farms, LLC",One stop,L + 8.50(a),2.00 cash/7.50 PIK,06/2023,95,94,0,95
184,Food & Staples Retailing,"Mendocino Farms, LLC(5)",One stop,L + 8.50,N/A(6),06/2023,0,(2),0,0
185,Food & Staples Retailing,"NBC Intermediate, LLC+~",Senior loan,L + 6.00(d),7.00,09/2023,18536,18356,0.8,18350
186,Food & Staples Retailing,"NBC Intermediate, LLC#+~",Senior loan,L + 6.00(c),7.00,09/2023,9657,9624,0.4,9561
187,Food & Staples Retailing,"NBC Intermediate, LLC*#+~",Senior loan,L + 6.00(c),7.00,09/2023,5047,5059,0.2,4996
188,Food & Staples Retailing,"NBC Intermediate, LLC#+~",Senior loan,L + 6.00(a)(c),7.00,09/2023,4301,4341,0.2,4257
189,Food & Staples Retailing,"NBC Intermediate, LLC#",Senior loan,L + 6.00(a),7.00,09/2023,667,660,0,660
190,Food & Staples Retailing,"NBC Intermediate, LLC(5)",Senior loan,L + 6.00,N/A(6),09/2023,0,0,0,(1)
191,Food & Staples Retailing,"Ruby Slipper Cafe LLC, The*",One stop,L + 8.50(c),8.50 cash/1.00 PIK,01/2023,2046,2040,0.1,1719
192,Food & Staples Retailing,"Ruby Slipper Cafe LLC, The",One stop,L + 8.50(c),8.50 cash/1.00 PIK,01/2023,414,426,0,348
193,Food & Staples Retailing,"Ruby Slipper Cafe LLC, The",One stop,L + 8.50(c),8.50 cash/1.00 PIK,01/2023,30,30,0,25
194,Food & Staples Retailing,"Wetzel's Pretzels, LLC*#",One stop,L + 7.25(c),7.75 cash/0.50 PIK,09/2021,16929,17030,0.7,16082
195,Food & Staples Retailing,"Wetzel's Pretzels, LLC",One stop,L + 7.25(c),7.75 cash/0.50 PIK,09/2021,100,101,0,96
196,Food & Staples Retailing,Wood Fired Holding Corp.*#,One stop,L + 7.75(c),6.75 cash/2.00 PIK,12/2023,14163,14354,0.6,13739
197,Food & Staples Retailing,Wood Fired Holding Corp.,One stop,L + 7.75(c),6.75 cash/2.00 PIK,12/2023,701,701,0,680
198,Food & Staples Retailing,Wood Fired Holding Corp.,One stop,L + 7.75(c),6.75 cash/2.00 PIK,12/2023,202,201,0,196
199,Food Products,Food Products,One stop,,,,,,,
200,Food Products,"FCID Merger Sub, Inc.+~",One stop,L + 6.00(c),7.00,12/2026,13694,13490,0.5,13556.0
201,Food Products,"FCID Merger Sub, Inc.(5)",One stop,L + 6.00,N/A(6),12/2026,0,(1),0,(1)
202,Food Products,"FCID Merger Sub, Inc.(5)",One stop,L + 6.00,N/A(6),12/2026,0,(42),0,(43)
203,Food Products,"Flavor Producers, LLC#~",Senior loan,L + 5.75(c),5.75 cash/1.00 PIK,12/2023,5006,4907,0.2,4605
204,Food Products,"Flavor Producers, LLC(5)",Senior loan,L + 4.75(c),N/A(6),12/2022,0,(4),0,(2)
205,Food Products,"MAPF Holdings, Inc.+~",One stop,L + 6.00(c),7.00,12/2026,29386,29094,1.2,29092
206,Food Products,"MAPF Holdings, Inc.(5)",One stop,L + 6.00,N/A(6),12/2026,0,(44),0,(45)
207,Food Products,"MAPF Holdings, Inc.(5)",One stop,L + 6.00,N/A(6),12/2026,0,(3),0,(3)
208,Food Products,"Purfoods, LLC",One stop,No Value,7.00 PIK,05/2026,76,80,0,76
209,Health Care Equipment & Supplies,Health Care Equipment & Supplies,One stop,,,,,,,
210,Health Care Equipment & Supplies,"Aspen Medical Products, LLC+~",One stop,L + 5.00(c),6.00,06/2025,4249,4314,0.2,4249.0
211,Health Care Equipment & Supplies,"Aspen Medical Products, LLC+One stop",One stop,L + 5.00(c),6.00,06/2025,271,269,0,271
212,Health Care Equipment & Supplies,"Aspen Medical Products, LLC",One stop,L + 5.00,N/A(6),06/2025,0,0,0,0
213,Health Care Equipment & Supplies,"Belmont Instrument, LLC+^",Senior loan,L + 4.75(c),5.75,12/2023,5243,5203,0.2,5243
214,Health Care Equipment & Supplies,"Blades Buyer, Inc.+~^",Senior loan,L + 4.75(c),5.75,08/2025,6618,6605,0.3,6518
215,Health Care Equipment & Supplies,"Blades Buyer, Inc.(5)",Senior loan,L + 4.75,N/A(6),08/2025,0,0,0,(2)
216,Health Care Equipment & Supplies,"Blades Buyer, Inc.(5)",Senior loan,L + 4.75,N/A(6),08/2025,0,(20),0,(21)
217,Health Care Equipment & Supplies,"Blue River Pet Care, LLC",One stop,L + 5.00(a),5.15,07/2026,27621,27671,1.1,27621
218,Health Care Equipment & Supplies,"Blue River Pet Care, LLC",One stop,L + 5.00(a),5.15,07/2026,2756,2669,0.1,2756
219,Health Care Equipment & Supplies,"Blue River Pet Care, LLC",One stop,L + 5.00(c),5.24,08/2025,400,396,0,398
220,Health Care Equipment & Supplies,"CCSL Holdings, LLC+One stop",One stop,L + 5.75(c),6.75,12/2026,15672,15476,0.6,15516
221,Health Care Equipment & Supplies,"CCSL Holdings, LLC(5)",One stop,L + 5.75,N/A(6),12/2026,0,(2),0,(2)
222,Health Care Equipment & Supplies,"CCSL Holdings, LLC(5)",One stop,L + 5.75,N/A(6),12/2026,0,(63),0,(56)
223,Health Care Equipment & Supplies,CMI Parent Inc.#+^,Senior loan,L + 4.25(c),5.25,08/2025,6616,6738,0.3,6484
224,Health Care Equipment & Supplies,CMI Parent Inc.(5),Senior loan,L + 4.25,N/A(6),08/2025,0,(2),0,(6)
225,Health Care Equipment & Supplies,"Flexan, LLC+^",One stop,L + 5.25(c),6.25,02/2022,8428,8391,0.3,8428
226,Health Care Equipment & Supplies,"Flexan, LLC*#",One stop,L + 5.25(c),6.25,02/2022,3264,3250,0.1,3264
227,Health Care Equipment & Supplies,"Flexan, LLC+One stop",One stop,L + 5.25(c),6.25,02/2022,2341,2330,0.1,2341
228,Health Care Equipment & Supplies,"Flexan, LLC#",One stop,L + 5.25(c),6.25,02/2022,1536,1529,0.1,1536
229,Health Care Equipment & Supplies,"Flexan, LLC(5)",One stop,L + 5.25,N/A(6),02/2022,0,(4),0,0
