,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
73,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  *",One stop,L + 5.50(c),8.10,05/2021,30.0,30,,,0.0,,,30,,
74,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  ^",One stop,L + 5.50(c),8.10,05/2021,24.0,23,,,0.0,,,24,,
75,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  ^",One stop,L + 5.50(c),8.10,05/2021,15.0,15,,,0.0,,,15,,
76,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  ^",One stop,L + 5.50(c),8.10,05/2021,15.0,15,,,0.0,,,15,,
77,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  ^",One stop,L + 5.50(c),8.10,05/2021,14.0,14,,,0.0,,,14,,
78,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  ^",One stop,L + 5.50(c),8.10,05/2021,11.0,11,,,0.0,,,11,,
79,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  ^",One stop,L + 5.50(c),8.10,05/2021,11.0,11,,,0.0,,,11,,
80,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  ^",One stop,L + 5.50(c),8.10,05/2021,10.0,10,,,0.0,,,10,,
81,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC",One stop,L + 5.50,N/A  (6),05/2021,0.0,0,,,0.0,,,0,,
82,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC",One stop,L + 5.50,N/A  (6),05/2021,0.0,0,,,0.0,,,0,,
83,"Beverage, Food and Tobacco - (continued)","Rubio's Restaurants, Inc.  ^*",Senior loan,L + 5.25(c),7.85,10/2019,11115.0,11021,,,1.1,,,10560,,
84,"Beverage, Food and Tobacco - (continued)","Rubio's Restaurants, Inc.",Senior loan,P + 3.50(f),9.00,10/2019,75.0,73,,,0.0,,,74,,
85,"Beverage, Food and Tobacco - (continued)",Wood Fired Holding Corp.  *,One stop,L + 5.75(c),8.65,12/2023,6953.0,6888,,,0.7,,,6953,,
86,"Beverage, Food and Tobacco - (continued)",Wood Fired Holding Corp.,One stop,L + 5.75,N/A  (6),12/2023,0.0,0,,,0.0,,,0,,
87,"Beverage, Food and Tobacco - (continued)",Wood Fired Holding Corp.  (5),One stop,L + 5.75,N/A  (6),12/2023,0.0,(1,,,0.0,,,0,,
88,Broadcasting and Entertainment,Broadcasting and Entertainment,One stop,,,,,,,,,,,,,
89,Broadcasting and Entertainment,"TouchTunes Interactive Networks, Inc.  ^",Senior loan,L + 4.75(a),7.25,05/2021,1440.0,1437,,,0.2,,,1440,,
90,Building and Real Estate,Building and Real Estate,Senior loan,,,,,,,,,,,,,
91,Building and Real Estate,"Brooks Equipment Company, LLC  ^*",One stop,L + 5.00(c),7.63,08/2020,21096,,,21022,,,2.2,,,21096.0
92,Building and Real Estate,"Brooks Equipment Company, LLC  *",One stop,L + 5.00(c),7.66,08/2020,2107.0,2101,,,0.2,,,2107,,
93,Building and Real Estate,"Brooks Equipment Company, LLC",One stop,P + 3.75(f),9.25,08/2020,178.0,173,,,0.0,,,178,,
94,Building and Real Estate,"Jensen Hughes, Inc.",Senior loan,L + 4.25(c)(f),6.86,03/2024,499.0,496,,,0.1,,,499,,
95,Building and Real Estate,"Jensen Hughes, Inc.",Senior loan,L + 4.25(c)(f),6.86,03/2024,153.0,151,,,0.0,,,153,,
96,Building and Real Estate,"Jensen Hughes, Inc.",Senior loan,L + 4.25(c)(f),6.86,03/2024,32.0,32,,,0.0,,,32,,
97,Building and Real Estate,"Jensen Hughes, Inc.",Senior loan,L + 4.25(a)(c)(f),6.86,03/2024,8.0,7,,,0.0,,,8,,
98,Building and Real Estate,MRI Software LLC  ^,One stop,L + 5.50(a),8.00,06/2023,23564.0,23093,,,2.4,,,23564,,
99,Building and Real Estate,MRI Software LLC^*~,One stop,L + 5.50(a),8.00,06/2023,13674.0,13558,,,1.4,,,13674,,
100,Building and Real Estate,MRI Software LLC  ^,One stop,L + 5.50(a),8.00,06/2023,355.0,352,,,0.1,,,355,,
101,Building and Real Estate,MRI Software LLC,One stop,L + 5.50(c),8.30,06/2023,333.0,330,,,0.0,,,333,,
102,Building and Real Estate,MRI Software LLC  ~,One stop,L + 5.50(a),8.00,06/2023,294.0,291,,,0.0,,,294,,
103,Building and Real Estate,MRI Software LLC  *,One stop,L + 5.50(a),8.00,06/2023,294.0,291,,,0.0,,,294,,
104,Building and Real Estate,MRI Software LLC  *,One stop,L + 5.50(a),8.00,06/2023,193.0,191,,,0.0,,,193,,
105,Building and Real Estate,MRI Software LLC  ^,One stop,L + 5.50(a),8.00,06/2023,164.0,163,,,0.0,,,164,,
106,Building and Real Estate,MRI Software LLC  ~,One stop,L + 5.50(c),8.30,06/2023,105.0,104,,,0.0,,,105,,
107,Building and Real Estate,MRI Software LLC  ~,One stop,L + 5.50(a),8.00,06/2023,97.0,96,,,0.0,,,97,,
108,Building and Real Estate,MRI Software LLC,One stop,L + 5.50(c),8.10,06/2023,61.0,58,,,0.0,,,61,,
109,Building and Real Estate,MRI Software LLC,One stop,L + 5.50(a)(c),8.00,06/2023,19.0,16,,,0.0,,,19,,
110,"Chemicals, Plastics and Rubber","Chemicals, Plastics and Rubber",One stop,,,,,,,,,,,,,
111,"Chemicals, Plastics and Rubber","Flexan, LLC  *",One stop,L + 5.75(c),8.35,02/2020,2298.0,2289,,,0.2,,,2298,,
112,"Chemicals, Plastics and Rubber","Flexan, LLC  ^",One stop,L + 5.75(c),8.35,02/2020,1080.0,1078,,,0.1,,,1080,,
113,"Chemicals, Plastics and Rubber","Flexan, LLC",One stop,P + 4.50(f),10.00,02/2020,17.0,17,,,0.0,,,17,,
114,"Chemicals, Plastics and Rubber",Inhance Technologies Holdings LLC,One stop,L + 5.25(c),7.84,07/2024,6863.0,6727,,,0.7,,,6863,,
115,"Chemicals, Plastics and Rubber",Inhance Technologies Holdings LLC  (5),One stop,L + 5.25,N/A  (6),07/2024,0.0,(1,,,0.0,,,0,,
116,"Chemicals, Plastics and Rubber",Inhance Technologies Holdings LLC  (5),One stop,L + 5.25,N/A  (6),07/2024,0.0,(1,,,0.0,,,0,,
117,Diversified/Conglomerate Manufacturing,Diversified/Conglomerate Manufacturing,One stop,,,,,,,,,,,,,
118,Diversified/Conglomerate Manufacturing,"Chase Industries, Inc.  ~",Senior loan,L + 4.00(c)(f),6.61,05/2025,6836.0,6731,,,0.7,,,6836,,
119,Diversified/Conglomerate Manufacturing,"Chase Industries, Inc.",Senior loan,L + 4.00(c)(f),6.65,05/2023,83.0,81,,,0.0,,,83,,
120,Diversified/Conglomerate Manufacturing,"Chase Industries, Inc.",Senior loan,L + 4.00(c)(f),6.60,05/2025,12.0,8,,,0.0,,,12,,
121,Diversified/Conglomerate Manufacturing,"Inventus Power, Inc.  ^*",One stop,L + 6.50(a),9.00,04/2020,7242.0,7232,,,0.7,,,6518,,
122,Diversified/Conglomerate Manufacturing,"Inventus Power, Inc.",One stop,L + 6.50(a)(c),9.04,04/2020,272.0,270,,,0.0,,,236,,
123,Diversified/Conglomerate Manufacturing,Onicon Incorporated  ^~,One stop,P + 4.50(f),10.00,04/2022,22118.0,21895,,,2.3,,,22118,,
124,Diversified/Conglomerate Manufacturing,Onicon Incorporated  (8)(9),One stop,L + 5.50(a),6.50,04/2022,4163.0,4096,,,0.4,,,4291,,
125,Diversified/Conglomerate Manufacturing,Onicon Incorporated,One stop,P + 4.50(f),10.00,04/2022,135.0,130,,,0.0,,,135,,
126,Diversified/Conglomerate Manufacturing,"Pasternack Enterprises, Inc. and Fairview Microwave, Inc  ~",Senior loan,L + 4.00(a),6.50,07/2025,5606.0,5580,,,0.6,,,5606,,
127,Diversified/Conglomerate Manufacturing,"Pasternack Enterprises, Inc. and Fairview Microwave, Inc",Senior loan,L + 4.00,N/A  (6),07/2023,0.0,0,,,0.0,,,0,,
128,Diversified/Conglomerate Manufacturing,"PetroChoice Holdings, Inc.  ^",Senior loan,L + 5.00(c),7.74,08/2022,1723.0,1695,,,0.2,,,1723,,
129,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.  ^*",Senior loan,L + 5.00(c),7.80,07/2022,16793.0,16629,,,1.7,,,16793,,
130,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.",Senior loan,L + 5.00(b)(c),7.63,07/2022,303.0,301,,,0.0,,,303,,
131,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.  ^",Senior loan,L + 5.00(c),7.80,07/2022,172.0,171,,,0.0,,,172,,
132,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.  ~",Senior loan,L + 5.00(c),7.80,07/2022,142.0,141,,,0.0,,,142,,
133,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.",Senior loan,L + 5.00(a),7.63,07/2022,100.0,99,,,0.0,,,100,,
134,Diversified/Conglomerate Manufacturing - (continued),Diversified/Conglomerate Manufacturing - (continued),Senior loan,,,,,,,,,,,,,
135,Diversified/Conglomerate Manufacturing - (continued),"Reladyne, Inc.  ~",Senior loan,L + 5.00(c),7.80,07/2022,65,,,64,,,0.0,,,65.0
136,Diversified/Conglomerate Manufacturing - (continued),"Reladyne, Inc.  (5)",Senior loan,L + 5.00,N/A  (6),07/2022,0.0,(2,,,0.0,,,0,,
137,Diversified/Conglomerate Manufacturing - (continued),"Sunless Merger Sub, Inc.",Senior loan,L + 5.00(a)(f),7.54,07/2019,1321.0,1322,,,0.1,,,1321,,
138,Diversified/Conglomerate Manufacturing - (continued),"Sunless Merger Sub, Inc.",Senior loan,P + 3.75(f),9.25,07/2019,237.0,237,,,0.0,,,237,,
139,Diversified/Conglomerate Manufacturing - (continued),"Togetherwork Holdings, LLC  ~",One stop,L + 6.50(a),9.00,03/2025,9112.0,8995,,,0.9,,,9112,,
140,Diversified/Conglomerate Manufacturing - (continued),"Togetherwork Holdings, LLC  *",One stop,L + 6.50(a),9.00,03/2025,554.0,547,,,0.1,,,554,,
141,Diversified/Conglomerate Manufacturing - (continued),"Togetherwork Holdings, LLC",One stop,L + 6.50(a),9.00,03/2025,150.0,148,,,0.0,,,150,,
142,Diversified/Conglomerate Manufacturing - (continued),"Togetherwork Holdings, LLC  ~",One stop,L + 6.50(a),9.00,03/2025,122.0,120,,,0.0,,,122,,
143,Diversified/Conglomerate Manufacturing - (continued),"Togetherwork Holdings, LLC  *~",One stop,L + 6.50(a),9.00,03/2025,115.0,114,,,0.0,,,115,,
144,Diversified/Conglomerate Manufacturing - (continued),"Togetherwork Holdings, LLC  *",One stop,L + 6.50(a),9.00,03/2025,107.0,106,,,0.0,,,107,,
145,Diversified/Conglomerate Manufacturing - (continued),"Togetherwork Holdings, LLC",One stop,L + 6.50(a),8.99,03/2024,72.0,71,,,0.0,,,72,,
146,Diversified/Conglomerate Manufacturing - (continued),"Togetherwork Holdings, LLC",One stop,L + 6.50(a),9.00,03/2025,67.0,66,,,0.0,,,67,,
147,Diversified/Conglomerate Manufacturing - (continued),"Togetherwork Holdings, LLC  ~",One stop,L + 6.50(a),9.00,03/2025,4.0,4,,,0.0,,,4,,
148,Diversified/Conglomerate Service,Diversified/Conglomerate Service,One stop,,,,,,,,,,,,,
149,Diversified/Conglomerate Service,"Accela, Inc.  *",One stop,L + 6.25(c),8.85,09/2023,5261.0,5199,,,0.5,,,5050,,
150,Diversified/Conglomerate Service,"Accela, Inc.",One stop,L + 6.25(c),8.85,09/2023,48.0,47,,,0.0,,,46,,
151,Diversified/Conglomerate Service,Agility Recovery Solutions Inc.  ^*,One stop,L + 6.00(a),8.50,03/2023,15789.0,15600,,,1.6,,,15789,,
152,Diversified/Conglomerate Service,Agility Recovery Solutions Inc.,One stop,L + 6.00(a),8.49,03/2023,139.0,130,,,0.0,,,139,,
153,Diversified/Conglomerate Service,"Anaqua, Inc.  ^*",One stop,L + 6.50(c),9.26,07/2022,6913.0,6842,,,0.7,,,6913,,
154,Diversified/Conglomerate Service,"Anaqua, Inc.  (5)",One stop,L + 6.50,N/A  (6),07/2022,0.0,(1,,,0.0,,,0,,
155,Diversified/Conglomerate Service,"Apptio, Inc.  ~",One stop,L + 7.25(a),9.74,01/2025,22224.0,21796,,,2.3,,,21780,,
156,Diversified/Conglomerate Service,"Apptio, Inc.  (5)",One stop,L + 7.25,N/A  (6),01/2025,0.0,(2,,,0.0,,,(2,,
157,Diversified/Conglomerate Service,"AutoQuotes, LLC  ~",One stop,L + 6.00(c),8.63,11/2024,4635.0,4559,,,0.5,,,4635,,
158,Diversified/Conglomerate Service,"AutoQuotes, LLC",One stop,L + 6.00,N/A  (6),11/2024,0.0,0,,,0.0,,,0,,
159,Diversified/Conglomerate Service,"Bazaarvoice, Inc.  *~",One stop,L + 5.75(a),8.25,02/2024,19319.0,19085,,,2.0,,,19319,,
160,Diversified/Conglomerate Service,"Bazaarvoice, Inc.",One stop,L + 5.75(a),8.25,02/2024,50.0,47,,,0.0,,,50,,
161,Diversified/Conglomerate Service,"Caliper Software, Inc.  ~",One stop,L + 5.50(a),8.00,11/2025,6185.0,6136,,,0.6,,,6185,,
162,Diversified/Conglomerate Service,"Caliper Software, Inc.",One stop,L + 5.50(a),8.00,11/2023,9.0,8,,,0.0,,,9,,
163,Diversified/Conglomerate Service,Centrify Corporation  *,One stop,L + 6.25(c),8.86,08/2024,10919.0,10772,,,1.1,,,10701,,
164,Diversified/Conglomerate Service,Centrify Corporation,One stop,P + 5.25(f),10.75,08/2024,150.0,148,,,0.0,,,147,,
165,Diversified/Conglomerate Service,"Clearwater Analytics, LLC  ^*",One stop,L + 5.00(a),7.50,09/2022,8532.0,8346,,,0.9,,,8532,,
166,Diversified/Conglomerate Service,"Clearwater Analytics, LLC  (5)",One stop,L + 5.00,N/A  (6),09/2022,0.0,(2,,,0.0,,,0,,
167,Diversified/Conglomerate Service,"Cloudbees, Inc.",One stop,L + 9.00(a),10.99 cash/0.50 PIK,05/2023,1903.0,1852,,,0.2,,,1903,,
168,Diversified/Conglomerate Service,"Cloudbees, Inc.",One stop,L + 9.00,N/A  (6),05/2023,0.0,0,,,0.0,,,0,,
169,Diversified/Conglomerate Service,"Confluence Technologies, Inc.",One stop,L + 7.50(a),9.99,03/2024,6998.0,6868,,,0.7,,,6998,,
170,Diversified/Conglomerate Service,"Confluence Technologies, Inc.  (5)",One stop,L + 7.50,N/A  (6),03/2024,0.0,(1,,,0.0,,,0,,
171,Diversified/Conglomerate Service,"Connexin Software, Inc.",One stop,L + 8.50(a),11.00,02/2024,2401.0,2352,,,0.3,,,2401,,
172,Diversified/Conglomerate Service,"Connexin Software, Inc.",One stop,L + 8.50,N/A  (6),02/2024,0.0,0,,,0.0,,,0,,
173,Diversified/Conglomerate Service,"Conservice, LLC  ~",One stop,L + 5.25(a),7.75,12/2024,1788.0,1771,,,0.2,,,1788,,
174,Diversified/Conglomerate Service,"Conservice, LLC",One stop,L + 5.25,N/A  (6),12/2024,0.0,0,,,0.0,,,0,,
175,Diversified/Conglomerate Service,"Datto, Inc.  *~",One stop,L + 8.00(c),10.49,12/2022,11156.0,10990,,,1.2,,,11156,,
176,Diversified/Conglomerate Service,"Datto, Inc.  (5)",One stop,L + 8.00,N/A  (6),12/2022,0.0,(1,,,0.0,,,0,,
177,Diversified/Conglomerate Service,Daxko Acquisition Corporation  ^*,One stop,L + 4.75(a),7.25,09/2023,11190.0,10979,,,1.2,,,11190,,
178,Diversified/Conglomerate Service,Daxko Acquisition Corporation  (5),One stop,L + 4.75,N/A  (6),09/2023,0.0,(1,,,0.0,,,0,,
179,Diversified/Conglomerate Service,"Digital Guardian, Inc.",One stop,L + 9.00(c),10.80 cash/1.00 PIK,06/2023,4020.0,3978,,,0.4,,,4228,,
180,Diversified/Conglomerate Service - (continued),Diversified/Conglomerate Service - (continued),One stop,,,,,,,,,,,,,
181,Diversified/Conglomerate Service - (continued),"Digital Guardian, Inc.",Subordinated debt,No Value,8.00 PIK,01/2020,193,,,193,,,0.0,,,202.0
182,Diversified/Conglomerate Service - (continued),"Digital Guardian, Inc.",Subordinated debt,No Value,8.00 PIK,04/2019,19.0,19,,,0.0,,,20,,
183,Diversified/Conglomerate Service - (continued),"Digital Guardian, Inc.",Subordinated debt,No Value,8.00 PIK,06/2023,4.0,0,,,0.0,,,4,,
184,Diversified/Conglomerate Service - (continued),"Digital Guardian, Inc.  (5)",One stop,L + 5.00,N/A  (6),06/2023,0.0,0,,,0.0,,,(1,,
185,Diversified/Conglomerate Service - (continued),"Digital Guardian, Inc.",One stop,L + 9.00,N/A  (6),06/2023,0.0,0,,,0.0,,,2,,
186,Diversified/Conglomerate Service - (continued),DISA Holdings Acquisition Subsidiary Corp.  ~,Senior loan,L + 4.00(c)(f),6.69,06/2022,2079.0,2070,,,0.2,,,2079,,
187,Diversified/Conglomerate Service - (continued),DISA Holdings Acquisition Subsidiary Corp.,Senior loan,L + 4.00(c)(f),6.69,06/2022,2.0,1,,,0.0,,,2,,
188,Diversified/Conglomerate Service - (continued),DISA Holdings Acquisition Subsidiary Corp.,Senior loan,L + 4.00,N/A  (6),06/2022,0.0,0,,,0.0,,,0,,
189,Diversified/Conglomerate Service - (continued),"E2open, LLC  *~",One stop,L + 5.00(c),7.63,11/2024,36857.0,36336,,,3.8,,,36857,,
190,Diversified/Conglomerate Service - (continued),"E2open, LLC",One stop,L + 5.00(c),7.66,11/2024,625.0,616,,,0.1,,,625,,
191,Diversified/Conglomerate Service - (continued),"E2open, LLC  (5)",One stop,L + 5.00,N/A  (6),11/2024,0.0,(3,,,0.0,,,0,,
