,Industry,Company,Investment Type,Spread Above Index,Interest Rate,Maturity Date,Principal Shares,Amortized Cost,Percentage of Net Assets,Fair Value
87,Automobiles,"TWAS Holdings, LLC+One stop",One stop,SF +6.25(n),11.45,12/2026,605,600,-,592
88,Automobiles,"TWAS Holdings, LLC+One stop",One stop,SF +6.25(n),11.45,12/2026,384,381,-,376
89,Automobiles,"TWAS Holdings, LLC+(5)",One stop,SF +6.25,N/A(6),12/2026,-,(3),-,(7)
90,Beverages,Beverages,One stop,,,,,,,
91,Beverages,"Financial Information Technologies, LLC+One stop",One stop,SF +6.5(o),11.74,06/2030,22622,22396,0.9,22396
92,Beverages,"Financial Information Technologies, LLC+(23)",One stop,No Value,14.00PIK,06/2031,10800,10476,0.4,10476
93,Beverages,"Financial Information Technologies, LLC+(5)",One stop,SF +6.5,N/A(6),06/2030,-,-,-,(1)
94,Beverages,"Watermill Express, LLC+One stop",One stop,SF +5.0(o),10.39,04/2027,2227,2213,0.1,2227
95,Beverages,"Watermill Express, LLC+One stop",One stop,SF +5.0(n)(o),10.23,04/2027,12,11,-,12
96,Beverages,"Watermill Express, LLC+One stop",One stop,SF +5.0(o),10.39,04/2027,215,214,-,215
97,Beverages,"Winebow Holdings, Inc.+One stop",One stop,SF +6.25(n),11.45,07/2025,7740,7684,0.3,7740
98,Building Products,Building Products,One stop,,,,,,,
99,Building Products,"BECO Holding Company, Inc.#+One stop",One stop,SF +5.25(o),10.64,11/2028,7481,7424,0.3,7331
100,Building Products,"BECO Holding Company, Inc.+One stop",One stop,SF +5.25(n),10.46,11/2027,55,52,-,47
101,Building Products,"BECO Holding Company, Inc.+(5)",One stop,SF +5.25,N/A(6),11/2028,-,(15),-,(39)
102,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,L +4.5(a)(b),9.77,03/2024,4074,4074,0.2,4074
103,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,L +4.5(a)(b),9.77,03/2024,1378,1384,0.1,1378
104,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,L +4.5(a)(b),9.77,03/2024,888,891,0.1,888
105,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,L +4.5(a)(b),9.77,03/2024,837,835,-,837
106,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,L +4.5(a)(b),9.77,03/2024,426,429,-,426
107,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,L +4.5(a)(b),9.77,03/2024,272,272,-,272
108,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,L +4.5(a)(b)(c),9.81,03/2024,1107,1103,-,1107
109,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,L +4.5(a)(b),9.77,03/2024,212,212,-,212
110,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,L +4.5(a)(b),9.77,03/2024,113,113,-,113
111,Chemicals,Chemicals,One stop,,,,,,,
112,Chemicals,Inhance Technologies Holdings LLC#+One stop,One stop,L +5.5(b),10.68,07/2024,12323,12358,0.5,11831
113,Chemicals,Inhance Technologies Holdings LLC#,One stop,L +5.5(b),10.68,07/2024,9819,9780,0.4,9426
114,Chemicals,Inhance Technologies Holdings LLC+One stop,One stop,L +5.5(b),10.68,07/2024,1872,1869,0.1,1798
115,Chemicals,Inhance Technologies Holdings LLC+One stop,One stop,L +5.5(a)(b),10.65,07/2024,153,152,-,144
116,Chemicals,PHM NL SP Bidco B.V.+(8)(9)(14),One stop,E +6.25(g),9.54,09/2028,34562,36197,1.2,31106
117,Chemicals,PHM NL SP Bidco B.V.+(8)(14),One stop,L +6.25(c),11.46,09/2028,13766,13585,0.5,12389
118,Chemicals,PHM NL SP Bidco B.V.+(8)(9)(14),One stop,SN +6.25(l),11.18,09/2028,7632,7917,0.3,6868
119,Chemicals,PHM NL SP Bidco B.V.+(8)(9)(14),One stop,E +6.25(g),10.01,09/2028,3653,3717,0.1,3293
120,Commercial Services & Supplies,Commercial Services & Supplies,One stop,,,,,,,
121,Commercial Services & Supplies,"CI (Quercus) Intermediate Holdings, LLC*#+One stop",One stop,SF +5.25(o),10.64,10/2028,17045,16865,0.7,16875
122,Commercial Services & Supplies,"CI (Quercus) Intermediate Holdings, LLC+(5)",One stop,SF +5.25,N/A(6),10/2028,-,(2),-,(2)
123,Commercial Services & Supplies,"CI (Quercus) Intermediate Holdings, LLC+(5)",One stop,SF +5.25,N/A(6),10/2028,-,(11),-,(13)
124,Commercial Services & Supplies,"North Haven Stack Buyer, LLC*#",One stop,SF +5.5(o),10.70,07/2027,8700,8582,0.3,8526
125,Commercial Services & Supplies,"North Haven Stack Buyer, LLC+One stop",One stop,SF +5.5(n),10.75,07/2027,71,59,-,34
126,Commercial Services & Supplies,"North Haven Stack Buyer, LLC+One stop",One stop,SF +5.5(o),10.70,07/2027,44,43,-,41
127,Commercial Services & Supplies,"North Haven Stack Buyer, LLC#",One stop,SF +5.5(o),10.70,07/2027,2931,2911,0.1,2872
128,Commercial Services & Supplies,"North Haven Stack Buyer, LLC#",One stop,SF +5.5(o),10.70,07/2027,967,960,0.1,947
129,Commercial Services & Supplies,"North Haven Stack Buyer, LLC+One stop",One stop,SF +5.5(n)(o),10.72,07/2027,971,964,-,951
130,Commercial Services & Supplies,Profile Products LLC+One stop,One stop,SF +5.75(o),11.10,11/2027,6309,6209,0.3,6183
131,Commercial Services & Supplies,Profile Products LLC+(8),One stop,SF +5.75(o),10.92,11/2027,1279,1260,-,1253
132,Commercial Services & Supplies,Profile Products LLC+One stop,One stop,SF +5.75(d)(n),11.57,11/2027,42,42,-,41
133,Commercial Services & Supplies,Profile Products LLC+(5),One stop,SF +5.75,N/A(6),11/2027,-,-,-,(1)
134,Commercial Services & Supplies,"PT Intermediate Holdings III, LLC+One stop",One stop,SF +5.98(o),11.37,11/2028,29300,28891,1.1,28494
135,Commercial Services & Supplies,"PT Intermediate Holdings III, LLC+One stop",One stop,SF +5.98(o),11.37,11/2028,20716,20548,0.8,20146
136,Commercial Services & Supplies,"PT Intermediate Holdings III, LLC+One stop",One stop,SF +5.98(o),11.37,11/2028,9825,9716,0.4,9555
137,Commercial Services & Supplies,"PT Intermediate Holdings III, LLC+One stop",One stop,SF +6.5(o),11.74,11/2028,2159,2128,0.1,2137
138,Commercial Services & Supplies,"PT Intermediate Holdings III, LLC+(5)",One stop,SF +6.5,N/A(6),11/2028,-,(9),-,(11)
139,Commercial Services & Supplies,"Radwell Parent, LLC+One stop",One stop,SF +6.53(o),11.87,03/2029,18933,18681,0.8,18933
140,Commercial Services & Supplies,"Radwell Parent, LLC+One stop",One stop,SF +6.75(o),11.99,03/2028,69,64,-,69
141,Commercial Services & Supplies,"Radwell Parent, LLC+(5)",One stop,SF +6.53,N/A(6),03/2029,-,(7),-,-
142,Commercial Services & Supplies,"Radwell Parent, LLC#+One stop",One stop,SF +6.75(o),11.99,03/2029,24826,24149,1.0,24888
143,Commercial Services & Supplies,Trinity Air Consultants Holdings Corporation+One stop,One stop,L +5.25(c),10.62,06/2027,2458,2425,0.1,2433
144,Commercial Services & Supplies,Trinity Air Consultants Holdings Corporation+(5),One stop,SF +5.75,N/A(6),06/2027,-,(3),-,(3)
145,Commercial Services & Supplies,Trinity Air Consultants Holdings Corporation+One stop,One stop,SF +5.75,N/A(6),06/2027,-,-,-,-
146,Commercial Services & Supplies,Trinity Air Consultants Holdings Corporation+One stop,One stop,L +5.75(a)(b)(c),10.89,06/2027,35,35,-,35
147,Commercial Services & Supplies,WRE Holding Corp.*#,Senior secured,SF +5.0(n)(p),10.33,01/2025,2204,2199,0.1,2204
148,Commercial Services & Supplies,WRE Holding Corp.+Senior secured,Senior secured,SF +5.0(n),10.21,01/2025,911,908,-,911
149,Commercial Services & Supplies,WRE Holding Corp.+Senior secured,Senior secured,SF +5.0(p),10.19,01/2025,668,667,-,668
150,Commercial Services & Supplies,WRE Holding Corp.+Senior secured,Senior secured,SF +5.0(p),10.19,01/2025,395,394,-,395
151,Commercial Services & Supplies,WRE Holding Corp.+Senior secured,Senior secured,SF +5.0(p),10.19,01/2025,127,127,-,127
152,Commercial Services & Supplies,WRE Holding Corp.+Senior secured,Senior secured,SF +5.0(p),10.19,01/2025,23,23,-,23
153,Commercial Services & Supplies,WRE Holding Corp.+Senior secured,Senior secured,SF +5.25,N/A(6),01/2025,-,-,-,-
154,Commercial Services & Supplies,WRE Holding Corp.+Senior secured,Senior secured,SF +5.0(o)(p),10.22,01/2025,129,128,-,129
155,Communications Equipment,Communications Equipment,Senior secured,,,,,,,
156,Communications Equipment,Lightning Finco Limited+(8)(10),One stop,L +5.75(b),11.23,09/2028,10349,10196,0.4,10246
157,Communications Equipment,Lightning Finco Limited+(8)(9)(10),One stop,E +5.75(f),9.23,09/2028,1159,1243,-,1147
158,Containers and Packaging,Containers and Packaging,One stop,,,,,,,
159,Containers and Packaging,AmerCareRoyal LLC+(23),Senior secured,SF +7.0(n),11.69cash/0.50PIK,11/2025,744,737,-,744
160,Containers and Packaging,AmerCareRoyal LLC+(23),Senior secured,SF +7.0(n)(o),11.73cash/0.50PIK,11/2025,159,157,-,159
161,Containers and Packaging,AmerCareRoyal LLC+(23),Senior secured,SF +7.0(n),11.74cash/0.50PIK,11/2025,154,153,-,154
162,Containers and Packaging,AmerCareRoyal LLC+(8)(23),Senior secured,SF +7.0(n),11.69cash/0.50PIK,11/2025,135,134,-,135
163,Containers and Packaging,Chase Intermediate#+One stop,Senior secured,SF +5.5(n)(o)(p),10.84,10/2028,10741,10664,0.4,10527
164,Containers and Packaging,Chase Intermediate+One stop,Senior secured,SF +5.5(p),10.74,10/2028,150,147,-,143
165,Containers and Packaging,Chase Intermediate+(5),One stop,SF +5.5,N/A(6),10/2028,-,(2),-,(6)
166,Containers and Packaging,"Fortis Solutions Group, LLC*#+One stop",One stop,SF +5.5(o),10.84,10/2028,34490,34042,1.4,33456
167,Containers and Packaging,"Fortis Solutions Group, LLC+One stop",One stop,SF +5.5(o),10.84,10/2027,40,36,-,33
168,Containers and Packaging,"Fortis Solutions Group, LLC+One stop",One stop,SF +5.5(o),10.84,10/2028,99,14,-,96
169,Containers and Packaging,"Fortis Solutions Group, LLC+(5)",One stop,SF +5.5(o),10.84,10/2028,33,(2),-,(134)
170,Diversified Consumer Services,Diversified Consumer Services,One stop,,,,,,,
171,Diversified Consumer Services,"Certus Pest, Inc.#",One stop,SF +7.5(o),12.89,02/2026,1577,1548,0.1,1561
172,Diversified Consumer Services,"Certus Pest, Inc.#",One stop,SF +7.5(o),12.89,02/2026,1512,1471,0.1,1497
173,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF +7.5(o),12.89,02/2026,1091,1087,-,1080
174,Diversified Consumer Services,"Certus Pest, Inc.#",One stop,SF +7.5(o),12.89,02/2026,1077,1065,0.1,1066
175,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF +7.5(o),12.89,02/2026,747,733,-,740
176,Diversified Consumer Services,"Certus Pest, Inc.#",One stop,SF +7.5(o),12.89,02/2026,659,631,-,652
177,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF +7.5(o),12.89,02/2026,642,636,-,636
178,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF +7.5(o),12.89,02/2026,379,371,-,375
179,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF +7.5(o),12.89,02/2026,238,225,-,235
180,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF +7.5(o),12.89,02/2026,130,109,-,128
181,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF +7.5(o),12.89,02/2026,54,50,-,54
182,Diversified Consumer Services,"Certus Pest, Inc.+(5)",One stop,SF +7.5,N/A(6),02/2026,-,(1),-,(1)
183,Diversified Consumer Services,"CHHJ Midco, LLC#",Senior secured,SF +5.0(n),10.20,01/2026,2702,2688,0.1,2702
184,Diversified Consumer Services,"CHHJ Midco, LLC+Senior secured",Senior secured,SF +5.0,N/A(6),01/2026,-,-,-,-
185,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior secured",Senior secured,L +4.5(b),9.68,07/2027,1700,1688,0.1,1700
186,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior secured",Senior secured,L +4.5(b),9.68,07/2027,1656,1639,0.1,1656
187,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior secured",Senior secured,L +4.5(b),9.70,07/2027,1085,1076,-,1085
188,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior secured",Senior secured,L +4.5(b),9.76,07/2027,767,760,-,767
189,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior secured",Senior secured,L +4.5(b),9.68,07/2027,198,195,-,198
190,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior secured",Senior secured,SF +4.75(b)(o),10.13,07/2027,119,117,-,119
191,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior secured",Senior secured,SF +4.5,N/A(6),07/2027,-,-,-,-
192,Diversified Consumer Services,"DP Flores Holdings, LLC#",One stop,SF +6.25(p),11.59,09/2028,2580,2541,0.1,2580
193,Diversified Consumer Services,"DP Flores Holdings, LLC+(5)",One stop,SF +6.25,N/A(6),09/2028,-,(2),-,-
194,Diversified Consumer Services,"DP Flores Holdings, LLC+(5)",One stop,SF +6.25,N/A(6),09/2028,-,(13),-,-
195,Diversified Consumer Services,"EMS LINQ, LLC+One stop",One stop,SF +6.25(n),11.45,12/2027,9591,9520,0.4,9304
196,Diversified Consumer Services,"EMS LINQ, LLC+One stop",One stop,SF +6.25(n),11.45,12/2027,75,74,-,71
197,Diversified Consumer Services,EWC Growth Partners LLC+One stop,One stop,SF +6.0(o),11.39,03/2026,923,915,0.1,923
198,Diversified Consumer Services,EWC Growth Partners LLC+One stop,One stop,SF +6.0,N/A(6),03/2026,-,-,-,-
199,Diversified Consumer Services,EWC Growth Partners LLC+One stop,One stop,SF +6.0(o),11.39,03/2026,14,14,-,14
200,Diversified Consumer Services,EWC Growth Partners LLC+One stop,One stop,SF +6.0(o),11.39,03/2026,73,73,-,73
201,Diversified Consumer Services,Excelligence Learning Corporation#+One stop,One stop,SF +6.0(o),11.39,01/2024,10240,10205,0.4,10240
202,Diversified Consumer Services,"FPG Intermediate Holdco, LLC+One stop",One stop,SF +6.0(o),11.41,03/2027,7721,7626,0.3,7644
203,Diversified Consumer Services,"FPG Intermediate Holdco, LLC+One stop",One stop,SF +6.0(o),11.41,03/2027,569,560,-,564
204,Diversified Consumer Services,"FPG Intermediate Holdco, LLC+One stop",One stop,SF +6.0(n)(o),11.36,03/2027,23,22,-,22
205,Diversified Consumer Services,"FPG Intermediate Holdco, LLC+(5)",One stop,SF +6.5,N/A(6),03/2027,-,(11),-,-
206,Diversified Consumer Services,FSS Buyer LLC+One stop,One stop,SF +5.75(o),10.95,08/2028,5450,5369,0.2,5450
207,Diversified Consumer Services,FSS Buyer LLC+(5),One stop,SF +5.75,N/A(6),08/2027,-,(1),-,-
208,Diversified Consumer Services,"HS Spa Holdings, Inc.+One stop",One stop,SF +5.75(p),11.07,06/2029,7724,7593,0.3,7569
209,Diversified Consumer Services,"HS Spa Holdings, Inc.+One stop",One stop,SF +5.75(o),10.80,06/2028,15,14,-,14
210,Diversified Consumer Services,"Learn-it Systems, LLC+(23)",Senior secured,SF +5.25(o)(p),8.02cash/2.75PIK,09/2026,2518,2535,0.1,2266
211,Diversified Consumer Services,"Learn-it Systems, LLC+(23)",Senior secured,SF +5.25(o),8.09cash/2.75PIK,09/2026,1355,1353,0.1,1220
212,Diversified Consumer Services,"Learn-it Systems, LLC+(23)",Senior secured,SF +5.25(o),7.90cash/2.75PIK,09/2026,610,608,-,549
213,Diversified Consumer Services,"Learn-it Systems, LLC+(5)(23)",Senior secured,L +4.75(b),10.29,09/2026,-,-,-,(5)
214,Diversified Consumer Services,"Liminex, Inc.+One stop",Senior secured,SF +7.25(o),12.64,11/2026,25462,25099,1.0,25080
215,Diversified Consumer Services,"Liminex, Inc.+One stop",Senior secured,SF +7.25(o),12.64,11/2026,20000,19778,0.8,19700
216,Diversified Consumer Services,"Liminex, Inc.+One stop",Senior secured,SF +7.25(o),12.64,11/2026,800,792,-,788
217,Diversified Consumer Services,"Liminex, Inc.+One stop",Senior secured,SF +7.25(o),12.65,11/2026,125,123,-,122
218,Diversified Consumer Services,"Liminex, Inc.+One stop",Senior secured,SF +7.25(o),12.64,11/2026,15837,15535,0.6,15599
219,Diversified Consumer Services,Litera Bidco LLC+One stop,Senior secured,SF +6.0(n),11.20,05/2026,5675,5633,0.2,5675
220,Diversified Consumer Services,Litera Bidco LLC+One stop,Senior secured,SF +5.25(n),10.45,05/2026,3646,3657,0.2,3646
221,Diversified Consumer Services,Litera Bidco LLC+One stop,Senior secured,SF +5.25(n),10.45,05/2026,683,696,-,683
222,Diversified Consumer Services,Litera Bidco LLC+One stop,Senior secured,SF +5.25(n),10.45,05/2026,683,696,-,683
223,Diversified Consumer Services,Litera Bidco LLC+One stop,Senior secured,SF +6.0(n),11.20,05/2026,513,510,-,513
224,Diversified Consumer Services,Litera Bidco LLC+One stop,Senior secured,SF +5.25,N/A(6),05/2025,-,-,-,-
225,Diversified Consumer Services,"Mario Purchaser, LLC+One stop",Senior secured,SF +5.75(n),10.95,04/2029,7596,7470,0.3,7368
226,Diversified Consumer Services,"Mario Purchaser, LLC+(23)",One stop,SF +10.75(n),15.95PIK,04/2032,1713,1677,0.1,1696
227,Diversified Consumer Services,"Mario Purchaser, LLC+(5)",One stop,SF +5.75,N/A(6),04/2028,-,(1),-,(2)
