,Industry,Company,Investment Type,Spread Above Index,Interest Rate,Maturity Date,Principal Shares,Amortized Cost,Percentage of Net Assets,Fair Value
39,"Beverage,  Food and Tobacco",ARG IH Corporation (Arby's),Senior loan,L  + 4.00,5.00,11/2020,2349.0,2321.0,0.3,2368.0
40,"Beverage,  Food and Tobacco","Atkins Nutritionals, Inc*",One stop,L  + 5.00,6.25,01/2019,22226.0,22008.0,3.1,22504.0
41,"Beverage,  Food and Tobacco","Atkins Nutritionals, Inc*",One stop,L  + 8.50,9.75,04/2019,17270.0,16871.0,2.5,17572.0
42,"Beverage,  Food and Tobacco","Candy Intermediate Holdings,  Inc. (Ferrara Candy)",Senior loan,L  + 6.25,7.50,06/2018,4912.0,4790.0,0.6,4569.0
43,"Beverage,  Food and Tobacco","Diversified  Foodservice Supply, Inc.  (3)",Senior loan,L  + 4.75,(4),12/2018,0.0,,0.0,
44,"Beverage,  Food and Tobacco","Diversified Foodservice Supply,  Inc.*",Senior loan,L  + 4.75,6.00,12/2018,4617.0,4574.0,0.6,4571.0
45,"Beverage,  Food and Tobacco","Firebirds  International, LLC  (3)",One stop,L  + 5.75,(4),05/2018,0.0,,0.0,0.0
46,"Beverage,  Food and Tobacco","Firebirds  International, LLC  (3)",One stop,L  + 5.75,(4),05/2018,0.0,,0.0,0.0
47,"Beverage,  Food and Tobacco","Firebirds International, LLC*",One stop,L  + 5.75,7.00,05/2018,907.0,898.0,0.1,907.0
48,"Beverage,  Food and Tobacco","Firebirds International, LLC",One stop,L  + 5.75,7.00,05/2018,221.0,217.0,0.0,221.0
49,"Beverage,  Food and Tobacco","First  Watch Restaurants, Inc.  (3)",One stop,L  + 7.50,(4),12/2018,0.0,,0.0,0.0
50,"Beverage,  Food and Tobacco","First Watch Restaurants, Inc.",One stop,L  + 7.50,8.75,12/2018,1751.0,1745.0,0.2,1751.0
51,"Beverage,  Food and Tobacco","First Watch Restaurants, Inc.*",One stop,L  + 7.50,8.75,12/2018,11293.0,11150.0,1.6,11293.0
52,"Beverage,  Food and Tobacco","First Watch Restaurants, Inc.",One stop,P  + 6.50,9.75,12/2018,3144.0,3104.0,0.4,3144.0
53,"Beverage,  Food and Tobacco",IT'SUGAR LLC,Senior loan,L  + 8.50,10.00,04/2017,4191.0,4140.0,0.6,4191.0
54,"Beverage,  Food and Tobacco",IT'SUGAR LLC,Subordinated debt,No Value,8.00,10/2017,1707.0,1707.0,0.3,2287.0
55,"Beverage,  Food and Tobacco",Julio  & Sons Company  (3),One stop,L  + 5.50,(4),09/2016,0.0,,0.0,0.0
56,"Beverage,  Food and Tobacco",Julio & Sons Company,One stop,L  + 5.50,6.50,09/2016,426.0,419.0,0.1,426.0
57,"Beverage,  Food and Tobacco",Julio & Sons Company*,One stop,L  + 5.50,6.50,09/2016,7014.0,6958.0,1.0,7014.0
58,"Beverage,  Food and Tobacco","Northern Brewer, LLC",One stop,P  + 9.25,12.50,02/2018,665.0,653.0,0.1,565.0
59,"Beverage,  Food and Tobacco","Northern Brewer, LLC",One stop,P  + 9.25,12.50,02/2018,6332.0,6203.0,0.8,5382.0
60,"Beverage,  Food and Tobacco","Richelieu Foods, Inc.",Senior loan,P  + 4.50,7.75,11/2015,53.0,46.0,0.0,53.0
61,"Beverage,  Food and Tobacco","Richelieu  Foods, Inc.*",Senior loan,L  + 5.50,7.25,11/2015,1911.0,1889.0,0.3,1911.0
62,Building and Real Estate,Building and Real Estate,Senior loan,,,,,,,
63,Building and Real Estate,"ITEL Laboratories,  Inc.  (3)",Senior loan,L  + 4.75,(4),06/2018,0.0,,0.0,0.0
64,Building and Real Estate,"ITEL Laboratories, Inc.*",Senior loan,L  + 4.75,6.00,06/2018,797.0,789.0,0.1,797.0
65,Cargo Transport,Cargo Transport,Senior loan,,,,,,,
66,Cargo Transport,RP Crown Parent (RedPrairie  Corp)*,Senior loan,L  + 5.00,6.00,12/2018,1980.0,1948.0,0.3,1977.0
67,"Containers, Packaging and  Glass","Containers, Packaging and  Glass",Senior loan,,,,,,,
68,"Containers, Packaging and  Glass",Fort Dearborn Company*,Senior loan,L  + 4.25,5.25,10/2017,28.0,28.0,0.0,28.0
69,"Containers, Packaging and  Glass",Fort Dearborn Company*,Senior loan,L  + 4.25,5.25,10/2017,534.0,531.0,0.1,534.0
70,"Containers, Packaging and  Glass",Fort Dearborn Company*,Senior loan,L  + 4.75,5.75,10/2018,110.0,109.0,0.0,110.0
71,"Containers, Packaging and  Glass",Fort Dearborn Company*,Senior loan,L  + 4.75,5.75,10/2018,2191.0,2177.0,0.3,2191.0
72,"Containers, Packaging and  Glass","Packaging Coordinators, Inc.*",Senior loan,L  + 4.25,5.50,05/2020,6776.0,6738.0,0.9,6776.0
73,"Containers, Packaging and  Glass","Packaging Coordinators, Inc.",Senior loan,L  + 4.25,5.50,05/2020,9286.0,9264.0,1.3,9286.0
74,"Containers, Packaging and  Glass","Packaging Coordinators,  Inc.",Second lien,L  + 8.25,9.50,11/2020,29098.0,28300.0,4.0,29098.0
75,Diversified Conglomerate  Manufacturing,Diversified Conglomerate  Manufacturing,Second lien,,,,,,,
76,Diversified Conglomerate  Manufacturing,"Chase Industries, Inc.*",One stop,L  + 5.64,6.89,11/2017,13249.0,13086.0,1.8,13249.0
77,Diversified Conglomerate  Manufacturing,ICCN Acquisition Corp.  (3),One stop,L  + 5.25,(4),03/2019,0.0,,0.0,
78,Diversified Conglomerate  Manufacturing,ICCN Acquisition Corp.  (3),One stop,L  + 5.25,(4),03/2019,0.0,,0.0,
79,Diversified Conglomerate  Manufacturing,ICCN Acquisition Corp.,One stop,L  + 5.25,6.25,03/2019,5021.0,4941.0,0.7,4970.0
80,Diversified Conglomerate  Manufacturing,"Metal Spinners, Inc.*",Senior loan,L  + 6.50,8.00,12/2014,1323.0,1312.0,0.2,1323.0
81,Diversified Conglomerate  Manufacturing,"Metal Spinners, Inc.*",Senior loan,L  + 6.50,8.00,12/2014,2610.0,2589.0,0.4,2610.0
82,Diversified Conglomerate  Manufacturing,Onicon Incorporated  (3),One stop,L  + 6.75,(4),12/2017,0.0,,0.0,0.0
83,Diversified Conglomerate  Manufacturing,Onicon Incorporated,One stop,P  + 5.75,9.00,12/2017,3437.0,3385.0,0.5,3437.0
84,Diversified Conglomerate  Manufacturing,"Pasternack Enterprises, Inc.*",Senior loan,L  + 5.00,6.25,12/2017,1161.0,1152.0,0.2,1161.0
85,Diversified Conglomerate  Manufacturing,"Plex Systems, Inc.  (3)",Senior loan,L  + 7.50,(4),06/2018,0.0,,0.0,0.0
86,Diversified Conglomerate  Manufacturing,"Plex Systems, Inc.*",Senior loan,L  + 7.50,8.75,06/2018,13670.0,13375.0,1.9,13670.0
87,Diversified Conglomerate  Manufacturing,"Sunless Merger Sub, Inc.",Senior loan,P  + 4.00,7.25,07/2016,130.0,129.0,0.0,107.0
88,Diversified Conglomerate  Manufacturing,"Sunless Merger Sub, Inc.*",Senior loan,L  + 5.25,6.50,07/2016,1847.0,1842.0,0.2,1385.0
89,Diversified Conglomerate  Manufacturing,"TIDI Products, LLC  (3)",One stop,P  + 5.50,8.75,07/2017,117.0,104.0,0.0,117.0
90,Diversified Conglomerate  Manufacturing,"TIDI Products, LLC*",One stop,L  + 6.50,7.75,07/2018,11140.0,10940.0,1.5,11140.0
91,Diversified Conglomerate  Manufacturing,"Vintage Parts, Inc.*",One stop,L  + 4.50,5.75,12/2015,4610.0,4569.0,0.6,4610.0
92,Diversified Conglomerate  Manufacturing,"Vintage Parts, Inc.*",One stop,L  + 4.50,5.75,12/2015,64.0,64.0,0.0,64.0
93,Diversified Conglomerate  Manufacturing,"Vintage Parts, Inc.*",One stop,L  + 4.50,5.75,12/2015,963.0,970.0,0.1,963.0
94,Diversified Conglomerate  Service,Diversified Conglomerate  Service,One stop,,,,,,,
95,Diversified Conglomerate  Service,"Aderant North America, Inc.*",Senior loan,L  + 4.25,5.25,12/2018,4484.0,4448.0,0.6,4484.0
96,Diversified Conglomerate  Service,Agility Recovery Solutions  Inc.  (3),One stop,L  + 6.75,(4),09/2018,0.0,,0.0,0.0
97,Diversified Conglomerate  Service,Agility Recovery Solutions Inc.*,One stop,L  + 6.75,8.00,09/2018,9291.0,9120.0,1.3,9291.0
98,Diversified Conglomerate  Service,"Daxko, LLC  (3)",One stop,L  + 7.25,(4),03/2019,0.0,,0.0,
99,Diversified Conglomerate  Service,"Daxko, LLC",One stop,L  + 7.25,8.25,03/2019,10935.0,10692.0,1.5,10826.0
100,Diversified Conglomerate  Service,"Document Technologies,  LLC  (3)",Senior loan,L  + 4.25,(4),12/2018,0.0,,0.0,0.0
101,Diversified Conglomerate  Service,"Document Technologies, LLC*",Senior loan,L  + 4.25,5.50,12/2018,7034.0,6977.0,1.0,7034.0
102,Diversified Conglomerate  Service,"EAG, INC. (Evans Analytical Group)*",Senior loan,L  + 4.50,6.00,07/2017,2392.0,2369.0,0.3,2392.0
103,Diversified Conglomerate  Service,HighJump Acquisition LLC,One stop,L  + 7.50,8.75,07/2018,7107.0,7046.0,1.0,7107.0
104,Diversified Conglomerate  Service,"Integration Appliance, Inc.",Senior loan,L  + 8.25,9.50,09/2018,719.0,710.0,0.1,719.0
105,Diversified Conglomerate  Service,"Integration Appliance, Inc.",Senior loan,L  + 8.25,9.50,09/2018,5396.0,5274.0,0.7,5396.0
106,Diversified Conglomerate  Service,"Marathon Data Operating  Co., LLC  (3)",One stop,L  + 6.25,(4),08/2017,0.0,,0.0,0.0
107,Diversified Conglomerate  Service,"Marathon Data Operating Co., LLC",One stop,L  + 6.25,7.50,08/2017,4749.0,4668.0,0.7,4749.0
108,Diversified Conglomerate  Service,MSC.Software Corporation*,One stop,L  + 7.25,8.50,11/2017,9768.0,9629.0,1.4,9768.0
109,Diversified Conglomerate  Service,"Navex Global, Inc.  (3)",One stop,L  + 7.50,(4),12/2016,0.0,,0.0,0.0
110,Diversified Conglomerate  Service,"Navex Global, Inc.*",One stop,L  + 7.50,9.00,12/2016,17527.0,17278.0,2.4,17527.0
111,Diversified Conglomerate  Service,"NetSmart Technologies, Inc.",One stop,L  + 7.50,8.75,12/2017,8270.0,8205.0,1.1,8270.0
112,Diversified Conglomerate  Service,"NetSmart Technologies, Inc.*",One stop,L  + 7.92,9.17,12/2017,646.0,636.0,0.1,646.0
113,Diversified Conglomerate  Service,"PC Helps Support, LLC  (3)",Senior loan,L  + 5.25,(4),09/2017,0.0,,0.0,0.0
114,Diversified Conglomerate  Service,"PC Helps Support, LLC",Senior loan,L  + 5.25,6.52,09/2017,1895.0,1875.0,0.3,1895.0
115,Diversified Conglomerate  Service,"Secure-24, LLC  (3)",One stop,L  + 7.00,(4),08/2017,0.0,,0.0,0.0
116,Diversified Conglomerate  Service,"Secure-24, LLC*",One stop,L  + 7.00,8.25,08/2017,10486.0,10270.0,1.5,10486.0
117,Diversified Conglomerate  Service,"Secure-24, LLC",One stop,L  + 7.00,8.25,08/2017,1534.0,1511.0,0.2,1534.0
118,Diversified Conglomerate  Service,"Source Medical Solutions, Inc.",Second lien,L  + 9.50,10.75,03/2018,9294.0,9125.0,1.3,9294.0
119,Diversified Conglomerate  Service,"Vericlaim, Inc.  (3)",Senior loan,L  + 4.75,(4),05/2018,0.0,,0.0,0.0
120,Diversified Conglomerate  Service,"Vericlaim, Inc.",Senior loan,L  + 4.75,6.00,05/2018,6327.0,6297.0,0.9,6327.0
121,Electronics,Electronics,Senior loan,,,,,,,
122,Electronics,"BeyondTrust  Software, Inc.",One stop,L  + 7.59,8.84,12/2019,11939.0,11692.0,1.6,11765.0
123,Electronics,"ECI  Acquisition Holdings, Inc.  (3)",One stop,L  + 6.25,(4),03/2019,0.0,,0.0,
124,Electronics,"ECI  Acquisition Holdings, Inc.  (3)",One stop,L  + 6.25,(4),03/2019,0.0,,0.0,
125,Electronics,"ECI Acquisition Holdings,  Inc.",One stop,L  + 6.25,7.25,03/2019,22326.0,21912.0,3.1,22103.0
126,Electronics,"Rogue Wave Holdings, Inc.*",One stop,L  + 8.01,9.01,12/2018,10749.0,10622.0,1.5,10642.0
127,Electronics,"Sloan Company, Inc., The",One stop,L  + 7.50,8.75,10/2018,267.0,252.0,0.0,267.0
128,Electronics,"Sloan Company, Inc., The*",One stop,L  + 7.50,8.75,10/2018,13193.0,13044.0,1.8,13193.0
129,Electronics,"Sparta  Systems, Inc.  (3)",Senior loan,L  + 5.25,(4),12/2017,0.0,,0.0,0.0
130,Electronics,"Sparta Systems, Inc.*",Senior loan,L  + 5.25,6.50,12/2017,6343.0,6284.0,0.9,6343.0
131,Electronics,Syncsort  Incorporated  (3),Senior loan,L  + 4.75,(4),03/2019,0.0,,0.0,
132,Electronics,Syncsort  Incorporated  (3),Senior loan,L  + 4.75,(4),03/2019,0.0,,0.0,
133,Electronics,Syncsort Incorporated*,Senior loan,L  + 4.75,5.75,03/2019,6174.0,6113.0,0.8,6112.0
134,Electronics,"Systems Maintenance Services  Holding, Inc.",Senior loan,L  + 4.25,5.25,10/2019,2663.0,2651.0,0.4,2663.0
135,Electronics,"Taxware, LLC",Second lien,L  + 8.50,9.50,10/2019,11099.0,10893.0,1.5,11099.0
136,Electronics,"Watchfire Enterprises,  Inc.",Second lien,L  + 8.00,9.00,10/2021,9435.0,9259.0,1.3,9435.0
137,Farming and Agriculture,Farming and Agriculture,Second lien,,,,,,,
138,Farming and Agriculture,"AGData, L.P.*",One stop,L  + 6.00,7.25,08/2016,3818.0,3786.0,0.5,3818.0
139,Finance,Finance,One stop,,,,,,,
140,Finance,"Ascensus, Inc.  (3)",One stop,L  + 4.00,(4),11/2018,0.0,,0.0,
141,Finance,"Ascensus, Inc.",One stop,L  + 4.00,5.00,12/2019,4214.0,4134.0,0.6,4193.0
142,Finance,"Ascensus, Inc.",One stop,L  + 8.00,9.00,12/2020,6337.0,6125.0,0.9,6242.0
143,Finance,Pillar Processing LLC*,Senior loan,L  + 5.50,5.74,11/2018,1023.0,1021.0,0.1,511.0
144,Finance,Pillar  Processing LLC*  (6),Senior loan,No Value,14.50,05/2019,2377.0,2368.0,0.0,0.0
145,Grocery,Grocery,Senior loan,,,,,,,
146,Grocery,"MyWebGrocer, Inc.  (3)",Senior loan,L  + 4.75,(4),05/2018,0.0,,0.0,0.0
147,Grocery,"MyWebGrocer, Inc.",Senior loan,L  + 8.75,10.00,05/2018,14271.0,14065.0,2.0,14271.0
148,Grocery,"Teasdale Quality Foods,  Inc.*",Senior loan,L  + 4.50,5.75,05/2018,2786.0,2762.0,0.4,2786.0
149,"Healthcare, Education and  Childcare","Healthcare, Education and  Childcare",Senior loan,,,,,,,
150,"Healthcare, Education and  Childcare","Advanced Pain Management  Holdings, Inc.  (3)",Senior loan,L  + 5.00,(4),02/2018,0.0,,0.0,0.0
151,"Healthcare, Education and  Childcare","Advanced Pain Management Holdings, Inc.*",Senior loan,L  + 5.00,6.25,02/2018,7327.0,7269.0,1.0,7327.0
152,"Healthcare, Education and  Childcare","Advanced Pain Management Holdings, Inc.",Senior loan,L  + 5.00,6.25,02/2018,501.0,495.0,0.1,501.0
153,"Healthcare, Education and  Childcare","Avatar International,  LLC  (3)",One stop,L  + 4.94,(4),09/2016,0.0,,0.0,0.0
154,"Healthcare, Education and  Childcare","Avatar International, LLC*",One stop,L  + 7.89,9.14,09/2016,7568.0,7504.0,0.9,6735.0
155,"Healthcare, Education and  Childcare","Avatar International, LLC",One stop,L  + 7.90,9.15,09/2016,1633.0,1622.0,0.2,1453.0
156,"Healthcare, Education and  Childcare",Certara L.P.  (3),One stop,L  + 6.25,(4),12/2018,0.0,,0.0,
157,"Healthcare, Education and  Childcare",Certara L.P.*,One stop,L  + 6.25,7.25,12/2018,17695.0,17486.0,2.4,17474.0
158,"Healthcare, Education and  Childcare",Delta Educational Systems*,Senior loan,P  + 4.75,8.00,12/2016,1762.0,1738.0,0.2,1762.0
159,"Healthcare, Education and  Childcare","Dialysis Newco, Inc.",Second lien,L  + 8.50,9.75,02/2021,23901.0,23331.0,3.4,24618.0
160,"Healthcare, Education and  Childcare","Dialysis Newco, Inc.*",Second lien,L  + 4.25,5.25,08/2020,6314.0,6256.0,0.9,6330.0
161,"Healthcare, Education and  Childcare","Encore Rehabilitation  Services, LLC  (3)",One stop,L  + 6.00,(4),06/2017,0.0,,0.0,0.0
162,"Healthcare, Education and  Childcare","Encore Rehabilitation Services, LLC",One stop,L  + 6.00,7.25,06/2017,5034.0,4945.0,0.7,5034.0
163,"Healthcare, Education and  Childcare","G & H Wire Company,  Inc.  (3)",Senior loan,L  + 5.50,(4),11/2016,0.0,,0.0,0.0
164,"Healthcare, Education and  Childcare","G & H Wire Company, Inc.*",Senior loan,L  + 5.50,7.00,11/2016,8411.0,8326.0,1.1,8411.0
165,"Healthcare, Education and  Childcare","Global Healthcare Exchange,  LLC  (3)",One stop,L  + 9.00,(4),03/2020,0.0,,0.0,
166,"Healthcare, Education and  Childcare","Global Healthcare Exchange, LLC",One stop,L  + 9.00,10.00,03/2020,20087.0,19689.0,2.8,19886.0
167,"Healthcare, Education and  Childcare","Healogics, Inc.*",Second lien,L  + 8.00,9.25,02/2020,16454.0,16316.0,2.3,16851.0
168,"Healthcare, Education and  Childcare","Hospitalists Management Group, LLC",Senior loan,L  + 5.00,6.72,05/2017,828.0,819.0,0.1,755.0
169,"Healthcare, Education and  Childcare","Hospitalists Management Group, LLC",Senior loan,L  + 5.00,6.50,05/2017,3694.0,3638.0,0.5,3398.0
170,"Healthcare, Education and  Childcare","Hospitalists Management Group, LLC",Senior loan,L  + 5.00,6.50,05/2017,432.0,428.0,0.1,398.0
171,"Healthcare, Education and  Childcare","IntegraMed America, Inc.",One stop,L  + 7.25,8.50,09/2017,811.0,799.0,0.1,811.0
172,"Healthcare, Education and  Childcare","IntegraMed America, Inc.*",One stop,L  + 7.25,8.50,09/2017,14384.0,14157.0,2.0,14384.0
173,"Healthcare, Education and  Childcare","Maverick Healthcare Group, LLC*",Senior loan,L  + 5.50,7.25,12/2016,2009.0,1994.0,0.3,1909.0
174,"Healthcare, Education and  Childcare","NeuroTherm, Inc.",Senior loan,P  + 3.50,6.46,02/2016,78.0,73.0,0.0,78.0
175,"Healthcare, Education and  Childcare","NeuroTherm, Inc.*",Senior loan,L  + 4.50,5.75,02/2016,2211.0,2187.0,0.3,2211.0
176,"Healthcare, Education and  Childcare","Northwestern Management  Services, LLC  (3)",Senior loan,L  + 5.25,(4),10/2017,0.0,,0.0,0.0
177,"Healthcare, Education and  Childcare","Northwestern Management Services, LLC*",Senior loan,L  + 5.25,6.50,10/2017,4007.0,3948.0,0.6,4007.0
178,"Healthcare, Education and  Childcare","Northwestern Management Services, LLC",Senior loan,L  + 5.25,6.50,10/2017,48.0,43.0,0.0,48.0
179,"Healthcare, Education and  Childcare","Paradigm Management Services, LLC",Senior loan,L  + 4.50,5.51,01/2019,1930.0,1911.0,0.3,1911.0
180,"Healthcare, Education and  Childcare","Pentec Acquisition  Sub, Inc.  (3)",Senior loan,L  + 5.25,(4),05/2017,0.0,,0.0,0.0
181,"Healthcare, Education and  Childcare","Pentec Acquisition Sub, Inc.*",Senior loan,L  + 5.25,6.50,05/2018,1842.0,1816.0,0.3,1842.0
182,"Healthcare, Education and  Childcare","Precision Dermatology,  Inc.  (3)",One stop,L  + 6.00,(4),09/2018,0.0,,0.0,0.0
183,"Healthcare, Education and  Childcare","Precision Dermatology, Inc.",One stop,L  + 6.00,7.25,09/2018,10017.0,9927.0,1.4,10017.0
184,"Healthcare, Education and  Childcare","Reliant Pro ReHab, LLC",Senior loan,P  + 3.75,7.00,06/2016,563.0,558.0,0.1,563.0
185,"Healthcare, Education and  Childcare","Reliant Pro ReHab, LLC*",Senior loan,L  + 4.75,6.00,06/2016,3313.0,3287.0,0.4,3313.0
186,"Healthcare, Education and  Childcare","Reliant Pro ReHab, LLC",Senior loan,L  + 4.75,6.00,06/2016,916.0,910.0,0.1,916.0
187,"Healthcare, Education and  Childcare",Renaissance Pharma  (U.S.) Holdings Inc.  (3),Senior loan,L  + 5.25,(4),05/2018,0.0,,0.0,0.0
188,"Healthcare, Education and  Childcare",Renaissance Pharma (U.S.) Holdings Inc.*,Senior loan,L  + 5.25,6.75,05/2018,4378.0,4328.0,0.6,4378.0
189,"Healthcare, Education and  Childcare",Southern Anesthesia  and Surgical  (3),One stop,L  + 7.00,(4),11/2017,0.0,,0.0,0.0
190,"Healthcare, Education and  Childcare",Southern Anesthesia and Surgical,One stop,L  + 7.00,8.25,11/2017,6154.0,6043.0,0.8,6154.0
191,"Healthcare, Education and  Childcare","Surgical Information Systems, LLC",Senior loan,L  + 3.00,4.01,09/2018,2193.0,2188.0,0.3,2193.0
192,"Healthcare, Education and  Childcare","WIL Research Company, Inc.*",Senior loan,L  + 4.50,5.75,02/2018,780.0,772.0,0.1,761.0
193,"Healthcare, Education and  Childcare","Young Innovations,  Inc.  (3)",Senior loan,L  + 4.50,(4),01/2018,0.0,,0.0,0.0
194,"Healthcare, Education and  Childcare","Young Innovations, Inc.",Senior loan,L  + 4.50,5.75,01/2019,4269.0,4243.0,0.6,4269.0
195,"Home and Office Furnishings,","Home and Office Furnishings,",Senior loan,,,,,,,
196,"Housewares,  and Durable Consumer","Housewares,  and Durable Consumer",Senior loan,,,,,,,
197,"Housewares,  and Durable Consumer","Plano Molding Company, LLC",Senior loan,L  + 4.25,5.25,10/2018,2009.0,1996.0,0.3,2009.0
198,"Housewares,  and Durable Consumer","WII Components, Inc.*",Senior loan,L  + 4.75,6.26,07/2016,1513.0,1503.0,0.2,1513.0
199,"Housewares,  and Durable Consumer","WII Components, Inc.",Senior loan,P  + 3.75,7.00,07/2016,18.0,17.0,0.0,18.0
200,"Housewares,  and Durable Consumer",Zenith Products Corporation,One stop,P  + 1.75,5.00,09/2013,29.0,29.0,0.0,15.0
201,"Housewares,  and Durable Consumer",Zenith Products Corporation*,One stop,P  + 3.50,6.75,09/2013,3684.0,3684.0,0.3,1842.0
202,Insurance,Insurance,One stop,,,,,,,
203,Insurance,"AssuredPartners Capital, Inc.",Senior loan,P  + 3.50,6.75,12/2018,2365.0,2347.0,0.3,2365.0
204,Insurance,"AssuredPartners Capital, Inc.",Senior loan,P  + 3.75,6.62,06/2019,413.0,410.0,0.1,413.0
205,Insurance,"AssuredPartners Capital, Inc.",Senior loan,L  + 4.75,6.00,12/2019,773.0,753.0,0.1,773.0
206,Insurance,"Captive Resources Midco,  LLC  (3)",One stop,L  + 5.00,(4),01/2019,0.0,,0.0,
207,Insurance,"Captive Resources Midco, LLC*",One stop,L  + 5.00,6.50,01/2019,20097.0,19899.0,2.8,19896.0
208,Insurance,"Evolution1, Inc.*",Senior loan,L  + 4.75,6.25,06/2016,4549.0,4519.0,0.6,4549.0
209,Insurance,"Evolution1, Inc.",Senior loan,P  + 3.75,7.00,06/2016,56.0,53.0,0.0,56.0
210,Investment Funds and Vehicles,Investment Funds and Vehicles,Senior loan,,,,,,,
211,Investment Funds and Vehicles,Senior  Loan Fund LLC  (7)(8),Subordinated debt,L  + 8.00,8.17,05/2020,36188.0,36188.0,5.0,36188.0
