,Industry,Company,Investment Type,Spread Above Index,Interest Rate,Maturity Date,Principal Shares,Amortized Cost,Percentage of Net Assets,Fair Value
75,"Beverage, Food and Tobacco - (continued)",Uinta Brewing Company  ^(7),One stop,L + 8.50(a),11.02,08/2019,3725.0,3716.0,0.2,1676.0
76,"Beverage, Food and Tobacco - (continued)",Uinta Brewing Company  (7),One stop,L + 8.50(a),11.02,08/2019,693.0,691.0,0.0,291.0
77,"Beverage, Food and Tobacco - (continued)",Wood Fired Holding Corp.  *,One stop,L + 5.75(c),8.65,12/2023,6953.0,6884.0,0.7,6883.0
78,"Beverage, Food and Tobacco - (continued)",Wood Fired Holding Corp.  (5),One stop,L + 5.75,N/A  (6),12/2023,0.0,,0.0,
79,"Beverage, Food and Tobacco - (continued)",Wood Fired Holding Corp.  (5),One stop,L + 5.75,N/A  (6),12/2023,0.0,,0.0,
80,Broadcasting and Entertainment,Broadcasting and Entertainment,One stop,,,,,,,
81,Broadcasting and Entertainment,"TouchTunes Interactive Networks, Inc.  ^",Senior loan,L + 4.75(a),7.27,05/2021,1443.0,1440.0,0.2,1443.0
82,Building and Real Estate,Building and Real Estate,Senior loan,,,,,,,
83,Building and Real Estate,"Brooks Equipment Company, LLC  ^*",One stop,L + 5.00(c),7.71,08/2020,21096.0,21009.0,2.2,21096.0
84,Building and Real Estate,"Brooks Equipment Company, LLC  *",One stop,L + 5.00(b)(c),7.67,08/2020,2107.0,2100.0,0.2,2107.0
85,Building and Real Estate,"Brooks Equipment Company, LLC",One stop,P + 3.75(f),9.25,08/2020,178.0,172.0,0.0,178.0
86,Building and Real Estate,"Jensen Hughes, Inc.  #",Senior loan,L + 4.50(c),6.99,03/2024,500.0,498.0,0.1,500.0
87,Building and Real Estate,"Jensen Hughes, Inc.  #",Senior loan,L + 4.50(c)(f),7.31,03/2024,153.0,152.0,0.0,153.0
88,Building and Real Estate,"Jensen Hughes, Inc.",Senior loan,L + 4.50(c),6.96,03/2024,29.0,29.0,0.0,29.0
89,Building and Real Estate,MRI Software LLC  ^,One stop,L + 5.50(c),8.31,06/2023,23624.0,23126.0,2.5,23624.0
90,Building and Real Estate,MRI Software LLC^  *,One stop,L + 5.50(c),8.31,06/2023,13710.0,13585.0,1.4,13710.0
91,Building and Real Estate - (continued),Building and Real Estate - (continued),One stop,,,,,,,
92,Building and Real Estate - (continued),MRI Software LLC  ^,One stop,L + 5.50(c),8.31,06/2023,356.0,353.0,0.0,356.0
93,Building and Real Estate - (continued),MRI Software LLC  *,One stop,L + 5.50(c),8.31,06/2023,295.0,292.0,0.0,295.0
94,Building and Real Estate - (continued),MRI Software LLC  #,One stop,L + 5.50(c),8.31,06/2023,294.0,291.0,0.0,294.0
95,Building and Real Estate - (continued),MRI Software LLC  *,One stop,L + 5.50(c),8.31,06/2023,194.0,192.0,0.0,194.0
96,Building and Real Estate - (continued),MRI Software LLC  ^,One stop,L + 5.50(c),8.31,06/2023,165.0,163.0,0.0,165.0
97,Building and Real Estate - (continued),MRI Software LLC,One stop,L + 5.50(c),7.90,06/2023,105.0,104.0,0.0,105.0
98,Building and Real Estate - (continued),MRI Software LLC,One stop,L + 5.50(a),7.98,06/2023,19.0,16.0,0.0,19.0
99,Building and Real Estate - (continued),MRI Software LLC  (5),One stop,L + 5.50,N/A  (6),06/2023,0.0,,0.0,0.0
100,"Chemicals, Plastics and Rubber","Chemicals, Plastics and Rubber",One stop,,,,,,,
101,"Chemicals, Plastics and Rubber","Flexan, LLC  *",One stop,L + 5.75(c),8.55,02/2020,2304.0,2292.0,0.2,2304.0
102,"Chemicals, Plastics and Rubber","Flexan, LLC  ^",One stop,L + 5.75(c),8.55,02/2020,1083.0,1080.0,0.1,1083.0
103,"Chemicals, Plastics and Rubber","Flexan, LLC",One stop,P + 4.50(f),10.00,02/2020,11.0,11.0,0.0,11.0
104,"Chemicals, Plastics and Rubber",Inhance Technologies Holdings LLC,One stop,L + 5.25(c),8.03,07/2024,6880.0,6737.0,0.7,6880.0
105,"Chemicals, Plastics and Rubber",Inhance Technologies Holdings LLC  (5),One stop,L + 5.25,N/A  (6),07/2024,0.0,,0.0,0.0
106,"Chemicals, Plastics and Rubber",Inhance Technologies Holdings LLC  (5),One stop,L + 5.25,N/A  (6),07/2024,0.0,,0.0,0.0
107,Diversified/Conglomerate Manufacturing,Diversified/Conglomerate Manufacturing,One stop,,,,,,,
108,Diversified/Conglomerate Manufacturing,"Chase Industries, Inc.  #",Senior loan,L + 4.00(c)(f),6.61,05/2025,6836.0,6726.0,0.7,6836.0
109,Diversified/Conglomerate Manufacturing,"Chase Industries, Inc.",Senior loan,L + 4.00(c)(f),6.76,05/2023,43.0,41.0,0.0,43.0
110,Diversified/Conglomerate Manufacturing,"Chase Industries, Inc.",Senior loan,L + 4.00(c)(f),6.82,05/2025,12.0,8.0,0.0,12.0
111,Diversified/Conglomerate Manufacturing,"Inventus Power, Inc.  ^*",One stop,L + 6.50(a),9.02,04/2020,7264.0,7250.0,0.7,6538.0
112,Diversified/Conglomerate Manufacturing,"Inventus Power, Inc.",One stop,L + 6.50(a)(c),9.09,04/2020,271.0,270.0,0.0,236.0
113,Diversified/Conglomerate Manufacturing,Onicon Incorporated  ^#,One stop,L + 5.50(c),8.30,04/2022,22173.0,21933.0,2.3,21786.0
114,Diversified/Conglomerate Manufacturing,Onicon Incorporated  #(8)(9),One stop,L + 5.50(c),6.50,04/2022,4173.0,4101.0,0.4,4136.0
115,Diversified/Conglomerate Manufacturing,Onicon Incorporated  (5),One stop,L + 5.50,N/A  (6),04/2022,0.0,,0.0,
116,Diversified/Conglomerate Manufacturing,"Pasternack Enterprises, Inc. and Fairview Microwave, Inc  #",Senior loan,L + 4.00(c)(f),6.52,07/2025,5620.0,5594.0,0.6,5620.0
117,Diversified/Conglomerate Manufacturing,"Pasternack Enterprises, Inc. and Fairview Microwave, Inc",Senior loan,L + 4.00,N/A  (6),07/2023,0.0,0.0,0.0,0.0
118,Diversified/Conglomerate Manufacturing,"PetroChoice Holdings, Inc.  ^",Senior loan,L + 5.00(c),7.53,08/2022,1728.0,1698.0,0.2,1728.0
119,Diversified/Conglomerate Manufacturing,"Plex Systems, Inc.  ^*",One stop,L + 7.50(b),10.01,06/2020,18797.0,18659.0,2.0,18797.0
120,Diversified/Conglomerate Manufacturing,"Plex Systems, Inc.  (5)",One stop,L + 7.50,N/A  (6),06/2020,0.0,,0.0,0.0
121,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.  ^*",Senior loan,L + 5.00(c),7.40,07/2022,16836.0,16659.0,1.7,16836.0
122,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.  ^",Senior loan,L + 5.00(b)(c),7.39,07/2022,173.0,171.0,0.0,173.0
123,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.",Senior loan,L + 5.00(b)(c),7.40,07/2022,142.0,141.0,0.0,142.0
124,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.",Senior loan,L + 5.00(c),7.80,07/2022,65.0,64.0,0.0,65.0
125,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.  (5)",Senior loan,L + 5.00,N/A  (6),07/2022,0.0,,0.0,0.0
126,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.  (5)",Senior loan,L + 5.00,N/A  (6),07/2022,0.0,,0.0,0.0
127,Diversified/Conglomerate Manufacturing,"Source Refrigeration & HVAC, Inc.  *",Senior loan,L + 4.75(c),7.56,04/2023,9429.0,9335.0,1.0,9429.0
128,Diversified/Conglomerate Manufacturing,"Source Refrigeration & HVAC, Inc.",Senior loan,L + 4.75(c),7.56,04/2023,111.0,110.0,0.0,111.0
129,Diversified/Conglomerate Manufacturing,"Source Refrigeration & HVAC, Inc.",Senior loan,L + 4.75(c),7.56,04/2023,57.0,56.0,0.0,57.0
130,Diversified/Conglomerate Manufacturing,"Source Refrigeration & HVAC, Inc.",Senior loan,P + 3.75(f),9.25,04/2023,43.0,42.0,0.0,43.0
131,Diversified/Conglomerate Manufacturing,"Source Refrigeration & HVAC, Inc.  (5)",Senior loan,L + 4.75,N/A  (6),04/2023,0.0,,0.0,0.0
132,Diversified/Conglomerate Manufacturing,"Sunless Merger Sub, Inc.  #",Senior loan,L + 5.00(a),7.52,07/2019,1321.0,1323.0,0.2,1321.0
133,Diversified/Conglomerate Manufacturing,"Sunless Merger Sub, Inc.",Senior loan,P + 3.75(f),9.25,07/2019,237.0,237.0,0.0,237.0
134,Diversified/Conglomerate Manufacturing,"Togetherwork Holdings, LLC  #",One stop,L + 6.50(a),9.02,03/2025,9135.0,9014.0,1.0,9135.0
135,Diversified/Conglomerate Manufacturing,"Togetherwork Holdings, LLC  *",One stop,L + 6.50(a),9.02,03/2025,556.0,548.0,0.1,556.0
136,Diversified/Conglomerate Manufacturing,"Togetherwork Holdings, LLC",One stop,L + 6.50(a),9.02,03/2025,150.0,147.0,0.0,150.0
137,Diversified/Conglomerate Manufacturing,"Togetherwork Holdings, LLC",One stop,L + 6.50(a),9.02,03/2025,122.0,120.0,0.0,122.0
138,Diversified/Conglomerate Manufacturing - (continued),Diversified/Conglomerate Manufacturing - (continued),One stop,,,,,,,
139,Diversified/Conglomerate Manufacturing - (continued),"Togetherwork Holdings, LLC  *",One stop,L + 6.50(a),9.02,03/2025,115.0,114.0,0.0,115.0
140,Diversified/Conglomerate Manufacturing - (continued),"Togetherwork Holdings, LLC  *",One stop,L + 6.50(a),9.02,03/2025,107.0,106.0,0.0,107.0
141,Diversified/Conglomerate Manufacturing - (continued),"Togetherwork Holdings, LLC",One stop,L + 6.50(a),9.01,03/2024,17.0,16.0,0.0,17.0
142,Diversified/Conglomerate Manufacturing - (continued),"Togetherwork Holdings, LLC",One stop,L + 6.50(a),9.02,03/2025,4.0,4.0,0.0,4.0
143,Diversified/Conglomerate Service,Diversified/Conglomerate Service,One stop,,,,,,,
144,Diversified/Conglomerate Service,"Accela, Inc.  *",One stop,L + 6.00(c),8.80,09/2023,5261.0,5196.0,0.5,5261.0
145,Diversified/Conglomerate Service,"Accela, Inc.",One stop,P + 5.00(f),10.50,09/2023,36.0,35.0,0.0,36.0
146,Diversified/Conglomerate Service,Agility Recovery Solutions Inc.  ^*,One stop,L + 6.50(a),9.02,03/2020,13774.0,13725.0,1.4,13774.0
147,Diversified/Conglomerate Service,Agility Recovery Solutions Inc.,One stop,L + 6.50(c),8.89,03/2020,277.0,275.0,0.0,277.0
148,Diversified/Conglomerate Service,"Anaqua, Inc.  ^*",One stop,L + 6.50(c),8.98,07/2022,6931.0,6855.0,0.7,6931.0
149,Diversified/Conglomerate Service,"Anaqua, Inc.  (5)",One stop,L + 6.50,N/A  (6),07/2022,0.0,,0.0,0.0
150,Diversified/Conglomerate Service,"AutoQuotes, LLC",One stop,L + 6.00(c),8.69,11/2024,4635.0,4556.0,0.5,4589.0
151,Diversified/Conglomerate Service,"AutoQuotes, LLC  (5)",One stop,L + 6.00,N/A  (6),11/2024,0.0,,0.0,
152,Diversified/Conglomerate Service,"Bazaarvoice, Inc.  *#",One stop,L + 5.75(a),8.27,02/2024,19367.0,19121.0,2.0,19173.0
153,Diversified/Conglomerate Service,"Bazaarvoice, Inc.",One stop,L + 5.75(a)(f),8.27,02/2024,50.0,46.0,0.0,48.0
154,Diversified/Conglomerate Service,Browz LLC,One stop,L + 9.50(b)(c)(f),10.40 cash/1.50 PIK,03/2023,1509.0,1480.0,0.2,1509.0
155,Diversified/Conglomerate Service,Browz LLC,One stop,L + 9.50,N/A  (6),03/2023,0.0,0.0,0.0,0.0
156,Diversified/Conglomerate Service,"Caliper Software, Inc.  #",One stop,L + 5.50(a),8.02,11/2025,6200.0,6149.0,0.6,6154.0
157,Diversified/Conglomerate Service,"Caliper Software, Inc.",One stop,L + 5.50(b),8.04,11/2023,4.0,4.0,0.0,4.0
158,Diversified/Conglomerate Service,Centrify Corporation  *,One stop,L + 6.25(c),9.06,08/2024,10947.0,10792.0,1.1,10947.0
159,Diversified/Conglomerate Service,Centrify Corporation,One stop,P + 5.25(f),10.75,08/2024,50.0,48.0,0.0,50.0
160,Diversified/Conglomerate Service,"Clearwater Analytics, LLC  ^*",One stop,L + 5.00(a),7.52,09/2022,8532.0,8332.0,0.9,8532.0
161,Diversified/Conglomerate Service,"Clearwater Analytics, LLC  (5)",One stop,L + 5.00,N/A  (6),09/2022,0.0,,0.0,0.0
162,Diversified/Conglomerate Service,"Cloudbees, Inc.",One stop,L + 9.00(a),10.85 cash/0.50 PIK,05/2023,1901.0,1846.0,0.2,1901.0
163,Diversified/Conglomerate Service,"Cloudbees, Inc.",One stop,L + 9.00,N/A  (6),05/2023,0.0,0.0,0.0,0.0
164,Diversified/Conglomerate Service,"Confluence Technologies, Inc.",One stop,L + 7.50(a),9.94,03/2024,7015.0,6879.0,0.7,7015.0
165,Diversified/Conglomerate Service,"Confluence Technologies, Inc.  (5)",One stop,L + 7.50,N/A  (6),03/2024,0.0,,0.0,0.0
166,Diversified/Conglomerate Service,"Connexin Software, Inc.",One stop,L + 8.50(a),11.02,02/2024,2401.0,2350.0,0.2,2401.0
167,Diversified/Conglomerate Service,"Connexin Software, Inc.",One stop,L + 8.50,N/A  (6),02/2024,0.0,0.0,0.0,0.0
168,Diversified/Conglomerate Service,"Conservice, LLC  #",One stop,L + 5.25(a),7.77,12/2024,1787.0,1770.0,0.2,1770.0
169,Diversified/Conglomerate Service,"Conservice, LLC",One stop,P + 4.25(f),9.75,12/2024,1.0,1.0,0.0,1.0
170,Diversified/Conglomerate Service,"Datto, Inc.  *",One stop,L + 8.00(a),10.46,12/2022,11156.0,10978.0,1.2,11156.0
171,Diversified/Conglomerate Service,"Datto, Inc.  (5)",One stop,L + 8.00,N/A  (6),12/2022,0.0,,0.0,0.0
172,Diversified/Conglomerate Service,Daxko Acquisition Corporation  ^*,One stop,L + 5.25(a),7.77,09/2023,11218.0,10996.0,1.2,11218.0
173,Diversified/Conglomerate Service,Daxko Acquisition Corporation  (5),One stop,L + 5.25,N/A  (6),09/2023,0.0,,0.0,0.0
174,Diversified/Conglomerate Service,"Digital Guardian, Inc.",One stop,L + 9.00(c),10.40 cash/1.00 PIK,06/2023,4010.0,3965.0,0.4,4010.0
175,Diversified/Conglomerate Service,"Digital Guardian, Inc.",Subordinated debt,No Value,8.00 PIK,01/2019,184.0,184.0,0.0,270.0
176,Diversified/Conglomerate Service,"Digital Guardian, Inc.  (5)",One stop,L + 5.00,N/A  (6),06/2023,0.0,0.0,0.0,
177,Diversified/Conglomerate Service,"Digital Guardian, Inc.",One stop,L + 9.00,N/A  (6),06/2023,0.0,0.0,0.0,0.0
178,Diversified/Conglomerate Service,DISA Holdings Acquisition Subsidiary Corp.#,Senior loan,L + 4.00(a)(c),6.35,06/2022,2062.0,2053.0,0.2,2062.0
179,Diversified/Conglomerate Service,DISA Holdings Acquisition Subsidiary Corp.,Senior loan,L + 4.00(a)(c)(f),6.51,06/2022,4.0,4.0,0.0,4.0
180,Diversified/Conglomerate Service,DISA Holdings Acquisition Subsidiary Corp.,Senior loan,L + 4.00,N/A  (6),06/2022,0.0,0.0,0.0,0.0
181,Diversified/Conglomerate Service,"E2open, LLC  *#",One stop,L + 5.00(c),7.68,11/2024,36950.0,36405.0,3.8,36580.0
182,Diversified/Conglomerate Service,"E2open, LLC",One stop,L + 5.00(c),7.68,11/2024,70.0,64.0,0.0,64.0
183,Diversified/Conglomerate Service,"E2open, LLC  (5)",One stop,L + 5.00,N/A  (6),11/2024,0.0,,0.0,
184,Diversified/Conglomerate Service,"EGD Security Systems, LLC",One stop,L + 6.25(c),9.03,06/2022,11113.0,10970.0,1.2,11113.0
185,Diversified/Conglomerate Service,"EGD Security Systems, LLC",One stop,L + 6.25(c),9.00,06/2022,100.0,99.0,0.0,100.0
186,Diversified/Conglomerate Service - (continued),Diversified/Conglomerate Service - (continued),One stop,,,,,,,
187,Diversified/Conglomerate Service - (continued),"EGD Security Systems, LLC  ^",One stop,L + 6.25(c),8.96,06/2022,98.0,97.0,0.0,98.0
188,Diversified/Conglomerate Service - (continued),"EGD Security Systems, LLC  ^",One stop,L + 6.25(c),8.85,06/2022,52.0,52.0,0.0,52.0
189,Diversified/Conglomerate Service - (continued),"EGD Security Systems, LLC  (5)",One stop,L + 6.25,N/A  (6),06/2022,0.0,,0.0,0.0
190,Diversified/Conglomerate Service - (continued),"GS Acquisitionco, Inc.  *#",One stop,L + 5.25(a),7.78,05/2024,22783.0,22573.0,2.4,22783.0
191,Diversified/Conglomerate Service - (continued),"GS Acquisitionco, Inc.  *",One stop,L + 5.25(a),7.78,05/2024,876.0,868.0,0.1,876.0
192,Diversified/Conglomerate Service - (continued),"GS Acquisitionco, Inc.",One stop,L + 5.25(a),7.78,05/2024,185.0,183.0,0.0,185.0
193,Diversified/Conglomerate Service - (continued),"GS Acquisitionco, Inc.  (5)",One stop,L + 5.00,N/A  (6),05/2024,0.0,,0.0,0.0
194,Diversified/Conglomerate Service - (continued),"GS Acquisitionco, Inc.  (5)",One stop,L + 5.25,N/A  (6),05/2024,0.0,,0.0,0.0
195,Diversified/Conglomerate Service - (continued),"HealthcareSource HR, Inc.  *",One stop,L + 6.75(c),9.55,05/2020,23329.0,23171.0,2.4,23329.0
196,Diversified/Conglomerate Service - (continued),"HealthcareSource HR, Inc.  (5)",One stop,L + 6.75,N/A  (6),05/2020,0.0,,0.0,0.0
197,Diversified/Conglomerate Service - (continued),Hydraulic Authority III Limited  (8)(9)(10)(11),One stop,L + 6.00(h)(j),7.03,11/2025,5944.0,5886.0,0.6,5874.0
