,0,1,2,3,4,5,6,7,8,9,10,11
91,Diversified Conglomerate Manufacturing,,,,,,,,,,,
92,"Chase Industries, Inc.",One stop,L + 5.75,,6.75,,07/2018,3123,3081,0.4,3123,
93,"Chase Industries, Inc.",One stop,P + 4.50,,7.75,,07/2018,234,216,0,234,
94,"Chase Industries, Inc.*^",One stop,L + 5.75,,6.75,,07/2018,20932,20751,2.6,20932,
95,"ICC-Nexergy, Inc  (3)",One stop,L + 5.50,,(4),,07/2018,0,(4,0,(5,
96,"ICC-Nexergy, Inc^",One stop,L + 5.50,,6.50,,07/2018,8612,8552,1.1,8526,
97,Onicon Incorporated  (3),One stop,L + 6.00,,(4),,07/2018,0,(6,0,(15,
98,Onicon Incorporated*,One stop,L + 6.00,,7.01,,07/2018,9345,9266,1.1,9204,
99,"Plex Systems, Inc.  (3)",One stop,L + 7.50,,(4),,07/2018,0,(26,0,0,
100,"Plex Systems, Inc.*^",One stop,L + 7.50,,8.75,,07/2018,18797,18425,2.3,18797,
101,"Sunless Merger Sub, Inc.",Senior loan,P + 4.00,,7.25,,07/2018,130,129,0,103,
102,"Sunless Merger Sub, Inc.*",Senior loan,L + 5.25,,6.50,,07/2018,1680,1675,0.1,1176,
103,"TIDI Products, LLC  (3)",One stop,L + 6.50,,(4),,07/2018,0,(8,0,0,
104,"TIDI Products, LLC*^",One stop,L + 6.50,,7.75,,07/2018,16594,16410,2.1,16594,
105,"Vintage Parts, Inc.*",One stop,L + 4.50,,5.75,,07/2018,3750,3740,0.5,3750,
106,"Vintage Parts, Inc.*",One stop,L + 4.50,,5.75,,07/2018,52,52,0,52,
107,"Vintage Parts, Inc.*",One stop,L + 4.50,,5.75,,07/2018,784,785,0.1,784,
108,Diversified Conglomerate Service,,,,,,,,,,,
109,"Accellos, Inc.  (3)",One stop,L + 5.75,,(4),,07/2018,0,(18,0,0,
110,"Accellos, Inc.*^",One stop,L + 5.75,,6.76,,07/2018,32203,31868,4.0,32203,
111,"Actiance, Inc.",One stop,L + 9.00,,(4),,07/2018,0,0,0,0,
112,"Actiance, Inc. *^",One stop,L + 9.00,,10.00,,07/2018,2502,2401,0.3,2395,
113,"Aderant North America, Inc.^",Senior loan,L + 4.25,,5.25,,07/2018,447,443,0.1,447,
114,Agility Recovery Solutions Inc.,One stop,L + 6.50,,7.50,,07/2018,104,97,0,104,
115,Agility Recovery Solutions Inc.^,One stop,L + 6.50,,7.50,,07/2018,10378,10280,1.3,10378,
116,Bomgar Corporation  (3),One stop,L + 6.00,,(4),,07/2018,0,(15,0,0,
117,Bomgar Corporation*,One stop,L + 6.00,,7.00,,07/2018,29202,28783,3.6,29202,
118,"Daxko, LLC  (3)",One stop,L + 7.25,,(4),,07/2018,0,(20,0,0,
119,"Daxko, LLC*",One stop,L + 7.25,,8.25,,07/2018,15528,15312,1.9,15528,
120,"DTI Holdco, Inc.",Senior loan,L + 5.00,,6.00,,07/2018,8527,8442,1.0,8441,
121,"HealthcareSource HR, Inc.  (3)",Senior loan,L + 6.75,,(4),,07/2018,0,(2,0,(1,
122,"HealthcareSource HR, Inc.",One stop,L + 6.75,,7.75,,07/2018,17948,17530,2.2,17769,
123,"Host Analytics, Inc.  (3)",One stop,L + 0.00,,(4),,07/2018,0,(6,0,0,
124,"Host Analytics, Inc.",One stop,No Value,,10.75,,07/2018,2943,2895,0.4,2943,
125,"Integration Appliance, Inc.",One stop,L + 8.25,,9.50,,07/2018,719,712,0.1,719,
126,"Integration Appliance, Inc.",One stop,L + 8.25,,9.50,,07/2018,7914,7756,1.0,7914,
127,"Integration Appliance, Inc.",One stop,L + 8.25,,9.50,,07/2018,5396,5308,0.7,5396,
128,"NetSmart Technologies, Inc.",One stop,P + 4.25,,7.50,,07/2018,225,193,0,225,
129,"NetSmart Technologies, Inc.*^",One stop,L + 5.25,,6.25,,07/2018,25327,25095,3.1,25327,
130,"PC Helps Support, LLC",Senior loan,P + 4.25,,7.50,,07/2018,66,65,0,66,
131,"PC Helps Support, LLC",Senior loan,L + 5.25,,6.51,,07/2018,1532,1522,0.2,1532,
132,"Secure-24, LLC  (3)",One stop,L + 6.00,,(4),,07/2018,0,(4,0,0,
133,"Secure-24, LLC*",One stop,L + 6.00,,7.25,,07/2018,10054,9922,1.2,10054,
134,"Secure-24, LLC^",One stop,L + 6.00,,7.25,,07/2018,1471,1456,0.2,1471,
135,"Source Medical Solutions, Inc.",Second lien,L + 8.00,,9.00,,07/2018,9294,9179,1.2,9294,
136,"Transaction Data Systems, Inc.",Senior loan,L + 4.50,,(4),,07/2018,0,0,0,0,
137,"Transaction Data Systems, Inc.",Senior loan,L + 4.50,,5.50,,07/2018,4545,4500,0.6,4499,
138,"Vendavo, Inc.  (3)",One stop,L + 8.50,,(4),,07/2018,0,(13,0,0,
139,"Vendavo, Inc.",One stop,L + 8.50,,9.50,,07/2018,15501,15202,1.9,15501,
140,Electronics,,,,,,,,,,,
141,"Appriss Holdings, Inc.",Senior loan,L + 4.75,,5.75,,11/2020,902,863,0.1,902,
142,"Appriss Holdings, Inc.*",Senior loan,L + 4.75,,5.75,,11/2020,18099,17855,2.2,18099,
143,"Compusearch Software Holdings, Inc.^",Senior loan,L + 4.50,,5.50,,05/2021,1325,1321,0.2,1321,
144,"ECI Acquisition Holdings, Inc.",One stop,L + 6.25,,7.25,,03/2019,1410,1344,0.2,1410,
145,"ECI Acquisition Holdings, Inc.  (3)",One stop,L + 6.25,,(4),,03/2019,0,(14,0,0,
146,"ECI Acquisition Holdings, Inc.*^",One stop,L + 6.25,,7.25,,03/2019,21779,21475,2.7,21779,
147,"Gamma Technologies, LLC  (3)",One stop,L + 5.50,,(4),,06/2021,0,(1,0,(1,
148,"Gamma Technologies, LLC^",One stop,L + 5.50,,6.50,,06/2021,18229,18047,2.2,18047,
149,"Rogue Wave Holdings, Inc.*^",One stop,L + 9.01,,10.01,,12/2018,10007,9917,1.2,10007,
150,"Sloan Company, Inc., The",One stop,L + 6.25,,7.25,,04/2020,8,7,0,8,
151,"Sloan Company, Inc., The",One stop,L + 6.25,,7.25,,04/2020,7609,7517,0.9,7532,
152,Sparta Holding Corporation  (3),One stop,L + 5.50,,(4),,07/2020,0,(32,0,0,
153,Sparta Holding Corporation*^,One stop,L + 5.50,,6.50,,07/2020,23183,22939,2.9,23183,
154,Syncsort Incorporated  (3),Senior loan,L + 4.75,,(4),,03/2019,0,(3,0,0,
155,Syncsort Incorporated  (3),Senior loan,L + 4.75,,(4),,03/2019,0,(1,0,0,
156,Syncsort Incorporated*,Senior loan,L + 4.75,,5.75,,03/2019,1989,1974,0.2,1989,
157,"Systems Maintenance Services Holding,  Inc.^",Senior loan,L + 4.00,,5.25,,10/2019,2637,2627,0.3,2637,
158,"Taxware, LLC  (3)",One stop,L + 6.50,,(4),,04/2022,0,(5,0,(5,
159,"Taxware, LLC*^",One stop,L + 6.50,,7.50,,04/2022,19949,19648,2.5,19750,
160,"Watchfire Enterprises, Inc.",Second lien,L + 8.00,,9.00,,10/2021,9434,9234,1.2,9434,
161,Finance,,,,,,,,,,,
162,"Ascensus, Inc.  (3)",One stop,L + 4.00,,(4),,11/2018,0,(13,0,0,
163,"Ascensus, Inc.^",One stop,L + 4.00,,5.00,,12/2019,3964,3902,0.5,3964,
164,"Ascensus, Inc.*^",One stop,L + 8.00,,9.00,,12/2020,6337,6165,0.8,6337,
165,Grocery,,,,,,,,,,,
166,AG Kings Holdings Inc.  (3),One stop,L + 5.50,,(4),,04/2020,0,(8,0,(8,
167,AG Kings Holdings Inc.,One stop,L + 5.50,,6.50,,04/2020,6191,6132,0.8,6129,
168,"MyWebGrocer, Inc.  (3)",One stop,L + 8.75,,(4),,05/2018,0,(12,0,0,
169,"MyWebGrocer, Inc.^",One stop,L + 8.75,,10.00,,05/2018,14271,14101,1.8,14271,
170,"Healthcare, Education and Childcare",,,,,,,,,,,
171,"Agilitas USA, Inc.^",Senior loan,L + 4.00,,5.00,,10/2020,2452,2431,0.3,2452,
172,"Avatar International, LLC",One stop,L + 7.89,,6.19 cash/2.95 PIK,,09/2016,1656,1651,0.1,828,
173,"Avatar International, LLC",One stop,L + 7.89,,6.19 cash/2.95 PIK,,09/2016,542,539,0.1,542,
174,"Avatar International, LLC*",One stop,L + 7.89,,6.19 cash/2.95 PIK,,09/2016,7675,7645,0.5,3838,
175,"California Cryobank, LLC^",One stop,L + 5.50,,6.50,,08/2019,1550,1538,0.2,1550,
176,"California Cryobank, LLC",One stop,L + 5.50,,6.50,,08/2019,43,42,0,43,
177,"California Cryobank, LLC",One stop,P + 4.25,,7.50,,08/2019,86,84,0,86,
178,Certara L.P.  (3),One stop,L + 6.25,,(4),,12/2018,0,(15,0,0,
179,Certara L.P.*^,One stop,L + 6.25,,7.25,,12/2018,30925,30610,3.8,30925,
180,"CPI Buyer, LLC (Cole-Parmer)*^",Senior loan,L + 4.50,,5.50,,08/2021,7960,7682,1.0,7960,
181,Curo Health Services LLC,Senior loan,L + 5.50,,6.50,,02/2022,1995,1976,0.2,2014,
182,Delta Educational Systems*,Senior loan,P + 4.75,,8.00,,12/2016,1631,1618,0.2,1387,
183,Delta Educational Systems  (3),Senior loan,L + 6.00,,(4),,12/2016,0,0,0,(12,
184,Dental Holdings Corporation  (3),One stop,L + 5.50,,(4),,02/2020,0,(17,0,0,
185,Dental Holdings Corporation  (3),One stop,L + 5.50,,(4),,02/2020,0,(13,0,0,
186,Dental Holdings Corporation,One stop,L + 5.50,,6.50,,02/2020,6591,6453,0.8,6591,
187,"Encore GC Acquisition, LLC  (3)",Senior loan,L + 4.50,,(4),,01/2020,0,(9,0,0,
188,"Encore GC Acquisition, LLC*",Senior loan,L + 4.50,,5.50,,01/2020,3493,3445,0.4,3493,
189,"G & H Wire Company, Inc.  (3)",Senior loan,L + 5.75,,(4),,12/2017,0,(5,0,0,
190,"G & H Wire Company, Inc.*^",Senior loan,L + 5.75,,6.75,,12/2017,12577,12481,1.6,12577,
191,"Global Healthcare Exchange, LLC  (3)",One stop,L + 7.50,,(4),,03/2020,0,(20,0,0,
192,"Global Healthcare Exchange, LLC*^",One stop,L + 7.50,,8.50,,03/2020,36976,36212,4.6,36976,
193,GSDM Holdings Corp.,Senior loan,L + 4.25,,5.25,,06/2019,875,871,0.1,875,
194,"IntegraMed America, Inc.",One stop,L + 7.25,,8.50,,09/2017,811,803,0.1,795,
195,"IntegraMed America, Inc.*^",One stop,L + 7.25,,8.50,,09/2017,15015,14862,1.8,14715,
196,"Katena Holdings, Inc.  (3)",One stop,L + 6.25,,(4),,06/2021,0,(8,0,(8,
197,"Katena Holdings, Inc.  (3)",One stop,L + 6.25,,(4),,06/2021,0,(1,0,(1,
198,"Katena Holdings, Inc.^",One stop,L + 6.25,,7.25,,06/2021,8162,8081,1.0,8080,
199,"Maverick Healthcare Group, LLC*",Senior loan,L + 5.50,,7.25,,12/2016,1948,1923,0.2,1948,
200,"Pentec Acquisition Sub, Inc.  (3)",Senior loan,L + 5.00,,(4),,05/2017,0,(2,0,0,
201,"Pentec Acquisition Sub, Inc.*",Senior loan,L + 5.00,,6.25,,05/2018,1627,1611,0.2,1627,
202,"PPT Management, LLC  (3)",One stop,L + 5.00,,(4),,04/2020,0,(1,0,(1,
203,"PPT Management, LLC*^",One stop,L + 5.00,,6.00,,04/2020,11819,11706,1.5,11701,
204,Premise Health Holding Corp.  (3),One stop,L + 5.00,,(4),,06/2020,0,(21,0,0,
205,Premise Health Holding Corp.,One stop,L + 5.00,,6.00,,06/2020,15000,14891,1.9,15000,
206,"Pyramid Healthcare, Inc.  (3)",One stop,L + 5.75,,(4),,08/2019,0,(4,0,0,
207,"Pyramid Healthcare, Inc.^",One stop,L + 5.75,,6.75,,08/2019,8460,8395,1.1,8460,
208,"Radiology Partners, Inc.  (3)",One stop,L + 5.00,,(4),,09/2020,0,(40,0,0,
209,"Radiology Partners, Inc.  (3)",One stop,L + 5.00,,(4),,09/2020,0,(7,0,0,
210,"Radiology Partners, Inc.*^",One stop,L + 5.00,,6.00,,09/2020,17080,16843,2.1,17080,
211,"Reliant Pro ReHab, LLC",Senior loan,P + 4.00,,7.25,,06/2017,253,248,0,253,
212,"Reliant Pro ReHab, LLC*",Senior loan,L + 5.00,,6.00,,06/2017,3247,3223,0.4,3247,
213,Southern Anesthesia and Surgical  (3),One stop,L + 5.50,,(4),,11/2017,0,(30,0,0,
214,Southern Anesthesia and Surgical  (3),One stop,L + 5.50,,(4),,11/2017,0,(7,0,0,
215,Southern Anesthesia and Surgical,One stop,L + 5.50,,6.50,,11/2017,5653,5576,0.7,5653,
216,"Spear Education, LLC*^",One stop,L + 5.00,,6.00,,08/2019,5976,5938,0.8,5976,
217,"Spear Education, LLC",One stop,L + 5.00,,(4),,08/2019,0,0,0,0,
218,"Spear Education, LLC  (3)",One stop,L + 5.00,,(4),,08/2019,0,(5,0,0,
219,"Surgical Information Systems, LLC^",Senior loan,L + 3.50,,4.51,,09/2018,1962,1959,0.2,1962,
220,"U.S. Anesthesia Partners, Inc.",One stop,L + 5.00,,6.00,,12/2019,5957,5932,0.7,5957,
221,"WIL Research Company, Inc.*",Senior loan,L + 4.50,,5.75,,02/2018,758,753,0.1,735,
222,"Young Innovations, Inc.",Senior loan,P + 3.25,,6.50,,01/2018,29,29,0,29,
223,"Young Innovations, Inc.*",Senior loan,L + 4.25,,5.25,,01/2019,1150,1144,0.1,1150,
224,"Home and Office Furnishings, Housewares,  and Durable Consumer",,,,,,,,,,,
225,"Plano Molding Company, LLC*",One stop,L + 6.00,,7.00,,05/2021,18161,17983,2.2,17979,
226,"WII Components, Inc.",Senior loan,L + 4.50,,(4),,07/2018,0,0,0,0,
227,"WII Components, Inc.*",Senior loan,L + 4.25,,5.25,,07/2018,1063,1058,0.1,1063,
228,Zenith Products Corporation  (6),One stop,P + 3.75,,7.00,,09/2013,81,48,0,41,
229,Zenith Products Corporation*  (6),One stop,P + 5.50,,8.75,,09/2013,4376,3926,0.3,2188,
230,"Hotels, Motels, Inns, and Gaming",,,,,,,,,,,
231,"Aimbridge Hospitality, LLC  (3)",Senior loan,L + 4.50,,(4),,10/2018,0,(12,0,(12,
232,"Aimbridge Hospitality, LLC",Senior loan,L + 4.50,,5.76,,10/2018,5251,5201,0.6,5198,
233,Insurance,,,,,,,,,,,
234,"Captive Resources Midco, LLC  (3)",One stop,L + 5.75,,(4),,06/2020,0,(23,0,(23,
235,"Captive Resources Midco, LLC  (3)",One stop,L + 5.75,,(4),,06/2020,0,(21,0,(21,
236,"Captive Resources Midco, LLC*^",One stop,L + 5.75,,6.75,,06/2020,26911,26575,3.3,26575,
237,Investment Funds and Vehicles,,,,,,,,,,,
238,Senior Loan Fund LLC  (7)(8),Subordinated debt,L + 8.00,,8.18,,05/2020,65864,65864,8.2,65864,
239,"Leisure, Amusement, Motion Pictures  and Entertainment",,,,,,,,,,,
240,"Competitor Group, Inc.",One stop,L + 7.75,,9.00,,11/2018,884,875,0.1,765,
241,"Competitor Group, Inc.*",One stop,L + 9.25,,9.00 cash/1.50 PIK,,11/2018,12873,12748,1.4,11586,
242,"Self Esteem Brands, LLC  (3)",Senior loan,L + 4.00,,(4),,02/2020,0,(4,0,0,
243,"Self Esteem Brands, LLC^",Senior loan,L + 4.00,,5.00,,02/2020,3669,3652,0.5,3669,
244,"Starplex Operating, L.L.C.  (3)",One stop,L + 7.00,,(4),,12/2017,0,(10,0,0,
245,"Starplex Operating, L.L.C.*^",One stop,L + 7.00,,8.00,,12/2017,10004,9876,1.2,10004,
246,"Titan Fitness, LLC",One stop,P + 5.25,,8.50,,09/2019,140,121,0,140,
247,"Titan Fitness, LLC*",One stop,L + 6.50,,7.75,,09/2019,13360,13140,1.7,13360,
248,"Titan Fitness, LLC  (3)",One stop,L + 6.50,,(4),,09/2019,0,(19,0,0,
249,"Mining, Steel, Iron and Non-Precious  Metals",,,,,,,,,,,
250,"Benetech, Inc.",One stop,P + 7.75,,11.00,,10/2017,272,266,0,272,
251,"Benetech, Inc.*",One stop,L + 9.00,,10.25,,10/2017,4814,4785,0.6,4814,
252,Oil and Gas,,,,,,,,,,,
253,"Drilling Info, Inc.  (3)(5)",One Stop,L + 5.00,,(4),,06/2018,0,(1,0,0,
254,"Drilling Info, Inc.  ^(5)",One Stop,L + 5.00,,6.00,,06/2018,1273,1263,0.1,1273,
255,"Drilling Info, Inc.  (3)(5)",One Stop,L + 5.00,,(4),,06/2018,0,(5,0,0,
256,Personal and Non-Durable Consumer  Products,,,,,,,,,,,
257,The Hygenic Corporation  (3),Senior loan,L + 5.00,,(4),,10/2019,0,(5,0,0,
258,The Hygenic Corporation*,Senior loan,L + 5.00,,6.00,,10/2020,3284,3237,0.4,3284,
259,"Massage Envy, LLC  (3)",One stop,L + 7.25,,(4),,09/2018,0,(10,0,0,
260,"Massage Envy, LLC*",One stop,L + 7.25,,8.50,,09/2018,15570,15359,1.9,15570,
261,"Orthotics Holdings, Inc  (3)(8)",One stop,L + 5.00,,(4),,02/2020,0,(2,0,0,
262,"Orthotics Holdings, Inc*  (8)",One stop,L + 5.00,,6.00,,02/2020,1390,1374,0.2,1390,
263,"Orthotics Holdings, Inc  (3)",One stop,L + 5.00,,(4),,02/2020,0,(16,0,0,
264,"Orthotics Holdings, Inc  (3)",One stop,L + 5.00,,(4),,02/2020,0,(15,0,0,
265,"Orthotics Holdings, Inc*",One stop,L + 5.00,,6.00,,02/2020,8481,8382,1.1,8481,
266,Rug Doctor LLC  (3),Senior loan,L + 5.25,,(4),,12/2016,0,(6,0,0,
267,Rug Doctor LLC*,Senior loan,L + 5.25,,6.25,,12/2016,5156,5131,0.6,5156,
268,Team Technologies Acquisition Company  (3),Senior loan,L + 4.75,,(4),,12/2017,0,(2,0,(4,
269,Team Technologies Acquisition Company^,Senior loan,L + 4.75,,6.00,,12/2017,4794,4763,0.6,4734,
270,Team Technologies Acquisition Company,Senior loan,L + 5.50,,6.75,,12/2017,881,870,0.1,870,
271,"Personal, Food and Miscellaneous Services",,,,,,,,,,,
272,Focus Brands Inc.*^,Second lien,L + 9.00,,10.25,,08/2018,11195,11114,1.4,11306,
273,"Ignite Restaurant Group, Inc (Joe's  Crab Shack)^",One stop,L + 7.00,,8.00,,02/2019,6124,6049,0.7,6124,
274,PetVet Care Centers LLC,Senior loan,L + 4.50,,5.50,,12/2020,648,627,0.1,648,
275,PetVet Care Centers LLC  (3),Senior loan,L + 4.50,,(4),,12/2019,0,(11,0,0,
276,PetVet Care Centers LLC^,Senior loan,L + 4.50,,5.50,,12/2020,5911,5810,0.7,5911,
277,Vetcor Merger Sub LLC  (3),One stop,L + 6.00,,(4),,04/2021,0,(15,0,(15,
278,Vetcor Merger Sub LLC,One stop,L + 6.00,,7.00,,04/2021,46,41,0,44,
279,Vetcor Merger Sub LLC*^,One stop,L + 6.00,,7.00,,04/2021,25245,24756,3.1,24993,
