,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
136,"Paradigm DKD Group, LLC  +(7)",Senior loan,L + 6.25,(c),8.16,05/2022,1654.0,,1186,,,0.1,,,1036,,,
137,"Paradigm DKD Group, LLC  (5)(7)",Senior loan,L + 6.25,,N/A  (6),05/2022,0.0,,(64,,,0.0,,,(85,,,
138,"Chemicals, Plastics and Rubber",,,,,,,,,,,,,,,,,
139,"Flexan, LLC  *",One stop,L + 5.75,(a),7.55,02/2020,3298.0,,3308,,,0.1,,,3298,,,
140,"Flexan, LLC  ^",One stop,L + 5.75,(a),7.55,02/2020,1552.0,,1557,,,0.1,,,1552,,,
141,"Flexan, LLC",One stop,P + 4.50,(f),9.25,02/2020,12.0,,13,,,0.0,,,12,,,
142,Inhance Technologies Holdings LLC,One stop,L + 5.50,(c),7.60,07/2024,12799.0,,12941,,,0.6,,,12799,,,
143,Inhance Technologies Holdings LLC,One stop,L + 5.50,(c),7.60,07/2024,853.0,,887,,,0.0,,,853,,,
144,Inhance Technologies Holdings LLC,One stop,P + 4.50,(f),9.25,07/2024,140.0,,140,,,0.0,,,140,,,
145,"Containers, Packaging and Glass",,,,,,,,,,,,,,,,,
146,AmerCareRoyal LLC  +,Senior loan,L + 5.00,(a),6.80,11/2025,847.0,,839,,,0.0,,,838,,,
147,AmerCareRoyal LLC  +,Senior loan,L + 5.00,(a),6.80,11/2025,153.0,,152,,,0.0,,,151,,,
148,Diversified/Conglomerate Manufacturing,,,,,,,,,,,,,,,,,
149,"Blackbird Purchaser, Inc.  #+!~",Senior loan,L + 4.50,(c)(f),6.44,04/2026,13116.0,,13448,,,0.6,,,13116,,,
150,"Blackbird Purchaser, Inc.",Senior loan,L + 4.50,(c)(f),6.44,04/2026,597.0,,617,,,0.0,,,597,,,
151,"Blackbird Purchaser, Inc.",Senior loan,L + 4.50,(c),6.44,04/2024,88.0,,86,,,0.0,,,88,,,
152,"Chase Industries, Inc.  #+!~",Senior loan,L + 5.50,(c),5.94 cash/1.50 PIK,05/2025,12100.0,,12241,,,0.5,,,11616,,,
153,"Chase Industries, Inc.",Senior loan,L + 5.50,(c),5.94 cash/1.50 PIK,05/2025,989.0,,1029,,,0.0,,,950,,,
154,"Chase Industries, Inc.",Senior loan,L + 5.50,(c),5.94 cash/1.50 PIK,05/2023,226.0,,230,,,0.0,,,214,,,
155,"Inventus Power, Inc.  ^*+",One stop,L + 6.50,(a),8.30,04/2021,14449.0,,13882,,,0.6,,,14160,,,
156,"Inventus Power, Inc.",One stop,L + 6.50,(a),8.29,04/2021,555.0,,525,,,0.0,,,539,,,
157,"Pasternack Enterprises, Inc. and Fairview Microwave, Inc  #+!~",Senior loan,L + 4.00,(a),5.80,07/2025,13667.0,,13926,,,0.6,,,13667,,,
158,"Pasternack Enterprises, Inc. and Fairview Microwave, Inc",Senior loan,L + 4.00,,N/A  (6),07/2023,0.0,,0,,,0.0,,,0,,,
159,"PetroChoice Holdings, Inc.  ^",Senior loan,L + 5.00,(c),6.93,08/2022,3301.0,,3310,,,0.1,,,3152,,,
160,"Protective Industrial Products, Inc.  +",Senior loan,L + 4.50,(a),6.30,01/2024,1000.0,,990,,,0.0,,,990,,,
161,"Reladyne, Inc.  ^*",Senior loan,L + 5.00,(c),7.10,07/2022,27225.0,,27534,,,1.2,,,27225,,,
162,"Reladyne, Inc.  #!~",Senior loan,L + 5.00,(c),7.10,07/2022,2360.0,,2443,,,0.1,,,2360,,,
163,"Reladyne, Inc.",Senior loan,L + 5.00,(c),7.10,07/2022,1732.0,,1798,,,0.1,,,1732,,,
164,"Reladyne, Inc.",Senior loan,L + 5.00,(c),7.10,07/2022,1557.0,,1616,,,0.1,,,1557,,,
165,"Reladyne, Inc.  ^",Senior loan,L + 5.00,(c),7.10,07/2022,1281.0,,1325,,,0.1,,,1281,,,
166,"Reladyne, Inc.  #!~",Senior loan,L + 5.00,(c),7.10,07/2022,1102.0,,1140,,,0.1,,,1102,,,
167,"Reladyne, Inc.  #!~",Senior loan,L + 5.00,(c),7.10,07/2022,502.0,,520,,,0.0,,,502,,,
168,"Togetherwork Holdings, LLC*",One stop,L + 6.25,(a),8.05,03/2025,15684.0,,15850,,,0.7,,,15684,,,
169,"Togetherwork Holdings, LLC  #+!~",One stop,L + 6.25,(a),8.05,03/2025,1817.0,,1889,,,0.1,,,1817,,,
170,"Togetherwork Holdings, LLC",One stop,L + 6.25,(a),8.05,03/2025,1764.0,,1830,,,0.1,,,1764,,,
171,Diversified/Conglomerate Manufacturing - (continued),,,,,,,,,,,,,,,,,
172,"Togetherwork Holdings, LLC  *",One stop,L + 6.25,(a),8.05,03/2025,,1719,,,1788,,,0.1,,,1719.0,
173,"Togetherwork Holdings, LLC  #+!~",One stop,L + 6.25,(a),8.05,03/2025,1661.0,,1697,,,0.1,,,1661,,,
174,"Togetherwork Holdings, LLC  *+",One stop,L + 6.25,(a),8.05,03/2025,1600.0,,1664,,,0.1,,,1600,,,
175,"Togetherwork Holdings, LLC",One stop,L + 6.25,(a),8.05,03/2025,1493.0,,1548,,,0.1,,,1493,,,
176,"Togetherwork Holdings, LLC  *",One stop,L + 6.25,(a),8.05,03/2025,1222.0,,1243,,,0.1,,,1222,,,
177,"Togetherwork Holdings, LLC",One stop,L + 6.25,(a),8.05,03/2025,673.0,,699,,,0.0,,,673,,,
178,"Togetherwork Holdings, LLC",One stop,L + 6.25,(a),8.05,03/2025,65.0,,67,,,0.0,,,65,,,
179,"Togetherwork Holdings, LLC",One stop,L + 6.25,(a),7.95,03/2024,60.0,,58,,,0.0,,,60,,,
180,"Togetherwork Holdings, LLC  #!~",One stop,L + 6.25,(a),8.05,03/2025,60.0,,62,,,0.0,,,60,,,
181,Diversified/Conglomerate Service,,,,,,,,,,,,,,,,,
182,"3ES Innovation, Inc.  #+!~(8)(12)",One stop,L + 5.75,(c)(d),7.81,05/2025,13865.0,,14148,,,0.6,,,13865,,,
183,"3ES Innovation, Inc.  (5)(8)(12)",One stop,L + 5.75,,N/A  (6),05/2025,0.0,,(2,,,0.0,,,0,,,
184,"Accela, Inc.  *",One stop,L + 4.89,(a),5.04 cash/1.64 PIK,09/2023,4421.0,,4421,,,0.2,,,4421,,,
185,"Accela, Inc.",One stop,L + 7.00,,N/A  (6),09/2023,0.0,,0,,,0.0,,,0,,,
186,"Acquia, Inc.  #!~",One stop,L + 7.00,(c),8.91,10/2025,7118.0,,7048,,,0.3,,,7047,,,
187,"Acquia, Inc.  (5)",One stop,L + 7.00,,N/A  (6),10/2025,0.0,,(1,,,0.0,,,(1,,,
188,Agility Recovery Solutions Inc.  ^*,One stop,L + 6.00,(e),8.02,03/2023,22649.0,,22804,,,1.0,,,22649,,,
189,Agility Recovery Solutions Inc.  (5),One stop,L + 6.00,,N/A  (6),03/2023,0.0,,(4,,,0.0,,,0,,,
190,"Apptio, Inc.  #!~",One stop,L + 7.25,(a),8.96,01/2025,57009.0,,57846,,,2.6,,,57009,,,
191,"Apptio, Inc.  (5)",One stop,L + 7.25,,N/A  (6),01/2025,0.0,,(2,,,0.0,,,0,,,
192,Arch Global CCT Holdings Corp.  #+!~,Senior loan,L + 4.75,(a)(f),6.55,04/2026,3894.0,,3936,,,0.2,,,3894,,,
193,Arch Global CCT Holdings Corp.,Senior loan,L + 4.75,,N/A  (6),04/2025,0.0,,0,,,0.0,,,0,,,
194,Arch Global CCT Holdings Corp.,Senior loan,L + 4.75,,N/A  (6),04/2026,0.0,,0,,,0.0,,,0,,,
195,"Astute Holdings, Inc.",One stop,L + 6.00,(a),7.80,04/2025,10907.0,,11096,,,0.5,,,10907,,,
196,"Astute Holdings, Inc.",One stop,L + 6.00,(a),7.80,04/2025,86.0,,85,,,0.0,,,86,,,
197,"Astute Holdings, Inc.  (5)",One stop,L + 6.00,,N/A  (6),04/2025,0.0,,(2,,,0.0,,,0,,,
198,Aurora Lux Finco S.A.R.L.  (8)(13),One stop,L + 6.00,(c),7.93,12/2026,1000.0,,975,,,0.0,,,975,,,
199,"AutoQuotes, LLC",One stop,L + 5.75,(c),7.66,11/2024,9888.0,,10048,,,0.4,,,9888,,,
200,"AutoQuotes, LLC",One stop,L + 5.75,,N/A  (6),11/2024,0.0,,0,,,0.0,,,0,,,
201,Axiom Merger Sub Inc.  #!~,One stop,L + 5.25,(c),7.26,04/2026,5891.0,,5952,,,0.3,,,5891,,,
202,Axiom Merger Sub Inc.  #+!~(8)(9),One stop,E + 5.50,(g),5.50,04/2026,2428.0,,2453,,,0.1,,,2441,,,
203,Axiom Merger Sub Inc.  (5),One stop,L + 5.25,,N/A  (6),04/2026,0.0,,(1,,,0.0,,,0,,,
204,Axiom Merger Sub Inc.  (5),One stop,L + 5.25,,N/A  (6),04/2026,0.0,,(3,,,0.0,,,0,,,
205,"Bazaarvoice, Inc.  *#+!~",One stop,L + 5.75,(a),7.55,02/2024,48492.0,,49402,,,2.2,,,48492,,,
206,"Bazaarvoice, Inc.  (5)",One stop,L + 0.00,,N/A  (6),02/2024,0.0,,(3,,,0.0,,,0,,,
207,"Bearcat Buyer, Inc.  #+!~",Senior loan,L + 4.25,(c),6.19,07/2026,2950.0,,2975,,,0.1,,,2950,,,
208,"Bearcat Buyer, Inc.  #!~",Senior loan,L + 4.25,(c),6.19,07/2026,312.0,,309,,,0.0,,,312,,,
209,"Bearcat Buyer, Inc.",Senior loan,L + 4.25,(c),6.19,07/2026,166.0,,167,,,0.0,,,166,,,
210,"Bearcat Buyer, Inc.",Senior loan,L + 4.25,,N/A  (6),07/2024,0.0,,0,,,0.0,,,0,,,
211,"Bullhorn, Inc.  #+!~(14)",One stop,L + 5.50,(c),7.44,10/2025,67812.0,,66836,,,3.0,,,67812,,,
212,"Bullhorn, Inc.  (8)(9)(14)",One stop,L + 6.00,(i),6.79,10/2025,12099.0,,11926,,,0.6,,,13039,,,
213,"Bullhorn, Inc.  (8)(9)(14)",One stop,E + 5.75,(c),5.75,10/2025,4859.0,,4789,,,0.2,,,4983,,,
214,"Bullhorn, Inc.",One stop,L + 7.46,(c),7.46,10/2025,78.0,,73,,,0.0,,,78,,,
215,Diversified/Conglomerate Service - (continued),,,,,,,,,,,,,,,,,
216,"Bullhorn, Inc.  (5)",One stop,L + 5.50,,N/A  (6),10/2025,,0,,,(3,,,0.0,,,0.0,
217,"Calabrio, Inc.  #!~",One stop,L + 6.50,(c),8.44,06/2025,9880.0,,10050,,,0.4,,,9880,,,
218,"Calabrio, Inc.",One stop,L + 6.50,(a),8.28,06/2025,120.0,,120,,,0.0,,,120,,,
219,"Caliper Software, Inc.  #!~",One stop,L + 6.00,(c),7.94,11/2025,26071.0,,26609,,,1.2,,,26071,,,
220,"Caliper Software, Inc.",One stop,L + 6.00,(c),7.95,11/2023,318.0,,320,,,0.0,,,318,,,
221,Centrify Corporation  *,One stop,L + 6.25,(c),8.20,08/2024,23315.0,,23361,,,1.0,,,22616,,,
222,Centrify Corporation,One stop,P + 5.25,(f),10.00,08/2024,300.0,,300,,,0.0,,,292,,,
223,"Clearwater Analytics, LLC  ^*",One stop,L + 5.50,(d),7.70,09/2022,16458.0,,16453,,,0.7,,,16458,,,
224,"Clearwater Analytics, LLC  +",One stop,L + 5.50,(c),7.72,09/2022,6086.0,,6126,,,0.3,,,6086,,,
225,"Clearwater Analytics, LLC  +",One stop,L + 5.50,(a),7.20,09/2022,998.0,,978,,,0.1,,,998,,,
