,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
36,"ICC-Nexergy,  Inc^",One stop,L + 5.50,,6.50,,,04/2020,,,8569,,,8516,,,1.0,,,8569
37,Onicon  Incorporated  (4),One stop,L + 6.00,,(5),,,04/2020,,,0,,,(6,,,0,,,0
38,Onicon  Incorporated*,One stop,L + 6.00,,7.00,,,04/2020,,,9227,,,9158,,,1.1,,,9227
39,"Plex  Systems, Inc.  (4)",One stop,L + 7.50,,(5),,,06/2018,,,0,,,(26,,,0,,,0
40,"Plex  Systems, Inc.*^",One stop,L + 7.50,,8.75,,,06/2018,,,18797,,,18436,,,2.3,,,18797
41,"Sunless  Merger Sub, Inc.",Senior loan,P + 4.00,,7.50,,,07/2016,,,165,,,165,,,0,,,147
42,"Sunless  Merger Sub, Inc.*",Senior loan,L + 5.25,,6.50,,,07/2016,,,1563,,,1561,,,0.2,,,1250
43,Diversified  Conglomerate Service,,,,,,,,,,,,,,,,,,,
44,"Accellos,  Inc.  (4)",One stop,L + 5.75,,(5),,,07/2020,,,0,,,(16,,,0,,,0
45,"Accellos,  Inc.*^",One stop,L + 5.75,,6.75,,,07/2020,,,32040,,,31740,,,3.9,,,32040
46,"Actiance,  Inc.",One stop,L + 9.00,,(5),,,04/2018,,,0,,,0,,,0,,,0
47,"Actiance,  Inc.*^",One stop,L + 9.00,,10.00,,,04/2018,,,2502,,,2419,,,0.3,,,2502
48,Agility  Recovery Solutions Inc.  (4),One stop,L + 6.50,,(5),,,03/2020,,,0,,,(6,,,0,,,0
49,Agility  Recovery Solutions Inc.*^,One stop,L + 6.50,,7.50,,,03/2020,,,10325,,,10239,,,1.3,,,10325
50,Bomgar  Corporation  (4),One stop,L + 6.00,,(5),,,09/2020,,,0,,,(19,,,0,,,0
51,Bomgar  Corporation*,One stop,L + 6.00,,7.00,,,09/2020,,,29564,,,29110,,,3.6,,,29564
52,"Daxko,  LLC  (4)",One stop,L + 5.75,,(5),,,03/2020,,,0,,,(24,,,0,,,(16
53,"Daxko,  LLC*^",One stop,L + 5.75,,6.75,,,03/2020,,,29015,,,28684,,,3.5,,,28809
54,"DTI Holdco,  Inc.",Senior loan,L + 5.00,,6.00,,,08/2020,,,7874,,,7804,,,0.9,,,7637
55,"HealthcareSource  HR, Inc.  (4)",One stop,L + 6.75,,(5),,,05/2020,,,0,,,(2,,,0,,,0
56,"HealthcareSource  HR, Inc.",One stop,L + 6.75,,7.75,,,05/2020,,,17859,,,17485,,,2.2,,,17859
57,"Host Analytics, Inc.  (4)",One stop,No Value,,(5),,,02/2020,,,0,,,(5,,,0,,,0
58,"Host Analytics, Inc.",One stop,No Value,,8.50  cash/2.25 PIK,,02/2020,,,2977.0,,,2934,,,0.4,,,2977.0,
59,"Integration Appliance,  Inc.",One stop,L + 8.25,,9.50,,,09/2018,,,899,,,891,,,0.1,,,899
60,"Integration Appliance,  Inc.*",One stop,L + 8.25,,9.50,,,09/2020,,,719,,,709,,,0.1,,,719
61,"Integration Appliance,  Inc.",One stop,L + 8.25,,9.50,,,06/2019,,,7914,,,7776,,,1.0,,,7914
62,"Integration Appliance,  Inc.",One stop,L + 8.25,,9.50,,,09/2018,,,5396,,,5322,,,0.7,,,5396
63,"Jensen Hughes, Inc.  (4)",Senior loan,L + 5.00,,(5),,,12/2021,,,0,,,(3,,,0,,,(3
64,"Jensen Hughes, Inc.^",Senior loan,L + 5.00,,6.00,,,12/2021,,,2360,,,2336,,,0.3,,,2336
65,Mediaocean LLC,Senior loan,L + 4.75,,5.75,,,08/2022,,,168,,,165,,,0,,,168
66,"NetSmart Technologies,  Inc.",One stop,L + 5.25,,6.25,,,02/2019,,,736,,,719,,,0.1,,,736
67,"NetSmart Technologies,  Inc.*^",One stop,L + 5.25,,6.25,,,02/2019,,,14779,,,14662,,,1.8,,,14779
68,"Saldon Holdings, Inc.",Senior loan,L + 4.50,,(5),,,09/2021,,,0,,,0,,,0,,,0
69,"Saldon Holdings, Inc.",Senior loan,L + 5.00,,6.00,,,09/2021,,,2928,,,2900,,,0.4,,,2928
70,"Secure-24, LLC  (4)",One stop,L + 6.00,,(5),,,08/2017,,,0,,,(3,,,0,,,0
71,"Secure-24, LLC*",One stop,L + 6.00,,7.25,,,08/2017,,,10002,,,9901,,,1.2,,,10002
72,"Secure-24, LLC^",One stop,L + 6.00,,7.25,,,08/2017,,,1463,,,1452,,,0.2,,,1463
73,"Severin Acquisition, LLC^",Senior loan,L + 5.00,,6.00,,,07/2021,,,800,,,793,,,0.1,,,813
74,"Source Medical Solutions,  Inc.",Second lien,L + 8.00,,9.00,,,03/2018,,,9294,,,9200,,,1.1,,,9108
75,"Steelwedge Software, Inc.",One stop,P + 8.75,,(5),,,09/2020,,,0,,,0,,,0,,,0
76,"Steelwedge Software, Inc.^",One stop,P + 8.75,,10.25 cash/2.00 PIK,,09/2020,,,2164.0,,,2071,,,0.3,,,2164.0,
77,"TA MHI Buyer, Inc.",One stop,L + 6.50,,(5),,,09/2021,,,0,,,0,,,0,,,0
78,"TA MHI Buyer, Inc.^",One stop,L + 6.50,,7.50,,,09/2021,,,8295,,,8225,,,1.0,,,8295
79,"Trintech, Inc.  (4)",One stop,L + 5.75,,(5),,,10/2021,,,0,,,(1,,,0,,,0
80,"Trintech, Inc.*",One stop,L + 5.75,,6.75,,,10/2021,,,7355,,,7266,,,0.9,,,7281
81,"Vendavo, Inc.  (4)",One stop,L + 8.50,,(5),,,10/2019,,,0,,,(12,,,0,,,0
82,"Vendavo, Inc.",One stop,L + 8.50,,9.50,,,10/2019,,,15501,,,15237,,,1.9,,,15501
83,Vendor Credentialing Service  LLC  (4),One stop,L + 5.00,,(5),,,11/2021,,,0,,,(1,,,0,,,0
84,Vendor Credentialing Service  LLC,One stop,L + 5.00,,6.00,,,11/2021,,,5246,,,5117,,,0.6,,,5193
85,"Vitalyst, LLC",Senior loan,P + 4.25,,7.75,,,09/2017,,,66,,,65,,,0,,,60
86,"Vitalyst,  LLC",Senior loan,L + 5.25,,6.50,,,09/2017,,,1502,,,1494,,,0.2,,,1472
87,Electronics,,,,,,,,,,,,,,,,,,,
88,"Appriss Holdings, Inc.",Senior loan,L + 4.75,,5.75,,,11/2020,,,902,,,867,,,0.1,,,902
89,"Appriss Holdings, Inc.*",Senior loan,L + 4.75,,5.75,,,11/2020,,,20894,,,20634,,,2.6,,,20894
90,"Compusearch Software Holdings,  Inc.^",Senior loan,L + 4.50,,5.50,,,05/2021,,,1318,,,1315,,,0.2,,,1318
91,"ECI Acquisition Holdings,  Inc.",One stop,L + 6.25,,7.25,,,03/2019,,,1410,,,1353,,,0.2,,,1410
92,"ECI Acquisition Holdings,  Inc.  (4)",One stop,L + 6.25,,(5),,,03/2019,,,0,,,(12,,,0,,,0
93,"ECI Acquisition Holdings,  Inc.*^",One stop,L + 6.25,,7.25,,,03/2019,,,21779,,,21516,,,2.7,,,21779
94,"Gamma Technologies, LLC  (4)",One stop,L + 5.50,,(5),,,06/2021,,,0,,,(1,,,0,,,0
95,"Gamma Technologies, LLC^",One stop,L + 5.50,,6.50,,,06/2021,,,18138,,,17972,,,2.2,,,18138
96,Park Place Technologies  LLC  (4),One stop,L + 5.25,,(5),,,06/2022,,,0,,,(2,,,0,,,(2
97,Park Place Technologies  LLC*,One stop,L + 5.25,,6.25,,,06/2022,,,12560,,,12373,,,1.5,,,12434
98,"Sloan Company, Inc., The",One stop,L + 6.25,,7.25,,,04/2020,,,31,,,30,,,0,,,27
99,"Sloan Company, Inc., The",One stop,L + 6.25,,7.25,,,04/2020,,,7570,,,7489,,,0.9,,,6965
100,Sovos Compliance  (4),One stop,L + 6.50,,(5),,,04/2022,,,0,,,(5,,,0,,,0
101,Sovos Compliance*^,One stop,L + 6.50,,7.50,,,04/2022,,,19850,,,19572,,,2.4,,,19850
102,Sparta Holding Corporation  (4),One stop,L + 5.50,,(5),,,07/2020,,,0,,,(29,,,0,,,0
103,Sparta Holding Corporation*^,One stop,L + 5.50,,6.50,,,07/2020,,,23066,,,22847,,,2.8,,,23066
104,Syncsort Incorporated  (4),One stop,L + 5.50,,(5),,,11/2021,,,0,,,(2,,,0,,,(1
105,Syncsort Incorporated*^,One stop,L + 5.50,,6.50,,,11/2021,,,16735,,,16407,,,2.0,,,16567
106,"Systems Maintenance Services  Holding, Inc.^",Senior loan,L + 4.00,,5.00,,,10/2019,,,2617,,,2608,,,0.3,,,2617
107,"Watchfire  Enterprises, Inc.",Second lien,L + 8.00,,9.00,,,10/2021,,,9435,,,9251,,,1.2,,,9435
108,Grocery,,,,,,,,,,,,,,,,,,,
109,"MyWebGrocer, Inc.  (4)",One stop,L + 8.75,,(5),,,05/2018,,,0,,,(10,,,0,,,(79
110,"MyWebGrocer, Inc.^",One stop,L + 8.75,,10.00,,,05/2018,,,14271,,,14130,,,1.7,,,13557
111,"Teasdale  Quality Foods, Inc.",Senior loan,L + 4.75,,5.75,,,10/2020,,,557,,,552,,,0.1,,,557
112,"Healthcare,  Education and Childcare",,,,,,,,,,,,,,,,,,,
113,"Active Day, Inc.  (4)",One stop,L + 6.00,,(5),,,12/2021,,,0,,,(42,,,0,,,(24
114,"Active Day,  Inc.  (4)",One stop,L + 6.00,,N/A  (5),,,12/2021,,,0,,,(2,,,0,,,(1
115,"Active Day, Inc.",One stop,L + 6.00,,7.00,,,12/2021,,,13640,,,13269,,,1.7,,,13504
116,"Agilitas USA, Inc.^",Senior loan,L + 4.00,,5.00,,,10/2020,,,2124,,,2108,,,0.3,,,2124
117,"Argon Medical Devices,  Inc.",Senior loan,L + 4.75,,5.75,,,12/2021,,,4000,,,3960,,,0.5,,,3960
118,"Avalign Technologies,  Inc.^",Senior loan,L + 4.50,,5.50,,,07/2021,,,1136,,,1131,,,0.1,,,1125
119,"Avatar International,  LLC  (6)",One stop,L + 7.89,,6.19  cash/2.95 PIK,,09/2016,,,1648.0,,,1644,,,0.1,,,1004.0,
120,"Avatar International,  LLC",One stop,L + 7.89,,6.19  cash/2.95 PIK,,09/2016,,,658.0,,,657,,,0.1,,,658.0,
121,"Avatar International,  LLC  (6)",One stop,L + 7.89,,6.19  cash/2.95 PIK,,09/2016,,,7641.0,,,7615,,,0.6,,,4654.0,
122,"California Cryobank, LLC^",One stop,L + 5.50,,6.50,,,08/2019,,,1550,,,1539,,,0.2,,,1550
123,"California Cryobank, LLC",One stop,L + 5.50,,6.50,,,08/2019,,,43,,,42,,,0,,,43
124,"California Cryobank, LLC",One stop,P + 4.25,,7.75,,,08/2019,,,22,,,20,,,0,,,22
125,Certara L.P.  (4),One stop,L + 6.25,,(5),,,12/2018,,,0,,,(13,,,0,,,0
126,Certara L.P.*^,One stop,L + 6.25,,7.25,,,12/2018,,,30770,,,30502,,,3.8,,,30770
127,"CLP Healthcare Services,  Inc.^",Senior loan,L + 4.75,,5.75,,,12/2020,,,8743,,,8659,,,1.1,,,8699
128,"CPI Buyer, LLC (Cole-Parmer)*^",Senior loan,L + 4.50,,5.50,,,08/2021,,,7920,,,7666,,,0.9,,,7612
129,Curo Health Services LLC,Senior loan,L + 5.50,,6.50,,,02/2022,,,1985,,,1968,,,0.2,,,1969
130,"DCA Investment Holding,  LLC",One stop,P + 4.25,,7.75,,,07/2021,,,3,,,1,,,0,,,3
131,"DCA Investment Holding,  LLC*",One stop,L + 5.25,,6.25,,,07/2021,,,14299,,,13970,,,1.8,,,14299
132,Deca Dental Management  LLC  (4),One stop,L + 6.25,,(5),,,07/2020,,,0,,,(10,,,0,,,0
133,Deca Dental Management  LLC,One stop,L + 6.25,,7.25,,,07/2020,,,20,,,19,,,0,,,20
134,Deca Dental Management  LLC*^,One stop,L + 6.25,,7.25,,,07/2020,,,4178,,,4120,,,0.5,,,4178
135,Delta Educational Systems*,Senior loan,P + 4.75,,8.25,,,12/2016,,,1528,,,1519,,,0.2,,,1299
136,Delta Educational Systems  (4),Senior loan,L + 6.00,,(5),,,12/2016,,,0,,,0,,,0,,,(7
137,Dental Holdings Corporation,One stop,L + 5.50,,6.50,,,02/2020,,,484,,,469,,,0.1,,,484
138,Dental Holdings Corporation,One stop,P + 4.25,,7.75,,,02/2020,,,242,,,231,,,0,,,242
139,Dental Holdings Corporation,One stop,L + 5.50,,6.50,,,02/2020,,,7657,,,7511,,,0.9,,,7657
140,"Encore GC Acquisition,  LLC  (4)",Senior loan,L + 4.50,,(5),,,01/2020,,,0,,,(8,,,0,,,0
141,"Encore GC Acquisition,  LLC*",Senior loan,L + 4.50,,5.50,,,01/2020,,,3475,,,3433,,,0.4,,,3475
142,"G & H Wire Company,  Inc.",One stop,P + 4.50,,8.00,,,12/2017,,,321,,,317,,,0,,,321
143,"G & H Wire Company,  Inc.*^",One stop,L + 5.75,,6.75,,,12/2017,,,13258,,,13177,,,1.6,,,13258
144,GSDM Holdings Corp.,Senior loan,L + 4.25,,5.25,,,06/2019,,,868,,,865,,,0.1,,,868
145,"Joerns Healthcare, LLC*",One stop,L + 5.00,,6.00,,,05/2020,,,3309,,,3280,,,0.4,,,3287
146,"Katena Holdings, Inc.  (4)",One stop,L + 6.25,,(5),,,06/2021,,,0,,,(8,,,0,,,0
147,"Katena Holdings, Inc.  (4)",One stop,L + 6.25,,(5),,,06/2021,,,0,,,(1,,,0,,,0
148,"Katena Holdings, Inc.^",One stop,L + 6.25,,7.25,,,06/2021,,,8121,,,8047,,,1.0,,,8121
149,"Maverick Healthcare Group,  LLC*",Senior loan,L + 9.50,,9.25  cash/2.00 PIK,,12/2016,,,1927.0,,,1911,,,0.2,,,1927.0,
150,"Pentec Acquisition Sub,  Inc.  (4)",Senior loan,L + 5.00,,(5),,,05/2017,,,0,,,(1,,,0,,,0
151,"Pentec Acquisition Sub,  Inc.*",Senior loan,L + 5.00,,6.25,,,05/2018,,,1549,,,1537,,,0.2,,,1549
152,Premise Health Holding  Corp.  (4),One stop,L + 4.50,,(5),,,06/2020,,,0,,,(19,,,0,,,0
153,Premise Health Holding  Corp.,One stop,L + 4.50,,5.50,,,06/2020,,,15000,,,14902,,,1.8,,,15000
154,"Radiology Partners, Inc.  (4)",One stop,L + 5.00,,(5),,,09/2020,,,0,,,(36,,,0,,,0
155,"Radiology Partners, Inc.  (4)",One stop,L + 5.00,,(5),,,09/2020,,,0,,,(6,,,0,,,0
156,"Radiology Partners, Inc.*^",One stop,L + 5.00,,6.00,,,09/2020,,,16994,,,16781,,,2.1,,,16994
157,"Reliant Pro ReHab, LLC",Senior loan,P + 4.00,,7.38,,,06/2017,,,197,,,192,,,0,,,197
158,"Reliant Pro ReHab, LLC*",Senior loan,L + 5.00,,6.00,,,06/2017,,,3205,,,3188,,,0.4,,,3205
159,RXH Buyer Corporation  (4),One stop,L + 5.75,,(5),,,09/2021,,,0,,,(53,,,0,,,0
160,RXH Buyer Corporation,One stop,P + 4.75,,8.25,,,09/2021,,,10,,,6,,,0,,,10
161,RXH Buyer Corporation*^,One stop,L + 5.75,,6.75,,,09/2021,,,17568,,,17235,,,2.2,,,17568
162,Southern Anesthesia and  Surgical,One stop,L + 5.50,,6.50,,,11/2017,,,2735,,,2712,,,0.3,,,2735
163,Southern Anesthesia and  Surgical  (4),One stop,L + 5.50,,(5),,,11/2017,,,0,,,(6,,,0,,,0
164,Southern Anesthesia and  Surgical,One stop,L + 5.50,,6.50,,,11/2017,,,5624,,,5564,,,0.7,,,5624
165,"Surgical Information Systems,  LLC^",Senior loan,L + 3.00,,4.01,,,09/2018,,,1906,,,1903,,,0.2,,,1906
166,"U.S. Anesthesia Partners,  Inc.",One stop,L + 5.00,,6.00,,,12/2019,,,5927,,,5905,,,0.7,,,5927
167,"WIL Research Company,  Inc.*",Senior loan,L + 4.50,,5.75,,,02/2018,,,754,,,750,,,0.1,,,754
168,"Young Innovations, Inc.  (4)",Senior loan,L + 3.25,,(5),,,01/2018,,,0,,,0,,,0,,,(2
169,"Young  Innovations, Inc.*",Senior loan,L + 4.25,,5.25,,,01/2019,,,1755,,,1745,,,0.2,,,1755
170,"Home  and Office Furnishings, Housewares, and Durable Consumer",,,,,,,,,,,,,,,,,,,
171,1A Smart Start LLC*,Senior loan,L + 4.75,,5.75,,,02/2022,,,2132,,,2112,,,0.2,,,2126
172,"Floor & Decor Outlets  of America, Inc.*^",One stop,L + 6.50,,7.75,,,05/2019,,,11101,,,11024,,,1.4,,,11101
173,"Plano Molding Company,  LLC*",One stop,L + 6.00,,7.00,,,05/2021,,,18070,,,17908,,,2.2,,,18070
174,Insurance,,,,,,,,,,,,,,,,,,,
175,"Captive Resources Midco,  LLC  (4)",One stop,L + 5.75,,(5),,,06/2020,,,0,,,(21,,,0,,,0
176,"Captive Resources Midco,  LLC  (4)",One stop,L + 5.75,,(5),,,06/2020,,,0,,,(19,,,0,,,0
177,"Captive Resources Midco,  LLC*^",One stop,L + 5.75,,6.75,,,06/2020,,,26328,,,26027,,,3.2,,,26328
178,"Higginbotham Insurance  Agency, Inc.*",Senior loan,L + 5.25,,6.25,,,11/2021,,,1311,,,1298,,,0.2,,,1304
179,"Internet Pipeline, Inc.  (4)",One stop,L + 7.25,,(5),,,08/2021,,,0,,,(1,,,0,,,0
180,"Internet Pipeline, Inc.",One stop,L + 7.25,,8.25,,,08/2022,,,4948,,,4819,,,0.6,,,4948
181,"RSC Acquisition, Inc.  (4)",Senior loan,L + 5.25,,(5),,,11/2022,,,0,,,(11,,,0,,,(5
182,"RSC Acquisition, Inc.  (4)",Senior loan,L + 4.75,,(5),,,11/2020,,,0,,,(1,,,0,,,0
183,"RSC  Acquisition, Inc.",Senior loan,L + 5.25,,6.25,,,11/2022,,,3453,,,3376,,,0.4,,,3418
184,Investment  Funds and Vehicles,,,,,,,,,,,,,,,,,,,
185,Senior  Loan Fund LLC  (3)(8),Subordinated debt,L + 8.00,,8.19,,,05/2020,,,82730,,,82730,,,10.1,,,82730
186,"Leisure,  Amusement, Motion Pictures and Entertainment",,,,,,,,,,,,,,,,,,,
187,"Competitor Group, Inc.",One stop,L + 7.75,,9.00,,,11/2018,,,1177,,,1170,,,0.1,,,806
188,"Competitor Group, Inc.*",One stop,L + 9.25,,9.00  cash/1.50 PIK,,11/2018,,,12378.0,,,12276,,,1.1,,,9284.0,
189,"Self Esteem Brands, LLC  (4)",Senior loan,L + 4.00,,(5),,,02/2020,,,0,,,(4,,,0,,,0
190,"Self Esteem Brands, LLC^",Senior loan,L + 4.00,,5.00,,,02/2020,,,3669,,,3654,,,0.4,,,3669
191,"Teaching Company, The  (4)",One stop,L + 6.25,,(5),,,08/2020,,,0,,,(1,,,0,,,0
192,"Teaching Company, The",One stop,L + 6.25,,7.25,,,08/2020,,,19069,,,18803,,,2.3,,,19069
193,"Titan Fitness, LLC  (4)",One stop,L + 6.50,,(5),,,09/2019,,,0,,,(16,,,0,,,0
194,"Titan Fitness, LLC  (4)",One stop,L + 6.50,,(5),,,09/2019,,,0,,,(45,,,0,,,0
195,"Titan Fitness, LLC  (4)",One stop,L + 6.50,,(5),,,09/2019,,,0,,,(16,,,0,,,0
196,"Titan  Fitness, LLC*",One stop,L + 6.50,,7.75,,,09/2019,,,13292,,,13099,,,1.6,,,13292
197,"Mining,  Steel, Iron and Non-Precious Metals",,,,,,,,,,,,,,,,,,,
198,"Benetech, Inc.",One stop,P + 7.75,,11.25,,,10/2017,,,303,,,298,,,0,,,192
199,"Benetech,  Inc.*",One stop,L + 9.00,,10.25,,,10/2017,,,4628,,,4606,,,0.5,,,4165
200,Oil  and Gas,,,,,,,,,,,,,,,,,,,
201,"Drilling Info, Inc.  (4)(7)",One stop,L + 5.00,,(5),,,06/2018,,,0,,,(1,,,0,,,0
202,"Drilling Info, Inc.  (7)",One stop,L + 5.00,,6.00,,,06/2018,,,346,,,344,,,0,,,346
203,"Drilling Info, Inc.^",One stop,L + 5.00,,6.00,,,06/2018,,,893,,,886,,,0.1,,,893
204,"Drilling  Info, Inc.  (4)(7)",One stop,L + 5.00,,(5),,,06/2018,,,0,,,(8,,,0,,,0
205,Personal  and Non-Durable Consumer Products,,,,,,,,,,,,,,,,,,,
206,"C.B. Fleet Company, Incorporated  (4)",Senior loan,L + 4.75,,(5),,,12/2021,,,0,,,(6,,,0,,,(6
207,"C.B. Fleet Company, Incorporated",Senior loan,L + 4.75,,(5),,,12/2021,,,0,,,0,,,0,,,0
208,"C.B. Fleet Company, Incorporated*",Senior loan,L + 4.75,,5.75,,,12/2021,,,1360,,,1347,,,0.2,,,1347
209,"Georgica Pine Clothiers,  LLC",One stop,L + 5.50,,6.50,,,11/2021,,,6,,,5,,,0,,,5
210,"Georgica Pine Clothiers,  LLC",One stop,L + 5.50,,6.50,,,11/2021,,,5765,,,5652,,,0.7,,,5707
211,The Hygenic Corporation  (4),Senior loan,L + 5.00,,(5),,,10/2019,,,0,,,(4,,,0,,,0
212,The Hygenic Corporation*,Senior loan,L + 5.00,,6.00,,,10/2020,,,3267,,,3226,,,0.4,,,3267
213,"Massage Envy, LLC  (4)",One stop,L + 7.25,,(5),,,09/2018,,,0,,,(8,,,0,,,0
214,"Massage Envy, LLC*",One stop,L + 7.25,,8.50,,,09/2018,,,15570,,,15392,,,1.9,,,15570
215,"Orthotics Holdings, Inc  (3)(4)",One stop,L + 5.00,,(5),,,02/2020,,,0,,,(1,,,0,,,(4
216,"Orthotics Holdings, Inc*  (3)",One stop,L + 5.00,,6.00,,,02/2020,,,1384,,,1370,,,0.2,,,1342
217,"Orthotics Holdings, Inc  (4)",One stop,L + 5.00,,(5),,,02/2020,,,0,,,(14,,,0,,,(42
218,"Orthotics Holdings, Inc  (4)",One stop,L + 5.00,,(5),,,02/2020,,,0,,,(13,,,0,,,(38
219,"Orthotics Holdings, Inc*",One stop,L + 5.00,,6.00,,,02/2020,,,8439,,,8351,,,1.0,,,8186
220,Team Technologies Acquisition  Company  (4),Senior loan,L + 5.00,,(5),,,12/2017,,,0,,,(2,,,0,,,0
221,Team Technologies Acquisition  Company^,Senior loan,L + 5.00,,6.25,,,12/2017,,,4770,,,4745,,,0.6,,,4763
222,Team  Technologies Acquisition Company,Senior loan,L + 5.50,,6.75,,,12/2017,,,879,,,870,,,0.1,,,885
223,"Personal,  Food and Miscellaneous Services",,,,,,,,,,,,,,,,,,,
224,"Community Veterinary Partners,  LLC",One stop,L + 5.50,,(5),,,10/2021,,,0,,,0,,,0,,,0
225,"Community Veterinary Partners,  LLC",One stop,L + 5.50,,(5),,,10/2021,,,0,,,0,,,0,,,0
226,"Community Veterinary Partners,  LLC*",One stop,L + 5.50,,6.50,,,10/2021,,,2485,,,2461,,,0.3,,,2460
227,Focus Brands  Inc.*^,Second lien,L + 9.00,,10.25,,,08/2018,,,11195,,,11127,,,1.4,,,11195
228,"Ignite Restaurant Group,  Inc (Joe's Crab Shack)^",One stop,L + 7.00,,8.00,,,02/2019,,,4787,,,4735,,,0.6,,,4787
229,PetVet Care Centers LLC,Senior loan,L + 4.50,,5.50,,,12/2020,,,1228,,,1209,,,0.2,,,1228
230,PetVet Care Centers LLC,Senior loan,L + 4.50,,5.50,,,12/2019,,,205,,,195,,,0,,,205
231,PetVet Care Centers LLC^,Senior loan,L + 4.50,,5.50,,,12/2020,,,5881,,,5790,,,0.7,,,5881
232,Vetcor Merger Sub LLC,One stop,L + 6.00,,7.00,,,04/2021,,,973,,,965,,,0.1,,,973
233,Vetcor Merger Sub LLC  (4),One stop,L + 6.00,,(5),,,04/2021,,,0,,,(5,,,0,,,0
234,Vetcor Merger Sub LLC  (4),One stop,L + 6.00,,(5),,,04/2021,,,0,,,(4,,,0,,,0
