,0,1,2,3,4,5,6,7,8,9,10,11,12
82,Automobiles,"Spotless Brands, LLC+One stop",One stop,SF +6.5(m),11.34,07/2028,672,666,0.0,645,,,
83,Automobiles,"TWAS Holdings, LLC#+One stop",One stop,SF +6.25(l),11.16,12/2026,40256,39956,1.6,39450,,,
84,Automobiles,"TWAS Holdings, LLC*+One stop",One stop,SF +6.25(l),11.16,12/2026,30411,30168,1.2,29803,,,
85,Automobiles,"TWAS Holdings, LLC+One stop",One stop,SF +6.25(l),11.16,12/2026,7894,7833,0.3,7736,,,
86,Automobiles,"TWAS Holdings, LLC+One stop",One stop,SF +6.25(l),11.16,12/2026,606,602,0.0,594,,,
87,Automobiles,"TWAS Holdings, LLC+One stop",One stop,SF +6.25(l),11.16,12/2026,385,382,0.0,377,,,
88,Automobiles,"TWAS Holdings, LLC+(5)",One stop,SF +6.25,N/A(6),12/2026,0,(  3  ),0.0,(  7  ),,,
89,Beverages,Beverages,One stop,,,,,,,,,,
90,Beverages,"Fintech Midco, LLC*#",One stop,L +5.0(c),9.93,08/2024,23789,23898,1.0,23789,,,
91,Beverages,"Fintech Midco, LLC+One stop",One stop,L +5.0(c),9.93,08/2024,15107,15037,0.6,15107,,,
92,Beverages,"Fintech Midco, LLC#+One stop",One stop,L +5.0(c),9.93,08/2024,1102,1115,0.0,1102,,,
93,Beverages,"Fintech Midco, LLC+One stop",One stop,SF +5.0,N/A(6),08/2024,0,0,0.0,0,,,
94,Beverages,"Watermill Express, LLC+One stop",One stop,L +5.25(b),10.41,04/2027,2233,2218,0.1,2233,,,
95,Beverages,"Watermill Express, LLC+One stop",One stop,L +5.25(a),10.11,04/2027,4,4,0.0,4,,,
96,Beverages,"Watermill Express, LLC+One stop",One stop,L +5.25(b),10.41,04/2027,216,215,0.0,216,,,
97,Beverages,"Winebow Holdings, Inc.+One stop",One stop,L +6.25(a),11.09,07/2025,7760,7696,0.3,7760,,,
98,Building Products,Building Products,One stop,,,,,,,,,,
99,Building Products,"BECO Holding Company, Inc.#+One stop",One stop,L +5.25(b),10.41,11/2028,7499,7439,0.3,7349,,,
100,Building Products,"BECO Holding Company, Inc.+One stop",One stop,L +5.25(a),10.10,11/2027,27,24,0.0,18,,,
101,Building Products,"BECO Holding Company, Inc.+(5)",One stop,L +5.25,N/A(6),11/2028,0,(  16  ),0.0,(  39  ),,,
102,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,L +4.5(c)(d),9.44,03/2024,4085,4085,0.2,4085,,,
103,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,L +4.5(c)(d),9.44,03/2024,1382,1391,0.1,1382,,,
104,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,L +4.5(c)(d),9.44,03/2024,890,894,0.0,890,,,
105,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,L +4.5(c)(d),9.44,03/2024,840,836,0.0,840,,,
106,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,L +4.5(c)(d),9.44,03/2024,427,431,0.0,427,,,
107,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,L +4.5(c)(d),9.44,03/2024,272,273,0.0,272,,,
108,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,L +4.5(a)(b)(c)(d),9.56,03/2024,1110,1105,0.1,1110,,,
109,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,L +4.5(c)(d),9.44,03/2024,213,213,0.0,213,,,
110,Building Products,"Jensen Hughes, Inc.+Senior secured",One stop,L +4.5(c)(d),9.44,03/2024,114,114,0.0,114,,,
111,Chemicals,Chemicals,One stop,,,,,,,,,,
112,Chemicals,Inhance Technologies Holdings LLC#+One stop,One stop,L +5.25(b),10.00,07/2024,12379,12422,0.5,12132,,,
113,Chemicals,Inhance Technologies Holdings LLC#,One stop,L +5.25(b),10.00,07/2024,9863,9814,0.4,9665,,,
114,Chemicals,Inhance Technologies Holdings LLC+One stop,One stop,L +5.25(b),10.00,07/2024,1881,1878,0.0,1843,,,
115,Chemicals,Inhance Technologies Holdings LLC+One stop,One stop,L +5.25(b),10.36,07/2024,81,81,0.0,77,,,
116,Chemicals,PHM NL SP Bidco B.V.+(8)(9)(14),One stop,E +6.25(f),9.54,09/2028,34344,36181,1.3,31940,,,
117,Chemicals,PHM NL SP Bidco B.V.+(8)(14),One stop,L +6.25(c),11.46,09/2028,13766,13576,0.5,12802,,,
118,Chemicals,PHM NL SP Bidco B.V.+(8)(9)(14),One stop,SN +6.25(j),10.43,09/2028,7411,7916,0.3,6892,,,
119,Chemicals,PHM NL SP Bidco B.V.+(8)(9)(14),One stop,E +6.25(f),8.72,09/2028,3630,3715,0.1,3376,,,
120,Commercial Services & Supplies,Commercial Services & Supplies,One stop,,,,,,,,,,
121,Commercial Services & Supplies,"CI (Quercus) Intermediate Holdings, LLC*#+One stop",One stop,L +5.25(b),10.41,10/2028,17088,16899,0.7,16918,,,
122,Commercial Services & Supplies,"CI (Quercus) Intermediate Holdings, LLC+(5)",One stop,L +5.25,N/A(6),10/2028,0,(  2  ),0.0,(  2  ),,,
123,Commercial Services & Supplies,"CI (Quercus) Intermediate Holdings, LLC+(5)",One stop,L +5.25,N/A(6),10/2028,0,(  12  ),0.0,(  13  ),,,
124,Commercial Services & Supplies,Hydraulic Authority III Limited+(8)(9)(10),One stop,SN +5.0(j),9.21,11/2025,10627,10962,0.4,10627,,,
125,Commercial Services & Supplies,Hydraulic Authority III Limited+(8)(9)(10),One stop,E +5.0(e),8.02,11/2025,1164,1118,0.1,1164,,,
126,Commercial Services & Supplies,Hydraulic Authority III Limited+(8)(9)(10)(22),One stop,No Value,11.00,PIK,11/2028,266,277,0.0,266,,
127,Commercial Services & Supplies,Hydraulic Authority III Limited+(8)(9)(10),One stop,SN +5.0,N/A(6),11/2025,0,0,0.0,0,,,
128,Commercial Services & Supplies,"North Haven Stack Buyer, LLC*#",One stop,SF +5.5(m),10.33,07/2027,8722,8596,0.3,8548,,,
129,Commercial Services & Supplies,"North Haven Stack Buyer, LLC+One stop",One stop,SF +5.5(m),10.45,07/2027,973,953,0.1,917,,,
130,Commercial Services & Supplies,"North Haven Stack Buyer, LLC+One stop",One stop,SF +5.5(m),10.37,07/2027,63,62,0.0,60,,,
131,Commercial Services & Supplies,"North Haven Stack Buyer, LLC#",One stop,SF +5.5(m),10.33,07/2027,2938,2917,0.1,2879,,,
132,Commercial Services & Supplies,"North Haven Stack Buyer, LLC#",One stop,SF +5.5(m),10.33,07/2027,969,962,0.1,950,,,
133,Commercial Services & Supplies,"OVG Business Services, LLC+One stop",One stop,L +6.25(a),11.10,11/2028,1791,1758,0.1,1791,,,
134,Commercial Services & Supplies,"OVG Business Services, LLC+(5)",One stop,L +5.0,N/A(6),11/2026,0,0,0.0,(  1  ),,,
135,Commercial Services & Supplies,Profile Products LLC+One stop,One stop,L +5.5(a)(b),10.37,11/2027,6044,5941,0.2,5923,,,
136,Commercial Services & Supplies,Profile Products LLC+(8),One stop,L +5.5(b),10.37,11/2027,1282,1262,0.1,1256,,,
137,Commercial Services & Supplies,Profile Products LLC+One stop,One stop,SF +5.5(d)(l),11.24,11/2027,28,27,0.0,27,,,
138,Commercial Services & Supplies,Profile Products LLC+One stop,One stop,SF +5.5(m),10.51,11/2027,280,278,0.0,275,,,
139,Commercial Services & Supplies,Profile Products LLC+(5),One stop,L +5.5,N/A(6),11/2027,0,(  1  ),0.0,(  1  ),,,
140,Commercial Services & Supplies,"PT Intermediate Holdings III, LLC+One stop",One stop,SF +5.98(m),11.02,11/2028,29374,28937,1.1,28472,,,
141,Commercial Services & Supplies,"PT Intermediate Holdings III, LLC+One stop",One stop,SF +5.98(m),11.02,11/2028,20769,20592,0.8,20131,,,
142,Commercial Services & Supplies,"PT Intermediate Holdings III, LLC+One stop",One stop,SF +5.98(m),11.02,11/2028,9850,9736,0.4,9548,,,
143,Commercial Services & Supplies,"PT Intermediate Holdings III, LLC+One stop",One stop,SF +6.5(m),11.39,11/2028,2164,2132,0.1,2132,,,
144,Commercial Services & Supplies,"PT Intermediate Holdings III, LLC+(5)",One stop,SF +6.5,N/A(6),11/2028,0,(  9  ),0.0,(  8  ),,,
145,Commercial Services & Supplies,"Radwell Parent, LLC+One stop",One stop,SF +6.53(m),11.53,03/2029,18981,18717,0.7,18686,,,
146,Commercial Services & Supplies,"Radwell Parent, LLC+One stop",One stop,SF +6.75(l),11.56,03/2028,46,41,0.0,42,,,
147,Commercial Services & Supplies,"Radwell Parent, LLC+(5)",One stop,SF +6.53,N/A(6),03/2029,0,(  7  ),0.0,(  8  ),,,
148,Commercial Services & Supplies,"Radwell Parent, LLC#+One stop",One stop,SF +6.75(m),11.65,03/2029,24888,24180,1.0,24639,,,
149,Commercial Services & Supplies,Trinity Air Consultants Holdings Corporation+One stop,One stop,L +5.25(c),10.18,06/2027,2458,2423,0.1,2433,,,
150,Commercial Services & Supplies,Trinity Air Consultants Holdings Corporation+One stop,One stop,L +5.25(c),10.34,06/2027,33,32,0.0,32,,,
151,Commercial Services & Supplies,Trinity Air Consultants Holdings Corporation+One stop,One stop,L +5.25,N/A(6),06/2027,0,0,0.0,0,,,
152,Commercial Services & Supplies,WRE Holding Corp.*#,Senior secured,SF +5.0(m),9.60,01/2025,2217,2211,0.1,2217,,,
153,Commercial Services & Supplies,WRE Holding Corp.+Senior secured,Senior secured,SF +5.0(m),9.60,01/2025,916,913,0.0,916,,,
154,Commercial Services & Supplies,WRE Holding Corp.+Senior secured,Senior secured,SF +5.0(m),9.60,01/2025,672,670,0.0,672,,,
155,Commercial Services & Supplies,WRE Holding Corp.+Senior secured,Senior secured,SF +5.0(n),9.60,01/2025,397,396,0.0,397,,,
156,Commercial Services & Supplies,WRE Holding Corp.+Senior secured,Senior secured,SF +5.0(m),9.60,01/2025,128,128,0.0,128,,,
157,Commercial Services & Supplies,WRE Holding Corp.+Senior secured,Senior secured,SF +5.0(n),9.60,01/2025,23,23,0.0,23,,,
158,Commercial Services & Supplies,WRE Holding Corp.+Senior secured,Senior secured,SF +5.0(l),9.86,01/2025,6,6,0.0,6,,,
159,Commercial Services & Supplies,WRE Holding Corp.+Senior secured,Senior secured,SF +5.0(l)(m)(n),9.83,01/2025,88,87,0.0,88,,,
160,Communications Equipment,Communications Equipment,Senior secured,,,,,,,,,,
161,Communications Equipment,Lightning Finco Limited+(8)(10),One stop,L +5.5(b),10.45,09/2028,10349,10189,0.4,10246,,,
162,Communications Equipment,Lightning Finco Limited+(8)(9)(10),One stop,E +5.5(e),8.19,09/2028,1152,1242,0.1,1140,,,
163,Containers and Packaging,Containers and Packaging,One stop,,,,,,,,,,
164,Containers and Packaging,AmerCareRoyal LLC+(22),Senior secured,SF +7.25(l),11.41,cash/,0.75,PIK,11/2025,744,737,0.0,737
165,Containers and Packaging,AmerCareRoyal LLC+(22),Senior secured,SF +7.25(l),11.32,cash/,0.75,PIK,11/2025,160,159,0.0,159
166,Containers and Packaging,AmerCareRoyal LLC+(22),Senior secured,SF +7.25(l),11.42,cash/,0.75,PIK,11/2025,155,153,0.0,153
167,Containers and Packaging,AmerCareRoyal LLC+(8)(22),Senior secured,SF +7.25(l),11.41,cash/,0.75,PIK,11/2025,135,133,0.0,133
168,Containers and Packaging,Chase Intermediate#+One stop,Senior secured,L +5.25(c)(m)(n),10.22,10/2028,10346,10268,0.4,10243,,,
169,Containers and Packaging,Chase Intermediate+(5),One stop,SF +5.25,N/A(6),10/2028,0,(  3  ),0.0,(  4  ),,,
170,Containers and Packaging,Chase Intermediate+(5),One stop,SF +5.25,N/A(6),10/2028,0,(  6  ),0.0,(  7  ),,,
171,Containers and Packaging,"Fortis Solutions Group, LLC*#+One stop",One stop,L +5.5(a),10.34,10/2028,34578,34106,1.4,33886,,,
172,Containers and Packaging,"Fortis Solutions Group, LLC+One stop",One stop,L +5.5(a),10.34,10/2027,40,36,0.0,36,,,
173,Containers and Packaging,"Fortis Solutions Group, LLC+One stop",One stop,L +5.5(a),10.34,10/2028,99,10,0.0,97,,,
174,Containers and Packaging,"Fortis Solutions Group, LLC+(5)",One stop,L +5.5(a),10.34,10/2028,34,(  3  ),0.0,(  78  ),,,
175,Diversified Consumer Services,Diversified Consumer Services,One stop,,,,,,,,,,
176,Diversified Consumer Services,"Certus Pest, Inc.#",One stop,SF +7.5(m),12.55,02/2026,1581,1549,0.1,1565,,,
177,Diversified Consumer Services,"Certus Pest, Inc.#",One stop,SF +7.5(m),12.55,02/2026,1516,1471,0.1,1501,,,
178,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF +7.5(m),12.55,02/2026,1094,1089,0.1,1083,,,
179,Diversified Consumer Services,"Certus Pest, Inc.#",One stop,SF +7.5(m),12.55,02/2026,1080,1067,0.1,1069,,,
180,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF +7.5(m),12.55,02/2026,749,734,0.0,741,,,
181,Diversified Consumer Services,"Certus Pest, Inc.#",One stop,SF +7.5(m),12.55,02/2026,660,630,0.0,654,,,
182,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF +7.5(m),12.55,02/2026,644,637,0.0,637,,,
183,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF +7.5(m),12.55,02/2026,380,371,0.0,376,,,
184,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF +7.5(m),12.55,02/2026,238,225,0.0,236,,,
185,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF +7.5(m),12.55,02/2026,129,107,0.0,129,,,
186,Diversified Consumer Services,"Certus Pest, Inc.+One stop",One stop,SF +7.5(m),12.55,02/2026,54,50,0.0,54,,,
187,Diversified Consumer Services,"Certus Pest, Inc.+(5)",One stop,SF +7.5,N/A(6),02/2026,0,(  1  ),0.0,(  1  ),,,
188,Diversified Consumer Services,"CHHJ Midco, LLC#",Senior secured,L +5.0(a),9.84,01/2026,2709,2694,0.1,2709,,,
189,Diversified Consumer Services,"CHHJ Midco, LLC+Senior secured",Senior secured,L +5.0,N/A(6),01/2026,0,0,0.0,0,,,
190,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior secured",Senior secured,L +4.5(b),9.25,07/2027,1704,1692,0.1,1687,,,
191,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior secured",Senior secured,L +4.5(b),9.25,07/2027,1660,1642,0.1,1644,,,
192,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior secured",Senior secured,L +4.5(b),9.27,07/2027,1088,1078,0.1,1077,,,
193,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior secured",Senior secured,L +4.5(b),9.29,07/2027,769,761,0.0,761,,,
194,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior secured",Senior secured,L +4.5(b),9.25,07/2027,198,196,0.0,196,,,
195,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior secured",Senior secured,L +4.75(b),9.66,07/2027,119,117,0.0,119,,,
196,Diversified Consumer Services,"COP Hometown Acquisitions, Inc.+Senior secured",Senior secured,L +4.5,N/A(6),07/2027,0,0,0.0,0,,,
197,Diversified Consumer Services,"DP Flores Holdings, LLC#",One stop,SF +6.25(n),10.98,09/2028,2587,2545,0.1,2587,,,
198,Diversified Consumer Services,"DP Flores Holdings, LLC+(5)",One stop,SF +6.25,N/A(6),09/2028,0,(  2  ),0.0,0,,,
199,Diversified Consumer Services,"DP Flores Holdings, LLC+(5)",One stop,SF +6.25,N/A(6),09/2028,0,(  14  ),0.0,0,,,
200,Diversified Consumer Services,"EMS LINQ, LLC+One stop",One stop,L +6.25(a),11.09,12/2027,9591,9516,0.4,9400,,,
201,Diversified Consumer Services,"EMS LINQ, LLC+One stop",One stop,L +6.25(a),11.09,12/2027,38,37,0.0,35,,,
202,Diversified Consumer Services,EWC Growth Partners LLC+One stop,One stop,L +6.0(b),11.16,03/2026,925,917,0.1,916,,,
203,Diversified Consumer Services,EWC Growth Partners LLC+One stop,One stop,L +6.0,N/A(  6  ),03/2026,0,0,0.0,0,,,
204,Diversified Consumer Services,EWC Growth Partners LLC+One stop,One stop,L +6.0(b),11.16,03/2026,13,13,0.0,13,,,
205,Diversified Consumer Services,EWC Growth Partners LLC+One stop,One stop,L +6.0(b),11.16,03/2026,73,73,0.0,73,,,
206,Diversified Consumer Services,Excelligence Learning Corporation#+One stop,One stop,SF +6.0(m),11.09,01/2024,10240,10219,0.4,10240,,,
207,Diversified Consumer Services,"FPG Intermediate Holdco, LLC+One stop",One stop,SF +6.0(l),10.91,03/2027,9052,8933,0.3,8690,,,
208,Diversified Consumer Services,"FPG Intermediate Holdco, LLC+One stop",One stop,SF +6.0(l),10.91,03/2027,571,561,0.0,548,,,
209,Diversified Consumer Services,"FPG Intermediate Holdco, LLC+One stop",One stop,SF +6.0(d)(l),11.38,03/2027,62,61,0.0,59,,,
210,Diversified Consumer Services,"FPG Intermediate Holdco, LLC+(5)",One stop,SF +6.5,N/A(6),03/2027,0,(  12  ),0.0,0,,,
211,Diversified Consumer Services,FSS Buyer LLC+One stop,One stop,L +5.75(b),10.91,08/2028,5464,5379,0.2,5464,,,
212,Diversified Consumer Services,FSS Buyer LLC+(5),One stop,L +5.75,N/A(6),08/2027,0,(  1  ),0.0,0,,,
213,Diversified Consumer Services,"HS Spa Holdings, Inc.+One stop",One stop,SF +5.75(n),10.45,06/2029,7743,7607,0.3,7588,,,
