,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
64,"Beverage, Food and Tobacco - (continued)","Mid-America Pet Food, L.L.C.",One stop,L + 6.00,N/A  (6),12/2021,0.0,0,,,0.0,,,0,,,
65,"Beverage, Food and Tobacco - (continued)","NBC Intermediate, LLC  #+!~",Senior loan,L + 4.25(a)(c),6.40,09/2023,2365.0,2402,,,0.1,,,2365,,,
66,"Beverage, Food and Tobacco - (continued)","NBC Intermediate, LLC  *",Senior loan,L + 4.25(c),6.45,09/2023,2309.0,2346,,,0.1,,,2309,,,
67,"Beverage, Food and Tobacco - (continued)","NBC Intermediate, LLC  ^",Senior loan,L + 4.25(c),6.45,09/2023,2024.0,2010,,,0.1,,,2024,,,
68,"Beverage, Food and Tobacco - (continued)","NBC Intermediate, LLC",Senior loan,L + 4.25,N/A  (6),09/2023,0.0,0,,,0.0,,,0,,,
69,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC",One stop,L + 5.50(c),7.62,05/2021,16176.0,16457,,,0.7,,,16176,,,
70,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC",One stop,L + 5.50(c),7.60,05/2021,543.0,564,,,0.0,,,543,,,
71,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  ^",One stop,L + 5.50(c),7.60,05/2021,391.0,407,,,0.0,,,391,,,
72,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  #!~",One stop,L + 5.50(c),7.60,05/2021,296.0,307,,,0.0,,,296,,,
73,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  #!~",One stop,L + 5.50(c),7.60,05/2021,296.0,307,,,0.0,,,296,,,
74,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  *",One stop,L + 5.50(c),7.60,05/2021,295.0,307,,,0.0,,,295,,,
75,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC",One stop,L + 5.50(c),7.59,05/2021,253.0,257,,,0.0,,,253,,,
76,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC",One stop,No Value,7.00 PIK,05/2026,241.0,246,,,0.0,,,241,,,
77,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC",One stop,L + 5.50(c),7.60,05/2021,149.0,155,,,0.0,,,149,,,
78,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  ^",One stop,L + 5.50(c),7.60,05/2021,48.0,48,,,0.0,,,48,,,
79,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC",One stop,L + 5.50(a)(c),7.57,05/2021,40.0,41,,,0.0,,,40,,,
80,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  ^",One stop,L + 5.50(c),7.60,05/2021,30.0,30,,,0.0,,,30,,,
81,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  ^",One stop,L + 5.50(c),7.60,05/2021,30,,,30,,,0.0,,,30,
82,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  ^",One stop,L + 5.50(c),7.60,05/2021,28.0,28,,,0.0,,,28,,,
83,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  ^",One stop,L + 5.50(c),7.60,05/2021,22.0,22,,,0.0,,,22,,,
84,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  ^",One stop,L + 5.50(c),7.60,05/2021,22.0,22,,,0.0,,,22,,,
85,"Beverage, Food and Tobacco - (continued)","Purfoods, LLC  ^",One stop,L + 5.50(c),7.60,05/2021,20.0,20,,,0.0,,,20,,,
86,"Beverage, Food and Tobacco - (continued)","Rubio's Restaurants, Inc.  ^*",Senior loan,L + 7.00(c),9.1,10/2019,11349.0,11330,,,0.5,,,11349,,,
87,"Beverage, Food and Tobacco - (continued)","Rubio's Restaurants, Inc.",Senior loan,L + 7.00(a)(f),9.62,10/2019,90.0,91,,,0.0,,,90,,,
88,"Beverage, Food and Tobacco - (continued)",Wood Fired Holding Corp.  *,One stop,L + 5.75(c),8.06,12/2023,14180.0,14451,,,0.6,,,14180,,,
89,"Beverage, Food and Tobacco - (continued)",Wood Fired Holding Corp.,One stop,L + 5.75(c),7.85,12/2023,40.0,39,,,0.0,,,40,,,
90,"Beverage, Food and Tobacco - (continued)",Wood Fired Holding Corp.,One stop,L + 5.75,N/A  (6),12/2023,0.0,0,,,0.0,,,0,,,
91,Broadcasting and Entertainment,"TouchTunes Interactive Networks, Inc.  ^+Senior loan",One stop,L + 4.75(a),6.79,05/2021,2108.0,2136,,,0.1,,,2108,,,
92,Buildings and Real Estate,"Brooks Equipment Company, LLC  ^*",One stop,L + 5.00(c),7.12,08/2020,26730.0,26930,,,1.2,,,26730,,,
93,Buildings and Real Estate,"Brooks Equipment Company, LLC  *",One stop,L + 5.00(b)(c),7.13,08/2020,668.0,671,,,0.0,,,668,,,
94,Buildings and Real Estate,"Brooks Equipment Company, LLC  (5)",One stop,L + 5.00,N/A  (6),08/2020,0.0,(3,,,0.0,,,0,,,
95,Buildings and Real Estate,"Jensen Hughes, Inc.",Senior loan,L + 4.50(a)(f),6.55,03/2024,1015.0,1058,,,0.1,,,1015,,,
96,Buildings and Real Estate,"Jensen Hughes, Inc.  +Senior loan",Senior loan,L + 4.50(a)(f),6.55,03/2024,923.0,940,,,0.0,,,923,,,
97,Buildings and Real Estate,"Jensen Hughes, Inc.",Senior loan,L + 4.50(a)(f),6.55,03/2024,443.0,462,,,0.0,,,443,,,
98,Buildings and Real Estate,"Jensen Hughes, Inc.  +Senior loan",Senior loan,L + 4.50(a)(c),6.54,03/2024,283.0,287,,,0.0,,,283,,,
99,Buildings and Real Estate,MRI Software LLC  ^,One stop,L + 5.75(a),7.80,06/2023,41896.0,42320,,,1.9,,,41896,,,
100,Buildings and Real Estate,MRI Software LLC  ^*+One stop,One stop,L + 5.75(a),7.80,06/2023,30692.0,31364,,,1.4,,,30692,,,
101,Buildings and Real Estate,MRI Software LLC  #+!~,One stop,L + 5.75(a),7.80,06/2023,7601.0,7834,,,0.3,,,7601,,,
102,Buildings and Real Estate,MRI Software LLC,One stop,L + 5.75(a),7.80,06/2023,6561.0,6841,,,0.3,,,6561,,,
103,Buildings and Real Estate,MRI Software LLC,One stop,L + 5.75(a),7.80,06/2023,4604.0,4793,,,0.2,,,4604,,,
104,Buildings and Real Estate,MRI Software LLC  ^,One stop,L + 5.75(a),7.80,06/2023,3231.0,3369,,,0.1,,,3231,,,
105,Buildings and Real Estate,MRI Software LLC  #+!~,One stop,L + 5.75(a),7.80,06/2023,2068.0,2157,,,0.1,,,2068,,,
106,Buildings and Real Estate,MRI Software LLC,One stop,L + 5.75(a),7.80,06/2023,1207.0,1256,,,0.1,,,1207,,,
107,Buildings and Real Estate,MRI Software LLC  ^,One stop,L + 5.75(a),7.80,06/2023,696.0,708,,,0.0,,,696,,,
108,Buildings and Real Estate,MRI Software LLC  #!~,One stop,L + 5.75(a),7.80,06/2023,292.0,289,,,0.0,,,292,,,
109,Buildings and Real Estate,MRI Software LLC  *,One stop,L + 5.75(a),7.80,06/2023,292.0,290,,,0.0,,,292,,,
110,Buildings and Real Estate,MRI Software LLC  *,One stop,L + 5.75(a),7.80,06/2023,192.0,191,,,0.0,,,192,,,
111,Buildings and Real Estate,MRI Software LLC  #!~,One stop,L + 5.75(a),7.80,06/2023,97.0,96,,,0.0,,,97,,,
112,Buildings and Real Estate,MRI Software LLC  (5),One stop,L + 5.75,N/A  (6),06/2023,0.0,(2,,,0.0,,,0,,,
113,Buildings and Real Estate,MRI Software LLC  (5),One stop,L + 5.75,N/A  (6),06/2023,0.0,(2,,,0.0,,,0,,,
114,Buildings and Real Estate,"Paradigm DKD Group, LLC  +(7)",Senior loan,L + 6.25(c),8.35,05/2022,1654.0,1207,,,0.1,,,1183,,,
115,Buildings and Real Estate,"Paradigm DKD Group, LLC  (5)(7)",Senior loan,L + 6.25(c),N/A  (6),05/2022,0.0,(64,,,0.0,,,(64,,,
116,"Chemicals, Plastics and Rubber","Flexan, LLC  *",One stop,L + 5.75(c),7.85,02/2020,3306.0,3345,,,0.1,,,3306,,,
117,"Chemicals, Plastics and Rubber","Flexan, LLC  ^",One stop,L + 5.75(c),7.85,02/2020,1556.0,1575,,,0.1,,,1556,,,
118,"Chemicals, Plastics and Rubber","Flexan, LLC",One stop,P + 4.50(f),9.50,02/2020,30.0,31,,,0.0,,,30,,,
119,"Chemicals, Plastics and Rubber",Inhance Technologies Holdings LLC,One stop,L + 5.25(c),7.57,07/2024,12832.0,12982,,,0.6,,,12832,,,
120,"Chemicals, Plastics and Rubber",Inhance Technologies Holdings LLC,One stop,L + 5.25(c),7.57,07/2024,855.0,890,,,0.0,,,855,,,
121,"Chemicals, Plastics and Rubber - (continued)",Inhance Technologies Holdings LLC,One stop,P + 4.25(f),9.25,07/2024,100,,,100,,,0.0,,,100,
122,Diversified/Conglomerate Manufacturing,"Blackbird Purchaser, Inc.  #+!~",Senior loan,L + 4.50(c)(f),6.6,04/2026,13149.0,13494,,,0.6,,,13149,,,
123,Diversified/Conglomerate Manufacturing,"Blackbird Purchaser, Inc.",Senior loan,L + 4.50(c)(f),6.60,04/2026,598.0,620,,,0.0,,,598,,,
124,Diversified/Conglomerate Manufacturing,"Blackbird Purchaser, Inc.",Senior loan,L + 4.50(c),6.6,04/2024,70.0,68,,,0.0,,,70,,,
125,Diversified/Conglomerate Manufacturing,"Chase Industries, Inc.  #+!~",Senior loan,L + 4.00(c)(f),6.1,05/2025,12120.0,12267,,,0.5,,,12120,,,
126,Diversified/Conglomerate Manufacturing,"Chase Industries, Inc.",Senior loan,L + 4.00(c),6.1,05/2025,991.0,1030,,,0.1,,,991,,,
127,Diversified/Conglomerate Manufacturing,"Chase Industries, Inc.",Senior loan,L + 4.00(c)(f),6.10,05/2023,306.0,311,,,0.0,,,306,,,
128,Diversified/Conglomerate Manufacturing,"Inventus Power, Inc.  ^*+One stop",Senior loan,L + 6.50(a),8.54,04/2020,15885.0,15399,,,0.6,,,14295,,,
129,Diversified/Conglomerate Manufacturing,"Inventus Power, Inc.",One stop,L + 6.50(a),8.55,04/2020,610.0,581,,,0.0,,,530,,,
130,Diversified/Conglomerate Manufacturing,"Pasternack Enterprises, Inc. and Fairview Microwave, Inc  #+!~",Senior loan,L + 4.00(a)(f),6.04,07/2025,13702.0,13973,,,0.6,,,13702,,,
131,Diversified/Conglomerate Manufacturing,"Pasternack Enterprises, Inc. and Fairview Microwave, Inc",Senior loan,L + 4.00(b),6.09,07/2023,8.0,8,,,0.0,,,8,,,
132,Diversified/Conglomerate Manufacturing,"PetroChoice Holdings, Inc.  ^",Senior loan,L + 5.00(c),7.26,08/2022,3309.0,3320,,,0.1,,,3211,,,
133,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.  ^*",Senior loan,L + 5.00(c),7.32,07/2022,27295.0,27634,,,1.2,,,27295,,,
134,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.",Senior loan,L + 5.00(c),7.32,07/2022,2366.0,2457,,,0.1,,,2366,,,
135,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.",Senior loan,L + 5.00(c),7.10,07/2022,1732.0,1805,,,0.1,,,1732,,,
136,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.",Senior loan,L + 5.00(c),7.32,07/2022,1561.0,1627,,,0.1,,,1561,,,
137,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.  ^",Senior loan,L + 5.00(c),7.32,07/2022,1283.0,1333,,,0.1,,,1283,,,
138,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.  #!~",Senior loan,L + 5.00(c),7.32,07/2022,1104.0,1147,,,0.1,,,1104,,,
139,Diversified/Conglomerate Manufacturing,"Reladyne, Inc.  #!~",Senior loan,L + 5.00(c),7.32,07/2022,503.0,523,,,0.0,,,503,,,
140,Diversified/Conglomerate Manufacturing,"Togetherwork Holdings, LLC  *",One stop,L + 6.25(a),8.29,03/2025,15724.0,15898,,,0.7,,,15724,,,
141,Diversified/Conglomerate Manufacturing,"Togetherwork Holdings, LLC  #+!~",One stop,L + 6.25(a),8.29,03/2025,1822.0,1897,,,0.1,,,1822,,,
142,Diversified/Conglomerate Manufacturing,"Togetherwork Holdings, LLC",One stop,L + 6.25(a),8.29,03/2025,1768.0,1837,,,0.1,,,1768,,,
143,Diversified/Conglomerate Manufacturing,"Togetherwork Holdings, LLC  *",One stop,L + 6.25(a),8.29,03/2025,1724.0,1795,,,0.1,,,1724,,,
144,Diversified/Conglomerate Manufacturing,"Togetherwork Holdings, LLC  #+!~",One stop,L + 6.25(a),8.29,03/2025,1664.0,1704,,,0.1,,,1664,,,
145,Diversified/Conglomerate Manufacturing,"Togetherwork Holdings, LLC  *+One stop",One stop,L + 6.25(a),8.29,03/2025,1605.0,1671,,,0.1,,,1605,,,
146,Diversified/Conglomerate Manufacturing,"Togetherwork Holdings, LLC",One stop,L + 6.25(a),8.29,03/2025,1496.0,1556,,,0.1,,,1496,,,
147,Diversified/Conglomerate Manufacturing,"Togetherwork Holdings, LLC  *",One stop,L + 6.25(a),8.29,03/2025,1225.0,1247,,,0.1,,,1225,,,
148,Diversified/Conglomerate Manufacturing,"Togetherwork Holdings, LLC",One stop,L + 6.25(a),8.29,03/2025,675.0,701,,,0.0,,,675,,,
149,Diversified/Conglomerate Manufacturing,"Togetherwork Holdings, LLC",One stop,L + 6.25(a),8.29,03/2025,66.0,67,,,0.0,,,66,,,
150,Diversified/Conglomerate Manufacturing,"Togetherwork Holdings, LLC  #!~",One stop,L + 6.25(a),8.29,03/2025,60.0,62,,,0.0,,,60,,,
151,Diversified/Conglomerate Manufacturing,"Togetherwork Holdings, LLC  (5)",One stop,L + 6.25,N/A  (6),03/2024,0.0,(2,,,0.0,,,0,,,
152,Diversified/Conglomerate Service,"3ES Innovation, Inc.  #+!~(8)(12)",One stop,L + 5.75(c)(d),7.81,05/2025,13900.0,14196,,,0.6,,,13900,,,
153,Diversified/Conglomerate Service,"3ES Innovation, Inc.  (5)(8)(12)",One stop,L + 5.75,N/A  (6),05/2025,0.0,(2,,,0.0,,,0,,,
154,Diversified/Conglomerate Service,"Accela, Inc.  *",One stop,L + 8.75(a),5.29 cash/5.50 PIK,09/2023,11933.0,11983,,,0.5,,,11695,,,
155,Diversified/Conglomerate Service,"Accela, Inc.",One stop,L + 8.75(a),5.29 cash/5.50 PIK,09/2023,996.0,1003,,,0.0,,,976,,,
156,Diversified/Conglomerate Service,"Accela, Inc.",One stop,L + 8.75(a),5.29 cash/5.50 PIK,09/2023,104.0,104,,,0.0,,,102,,,
157,Diversified/Conglomerate Service,Agility Recovery Solutions Inc.  ^*,One stop,L + 6.00(e),8.02,03/2023,22708.0,22869,,,1.0,,,22708,,,
158,Diversified/Conglomerate Service,Agility Recovery Solutions Inc.,One stop,L + 6.00(a)(c),8.10,03/2023,201.0,196,,,0.0,,,201,,,
159,Diversified/Conglomerate Service,"Apptio, Inc.  #!~",One stop,L + 7.25(c),9.56,01/2025,57009.0,57889,,,2.6,,,57009,,,
160,Diversified/Conglomerate Service,"Apptio, Inc.  (5)",One stop,L + 7.25,N/A  (6),01/2025,0.0,(2,,,0.0,,,0,,,
161,Diversified/Conglomerate Service,Arch Global CCT Holdings Corp.  #+!~,Senior loan,L + 4.75(a)(f),6.79,04/2026,3853.0,3896,,,0.2,,,3853,,,
162,Diversified/Conglomerate Service - (continued),Arch Global CCT Holdings Corp.,Senior loan,L + 4.75,N/A  (6),04/2025,0,,,0,,,0.0,,,0,
163,Diversified/Conglomerate Service - (continued),Arch Global CCT Holdings Corp.,Senior loan,L + 4.75,N/A  (6),04/2026,0.0,0,,,0.0,,,0,,,
164,Diversified/Conglomerate Service - (continued),"Astute Holdings, Inc.",One stop,L + 6.00(a),8.04,04/2025,10935.0,11132,,,0.5,,,10935,,,
165,Diversified/Conglomerate Service - (continued),"Astute Holdings, Inc.",One stop,L + 6.00(a),8.04,04/2025,40.0,39,,,0.0,,,40,,,
166,Diversified/Conglomerate Service - (continued),"Astute Holdings, Inc.  (5)",One stop,L + 6.00,N/A  (6),04/2025,0.0,(2,,,0.0,,,0,,,
167,Diversified/Conglomerate Service - (continued),"AutoQuotes, LLC",One stop,L + 5.75(c),7.88,11/2024,9888.0,10056,,,0.4,,,9888,,,
168,Diversified/Conglomerate Service - (continued),"AutoQuotes, LLC",One stop,L + 5.75,N/A  (6),11/2024,0.0,0,,,0.0,,,0,,,
169,Diversified/Conglomerate Service - (continued),Axiom Merger Sub Inc.  #!~,One stop,L + 5.50(b)(c),7.85,04/2026,5906.0,5969,,,0.3,,,5906,,,
170,Diversified/Conglomerate Service - (continued),Axiom Merger Sub Inc.  #+!~(8)(9),One stop,E + 5.75(g),5.75,04/2026,2442.0,2467,,,0.1,,,2378,,,
171,Diversified/Conglomerate Service - (continued),Axiom Merger Sub Inc.  (5),One stop,L + 5.50,N/A  (6),04/2026,0.0,(1,,,0.0,,,0,,,
172,Diversified/Conglomerate Service - (continued),Axiom Merger Sub Inc.  (5),One stop,L + 5.50,N/A  (6),04/2026,0.0,(3,,,0.0,,,0,,,
173,Diversified/Conglomerate Service - (continued),"Bazaarvoice, Inc.  *#+!~",One stop,L + 5.75(a),7.79,02/2024,48613.0,49581,,,2.2,,,48613,,,
174,Diversified/Conglomerate Service - (continued),"Bazaarvoice, Inc.  (5)",One stop,L + 5.75,N/A  (6),02/2024,0.0,(3,,,0.0,,,0,,,
175,Diversified/Conglomerate Service - (continued),"Bearcat Buyer, Inc.  #+!~",Senior loan,L + 4.25(c),6.35,07/2026,2957.0,2983,,,0.1,,,2928,,,
176,Diversified/Conglomerate Service - (continued),"Bearcat Buyer, Inc.  #!~",Senior loan,L + 4.25(c),6.35,07/2026,312.0,309,,,0.0,,,309,,,
177,Diversified/Conglomerate Service - (continued),"Bearcat Buyer, Inc.",Senior loan,L + 4.25(c),6.35,07/2026,166.0,167,,,0.0,,,162,,,
178,Diversified/Conglomerate Service - (continued),"Bearcat Buyer, Inc.",Senior loan,L + 4.25,N/A  (6),07/2024,0.0,0,,,0.0,,,0,,,
179,Diversified/Conglomerate Service - (continued),"Bullhorn, Inc.  #!~",One stop,L + 6.75(b),8.91,11/2022,5082.0,5094,,,0.2,,,5132,,,
