,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
17,,"Covercraft Parent III, Inc.+",Senior loan,,L + 4.50,(c)(f),,5.50,,08/2027,,4927,,,4880,,,0.2,,4927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,"Covercraft Parent III, Inc.+",Senior loan,,L + 4.50,(c),,5.50,,08/2027,,994,,,970,,,0.1,,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,"Covercraft Parent III, Inc.+(5)",Senior loan,,L + 4.50,,,N/A(6),,08/2027,,-,,,(1),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,"North Haven Falcon Buyer, LLC+",One stop,,L + 6.00,(c),,7.00,,05/2027,,6145,,,6035,,,0.2,,6145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,"North Haven Falcon Buyer, LLC+",One stop,,L + 6.00,(c),,7.00,,05/2027,,120,,,102,,,-,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,Polk Acquisition Corp.*#+,Senior loan,,L + 6.00,(a),,7.00,,12/2023,,18059,,,17950,,,0.7,,18059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,Polk Acquisition Corp.+,Senior loan,,L + 6.00,(a),,7.00,,12/2023,,181,,,182,,,-,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,Polk Acquisition Corp.+,Senior loan,,L + 6.00,(a),,7.00,,12/2023,,106,,,105,,,-,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,"Power Stop, LLC+~",Senior loan,,L + 4.50,(a),,4.60,,10/2025,,2806,,,2846,,,0.1,,2806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,33338,,,33069,,,1.3,,,33338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,"CG Group Holdings, LLC*#+",One stop,,L + 5.25,(c),,6.25,,07/2027,,31463,,,31172,,,1.2,,31463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,"CG Group Holdings, LLC+",One stop,,L + 5.25,(a)(c),,6.25,,07/2026,,336,,,332,,,-,,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,"Cobblestone Intermediate Holdco, LLC+",One stop,,L + 5.50,(a),,6.25,,01/2026,,5607,,,5553,,,0.2,,5551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,"Cobblestone Intermediate Holdco, LLC+",One stop,,L + 5.50,(c),,6.25,,01/2026,,697,,,654,,,-,,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,"Denali Midco 2, LLC+",One stop,,L + 5.50,(c),,6.25,,12/2027,,43188,,,42758,,,1.6,,42756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,"Denali Midco 2, LLC+",One stop,,L + 5.50,(c),,6.25,,12/2027,,100,,,95,,,-,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,"Denali Midco 2, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,12/2027,,-,,,(15),,,-,,(15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,JHCC Holdings LLC+,One stop,,L + 5.75,(c),,6.75,,09/2025,,15433,,,15228,,,0.6,,15411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,JHCC Holdings LLC+,One stop,,P + 4.75,(f),,8.00,,08/2027,,499,,,495,,,-,,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,JHCC Holdings LLC+,One stop,,L + 5.75,(c)(f),,7.14,,09/2025,,297,,,295,,,-,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,JHCC Holdings LLC+,One stop,,P + 4.75,(c)(f),,7.95,,09/2025,,32,,,31,,,-,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,JHCC Holdings LLC+(5),One stop,,L + 5.75,,,N/A(6),,08/2027,,-,,,(31),,,-,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,Investment Type,,SpreadAboveIndex(1),,InterestRate(2),,MaturityDate,,Principal ($) /Shares(3),,Amortized Cost,,Percentageof NetAssets,,FairValue (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,Automobiles - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,"MOP GM Holding, LLC*#~",One stop,,L + 5.75,(c),,6.75,,11/2026,,,24160,,,,23913,,,0.9,,,24160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,"MOP GM Holding, LLC+",One stop,,L + 5.75,(b),,6.75,,11/2026,,2649,,,2625,,,0.1,,2649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,"MOP GM Holding, LLC+",One stop,,L + 5.75,(c),,6.75,,11/2026,,2604,,,2578,,,0.1,,2604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,"MOP GM Holding, LLC+",One stop,,L + 5.75,(c),,6.75,,11/2026,,1925,,,1905,,,0.1,,1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,"MOP GM Holding, LLC+",One stop,,L + 5.75,(d)(f),,7.04,,11/2026,,129,,,127,,,-,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,"MOP GM Holding, LLC+(5)",One stop,,L + 5.75,,,N/A(6),,11/2026,,-,,,(48),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,"POY Holdings, LLC+",One stop,,L + 5.50,(c),,6.50,,11/2027,,9615,,,9427,,,0.4,,9519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,"POY Holdings, LLC+",One stop,,L + 5.50,(c),,6.50,,11/2027,,54,,,50,,,-,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,"POY Holdings, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,11/2027,,-,,,(2),,,-,,(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,"Quick Quack Car Wash Holdings, LLC*#",One stop,,L + 5.50,(c),,6.50,,10/2024,,12916,,,12927,,,0.5,,12916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,"Quick Quack Car Wash Holdings, LLC+",One stop,,L + 5.50,(c),,6.50,,10/2024,,9253,,,9198,,,0.4,,9253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,"Quick Quack Car Wash Holdings, LLC#+",One stop,,L + 5.50,(c),,6.50,,10/2024,,2331,,,2316,,,0.1,,2331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L + 5.50,(c),,6.50,,10/2024,,2036,,,2064,,,0.1,,2036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L + 5.50,(c),,6.50,,10/2024,,1361,,,1379,,,0.1,,1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L + 5.50,(c),,6.50,,10/2024,,1108,,,1134,,,-,,1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,"Quick Quack Car Wash Holdings, LLC+",One stop,,L + 5.50,,,N/A(6),,10/2024,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,"TWAS Holdings, LLC+",One stop,,L + 6.75,(c),,7.75,,12/2026,,40765,,,40361,,,1.5,,40357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,"TWAS Holdings, LLC*+",One stop,,L + 6.75,(a),,7.75,,12/2026,,30800,,,30476,,,1.2,,30492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,"TWAS Holdings, LLC+",One stop,,L + 6.75,(a),,7.75,,12/2026,,7994,,,7912,,,0.3,,7914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,"TWAS Holdings, LLC+(5)",One stop,,L + 6.75,,,N/A(6),,12/2026,,-,,,(4),,,-,,(4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,"TWAS Holdings, LLC+(5)",One stop,,L + 6.75,,,N/A(6),,12/2026,,-,,,(10),,,-,,(10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,247352,,,244895,,,9.4,,245901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,Beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,"Fintech Midco, LLC*#",One stop,,L + 5.50,(c),,6.25,,08/2024,,24100,,,24308,,,0.9,,24100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,"Fintech Midco, LLC+",One stop,,L + 5.50,(c),,6.25,,08/2024,,15299,,,15163,,,0.6,,15299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,"Fintech Midco, LLC#+",One stop,,L + 5.50,(c),,6.25,,08/2024,,1116,,,1140,,,-,,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,"Fintech Midco, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,08/2024,,-,,,(1),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,"Watermill Express, LLC+",One stop,,L + 5.25,(c),,6.25,,04/2027,,2261,,,2241,,,0.1,,2261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,"Watermill Express, LLC+",One stop,,L + 5.25,,,N/A(6),,04/2027,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,"Watermill Express, LLC+(5)",One stop,,L + 5.25,,,N/A(6),,04/2027,,-,,,(1),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,"Winebow Holdings, Inc.+",One stop,,L + 6.25,(a),,7.25,,07/2025,,7859,,,7760,,,0.3,,7859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,50635,,,50610,,,1.9,,50635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,Investment Type,,SpreadAboveIndex(1),,InterestRate(2),,MaturityDate,,Principal ($) /Shares(3),,Amortized Cost,,Percentageof NetAssets,,FairValue (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,Building Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,"BECO Holding Company, Inc.#+",One stop,,L + 5.50,(c),,6.25,,11/2028,,,7595,,,,7520,,,0.3,,,7519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,"BECO Holding Company, Inc.+(5)",One stop,,L + 5.50,,,N/A(6),,11/2027,,-,,,(4),,,-,,(5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,"BECO Holding Company, Inc.+(5)",One stop,,L + 5.50,,,N/A(6),,11/2028,,-,,,(19),,,-,,(19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(b)(c),,5.50,,03/2024,,4138,,,4139,,,0.2,,4138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(a)(c),,5.50,,03/2024,,1400,,,1421,,,0.1,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(b)(c),,5.50,,03/2024,,902,,,911,,,-,,902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c),,5.50,,03/2024,,850,,,843,,,-,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(b)(c),,5.50,,03/2024,,433,,,442,,,-,,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c),,5.50,,03/2024,,276,,,278,,,-,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(b)(c),,5.50,,03/2024,,215,,,215,,,-,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c),,5.50,,03/2024,,115,,,115,,,-,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,"Jensen Hughes, Inc.+(5)",Senior loan,,L + 4.50,,,N/A(6),,03/2024,,-,,,(13),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,15924,,,15848,,,0.6,,15824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,Chemicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,Inhance Technologies Holdings LLC#+,One stop,,L + 6.00,(c),,7.00,,07/2024,,12541,,,12622,,,0.5,,12415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,Inhance Technologies Holdings LLC+,One stop,,L + 6.00,(a),,7.00,,07/2024,,9988,,,9891,,,0.4,,9888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,Inhance Technologies Holdings LLC+,One stop,,L + 6.00,(c),,7.00,,07/2024,,1906,,,1897,,,0.1,,1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,Inhance Technologies Holdings LLC+,One stop,,L + 6.00,(c),,7.00,,07/2024,,28,,,28,,,-,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,PHM NL SP Bidco B.V.+(8)(9)(14),One stop,,E + 6.25,(g),,6.25,,10/2028,,36686,,,36067,,,1.4,,36025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,PHM NL SP Bidco B.V.+(8)(14),One stop,,L + 6.25,(d),,6.75,,10/2028,,13766,,,13533,,,0.5,,13766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,PHM NL SP Bidco B.V.+(8)(9)(14),One stop,,SN + 6.25,(o),,6.44,,10/2028,,7942,,,7942,,,0.3,,8132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,PHM NL SP Bidco B.V.+(8)(9)(14),One stop,,E + 6.25,(h),,6.25,,10/2028,,3779,,,3716,,,0.1,,3808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,86636,,,85696,,,3.3,,85946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,Commercial Services & Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,"CI (Quercus) Intermediate Holdings, LLC+",One stop,,L + 5.50,(c),,6.25,,10/2028,,14991,,,14773,,,0.6,,14878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,"CI (Quercus) Intermediate Holdings, LLC+",One stop,,L + 5.50,(c),,6.25,,10/2028,,714,,,683,,,-,,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,"CI (Quercus) Intermediate Holdings, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,10/2028,,-,,,(3),,,-,,(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,Amarok LLC+,One stop,,L + 5.75,(c),,6.50,,12/2028,,52537,,,52016,,,2.0,,52012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,Amarok LLC+,One stop,,L + 5.75,(c),,6.50,,12/2027,,150,,,145,,,-,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,Amarok LLC+(5),One stop,,L + 5.75,,,N/A(6),,12/2028,,-,,,(6),,,-,,(6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,"FFPLS Holdings, LLC+",One stop,,L + 5.75,(c)(d),,6.50,,10/2027,,4117,,,4021,,,0.2,,4076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,"FFPLS Holdings, LLC+",One stop,,L + 5.75,(c),,6.50,,10/2027,,56,,,54,,,-,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,"FFPLS Holdings, LLC+(5)",One stop,,L + 5.75,,,N/A(6),,10/2027,,-,,,(56),,,-,,(57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,Hydraulic Authority III Limited+~(8)(9)(10),One stop,,SN + 5.50,(o),,6.50,,11/2025,,10996,,,11153,,,0.5,,11814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,Hydraulic Authority III Limited+(8)(9)(10),One stop,,No Value,,,11.00 PIK,,11/2028,,248,,,252,,,-,,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,Investment Type,,SpreadAboveIndex(1),,InterestRate(2),,MaturityDate,,Principal ($) /Shares(3),,Amortized Cost,,Percentageof NetAssets,,FairValue (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,Commercial Services & Supplies - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,Hydraulic Authority III Limited+(8)(9)(10),One stop,,SN + 5.50,,,N/A(6),,11/2025,,,-,,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,"North Haven Stack Buyer, LLC*+",One stop,,L + 5.50,(c),,6.50,,07/2027,,8833,,,8669,,,0.4,,8833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,"North Haven Stack Buyer, LLC+",One stop,,L + 5.50,(c),,6.50,,07/2027,,261,,,199,,,-,,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,"North Haven Stack Buyer, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,07/2027,,-,,,(1),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,"OVG Business Services, LLC+",One stop,,L + 6.25,(c),,7.25,,11/2028,,1809,,,1769,,,0.1,,1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,"OVG Business Services, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,11/2026,,-,,,-,,,-,,(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,Profile Products LLC+,One stop,,L + 5.50,(c),,6.25,,11/2027,,4995,,,4897,,,0.2,,4895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,Profile Products LLC+(8),One stop,,L + 5.50,(c),,6.25,,11/2027,,1295,,,1270,,,-,,1269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,Profile Products LLC+(5),One stop,,L + 5.50,,,N/A(6),,11/2027,,-,,,(1),,,-,,(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,Profile Products LLC+(5),One stop,,L + 5.50,,,N/A(6),,11/2027,,-,,,(14),,,-,,(14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,Profile Products LLC+(5),One stop,,L + 5.50,,,N/A(6),,11/2027,,-,,,(1),,,-,,(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,"PT Intermediate Holdings III, LLC+~",One stop,,L + 5.50,(c),,6.25,,11/2028,,29746,,,29162,,,1.1,,29448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,"PT Intermediate Holdings III, LLC+",One stop,,L + 5.50,(c),,6.25,,11/2028,,9975,,,9833,,,0.4,,9875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,"Radwell International, LLC+",One stop,,L + 5.25,(c),,6.00,,07/2027,,3909,,,3896,,,0.1,,3909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,"Radwell International, LLC+",One stop,,L + 5.25,(c),,6.00,,07/2027,,267,,,267,,,-,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,"Radwell International, LLC+",One stop,,L + 5.50,,,N/A(6),,07/2027,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,Trinity Air Consultants Holdings Corporation+,One stop,,L + 5.25,(c),,6.00,,06/2027,,2458,,,2413,,,0.1,,2458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,Trinity Air Consultants Holdings Corporation+,One stop,,L + 5.25,(a),,6.25,,06/2027,,14,,,13,,,-,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,Trinity Air Consultants Holdings Corporation+(5),One stop,,L + 5.25,,,N/A(6),,06/2027,,-,,,(1),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
