,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
15,,"COP CollisionRight Holdings, Inc.+(5)",One stop,,SF +,4.75,,,N/A(6),,,,,04/2028,,-,,,(2),,,-,,(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,"Covercraft Parent III, Inc.+",Senior loan,,L +,4.50,(b),,8.24,,,,,08/2027,,4877,,,4840,,,0.2,,4780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,"Covercraft Parent III, Inc.+",Senior loan,,L +,4.50,(b),,9.23,,,,,08/2027,,994,,,974,,,-,,958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,"Covercraft Parent III, Inc.+",Senior loan,,L +,4.50,(b),,9.23,,,,,08/2027,,19,,,18,,,-,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,"North Haven Falcon Buyer, LLC+",One stop,,L +,6.50,(b),,11.18,,,,,05/2027,,6083,,,5993,,,0.3,,5779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,"North Haven Falcon Buyer, LLC+",One stop,,L +,6.50,(b),,11.23,,,,,05/2027,,1019,,,1004,,,-,,968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,Polk Acquisition Corp.*#+(22),Senior loan,,SF +,6.25,(k),,9.57,cash/,1.00,PIK,,12/2024,,18022,,,17958,,,0.7,,17660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,Polk Acquisition Corp.+,Senior loan,,SF +,6.50,(k),,10.82,,,,,03/2023,,695,,,694,,,-,,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,Polk Acquisition Corp.+(22),Senior loan,,SF +,6.25,(k),,9.57,cash/,1.00,PIK,,12/2024,,50,,,52,,,-,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,Polk Acquisition Corp.+(22),Senior loan,,SF +,6.25,(k),,9.57,cash/,1.00,PIK,,12/2024,,107,,,106,,,-,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,41659,,,41281,,,1.6,,,40591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,"CG Group Holdings, LLC*#+(22)",One stop,,L +,7.25,(b),,9.98,cash/,2.00,PIK,,07/2027,,31520,,,31183,,,1.2,,28999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,"CG Group Holdings, LLC+(22)",One stop,,L +,7.25,(a),,9.63,cash/,2.00,PIK,,07/2026,,340,,,336,,,-,,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,"Denali Midco 2, LLC*#+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,42756,,,42401,,,1.7,,41919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,"Denali Midco 2, LLC+(5)",One stop,,SF +,6.25,,,N/A(6),,,,,12/2027,,-,,,(4),,,-,,(10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,197,,,195,,,-,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,99,,,98,,,-,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,79,,,79,,,-,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,79,,,79,,,-,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,66,,,65,,,-,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,"Denali Midco 2, LLC+",One stop,,SF +,6.50,(k),,10.92,,,,,12/2027,,976,,,948,,,-,,966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,658,,,653,,,-,,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,120,,,119,,,-,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,114,,,113,,,-,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,82,,,81,,,-,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,"Denali Midco 2, LLC+(5)",One stop,,SF +,6.50,,,N/A(6),,,,,12/2027,,-,,,(22),,,-,,(8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,"Denali Midco 2, LLC+",One stop,,SF +,6.50,(k),,10.92,,,,,12/2027,,130,,,127,,,-,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,"Denali Midco 2, LLC+",One stop,,SF +,6.50,(k),,10.92,,,,,12/2027,,65,,,63,,,-,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,JHCC Holdings LLC+,One stop,,L +,5.75,(b),,10.48,,,,,09/2025,,15275,,,15093,,,0.6,,14817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,JHCC Holdings LLC+,One stop,,P +,4.75,(d),,12.25,,,,,09/2025,,494,,,490,,,-,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,JHCC Holdings LLC+,One stop,,L +,5.75,(b)(d),,11.03,,,,,09/2025,,294,,,292,,,-,,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,Investment Type,,SpreadAboveIndex(1),,InterestRate(2),,MaturityDate,,Principal ($) /Shares(3),,Amortized Cost,,Percentageof NetAssets,,FairValue (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,JHCC Holdings LLC+,One stop,,P +,4.75,(b)(d),,11.52,,,,,09/2025,,,61,,,,61,,,-,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,JHCC Holdings LLC+,One stop,,L +,5.75,(b),,10.48,,,,,09/2025,,1779,,,1747,,,0.1,,1679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,"MOP GM Holding, LLC*#+",One stop,,SF +,5.75,(m),,9.98,,,,,11/2026,,23916,,,23719,,,0.9,,22721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,10.45,,,,,11/2026,,2622,,,2603,,,0.1,,2491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,10.70,,,,,11/2026,,2592,,,2558,,,0.1,,2463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,10.45,,,,,11/2026,,2572,,,2551,,,0.1,,2443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,10.79,,,,,11/2026,,1906,,,1890,,,0.1,,1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,8.98,,,,,11/2026,,1567,,,1555,,,0.1,,1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,10.62,,,,,11/2026,,1444,,,1422,,,0.1,,1372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,9.98,,,,,11/2026,,526,,,522,,,-,,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,9.50,,,,,11/2026,,358,,,354,,,-,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(l),,9.55,,,,,11/2026,,147,,,146,,,-,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,10.79,,,,,11/2026,,60,,,59,,,-,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,10.58,,,,,11/2026,,136,,,134,,,-,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,"MOP GM Holding, LLC+(5)",One stop,,SF +,5.75,,,N/A(6),,,,,11/2026,,-,,,(20),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(l),,8.99,,,,,11/2026,,179,,,178,,,-,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,8.94,,,,,11/2026,,60,,,59,,,-,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,"POY Holdings, LLC#",One stop,,L +,5.50,(b),,10.23,,,,,11/2027,,9519,,,9363,,,0.4,,9519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,"POY Holdings, LLC+",One stop,,L +,5.50,(b),,10.23,,,,,11/2027,,36,,,32,,,-,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,"POY Holdings, LLC+(5)",One stop,,L +,5.50,,,N/A(6),,,,,11/2027,,-,,,(1),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,"POY Holdings, LLC+",One stop,,L +,5.50,(b),,10.23,,,,,11/2027,,81,,,81,,,-,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,"National Express Wash Parent Holdco, LLC+",One stop,,SF +,5.50,(m),,10.29,,,,,07/2029,,3150,,,3121,,,0.1,,3024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,"National Express Wash Parent Holdco, LLC+(5)",One stop,,SF +,5.50,,,N/A(6),,,,,07/2029,,-,,,(2),,,-,,(8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,"National Express Wash Parent Holdco, LLC+",One stop,,SF +,5.50,(m),,10.22,,,,,07/2029,,1493,,,1472,,,0.1,,1403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,"Quick Quack Car Wash Holdings, LLC*#",One stop,,L +,7.00,(b),,11.41,,,,,10/2024,,12783,,,12753,,,0.5,,12655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,"Quick Quack Car Wash Holdings, LLC+",One stop,,L +,7.00,(b),,11.41,,,,,10/2024,,9748,,,9713,,,0.4,,9651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,"Quick Quack Car Wash Holdings, LLC#+",One stop,,L +,7.00,(b),,11.41,,,,,10/2024,,2306,,,2298,,,0.1,,2284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L +,7.00,(b),,11.41,,,,,10/2024,,2015,,,2029,,,0.1,,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L +,7.00,(b),,11.41,,,,,10/2024,,1347,,,1356,,,0.1,,1333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L +,7.00,(b),,11.41,,,,,10/2024,,1097,,,1100,,,-,,1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,"Quick Quack Car Wash Holdings, LLC+",One stop,,L +,7.00,(b),,11.41,,,,,10/2024,,95,,,90,,,-,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,"Quick Quack Car Wash Holdings, LLC+(5)",One stop,,SF +,7.00,,,N/A(6),,,,,10/2024,,-,,,-,,,-,,(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,"Quick Quack Car Wash Holdings, LLC+(5)",One stop,,SF +,7.00,,,N/A(6),,,,,10/2024,,-,,,(1),,,-,,(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,"Quick Quack Car Wash Holdings, LLC+",One stop,,L +,7.00,(b),,11.41,,,,,10/2024,,344,,,340,,,-,,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,"Quick Quack Car Wash Holdings, LLC+",One stop,,L +,7.00,(b),,11.41,,,,,10/2024,,104,,,99,,,-,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,"Quick Quack Car Wash Holdings, LLC+",One stop,,L +,7.00,(c),,11.72,,,,,10/2024,,3310,,,3278,,,0.1,,3277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,"Quick Quack Car Wash Holdings, LLC+",One stop,,L +,7.00,(b),,11.41,,,,,10/2024,,95,,,93,,,-,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,"Spotless Brands, LLC+",One stop,,SF +,6.50,(l),,10.71,,,,,07/2028,,8369,,,8214,,,0.4,,8285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,"Spotless Brands, LLC+",One stop,,SF +,6.50,(k)(l),,11.12,,,,,07/2028,,908,,,900,,,-,,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,"Spotless Brands, LLC+(5)",One stop,,SF +,6.50,,,N/A(6),,,,,07/2028,,-,,,(1),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,"Spotless Brands, LLC+",One stop,,SF +,6.50,(l),,10.71,,,,,07/2028,,673,,,667,,,-,,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,"TWAS Holdings, LLC#+",One stop,,SF +,6.75,(k),,11.17,,,,,12/2026,,40357,,,40038,,,1.6,,39954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,"TWAS Holdings, LLC*+",One stop,,SF +,6.75,(k),,11.17,,,,,12/2026,,30488,,,30231,,,1.2,,30184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,"TWAS Holdings, LLC+",One stop,,SF +,6.75,(k),,11.17,,,,,12/2026,,7914,,,7849,,,0.3,,7835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,"TWAS Holdings, LLC+",One stop,,SF +,6.75,(k),,11.17,,,,,12/2026,,608,,,603,,,-,,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,"TWAS Holdings, LLC+",One stop,,SF +,6.75,(k),,11.17,,,,,12/2026,,386,,,383,,,-,,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,"TWAS Holdings, LLC+(5)",One stop,,SF +,6.75,,,N/A(6),,,,,12/2026,,-,,,(3),,,-,,(4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,270495,,,268022,,,10.5,,263103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,Investment Type,,SpreadAboveIndex(1),,InterestRate(2),,MaturityDate,,Principal ($) /Shares(3),,Amortized Cost,,Percentageof NetAssets,,FairValue (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,Beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,"Fintech Midco, LLC*#",One stop,,L +,5.00,(b)(c),,9.93,,,,,08/2024,,,23852,,,,23980,,,1.0,,,23613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,"Fintech Midco, LLC+",One stop,,L +,5.00,(b)(c),,9.93,,,,,08/2024,,15145,,,15062,,,0.6,,14994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,"Fintech Midco, LLC#+",One stop,,L +,5.00,(b)(c),,9.93,,,,,08/2024,,1105,,,1120,,,-,,1093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,"Fintech Midco, LLC+(5)",One stop,,L +,5.00,,,N/A(6),,,,,08/2024,,-,,,-,,,-,,(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,"Watermill Express, LLC+",One stop,,L +,5.50,(b),,10.23,,,,,04/2027,,2239,,,2222,,,0.1,,2239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,"Watermill Express, LLC+",One stop,,L +,5.50,,,N/A(6),,,,,04/2027,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,"Watermill Express, LLC+",One stop,,L +,5.50,(b),,10.23,,,,,04/2027,,134,,,133,,,-,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,"Winebow Holdings, Inc.+",One stop,,L +,6.25,(a),,10.63,,,,,07/2025,,7780,,,7709,,,0.3,,7780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,50255,,,50226,,,2.0,,49851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,Investment Type,,SpreadAboveIndex(1),,InterestRate(2),,MaturityDate,,Principal ($) /Shares(3),,Amortized Cost,,Percentageof NetAssets,,FairValue (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,Building Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,"BECO Holding Company, Inc.#+",One stop,,L +,5.25,(b),,9.98,,,,,11/2028,,,7519,,,,7456,,,0.3,,,7293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,"BECO Holding Company, Inc.+(5)",One stop,,L +,5.25,,,N/A(6),,,,,11/2027,,-,,,(4),,,-,,(11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,"BECO Holding Company, Inc.+(5)",One stop,,L +,5.25,,,N/A(6),,,,,11/2028,,-,,,(16),,,-,,(58),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,"Jensen Hughes, Inc.+",Senior loan,,L +,4.50,(b)(c),,9.43,,,,,03/2024,,4095,,,4096,,,0.2,,4095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,"Jensen Hughes, Inc.+",Senior loan,,L +,4.50,(b)(c),,9.43,,,,,03/2024,,1385,,,1397,,,0.1,,1385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,"Jensen Hughes, Inc.+",Senior loan,,L +,4.50,(b)(c),,9.43,,,,,03/2024,,893,,,897,,,0.1,,893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,"Jensen Hughes, Inc.+",Senior loan,,L +,4.50,(b)(c),,9.43,,,,,03/2024,,842,,,838,,,-,,842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,"Jensen Hughes, Inc.+",Senior loan,,L +,4.50,(b)(c),,9.43,,,,,03/2024,,428,,,434,,,-,,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,"Jensen Hughes, Inc.+",Senior loan,,L +,4.50,(b)(c),,9.43,,,,,03/2024,,273,,,274,,,-,,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
