,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
15,,"Covercraft Parent III, Inc.+",Senior secured,,SF +,4.50,(j),,10.03,,,,,08/2027,,13,,,12,,,-,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,"North Haven Falcon Buyer, LLC+(23)",One stop,,SF +,8.00,(j),,9.77,cash/,3.75,PIK,,05/2027,,6287,,,6193,,,0.2,,5407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,"North Haven Falcon Buyer, LLC+(23)",One stop,,SF +,8.00,(j),,9.78,cash/,3.75,PIK,,05/2027,,1053,,,1043,,,-,,905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,Polk Acquisition Corp.*#+(23),Senior secured,,SF +,7.50,(i),,10.71,cash/,2.25,PIK,,12/2024,,18420,,,18177,,,0.7,,18052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,Polk Acquisition Corp.+(23),Senior secured,,SF +,7.50,(i),,10.71,cash/,2.25,PIK,,12/2024,,109,,,108,,,-,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,Polk Acquisition Corp.+(23),Senior secured,,SF +,7.50,(i),,10.71,cash/,2.25,PIK,,12/2024,,63,,,61,,,-,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,41580,,,41067,,,1.6,,,39943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,"CG Group Holdings, LLC*#+(23)",One stop,,SF +,8.75,(j),,12.10,cash/,2.00,PIK,,07/2027,,31845,,,31414,,,1.2,,31210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,"CG Group Holdings, LLC+(23)",One stop,,SF +,8.75,(i),,12.11,cash/,2.00,PIK,,07/2026,,347,,,342,,,-,,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,"Denali Midco 2, LLC*#+",One stop,,SF +,6.25,(i),,11.71,,,,,12/2027,,42325,,,42042,,,1.7,,42325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,"Denali Midco 2, LLC+",One stop,,SF +,6.50,(i),,11.96,,,,,12/2027,,966,,,944,,,-,,968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(i),,11.71,,,,,12/2027,,652,,,647,,,-,,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,"Denali Midco 2, LLC+",One stop,,SF +,6.50,(i),,11.96,,,,,12/2027,,260,,,254,,,-,,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,"Denali Midco 2, LLC+",One stop,,SF +,6.50,(i),,11.96,,,,,12/2027,,220,,,215,,,-,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(i),,11.71,,,,,12/2027,,195,,,194,,,-,,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,"Denali Midco 2, LLC+",One stop,,SF +,6.50,(i),,11.96,,,,,12/2027,,129,,,126,,,-,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(i),,11.71,,,,,12/2027,,119,,,118,,,-,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(i),,11.71,,,,,12/2027,,113,,,112,,,-,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(i),,11.71,,,,,12/2027,,98,,,98,,,-,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(i),,11.71,,,,,12/2027,,81,,,80,,,-,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(i),,11.71,,,,,12/2027,,79,,,78,,,-,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(i),,11.71,,,,,12/2027,,79,,,78,,,-,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(i),,11.71,,,,,12/2027,,65,,,64,,,-,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,"Denali Midco 2, LLC+",One stop,,SF +,6.50,(i),,11.96,,,,,12/2027,,65,,,63,,,-,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,"Denali Midco 2, LLC+(5)",One stop,,SF +,6.25,,,N/A(6),,,,,12/2027,,-,,,(3),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,"Denali Midco 2, LLC+(5)",One stop,,SF +,6.50,,,N/A(6),,,,,12/2027,,-,,,(7),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,"Denali Midco 2, LLC+",One stop,,SF +,5.75,(i),,11.21,,,,,12/2027,,7,,,2,,,-,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,"High Bar Brands Operating, LLC+",Senior secured,,SF +,5.25,(k),,10.47,,,,,12/2029,,273,,,268,,,-,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,"High Bar Brands Operating, LLC+",Senior secured,,SF +,5.25,(k),,10.47,,,,,12/2029,,57,,,56,,,-,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,"High Bar Brands Operating, LLC+",Senior secured,,SF +,5.25,(k),,10.47,,,,,12/2029,,3,,,2,,,-,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,"High Bar Brands Operating, LLC+(5)",Senior secured,,SF +,5.25,,,N/A(6),,,,,12/2029,,-,,,(1),,,-,,(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,Investment Type,,SpreadAboveIndex(1),,InterestRate(2),,MaturityDate,,Principal ($) /Shares(3),,Amortized Cost,,Percentageof NetAssets,,FairValue (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,JHCC Holdings LLC+,One stop,,SF +,5.25,(j),,10.75,,,,,09/2026,,,15119,,,,14934,,,0.6,,,14854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,JHCC Holdings LLC+,One stop,,SF +,5.25,(j),,10.75,,,,,09/2026,,3301,,,3265,,,0.1,,3243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,JHCC Holdings LLC+,One stop,,SF +,6.75,(j),,12.25,,,,,09/2026,,1106,,,1085,,,-,,1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,JHCC Holdings LLC+,One stop,,SF +,5.25,(j),,10.75,,,,,09/2026,,489,,,484,,,-,,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,JHCC Holdings LLC+,One stop,,SF +,5.25,(j),,10.75,,,,,09/2026,,291,,,288,,,-,,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,JHCC Holdings LLC+(5),One stop,,SF +,5.25,,,N/A(6),,,,,09/2026,,-,,,(1),,,-,,(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,JHCC Holdings LLC+,One stop,,SF +,5.75,(j),,11.10,,,,,09/2026,,100,,,99,,,-,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,JHCC Holdings LLC+(5),One stop,,SF +,5.75,,,N/A(6),,,,,09/2026,,-,,,(4),,,-,,(4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,"MOP GM Holding, LLC*#+",One stop,,SF +,5.75,(k),,11.18,,,,,11/2026,,23672,,,23526,,,0.9,,22962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(j),,11.28,,,,,11/2026,,2596,,,2582,,,0.1,,2518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(j),,11.29,,,,,11/2026,,2566,,,2541,,,0.1,,2489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(j),,11.28,,,,,11/2026,,2545,,,2530,,,0.1,,2469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(k),,11.18,,,,,11/2026,,1886,,,1875,,,0.1,,1830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(j),,11.28,,,,,11/2026,,1551,,,1543,,,0.1,,1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(j),,11.28,,,,,11/2026,,1430,,,1413,,,0.1,,1387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(k),,11.18,,,,,11/2026,,520,,,518,,,-,,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(k),,11.18,,,,,11/2026,,354,,,352,,,-,,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(j)(k),,11.20,,,,,11/2026,,186,,,185,,,-,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(j),,11.28,,,,,11/2026,,177,,,176,,,-,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(k),,11.18,,,,,11/2026,,146,,,145,,,-,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(k),,11.18,,,,,11/2026,,59,,,59,,,-,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(j),,11.28,,,,,11/2026,,59,,,59,,,-,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,"MOP GM Holding, LLC+(5)",One stop,,SF +,5.75,,,N/A(6),,,,,11/2026,,-,,,(15),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,"National Express Wash Parent Holdco, LLC+",One stop,,SF +,5.50,(j)(k),,10.86,,,,,07/2029,,5340,,,5298,,,0.2,,5180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,"National Express Wash Parent Holdco, LLC+(5)",One stop,,SF +,5.50,,,N/A(6),,,,,07/2029,,-,,,(2),,,-,,(6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,"National Express Wash Parent Holdco, LLC+(5)",One stop,,SF +,6.00,,,N/A(6),,,,,07/2029,,-,,,(5),,,-,,(5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,"POY Holdings, LLC#+",One stop,,SF +,5.50,(j),,11.00,,,,,11/2027,,9533,,,9408,,,0.4,,9437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,"POY Holdings, LLC+",One stop,,SF +,5.50,(j),,11.00,,,,,11/2027,,86,,,85,,,-,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,"POY Holdings, LLC+",One stop,,SF +,5.50,(j),,11.02,,,,,11/2027,,69,,,66,,,-,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,"POY Holdings, LLC+",One stop,,SF +,5.50,(j),,11.00,,,,,11/2027,,332,,,325,,,-,,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,"POY Holdings, LLC+(5)",One stop,,SF +,5.50,,,N/A(6),,,,,11/2027,,-,,,(1),,,-,,(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,"Quick Quack Car Wash Holdings, LLC*#",One stop,,SF +,6.50,(j),,12.03,,,,,10/2026,,12649,,,12519,,,0.5,,12522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,"Quick Quack Car Wash Holdings, LLC+",One stop,,SF +,6.50,(j),,12.03,,,,,10/2026,,9650,,,9552,,,0.4,,9554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,"Quick Quack Car Wash Holdings, LLC+",One stop,,SF +,6.50,(j),,12.03,,,,,10/2026,,3285,,,3241,,,0.1,,3252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,"Quick Quack Car Wash Holdings, LLC#+",One stop,,SF +,6.50,(j),,12.03,,,,,10/2026,,2283,,,2260,,,0.1,,2260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,SF +,6.50,(j),,12.03,,,,,10/2026,,1994,,,1982,,,0.1,,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,"Quick Quack Car Wash Holdings, LLC+",One stop,,SF +,6.50,(j),,12.03,,,,,10/2026,,1496,,,1483,,,0.1,,1481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,SF +,6.50,(j),,12.03,,,,,10/2026,,1333,,,1325,,,0.1,,1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,SF +,6.50,(j),,12.03,,,,,10/2026,,1085,,,1075,,,0.1,,1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,"Quick Quack Car Wash Holdings, LLC+",One stop,,SF +,6.50,(j),,12.03,,,,,10/2026,,341,,,336,,,-,,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,"Quick Quack Car Wash Holdings, LLC+",One stop,,SF +,6.50,(j),,12.03,,,,,10/2026,,103,,,100,,,-,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,"Quick Quack Car Wash Holdings, LLC+",One stop,,SF +,6.50,(j),,12.03,,,,,10/2026,,94,,,91,,,-,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,"Quick Quack Car Wash Holdings, LLC+",One stop,,SF +,6.50,(j),,12.03,,,,,10/2026,,94,,,93,,,-,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,"Quick Quack Car Wash Holdings, LLC+",One stop,,SF +,6.50,(i)(j),,11.99,,,,,10/2026,,111,,,109,,,-,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,"Quick Quack Car Wash Holdings, LLC+(5)",One stop,,SF +,6.50,,,N/A(6),,,,,10/2026,,-,,,(2),,,-,,(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,"Quick Quack Car Wash Holdings, LLC+(5)",One stop,,SF +,6.50,,,N/A(6),,,,,10/2026,,-,,,(32),,,-,,(35),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,"Quick Quack Car Wash Holdings, LLC+",One stop,,SF +,6.50,(i),,11.96,,,,,10/2026,,119,,,118,,,-,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,"Quick Quack Car Wash Holdings, LLC+(5)",One stop,,SF +,6.50,,,N/A(6),,,,,10/2026,,-,,,-,,,-,,(4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,Investment Type,,SpreadAboveIndex(1),,InterestRate(2),,MaturityDate,,Principal ($) /Shares(3),,Amortized Cost,,Percentageof NetAssets,,FairValue (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,"Spotless Brands, LLC+",One stop,,SF +,6.50,(j),,12.03,,,,,07/2028,,,8285,,,,8159,,,0.3,,,8285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,"Spotless Brands, LLC+",One stop,,SF +,6.50,(j),,12.03,,,,,07/2028,,898,,,891,,,0.1,,898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,"Spotless Brands, LLC+",One stop,,SF +,6.50,(j),,12.04,,,,,07/2028,,668,,,663,,,-,,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,"Spotless Brands, LLC+",One stop,,SF +,6.50,(i),,11.96,,,,,07/2028,,6,,,6,,,-,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,"TWAS Holdings, LLC#+",One stop,,SF +,6.75,(i),,12.21,,,,,12/2026,,39950,,,39712,,,1.5,,39150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,"TWAS Holdings, LLC*+",One stop,,SF +,6.75,(i),,12.21,,,,,12/2026,,30178,,,29984,,,1.2,,29574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,"TWAS Holdings, LLC+",One stop,,SF +,6.75,(i),,12.21,,,,,12/2026,,7834,,,7785,,,0.3,,7677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,"TWAS Holdings, LLC+",One stop,,SF +,6.75,(i),,12.21,,,,,12/2026,,601,,,598,,,-,,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,"TWAS Holdings, LLC+",One stop,,SF +,6.75,(i),,12.21,,,,,12/2026,,382,,,380,,,-,,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,"TWAS Holdings, LLC+(5)",One stop,,SF +,6.75,,,N/A(6),,,,,12/2026,,-,,,(2),,,-,,(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,"Yorkshire Parent, Inc.+",One stop,,SF +,6.00,(j),,11.39,,,,,12/2029,,287,,,284,,,-,,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,"Yorkshire Parent, Inc.+(5)",One stop,,SF +,6.00,,,N/A(6),,,,,12/2029,,-,,,(1),,,-,,(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,"Yorkshire Parent, Inc.+",One stop,,SF +,6.00,(i),,No Value,,,,,12/2029,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,275217,,,272708,,,10.6,,270841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,Banks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,"OSP Hamilton Purchaser, LLC+",One stop,,SF +,5.50,(j),,10.87,,,,,12/2029,,240,,,237,,,-,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,"OSP Hamilton Purchaser, LLC+(5)",One stop,,SF +,5.50,,,N/A(6),,,,,12/2029,,-,,,(2),,,-,,(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,"OSP Hamilton Purchaser, LLC+",One stop,,SF +,5.50,,,N/A(6),,,,,12/2029,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,,,,,,,,,,240,,,235,,,-,,,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,Beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
