,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
18,United  Craft Brews LLC,,One stop,,L + 6.25,,,7.25,,,03/2020,,,12127,,,,11900,,,,1.5,,,,12127,
19,,,,,,,,,,,,,,118600,,,,117152,,,,14.6,,,,117799,
20,Broadcasting  and Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"TouchTunes  Interactive Networks, Inc.^",,Senior loan,,L + 4.75,,,5.75,,,05/2021,,,1488,,,,1481,,,,0.2,,,,1481,
22,Building  and Real Estate,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"Accruent,  LLC*",,One stop,,L + 6.25,,,7.27,,,11/2019,,,4709,,,,4673,,,,0.6,,,,4709,
24,"Brooks  Equipment Company, LLC  (4)",,One stop,,L + 5.35,,,No Value,(5),,08/2020,,,-,,,,(15,,,,-,,,,-,
25,"Brooks  Equipment Company, LLC*^",,One stop,,L + 5.35,,,6.35,,,08/2020,,,24467,,,,24184,,,,3.0,,,,24467,
26,"ITEL  Laboratories, Inc.  (4)",,Senior loan,,L + 4.75,,,No Value,(5),,06/2018,,,-,,,,(1,,,,-,,,,-,
27,"ITEL  Laboratories, Inc.*",,Senior loan,,L + 4.75,,,6.00,,,06/2018,,,695,,,,690,,,,0.1,,,,695,
28,,,,,,,,,,,,,,29871,,,,29531,,,,3.7,,,,29871,
29,"Containers,  Packaging and Glass",,,,,,,,,,,,,,,,,,,,,,,,,,
30,Fort  Dearborn Company*^,,Senior loan,,L + 4.25,,,5.27,,,10/2017,,,552,,,,550,,,,0.1,,,,552,
31,Fort  Dearborn Company*^,,Senior loan,,L + 4.75,,,5.78,,,10/2018,,,2577,,,,2566,,,,0.3,,,,2577,
32,"Packaging  Coordinators, Inc.*",,Senior loan,,L + 4.25,,,5.25,,,08/2021,,,2843,,,,2820,,,,0.3,,,,2825,
33,"Packaging  Coordinators, Inc.",,Second lien,,L + 8.00,,,9.00,,,08/2022,,,10000,,,,9917,,,,1.2,,,,9850,
34,,,,,,,,,,,,,,15972,,,,15853,,,,1.9,,,,15804,
35,Diversified  Conglomerate Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"Chase  Industries, Inc.",,One stop,,L + 5.75,,,6.75,,,09/2020,,,3385,,,,3347,,,,0.4,,,,3385,
37,"Chase  Industries, Inc.",,One stop,,L + 5.75,,,6.75,,,09/2020,,,234,,,,217,,,,-,,,,234,
38,"Chase  Industries, Inc.*^",,One stop,,L + 5.75,,,6.75,,,09/2020,,,20827,,,,20664,,,,2.6,,,,20827,
39,"Harvey  Tool Company, LLC",,Senior loan,,L + 5.00,,,No Value,(5),,03/2019,,,-,,,,-,,,,-,,,,-,
40,"Harvey  Tool Company, LLC*",,Senior loan,,L + 5.00,,,6.00,,,03/2020,,,3131,,,,3102,,,,0.4,,,,3131,
41,"ICC-Nexergy,  Inc  (4)",,One stop,,L + 5.50,,,No Value,(5),,04/2020,,,-,,,,(3,,,,-,,,,-,
42,"ICC-Nexergy,  Inc^",,One stop,,L + 5.50,,,6.50,,,04/2020,,,8569,,,,8516,,,,1.0,,,,8569,
43,Onicon  Incorporated  (4),,One stop,,L + 6.00,,,No Value,(5),,04/2020,,,-,,,,(6,,,,-,,,,-,
44,Onicon  Incorporated*,,One stop,,L + 6.00,,,7.00,,,04/2020,,,9227,,,,9158,,,,1.1,,,,9227,
45,"Plex  Systems, Inc.  (4)",,One stop,,L + 7.50,,,No Value,(5),,06/2018,,,-,,,,(26,,,,-,,,,-,
46,"Plex  Systems, Inc.*^",,One stop,,L + 7.50,,,8.75,,,06/2018,,,18797,,,,18436,,,,2.3,,,,18797,
47,"Sunless  Merger Sub, Inc.",,Senior loan,,P + 4.00,,,7.50,,,07/2016,,,165,,,,165,,,,-,,,,147,
48,"Sunless  Merger Sub, Inc.*",,Senior loan,,L + 5.25,,,6.50,,,07/2016,,,1563,,,,1561,,,,0.2,,,,1250,
49,,,,,,,,,,,,,,65898,,,,65131,,,,8.0,,,,65567,
50,Diversified  Conglomerate Service,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"Accellos,  Inc.  (4)",,One stop,,L + 5.75,,,No Value,(5),,07/2020,,,-,,,,(16,,,,-,,,,-,
52,"Accellos,  Inc.*^",,One stop,,L + 5.75,,,6.75,,,07/2020,,,32040,,,,31740,,,,3.9,,,,32040,
53,"Actiance,  Inc.",,One stop,,L + 9.00,,,No Value,(5),,04/2018,,,-,,,,-,,,,-,,,,-,
54,"Actiance,  Inc.*^",,One stop,,L + 9.00,,,10.00,,,04/2018,,,2502,,,,2419,,,,0.3,,,,2502,
55,Agility  Recovery Solutions Inc.  (4),,One stop,,L + 6.50,,,No Value,(5),,03/2020,,,-,,,,(6,,,,-,,,,-,
56,Agility  Recovery Solutions Inc.*^,,One stop,,L + 6.50,,,7.50,,,03/2020,,,10325,,,,10239,,,,1.3,,,,10325,
57,Bomgar  Corporation  (4),,One stop,,L + 6.00,,,No Value,(5),,09/2020,,,-,,,,(19,,,,-,,,,-,
58,Bomgar  Corporation*,,One stop,,L + 6.00,,,7.00,,,09/2020,,,29564,,,,29110,,,,3.6,,,,29564,
59,"Daxko,  LLC  (4)",,One stop,,L + 5.75,,,No Value,(5),,03/2020,,,-,,,,(24,,,,-,,,,(16,
60,"Daxko,  LLC*^",,One stop,,L + 5.75,,,6.75,,,03/2020,,,29015,,,,28684,,,,3.5,,,,28809,
61,"DTI Holdco,  Inc.",,Senior loan,,L + 5.00,,,6.00,,,08/2020,,,7874,,,,7804,,,,0.9,,,,7637,
62,"HealthcareSource  HR, Inc.  (4)",,One stop,,L + 6.75,,,No Value,(5),,05/2020,,,-,,,,(2,,,,-,,,,-,
63,,,,,Spread,,,,,,,,,,,,,Percentage,,,,,,,,,
64,,,Investment,,Above,,Interest,,,Maturity,,Principal / Par,,,,,,of,,,Fair,,,,,,
65,,,Type,,Index  (1),,Rate  (2),,,Date,,Amount,,,Cost,,,Net Assets,,,Value,,,,,,
66,"HealthcareSource  HR, Inc.",,One stop,,L + 6.75,,,7.75,,,05/2020,,,17859,,,,17485,,,,2.2,,,,17859,
67,"Host Analytics, Inc.  (4)",,One stop,,No Value,,,No Value,(5),,02/2020,,,-,,,,(5,,,,-,,,,-,
68,"Host Analytics, Inc.",,One stop,,No Value,,,8.50  cash/2.25 PIK,,02/2020,,,2977,,,,2934,,,,0.4,,,,2977,,
69,"Integration Appliance,  Inc.",,One stop,,L + 8.25,,,9.50,,,09/2018,,,899,,,,891,,,,0.1,,,,899,
70,"Integration Appliance,  Inc.*",,One stop,,L + 8.25,,,9.50,,,09/2020,,,719,,,,709,,,,0.1,,,,719,
71,"Integration Appliance,  Inc.",,One stop,,L + 8.25,,,9.50,,,06/2019,,,7914,,,,7776,,,,1.0,,,,7914,
72,"Integration Appliance,  Inc.",,One stop,,L + 8.25,,,9.50,,,09/2018,,,5396,,,,5322,,,,0.7,,,,5396,
73,"Jensen Hughes, Inc.  (4)",,Senior loan,,L + 5.00,,,No Value,(5),,12/2021,,,-,,,,(3,,,,-,,,,(3,
74,"Jensen Hughes, Inc.^",,Senior loan,,L + 5.00,,,6.00,,,12/2021,,,2360,,,,2336,,,,0.3,,,,2336,
75,Mediaocean LLC,,Senior loan,,L + 4.75,,,5.75,,,08/2022,,,168,,,,165,,,,-,,,,168,
76,"NetSmart Technologies,  Inc.",,One stop,,L + 5.25,,,6.25,,,02/2019,,,736,,,,719,,,,0.1,,,,736,
77,"NetSmart Technologies,  Inc.*^",,One stop,,L + 5.25,,,6.25,,,02/2019,,,14779,,,,14662,,,,1.8,,,,14779,
78,"Saldon Holdings, Inc.",,Senior loan,,L + 4.50,,,No Value,(5),,09/2021,,,-,,,,-,,,,-,,,,-,
79,"Saldon Holdings, Inc.",,Senior loan,,L + 5.00,,,6.00,,,09/2021,,,2928,,,,2900,,,,0.4,,,,2928,
80,"Secure-24, LLC  (4)",,One stop,,L + 6.00,,,No Value,(5),,08/2017,,,-,,,,(3,,,,-,,,,-,
81,"Secure-24, LLC*",,One stop,,L + 6.00,,,7.25,,,08/2017,,,10002,,,,9901,,,,1.2,,,,10002,
82,"Secure-24, LLC^",,One stop,,L + 6.00,,,7.25,,,08/2017,,,1463,,,,1452,,,,0.2,,,,1463,
83,"Severin Acquisition, LLC^",,Senior loan,,L + 5.00,,,6.00,,,07/2021,,,800,,,,793,,,,0.1,,,,813,
84,"Source Medical Solutions,  Inc.",,Second lien,,L + 8.00,,,9.00,,,03/2018,,,9294,,,,9200,,,,1.1,,,,9108,
85,"Steelwedge Software, Inc.",,One stop,,P + 8.75,,,No Value,(5),,09/2020,,,-,,,,-,,,,-,,,,-,
86,"Steelwedge Software, Inc.^",,One stop,,P + 8.75,,,10.25 cash/2.00 PIK,,09/2020,,,2164,,,,2071,,,,0.3,,,,2164,,
87,"TA MHI Buyer, Inc.",,One stop,,L + 6.50,,,No Value,(5),,09/2021,,,-,,,,-,,,,-,,,,-,
88,"TA MHI Buyer, Inc.^",,One stop,,L + 6.50,,,7.50,,,09/2021,,,8295,,,,8225,,,,1.0,,,,8295,
89,"Trintech, Inc.  (4)",,One stop,,L + 5.75,,,No Value,(5),,10/2021,,,-,,,,(1,,,,-,,,,-,
90,"Trintech, Inc.*",,One stop,,L + 5.75,,,6.75,,,10/2021,,,7355,,,,7266,,,,0.9,,,,7281,
91,"Vendavo, Inc.  (4)",,One stop,,L + 8.50,,,No Value,(5),,10/2019,,,-,,,,(12,,,,-,,,,-,
92,"Vendavo, Inc.",,One stop,,L + 8.50,,,9.50,,,10/2019,,,15501,,,,15237,,,,1.9,,,,15501,
93,Vendor Credentialing Service  LLC  (4),,One stop,,L + 5.00,,,No Value,(5),,11/2021,,,-,,,,(1,,,,-,,,,-,
94,Vendor Credentialing Service  LLC,,One stop,,L + 5.00,,,6.00,,,11/2021,,,5246,,,,5117,,,,0.6,,,,5193,
95,"Vitalyst, LLC",,Senior loan,,P + 4.25,,,7.75,,,09/2017,,,66,,,,65,,,,-,,,,60,
96,"Vitalyst,  LLC",,Senior loan,,L + 5.25,,,6.50,,,09/2017,,,1502,,,,1494,,,,0.2,,,,1472,
97,,,,,,,,,,,,,,229743,,,,226624,,,,28.1,,,,228921,
98,Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"Appriss Holdings, Inc.",,Senior loan,,L + 4.75,,,5.75,,,11/2020,,,902,,,,867,,,,0.1,,,,902,
100,"Appriss Holdings, Inc.*",,Senior loan,,L + 4.75,,,5.75,,,11/2020,,,20894,,,,20634,,,,2.6,,,,20894,
101,"Compusearch Software Holdings,  Inc.^",,Senior loan,,L + 4.50,,,5.50,,,05/2021,,,1318,,,,1315,,,,0.2,,,,1318,
102,"ECI Acquisition Holdings,  Inc.",,One stop,,L + 6.25,,,7.25,,,03/2019,,,1410,,,,1353,,,,0.2,,,,1410,
103,"ECI Acquisition Holdings,  Inc.  (4)",,One stop,,L + 6.25,,,No Value,(5),,03/2019,,,-,,,,(12,,,,-,,,,-,
104,"ECI Acquisition Holdings,  Inc.*^",,One stop,,L + 6.25,,,7.25,,,03/2019,,,21779,,,,21516,,,,2.7,,,,21779,
105,"Gamma Technologies, LLC  (4)",,One stop,,L + 5.50,,,No Value,(5),,06/2021,,,-,,,,(1,,,,-,,,,-,
106,"Gamma Technologies, LLC^",,One stop,,L + 5.50,,,6.50,,,06/2021,,,18138,,,,17972,,,,2.2,,,,18138,
107,Park Place Technologies  LLC  (4),,One stop,,L + 5.25,,,No Value,(5),,06/2022,,,-,,,,(2,,,,-,,,,(2,
108,Park Place Technologies  LLC*,,One stop,,L + 5.25,,,6.25,,,06/2022,,,12560,,,,12373,,,,1.5,,,,12434,
109,"Sloan Company, Inc., The",,One stop,,L + 6.25,,,7.25,,,04/2020,,,31,,,,30,,,,-,,,,27,
110,"Sloan Company, Inc., The",,One stop,,L + 6.25,,,7.25,,,04/2020,,,7570,,,,7489,,,,0.9,,,,6965,
111,Sovos Compliance  (4),,One stop,,L + 6.50,,,No Value,(5),,04/2022,,,-,,,,(5,,,,-,,,,-,
112,Sovos Compliance*^,,One stop,,L + 6.50,,,7.50,,,04/2022,,,19850,,,,19572,,,,2.4,,,,19850,
113,Sparta Holding Corporation  (4),,One stop,,L + 5.50,,,No Value,(5),,07/2020,,,-,,,,(29,,,,-,,,,-,
114,Sparta Holding Corporation*^,,One stop,,L + 5.50,,,6.50,,,07/2020,,,23066,,,,22847,,,,2.8,,,,23066,
115,Syncsort Incorporated  (4),,One stop,,L + 5.50,,,No Value,(5),,11/2021,,,-,,,,(2,,,,-,,,,(1,
116,Syncsort Incorporated*^,,One stop,,L + 5.50,,,6.50,,,11/2021,,,16735,,,,16407,,,,2.0,,,,16567,
117,"Systems Maintenance Services  Holding, Inc.^",,Senior loan,,L + 4.00,,,5.00,,,10/2019,,,2617,,,,2608,,,,0.3,,,,2617,
118,"Watchfire  Enterprises, Inc.",,Second lien,,L + 8.00,,,9.00,,,10/2021,,,9435,,,,9251,,,,1.2,,,,9435,
119,,,,,,,,,,,,,,156305,,,,154183,,,,19.1,,,,155399,
120,Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"MyWebGrocer, Inc.  (4)",,One stop,,L + 8.75,,,No Value,(5),,05/2018,,,-,,,,(10,,,,-,,,,(79,
122,"MyWebGrocer, Inc.^",,One stop,,L + 8.75,,,10.00,,,05/2018,,,14271,,,,14130,,,,1.7,,,,13557,
123,"Teasdale  Quality Foods, Inc.",,Senior loan,,L + 4.75,,,5.75,,,10/2020,,,557,,,,552,,,,0.1,,,,557,
124,,,,,,,,,,,,,,14828,,,,14672,,,,1.8,,,,14035,
125,"Healthcare,  Education and Childcare",,,,,,,,,,,,,,,,,,,,,,,,,,
126,"Active Day, Inc.  (4)",,One stop,,L + 6.00,,,No Value,(5),,12/2021,,,-,,,,(42,,,,-,,,,(24,
127,,,,,Spread,,,,,,,,,,,,,Percentage,,,,,,,,,
128,,,Investment,,Above,,Interest,,,Maturity,,Principal / Par,,,,,,of,,,Fair,,,,,,
129,,,Type,,Index  (1),,Rate  (2),,,Date,,Amount,,,Cost,,,Net Assets,,,Value,,,,,,
130,"Active Day,  Inc.  (4)",,One stop,,L + 6.00,,,N/A  (5),,,12/2021,,,-,,,,(2,,,,-,,,,(1,
131,"Active Day, Inc.",,One stop,,L + 6.00,,,7.00,,,12/2021,,,13640,,,,13269,,,,1.7,,,,13504,
132,"Agilitas USA, Inc.^",,Senior loan,,L + 4.00,,,5.00,,,10/2020,,,2124,,,,2108,,,,0.3,,,,2124,
133,"Argon Medical Devices,  Inc.",,Senior loan,,L + 4.75,,,5.75,,,12/2021,,,4000,,,,3960,,,,0.5,,,,3960,
134,"Avalign Technologies,  Inc.^",,Senior loan,,L + 4.50,,,5.50,,,07/2021,,,1136,,,,1131,,,,0.1,,,,1125,
135,"Avatar International,  LLC  (6)",,One stop,,L + 7.89,,,6.19  cash/2.95 PIK,,09/2016,,,1648,,,,1644,,,,0.1,,,,1004,,
136,"Avatar International,  LLC",,One stop,,L + 7.89,,,6.19  cash/2.95 PIK,,09/2016,,,658,,,,657,,,,0.1,,,,658,,
137,"Avatar International,  LLC  (6)",,One stop,,L + 7.89,,,6.19  cash/2.95 PIK,,09/2016,,,7641,,,,7615,,,,0.6,,,,4654,,
138,"California Cryobank, LLC^",,One stop,,L + 5.50,,,6.50,,,08/2019,,,1550,,,,1539,,,,0.2,,,,1550,
139,"California Cryobank, LLC",,One stop,,L + 5.50,,,6.50,,,08/2019,,,43,,,,42,,,,-,,,,43,
140,"California Cryobank, LLC",,One stop,,P + 4.25,,,7.75,,,08/2019,,,22,,,,20,,,,-,,,,22,
141,Certara L.P.  (4),,One stop,,L + 6.25,,,No Value,(5),,12/2018,,,-,,,,(13,,,,-,,,,-,
142,Certara L.P.*^,,One stop,,L + 6.25,,,7.25,,,12/2018,,,30770,,,,30502,,,,3.8,,,,30770,
143,"CLP Healthcare Services,  Inc.^",,Senior loan,,L + 4.75,,,5.75,,,12/2020,,,8743,,,,8659,,,,1.1,,,,8699,
144,"CPI Buyer, LLC (Cole-Parmer)*^",,Senior loan,,L + 4.50,,,5.50,,,08/2021,,,7920,,,,7666,,,,0.9,,,,7612,
145,Curo Health Services LLC,,Senior loan,,L + 5.50,,,6.50,,,02/2022,,,1985,,,,1968,,,,0.2,,,,1969,
146,"DCA Investment Holding,  LLC",,One stop,,P + 4.25,,,7.75,,,07/2021,,,3,,,,1,,,,-,,,,3,
147,"DCA Investment Holding,  LLC*",,One stop,,L + 5.25,,,6.25,,,07/2021,,,14299,,,,13970,,,,1.8,,,,14299,
148,Deca Dental Management  LLC  (4),,One stop,,L + 6.25,,,No Value,(5),,07/2020,,,-,,,,(10,,,,-,,,,-,
149,Deca Dental Management  LLC,,One stop,,L + 6.25,,,7.25,,,07/2020,,,20,,,,19,,,,-,,,,20,
150,Deca Dental Management  LLC*^,,One stop,,L + 6.25,,,7.25,,,07/2020,,,4178,,,,4120,,,,0.5,,,,4178,
151,Delta Educational Systems*,,Senior loan,,P + 4.75,,,8.25,,,12/2016,,,1528,,,,1519,,,,0.2,,,,1299,
152,Delta Educational Systems  (4),,Senior loan,,L + 6.00,,,No Value,(5),,12/2016,,,-,,,,-,,,,-,,,,(7,
153,Dental Holdings Corporation,,One stop,,L + 5.50,,,6.50,,,02/2020,,,484,,,,469,,,,0.1,,,,484,
154,Dental Holdings Corporation,,One stop,,P + 4.25,,,7.75,,,02/2020,,,242,,,,231,,,,-,,,,242,
155,Dental Holdings Corporation,,One stop,,L + 5.50,,,6.50,,,02/2020,,,7657,,,,7511,,,,0.9,,,,7657,
156,"Encore GC Acquisition,  LLC  (4)",,Senior loan,,L + 4.50,,,No Value,(5),,01/2020,,,-,,,,(8,,,,-,,,,-,
157,"Encore GC Acquisition,  LLC*",,Senior loan,,L + 4.50,,,5.50,,,01/2020,,,3475,,,,3433,,,,0.4,,,,3475,
158,"G & H Wire Company,  Inc.",,One stop,,P + 4.50,,,8.00,,,12/2017,,,321,,,,317,,,,-,,,,321,
159,"G & H Wire Company,  Inc.*^",,One stop,,L + 5.75,,,6.75,,,12/2017,,,13258,,,,13177,,,,1.6,,,,13258,
160,GSDM Holdings Corp.,,Senior loan,,L + 4.25,,,5.25,,,06/2019,,,868,,,,865,,,,0.1,,,,868,
161,"Joerns Healthcare, LLC*",,One stop,,L + 5.00,,,6.00,,,05/2020,,,3309,,,,3280,,,,0.4,,,,3287,
162,"Katena Holdings, Inc.  (4)",,One stop,,L + 6.25,,,No Value,(5),,06/2021,,,-,,,,(8,,,,-,,,,-,
163,"Katena Holdings, Inc.  (4)",,One stop,,L + 6.25,,,No Value,(5),,06/2021,,,-,,,,(1,,,,-,,,,-,
164,"Katena Holdings, Inc.^",,One stop,,L + 6.25,,,7.25,,,06/2021,,,8121,,,,8047,,,,1.0,,,,8121,
165,"Maverick Healthcare Group,  LLC*",,Senior loan,,L + 9.50,,,9.25  cash/2.00 PIK,,12/2016,,,1927,,,,1911,,,,0.2,,,,1927,,
166,"Pentec Acquisition Sub,  Inc.  (4)",,Senior loan,,L + 5.00,,,No Value,(5),,05/2017,,,-,,,,(1,,,,-,,,,-,
167,"Pentec Acquisition Sub,  Inc.*",,Senior loan,,L + 5.00,,,6.25,,,05/2018,,,1549,,,,1537,,,,0.2,,,,1549,
168,Premise Health Holding  Corp.  (4),,One stop,,L + 4.50,,,No Value,(5),,06/2020,,,-,,,,(19,,,,-,,,,-,
169,Premise Health Holding  Corp.,,One stop,,L + 4.50,,,5.50,,,06/2020,,,15000,,,,14902,,,,1.8,,,,15000,
170,"Radiology Partners, Inc.  (4)",,One stop,,L + 5.00,,,No Value,(5),,09/2020,,,-,,,,(36,,,,-,,,,-,
171,"Radiology Partners, Inc.  (4)",,One stop,,L + 5.00,,,No Value,(5),,09/2020,,,-,,,,(6,,,,-,,,,-,
172,"Radiology Partners, Inc.*^",,One stop,,L + 5.00,,,6.00,,,09/2020,,,16994,,,,16781,,,,2.1,,,,16994,
173,"Reliant Pro ReHab, LLC",,Senior loan,,P + 4.00,,,7.38,,,06/2017,,,197,,,,192,,,,-,,,,197,
174,"Reliant Pro ReHab, LLC*",,Senior loan,,L + 5.00,,,6.00,,,06/2017,,,3205,,,,3188,,,,0.4,,,,3205,
175,RXH Buyer Corporation  (4),,One stop,,L + 5.75,,,No Value,(5),,09/2021,,,-,,,,(53,,,,-,,,,-,
176,RXH Buyer Corporation,,One stop,,P + 4.75,,,8.25,,,09/2021,,,10,,,,6,,,,-,,,,10,
177,RXH Buyer Corporation*^,,One stop,,L + 5.75,,,6.75,,,09/2021,,,17568,,,,17235,,,,2.2,,,,17568,
178,Southern Anesthesia and  Surgical,,One stop,,L + 5.50,,,6.50,,,11/2017,,,2735,,,,2712,,,,0.3,,,,2735,
179,Southern Anesthesia and  Surgical  (4),,One stop,,L + 5.50,,,No Value,(5),,11/2017,,,-,,,,(6,,,,-,,,,-,
180,Southern Anesthesia and  Surgical,,One stop,,L + 5.50,,,6.50,,,11/2017,,,5624,,,,5564,,,,0.7,,,,5624,
181,"Surgical Information Systems,  LLC^",,Senior loan,,L + 3.00,,,4.01,,,09/2018,,,1906,,,,1903,,,,0.2,,,,1906,
182,"U.S. Anesthesia Partners,  Inc.",,One stop,,L + 5.00,,,6.00,,,12/2019,,,5927,,,,5905,,,,0.7,,,,5927,
183,"WIL Research Company,  Inc.*",,Senior loan,,L + 4.50,,,5.75,,,02/2018,,,754,,,,750,,,,0.1,,,,754,
184,"Young Innovations, Inc.  (4)",,Senior loan,,L + 3.25,,,No Value,(5),,01/2018,,,-,,,,-,,,,-,,,,(2,
185,"Young  Innovations, Inc.*",,Senior loan,,L + 4.25,,,5.25,,,01/2019,,,1755,,,,1745,,,,0.2,,,,1755,
186,,,,,,,,,,,,,,214794,,,,211865,,,,25.7,,,,210323,
187,"Home  and Office Furnishings, Housewares, and Durable Consumer",,,,,,,,,,,,,,,,,,,,,,,,,,
188,1A Smart Start LLC*,,Senior loan,,L + 4.75,,,5.75,,,02/2022,,,2132,,,,2112,,,,0.2,,,,2126,
189,"Floor & Decor Outlets  of America, Inc.*^",,One stop,,L + 6.50,,,7.75,,,05/2019,,,11101,,,,11024,,,,1.4,,,,11101,
190,"Plano Molding Company,  LLC*",,One stop,,L + 6.00,,,7.00,,,05/2021,,,18070,,,,17908,,,,2.2,,,,18070,
191,,,,,Spread,,,,,,,,,,,,,Percentage,,,,,,,,,
192,,,Investment,,Above,,Interest,,,Maturity,,Principal / Par,,,,,,of,,,Fair,,,,,,
193,,,Type,,Index  (1),,Rate  (2),,,Date,,Amount,,,Cost,,,Net Assets,,,Value,,,,,,
194,,,,,,,,,,,,,,31303,,,,31044,,,,3.8,,,,31297,
195,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,
196,"Captive Resources Midco,  LLC  (4)",,One stop,,L + 5.75,,,No Value,(5),,06/2020,,,-,,,,(21,,,,-,,,,-,
197,"Captive Resources Midco,  LLC  (4)",,One stop,,L + 5.75,,,No Value,(5),,06/2020,,,-,,,,(19,,,,-,,,,-,
198,"Captive Resources Midco,  LLC*^",,One stop,,L + 5.75,,,6.75,,,06/2020,,,26328,,,,26027,,,,3.2,,,,26328,
199,"Higginbotham Insurance  Agency, Inc.*",,Senior loan,,L + 5.25,,,6.25,,,11/2021,,,1311,,,,1298,,,,0.2,,,,1304,
200,"Internet Pipeline, Inc.  (4)",,One stop,,L + 7.25,,,No Value,(5),,08/2021,,,-,,,,(1,,,,-,,,,-,
201,"Internet Pipeline, Inc.",,One stop,,L + 7.25,,,8.25,,,08/2022,,,4948,,,,4819,,,,0.6,,,,4948,
202,"RSC Acquisition, Inc.  (4)",,Senior loan,,L + 5.25,,,No Value,(5),,11/2022,,,-,,,,(11,,,,-,,,,(5,
203,"RSC Acquisition, Inc.  (4)",,Senior loan,,L + 4.75,,,No Value,(5),,11/2020,,,-,,,,(1,,,,-,,,,-,
204,"RSC  Acquisition, Inc.",,Senior loan,,L + 5.25,,,6.25,,,11/2022,,,3453,,,,3376,,,,0.4,,,,3418,
205,,,,,,,,,,,,,,36040,,,,35467,,,,4.4,,,,35993,
206,Investment  Funds and Vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Senior  Loan Fund LLC  (3)(8),,Subordinated debt,,L + 8.00,,,8.19,,,05/2020,,,82730,,,,82730,,,,10.1,,,,82730,
208,"Leisure,  Amusement, Motion Pictures and Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,,
209,"Competitor Group, Inc.",,One stop,,L + 7.75,,,9.00,,,11/2018,,,1177,,,,1170,,,,0.1,,,,806,
210,"Competitor Group, Inc.*",,One stop,,L + 9.25,,,9.00  cash/1.50 PIK,,11/2018,,,12378,,,,12276,,,,1.1,,,,9284,,
211,"Self Esteem Brands, LLC  (4)",,Senior loan,,L + 4.00,,,No Value,(5),,02/2020,,,-,,,,(4,,,,-,,,,-,
212,"Self Esteem Brands, LLC^",,Senior loan,,L + 4.00,,,5.00,,,02/2020,,,3669,,,,3654,,,,0.4,,,,3669,
213,"Teaching Company, The  (4)",,One stop,,L + 6.25,,,No Value,(5),,08/2020,,,-,,,,(1,,,,-,,,,-,
