,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
46,"DiscoverOrg, LLC(+)",,Software,,L + 8.50(1.00Floor),,,02/23/2024,,,,59500,,,,58374,,,,58905,
47,Portfolio Company,,Industry,,Interest,,Maturity,,Par Amount,,,Cost,,,Fair Value,,,,,,
48,"DuBois Chemicals, Inc.(+) (3) (6)",,Chemicals,,L + 8.00(1.00Floor),,03/15/2025,,,20700,,,,20255,,,,20493,,,
49,"ERC Finance, LLC(+) (3)",,Health Care Providers & Services,,L + 8.00(1.00Floor),,09/21/2025,,,19800,,,,19356,,,,19355,,,
50,Global Tel*Link Corporation(+++),,Diversified Telecommunication Services,,L + 7.75(1.25Floor),,11/23/2020,,,28000,,,,27711,,,,27860,,,
51,IHS Intermediate Inc.(+++) (6),,Health Care Providers & Services,,L + 8.25(1.00Floor),,07/20/2022,,,10000,,,,9847,,,,9525,,,
52,"Market Track, LLC(+) (3) (6)",,Internet Catalog & Retail,,L + 7.75(1.00Floor),,06/05/2025,,,22200,,,,21553,,,,21534,,,
53,"MedPlast Holdings, Inc.(++) (6)",,Health Care Equipment & Supplies,,L + 8.75(1.00Floor),,06/06/2023,,,46500,,,,45418,,,,45453,,,
54,MPI Products LLC(+++) (6),,Auto Components,,L + 9.00(1.00Floor),,01/30/2020,,,20000,,,,19846,,,,19850,,,
55,"National Spine and Pain Centers, LLC(+++) (3) (6)",,Health Care Providers & Services,,L + 8.25(1.00Floor),,12/02/2024,,,19100,,,,18545,,,,18527,,,
56,"Oasis Outsourcing Holdings, Inc.(+) (3)",,Diversified Financial Services,,L + 7.25(1.00Floor),,07/01/2024,,,22760,,,,22427,,,,22419,,,
57,P2 Upstream Acquisition Co.(+++),,Software,,L + 8.00(1.00Floor),,04/30/2021,,,5000,,,,4971,,,,4758,,,
58,PPC Industries Inc.(+++) (3),,Containers & Packaging,,L + 8.00(1.00Floor),,05/08/2025,,,8330,,,,8250,,,,8309,,,
59,Reddy Ice Corporation(+++),,Food Products,,L + 9.50(1.25Floor),,11/01/2019,,,13500,,,,13240,,,,12656,,,
60,"Securus Technologies Holdings, Inc.(+++++)",,Diversified Telecommunication Services,,L + 7.75(1.25Floor),,04/30/2021,,,20000,,,,19874,,,,20017,,,
61,"SMB Shipping Logistics, LLC(++++) (3) (6)",,Air Freight & Logistics,,L + 8.75(1.00Floor),,02/03/2025,,,25000,,,,24647,,,,24625,,,
62,"SW Holdings, LLC(+++) (6)",,Media,,L + 8.75(1.00Floor),,12/30/2021,,,14265,,,,14057,,,,14051,,,
63,Zep Inc.(+) (3),,Chemicals,,L + 8.25(1.00Floor),,08/11/2025,,,23800,,,,23208,,,,23502,,,
64,Total 2nd Lien/Senior Secured Debt,,,,,,,,,,,418344,,,,419360,,,,,
65,Unsecured Debt – 0.45,,,,,,,,,,,,,,,,,,,,
66,"CB-HDT Holdings, Inc.^ (6)",,Aerospace & Defense,,12.00PIK,,12/15/2019,,,3300,,,,3300,,,,3300,,,
67,Total Unsecured Debt,,,,,,,,,,,3300,,,,3300,,,,,
68,Total Corporate Debt,,,,,,,,,,,1084787,,,,1052796,,,,,
69,Portfolio Company,,Industry,,Coupon,,,,Shares,,,Cost,,,Fair Value,,,,,,
70,Preferred Stock(1)– 1.70,,,,,,,,,,,,,,,,,,,,
71,"CB-HDT Holdings, Inc.^ (6) (8)",,Aerospace & Defense,,,,,,,1108333,,,,10185,,,,11815,,,
72,"Conergy Asia Holdings, Ltd.^ (7) (8) (13)",,Construction & Engineering,,,,,,,600000,,,,600,,,,600,,,
73,Kawa Solar Holdings Limited^ (6) (7) (10) (12),,Construction & Engineering,,8.00PIK,,,,,52899,,,,778,,,,0,,,
74,"NTS Communications, Inc.^ (6) (8)",,Diversified Telecommunication Services,,,,,,,263,,,,187,,,,0,,,
75,Total Preferred Stock,,,,,,,,,,,11750,,,,12415,,,,,
76,Common Stock(1)– 2.51,,,,,,,,,,,,,,,,,,,,
77,"CB-HDT Holdings, Inc.^ (6) (8)",,Aerospace & Defense,,,,,,,453383,,,,2393,,,,4833,,,
78,"Conergy Asia Holdings, Ltd.^ (6) (7) (8) (13)",,Construction & Engineering,,,,,,,2000,,,,4700,,,,3474,,,
79,Continuum Managed Services LLC -Class A(3) (6) (8),,IT Services,,,,,,,733,,,,733,,,,733,,,
80,Continuum Managed Services LLC -Class B(3) (6) (8),,IT Services,,,,,,,496698,,,,7,,,,7,,,
81,"Iracore International Holdings, Inc.^ (6) (8)",,Energy Equipment & Services,,,,,,,28898,,,,7003,,,,6213,,,
82,Kawa Solar Holdings Limited^(6) (7) (8)(12),,Construction & Engineering,,,,,,,1399556,,,,0,,,,0,,,
83,"myON, LLC(3) (6) (8)",,Internet Software & Services,,,,,,,16087,,,,600,,,,600,,,
84,"National Spine and Pain Centers, LLC(3) (6) (8)",,Health Care Providers & Services,,,,,,,600,,,,600,,,,600,,,
85,"NTS Communications, Inc.^ (6) (8)",,Diversified Telecommunication Services,,,,,,,595215,,,,3,,,,0,,,
86,"Prairie Provident Resources, Inc.^^^ (7) (8) (14)",,"Oil, Gas & Consumable Fuels",,,,,,,3579988,,,,9237,,,,1131,,,
87,"Yasso, Inc.(3) (6) (8)",,Food Products,,,,,,,850,,,,850,,,,771,,,
88,Total Common Stock,,,,,,,,,,,,,26126,,,,18362,,,
89,Portfolio Company,,,,,,,,LLC Interest,,,Cost,,,Fair Value,,,,,,
90,Investment Funds & Vehicles(1)– 13.01,,,,,,,,,,,,,,,,,,,,
91,"Senior Credit Fund, LLC^^ (7)",,,,,,,,,94342,,,,94342,,,,95114,,,
92,Total Investment Funds & Vehicles,,,,,,,,,,,94342,,,,95114,,,,,
93,,,,,Yield,,,,Shares,,,Cost,,,Fair Value,,,,,,
94,Investments in Affiliated Money Market Fund(1)– 0.00#*,,,,,,,,,,,,,,,,,,,,
95,Goldman Sachs Financial Square Government Fund - Institutional Shares,,0.91 (11),,,,,3420,,,,3,,,,3,,,,,
96,Total Investments in Affiliated Money Market Fund,,,,,,,,,,,3,,,,3,,,,,
97,TOTAL INVESTMENTS – 161.21,,,,,,,,,,,,,1217008,,,,1178690,,,
98,LIABILITIES IN EXCESS OF OTHER ASSETS – (61.21 ),,,,,,,,,,,,,"(447,531",,,,,,,
99,NET ASSETS – 100.00,,,,,,,,,,,,,,,,,731159,,,
