,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
26,"Brillio, LLC(2) (3) (4)",IT Services,5.75,L + 4.75,1.00,,02/06/25,,3710,,,1808,,,1827,,
27,"Bullhorn, Inc.(2) (4)",Professional Services,6.75,L + 5.75,1.00,,09/30/26,,26833,,,25653,,,26430,,
28,"Bullhorn, Inc.(2) (4)",Professional Services,6.75,L + 5.75,1.00,,09/30/26,,556,,,532,,,548,,
29,"Bullhorn, Inc.(2) (4)",Professional Services,6.75,L + 5.75,1.00,,09/30/26,,444,,,424,,,437,,
30,"Bullhorn, Inc.(2) (3) (4)",Professional Services,,L + 5.75,1.00,,09/30/26,,1232,,,(19,,,(18,,
31,"Bullhorn, Inc.(2) (3) (4)",Professional Services,,L + 5.75,1.00,,09/30/26,,1344,,,(21,,,(20,,
32,"Businessolver.com, Inc.(2) (4)",Health Care Technology,8.50,L + 7.50,1.00,,05/15/23,,42625,,,40448,,,42092,,
33,"Businessolver.com, Inc.(2) (4)",Health Care Technology,8.50,L + 7.50,1.00,,05/15/23,,11175,,,11003,,,11035,,
34,"Businessolver.com, Inc.(2) (4)",Health Care Technology,8.50,L + 7.50,1.00,,05/15/23,,6394,,,6066,,,6314,,
35,"Businessolver.com, Inc.(2) (3) (4)",Health Care Technology,,L + 7.50,1.00,,05/15/23,,5328,,,(101,,,(67,,
36,Capitol Imaging Acquisition Corp.(2),Health Care Providers & Services,7.50,L + 6.50,1.00,,10/01/26,,814,,,779,,,798,,
37,Capitol Imaging Acquisition Corp.(2) (3),Health Care Providers & Services,8.75,P + 5.50,,,,10/01/25,,180,,,19,,,19,
38,"CFS Management, LLC (dba Center for Sight Management)(2) (4)",Health Care Providers & Services,6.50,L + 5.50,1.00,,07/01/24,,11671,,,11090,,,11409,,
39,"CFS Management, LLC (dba Center for Sight Management)(2) (4)",Health Care Providers & Services,6.50,L + 5.50,1.00,,07/01/24,,3476,,,3303,,,3398,,
40,Chronicle Bidco Inc. (dba Lexitas)(2),Professional Services,7.00,L + 6.00,1.00,,11/14/25,,17127,,,16194,,,16699,,
41,Chronicle Bidco Inc. (dba Lexitas)(2),Professional Services,7.00,L + 6.00,1.00,,11/14/25,,11372,,,11095,,,11087,,
42,Chronicle Bidco Inc. (dba Lexitas)(2),Professional Services,7.00,L + 6.00,1.00,,11/14/25,,7214,,,6820,,,7034,,
43,Chronicle Bidco Inc. (dba Lexitas)(2) (3),Professional Services,7.00,L + 6.00,1.00,,11/14/25,,6318,,,89,,,(7,,
44,Chronicle Bidco Inc. (dba Lexitas)(2) (3),Professional Services,,L + 6.00,1.00,,11/14/25,,2180,,,(52,,,(55,,
45,"ConnectWise, LLC(2) (4)",IT Services,6.25,L + 5.25,1.00,,02/28/25,,33186,,,31844,,,32854,,
46,"ConnectWise, LLC(2) (3) (4)",IT Services,6.25,L + 5.25,1.00,,02/28/25,,2561,,,609,,,615,,
47,"Convene 237 Park Avenue, LLC (dba Convene)(2) (4)",Real Estate Management & Development,9.00,L + 7.50,1.50,,08/30/24,,52200,,,46177,,,41760,,
48,"Convene 237 Park Avenue, LLC (dba Convene)(2) (4)",Real Estate Management & Development,9.00,L + 7.50,1.50,,08/30/24,,15340,,,13563,,,12272,,
