,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
18,ATX Networks Corp.,,Communications Equipment,,9.10,,L + 7.00(incl. 1.00 PIK); 1.00Floor,,06/11/2021,,,466,,,,461,,,,436,,,
19,"Badger Sportswear, Inc.",,"Textiles, Apparel & Luxury Goods",,6.54,,L + 4.50 ; 1.00Floor,,09/11/2023,,,7150,,,,7106,,,,6793,,,
20,"Barbri, Inc.",,Media,,6.46,,L + 4.25 ; 1.00Floor,,12/01/2023,,,6243,,,,6220,,,,6150,,,
21,BJH Holdings III Corp.(3),,"Hotels, Restaurants & Leisure",,7.79,,L + 5.75,,08/19/2025,,,6224,,,,6163,,,,6162,,,
22,"Brillio, LLC(2) (3)",,IT Services,,6.79,,L + 4.75 ; 1.00Floor,,02/06/2025,,,4509,,,,4479,,,,4475,,,
23,"Brillio, LLC(2) (3) (5)",,IT Services,,,,L + 4.75 ; 1.00Floor,,02/06/2025,,,1510,,,,0,,,,(15,,,
24,"Bullhorn, Inc.(3) (8)",,Internet Software & Services,,,,L + 5.50 ; 1.00Floor,,10/01/2025,,,10995,,,,10830,,,,10830,,,
25,"Bullhorn, Inc.(3) (5) (8)",,Internet Software & Services,,,,L + 5.50 ; 1.00Floor,,10/01/2025,,,909,,,,0,,,,0,,,
26,"Bullhorn, Inc.(3) (5) (8)",,Internet Software & Services,,,,L + 5.50 ; 1.00Floor,,10/01/2025,,,545,,,,0,,,,0,,,
27,"Businessolver.com, Inc.(2) (3)",,Health Care Technology,,9.66,,L + 7.50 ; 1.00Floor,,05/15/2023,,,12549,,,,12356,,,,12329,,,
28,"Businessolver.com, Inc.(2) (3) (5)",,Health Care Technology,,9.66,,L + 7.50 ; 1.00Floor,,05/15/2023,,,1882,,,,1323,,,,1316,,,
29,"Businessolver.com, Inc.(2) (3) (5)",,Health Care Technology,,9.55,,L + 7.50 ; 1.00Floor,,05/15/2023,,,1569,,,,322,,,,318,,,
30,"CFS Management, LLC(3)",,Health Care Providers & Services,,7.95,,L + 5.75 ; 1.00Floor,,07/01/2024,,,4809,,,,4762,,,,4761,,,
31,"CFS Management, LLC(3) (5) (6)",,Health Care Providers & Services,,,,L + 5.75 ; 1.00Floor,,07/01/2024,,,1418,,,,(14,,,,(14,,,
32,"Clarkson Eyecare, LLC(3)",,Health Care Providers & Services,,8.37,,L + 6.25 ; 1.00Floor,,04/02/2021,,,7490,,,,7347,,,,7340,,,
33,"Clarkson Eyecare, LLC(3)",,Health Care Providers & Services,,8.39,,L + 6.25 ; 1.00Floor,,04/02/2021,,,4955,,,,4856,,,,4856,,,
34,"Collaborative Imaging,LLC^^^ (2) (3)",,Health Care Providers & Services,,8.76,,L + 6.50 ; 1.00Floor,,03/28/2025,,,8900,,,,8789,,,,8722,,,
35,Continuum Managed Services LLC(2) (3),,IT Services,,8.05,,L + 6.00 ; 1.00Floor,,06/08/2023,,,21173,,,,20778,,,,21173,,,
36,Continuum Managed Services LLC(2) (3),,IT Services,,8.05,,L + 6.00 ; 1.00Floor,,06/08/2023,,,6094,,,,5991,,,,6094,,,
37,Continuum Managed Services LLC(2) (3),,IT Services,,8.05,,L + 6.00 ; 1.00Floor,,06/08/2023,,,1786,,,,1755,,,,1786,,,
38,Continuum Managed Services LLC(2) (3) (5) (6),,IT Services,,,,L + 6.00 ; 1.00Floor,,06/08/2022,,,2220,,,,(33,,,,0,,,
39,"Convene 237 Park Avenue, LLC(3)",,Real Estate Management & Development,,9.54,,L + 7.50 ; 1.50Floor,,08/30/2024,,,21200,,,,20782,,,,20776,,,
40,"Convene 237 Park Avenue, LLC(3) (5) (6)",,Real Estate Management & Development,,,,L + 7.50 ; 1.50Floor,,08/30/2024,,,6220,,,,(61,,,,(62,,,
41,CorePower Yoga LLC(3),,Diversified Consumer Services,,6.61,,L + 4.50,,05/14/2025,,,8336,,,,8217,,,,8211,,,
42,CorePower Yoga LLC(3) (5) (6),,Diversified Consumer Services,,,,L + 4.75,,05/14/2025,,,678,,,,(10,,,,(10,,,
43,Portfolio Company,,Industry,,Interest Rate(+),,Reference Rate andSpread(+),,Maturity,,,Par Amount(++),,,Cost,,,Fair Value,,,,,
44,CorePower Yoga LLC(3) (5) (6),,Diversified Consumer Services,,,,L + 4.50,,,05/14/2025,,,,"$ 1,807",,,,(26,,,,(27,
45,CST Buyer Company(2),,Diversified Consumer Services,,7.04,,L + 5.00 ; 1.00Floor,,,03/01/2023,,,,9188,,,,9030,,,,9142,
46,CST Buyer Company(2) (5) (6),,Diversified Consumer Services,,,,L + 5.00 ; 1.00Floor,,,03/01/2023,,,,900,,,,(14,,,,(4,
47,"DDS USA Holding, Inc.(2) (3)",,Health Care Equipment & Supplies,,7.35,,L + 5.25 ; 1.00Floor,,,06/30/2022,,,,3815,,,,3800,,,,3795,
48,"DDS USA Holding, Inc.(2) (3)",,Health Care Equipment & Supplies,,7.35,,L + 5.25 ; 1.00Floor,,,06/30/2022,,,,3608,,,,3594,,,,3590,
49,"DDS USA Holding, Inc.(2) (3) (5) (6)",,Health Care Equipment & Supplies,,,,L + 5.25 ; 1.00Floor,,,06/30/2022,,,,1079,,,,(4,,,,(5,
50,Diligent Corporation(2) (3),,Professional Services,,7.75,,L + 5.50 ; 1.00Floor,,,04/14/2022,,,,"€ 16,057",,,,18407,,,,17326,
51,Diligent Corporation(2) (3) (5),,Professional Services,,7.73,,L + 5.50 ; 1.00Floor,,,04/14/2022,,,,8104,,,,2032,,,,2029,
52,Diligent Corporation(2) (3),,Professional Services,,7.81,,L + 5.50 ; 1.00Floor,,,04/14/2022,,,,1479,,,,1464,,,,1464,
53,Diligent Corporation(2) (3) (5),,Professional Services,,7.64,,L + 5.50 ; 1.00Floor,,,04/14/2022,,,,1300,,,,1121,,,,1131,
54,Diligent Corporation(2) (3),,Professional Services,,7.56,,L + 5.50 ; 1.00Floor,,,04/14/2022,,,,508,,,,502,,,,503,
55,Diligent Corporation(2) (3),,Professional Services,,7.81,,L + 5.50 ; 1.00Floor,,,04/14/2022,,,,246,,,,243,,,,243,
56,"DiscoverOrg, LLC(3)",,Software,,6.54,,L + 4.50,,,02/02/2026,,,,16119,,,,15969,,,,16043,
57,"DocuTAP, Inc.(2) (3)",,Health Care Technology,,7.79,,L + 5.75 ; 1.00Floor,,,05/12/2025,,,,24154,,,,23581,,,,23912,
58,"E2open, LLC(3)",,Software,,7.87,,L + 5.75 ; 1.00Floor,,,11/26/2024,,,,16300,,,,16143,,,,16137,
59,"Elemica Parent, Inc.(3)",,Chemicals,,7.65,,L + 5.50,,,09/18/2025,,,,2913,,,,2840,,,,2840,
60,"Elemica Parent, Inc.(3) (5)",,Chemicals,,7.63,,L + 5.50,,,09/18/2025,,,,380,,,,105,,,,105,
61,"Elemica Parent, Inc.(3) (5) (6)",,Chemicals,,,,L + 5.50,,,09/18/2025,,,,560,,,,(7,,,,(7,
62,"Empirix, Inc.(2) (3)",,Diversified Telecommunication Services,,8.36,,L + 6.25 ; 1.00Floor,,,09/25/2024,,,,22138,,,,21803,,,,21087,
63,"Empirix, Inc.(2) (3) (5) (6)",,Diversified Telecommunication Services,,,,L + 6.25 ; 1.00Floor,,,09/25/2023,,,,1300,,,,(18,,,,(62,
64,Fenergo Finance 3 Limited(2) (3) (9),,Diversified Financial Services,,8.31,,L + 6.25 ; 1.00Floor,,,09/05/2024,,,,"€ 17,800",,,,20379,,,,19207,
65,Fenergo Finance 3Limited(2) (3) (5) (6) (9),,Diversified Financial Services,,,,L + 6.25 ; 1.00Floor,,,09/05/2024,,,,1182,,,,(17,,,,(12,
66,Fenergo Finance 3Limited(2) (3) (5) (6) (9),,Diversified Financial Services,,,,L + 6.25 ; 1.00Floor,,,09/05/2024,,,,"€ 1,500",,,,(25,,,,(125,
67,FWR Holding Corporation(2),,"Hotels, Restaurants & Leisure",,7.55,,L + 5.50 ; 1.00Floor,,,08/21/2023,,,,4460,,,,4382,,,,4416,
68,FWR Holding Corporation(2),,"Hotels, Restaurants & Leisure",,7.55,,L + 5.50 ; 1.00Floor,,,08/21/2023,,,,891,,,,876,,,,882,
69,FWR Holding Corporation(2),,"Hotels, Restaurants & Leisure",,7.55,,L + 5.50 ; 1.00Floor,,,08/21/2023,,,,563,,,,554,,,,558,
70,FWR Holding Corporation(2) (5),,"Hotels, Restaurants & Leisure",,7.55,,L + 5.50 ; 1.00Floor,,,08/21/2023,,,,587,,,,137,,,,141,
71,"Gastro Health Holdco, LLC(2) (3)",,Health Care Providers & Services,,8.11,,L + 6.00 ; 1.00Floor,,,09/04/2024,,,,12661,,,,12444,,,,12440,
72,"Gastro Health Holdco, LLC(2) (3)",,Health Care Providers & Services,,8.12,,L + 6.00 ; 1.00Floor,,,09/04/2024,,,,5092,,,,5003,,,,5003,
73,"Gastro Health Holdco,LLC(2) (3) (5) (6)",,Health Care Providers & Services,,,,L + 6.00 ; 1.00Floor,,,09/04/2023,,,,2000,,,,(32,,,,(35,
74,"Gastro Health Holdco,LLC(2) (3) (5) (6)",,Health Care Providers & Services,,,,L + 6.00 ; 1.00Floor,,,09/04/2024,,,,4876,,,,(36,,,,(85,
75,"Gastro Health Holdco,LLC(2) (3) (5) (6)",,Health Care Providers & Services,,,,L + 6.00 ; 1.00Floor,,,09/04/2024,,,,5100,,,,(44,,,,(89,
76,GH Holding Company(2),,Real Estate Management & Development,,6.54,,L + 4.50,,,02/28/2023,,,,7388,,,,7361,,,,7351,
77,GI Revelation Acquisition LLC,,Internet Software & Services,,7.04,,L + 5.00,,,04/16/2025,,,,4694,,,,4674,,,,4486,
78,"GK Holdings, Inc.",,IT Services,,8.10,,L + 6.00 ; 1.00Floor,,,01/20/2021,,,,8572,,,,8557,,,,7012,
79,"GlobalTranz Enterprises, Inc.(3)",,Road & Rail,,7.06,,L + 5.00,,,05/15/2026,,,,7701,,,,7552,,,,7367,
80,"Granicus, Inc.(3)",,Software,,6.85,,L + 4.75 ; 1.00Floor,,,09/07/2022,,,,8336,,,,8265,,,,8252,
81,"Halo Branded Solutions, Inc.",,Commercial Services & Supplies,,6.54,,L + 4.50 ; 1.00Floor,,,06/30/2025,,,,8512,,,,8438,,,,8384,
82,"HS4 AcquisitionCo, Inc.(3)",,"Hotels, Restaurants & Leisure",,8.85,,L + 6.75 ; 1.00Floor,,,07/09/2025,,,,23157,,,,22708,,,,22694,
83,"HS4 AcquisitionCo, Inc.(3) (5) (6)",,"Hotels, Restaurants & Leisure",,,,L + 6.75 ; 1.00Floor,,,07/09/2025,,,,1883,,,,(36,,,,(38,
84,Portfolio Company,,Industry,,Interest Rate(+),,Reference Rate andSpread(+),,Maturity,,,Par Amount(++),,,Cost,,,Fair Value,,,,,
85,Hygiena Borrower LLC,,Life Sciences Tools & Services,,6.10,,L + 4.00 ; 1.00Floor,,,08/26/2022,,,,"$ 12,553",,,,12457,,,,12302,
86,Hygiena Borrower LLC(5) (6),,Life Sciences Tools & Services,,,,L + 4.00 ; 1.00Floor,,,08/26/2022,,,,715,,,,(4,,,,(14,
87,Hygiena Borrower LLC(5) (6),,Life Sciences Tools & Services,,,,L + 4.00 ; 1.00Floor,,,08/26/2022,,,,1313,,,,(12,,,,(26,
88,"iCIMS, Inc.(2) (3)",,Software,,8.56,,L + 6.50 ; 1.00Floor,,,09/12/2024,,,,29895,,,,29382,,,,29372,
89,"iCIMS, Inc.(2) (3)",,Software,,8.56,,L + 6.50 ; 1.00Floor,,,09/12/2024,,,,5506,,,,5400,,,,5409,
90,"iCIMS, Inc.(2) (3) (5) (6)",,Software,,,,L + 6.50 ; 1.00Floor,,,09/12/2024,,,,1868,,,,(31,,,,(33,
91,Infinity Sales Group(2) (4),,Media,,12.61,,L + 10.50 ; 1.00Floor,,,11/23/2020,,,,27491,,,,30941,,,,29965,
92,"Integral Ad Science, Inc.(2) (3)",,Media,,9.37,,L + 7.25(incl. 1.25PIK); 1.00Floor,,,07/19/2024,,,,23959,,,,23564,,,,23539,
93,"Integral Ad Science,Inc.(2) (3) (5) (6)",,Media,,,,L + 6.00 ; 1.00Floor,,,07/19/2023,,,,1815,,,,(28,,,,(32,
94,"Internet Truckstop Group,LLC(2) (3)",,Transportation Infrastructure,,7.61,,L + 5.50 ; 1.00Floor,,,04/02/2025,,,,22264,,,,21746,,,,21708,
95,"Internet Truckstop Group,LLC(2) (3) (5) (6)",,Transportation Infrastructure,,,,L + 5.50 ; 1.00Floor,,,04/02/2025,,,,1800,,,,(41,,,,(45,
96,"Iracore International Holdings, Inc.^ (2)",,Energy Equipment & Services,,11.13,,L + 9.00 ; 1.00Floor,,,04/12/2021,,,,3389,,,,3389,,,,3389,
97,Jill Acquisition LLC,,"Textiles, Apparel & Luxury Goods",,7.26,,L + 5.00 ; 1.00Floor,,,05/08/2022,,,,6861,,,,6835,,,,6305,
98,Kawa Solar HoldingsLimited^ (2) (9) (10),,Construction & Engineering,,,,,,,05/26/2020,,,,3917,,,,3603,,,,3855,
99,Kawa Solar HoldingsLimited^ (2) (9) (10),,Construction & Engineering,,,,,,,05/26/2020,,,,5201,,,,2683,,,,0,
100,Legacy Buyer Corp.(2),,Health Care Providers & Services,,10.11,,L + 8.00 ; 1.00Floor,,,10/24/2019,,,,20783,,,,20777,,,,20783,
101,Legacy Buyer Corp.(2) (5) (6),,Health Care Providers & Services,,,,L + 8.00 ; 1.00Floor,,,10/24/2019,,,,2500,,,,(1,,,,0,
102,"Lithium Technologies,Inc.(2) (3)",,Internet Software & Services,,10.04,,L + 8.00 ; 1.00Floor,,,10/03/2022,,,,38966,,,,38326,,,,38284,
103,"Lithium Technologies,Inc.(2) (3) (5)",,Internet Software & Services,,10.04,,L + 8.00 ; 1.00Floor,,,10/03/2022,,,,2684,,,,496,,,,490,
104,"Mailgun Technologies,Inc.(2) (3) (5)",,Internet Software & Services,,7.61,,L + 5.50 ; 1.00Floor,,,03/26/2025,,,,13124,,,,12879,,,,12862,
105,"Mailgun Technologies,Inc.(2) (3) (5)",,Internet Software & Services,,,,L + 5.50 ; 1.00Floor,,,03/26/2025,,,,2812,,,,0,,,,0,
106,"Mailgun Technologies,Inc.(2) (3) (5) (6)",,Internet Software & Services,,,,L + 5.50 ; 1.00Floor,,,03/26/2025,,,,1530,,,,(28,,,,(31,
107,"Mervin Manufacturing, Inc.(2)",,Leisure Equipment & Products,,9.54,,L + 7.50 ; 1.00Floor,,,09/30/2022,,,,10913,,,,10912,,,,10804,
108,"Midwest Transport, Inc.(2) (3)",,Road & Rail,,9.06,,L + 7.00 ; 1.00Floor,,,10/02/2023,,,,12065,,,,11964,,,,11944,
109,"MMIT Holdings, LLC(2) (3)",,Health Care Technology,,7.60,,L + 5.50 ; 1.00Floor,,,11/15/2024,,,,20765,,,,20386,,,,20402,
110,"MMIT Holdings,LLC(2) (3) (5) (6)",,Health Care Technology,,,,L + 5.50 ; 1.00Floor,,,11/15/2024,,,,3188,,,,(55,,,,(56,
111,Netvoyage Corporation(2) (3),,Software,,10.30,,L + 8.25 ; 1.00Floor,,,03/22/2024,,,,8536,,,,8416,,,,8429,
112,NetvoyageCorporation(2) (3) (5) (6),,Software,,,,L + 8.25 ; 1.00Floor,,,03/24/2022,,,,654,,,,(7,,,,(8,
113,"Output Services Group, Inc.",,Diversified Consumer Services,,6.54,,L + 4.50 ; 1.00Floor,,,03/27/2024,,,,3463,,,,3451,,,,2978,
114,"Output Services Group, Inc.(5)",,Diversified Consumer Services,,,,L + 4.50 ; 1.00Floor,,,03/27/2024,,,,513,,,,0,,,,(72,
115,Pathway Vet AllianceLLC(2) (3),,Health Care Providers & Services,,6.55,,L + 4.50,,,12/20/2024,,,,4783,,,,4740,,,,4735,
116,Pathway Vet AllianceLLC(2) (3) (5),,Health Care Providers & Services,,6.55,,L + 4.50,,,12/20/2024,,,,1690,,,,1295,,,,1292,
117,Pharmalogic Holdings Corp.(2),,Health Care Equipment & Supplies,,6.04,,L + 4.00,,,06/11/2023,,,,3247,,,,3240,,,,3230,
118,Pharmalogic Holdings Corp.(2),,Health Care Equipment & Supplies,,6.04,,L + 4.00,,,06/11/2023,,,,1764,,,,1761,,,,1755,
119,Pharmalogic Holdings Corp.(2),,Health Care Equipment & Supplies,,6.04,,L + 4.00,,,06/11/2023,,,,1733,,,,1725,,,,1725,
120,Pharmalogic Holdings Corp.(2),,Health Care Equipment & Supplies,,6.04,,L + 4.00,,,06/11/2023,,,,932,,,,930,,,,928,
121,Picture Head Midco LLC(2) (3),,Media,,8.79,,L + 6.75 ; 1.00Floor,,,08/31/2023,,,,18437,,,,18123,,,,18160,
122,Picture Head Midco LLC(2) (3),,Media,,8.81,,L + 6.75 ; 1.00Floor,,,08/31/2023,,,,1840,,,,1840,,,,1812,
123,"PlanSource Holdings, Inc.(2) (3)",,Health Care Technology,,8.81,,L + 6.25 ; 1.00Floor,,,04/22/2025,,,,22780,,,,22351,,,,22324,
124,"PlanSource Holdings,Inc.(2) (3) (5) (6)",,Health Care Technology,,,,L + 6.25 ; 1.00Floor,,,04/22/2025,,,,3142,,,,(58,,,,(63,
125,"Power Stop, LLC(3)",,Auto Components,,6.85,,L + 4.75,,,10/19/2025,,,,7543,,,,7526,,,,7468,
126,Portfolio Company,,Industry,,Interest Rate(+),,Reference Rate andSpread(+),,Maturity,,,Par Amount(++),,,Cost,,,Fair Value,,,,,
127,Professional PhysicalTherapy(2),,Health Care Providers & Services,,8.85,,L + 6.75(incl. 0.75PIK); 1.00Floor,,,12/16/2022,,,,"$ 5,828",,,,5065,,,,4954,
128,"Regulatory DataCorp, Inc.",,Diversified Financial Services,,6.60,,L + 4.50 ; 1.00Floor,,,09/21/2022,,,,2462,,,,2462,,,,2413,
129,"Riverpoint Medical, LLC(2) (3)",,Health Care Equipment & Supplies,,7.10,,L + 5.00 ; 1.00Floor,,,06/21/2025,,,,9020,,,,8977,,,,8930,
130,"Riverpoint Medical,LLC(2) (3) (5) (6)",,Health Care Equipment & Supplies,,,,L + 5.00 ; 1.00Floor,,,06/21/2025,,,,1644,,,,(8,,,,(16,
131,"SF Home Décor, LLC(2) (3)",,Household Products,,11.86,,L + 9.75 ; 1.00Floor,,,07/13/2022,,,,19260,,,,18801,,,,18634,
132,"Shopatron, LLC(2) (3)",,Internet & Catalog Retail,,11.83,,L + 9.50 ; 1.00Floor,,,12/18/2020,,,,4268,,,,4209,,,,4204,
133,"SMS Systems Maintenance Services, Inc.",,IT Services,,7.04,,L + 5.00 ; 1.00Floor,,,10/30/2023,,,,7294,,,,7270,,,,5677,
134,"SPay, Inc.(2) (3)",,Internet Software & Services,,7.80,,L + 5.75 ; 1.00Floor,,,06/17/2024,,,,10332,,,,10162,,,,9996,
135,"SPay, Inc.(2) (3) (5)",,Internet Software & Services,,7.90,,L + 5.75 ; 1.00Floor,,,06/17/2024,,,,1140,,,,742,,,,723,
136,"SPay, Inc.(2) (3)",,Internet Software & Services,,8.06,,L + 5.75 ; 1.00Floor,,,06/17/2024,,,,381,,,,378,,,,369,
137,"The Center for Orthopedic and Research Excellence, Inc.(3)",,Health Care Providers & Services,,7.56,,L + 5.50 ; 1.00Floor,,,08/15/2025,,,,13466,,,,13267,,,,13230,
138,"The Center for Orthopedic and Research Excellence, Inc.(3) (5)",,Health Care Providers & Services,,7.56,,L + 5.50 ; 1.00Floor,,,08/15/2025,,,,1857,,,,251,,,,246,
139,"The Center for Orthopedic and Research Excellence,Inc.(3) (5) (6)",,Health Care Providers & Services,,,,L + 5.50 ; 1.00Floor,,,08/15/2025,,,,4643,,,,(38,,,,(41,
140,Tronair Parent Inc.,,Air Freight & Logistics,,6.93,,L + 4.75 ; 1.00Floor,,,09/08/2023,,,,6790,,,,6749,,,,6111,
141,"U.S. Acute Care Solutions,LLC(2)",,Health Care Providers & Services,,8.20,,L + 6.00(incl. 1.00PIK); 1.00Floor,,,05/17/2021,,,,6321,,,,6295,,,,6068,
142,"US Med Acquisition, Inc.(2)",,Health Care Equipment & Supplies,,11.10,,L + 9.00 ; 1.00Floor,,,08/13/2021,,,,29721,,,,29494,,,,28830,
143,"VRC Companies, LLC(2)",,Commercial Services & Supplies,,8.54,,L + 6.50 ; 1.00Floor,,,03/31/2023,,,,18737,,,,18527,,,,18597,
144,"VRC Companies, LLC(2) (5)",,Commercial Services & Supplies,,9.33,,L + 6.50 ; 1.00Floor,,,03/31/2022,,,,882,,,,578,,,,581,
145,"WebPT, Inc.(3)",,Health Care Technology,,8.89,,L + 6.75 ; 1.00Floor,,,08/28/2024,,,,10192,,,,9991,,,,9988,
146,"WebPT, Inc.(3) (5) (6)",,Health Care Technology,,,,L + 6.75 ; 1.00Floor,,,08/28/2024,,,,1274,,,,(13,,,,(13,
147,"WebPT, Inc.(3) (5) (6)",,Health Care Technology,,,,L + 6.75 ; 1.00Floor,,,08/28/2024,,,,1062,,,,(21,,,,(21,
148,"Wine.com, LLC(2) (3)",,Beverages,,9.59,,L + 7.00 ; 1.00Floor,,,11/14/2024,,,,6400,,,,6287,,,,6272,
149,Wolfpack IP Co.(2) (3) (9),,Real Estate Management & Development,,8.56,,L + 6.50 ; 1.00Floor,,,06/13/2025,,,,31694,,,,31085,,,,31060,
150,Wolfpack IP Co.(2) (3) (5) (6) (9),,Real Estate Management & Development,,,,L + 6.50 ; 1.00Floor,,,06/13/2025,,,,3169,,,,(60,,,,(63,
151,"WorkForce Software, LLC(3)",,Software,,8.76,,L + 6.50 ; 1.00Floor,,,07/31/2025,,,,8735,,,,8564,,,,8560,
152,"WorkForce Software,LLC(3) (5) (6)",,Software,,,,L + 6.50 ; 1.00Floor,,,07/31/2025,,,,771,,,,(15,,,,(15,
153,"Wrike, Inc.(2) (3)",,Professional Services,,8.80,,L + 6.75 ; 1.00Floor,,,12/31/2024,,,,16223,,,,15930,,,,15899,
154,"Wrike, Inc.(2) (3) (5) (6)",,Professional Services,,,,L + 6.75 ; 1.00Floor,,,12/31/2024,,,,1600,,,,(28,,,,(32,
155,Xactly Corporation(2) (3),,Internet Software & Services,,9.30,,L + 7.25 ; 1.00Floor,,,07/29/2022,,,,27173,,,,26803,,,,26834,
156,Xactly Corporation(2) (3) (5) (6),,Internet Software & Services,,,,L + 7.25 ; 1.00Floor,,,07/29/2022,,,,1697,,,,(19,,,,(21,
157,"Yasso, Inc.(2) (3)",,Food Products,,9.79,,L + 7.75 ; 1.00Floor,,,03/23/2022,,,,8051,,,,7962,,,,7769,
158,Total 1st Lien/Senior Secured Debt,,,,,,,,1051036,,,,1036750,,,,,,,,,,
159,1stLien/Last-OutUnitranche(11)– 5.15,,,,,,,,,,,,,,,,,,,,,,
160,"Doxim, Inc.(2) (3)",,Diversified Financial Services,,8.10,,L + 6.00 ; 1.00Floor,,,02/28/2024,,,,11900,,,,11596,,,,11573,
161,"Doxim, Inc.(2) (3)",,Diversified Financial Services,,8.15,,L + 6.00 ; 1.00Floor,,,02/28/2024,,,,624,,,,609,,,,607,
162,"RugsUSA, LLC(2) (3)",,Household Products,,8.55,,L + 6.50 ; 1.00Floor,,,04/30/2023,,,,5840,,,,5796,,,,5796,
163,"Smarsh, Inc.(2) (3)",,Software,,9.93,,L + 7.88 ; 1.00Floor,,,03/31/2021,,,,17445,,,,17311,,,,17314,
164,Total 1stLien/Last-OutUnitranche,,,,,,,,35312,,,,35290,,,,,,,,,,
165,2nd Lien/Senior Secured Debt– 36.69,,,,,,,,,,,,,,,,,,,,,,
166,"American Dental Partners,Inc.(2) (3)",,Health Care Providers & Services,,10.60,,L + 8.50 ; 1.00Floor,,,09/25/2023,,,,5738,,,,5638,,,,5637,
167,"Bolttech Mannings, Inc.^^ (2)",,Commercial Services & Supplies,,10.13,,L + 8.00PIK,,,11/19/2021,,,,22867,,,,22868,,,,22639,
168,"DiscoverOrg, LLC(3)",,Software,,10.60,,L + 8.50,,,02/01/2027,,,,10000,,,,9858,,,,9917,
169,Portfolio Company,,Industry,,Interest Rate(+),,Reference Rate andSpread(+),,Maturity,,,Par Amount(++),,,Cost,,,Fair Value,,,,,
170,"ERC Finance, LLC(2) (3)",,Health Care Providers & Services,,10.26,,L + 8.22 ; 1.00Floor,,,09/22/2025,,,,"$ 19,800",,,,19436,,,,19454,
171,Genesis Acquisition Co.(2) (3),,Diversified Financial Services,,9.82,,L + 7.50,,,07/31/2025,,,,7000,,,,6846,,,,6825,
172,Genesis Acquisition Co.(2) (3) (5) (6),,Diversified Financial Services,,,,L + 7.50,,,07/31/2025,,,,1800,,,,(19,,,,(45,
173,"GK Holdings, Inc.",,IT Services,,12.35,,L + 10.25 ; 1.00Floor,,,01/20/2022,,,,3000,,,,2975,,,,2250,
174,Hygiena Borrower LLC(2),,Life Sciences Tools & Services,,9.85,,L + 7.75 ; 1.00Floor,,,08/26/2023,,,,1860,,,,1830,,,,1827,
175,Hygiena Borrower LLC(2) (5),,Life Sciences Tools & Services,,10.08,,L + 7.75 ; 1.00Floor,,,08/26/2023,,,,680,,,,91,,,,85,
