,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
49,Total Corporate Debt,,,,1073403,,,,1035982,,,,,,,,,,,,
50,Portfolio Company,,Industry,,Coupon,,,,,Shares,,,Cost,,,Fair Value,,,,,
51,Preferred Stock(1)– 4.77,,,,,,,,,,,,,,,,,,,,
52,"CB-HDT Holdings, Inc.^ (7)",,Aerospace & Defense,,,,,,,,,1108333,,,,10186,,,,11084,
53,Crowley Holdings Preferred LLC(2),,Marine,,12.00(Includes 2PIK),,,,,,,21137,,,,21137,,,,21137,
54,"NTS Communications, Inc.^ (7)",,Diversified Telecommunication Services,,,,,,,,,263,,,,187,,,,0,
55,Total Preferred Stock,,,,,,,,,,,,,,,31510,,,,32221,
56,Common Stock(1)– 0.74,,,,,,,,,,,,,,,,,,,,
57,"CB-HDT Holdings, Inc.^ (7)",,Aerospace & Defense,,,,,,,,,453383,,,,2392,,,,2392,
58,Kawa Solar Holdings Limited^ (5) (7),,Construction & Engineering,,,,,,,,,1399556,,,,0,,,,0,
59,"NTS Communications, Inc.^ (7)",,Diversified Telecommunication Services,,,,,,,,,595215,,,,3,,,,0,
60,"Prairie Provident Resources, Inc.^ (5) (7)",,"Oil, Gas & Consumable Fuels",,,,,,,,,3579989,,,,9237,,,,2621,
61,Total Common Stock,,,,11632,,,,5013,,,,,,,,,,,,
62,Portfolio Company,,,,,,,,,LLC Interest,,,Cost,,,Fair Value,,,,,
63,Investment Funds & Vehicles(1)– 10.34,,,,,,,,,,,,,,,,,,,,
64,"Senior Credit Fund, LLC^^ (5)",,,,,,,,,,,69092,,,,69092,,,,69752,
65,Total Investment Funds & Vehicles,,,,69092,,,,69752,,,,,,,,,,,,
66,,,,,Yield,,,,,Shares,,,Cost,,,Fair Value,,,,,
67,Investments in Affiliated Money Market Fund(1)– 0.00#,,,,,,,,,,,,,,,,,,,,
68,Goldman Sachs Financial Square Government Fund,,0.30 (9),,,,,,,2647,,,,3,,,,3,,,
69,Total Investments in Affiliated Money Market Fund,,,,,,,,,,,,,3,,,,3,,,
70,TOTAL INVESTMENTS – 169.34,,,,,,,,,,,,,,,1185640,,,,1142971,
71,LIABILITIES IN EXCESS OF OTHER ASSETS – (69.34 ),,,,,,,,,,,,,,,,,"(468,001",,,
72,NET ASSETS – 100.00,,,,,,,,,,,,,,,,,,,674970,
73,#,,Percentages are based on net assets.,,,,,,,,,,,,,,,,,,
