,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
48,Washington Inventory Service(++),,Professional Services,,L + 9.00(1.25Floor),,,06/20/2019,,,,24800,,,,24959,,,,19840,
49,Total 2nd Lien/Senior Secured Debt,,,,,,,,,,,,,,,327103,,,,291787,
50,Total Corporate Debt,,,,,,,,,,,,,,,1059617,,,,1009121,
51,Portfolio Company,,Industry,,Coupon,,,,,Shares,,,Cost,,,Fair Value,,,,,
52,Preferred Stock(1)- 3.63,,,,,,,,,,,,,,,,,,,,
53,Crowley Holdings Preferred LLC(2),,Marine,,12.00(Includes 2PIK),,,,,,,20927,,,,20927,,,,20928,
54,"Lone Pine Resources CDA, Ltd.^ (3) (7) (9)",,"Oil, Gas & Consumable Fuels",,10.00,,,,,,,3745909,,,,4791,,,,3653,
55,Total Preferred Stock,,,,,,,,,,,,,,,25718,,,,24581,
56,Common Stock(1)- 0.00,,,,,,,,,,,,,,,,,,,,
57,"Lone Pine Resources CDA, Ltd.^ (3) (7) (10)",,"Oil, Gas & Consumable Fuels",,,,,,,,,972919,,,,4446,,,,0,
58,Total Common Stock,,,,,,,,,,,,,,,4446,,,,0,
59,Portfolio Company,,,,,,,,,LLC Interest,,,Cost,,,Fair Value,,,,,
60,Investment Funds & Vehicles(1)- 7.82,,,,,,,,,,,,,,,,,,,,
61,"Senior Credit Fund, LLC^^ (3)",,,,,,,,,,,54342,,,,54342,,,,52971,
62,Total Investment Funds & Vehicles,,,,,,,,,,,,,,,54342,,,,52971,
63,,,,,Yield,,,,,Shares,,,Cost,,,Fair Value,,,,,
64,Investments in Affiliated Money Market Fund(1)- 1.98#,,,,,,,,,,,,,,,,,,,,
65,Goldman Sachs Financial Square Government Fund,,,,0.26 (11),,,,,,,13445276,,,,13445,,,,13445,
66,Total Investments in Affiliated Money Market Fund,,,,,,,,,,,,,,,13445,,,,13445,
67,TOTAL INVESTMENTS - 162.33,,,,,,,,,,,,,,,1157568,,,,1100118,
68,LIABILITIES IN EXCESS OF OTHER ASSETS - (62.33 ),,,,,,,,,,,,,,,"(422,405",,,,,
69,NET ASSETS - 100.00,,,,,,,,,,,,,,,,,,,677713,
70,,(+++),"The interest rate on these loans is subject to a base rate plus 6 month LIBOR, which as of March 31, 2016 was 0.90 . As the interest rate is subject to a minimum LIBOR floor which was greater than the 6 month LIBOR rate at March 31, 2016, the prevailing rate in effect as of March 31, 2016 was the base rate plus the LIBOR floor.",,,,,,,,,,,,,,,,,,
