,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
101,"MMIT Holdings, LLC (dba Managed Markets Insight & Technology)",Health Care Technology,7.25,L + 6.25,1.00,09/15/27,,66138,,,64914,,,65145,,(2) (3)
102,Investment *#,Industry,InterestRate (+),Reference Rateand Spread (+),Floor(+),Maturity,Par(++),,Cost,,FairValue,,Footnotes,,,
103,"MMIT Holdings, LLC (dba Managed Markets Insight & Technology)",Health Care Technology,7.25,L + 6.25,1.00,09/15/27,,6895,,,6766,,,6792,,(2) (3)
104,"MMIT Holdings, LLC (dba Managed Markets Insight & Technology)",Health Care Technology,,L + 6.25,1.00,09/15/27,,5923,,,(108,,,(89,,(2) (3) (4)
105,MRI Software LLC,Real Estate Mgmt. & Development,6.51,L + 5.50,1.00,02/10/26,,23398,,,22436,,,23242,,
106,MRI Software LLC,Real Estate Mgmt. & Development,6.51,L + 5.50,1.00,02/10/26,,5306,,,5292,,,5270,,
107,MRI Software LLC,Real Estate Mgmt. & Development,,L + 5.50,1.00,02/10/26,,1280,,,(11,,,(9,,(4)
108,MRI Software LLC,Real Estate Mgmt. & Development,,L + 5.50,1.00,02/10/26,,1612,,,(29,,,(11,,(4)
109,"NFM & J, L.P. (dba the Facilities Group)",Professional Services,6.75,L + 5.75,1.00,11/30/27,,17210,,,16882,,,16866,,(2) (3)
110,"NFM & J, L.P. (dba the Facilities Group)",Professional Services,6.75,L + 5.75,1.00,11/30/27,,17431,,,8455,,,8356,,(2) (3) (4)
111,"NFM & J, L.P. (dba the Facilities Group)",Professional Services,6.75,L + 5.75,1.00,11/30/27,,2992,,,891,,,888,,(2) (3) (4)
112,One GI LLC,Health Care Providers & Services,7.75,L + 6.75,1.00,12/22/25,,22818,,,22456,,,22304,,(2) (3)
113,One GI LLC,Health Care Providers & Services,7.75,L + 6.75,1.00,12/22/25,,12178,,,11949,,,11904,,(2) (3)
114,One GI LLC,Health Care Providers & Services,7.75,L + 6.75,1.00,12/22/25,,9381,,,9234,,,9170,,(2) (3)
115,One GI LLC,Health Care Providers & Services,,L + 6.75,1.00,12/22/25,,3610,,,(58,,,(81,,(2) (3) (4)
116,One GI LLC,Health Care Providers & Services,,L + 6.75,1.00,12/22/25,,6659,,,(62,,,(150,,(2) (3) (4)
117,"Output Services Group, Inc.",Diversified Consumer Services,5.50,L + 4.50,1.00,03/27/24,,3852,,,3845,,,2949,,
118,Picture Head Midco LLC,Entertainment,7.75,S + 6.75,1.00,08/31/23,,45651,,,43545,,,45309,,(2) (3)
119,"Pioneer Buyer I, LLC",Software,7.75,L + 7.00PIK,0.75,11/01/28,,24482,,,24029,,,23992,,(2) (3)
120,"Pioneer Buyer I, LLC",Software,,L + 7.00,0.75,11/01/27,,4300,,,(80,,,(86,,(2) (3) (4)
121,"PlanSource Holdings, Inc.",Health Care Technology,7.25,L + 6.25,1.00,04/22/25,,56720,,,54313,,,56011,,(2) (3)
122,"PlanSource Holdings, Inc.",Health Care Technology,7.25,L + 6.25,1.00,04/22/25,,905,,,892,,,893,,(2) (3)
123,"PlanSource Holdings, Inc.",Health Care Technology,7.25,L + 6.25,1.00,04/22/25,,905,,,891,,,893,,(2) (3)
124,"PlanSource Holdings, Inc.",Health Care Technology,,L + 6.25,1.00,04/22/25,,7824,,,(163,,,(98,,(2) (3) (4)
125,"Pluralsight, Inc",Professional Services,9.00,L + 8.00,1.00,04/06/27,,75915,,,74583,,,74586,,(2) (3)
126,"Pluralsight, Inc",Professional Services,,L + 8.00,1.00,04/06/27,,5100,,,(86,,,(89,,(2) (3) (4)
127,"Premier Care Dental Management, LLC",Health Care Providers & Services,6.50,L + 5.75,0.75,08/05/28,,18776,,,18429,,,18354,,(2) (3)
128,"Premier Care Dental Management, LLC",Health Care Providers & Services,6.50,L + 5.75,0.75,08/05/28,,10168,,,2604,,,2461,,(2) (3) (4)
129,"Premier Care Dental Management, LLC",Health Care Providers & Services,6.50,L + 5.75,0.75,08/05/27,,3052,,,922,,,908,,(2) (3) (4)
130,"Premier Imaging, LLC (dba Lucid Health)",Health Care Providers & Services,7.00,L + 6.00,1.00,01/02/25,,27277,,,26086,,,26868,,(2) (3)
131,"Premier Imaging, LLC (dba Lucid Health)",Health Care Providers & Services,7.00,L + 6.00,1.00,01/02/25,,7616,,,7512,,,7502,,(2) (3)
132,"Premier Imaging, LLC (dba Lucid Health)",Health Care Providers & Services,7.00,L + 6.00,1.00,01/02/25,,6139,,,6054,,,6047,,(2) (3)
133,"Premier Imaging, LLC (dba Lucid Health)",Health Care Providers & Services,7.00,L + 6.00,1.00,01/02/25,,5774,,,1227,,,1220,,(2) (3) (4)
134,Professional Physical Therapy,Health Care Providers & Services,9.50,L + 8.50(incl. 2.50PIK),1.00,12/16/22,,5975,,,5803,,,5139,,(3)
135,"Project Eagle Holdings, LLC (dba Exostar)",Aerospace & Defense,7.76,L + 6.75,1.01,07/06/26,,35628,,,34975,,,34916,,(2) (3)
136,"Project Eagle Holdings, LLC (dba Exostar)",Aerospace & Defense,,L + 6.75,1.00,07/06/26,,75,,,(1,,,(2,,(2) (3) (4)
137,Prophix Software Inc. (dba Pound Bidco),Diversified Financial Services,7.50,L + 6.50,1.00,01/30/26,,18948,,,18645,,,18901,,(1) (2) (3)
138,Prophix Software Inc. (dba Pound Bidco),Diversified Financial Services,7.50,L + 6.50,1.00,01/30/26,,7752,,,7611,,,7733,,(1) (2) (3)
139,Prophix Software Inc. (dba Pound Bidco),Diversified Financial Services,,L + 6.50,1.00,01/30/26,,3445,,,(53,,,(9,,(1) (2) (3) (4)
140,"PT Intermediate Holdings III, LLC (dba Parts Town)",Trading Companies & Distributors,6.51,L + 5.50,1.00,11/01/28,,22962,,,22743,,,22790,,(2)
141,"PT Intermediate Holdings III, LLC (dba Parts Town)",Trading Companies & Distributors,6.51,L + 5.50,1.00,11/01/28,,1975,,,1956,,,1960,,(2)
142,"PT Intermediate Holdings III, LLC (dba Parts Town)",Trading Companies & Distributors,6.51,L + 5.50,1.00,11/01/28,,1411,,,1397,,,1400,,(2)
143,"PT Intermediate Holdings III, LLC (dba Parts Town)",Trading Companies & Distributors,,L + 5.50,1.00,11/01/28,,2040,,,0,,,5,,(2) (4)
144,"Purfoods, LLC",Health Care Providers & Services,7.00,L + 6.00,1.00,08/12/26,,591,,,569,,,590,,(2) (3)
145,"Purfoods, LLC",Health Care Providers & Services,7.25,L + 6.25,1.00,08/12/26,,399,,,243,,,248,,(2) (3) (4)
146,"Qualawash Holdings, LLC",Commercial Services & Supplies,,L + 5.75,1.00,08/31/24,,2859,,,0,,,0,,(2) (4)
147,"Qualawash Holdings, LLC",Commercial Services & Supplies,,L + 5.75,1.00,08/31/24,,11407,,,0,,,0,,(2) (4)
148,Investment *#,Industry,InterestRate (+),Reference Rateand Spread (+),Floor(+),Maturity,Par(++),,Cost,,FairValue,,Footnotes,,,
149,"Qualawash Holdings, LLC",Commercial Services & Supplies,,L + 5.75,1.00,08/31/24,,2859,,,0,,,0,,(2) (4)
150,"Riverpoint Medical, LLC",Health Care Equipment & Supplies,6.75,L + 5.75,1.00,06/21/25,,21897,,,21019,,,21787,,(2) (3)
151,"Riverpoint Medical, LLC",Health Care Equipment & Supplies,6.75,L + 5.75,1.00,06/21/25,,1658,,,1641,,,1650,,(2) (3)
152,"Riverpoint Medical, LLC",Health Care Equipment & Supplies,,L + 5.75,1.00,06/21/25,,4094,,,(68,,,(20,,(2) (3) (4)
153,Rodeo Buyer Company (dba Absorb Software),Professional Services,7.26,L + 6.25,1.01,05/25/27,,21167,,,20792,,,20796,,(1) (2) (3)
154,Rodeo Buyer Company (dba Absorb Software),Professional Services,,L + 6.25,1.00,05/25/27,,3387,,,(58,,,(59,,(1) (2) (3) (4)
155,"Smarsh, Inc.",Software,7.25,S + 6.50,0.75,02/16/29,,26667,,,26403,,,26400,,
156,"Smarsh, Inc.",Software,,S + 6.50,0.75,02/16/29,,1667,,,(16,,,(17,,(4)
157,"Smarsh, Inc.",Software,,S + 6.50,0.75,02/16/29,,6667,,,(33,,,(33,,(4)
158,"SPay, Inc. (dba Stack Sports)",Interactive Media & Services,10.25,L + 9.25(incl. 3.50PIK),1.00,06/17/24,,28737,,,27056,,,27156,,(2) (3)
159,"SPay, Inc. (dba Stack Sports)",Interactive Media & Services,10.25,L + 9.25(incl. 3.50PIK),1.00,06/17/24,,2059,,,1935,,,1945,,(2) (3)
160,"SPay, Inc. (dba Stack Sports)",Interactive Media & Services,10.25,L + 9.25(incl. 3.50PIK),1.00,06/17/24,,1030,,,968,,,973,,(2) (3)
161,"SpendMend, LLC",Health Care Providers & Services,6.75,S + 5.75,1.00,03/01/28,,639,,,628,,,628,,(2)
162,"SpendMend, LLC",Health Care Providers & Services,6.75,S + 5.75,1.00,03/01/28,,83,,,10,,,10,,(2) (4)
163,"SpendMend, LLC",Health Care Providers & Services,,S + 5.75,1.00,03/01/28,,278,,,(2,,,(2,,(2) (4)
164,"StarCompliance Intermediate, LLC",Diversified Financial Services,7.75,L + 6.75,1.00,01/12/27,,15600,,,15340,,,15405,,(2) (3)
165,"StarCompliance Intermediate, LLC",Diversified Financial Services,7.75,L + 6.75,1.00,01/12/27,,2514,,,2467,,,2482,,(2) (3)
166,"StarCompliance Intermediate, LLC",Diversified Financial Services,,L + 6.75,1.00,01/12/27,,2500,,,(40,,,(31,,(2) (3) (4)
167,"Sundance Group Holdings, Inc. (dba NetDocuments)",Software,7.50,L + 6.50,1.00,07/02/27,,41043,,,40471,,,40427,,(2) (3)
168,"Sundance Group Holdings, Inc. (dba NetDocuments)",Software,7.50,L + 6.50,1.00,07/02/27,,4925,,,1082,,,1075,,(2) (3) (4)
169,"Sundance Group Holdings, Inc. (dba NetDocuments)",Software,,L + 6.75,1.00,07/02/27,,12313,,,(84,,,(185,,(2) (3) (4)
170,"Sunstar Insurance Group, LLC",Insurance,6.76,L + 5.75,1.01,10/09/26,,20601,,,8488,,,8453,,(2) (3) (4)
171,"Sunstar Insurance Group, LLC",Insurance,6.76,L + 5.75,1.00,10/09/26,,4066,,,4017,,,4025,,(2) (3)
172,"Sunstar Insurance Group, LLC",Insurance,6.76,L + 5.75,1.00,10/09/26,,341,,,336,,,338,,(2) (3)
173,"Sunstar Insurance Group, LLC",Insurance,,L + 5.75,1.00,10/09/26,,111,,,(2,,,(1,,(2) (3) (4)
174,"Superman Holdings, LLC (dba Foundation Software)",Construction & Engineering,6.75,L + 5.75,1.00,08/31/27,,31716,,,31104,,,30923,,(2) (3)
175,"Superman Holdings, LLC (dba Foundation Software)",Construction & Engineering,7.50,L + 6.50,1.00,08/31/27,,959,,,923,,,935,,(2) (3)
176,"Superman Holdings, LLC (dba Foundation Software)",Construction & Engineering,,L + 5.75,1.00,08/31/26,,122,,,(2,,,(3,,(2) (3) (4)
177,Sweep Purchaser LLC,Commercial Services & Supplies,6.76,L + 5.75,1.00,11/30/26,,28322,,,27862,,,28038,,(2) (3)
178,Sweep Purchaser LLC,Commercial Services & Supplies,6.75,L + 5.75,1.00,11/30/26,,8991,,,8843,,,8901,,(2) (3)
179,Sweep Purchaser LLC,Commercial Services & Supplies,6.75,L + 5.75,1.00,11/30/26,,7209,,,7085,,,7137,,(2) (3)
180,Sweep Purchaser LLC,Commercial Services & Supplies,6.75,L + 5.75,1.00,11/30/26,,5007,,,4017,,,4054,,(2) (3) (4)
181,Sweep Purchaser LLC,Commercial Services & Supplies,,L + 5.75,1.00,11/30/26,,4541,,,(71,,,(45,,(2) (3) (4)
182,"Syntellis Performance Solutions, LLC (dba Axiom)",Health Care Technology,8.00,L + 7.00,1.00,08/02/27,,826,,,789,,,806,,(2) (3)
183,"The Center for Orthopedic and Research Excellence, Inc. (dba HOPCo)",Health Care Providers & Services,6.75,L + 5.75,1.00,08/15/25,,26260,,,25059,,,25800,,(2) (3)
184,"The Center for Orthopedic and Research Excellence, Inc. (dba HOPCo)",Health Care Providers & Services,8.25,P + 4.75,3.50,08/15/25,,4565,,,2629,,,2659,,(2) (3) (4)
185,"The Center for Orthopedic and Research Excellence, Inc. (dba HOPCo)",Health Care Providers & Services,6.76,L + 5.75,1.00,08/15/25,,7921,,,2119,,,2079,,(2) (3) (4)
186,"The Center for Orthopedic and Research Excellence, Inc. (dba HOPCo)",Health Care Providers & Services,,S + 6.00,1.00,08/15/25,,2120,,,(19,,,(37,,(2) (3) (4)
187,"Thrasio, LLC",Internet & Direct Marketing Retail,8.01,L + 7.00,1.00,12/18/26,,39431,,,38845,,,39431,,(2) (3)
188,Investment *#,Industry,InterestRate (+),Reference Rateand Spread (+),Floor(+),Maturity,Par(++),,Cost,,FairValue,,Footnotes,,,
189,"Thrasio, LLC",Internet & Direct Marketing Retail,,L + 7.00,1.00,12/18/26,,14686,,,(66,,,0,,(2) (3) (4)
190,Total Vision LLC,Health Care Providers & Services,6.75,L + 5.75,1.00,07/15/26,,5045,,,4955,,,4944,,(2) (3)
191,Total Vision LLC,Health Care Providers & Services,6.75,L + 5.75,1.00,07/15/26,,2511,,,2467,,,2461,,(2) (3)
192,Total Vision LLC,Health Care Providers & Services,,L + 5.75,1.00,07/15/26,,1270,,,(22,,,(25,,(2) (3) (4)
