,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
24,"AQ Helios Buyer, Inc. (dba SurePoint)",Software,,S +  7.00  %,07/01/26,,,4570.0,,,(  56,),,(  137,),(6) (7) (8)
25,"Argos Health Holdings, Inc",Health Care Providers & Services,10.65  %,S +  5.50  %,12/03/27,,,21670.0,,,21332,,,21020,,(6) (7)
26,"Aria Systems, Inc.",Diversified Financial Services,13.22  %,S +  8.00  %,06/30/26,,,26982.0,,,26669,,,25902,,(6) (7)
27,"Arrow Buyer, Inc. (dba Archer Technologies)",Software,11.74  %,S +  6.50  %,06/28/30,,,2942.0,,,2868,,,2868,,(6)
28,"Arrow Buyer, Inc. (dba Archer Technologies)",Software,,S +  6.50  %,06/28/30,,,679.0,,,(  8,),,(  8,),(6) (8)
29,Assembly Intermediate LLC,Diversified Consumer Services,11.84  %,S +  6.50  %,10/19/27,,,43991.0,,,43314,,,43551,,(6) (7)
30,Assembly Intermediate LLC,Diversified Consumer Services,11.84  %,S +  6.50  %,10/19/27,,,10998.0,,,6027,,,6049,,(6) (7) (8)
31,Assembly Intermediate LLC,Diversified Consumer Services,,S +  6.50  %,10/19/27,,,4399.0,,,(  64,),,(  44,),(6) (7) (8)
32,ATX Networks Corp.,Communications Equipment,13.00  %,L +  7.50  %,09/01/26,,,3757.0,,,3757,,,3644,,(5) (7) (11)
33,"Badger Sportswear, Inc.","Textiles, Apparel & Luxury Goods",9.87  %,L +  4.50  %,12/24/23,,,6984.0,,,6913,,,6775,,
34,"Bayside Opco, LLC (dba Pro-PT)",Health Care Providers & Services,,S +  7.25  % PIK,05/31/26,,,2667.0,,,2573,,,2600,,(7) (9)
35,"Bayside Opco, LLC (dba Pro-PT)",Health Care Providers & Services,,S +  7.25  % PIK,05/31/26,,,943.0,,,775,,,783,,(7) (9)
36,"Bayside Opco, LLC (dba Pro-PT)",Health Care Providers & Services,14.86  %,S +  6.00  % PIK,05/31/26,,,416.0,,,168,,,168,,(7) (8)
37,Bigchange Group Limited,Software,10.93  %,SN +  6.00  %,12/23/26,GBP,,11990.0,,,15847,,,14885,,(5) (6) (7)
38,Bigchange Group Limited,Software,10.93  %,SN +  6.00  %,12/23/26,GBP,,1795.0,,,1946,,,1956,,(5) (6) (7) (8)
39,Bigchange Group Limited,Software,,SN +  6.00  %,12/23/26,GBP,,2400.0,,,(  47,),,(  69,),(5) (6) (7) (8)
40,"Broadway Technology, LLC",Diversified Financial Services,11.89  %,S +  6.50  %,01/08/26,,,25513.0,,,25204,,,25385,,(6) (7)
41,"Broadway Technology, LLC",Diversified Financial Services,,S +  6.50  %,01/08/26,,,1090.0,,,(  14,),,(  5,),(6) (7) (8)
42,"BSI3 Menu Buyer, Inc (dba Kydia)",Diversified Financial Services,11.22  %,S +  6.00  %,01/25/28,,,962.0,,,948,,,914,,(6) (7)
43,"BSI3 Menu Buyer, Inc (dba Kydia)",Diversified Financial Services,,S +  6.00  %,01/25/28,,,38.0,,,(  1,),,(  2,),(6) (7) (8)
44,"Bullhorn, Inc.",Professional Services,10.95  %,S +  5.75  %,09/30/26,,,26155.0,,,25437,,,25763,,(6) (7)
45,"Bullhorn, Inc.",Professional Services,10.95  %,S +  5.75  %,09/30/26,,,4657.0,,,4641,,,4588,,(6) (7)
46,"Bullhorn, Inc.",Professional Services,10.95  %,S +  5.75  %,09/30/26,,,1210.0,,,1199,,,1192,,(6) (7)
47,"Bullhorn, Inc.",Professional Services,10.95  %,S +  5.75  %,09/30/26,,,542.0,,,528,,,534,,(6) (7)
48,"Bullhorn, Inc.",Professional Services,10.95  %,S +  5.75  %,09/30/26,,,432.0,,,420,,,426,,(6) (7)
49,"Bullhorn, Inc.",Professional Services,,S +  5.75  %,09/30/26,,,1344.0,,,(  12,),,(  20,),(6) (7) (8)
50,"Businessolver.com, Inc.",Health Care Technology,10.84  %,S +  5.50  %,12/01/27,,,18436.0,,,18292,,,18251,,(6) (7)
51,Investment  (1)(4),Industry,Interest  Rate  (2),Reference Rate  and Spread  (2),Maturity,,Par  (3),,Cost,,Fair  Value,,Footnotes,,,
52,"Businessolver.com, Inc.",Health Care Technology,10.84  %,S +  5.50  %,12/01/27,$,,5023.0,,$,407,,$,377,,(6) (7) (8)
53,Capitol Imaging Acquisition Corp.,Health Care Providers & Services,11.72  %,S +  6.50  %,10/01/26,,,17746.0,,,17501,,,17214,,(6) (7)
54,Capitol Imaging Acquisition Corp.,Health Care Providers & Services,11.72  %,S +  6.50  %,10/01/26,,,794.0,,,772,,,770,,(6) (7)
55,Capitol Imaging Acquisition Corp.,Health Care Providers & Services,,P +  5.50  %,10/01/25,,,180.0,,,(  2,),,(  5,),(6) (7) (8)
56,"CFS Management, LLC (dba Center for Sight Management)",Health Care Providers & Services,13.25  %,S +  7.00  % (incl.  0.75  % PIK),07/01/24,,,19321.0,,,19094,,,18258,,(6) (7)
57,"CFS Management, LLC (dba Center for Sight Management)",Health Care Providers & Services,13.25  %,S +  7.00  % (incl.  0.75  % PIK),07/01/24,,,3353.0,,,3297,,,3169,,(6) (7)
58,"CFS Management, LLC (dba Center for Sight Management)",Health Care Providers & Services,13.25  %,S +  7.00  % (incl.  0.75  % PIK),07/01/24,,,1976.0,,,1967,,,1868,,(6) (7)
59,"Checkmate Finance Merger Sub, LLC",Entertainment,11.84  %,S +  6.50  %,12/31/27,,,31022.0,,,30527,,,30169,,(6) (7)
60,"Checkmate Finance Merger Sub, LLC",Entertainment,,S +  6.50  %,12/31/27,,,3140.0,,,(  47,),,(  86,),(6) (7) (8)
61,Chronicle Bidco Inc. (dba Lexitas),Professional Services,11.61  %,S +  6.75  %,05/18/29,,,45736.0,,,44160,,,44479,,(6) (7)
62,Chronicle Bidco Inc. (dba Lexitas),Professional Services,11.76  %,S +  6.75  %,05/18/29,,,4753.0,,,1191,,,1153,,(6) (7) (8)
63,CivicPlus LLC,Software,12.23  %,L +  6.50  % (incl.  2.50  % PIK),08/24/27,,,6407.0,,,6300,,,6263,,(6) (7)
64,CivicPlus LLC,Software,12.23  %,L +  6.50  % (incl.  2.50  % PIK),08/24/27,,,6353.0,,,6249,,,6210,,(6) (7)
65,CivicPlus LLC,Software,12.23  %,L +  6.50  % (incl.  2.50  % PIK),08/24/27,,,3010.0,,,2958,,,2942,,(6) (7)
66,CivicPlus LLC,Software,11.15  %,L +  6.25  %,08/24/27,,,1217.0,,,200,,,192,,(6) (7) (8)
67,Clearcourse Partnership Acquireco Finance Limited,IT Services,12.43  %,SN +  8.25  % (incl.  0.75  % PIK),07/25/28,GBP,,13378.0,,,15782,,,16522,,(5) (6) (7)
68,Clearcourse Partnership Acquireco Finance Limited,IT Services,11.68  %,SN +  7.50  %,07/25/28,GBP,,11620.0,,,6638,,,6823,,(5) (6) (7) (8)
69,"CloudBees, Inc.",Software,12.22  %,S +  7.00  % (incl.  2.50  % PIK),11/24/26,,,29104.0,,,27787,,,28667,,(6) (7)
70,"CloudBees, Inc.",Software,12.22  %,S +  7.00  % (incl.  2.50  % PIK),11/24/26,,,13175.0,,,11823,,,12239,,(6) (7) (8)
71,"Coding Solutions Acquisition, Inc.",Health Care Providers & Services,10.60  %,S +  5.50  %,05/11/28,,,14755.0,,,14497,,,14386,,(6) (7)
72,"Coding Solutions Acquisition, Inc.",Health Care Providers & Services,10.60  %,S +  5.50  %,05/11/28,,,2120.0,,,391,,,371,,(6) (7) (8)
73,"Coding Solutions Acquisition, Inc.",Health Care Providers & Services,10.58  %,S +  5.50  %,05/11/28,,,4459.0,,,424,,,355,,(6) (7) (8)
74,"Computer Services, Inc.",Diversified Financial Services,12.03  %,S +  6.75  %,11/15/29,,,998.0,,,969,,,973,,(6) (7)
75,CORA Health Holdings Corp,Health Care Providers & Services,11.16  %,S +  5.75  %,06/15/27,,,22477.0,,,22239,,,18881,,(6) (7)
76,CORA Health Holdings Corp,Health Care Providers & Services,11.16  %,S +  5.75  %,06/15/27,,,379.0,,,375,,,318,,(6) (7)
77,CorePower Yoga LLC,Diversified Consumer Services,12.54  %,L +  7.00  % (incl.  5.00  % PIK),05/14/25,,,26944.0,,,25518,,,22633,,(6) (7)
78,CorePower Yoga LLC,Diversified Consumer Services,,L +  7.00  % (incl.  5.00  % PIK),05/14/25,,,1687.0,,,(  80,),,(  270,),(6) (7) (8)
79,Coretrust Purchasing Group LLC,Diversified Financial Services,11.85  %,S +  6.75  %,10/01/29,,,771.0,,,749,,,751,,(6) (7)
80,Coretrust Purchasing Group LLC,Diversified Financial Services,,S +  6.75  %,10/01/29,,,113.0,,,(  3,),,(  3,),(6) (7) (8)
81,Coretrust Purchasing Group LLC,Diversified Financial Services,,S +  6.75  %,10/01/29,,,113.0,,,(  2,),,(  3,),(6) (7) (8)
82,CST Buyer Company (dba Intoxalock),Diversified Consumer Services,11.95  %,S +  6.75  %,11/01/28,,,909.0,,,884,,,886,,(6) (7)
83,CST Buyer Company (dba Intoxalock),Diversified Consumer Services,,S +  6.75  %,11/01/28,,,86.0,,,(  2,),,(  2,),(6) (7) (8)
84,DECA Dental Holdings LLC,Health Care Providers & Services,11.09  %,S +  5.75  %,08/28/28,,,21290.0,,,20955,,,20439,,(6) (7)
85,DECA Dental Holdings LLC,Health Care Providers & Services,11.09  %,S +  5.75  %,08/28/28,,,7373.0,,,2167,,,1946,,(6) (7) (8)
86,DECA Dental Holdings LLC,Health Care Providers & Services,11.09  %,S +  5.75  %,08/26/27,,,1711.0,,,1572,,,1528,,(6) (7) (8)
87,Diligent Corporation,Professional Services,9.66  %,E +  6.25  %,08/04/25,€,,37482.0,,,42814,,,40798,,(6) (7)
88,Diligent Corporation,Professional Services,11.45  %,S +  6.25  %,08/04/25,,,24227.0,,,23646,,,24166,,(6) (7)
89,Diligent Corporation,Professional Services,11.48  %,S +  6.25  %,08/04/25,,,3100.0,,,1457,,,1480,,(6) (7) (8)
90,"Elemica Parent, Inc.",Chemicals,11.54  %,S +  6.00  %,09/18/25,,,6912.0,,,6636,,,6635,,(6) (7)
91,"Elemica Parent, Inc.",Chemicals,11.00  %,S +  5.50  %,09/18/25,,,1474.0,,,1451,,,1415,,(6) (7)
92,"Elemica Parent, Inc.",Chemicals,11.54  %,S +  6.00  %,09/18/25,,,1355.0,,,1315,,,1301,,(6) (7)
93,"Elemica Parent, Inc.",Chemicals,10.82  %,S +  5.50  %,09/18/25,,,930.0,,,907,,,893,,(6) (7)
94,"Elemica Parent, Inc.",Chemicals,11.54  %,S +  6.00  %,09/18/25,,,552.0,,,543,,,530,,(6) (7)
95,"Eptam Plastics, Ltd.",Health Care Equipment & Supplies,10.70  %,S +  5.50  %,12/06/25,,,10316.0,,,10035,,,9981,,(6) (7)
96,"Eptam Plastics, Ltd.",Health Care Equipment & Supplies,11.37  %,S +  6.00  %,12/06/25,,,5654.0,,,5566,,,5541,,(6) (7)
97,"Eptam Plastics, Ltd.",Health Care Equipment & Supplies,10.70  %,S +  5.50  %,12/06/25,,,4853.0,,,4804,,,4696,,(6) (7)
98,"Eptam Plastics, Ltd.",Health Care Equipment & Supplies,10.70  %,S +  5.50  %,12/06/25,,,4446.0,,,4384,,,4302,,(6) (7)
99,"Eptam Plastics, Ltd.",Health Care Equipment & Supplies,10.71  %,S +  5.50  %,12/06/25,,,2269.0,,,1984,,,1968,,(6) (7) (8)
100,"ESO Solutions, Inc",Health Care Technology,12.25  %,S +  7.00  %,05/03/27,,,39908.0,,,39345,,,39309,,(6) (7)
101,"ESO Solutions, Inc",Health Care Technology,12.33  %,S +  7.00  %,05/03/27,,,3620.0,,,2125,,,2118,,(6) (7) (8)
102,Investment  (1)(4),Industry,Interest  Rate  (2),Reference Rate  and Spread  (2),Maturity,,Par  (3),,Cost,,Fair  Value,,Footnotes,,,
103,Everest Clinical Research Corporation,Professional Services,11.39  %,S +  6.00  %,11/06/26,$,,5771.0,,$,5670,,$,5699,,(5) (6) (7)
104,"Experity, Inc.",Health Care Technology,11.09  %,S +  5.75  %,02/24/28,,,905.0,,,902,,,873,,(6) (7)
105,"Experity, Inc.",Health Care Technology,11.09  %,S +  5.75  %,02/24/28,,,81.0,,,18,,,16,,(6) (7) (8)
106,Frontgrade Technologies Holdings Inc.,Aerospace & Defense,11.99  %,S +  6.75  %,01/09/30,,,977.0,,,949,,,957,,(6) (7)
107,Frontgrade Technologies Holdings Inc.,Aerospace & Defense,,S +  6.75  %,01/09/28,,,101.0,,,(  3,),,(  2,),(6) (7) (8)
108,Fullsteam Operations LLC,Diversified Financial Services,13.00  %,L +  7.50  % (Incl.  3.00  % PIK),10/04/27,,,61965.0,,,60799,,,60416,,(6) (7)
109,Fullsteam Operations LLC,Diversified Financial Services,13.00  %,L +  7.50  % (Incl.  3.00  % PIK),10/04/27,,,23979.0,,,23507,,,23380,,(6) (7)
110,Fullsteam Operations LLC,Diversified Financial Services,13.00  %,L +  7.50  % (Incl.  3.00  % PIK),10/04/27,,,3380.0,,,1110,,,1094,,(6) (7) (8)
111,Fullsteam Operations LLC,Diversified Financial Services,13.00  %,L +  7.50  % (Incl.  3.00  % PIK),10/04/27,,,441.0,,,131,,,132,,(6) (7) (8)
112,Fullsteam Operations LLC,Diversified Financial Services,,S +  8.25  %,05/01/30,,,11876.0,,,—,,,—,,(6) (8)
113,Fullsteam Operations LLC,Diversified Financial Services,,S +  8.25  %,05/01/30,,,37738.0,,,—,,,—,,(6) (8)
114,Fullsteam Operations LLC,Diversified Financial Services,,S +  8.25  %,05/01/30,,,5278.0,,,—,,,—,,(6) (8)
115,Fullsteam Operations LLC,Diversified Financial Services,,S +  8.25  %,05/01/28,,,2111.0,,,—,,,—,,(6) (8)
116,"Gainsight, Inc.",Software,11.58  %,S +  6.75  % PIK,07/30/27,,,47237.0,,,46706,,,46056,,(6) (7)
117,"Gainsight, Inc.",Software,11.94  %,S +  6.75  % PIK,07/30/27,,,5320.0,,,3736,,,3667,,(6) (7) (8)
118,GHA Buyer Inc. (dba Cedar Gate),Health Care Technology,13.64  %,S +  8.25  % (incl.  3.75  % PIK),06/24/26,,,15041.0,,,14867,,,14289,,(6) (7)
119,GHA Buyer Inc. (dba Cedar Gate),Health Care Technology,13.64  %,S +  8.25  % (incl.  3.75  % PIK),06/24/26,,,2639.0,,,2614,,,2507,,(6) (7)
120,GHA Buyer Inc. (dba Cedar Gate),Health Care Technology,13.64  %,S +  8.25  % (incl.  3.75  % PIK),06/24/26,,,984.0,,,971,,,934,,(6) (7)
121,GHA Buyer Inc. (dba Cedar Gate),Health Care Technology,,S +  8.25  % (incl.  3.75  % PIK),06/24/26,,,1880.0,,,(  21,),,(  94,),(6) (7) (8)
122,"GovDelivery Holdings, LLC (dba Granicus, Inc.)",Software,12.15  %,S +  7.00  % (incl.  1.50  % PIK),01/29/27,,,29102.0,,,28622,,,28957,,(6)
123,"GovDelivery Holdings, LLC (dba Granicus, Inc.)",Software,11.15  %,S +  6.00  %,01/29/27,,,3762.0,,,3707,,,3743,,(6)
124,"GovDelivery Holdings, LLC (dba Granicus, Inc.)",Software,11.55  %,S +  6.50  %,01/29/27,,,2583.0,,,777,,,788,,(6) (8)
125,"Governmentjobs.com, Inc. (dba NeoGov)",Software,10.70  %,S +  5.50  %,12/01/28,,,41857.0,,,41772,,,41125,,(6) (7)
126,"Governmentjobs.com, Inc. (dba NeoGov)",Software,10.70  %,S +  5.50  %,12/02/27,,,4710.0,,,1757,,,1684,,(6) (7) (8)
127,"Governmentjobs.com, Inc. (dba NeoGov)",Software,,S +  5.50  %,12/01/28,,,14718.0,,,(  14,),,(  258,),(6) (7) (8)
128,"GS AcquisitionCo, Inc. (dba Insightsoftware)",Diversified Financial Services,11.14  %,S +  5.75  %,05/22/26,,,24440.0,,,24244,,,23707,,(6)
129,"GS AcquisitionCo, Inc. (dba Insightsoftware)",Diversified Financial Services,11.14  %,S +  5.75  %,05/22/26,,,982.0,,,319,,,298,,(6) (8)
130,"Halo Branded Solutions, Inc.",Commercial Services & Supplies,9.70  %,S +  4.50  %,06/30/25,,,6257.0,,,6236,,,5596,,
131,"HealthEdge Software, Inc.",Health Care Technology,11.41  %,L +  7.00  %,04/09/26,,,35400.0,,,34913,,,34692,,(6) (7)
132,"HealthEdge Software, Inc.",Health Care Technology,11.41  %,L +  7.00  %,04/09/26,,,3299.0,,,3299,,,3233,,(6) (7)
133,"HealthEdge Software, Inc.",Health Care Technology,,P +  6.00  %,04/09/26,,,3800.0,,,(  50,),,(  76,),(6) (7) (8)
134,"HealthEdge Software, Inc.",Health Care Technology,,L +  7.00  %,04/09/26,,,9500.0,,,(  61,),,(  190,),(6) (7) (8)
135,"Helios Buyer, Inc. (dba Heartland)",Diversified Consumer Services,11.10  %,S +  6.00  %,12/15/26,,,18891.0,,,18677,,,18654,,(6) (7)
136,"Helios Buyer, Inc. (dba Heartland)",Diversified Consumer Services,11.27  %,S +  6.00  %,12/15/26,,,14774.0,,,14669,,,14589,,(6) (7)
137,"Helios Buyer, Inc. (dba Heartland)",Diversified Consumer Services,11.10  %,S +  6.00  %,12/15/26,,,7784.0,,,7677,,,7687,,(6) (7)
138,"Helios Buyer, Inc. (dba Heartland)",Diversified Consumer Services,,S +  6.00  %,12/15/26,,,2363.0,,,(  28,),,(  30,),(6) (7) (8)
139,"Highfive Dental Holdco, LLC",Health Care Providers & Services,12.00  %,S +  6.75  %,06/13/28,,,2813.0,,,2728,,,2728,,(6)
140,"Highfive Dental Holdco, LLC",Health Care Providers & Services,,S +  6.75  %,06/13/28,,,313.0,,,(  9,),,(  9,),(6) (8)
141,"Highfive Dental Holdco, LLC",Health Care Providers & Services,,S +  6.75  %,06/13/28,,,1875.0,,,(  56,),,(  56,),(6) (8)
142,"Hollander Intermediate LLC (dba Bedding Acquisition, LLC)",Household Products,13.97  %,S +  8.75  %,09/21/26,,,39054.0,,,38158,,,35148,,(6) (7)
143,"Honor HN Buyer, Inc",Health Care Providers & Services,11.14  %,S +  5.75  %,10/15/27,,,23991.0,,,23624,,,23511,,(6) (7)
144,"Honor HN Buyer, Inc",Health Care Providers & Services,11.04  %,S +  5.75  %,10/15/27,,,15191.0,,,14942,,,14887,,(6) (7)
145,"Honor HN Buyer, Inc",Health Care Providers & Services,11.29  %,S +  6.00  %,10/15/27,,,9990.0,,,4033,,,3958,,(6) (7) (8)
146,"Honor HN Buyer, Inc",Health Care Providers & Services,13.00  %,P +  4.75  %,10/15/27,,,2802.0,,,310,,,294,,(6) (7) (8)
147,HowlCO LLC (dba Lone Wolf),Real Estate Mgmt. & Development,11.23  %,S +  6.00  %,10/23/26,,,34868.0,,,34499,,,33125,,(5) (6) (7)
148,HowlCO LLC (dba Lone Wolf),Real Estate Mgmt. & Development,11.32  %,S +  6.50  %,10/23/26,,,11284.0,,,11207,,,10720,,(5) (6) (7)
149,HowlCO LLC (dba Lone Wolf),Real Estate Mgmt. & Development,11.39  %,S +  6.50  %,10/23/26,,,10696.0,,,10625,,,10161,,(5) (6) (7)
150,"HS4 AcquisitionCo, Inc. (dba HotSchedules & Fourth)","Hotels, Restaurants & Leisure",11.95  %,S +  6.75  %,07/09/25,,,56505.0,,,54404,,,54810,,(6) (7)
151,Investment  (1)(4),Industry,Interest  Rate  (2),Reference Rate  and Spread  (2),Maturity,,Par  (3),,Cost,,Fair  Value,,Footnotes,,,
152,"HS4 AcquisitionCo, Inc. (dba HotSchedules & Fourth)","Hotels, Restaurants & Leisure",11.95  %,S +  6.75  %,07/09/25,$,,4688.0,,$,3111,,$,3070,,(6) (7) (8)
153,HumanState Limited (dba PayProp),Diversified Consumer Services,10.58  %,SN +  6.00  %,11/23/28,GBP,,17000.0,,,20227,,,21266,,(5) (6) (7)
154,HumanState Limited (dba PayProp),Diversified Consumer Services,,SN +  6.00  %,11/23/28,GBP,,2600.0,,,(  12,),,(  50,),(5) (6) (7) (8)
155,HumanState Limited (dba PayProp),Diversified Consumer Services,,SN +  6.00  %,11/23/28,GBP,,7270.0,,,4,,,(  139,),(5) (6) (7) (8)
156,"iCIMS, Inc.",Professional Services,12.38  %,S +  7.25  % (incl.  3.88  % PIK),08/18/28,,,44972.0,,,44290,,,43398,,(6) (7)
157,"iCIMS, Inc.",Professional Services,11.99  %,S +  6.75  %,08/18/28,,,4199.0,,,638,,,554,,(6) (7) (8)
158,"iCIMS, Inc.",Professional Services,,S +  7.25  % (incl.  3.88  % PIK),08/18/28,,,10829.0,,,—,,,(  379,),(6) (7) (8)
159,"Intelligent Medical Objects, Inc.",Health Care Technology,11.09  %,S +  6.00  %,05/11/29,,,12431.0,,,12213,,,12182,,(6) (7)
160,"Intelligent Medical Objects, Inc.",Health Care Technology,11.04  %,S +  6.00  %,05/11/29,,,2983.0,,,771,,,744,,(6) (7) (8)
161,"Intelligent Medical Objects, Inc.",Health Care Technology,,S +  6.00  %,05/11/28,,,1490.0,,,(  25,),,(  30,),(6) (7) (8)
162,"Internet Truckstop Group, LLC (dba Truckstop)",Transportation Infrastructure,10.89  %,S +  5.00  %,04/02/25,,,50650.0,,,49505,,,50144,,(6) (7)
163,"Internet Truckstop Group, LLC (dba Truckstop)",Transportation Infrastructure,,S +  5.50  %,04/02/25,,,4400.0,,,(  39,),,(  44,),(6) (7) (8)
164,"Iracore International Holdings, Inc.",Energy Equipment & Services,14.39  %,S +  9.00  %,04/12/24,,,2361.0,,,2361,,,2337,,(7) (11)
165,"iWave Information Systems, Inc.",Software,12.14  %,S +  6.75  %,11/23/28,,,887.0,,,866,,,865,,(5) (6) (7)
166,"iWave Information Systems, Inc.",Software,,S +  6.75  %,11/23/28,,,109.0,,,(  2,),,(  3,),(5) (6) (7) (8)
167,Kaseya Inc.,IT Services,11.36  %,S +  6.25  % (incl.  2.50  % PIK),06/25/29,,,18500.0,,,18253,,,18222,,(6) (7)
168,Kaseya Inc.,IT Services,11.36  %,S +  6.25  % (incl.  2.50  % PIK),06/25/29,,,1100.0,,,261,,,258,,(6) (7) (8)
169,Kaseya Inc.,IT Services,11.36  %,S +  6.25  % (incl.  2.50  % PIK),06/25/29,,,1100.0,,,60,,,51,,(6) (7) (8)
170,Kawa Solar Holdings Limited,Construction & Engineering,,,12/31/23,,,3917.0,,,3603,,,1283,,(5) (7) (11) (12)
171,Kawa Solar Holdings Limited,Construction & Engineering,,,12/31/23,,,3318.0,,,800,,,—,,(5) (7) (11) (12)
172,"LCG Vardiman Black, LLC (dba Specialty Dental Brands)",Health Care Providers & Services,12.26  %,S +  7.00  %,03/18/27,,,994.0,,,981,,,974,,(6) (7)
173,"Lithium Technologies, Inc.",Interactive Media & Services,13.08  %,S +  8.00  %,01/03/24,,,89013.0,,,88732,,,86343,,(6) (7)
174,"Lithium Technologies, Inc.",Interactive Media & Services,13.01  %,S +  8.00  %,01/03/24,,,5110.0,,,3567,,,3424,,(6) (7) (8)
175,"LS Clinical Services Holdings, Inc (dba CATO)",Pharmaceuticals,12.28  %,S +  6.75  %,12/16/27,,,15166.0,,,14865,,,14749,,(6) (7)
176,"LS Clinical Services Holdings, Inc (dba CATO)",Pharmaceuticals,12.14  %,S +  6.75  %,12/16/26,,,2200.0,,,2160,,,2139,,(6) (7)
177,"MedeAnalytics, Inc.",Health Care Technology,,3.00  % PIK,10/09/26,,,218.0,,,142,,,142,,(6) (7) (9) (11)
178,"MerchantWise Solutions, LLC (dba HungerRush)",Diversified Financial Services,11.24  %,S +  6.00  %,06/01/28,,,21528.0,,,21159,,,20452,,(6) (7)
179,"MerchantWise Solutions, LLC (dba HungerRush)",Diversified Financial Services,11.24  %,S +  6.00  %,06/01/28,,,5417.0,,,3526,,,3348,,(6) (7) (8)
180,"MerchantWise Solutions, LLC (dba HungerRush)",Diversified Financial Services,,S +  6.00  %,06/01/28,,,2718.0,,,(  45,),,(  136,),(6) (7) (8)
181,"Millstone Medical Outsourcing, LLC",Health Care Providers & Services,11.34  %,S +  5.75  %,12/15/27,,,10193.0,,,10032,,,9989,,(6) (7)
182,"Millstone Medical Outsourcing, LLC",Health Care Providers & Services,13.25  %,P +  5.00  %,12/15/27,,,2217.0,,,262,,,251,,(6) (7) (8)
