,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
78,"Eptam Plastics, Ltd.",Health Care Equipment & Supplies,6.50%,L + 5.50%,1.00%,12/06/25,,4940.0,,,4860,,,4878,,(2) (3)
79,"Eptam Plastics, Ltd.",Health Care Equipment & Supplies,6.50%,L + 5.50%,1.00%,12/06/25,,4526.0,,,4424,,,4469,,(2) (3)
80,"Eptam Plastics, Ltd.",Health Care Equipment & Supplies,6.50%,L + 5.50%,1.00%,12/06/25,,2269.0,,,812,,,879,,(2) (3) (4)
81,"ESO Solutions, Inc",Health Care Technology,8.00%,L + 7.00%,1.00%,05/03/27,,39908.0,,,39148,,,39209,,(2) (3)
82,"ESO Solutions, Inc",Health Care Technology,,L + 7.00%,1.00%,05/03/27,,3620.0,,,(68,),,(63,),(2) (3) (4)
83,"Experity, Inc.",Health Care Technology,6.25%,L + 5.50%,0.75%,07/22/27,,37767.0,,,37587,,,37582,,(2)
84,"Experity, Inc.",Health Care Technology,,L + 5.50%,0.75%,07/22/27,,3332.0,,,(16,),,(16,),(2) (4)
85,FWR Holding Corporation (dba First Watch Restaurants),"Hotels, Restaurants & Leisure",6.75%,L + 5.75% (incl. 0.25% PIK),1.00%,08/21/23,,15766.0,,,15084,,,15688,,(3)
86,FWR Holding Corporation (dba First Watch Restaurants),"Hotels, Restaurants & Leisure",6.75%,L + 5.75% (incl. 0.25% PIK),1.00%,08/21/23,,4021.0,,,3794,,,4001,,(3)
87,FWR Holding Corporation (dba First Watch Restaurants),"Hotels, Restaurants & Leisure",6.75%,L + 5.75% (incl. 0.25% PIK),1.00%,08/21/23,,3151.0,,,3015,,,3135,,(3)
88,FWR Holding Corporation (dba First Watch Restaurants),"Hotels, Restaurants & Leisure",6.75%,L + 5.75% (incl. 0.25% PIK),1.00%,08/21/23,,3024.0,,,2852,,,3008,,(3)
89,FWR Holding Corporation (dba First Watch Restaurants),"Hotels, Restaurants & Leisure",6.75%,L + 5.75% (incl. 0.25% PIK),1.00%,08/21/23,,3008.0,,,2838,,,2993,,(3)
90,FWR Holding Corporation (dba First Watch Restaurants),"Hotels, Restaurants & Leisure",6.75%,L + 5.75% (incl. 0.25% PIK),1.00%,08/21/23,,1992.0,,,1906,,,1982,,(3)
91,FWR Holding Corporation (dba First Watch Restaurants),"Hotels, Restaurants & Leisure",,L + 5.75% (incl. 0.25% PIK),1.00%,08/21/23,,118.0,,,(2,),,(1,),(3) (4)
92,FWR Holding Corporation (dba First Watch Restaurants),"Hotels, Restaurants & Leisure",,L + 5.75% (incl. 0.25% PIK),1.00%,08/21/23,,2093.0,,,(40,),,(10,),(3) (4)
93,"Gainsight, Inc.",Software,7.00%,L + 6.25%,0.75%,07/30/27,,30420.0,,,29900,,,29888,,(2)
94,"Gainsight, Inc.",Software,,L + 6.25%,0.75%,07/30/27,,5320.0,,,(90,),,(93,),(2) (4)
95,GHA Buyer Inc. (dba Cedar Gate),Health Care Technology,9.00%,L + 7.00%,2.00%,06/24/25,,14888.0,,,14635,,,14627,,(2) (3)
96,GHA Buyer Inc. (dba Cedar Gate),Health Care Technology,9.00%,L + 7.00%,2.00%,06/24/25,,2800.0,,,2566,,,2563,,(2) (3) (4)
97,GHA Buyer Inc. (dba Cedar Gate),Health Care Technology,,L + 7.00%,2.00%,06/24/25,,1880.0,,,(31,),,(33,),(2) (3) (4)
98,"GovDelivery Holdings, LLC (dba Granicus, Inc.)",Software,7.25%,L + 6.25%,1.00%,01/29/27,,29440.0,,,28767,,,28704,,(2)
99,"GovDelivery Holdings, LLC (dba Granicus, Inc.)",Software,7.00%,L + 6.00%,1.00%,01/29/27,,3800.0,,,2237,,,2200,,(2) (4)
100,"GovDelivery Holdings, LLC (dba Granicus, Inc.)",Software,,L + 6.25%,1.00%,01/29/27,,2583.0,,,(35,),,(65,),(2) (4)
101,"Governmentjobs.com, Inc. (dba NeoGov)",Software,7.50%,L + 6.50%,1.00%,02/05/26,,47457.0,,,45534,,,46745,,(2) (3)
102,"Governmentjobs.com, Inc. (dba NeoGov)",Software,8.00%,L + 7.00%,1.00%,02/05/26,,23975.0,,,23556,,,24035,,(2) (3)
103,Investment *#,Industry,Interest  Rate (+),Reference Rate  and Spread (+),Floor  (+),Maturity,Par/Shares  (++),,Cost,,Fair  Value,,Footnotes,,,
104,"Governmentjobs.com, Inc. (dba NeoGov)",Software,7.50%,L + 6.50%,1.00%,02/05/26,$,6328.0,,$,383,,$,380,,(2) (3) (4)
105,"GS AcquisitionCo, Inc. (dba Insightsoftware)",Diversified Financial Services,6.75%,L + 5.75%,1.00%,05/22/26,,9607.0,,,9465,,,9535,,(2)
106,"GS AcquisitionCo, Inc. (dba Insightsoftware)",Diversified Financial Services,6.75%,L + 5.75%,1.00%,05/22/26,,8026.0,,,7905,,,7966,,(2)
107,"GS AcquisitionCo, Inc. (dba Insightsoftware)",Diversified Financial Services,6.75%,L + 5.75%,1.00%,05/22/26,,679.0,,,675,,,674,,(2)
108,"GS AcquisitionCo, Inc. (dba Insightsoftware)",Diversified Financial Services,,L + 5.75%,1.00%,05/22/26,,982.0,,,(14,),,(7,),(2) (4)
109,"Halo Branded Solutions, Inc.",Commercial Services & Supplies,5.50%,L + 4.50%,1.00%,06/30/25,,6374.0,,,6335,,,5909,,
110,Heartland Home Services,Diversified Consumer Services,,L + 6.00%,1.00%,12/15/26,,15017.0,,,(73,),,(150,),(2) (3) (4)
111,"Helios Buyer, Inc. (dba Heartland)",Diversified Consumer Services,7.00%,L + 6.00%,1.00%,12/15/26,,19229.0,,,18925,,,19037,,(2) (3)
112,"Helios Buyer, Inc. (dba Heartland)",Diversified Consumer Services,7.00%,L + 6.00%,1.00%,12/15/26,,7923.0,,,7889,,,7844,,(2) (3)
113,"Helios Buyer, Inc. (dba Heartland)",Diversified Consumer Services,7.06%,L + 6.00%,1.00%,12/15/26,,2482.0,,,2042,,,2060,,(2) (3) (4)
114,Hollander Sleep & Décor (dba SureFit),Household Products,10.75%,L + 9.75%,1.00%,07/13/23,,40348.0,,,38011,,,39137,,(2) (3)
115,"Honor HN Buyer, Inc",Health Care Providers & Services,,L + 6.00%,1.00%,10/15/27,,25761.0,,,—,,,—,,(2) (4)
116,"Honor HN Buyer, Inc",Health Care Providers & Services,,L + 6.00%,1.00%,10/15/27,,14079.0,,,—,,,—,,(2) (4)
117,"Honor HN Buyer, Inc",Health Care Providers & Services,,L + 6.00%,1.00%,10/15/27,,2816.0,,,—,,,—,,(2) (4)
118,HowlCO LLC (dba Lone Wolf),Real Estate Mgmt. & Development,7.00%,L + 6.00%,1.00%,10/23/26,,35402.0,,,34869,,,35048,,(1) (2) (3)
119,HowlCO LLC (dba Lone Wolf),Real Estate Mgmt. & Development,7.00%,L + 6.00%,1.00%,10/23/26,,11457.0,,,11344,,,11342,,(1) (2) (3)
120,HowlCO LLC (dba Lone Wolf),Real Estate Mgmt. & Development,7.00%,L + 6.00%,1.00%,10/23/26,,10859.0,,,10757,,,10751,,(1) (2) (3)
121,"HS4 AcquisitionCo, Inc. (dba HotSchedules & Fourth)","Hotels, Restaurants & Leisure",7.75%,L + 6.75%,1.00%,07/09/25,,57514.0,,,53891,,,55501,,(2) (3)
122,"HS4 AcquisitionCo, Inc. (dba HotSchedules & Fourth)","Hotels, Restaurants & Leisure",,L + 6.75%,1.00%,07/09/25,,4688.0,,,(181,),,(164,),(2) (3) (4)
123,"iCIMS, Inc.",Software,7.50%,L + 6.50%,1.00%,09/12/24,,72489.0,,,69943,,,72489,,(2) (3)
124,"iCIMS, Inc.",Software,7.50%,L + 6.50%,1.00%,09/12/24,,13350.0,,,12874,,,13350,,(2) (3)
125,"iCIMS, Inc.",Software,,L + 6.50%,1.00%,09/12/24,,4531.0,,,4475,,,4531,,(2) (3)
126,Instructure Holdings,Diversified Consumer Services,6.50%,L + 5.50%,1.00%,03/24/26,,40623.0,,,39228,,,40623,,(2) (3)
127,Instructure Holdings,Diversified Consumer Services,,L + 5.50%,1.00%,03/24/26,,5000.0,,,(43,),,—,,(2) (3) (4)
128,"Internet Truckstop Group, LLC (dba Truckstop)",Transportation Infrastructure,6.75%,L + 5.75%,1.00%,04/02/25,,53626.0,,,51383,,,53223,,(2) (3)
129,"Internet Truckstop Group, LLC (dba Truckstop)",Transportation Infrastructure,,L + 5.75%,1.00%,04/02/25,,4400.0,,,(77,),,(33,),(2) (3) (4)
130,"Iracore International Holdings, Inc.",Energy Equipment & Services,10.00%,L + 9.00%,1.00%,04/12/24,,2361.0,,,2361,,,2361,,^ (3)
131,Jill Acquisition LLC (dba J. Jill),Specialty Retail,6.00%,L + 5.00%,1.00%,05/08/24,,5844.0,,,5797,,,4997,,
132,Kawa Solar Holdings Limited,Construction & Engineering,,,,12/31/21,,3917.0,,,3603,,,1328,,^ (1) (3) (5)
133,Kawa Solar Holdings Limited,Construction & Engineering,,,,12/31/21,,3318.0,,,800,,,—,,^ (1) (3) (5)
134,"Lithium Technologies, Inc.",Interactive Media & Services,9.00%,L + 8.00%,1.00%,10/03/22,,89013.0,,,86166,,,87233,,(2) (3)
135,"Lithium Technologies, Inc.",Interactive Media & Services,,L + 8.00%,1.00%,10/03/22,,5110.0,,,(86,),,(102,),(2) (3) (4)
136,"Mailgun Technologies, Inc.",Interactive Media & Services,6.00%,L + 5.00%,1.00%,03/26/25,,38379.0,,,37261,,,38379,,(2) (3)
137,"Mailgun Technologies, Inc.",Interactive Media & Services,6.00%,L + 5.00%,1.00%,03/26/25,,3030.0,,,2974,,,3030,,(2) (3)
138,"Mailgun Technologies, Inc.",Interactive Media & Services,,L + 5.00%,1.00%,03/26/25,,2441.0,,,—,,,—,,(2) (3) (4)
139,"MedeAnalytics, Inc.",Health Care Technology,7.50%,L + 6.50%,1.00%,10/09/26,,950.0,,,905,,,936,,(2) (3)
140,"Mervin Manufacturing, Inc.",Leisure Products,8.50%,L + 7.50%,1.00%,09/30/22,,10695.0,,,10695,,,10588,,(3)
141,"MMIT Holdings, LLC (dba Managed Markets Insight & Technology)",Health Care Technology,7.25%,L + 6.25%,1.00%,09/15/27,,73401.0,,,65149,,,65141,,(2) (4)
142,"MMIT Holdings, LLC (dba Managed Markets Insight & Technology)",Health Care Technology,,L + 6.25%,1.00%,09/15/27,,5923.0,,,(118,),,(118,),(2) (4)
143,MRI Software LLC,Real Estate Mgmt. & Development,6.50%,L + 5.50%,1.00%,02/10/26,,23114.0,,,22055,,,23027,,
144,MRI Software LLC,Real Estate Mgmt. & Development,,L + 5.50%,1.00%,02/10/26,,403.0,,,(10,),,(2,),(4)
145,MRI Software LLC,Real Estate Mgmt. & Development,,L + 5.50%,1.00%,02/10/26,,1612.0,,,(33,),,(6,),(4)
146,MRI Software LLC,Real Estate Mgmt. & Development,,L + 5.50%,1.00%,02/10/26,,6600.0,,,(15,),,(25,),(4)
147,One GI LLC,Health Care Providers & Services,8.00%,L + 7.00%,1.00%,12/22/25,,22933.0,,,22529,,,22933,,(2) (3)
148,One GI LLC,Health Care Providers & Services,8.00%,L + 7.00%,1.00%,12/22/25,,9429.0,,,9265,,,9429,,(2) (3)
149,One GI LLC,Health Care Providers & Services,,L + 7.00%,1.00%,12/22/25,,2500.0,,,(42,),,—,,(2) (3) (4)
150,"Output Services Group, Inc.",Diversified Consumer Services,5.50%,L + 4.50%,1.00%,03/27/24,,3872.0,,,3863,,,3304,,
151,Picture Head Midco LLC,Entertainment,8.25%,L + 7.25% (incl. 0.50% PIK),1.00%,08/31/23,,45851.0,,,43057,,,43673,,(2) (3)
152,"PlanSource Holdings, Inc.",Health Care Technology,7.25%,L + 6.25%,1.00%,04/22/25,,56720.0,,,54121,,,56720,,(2) (3)
153,"PlanSource Holdings, Inc.",Health Care Technology,7.25%,L + 6.25%,1.00%,04/22/25,,7824.0,,,3744,,,3912,,(2) (3) (4)
154,Investment *#,Industry,Interest  Rate (+),Reference Rate  and Spread (+),Floor  (+),Maturity,Par/Shares  (++),,Cost,,Fair  Value,,Footnotes,,,
155,"Pluralsight, Inc",Professional Services,9.00%,L + 8.00%,1.00%,04/06/27,$,75915.0,,$,74481,,$,74396,,(2) (3)
156,"Pluralsight, Inc",Professional Services,,L + 8.00%,1.00%,04/06/27,,5100.0,,,(94,),,(102,),(2) (3) (4)
157,"Power Stop, LLC",Auto Components,4.58%,L + 4.50%,,10/19/25,,17991.0,,,17125,,,17811,,(2)
158,"Premier Care Dental Management, LLC",Health Care Providers & Services,6.50%,L + 5.75%,0.75%,08/05/28,,18823.0,,,18454,,,18447,,(2)
159,"Premier Care Dental Management, LLC",Health Care Providers & Services,,L + 5.75%,0.75%,08/05/28,,10175.0,,,(50,),,(51,),(2) (4)
160,"Premier Care Dental Management, LLC",Health Care Providers & Services,,L + 5.75%,0.75%,08/05/27,,3052.0,,,(59,),,(61,),(2) (4)
161,"Premier Imaging, LLC (dba Lucid Health)",Health Care Providers & Services,6.75%,L + 5.75%,1.00%,01/02/25,,27277.0,,,25968,,,26868,,(2) (3)
162,"Premier Imaging, LLC (dba Lucid Health)",Health Care Providers & Services,6.75%,L + 5.75%,1.00%,01/02/25,,7616.0,,,7516,,,7502,,(2) (3)
163,Professional Physical Therapy,Health Care Providers & Services,9.00%,L + 8.00% (incl. 2.00% PIK),1.00%,12/16/22,,5940.0,,,5648,,,5524,,(3)
164,"Project Eagle Holdings, LLC (dba Exostar)",Aerospace & Defense,7.75%,L + 6.75%,1.00%,07/06/26,,35808.0,,,35088,,,35092,,(2)
165,"Project Eagle Holdings, LLC (dba Exostar)",Aerospace & Defense,,L + 6.75%,1.00%,07/06/26,,75.0,,,(2,),,(1,),(2) (4)
166,Prophix Software Inc.(dba Pound Bidco),Diversified Financial Services,7.50%,L + 6.50%,1.00%,01/30/26,,18948.0,,,18612,,,18948,,(1) (2) (3)
167,Prophix Software Inc.(dba Pound Bidco),Diversified Financial Services,,L + 6.50%,1.00%,01/30/26,,3445.0,,,(60,),,—,,(1) (2) (3) (4)
168,"PT Intermediate Holdings III, LLC (dba Parts Town)",Trading Companies & Distributors,6.50%,L + 5.50%,1.00%,10/15/25,,30413.0,,,28638,,,30337,,(2)
169,"PT Intermediate Holdings III, LLC (dba Parts Town)",Trading Companies & Distributors,,L + 5.50%,1.00%,10/15/25,,1847.0,,,(9,),,(5,),(2) (4)
170,"Purfoods, LLC",Health Care Providers & Services,7.00%,L + 6.00%,1.00%,08/12/26,,594.0,,,570,,,594,,(2) (3)
171,"Purfoods, LLC",Health Care Providers & Services,7.00%,L + 6.00%,1.00%,08/12/26,,400.0,,,194,,,200,,(2) (3) (4)
172,"Riverpoint Medical, LLC",Health Care Equipment & Supplies,5.50%,L + 4.50%,1.00%,06/21/25,,22009.0,,,21006,,,21734,,(2) (3)
173,"Riverpoint Medical, LLC",Health Care Equipment & Supplies,6.75%,L + 5.75%,1.00%,06/21/25,,1667.0,,,1646,,,1646,,(2) (3)
174,"Riverpoint Medical, LLC",Health Care Equipment & Supplies,,L + 4.50%,1.00%,06/21/25,,4094.0,,,(78,),,(51,),(2) (3) (4)
175,Rodeo Buyer Company (dba Absorb Software),Professional Services,7.25%,L + 6.25%,1.00%,05/25/27,,21167.0,,,20763,,,20743,,(1) (2) (3)
176,Rodeo Buyer Company (dba Absorb Software),Professional Services,,L + 6.25%,1.00%,05/25/27,,3387.0,,,(64,),,(68,),(1) (2) (3) (4)
177,"SPay, Inc. (dba Stack Sports)",Interactive Media & Services,10.25%,L + 9.25% (incl. 3.50% PIK),1.00%,06/17/24,,27670.0,,,25656,,,26010,,(2) (3)
178,"SPay, Inc. (dba Stack Sports)",Interactive Media & Services,10.25%,L + 9.25% (incl. 3.50% PIK),1.00%,06/17/24,,1981.0,,,1834,,,1862,,(2) (3)
179,"SPay, Inc. (dba Stack Sports)",Interactive Media & Services,10.25%,L + 9.25% (incl. 3.50% PIK),1.00%,06/17/24,,991.0,,,918,,,931,,(2) (3)
180,"StarCompliance Intermediate, LLC",Diversified Financial Services,7.75%,L + 6.75%,1.00%,01/12/27,,15600.0,,,15318,,,15288,,(2) (3)
181,"StarCompliance Intermediate, LLC",Diversified Financial Services,,L + 6.75%,1.00%,01/12/27,,2500.0,,,(44,),,(50,),(2) (3) (4)
182,"Sundance Group Holdings, Inc. (dba NetDocuments)",Software,7.75%,L + 6.75%,1.00%,07/02/27,,41043.0,,,40428,,,40407,,(2)
183,"Sundance Group Holdings, Inc. (dba NetDocuments)",Software,,L + 6.75%,1.00%,07/02/27,,4925.0,,,(73,),,(76,),(2) (4)
