,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
46,"Bullhorn, Inc.",Professional Services,11.24  %,,S +  5.75  %,09/30/26,,,4646.0,,,4630,,,4576,,(6) (7),
47,"Bullhorn, Inc.",Professional Services,11.24  %,,S +  5.75  %,09/30/26,,,1207.0,,,1197,,,1189,,(6) (7),
48,"Bullhorn, Inc.",Professional Services,11.24  %,,S +  5.75  %,09/30/26,,,541.0,,,527,,,533,,(6) (7),
49,"Bullhorn, Inc.",Professional Services,11.24  %,,S +  5.75  %,09/30/26,,,431.0,,,420,,,425,,(6) (7),
50,"Bullhorn, Inc.",Professional Services,,,S +  5.75  %,09/30/26,,,1344.0,,,(  11,),,(  20,),(6) (7) (8),
51,Investment  (1)(4),Industry,Interest  Rate  (2),Reference Rate  and Spread  (2),Maturity,,Par  (3),,Cost,,Fair  Value,,Footnotes,,,,,
52,"Businessolver.com, Inc.",Health Care Technology,10.99  %,S +  5.50  %,12/01/27,$,,18389.0,,$,18252,,$,18205,,(6) (7),,
53,"Businessolver.com, Inc.",Health Care Technology,10.99  %,S +  5.50  %,12/01/27,,,5022.0,,,407,,,376,,(6) (7) (8),,
54,Capitol Imaging Acquisition Corp.,Health Care Providers & Services,12.13  %,S +  6.50  %,10/01/26,,,17701.0,,,17472,,,17170,,(6) (7),,
55,Capitol Imaging Acquisition Corp.,Health Care Providers & Services,12.13  %,S +  6.50  %,10/01/26,,,792.0,,,771,,,768,,(6) (7),,
56,Capitol Imaging Acquisition Corp.,Health Care Providers & Services,,S +  6.50  %,10/01/25,,,180.0,,,(  2,),,(  5,),(6) (7) (8),,
57,"CFS Management, LLC (dba Center for Sight Management)",Health Care Providers & Services,12.65  %,S +  7.00  % (Incl.  0.75  % PIK),07/01/24,,,19308.0,,,19137,,,18246,,(6) (7),,
58,"CFS Management, LLC (dba Center for Sight Management)",Health Care Providers & Services,12.65  %,S +  7.00  % (Incl.  0.75  % PIK),07/01/24,,,3351.0,,,3309,,,3167,,(6) (7),,
59,"CFS Management, LLC (dba Center for Sight Management)",Health Care Providers & Services,12.65  %,S +  7.00  % (Incl.  0.75  % PIK),07/01/24,,,1976.0,,,1969,,,1868,,(6) (7),,
60,"Checkmate Finance Merger Sub, LLC",Entertainment,11.99  %,S +  6.50  %,12/31/27,,,30944.0,,,30471,,,30093,,(6) (7),,
61,"Checkmate Finance Merger Sub, LLC",Entertainment,,S +  6.50  %,12/31/27,,,3140.0,,,(  45,),,(  86,),(6) (7) (8),,
62,Chronicle Bidco Inc. (dba Lexitas),Professional Services,12.07  %,S +  6.75  %,05/18/29,,,45621.0,,,44095,,,44366,,(6) (7),,
63,Chronicle Bidco Inc. (dba Lexitas),Professional Services,12.07  %,S +  6.75  %,05/18/29,,,4753.0,,,1573,,,1533,,(6) (7) (8),,
64,"Circustrix Holdings, LLC (dba SkyZone)",Leisure Equipment & Products,12.08  %,S +  6.75  %,07/18/28,,,4194.0,,,4091,,,4089,,(6),,
65,"Circustrix Holdings, LLC (dba SkyZone)",Leisure Equipment & Products,,S +  6.75  %,07/18/28,,,538.0,,,(  7,),,(  7,),(6) (8),,
66,"Circustrix Holdings, LLC (dba SkyZone)",Leisure Equipment & Products,,S +  6.75  %,07/18/28,,,269.0,,,(  6,),,(  7,),(6) (8),,
67,CivicPlus LLC,Software,12.07  %,S +  6.50  % (Incl.  2.50  % PIK),08/24/27,,,6448.0,,,6347,,,6335,,(6) (7),,
68,CivicPlus LLC,Software,12.07  %,S +  6.50  % (Incl.  2.50  % PIK),08/24/27,,,6394.0,,,6295,,,6282,,(6) (7),,
69,CivicPlus LLC,Software,12.07  %,S +  6.50  % (Incl.  2.50  % PIK),08/24/27,,,3029.0,,,2980,,,2976,,(6) (7),,
70,CivicPlus LLC,Software,11.42  %,S +  6.00  %,08/24/27,,,1217.0,,,79,,,76,,(6) (7) (8),,
71,Clearcourse Partnership Acquireco Finance Limited,IT Services,12.43  %,SN +  7.50  % (Incl.  0.75  % PIK),08/19/28,GBP,,13661.0,,,16161,,,16210,,(5) (6) (7),,
72,Clearcourse Partnership Acquireco Finance Limited,IT Services,12.43  %,SN +  7.50  % (Incl.  0.75  % PIK),08/19/28,GBP,,11741.0,,,6800,,,6698,,(5) (6) (7) (8),,
73,"CloudBees, Inc.",Software,12.43  %,S +  7.00  % (Incl.  2.50  % PIK),11/24/26,,,29288.0,,,28053,,,28995,,(6) (7),,
74,"CloudBees, Inc.",Software,12.43  %,S +  7.00  % (Incl.  2.50  % PIK),11/24/26,,,13253.0,,,11940,,,12383,,(6) (7) (8),,
75,"Coding Solutions Acquisition, Inc.",Health Care Providers & Services,10.82  %,S +  5.75  %,05/11/28,,,14718.0,,,14469,,,14203,,(6) (7),,
76,"Coding Solutions Acquisition, Inc.",Health Care Providers & Services,10.89  %,S +  5.75  %,05/11/28,,,4458.0,,,4414,,,4302,,(6) (7),,
77,"Coding Solutions Acquisition, Inc.",Health Care Providers & Services,11.40  %,S +  6.00  %,05/11/28,,,3102.0,,,3025,,,3025,,(6) (7),,
78,"Coding Solutions Acquisition, Inc.",Health Care Providers & Services,10.82  %,S +  5.75  %,05/11/28,,,2120.0,,,393,,,350,,(6) (7) (8),,
79,"Coding Solutions Acquisition, Inc.",Health Care Providers & Services,,S +  6.00  %,05/11/28,,,11162.0,,,(  140,),,(  279,),(6) (7) (8),,
80,"Computer Services, Inc.",Diversified Financial Services,12.16  %,S +  6.75  %,11/15/29,,,995.0,,,968,,,975,,(6) (7),,
81,CORA Health Holdings Corp,Health Care Providers & Services,11.32  %,S +  5.75  %,06/15/27,,,22576.0,,,22351,,,18964,,(6) (7),,
82,CORA Health Holdings Corp,Health Care Providers & Services,11.32  %,S +  5.75  %,06/15/27,,,378.0,,,374,,,317,,(6) (7),,
83,CorePower Yoga LLC,Diversified Consumer Services,12.65  %,S +  7.00  % (Incl.  5.00  % PIK),05/14/25,,,27284.0,,,26089,,,22919,,(6) (7),,
84,CorePower Yoga LLC,Diversified Consumer Services,,S +  7.00  % (Incl.  5.00  % PIK),05/14/25,,,1687.0,,,(  71,),,(  270,),(6) (7) (8),,
85,Coretrust Purchasing Group LLC,Diversified Financial Services,12.07  %,S +  6.75  %,10/01/29,,,769.0,,,748,,,755,,(6) (7),,
86,Coretrust Purchasing Group LLC,Diversified Financial Services,,S +  6.75  %,10/01/29,,,113.0,,,(  3,),,(  2,),(6) (7) (8),,
87,Coretrust Purchasing Group LLC,Diversified Financial Services,,S +  6.75  %,10/01/29,,,113.0,,,(  1,),,(  2,),(6) (7) (8),,
88,"Crewline Buyer, Inc. (dba New Relic)",Software,,S +  6.75  %,07/30/30,,,3774.0,,,—,,,—,,(6) (8),,
89,"Crewline Buyer, Inc. (dba New Relic)",Software,,S +  6.75  %,07/30/30,,,393.0,,,—,,,—,,(6) (8),,
90,CST Buyer Company (dba Intoxalock),Diversified Consumer Services,11.92  %,S +  6.50  %,11/01/28,,,907.0,,,883,,,891,,(6) (7),,
91,CST Buyer Company (dba Intoxalock),Diversified Consumer Services,,S +  6.50  %,11/01/28,,,86.0,,,(  2,),,(  2,),(6) (7) (8),,
92,DECA Dental Holdings LLC,Health Care Providers & Services,11.24  %,S +  5.75  %,08/28/28,,,21236.0,,,20914,,,20387,,(6) (7),,
93,DECA Dental Holdings LLC,Health Care Providers & Services,11.24  %,S +  5.75  %,08/28/28,,,2235.0,,,2202,,,2146,,(6) (7),,
94,DECA Dental Holdings LLC,Health Care Providers & Services,11.24  %,S +  5.75  %,08/26/27,,,1711.0,,,1117,,,1072,,(6) (7) (8),,
95,Diligent Corporation,Professional Services,9.96  %,E +  6.25  %,08/04/25,€,,37386.0,,,42811,,,39427,,(6) (7),,
96,Diligent Corporation,Professional Services,11.77  %,S +  6.25  %,08/04/25,,,24165.0,,,23643,,,24104,,(6) (7),,
97,Diligent Corporation,Professional Services,11.77  %,S +  6.25  %,08/04/25,,,3100.0,,,1243,,,1263,,(6) (7) (8),,
98,"Elemica Parent, Inc.",Chemicals,11.54  %,S +  6.00  %,09/18/25,,,6894.0,,,6649,,,6704,,(6) (7),,
99,"Elemica Parent, Inc.",Chemicals,11.00  %,S +  5.50  %,09/18/25,,,1470.0,,,1450,,,1430,,(6) (7),,
100,"Elemica Parent, Inc.",Chemicals,11.54  %,S +  6.00  %,09/18/25,,,1352.0,,,1316,,,1315,,(6) (7),,
101,"Elemica Parent, Inc.",Chemicals,10.88  %,S +  5.50  %,09/18/25,,,930.0,,,910,,,904,,(6) (7),,
102,Investment  (1)(4),Industry,Interest  Rate  (2),,Reference Rate  and Spread  (2),Maturity,,Par  (3),,Cost,,Fair  Value,,Footnotes,,,,
103,"Elemica Parent, Inc.",Chemicals,11.54  %,,S +  6.00  %,09/18/25,$,,550.0,,$,543,,$,535,,(6) (7),
104,"Eptam Plastics, Ltd.",Health Care Equipment & Supplies,10.92  %,,S +  5.50  %,12/06/25,,,10289.0,,,10040,,,9955,,(6) (7),
105,"Eptam Plastics, Ltd.",Health Care Equipment & Supplies,11.56  %,,S +  6.00  %,12/06/25,,,5640.0,,,5560,,,5513,,(6) (7),
106,"Eptam Plastics, Ltd.",Health Care Equipment & Supplies,10.92  %,,S +  5.50  %,12/06/25,,,4841.0,,,4797,,,4684,,(6) (7),
107,"Eptam Plastics, Ltd.",Health Care Equipment & Supplies,10.92  %,,S +  5.50  %,12/06/25,,,4435.0,,,4379,,,4291,,(6) (7),
108,"Eptam Plastics, Ltd.",Health Care Equipment & Supplies,10.92  %,,S +  5.50  %,12/06/25,,,2269.0,,,2216,,,2195,,(6) (7),
109,"ESO Solutions, Inc",Health Care Technology,12.40  %,,S +  7.00  %,05/03/27,,,39908.0,,,39374,,,39309,,(6) (7),
110,"ESO Solutions, Inc",Health Care Technology,12.33  %,,S +  7.00  %,05/03/27,,,3620.0,,,2128,,,2118,,(6) (7) (8),
111,Everest Clinical Research Corporation,Professional Services,11.54  %,,S +  6.00  %,11/06/26,,,5757.0,,,5662,,,5685,,(5) (6) (7),
112,"Experity, Inc.",Health Care Technology,11.24  %,,S +  5.75  %,02/24/28,,,905.0,,,902,,,873,,(6) (7),
113,"Experity, Inc.",Health Care Technology,,,S +  5.75  %,02/24/28,,,81.0,,,—,,,(  3,),(6) (7) (8),
114,Frontgrade Technologies Holdings Inc.,Aerospace & Defense,12.14  %,,S +  6.75  %,01/09/30,,,975.0,,,948,,,955,,(7),
115,Frontgrade Technologies Holdings Inc.,Aerospace & Defense,12.14  %,,S +  6.75  %,01/09/30,,,745.0,,,730,,,730,,(7),
116,Frontgrade Technologies Holdings Inc.,Aerospace & Defense,,,S +  6.75  %,01/09/28,,,250.0,,,(  6,),,(  5,),(7) (8),
117,Fullsteam Operations LLC,Diversified Financial Services,11.65  %,,S +  6.00  % (Incl.  3.00  % PIK),10/04/27,,,63189.0,,,62085,,,61609,,(6) (7),
118,Fullsteam Operations LLC,Diversified Financial Services,17.65  %,,S +  12.00  % (Incl.  4.50  % PIK),10/04/27,,,24440.0,,,23994,,,23829,,(6) (7),
119,Fullsteam Operations LLC,Diversified Financial Services,13.15  %,,S +  7.50  % PIK,10/04/27,,,3380.0,,,1113,,,1094,,(6) (7) (8),
120,Fullsteam Operations LLC,Diversified Financial Services,13.16  %,,S +  7.76  % PIK,10/04/27,,,444.0,,,191,,,192,,(6) (7) (8),
121,Fullsteam Operations LLC,Diversified Financial Services,,,,S +  12.00  % (Incl.  4.50  % PIK),05/01/30,,,11876,,,—,,,—,,(6) (8)
122,Fullsteam Operations LLC,Diversified Financial Services,,,,S +  6.00  % (Incl.  3.00  % PIK),0  5/01/30,,,37738,,,—,,,—,,(6) (8)
123,Fullsteam Operations LLC,Diversified Financial Services,,,,S +  7.76  % PIK,05/01/30,,,5278,,,—,,,—,,(6) (8)
124,Fullsteam Operations LLC,Diversified Financial Services,,,,S +  7.50  % PIK,05/01/28,,,2111,,,—,,,—,,(6) (8)
125,"Gainsight, Inc.",Software,12.27  %,,L +  6.75  % PIK,07/30/27,,,48665.0,,,48162,,,47692,,(6) (7),
126,"Gainsight, Inc.",Software,12.27  %,,P +  6.75  % PIK,07/30/27,,,5362.0,,,2565,,,2518,,(6) (7) (8),
127,GHA Buyer Inc. (dba Cedar Gate),Health Care Technology,13.79  %,,S +  8.25  % (Incl.  3.75  % PIK),06/24/26,,,15146.0,,,14985,,,14540,,(6) (7),
128,GHA Buyer Inc. (dba Cedar Gate),Health Care Technology,13.79  %,,S +  8.25  % (Incl.  3.75  % PIK),06/24/26,,,2658.0,,,2636,,,2551,,(6) (7),
129,GHA Buyer Inc. (dba Cedar Gate),Health Care Technology,13.79  %,,S +  8.25  % (Incl.  3.75  % PIK),06/24/26,,,991.0,,,980,,,951,,(6) (7),
130,GHA Buyer Inc. (dba Cedar Gate),Health Care Technology,,,S +  8.25  % (incl.  3.75  % PIK),06/24/26,,,1880.0,,,(  19,),,(  75,),(6) (7) (8),
131,"GovDelivery Holdings, LLC (dba Granicus, Inc.)",Software,12.47  %,,S +  7.00  % (Incl.  1.50  % PIK),01/29/27,,,29217.0,,,28764,,,29071,,(6),
132,"GovDelivery Holdings, LLC (dba Granicus, Inc.)",Software,11.47  %,,S +  6.00  %,01/29/27,,,3762.0,,,3711,,,3743,,(6),
133,"GovDelivery Holdings, LLC (dba Granicus, Inc.)",Software,11.96  %,,S +  6.50  %,01/29/27,,,2583.0,,,1166,,,1175,,(6) (8),
134,"Governmentjobs.com, Inc. (dba NeoGov)",Software,10.92  %,,S +  5.50  %,12/01/28,,,41751.0,,,41669,,,41125,,(6) (7),
135,"Governmentjobs.com, Inc. (dba NeoGov)",Software,10.90  %,,S +  5.50  %,12/01/28,,,14718.0,,,1735,,,1545,,(6) (7) (8),
136,"Governmentjobs.com, Inc. (dba NeoGov)",Software,,,S +  5.50  %,12/02/27,,,4710.0,,,(  8,),,(  71,),(6) (7) (8),
137,"GS AcquisitionCo, Inc. (dba Insightsoftware)",Diversified Financial Services,11.29  %,,S +  5.75  %,05/22/26,,,24377.0,,,24196,,,24011,,(6),
138,"GS AcquisitionCo, Inc. (dba Insightsoftware)",Diversified Financial Services,,,S +  5.75  %,05/22/26,,,982.0,,,(  8,),,(  15,),(6) (8),
139,"Halo Branded Solutions, Inc.",Commercial Services & Supplies,9.92  %,,S +  4.50  %,06/30/25,,,6241.0,,,6222,,,4701,,,
140,"HealthEdge Software, Inc.",Health Care Technology,12.43  %,,S +  7.00  %,04/09/26,,,35400.0,,,34952,,,34869,,(6) (7),
141,"HealthEdge Software, Inc.",Health Care Technology,12.43  %,,S +  7.00  %,04/09/26,,,3299.0,,,3299,,,3249,,(6) (7),
142,"HealthEdge Software, Inc.",Health Care Technology,,,S +  7.00  %,04/09/26,,,3800.0,,,(  45,),,(  57,),(6) (7) (8),
143,"HealthEdge Software, Inc.",Health Care Technology,,,S +  7.00  %,04/09/26,,,9500.0,,,(  56,),,(  143,),(6) (7) (8),
144,"Helios Buyer, Inc. (dba Heartland)",Diversified Consumer Services,11.32  %,,S +  6.00  %,12/15/26,,,18842.0,,,18642,,,18607,,(6) (7),
145,"Helios Buyer, Inc. (dba Heartland)",Diversified Consumer Services,11.32  %,,S +  6.00  %,12/15/26,,,14736.0,,,14638,,,14552,,(6) (7),
146,"Helios Buyer, Inc. (dba Heartland)",Diversified Consumer Services,11.32  %,,S +  6.00  %,12/15/26,,,7764.0,,,7664,,,7667,,(6) (7),
147,"Helios Buyer, Inc. (dba Heartland)",Diversified Consumer Services,,,S +  6.00  %,12/15/26,,,2363.0,,,(  26,),,(  30,),(6) (7) (8),
148,"Highfive Dental Holdco, LLC",Health Care Providers & Services,12.45  %,,S +  6.75  %,06/13/28,,,2805.0,,,2725,,,2735,,(6) (7),
149,"Highfive Dental Holdco, LLC",Health Care Providers & Services,,,S +  6.75  %,06/13/28,,,313.0,,,(  9,),,(  8,),(6) (7) (8),
150,"Highfive Dental Holdco, LLC",Health Care Providers & Services,,,S +  6.75  %,06/13/28,,,1875.0,,,(  53,),,(  47,),(6) (7) (8),
151,Investment  (1)(4),Industry,Interest  Rate  (2),,Reference Rate  and Spread  (2),Maturity,,Par  (3),,Cost,,Fair  Value,,Footnotes,,,,
152,"Hollander Intermediate LLC (dba Bedding Acquisition, LLC)",Household Products,14.18  %,,S +  8.75  %,09/21/26,$,,38805.0,,$,37966,,$,33954,,(6) (7),
153,"Honor HN Buyer, Inc",Health Care Providers & Services,11.29  %,,S +  5.75  %,10/15/27,,,23930.0,,,23581,,,23452,,(6) (7),
154,"Honor HN Buyer, Inc",Health Care Providers & Services,11.29  %,,S +  5.75  %,10/15/27,,,15132.0,,,14896,,,14829,,(6) (7),
155,"Honor HN Buyer, Inc",Health Care Providers & Services,11.29  %,,S +  5.75  %,10/15/27,,,9979.0,,,4029,,,3947,,(6) (7) (8),
156,"Honor HN Buyer, Inc",Health Care Providers & Services,11.29  %,,S +  5.75  %,10/15/27,,,2802.0,,,312,,,294,,(6) (7) (8),
157,HowlCO LLC (dba Lone Wolf),Real Estate Mgmt. & Development,11.43  %,,S +  6.00  %,10/23/26,,,34868.0,,,34523,,,33125,,(5) (6) (7),
158,HowlCO LLC (dba Lone Wolf),Real Estate Mgmt. & Development,11.42  %,,S +  6.00  %,10/23/26,,,11284.0,,,11212,,,10720,,(5) (6) (7),
159,HowlCO LLC (dba Lone Wolf),Real Estate Mgmt. & Development,11.43  %,,S +  6.00  %,10/23/26,,,10696.0,,,10629,,,10161,,(5) (6) (7),
160,"HS4 AcquisitionCo, Inc. (dba HotSchedules & Fourth)","Hotels, Restaurants & Leisure",12.17  %,,S +  6.75  %,07/09/25,,,56361.0,,,54499,,,55234,,(6) (7),
161,"HS4 AcquisitionCo, Inc. (dba HotSchedules & Fourth)","Hotels, Restaurants & Leisure",12.17  %,,S +  6.75  %,07/09/25,,,4688.0,,,2958,,,2953,,(6) (7) (8),
162,HumanState Limited (dba PayProp),Diversified Consumer Services,11.33  %,,SN +  6.00  %,11/23/28,GBP,,17000.0,,,20238,,,20431,,(5) (6) (7),
163,HumanState Limited (dba PayProp),Diversified Consumer Services,,,SN +  6.00  %,11/23/28,GBP,,2600.0,,,(  10,),,(  48,),(5) (6) (7) (8),
164,HumanState Limited (dba PayProp),Diversified Consumer Services,,,SN +  6.00  %,11/23/28,GBP,,7270.0,,,7,,,(  133,),(5) (6) (7) (8),
165,"iCIMS, Inc.",Professional Services,12.63  %,,S +  7.25  % (Incl.  3.88  % PIK),08/18/28,,,45418.0,,,44769,,,43942,,(6) (7),
166,"iCIMS, Inc.",Professional Services,12.14  %,,S +  6.75  %,08/18/28,,,4199.0,,,641,,,565,,(6) (7) (8),
167,"iCIMS, Inc.",Professional Services,,,S +  6.75  %,08/18/28,,,10383.0,,,—,,,(  337,),(6) (7) (8),
168,"Intelligent Medical Objects, Inc.",Health Care Technology,11.36  %,,S +  6.00  %,05/11/29,,,12400.0,,,12189,,,12028,,(6) (7),
169,"Intelligent Medical Objects, Inc.",Health Care Technology,11.38  %,,S +  6.00  %,05/11/29,,,2981.0,,,770,,,712,,(6) (7) (8),
170,"Intelligent Medical Objects, Inc.",Health Care Technology,11.42  %,,S +  6.00  %,05/11/28,,,1490.0,,,215,,,194,,(6) (7) (8),
171,"Internet Truckstop Group, LLC (dba Truckstop)",Transportation Infrastructure,10.54  %,,S +  5.50  %,04/02/25,,,50650.0,,,49653,,,50144,,(6) (7),
172,"Internet Truckstop Group, LLC (dba Truckstop)",Transportation Infrastructure,,,S +  5.50  %,04/02/25,,,4400.0,,,(  33,),,(  44,),(6) (7) (8),
173,"Iracore International Holdings, Inc.",Energy Equipment & Services,14.54  %,,S +  9.00  %,04/12/24,,,2361.0,,,2361,,,2337,,(7) (11),
174,"iWave Information Systems, Inc.",Software,12.29  %,,S +  6.75  %,11/23/28,,,885.0,,,865,,,863,,(5) (6) (7),
175,"iWave Information Systems, Inc.",Software,,,S +  6.75  %,11/23/28,,,109.0,,,(  2,),,(  3,),(5) (6) (7) (8),
176,Kaseya Inc.,IT Services,11.62  %,,S +  6.25  % (Incl.  2.50  % PIK),06/25/29,,,18540.0,,,18301,,,18262,,(6) (7),
177,Kaseya Inc.,IT Services,11.57  %,,S +  6.25  % (Incl.  2.50  % PIK),06/25/29,,,1102.0,,,263,,,260,,(6) (7) (8),
178,Kaseya Inc.,IT Services,11.62  %,,S +  6.25  % (Incl.  2.50  % PIK),06/25/29,,,1100.0,,,60,,,51,,(6) (7) (8),
179,Kawa Solar Holdings Limited,Construction & Engineering,,,,12/31/23,,,3917.0,,,3603,,,1073,,(5) (7) (11) (12),
180,Kawa Solar Holdings Limited,Construction & Engineering,,,,12/31/23,,,3318.0,,,800,,,—,,(5) (7) (11) (12),
