,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
17,,Polk Acquisition Corp.*#+,Senior loan,,L + 6.50,(a),,3.50 cash/4.00 PIK,,12/2023,,18302,,,18169,,,0.7,,17936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,Polk Acquisition Corp.+,Senior loan,,L + 6.50,(a),,3.50 cash/4.00 PIK,,12/2023,,108,,,106,,,-,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,Polk Acquisition Corp.+,Senior loan,,L + 6.50,(a)(c),,3.50 cash/4.00 PIK,,12/2023,,30,,,28,,,-,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,"Power Stop, LLC+~",Senior loan,,L + 4.50,(a),,4.61,,10/2025,,2828,,,2876,,,0.1,,2828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,21268,,,21179,,,0.8,,20896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,JHCC Holdings LLC,One stop,,L + 5.50,(c),,6.50,,09/2025,,15551,,,15321,,,0.6,,15551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,JHCC Holdings LLC+,One stop,,L + 5.50,(c)(f),,6.99,,09/2025,,128,,,126,,,-,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,JHCC Holdings LLC+,One stop,,P + 4.50,(c)(f),,7.37,,09/2025,,34,,,33,,,-,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,"MOP GM Holding, LLC*+~^",One stop,,L + 5.75,(c),,6.75,,11/2026,,24343,,,24057,,,1.0,,24343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,"MOP GM Holding, LLC+",One stop,,L + 5.75,(c),,6.75,,11/2026,,130,,,128,,,-,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,"MOP GM Holding, LLC+(5)",One stop,,L + 5.75,,,N/A(6),,11/2026,,-,,,(53),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,"Quick Quack Car Wash Holdings, LLC*#",One stop,,L + 6.50,(c),,7.50,,10/2024,,13017,,,13033,,,0.5,,13017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,"Quick Quack Car Wash Holdings, LLC#+",One stop,,L + 6.50,(c),,7.50,,10/2024,,2348,,,2325,,,0.1,,2348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,"Quick Quack Car Wash Holdings, LLC+",One stop,,L + 6.50,(c),,7.50,,10/2024,,2199,,,2113,,,0.1,,2199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L + 6.50,(c),,7.50,,10/2024,,2051,,,2093,,,0.1,,2051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L + 6.50,(c),,7.50,,10/2024,,1371,,,1399,,,0.1,,1371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L + 6.50,(c),,7.50,,10/2024,,1117,,,1156,,,0.1,,1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,"Quick Quack Car Wash Holdings, LLC+",One stop,,L + 6.50,(c),,7.50,,10/2024,,30,,,30,,,-,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,"TWAS Holdings, LLC+",One stop,,L + 6.75,(c),,7.75,,12/2026,,31033,,,30661,,,1.2,,31033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,"TWAS Holdings, LLC+",One stop,,L + 6.75,(c),,7.75,,12/2026,,383,,,296,,,-,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,"TWAS Holdings, LLC+(5)",One stop,,L + 6.75,,,N/A(6),,12/2026,,-,,,(4),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,93735,,,92714,,,3.8,,93735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,Beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,"Abita Brewing Co., L.L.C.+",One stop,,L + 7.25,(c),,8.25,,04/2024,,,6913,,,,6905,,,0.3,,,6774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,"Abita Brewing Co., L.L.C.+",Second lien,,L + 8.00,(c),,9.00,,04/2024,,3247,,,3234,,,0.1,,2435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,"Abita Brewing Co., L.L.C.+",One stop,,L + 7.25,,,N/A(6),,04/2024,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,"Fintech Midco, LLC*#",One stop,,L + 5.00,(c),,6.00,,08/2024,,24287,,,24588,,,1.0,,24287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,"Fintech Midco, LLC#+",One stop,,L + 5.00,(c),,6.00,,08/2024,,1124,,,1158,,,-,,1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,"Fintech Midco, LLC+(5)",One stop,,L + 5.00,,,N/A(6),,08/2024,,-,,,(1),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,35571,,,35884,,,1.4,,34620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,Biotechnology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,"BIO18 Borrower, LLC#",One stop,,L + 4.75,(a)(c),,5.75,,11/2024,,11019,,,11052,,,0.4,,11019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,"BIO18 Borrower, LLC*#+",One stop,,L + 4.75,(a),,5.75,,11/2024,,3943,,,3913,,,0.2,,3943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,"BIO18 Borrower, LLC+",One stop,,L + 4.75,(a),,5.75,,11/2024,,210,,,210,,,-,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,"BIO18 Borrower, LLC+",One stop,,L + 4.75,,,N/A(6),,11/2024,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,15172,,,15175,,,0.6,,15172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,Building Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c),,5.50,,03/2024,,4170,,,4171,,,0.2,,4170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,1249,,,1277,,,0.1,,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(d)(f),,5.50,,03/2024,,909,,,921,,,-,,909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,436,,,448,,,-,,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,278,,,281,,,-,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c)(f),,5.51,,03/2024,,217,,,217,,,-,,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,116,,,116,,,-,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,7375,,,7431,,,0.3,,7375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,Chemicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,Inhance Technologies Holdings LLC#+,One stop,,L + 6.00,(c),,7.00,,07/2024,,12637,,,12742,,,0.5,,12406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,Inhance Technologies Holdings LLC+,One stop,,L + 6.00,(c),,7.00,,07/2024,,1920,,,1910,,,0.1,,1885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,Inhance Technologies Holdings LLC+,One stop,,L + 6.00,(c),,7.00,,07/2024,,80,,,80,,,-,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,14637,,,14732,,,0.6,,14367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,Commercial Services & Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,"Bazaarvoice, Inc.*#+~^",One stop,,L + 5.75,(a),,6.75,,02/2024,,47885,,,48410,,,1.9,,47885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,"Bazaarvoice, Inc.+",One stop,,L + 5.75,(c),,6.75,,02/2024,,21041,,,20850,,,0.9,,21041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,"Bazaarvoice, Inc.+(5)",One stop,,L + 5.75,,,N/A(6),,02/2024,,-,,,(3),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,"EGD Security Systems, LLC*#+^",One stop,,L + 5.65,(c),,6.65,,06/2023,,30092,,,30385,,,1.2,,30092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,"EGD Security Systems, LLC*+",One stop,,L + 5.65,(c),,6.65,,06/2023,,1258,,,1257,,,0.1,,1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,"EGD Security Systems, LLC+",One stop,,L + 5.65,(c),,6.65,,06/2023,,843,,,837,,,-,,843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,"EGD Security Systems, LLC+",One stop,,L + 5.65,(c),,6.65,,06/2023,,767,,,760,,,-,,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,"EGD Security Systems, LLC#+",One stop,,L + 5.65,(c),,6.65,,06/2023,,644,,,660,,,-,,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,"EGD Security Systems, LLC#+",One stop,,L + 5.65,(c),,6.65,,06/2023,,575,,,572,,,-,,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,"EGD Security Systems, LLC+",One stop,,L + 5.65,(c),,6.65,,06/2023,,140,,,139,,,-,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,"EGD Security Systems, LLC+(5)",One stop,,L + 5.65,,,N/A(6),,06/2023,,-,,,(18),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,Commercial Services & Supplies - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,Hydraulic Authority III Limited+~(8)(9)(10),One stop,,L + 6.00,(i),,7.00,,11/2025,,,11331,,,,11518,,,0.5,,,11904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,Hydraulic Authority III Limited+(8)(9)(10),One stop,,No Value,,,11.00 PIK,,11/2028,,221,,,224,,,-,,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,Hydraulic Authority III Limited+(5)(8)(9)(10),One stop,,L + 6.00,,,N/A(6),,11/2025,,-,,,-,,,-,,(6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,"PT Intermediate Holdings III, LLC+~^",One stop,,L + 5.50,(c),,6.50,,10/2025,,29625,,,29276,,,1.2,,28440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,"Radwell International, LLC+",Senior loan,,L + 4.75,(c),,5.75,,12/2026,,2100,,,2059,,,0.1,,2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,"Radwell International, LLC+",Senior loan,,L + 4.75,(c),,5.75,,12/2026,,239,,,234,,,-,,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,"Radwell International, LLC+",Senior loan,,L + 4.75,(c),,5.75,,12/2026,,8,,,8,,,-,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,WRE Holding Corp.*#,Senior loan,,L + 5.25,(b)(c),,6.25,,01/2023,,2264,,,2293,,,0.1,,2264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,WRE Holding Corp.+^,Senior loan,,L + 5.25,(b)(c),,6.25,,01/2023,,934,,,957,,,-,,934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,WRE Holding Corp.+,Senior loan,,L + 5.25,(b)(c),,6.25,,01/2023,,686,,,686,,,-,,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,WRE Holding Corp.+,Senior loan,,L + 5.25,(b)(c),,6.25,,01/2023,,406,,,406,,,-,,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,WRE Holding Corp.+,Senior loan,,L + 5.25,(b)(c),,6.25,,01/2023,,23,,,23,,,-,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,WRE Holding Corp.+,Senior loan,,L + 5.25,(c),,6.25,,01/2023,,16,,,17,,,-,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,WRE Holding Corp.+,Senior loan,,L + 5.25,,,N/A(6),,01/2023,,-,,,7,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,151098,,,151557,,,6.0,,150448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,Construction & Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,"Reladyne, Inc.*#+^",Senior loan,,L + 5.00,(c),,6.00,,07/2022,,,32693,,,,32852,,,1.3,,,32693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,"Reladyne, Inc.+~",Senior loan,,L + 5.00,(c),,6.00,,07/2022,,3465,,,3507,,,0.1,,3465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,"Reladyne, Inc.+",Senior loan,,L + 5.00,(c),,6.00,,07/2022,,3386,,,3359,,,0.1,,3386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,"Reladyne, Inc.+",Senior loan,,L + 5.00,(c),,6.00,,07/2022,,2743,,,2776,,,0.1,,2743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,"Reladyne, Inc.*#+",Senior loan,,L + 5.00,(c),,6.00,,07/2022,,1875,,,1898,,,0.1,,1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,"Reladyne, Inc.#+~",Senior loan,,L + 5.00,(c),,6.00,,07/2022,,1617,,,1636,,,0.1,,1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,"Reladyne, Inc.#+",Senior loan,,L + 5.00,(c),,6.00,,07/2022,,1538,,,1568,,,0.1,,1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,"Reladyne, Inc.#+~",Senior loan,,L + 5.00,(c),,6.00,,07/2022,,736,,,746,,,-,,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,48053,,,48342,,,1.9,,48053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,Containers and Packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,AmerCareRoyal LLC+,Senior loan,,L + 5.00,(a),,6.00,,11/2025,,818,,,811,,,-,,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,AmerCareRoyal LLC+,Senior loan,,L + 5.00,(a),,6.00,,11/2025,,169,,,167,,,-,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,AmerCareRoyal LLC+,Senior loan,,L + 5.00,(a),,6.00,,11/2025,,152,,,150,,,-,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,AmerCareRoyal LLC+(5),Senior loan,,L + 5.00,,,N/A(6),,11/2025,,-,,,(2),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,Fortis Solutions Group LLC+,Senior loan,,L + 5.00,(a),,6.00,,12/2023,,2418,,,2375,,,0.1,,2370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,Fortis Solutions Group LLC+,Senior loan,,L + 5.00,(a),,6.00,,12/2023,,1578,,,1567,,,0.1,,1546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,Fortis Solutions Group LLC+,Senior loan,,L + 5.00,(a),,6.00,,12/2023,,628,,,623,,,-,,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,Fortis Solutions Group LLC+,Senior loan,,L + 5.00,(a),,6.00,,12/2023,,604,,,600,,,-,,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,Fortis Solutions Group LLC+(5),Senior loan,,L + 5.00,,,N/A(6),,12/2023,,-,,,-,,,-,,(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,"Plano Molding Company, LLC+",One stop,,L + 9.00,(c),,8.50 cash/1.50 PIK,,05/2022,,14670,,,14770,,,0.6,,15105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,"Plano Molding Company, LLC+",One stop,,L + 9.00,(c),,8.50 cash/1.50 PIK,,05/2022,,1187,,,1180,,,0.1,,1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,,,,,,,,,22224,,,22241,,,0.9,,22589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,Distributors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,"PetroChoice Holdings, Inc.#^",Senior loan,,L + 5.00,(c),,6.00,,08/2022,,3258,,,3264,,,0.1,,3137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,Diversified Consumer Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,"Certus Pest, Inc.+",One stop,,L + 5.25,(c),,6.25,,02/2026,,1102,,,1091,,,0.1,,1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,"Certus Pest, Inc.+(5)",One stop,,L + 5.25,,,N/A(6),,02/2026,,-,,,-,,,-,,(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,"Certus Pest, Inc.+(5)",One stop,,L + 5.25,,,N/A(6),,02/2026,,-,,,(59),,,-,,(61),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,"Certus Pest, Inc.+(5)",One stop,,L + 5.25,,,N/A(6),,02/2026,,-,,,-,,,-,,(61),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,"CHHJ Franchising, LLC+",Senior loan,,L + 5.00,(c),,6.00,,01/2026,,2765,,,2738,,,0.1,,2737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,"CHHJ Franchising, LLC+",Senior loan,,P + 4.00,(f),,7.25,,01/2026,,5,,,5,,,-,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,EWC Growth Partners LLC,One stop,,L + 7.50,(c),,6.50 cash/2.00 PIK,,03/2026,,917,,,902,,,-,,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,EWC Growth Partners LLC+,One stop,,L + 7.50,(c),,6.50 cash/2.00 PIK,,03/2026,,30,,,29,,,-,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,EWC Growth Partners LLC+,One stop,,L + 7.50,(c),,6.50 cash/2.00 PIK,,03/2026,,18,,,18,,,-,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
