,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
23,,,,,,,,,,,,,,,,41226,,,40920,,,1.6,,,39648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,"CG Group Holdings, LLC*#+(23)",One stop,,SF +,8.75,(l),,12.14,cash/,2.00,PIK,,07/2027,,31764,,,31300,,,1.2,,30493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,"CG Group Holdings, LLC+(23)",One stop,,SF +,8.75,(k),,12.07,cash/,2.00,PIK,,07/2026,,345,,,340,,,-,,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,"Denali Midco 2, LLC*#+",One stop,,SF +,6.25,(k),,11.67,,,,,12/2027,,42433,,,42132,,,1.6,,41583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,"Denali Midco 2, LLC+(5)",One stop,,SF +,6.25,,,N/A(6),,,,,12/2027,,-,,,(  4  ),,,-,,(  10  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,11.67,,,,,12/2027,,196,,,194,,,-,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,11.67,,,,,12/2027,,99,,,98,,,-,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,11.67,,,,,12/2027,,79,,,78,,,-,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,11.67,,,,,12/2027,,79,,,78,,,-,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,11.67,,,,,12/2027,,65,,,65,,,-,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,"Denali Midco 2, LLC+",One stop,,SF +,6.50,(k),,11.92,,,,,12/2027,,968,,,945,,,-,,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,11.67,,,,,12/2027,,653,,,649,,,-,,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,11.67,,,,,12/2027,,119,,,118,,,-,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,11.67,,,,,12/2027,,113,,,112,,,-,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,11.67,,,,,12/2027,,81,,,81,,,-,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,"Denali Midco 2, LLC+(5)",One stop,,SF +,6.50,,,N/A(6),,,,,12/2027,,-,,,(  7  ),,,-,,(  3  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,"Denali Midco 2, LLC+",One stop,,SF +,6.50,(k),,11.92,,,,,12/2027,,129,,,126,,,-,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,"Denali Midco 2, LLC+",One stop,,SF +,6.50,(k),,11.92,,,,,12/2027,,65,,,63,,,-,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,"Denali Midco 2, LLC+",One stop,,SF +,6.50,(k),,11.92,,,,,12/2027,,221,,,215,,,-,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,"Denali Midco 2, LLC+",One stop,,SF +,6.50,(k),,11.92,,,,,12/2027,,261,,,255,,,-,,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,JHCC Holdings LLC+,One stop,,SF +,5.25,(l),,10.79,,,,,09/2025,,15156,,,15026,,,0.6,,14929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,JHCC Holdings LLC+,One stop,,SF +,5.25,(l),,10.79,,,,,09/2025,,491,,,487,,,-,,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,JHCC Holdings LLC+,One stop,,SF +,5.25,(l),,10.79,,,,,09/2025,,292,,,290,,,-,,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,JHCC Holdings LLC+(5),One stop,,SF +,5.25,,,N/A(6),,,,,09/2025,,-,,,(  1  ),,,-,,(  2  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,JHCC Holdings LLC+,One stop,,SF +,5.25,(l),,10.79,,,,,09/2025,,3309,,,3286,,,0.1,,3259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,JHCC Holdings LLC+,One stop,,SF +,6.75,(l),,12.29,,,,,09/2025,,,1109,,,,1090,,,-,,,1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,"MOP GM Holding, LLC*#+",One stop,,SF +,5.75,(l),,11.29,,,,,11/2026,,23733,,,23574,,,0.9,,22785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,11.03,,,,,11/2026,,2602,,,2587,,,0.1,,2498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(l),,11.32,,,,,11/2026,,2573,,,2545,,,0.1,,2470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,11.03,,,,,11/2026,,2552,,,2535,,,0.1,,2450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(l),,11.29,,,,,11/2026,,1891,,,1879,,,0.1,,1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(l),,11.27,,,,,11/2026,,1555,,,1546,,,0.1,,1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,11.03,,,,,11/2026,,1433,,,1416,,,0.1,,1376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(l),,11.29,,,,,11/2026,,522,,,519,,,-,,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(l),,11.29,,,,,11/2026,,355,,,352,,,-,,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(l),,11.29,,,,,11/2026,,146,,,145,,,-,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(l),,11.29,,,,,11/2026,,59,,,59,,,-,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(l)(m),,11.34,,,,,11/2026,,186,,,185,,,-,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,"MOP GM Holding, LLC+(5)",One stop,,SF +,5.75,,,N/A(6),,,,,11/2026,,-,,,(  16  ),,,-,,(  93  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(l),,11.27,,,,,11/2026,,178,,,177,,,-,,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(l),,11.27,,,,,11/2026,,59,,,59,,,-,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,"POY Holdings, LLC#",One stop,,SF +,5.50,(l),,11.04,,,,,11/2027,,9447,,,9316,,,0.4,,9447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,"POY Holdings, LLC+(5)",One stop,,SF +,5.50,,,N/A(6),,,,,11/2027,,-,,,(  3  ),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,"POY Holdings, LLC+(5)",One stop,,SF +,5.50,,,N/A(6),,,,,11/2027,,-,,,(  1  ),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,"POY Holdings, LLC+",One stop,,SF +,5.50,(l),,11.04,,,,,11/2027,,81,,,80,,,-,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,"National Express Wash Parent Holdco, LLC+",One stop,,SF +,5.50,(l)(m),,10.89,,,,,07/2029,,4980,,,4939,,,0.2,,4781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,"National Express Wash Parent Holdco, LLC+",One stop,,SF +,5.50,(m),,10.96,,,,,07/2029,,105,,,103,,,-,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,"National Express Wash Parent Holdco, LLC+(5)",One stop,,SF +,5.50,,,N/A(6),,,,,07/2029,,-,,,(  3  ),,,-,,(  15  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,"Quick Quack Car Wash Holdings, LLC*#",One stop,,SF +,6.50,(l),,12.02,,,,,10/2026,,12682,,,12538,,,0.5,,12555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,"Quick Quack Car Wash Holdings, LLC+",One stop,,SF +,6.50,(l),,12.02,,,,,10/2026,,9675,,,9565,,,0.4,,9578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,"Quick Quack Car Wash Holdings, LLC#+",One stop,,SF +,6.50,(l),,12.02,,,,,10/2026,,2289,,,2263,,,0.1,,2266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,SF +,6.50,(l),,12.02,,,,,10/2026,,1998,,,1988,,,0.1,,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,SF +,6.50,(l),,12.02,,,,,10/2026,,1336,,,1328,,,0.1,,1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,SF +,6.50,(l),,12.02,,,,,10/2026,,1089,,,1076,,,-,,1078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,"Quick Quack Car Wash Holdings, LLC+",One stop,,SF +,6.50,(l),,12.02,,,,,10/2026,,94,,,90,,,-,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,"Quick Quack Car Wash Holdings, LLC+(5)",One stop,,SF +,6.50,,,N/A(6),,,,,10/2026,,-,,,(  2  ),,,-,,(  2  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,"Quick Quack Car Wash Holdings, LLC+",One stop,,SF +,6.50,(l),,12.02,,,,,10/2026,,50,,,48,,,-,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,"Quick Quack Car Wash Holdings, LLC+",One stop,,SF +,6.50,(l),,12.02,,,,,10/2026,,342,,,336,,,-,,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,"Quick Quack Car Wash Holdings, LLC+",One stop,,SF +,6.50,(l),,12.02,,,,,10/2026,,103,,,99,,,-,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,"Quick Quack Car Wash Holdings, LLC+",One stop,,SF +,6.50,(l),,12.02,,,,,10/2026,,3293,,,3242,,,0.1,,3260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,"Quick Quack Car Wash Holdings, LLC+",One stop,,SF +,6.50,(l),,12.02,,,,,10/2026,,94,,,92,,,-,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,"Quick Quack Car Wash Holdings, LLC+",One stop,,SF +,6.50,(k),,11.92,,,,,10/2026,,1500,,,1485,,,0.1,,1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,"Quick Quack Car Wash Holdings, LLC+(5)",One stop,,SF +,6.50,,,N/A(6),,,,,10/2026,,-,,,(  35  ),,,-,,(  35  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,"Spotless Brands, LLC+",One stop,,SF +,6.50,(l),,12.00,,,,,07/2028,,8306,,,8173,,,0.3,,8223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,"Spotless Brands, LLC+",One stop,,SF +,6.50,(l),,12.02,,,,,07/2028,,903,,,896,,,0.1,,894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,"Spotless Brands, LLC+",One stop,,SF +,6.50,,,N/A(6),,,,,07/2028,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,"Spotless Brands, LLC+",One stop,,SF +,6.50,(l),,11.99,,,,,07/2028,,670,,,665,,,-,,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,"TWAS Holdings, LLC#+",One stop,,SF +,6.75,(k),,12.17,,,,,12/2026,,40051,,,39793,,,1.6,,39651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,"TWAS Holdings, LLC*+",One stop,,SF +,6.75,(k),,12.17,,,,,12/2026,,30255,,,30045,,,1.2,,29953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,"TWAS Holdings, LLC+",One stop,,SF +,6.75,(k),,12.17,,,,,12/2026,,7854,,,7801,,,0.3,,7775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,"TWAS Holdings, LLC+",One stop,,SF +,6.75,(k),,12.17,,,,,12/2026,,603,,,599,,,-,,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,"TWAS Holdings, LLC+",One stop,,SF +,6.75,(k),,12.17,,,,,12/2026,,383,,,381,,,-,,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,"TWAS Holdings, LLC+(5)",One stop,,SF +,6.75,,,N/A(6),,,,,12/2026,,-,,,(  2  ),,,-,,(  4  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,274054,,,271473,,,10.5,,268470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,Beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,"Financial Information Technologies, LLC+",One stop,,SF +,6.50,(l),,11.89,,,,,06/2030,,,22623,,,,22295,,,0.9,,,22396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,"Financial Information Technologies, LLC+(23)",One stop,,No Value,,,,14.00,PIK,,,,06/2031,,11182,,,10869,,,0.4,,10847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,"Financial Information Technologies, LLC+(5)",One stop,,SF +,6.50,,,N/A(6),,,,,06/2030,,-,,,-,,,-,,(  1  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,"Watermill Express, LLC+",One stop,,SF +,5.00,(l),,10.54,,,,,04/2027,,2221,,,2208,,,0.1,,2221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,"Watermill Express, LLC+",One stop,,SF +,5.00,(k),,10.42,,,,,04/2027,,8,,,7,,,-,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,"Watermill Express, LLC+",One stop,,SF +,5.00,(l),,10.54,,,,,04/2027,,214,,,214,,,-,,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,"Winebow Holdings, Inc.+",One stop,,SF +,6.25,(k),,11.67,,,,,07/2025,,7720,,,7671,,,0.3,,7566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,43968,,,43264,,,1.7,,43251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
