,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
17,,"North Haven Falcon Buyer, LLC",One stop,,L + 6.00,(c),,7.00,,05/2027,,6176,,,6055,,,0.2,,6114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,"North Haven Falcon Buyer, LLC+(5)",One stop,,L + 6.00,,,N/A(6),,05/2027,,-,,,(20),,,-,,(20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,Polk Acquisition Corp.*#+,Senior loan,,L + 6.00,(a),,7.00,,12/2023,,18153,,,18032,,,0.7,,18153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,Polk Acquisition Corp.+,Senior loan,,L + 6.00,(a),,7.00,,12/2023,,107,,,105,,,-,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,Polk Acquisition Corp.+,Senior loan,,L + 6.00,(a),,7.00,,12/2023,,71,,,70,,,-,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,"Power Stop, LLC+~",Senior loan,,L + 4.50,(a),,4.60,,10/2025,,2821,,,2866,,,0.1,,2821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,27328,,,27108,,,1.0,,,27246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,JHCC Holdings LLC,One stop,,L + 5.50,(c),,6.50,,09/2025,,15512,,,15295,,,0.6,,15512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,JHCC Holdings LLC+,One stop,,L + 5.50,(c),,6.50,,09/2025,,205,,,203,,,0.1,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,JHCC Holdings LLC+,One stop,,P + 4.50,(c)(f),,6.85,,09/2025,,36,,,35,,,0.1,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,"MOP GM Holding, LLC*#~^",One stop,,L + 5.75,(c),,6.75,,11/2026,,24283,,,24008,,,1.0,,24283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,"MOP GM Holding, LLC+",One stop,,L + 5.75,(d),,6.75,,11/2026,,2611,,,2581,,,0.1,,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,"MOP GM Holding, LLC+",One stop,,L + 5.75,(c)(d),,6.75,,11/2026,,1930,,,1908,,,0.1,,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,"MOP GM Holding, LLC+(5)",One stop,,L + 5.75,,,N/A(6),,11/2026,,-,,,(2),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,"Quick Quack Car Wash Holdings, LLC*#",One stop,,L + 6.50,(c),,7.50,,10/2024,,12983,,,12997,,,0.6,,12983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,"Quick Quack Car Wash Holdings, LLC+",One stop,,L + 6.50,(c),,7.50,,10/2024,,3202,,,3127,,,0.1,,3202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,"Quick Quack Car Wash Holdings, LLC#+",One stop,,L + 6.50,(c),,7.50,,10/2024,,2343,,,2322,,,0.1,,2343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L + 6.50,(c),,7.50,,10/2024,,2046,,,2083,,,0.1,,2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L + 6.50,(c),,7.50,,10/2024,,1368,,,1392,,,0.1,,1368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L + 6.50,(c),,7.50,,10/2024,,1113,,,1149,,,0.1,,1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,"Quick Quack Car Wash Holdings, LLC+",One stop,,L + 6.50,(c),,7.50,,10/2024,,30,,,30,,,0.1,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,"TWAS Holdings, LLC*+^",One stop,,L + 6.75,(c),,7.75,,12/2026,,30955,,,30600,,,1.2,,30955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,"TWAS Holdings, LLC+",One stop,,L + 6.75,(c),,7.75,,12/2026,,4021,,,3935,,,0.2,,4021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,"TWAS Holdings, LLC+(5)",One stop,,L + 6.75,,,N/A(6),,12/2026,,-,,,(4),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,102638,,,101659,,,4.6,,102638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,Beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,"Abita Brewing Co., L.L.C.+",One stop,,L + 6.25,(a),,7.25,,04/2024,,,7045,,,,7038,,,0.3,,,7045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,"Abita Brewing Co., L.L.C.+",Second lien,,L + 8.00,(d),,9.00,,04/2024,,3321,,,3309,,,0.1,,2657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,"Abita Brewing Co., L.L.C.+",One stop,,L + 6.25,,,N/A(6),,04/2024,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,"Fintech Midco, LLC*#",One stop,,L + 5.00,(c),,6.00,,08/2024,,24225,,,24504,,,1.0,,24225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,"Fintech Midco, LLC#+",One stop,,L + 5.00,(c),,6.00,,08/2024,,1122,,,1153,,,0.1,,1122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,"Fintech Midco, LLC+(5)",One stop,,L + 5.00,,,N/A(6),,08/2024,,-,,,(1),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,"Watermill Express, LLC+",One stop,,L + 5.75,(c),,6.75,,04/2027,,2273,,,2251,,,0.1,,2227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,"Watermill Express, LLC+",One stop,,L + 5.75,,,N/A(6),,04/2027,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,"Watermill Express, LLC+(5)",One stop,,L + 5.75,,,N/A(6),,04/2027,,-,,,(1),,,-,,(4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,"Winebow Holdings, Inc.",One stop,,L + 6.25,(a),,7.25,,07/2025,,7898,,,7785,,,0.3,,7780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,45884,,,46038,,,1.9,,45052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,Biotechnology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,"BIO18 Borrower, LLC#+",One stop,,L + 4.75,(a),,5.75,,11/2024,,10991,,,11021,,,0.4,,10991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,"BIO18 Borrower, LLC*#+",One stop,,L + 4.75,(a),,5.75,,11/2024,,3934,,,3905,,,0.2,,3934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,"BIO18 Borrower, LLC+",One stop,,L + 4.75,(a),,5.75,,11/2024,,210,,,210,,,0.1,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,15135,,,15136,,,0.7,,15135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,Building Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,"Jensen Hughes, Inc.+",Senior loan,,L + 3.50,(c)(f),,4.51,,03/2024,,4159,,,4160,,,0.2,,4159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,1365,,,1390,,,0.1,,1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,906,,,917,,,0.1,,906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,435,,,446,,,0.1,,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,277,,,280,,,0.1,,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,216,,,216,,,-,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,116,,,116,,,-,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,7474,,,7525,,,0.6,,7474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,Chemicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,Inhance Technologies Holdings LLC#+,One stop,,L + 6.00,(c),,7.00,,07/2024,,12605,,,12702,,,0.5,,12605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,Inhance Technologies Holdings LLC+,One stop,,L + 6.00,(c),,7.00,,07/2024,,1915,,,1905,,,0.1,,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,Inhance Technologies Holdings LLC+,One stop,,L + 6.00,(c),,7.00,,07/2024,,95,,,95,,,-,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,14615,,,14702,,,0.6,,14615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,Commercial Services & Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,"EGD Security Systems, LLC*#+^",One stop,,L + 5.65,(c),,6.65,,06/2023,,30092,,,30352,,,1.2,,30092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,"EGD Security Systems, LLC+",One stop,,L + 5.65,(c),,6.65,,06/2023,,1687,,,1674,,,0.1,,1686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,"EGD Security Systems, LLC*+",One stop,,L + 5.65,(c),,6.65,,06/2023,,1258,,,1257,,,0.1,,1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,"EGD Security Systems, LLC+",One stop,,L + 5.65,(c),,6.65,,06/2023,,843,,,837,,,0.1,,843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,"EGD Security Systems, LLC+",One stop,,L + 5.65,(c),,6.65,,06/2023,,767,,,761,,,0.1,,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,"EGD Security Systems, LLC#+",One stop,,L + 5.65,(c),,6.65,,06/2023,,644,,,658,,,0.1,,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,"EGD Security Systems, LLC#+",One stop,,L + 5.65,(c),,6.65,,06/2023,,575,,,572,,,0.1,,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,"EGD Security Systems, LLC+",One stop,,L + 5.65,(c),,6.65,,06/2023,,80,,,79,,,-,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,"EGD Security Systems, LLC+(5)",One stop,,L + 5.65,,,N/A(6),,06/2023,,-,,,(4),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,Hydraulic Authority III Limited+~(8)(9)(10),One stop,,L + 6.00,(i),,7.00,,11/2025,,11053,,,11230,,,0.5,,12138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,Hydraulic Authority III Limited+(8)(9)(10),One stop,,No Value,,,11.00 PIK,,11/2028,,222,,,225,,,0.1,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,Commercial Services & Supplies - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,Hydraulic Authority III Limited+(8)(9)(10),One stop,,L + 6.00,,,N/A(6),,11/2025,,,-,,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,"PT Intermediate Holdings III, LLC+~^",One stop,,L + 5.50,(c),,6.50,,10/2025,,29550,,,29222,,,1.1,,29254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,"PT Intermediate Holdings III, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,10/2025,,-,,,(5),,,-,,(5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,"Radwell International, LLC+",Senior loan,,L + 4.75,(c),,5.75,,12/2026,,2095,,,2056,,,0.1,,2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,"Radwell International, LLC+",Senior loan,,L + 4.75,(c),,5.75,,12/2026,,476,,,472,,,0.1,,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,"Radwell International, LLC+",Senior loan,,L + 4.75,(c),,5.75,,12/2026,,9,,,9,,,-,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,"Thermostat Buyer, LLC+",Senior loan,,L + 4.75,(b),,5.75,,02/2025,,2331,,,2308,,,0.1,,2307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,"Thermostat Buyer, LLC+",Senior loan,,L + 4.75,(c),,5.75,,02/2025,,311,,,297,,,0.1,,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,Trinity Air Consultants Holdings Corporation+,One stop,,L + 5.25,(c),,6.00,,06/2027,,2458,,,2409,,,0.1,,2409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,Trinity Air Consultants Holdings Corporation+,One stop,,L + 5.25,(c),,6.00,,06/2027,,2,,,1,,,0.1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,Trinity Air Consultants Holdings Corporation+(5),One stop,,L + 5.25,,,N/A(6),,06/2027,,-,,,(1),,,-,,(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,WRE Holding Corp.*#,Senior loan,,L + 5.50,(b)(c),,6.50,,01/2023,,2259,,,2283,,,0.1,,2259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,WRE Holding Corp.+^,Senior loan,,L + 5.50,(b)(c),,6.50,,01/2023,,932,,,951,,,0.1,,932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,WRE Holding Corp.+,Senior loan,,L + 5.50,(b)(c),,6.50,,01/2023,,684,,,684,,,0.1,,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,WRE Holding Corp.+,Senior loan,,L + 5.50,(b)(c),,6.50,,01/2023,,405,,,405,,,0.1,,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,WRE Holding Corp.+,Senior loan,,L + 5.25,(b)(c)(f),,6.50,,01/2023,,24,,,25,,,0.1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,WRE Holding Corp.+,Senior loan,,L + 5.50,(b)(c),,6.50,,01/2023,,23,,,23,,,0.1,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,WRE Holding Corp.+,Senior loan,,L + 5.50,,,N/A(6),,01/2023,,-,,,6,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,,,,,,,88780,,,88786,,,4.7,,89494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,Construction & Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,"Reladyne, Inc.*#+^",Senior loan,,L + 5.00,(c),,6.00,,07/2024,,,32607,,,,32738,,,1.3,,,32607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,"Reladyne, Inc.+~",Senior loan,,L + 5.00,(c),,6.00,,07/2024,,3456,,,3491,,,0.1,,3456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,"Reladyne, Inc.+",Senior loan,,L + 5.00,(c),,6.00,,07/2024,,3378,,,3356,,,0.1,,3378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,"Reladyne, Inc.+",Senior loan,,L + 5.00,(c),,6.00,,07/2024,,2736,,,2763,,,0.1,,2736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,"Reladyne, Inc.*#+",Senior loan,,L + 5.00,(c),,6.00,,07/2024,,1871,,,1890,,,0.1,,1871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,"Reladyne, Inc.#+~",Senior loan,,L + 5.00,(c),,6.00,,07/2024,,1612,,,1629,,,0.1,,1612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,"Reladyne, Inc.#+",Senior loan,,L + 5.00,(c),,6.00,,07/2024,,1534,,,1558,,,0.1,,1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,"Reladyne, Inc.#+~",Senior loan,,L + 5.00,(c),,6.00,,07/2024,,735,,,743,,,0.1,,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,,,,,,,,,47929,,,48168,,,2.0,,47929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,Containers and Packaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,AmerCareRoyal LLC+,Senior loan,,L + 5.00,(a),,6.00,,11/2025,,816,,,810,,,-,,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,AmerCareRoyal LLC+,Senior loan,,L + 5.00,(a),,6.00,,11/2025,,168,,,167,,,-,,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,AmerCareRoyal LLC+(8),Senior loan,,L + 5.00,(a),,6.00,,11/2025,,151,,,150,,,-,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,AmerCareRoyal LLC+(5),Senior loan,,L + 5.00,,,N/A(6),,11/2025,,-,,,(2),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,Fortis Solutions Group LLC+,Senior loan,,L + 4.75,(c),,5.75,,12/2023,,4059,,,3986,,,0.2,,4059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,Fortis Solutions Group LLC+,Senior loan,,L + 4.75,(c),,5.75,,12/2023,,2412,,,2368,,,0.1,,2412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,Fortis Solutions Group LLC+,Senior loan,,L + 4.75,(c),,5.75,,12/2023,,1574,,,1560,,,0.1,,1574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,Fortis Solutions Group LLC+,Senior loan,,L + 4.75,(c),,5.75,,12/2023,,626,,,620,,,-,,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,Fortis Solutions Group LLC+,Senior loan,,L + 4.75,(c),,5.75,,12/2023,,603,,,597,,,-,,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,Fortis Solutions Group LLC+,Senior loan,,L + 4.75,,,N/A(6),,12/2023,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,10409,,,10256,,,0.4,,10409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,Distributors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,"PetroChoice Holdings, Inc.#^",Senior loan,,L + 5.00,(c),,5.00,,08/2022,,3249,,,3255,,,0.1,,3120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,Diversified Consumer Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
