,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
15,,"Covercraft Parent III, Inc.+",Senior secured,,L +,4.50,(b),,9.66,,,,,08/2027,,984,,,966,,,0.1,,949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,"Covercraft Parent III, Inc.+",Senior secured,,L +,4.50,(b)(c),,9.58,,,,,08/2027,,28,,,27,,,-,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,"North Haven Falcon Buyer, LLC+(22)",One stop,,L +,8.00,(b)(c),,9.49,cash/,3.75,PIK,,05/2027,,6157,,,6042,,,0.2,,5911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,"North Haven Falcon Buyer, LLC+(22)",One stop,,L +,4.25,(b)(c),,9.47,,,,,05/2027,,1031,,,1019,,,-,,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,Polk Acquisition Corp.*#+(22),Senior secured,,SF +,7.00,(l),,10.16,cash/,1.75,PIK,,12/2024,,18027,,,17980,,,0.7,,17666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,Polk Acquisition Corp.+(5)(22),Senior secured,,SF +,7.00,(l),,11.91,,,,,12/2024,,-,,,1,,,-,,(  3  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,Polk Acquisition Corp.+(22),Senior secured,,SF +,7.00,(l),,10.16,cash/,1.75,PIK,,12/2024,,107,,,106,,,-,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,41094,,,40718,,,1.6,,,40007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,"CG Group Holdings, LLC*#+(22)",One stop,,SF +,8.75,(m),,11.65,cash/,2.00,PIK,,07/2027,,31602,,,31076,,,1.2,,29074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,"CG Group Holdings, LLC+(22)",One stop,,SF +,8.75,(l),,11.56,cash/,2.00,PIK,,07/2026,,342,,,335,,,-,,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,"Denali Midco 2, LLC*#+",One stop,,SF +,6.25,(l),,11.16,,,,,12/2027,,42648,,,42311,,,1.7,,41404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,"Denali Midco 2, LLC+(5)",One stop,,SF +,6.25,,,N/A(6),,,,,12/2027,,-,,,(  4  ),,,-,,(  15  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(l),,11.16,,,,,12/2027,,197,,,195,,,-,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(l),,11.16,,,,,12/2027,,99,,,98,,,-,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(l),,11.16,,,,,12/2027,,79,,,79,,,-,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(l),,11.16,,,,,12/2027,,79,,,79,,,-,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(l),,11.16,,,,,12/2027,,65,,,65,,,-,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,"Denali Midco 2, LLC+",One stop,,SF +,6.50,(l),,11.41,,,,,12/2027,,973,,,947,,,-,,954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(l),,11.16,,,,,12/2027,,656,,,651,,,-,,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(l),,11.16,,,,,12/2027,,119,,,118,,,-,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(l),,11.16,,,,,12/2027,,113,,,113,,,-,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(l),,11.16,,,,,12/2027,,82,,,81,,,-,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,"Denali Midco 2, LLC+(5)",One stop,,SF +,6.50,,,N/A(6),,,,,12/2027,,-,,,(  15  ),,,-,,(  11  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,"Denali Midco 2, LLC+",One stop,,SF +,6.50,(l),,11.41,,,,,12/2027,,130,,,127,,,-,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,"Denali Midco 2, LLC+",One stop,,SF +,6.50,(l),,11.41,,,,,12/2027,,65,,,63,,,-,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,"Denali Midco 2, LLC+",One stop,,SF +,6.50,(l),,11.41,,,,,12/2027,,222,,,216,,,-,,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,JHCC Holdings LLC+,One stop,,L +,5.50,(b),,10.66,,,,,09/2025,,15235,,,15071,,,0.6,,14931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,JHCC Holdings LLC+,One stop,,L +,5.50,(b),,10.66,,,,,09/2025,,493,,,489,,,-,,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,JHCC Holdings LLC+,One stop,,L +,5.50,(b),,10.66,,,,,09/2025,,293,,,291,,,-,,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,JHCC Holdings LLC+,One stop,,L +,5.50,(a)(b),,10.52,,,,,09/2025,,67,,,66,,,-,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,JHCC Holdings LLC+,One stop,,L +,5.50,(a)(b)(d),,10.63,,,,,09/2025,,2658,,,2629,,,0.1,,2592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,"MOP GM Holding, LLC*#+",One stop,,SF +,5.75,(n),,10.86,,,,,11/2026,,,23854,,,,23670,,,0.9,,,22662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(n),,10.45,,,,,11/2026,,2616,,,2598,,,0.1,,2485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(n),,10.70,,,,,11/2026,,2586,,,2554,,,0.1,,2456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(n),,10.45,,,,,11/2026,,2565,,,2546,,,0.1,,2437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(n),,10.79,,,,,11/2026,,1901,,,1886,,,0.1,,1806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(n),,10.82,,,,,11/2026,,1563,,,1552,,,0.1,,1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(n),,10.62,,,,,11/2026,,1441,,,1420,,,0.1,,1369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(n),,10.86,,,,,11/2026,,524,,,521,,,-,,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(n),,10.86,,,,,11/2026,,357,,,354,,,-,,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(n),,10.86,,,,,11/2026,,146,,,145,,,-,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(n),,10.79,,,,,11/2026,,59,,,59,,,-,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(n),,10.76,,,,,11/2026,,186,,,184,,,-,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,"MOP GM Holding, LLC+(5)",One stop,,SF +,5.75,,,N/A(6),,,,,11/2026,,-,,,(  19  ),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(n),,10.82,,,,,11/2026,,179,,,177,,,-,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(n),,10.82,,,,,11/2026,,60,,,59,,,-,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,"POY Holdings, LLC#",One stop,,SF +,5.50,(m),,10.55,,,,,11/2027,,9495,,,9347,,,0.4,,9495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,"POY Holdings, LLC+(5)",One stop,,SF +,5.50,,,N/A(6),,,,,11/2027,,-,,,(  3  ),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,"POY Holdings, LLC+(5)",One stop,,SF +,5.50,,,N/A(6),,,,,11/2027,,-,,,(  1  ),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,"POY Holdings, LLC+",One stop,,SF +,5.50,(m),,10.55,,,,,11/2027,,81,,,81,,,-,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,"National Express Wash Parent Holdco, LLC+",One stop,,SF +,5.50,(m),,10.29,,,,,07/2029,,4636,,,4594,,,0.2,,4450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,"National Express Wash Parent Holdco, LLC+(5)",One stop,,SF +,5.50,,,N/A(6),,,,,07/2029,,-,,,(  2  ),,,-,,(  8  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,"National Express Wash Parent Holdco, LLC+(5)",One stop,,SF +,5.50,,,N/A(6),,,,,07/2029,,-,,,(  7  ),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,"Quick Quack Car Wash Holdings, LLC*#",One stop,,SF +,7.00,(m),,11.83,,,,,10/2024,,12749,,,12722,,,0.5,,12749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,"Quick Quack Car Wash Holdings, LLC+",One stop,,SF +,7.00,(m),,11.83,,,,,10/2024,,9724,,,9702,,,0.4,,9724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,"Quick Quack Car Wash Holdings, LLC#+",One stop,,SF +,7.00,(m),,11.83,,,,,10/2024,,2301,,,2296,,,0.1,,2301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,SF +,7.00,(m),,11.83,,,,,10/2024,,2009,,,2022,,,0.1,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,SF +,7.00,(m),,11.83,,,,,10/2024,,1342,,,1351,,,0.1,,1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,SF +,7.00,(m),,11.83,,,,,10/2024,,1094,,,1093,,,0.1,,1094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,"Quick Quack Car Wash Holdings, LLC+",One stop,,SF +,7.00,(m),,11.83,,,,,10/2024,,95,,,90,,,-,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,"Quick Quack Car Wash Holdings, LLC+",One stop,,SF +,7.00,,,N/A(6),,,,,10/2024,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,"Quick Quack Car Wash Holdings, LLC+(5)",One stop,,SF +,7.00,,,N/A(6),,,,,10/2024,,-,,,(  1  ),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,"Quick Quack Car Wash Holdings, LLC+",One stop,,SF +,7.00,(m),,11.83,,,,,10/2024,,343,,,339,,,-,,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,"Quick Quack Car Wash Holdings, LLC+",One stop,,SF +,7.00,(m),,11.83,,,,,10/2024,,104,,,100,,,-,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,"Quick Quack Car Wash Holdings, LLC+",One stop,,SF +,7.00,(m),,11.83,,,,,10/2024,,3310,,,3282,,,0.1,,3310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,"Quick Quack Car Wash Holdings, LLC+",One stop,,SF +,7.00,(m),,11.83,,,,,10/2024,,95,,,93,,,-,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,"Spotless Brands, LLC+",One stop,,SF +,6.50,(m),,11.31,,,,,07/2028,,8327,,,8180,,,0.3,,7995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,"Spotless Brands, LLC+",One stop,,SF +,6.50,(m),,11.35,,,,,07/2028,,904,,,896,,,-,,868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,"Spotless Brands, LLC+",One stop,,SF +,6.50,(l),,11.39,,,,,07/2028,,6,,,5,,,-,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,"Spotless Brands, LLC+",One stop,,SF +,6.50,(m),,11.34,,,,,07/2028,,672,,,666,,,-,,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,"TWAS Holdings, LLC#+",One stop,,SF +,6.25,(l),,11.16,,,,,12/2026,,40256,,,39956,,,1.6,,39450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,"TWAS Holdings, LLC*+",One stop,,SF +,6.25,(l),,11.16,,,,,12/2026,,30411,,,30168,,,1.2,,29803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,"TWAS Holdings, LLC+",One stop,,SF +,6.25,(l),,11.16,,,,,12/2026,,7894,,,7833,,,0.3,,7736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,"TWAS Holdings, LLC+",One stop,,SF +,6.25,(l),,11.16,,,,,12/2026,,606,,,602,,,-,,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,"TWAS Holdings, LLC+",One stop,,SF +,6.25,(l),,11.16,,,,,12/2026,,385,,,382,,,-,,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,"TWAS Holdings, LLC+(5)",One stop,,SF +,6.25,,,N/A(6),,,,,12/2026,,-,,,(  3  ),,,-,,(  7  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,271093,,,268570,,,10.5,,262721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,Beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,"Fintech Midco, LLC*#",One stop,,L +,5.00,(c),,9.93,,,,,08/2024,,,23789,,,,23898,,,1.0,,,23789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,"Fintech Midco, LLC+",One stop,,L +,5.00,(c),,9.93,,,,,08/2024,,15107,,,15037,,,0.6,,15107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,"Fintech Midco, LLC#+",One stop,,L +,5.00,(c),,9.93,,,,,08/2024,,1102,,,1115,,,-,,1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,"Fintech Midco, LLC+",One stop,,SF +,5.00,,,N/A(6),,,,,08/2024,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,"Watermill Express, LLC+",One stop,,L +,5.25,(b),,10.41,,,,,04/2027,,2233,,,2218,,,0.1,,2233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,"Watermill Express, LLC+",One stop,,L +,5.25,(a),,10.11,,,,,04/2027,,4,,,4,,,-,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,"Watermill Express, LLC+",One stop,,L +,5.25,(b),,10.41,,,,,04/2027,,216,,,215,,,-,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,"Winebow Holdings, Inc.+",One stop,,L +,6.25,(a),,11.09,,,,,07/2025,,7760,,,7696,,,0.3,,7760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,50211,,,50183,,,2.0,,50211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,Building Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,"BECO Holding Company, Inc.#+",One stop,,L +,5.25,(b),,10.41,,,,,11/2028,,,7499,,,,7439,,,0.3,,,7349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,"BECO Holding Company, Inc.+",One stop,,L +,5.25,(a),,10.10,,,,,11/2027,,27,,,24,,,-,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,"BECO Holding Company, Inc.+(5)",One stop,,L +,5.25,,,N/A(6),,,,,11/2028,,-,,,(  16  ),,,-,,(  39  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,"Jensen Hughes, Inc.+",Senior secured,,L +,4.50,(c)(d),,9.44,,,,,03/2024,,4085,,,4085,,,0.2,,4085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,"Jensen Hughes, Inc.+",Senior secured,,L +,4.50,(c)(d),,9.44,,,,,03/2024,,1382,,,1391,,,0.1,,1382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,"Jensen Hughes, Inc.+",Senior secured,,L +,4.50,(c)(d),,9.44,,,,,03/2024,,890,,,894,,,-,,890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,"Jensen Hughes, Inc.+",Senior secured,,L +,4.50,(c)(d),,9.44,,,,,03/2024,,840,,,836,,,-,,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,"Jensen Hughes, Inc.+",Senior secured,,L +,4.50,(c)(d),,9.44,,,,,03/2024,,427,,,431,,,-,,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,"Jensen Hughes, Inc.+",Senior secured,,L +,4.50,(c)(d),,9.44,,,,,03/2024,,272,,,273,,,-,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,"Jensen Hughes, Inc.+",Senior secured,,L +,4.50,(a)(b)(c)(d),,9.56,,,,,03/2024,,1110,,,1105,,,0.1,,1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
