,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
119,Surfside Coffee Company LLC  ^,One stop,,L + 5.25,,6.25,,06/2020,,4470,,,4436,,,0.5,,,4470,,,,
120,Surfside Coffee Company LLC,One stop,,L + 5.25,,6.25,,06/2020,,337,,,329,,,-,,,337,,,,
121,Surfside Coffee Company LLC,One stop,,L + 5.25,,6.25,,06/2020,,26,,,25,,,-,,,26,,,,
122,"Tate's Bake Shop, Inc.  #",Senior loan,,L + 5.00,,6.00,,08/2019,,597,,,593,,,0.1,,,597,,,,
123,Uinta Brewing Company  ^,One stop,,L + 8.50,,9.50,,08/2019,,3734,,,3713,,,0.4,,,3622,,,,
124,Uinta Brewing Company,One stop,,L + 8.50,,9.50,,08/2019,,308,,,305,,,-,,,296,,,,
125,,,,,,,,,,137528,,,136190,,,15.4,,,135564,,,,
126,Broadcasting and Entertainment,,,,,,,,,,,,,,,,,,,,,,
127,"TouchTunes Interactive Networks, Inc.  ^",Senior loan,,L + 4.75,,5.75,,05/2021,,1477,,,1471,,,0.2,,,1483,,,,
128,Building and Real Estate,,,,,,,,,,,,,,,,,,,,,,
129,"Brooks Equipment Company, LLC  *^",One stop,,L + 5.00,,6.00,,08/2020,,22970,,,22747,,,2.6,,,22970,,,,
130,"Brooks Equipment Company, LLC  (4)",One stop,,L + 5.00,,N/A  (5),,08/2020,,-,,,(13,,,-,,,-,,,,
131,"ITEL Laboratories, Inc.  *",Senior loan,,L + 4.50,,5.75,,06/2018,,634,,,631,,,0.1,,,634,,,,
132,"ITEL Laboratories, Inc.",Senior loan,,L + 4.50,,N/A  (5),,06/2018,,-,,,-,,,-,,,-,,,,
133,,,,,,,,,,23604,,,23365,,,2.7,,,23604,,,,
134,"Containers, Packaging and Glass",,,,,,,,,,,,,,,,,,,,,,
135,Fort Dearborn Company  *^,Senior loan,,L + 4.75,,5.75,,10/2018,,2980,,,2969,,,0.3,,,2980,,,,
136,Fort Dearborn Company  *^,Senior loan,,L + 4.25,,5.25,,10/2017,,509,,,508,,,0.1,,,509,,,,
137,,,,,,,,,,3489,,,3477,,,0.4,,,3489,,,,
138,Diversified Conglomerate Manufacturing,,,,,,,,,,,,,,,,,,,,,,
139,"Chase Industries, Inc.  *^#",One stop,,L + 5.75,,6.81,,09/2020,,21704,,,21556,,,2.5,,,21704,,,,
140,"Chase Industries, Inc.  #",One stop,,L + 5.75,,7.13,,09/2020,,4816,,,4784,,,0.5,,,4816,,,,
141,"Chase Industries, Inc.  (4)",One stop,,L + 5.75,,N/A  (5),,09/2020,,-,,,(14,,,-,,,-,,,,
142,"Inventus Power, Inc  *^",One stop,,L + 5.50,,6.50,,04/2020,,8409,,,8369,,,0.9,,,7736,,,,
143,"Inventus Power, Inc  (4)",One stop,,L + 5.50,,N/A  (5),,04/2020,,-,,,(3,,,-,,,(42,,,,
144,Onicon Incorporated  *^#,One stop,,L + 6.00,,7.00,,04/2020,,13422,,,13286,,,1.5,,,13221,,,,
145,Onicon Incorporated  (4),One stop,,L + 6.00,,N/A  (5),,04/2020,,-,,,(6,,,-,,,(15,,,,
146,"Pasternack Enterprises, Inc. and Fairview Microwave, Inc  #",Senior loan,,L + 5.00,,6.00,,05/2022,,2460,,,2436,,,0.3,,,2435,,,,
147,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal/Par  Amount  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,
148,Diversified Conglomerate Manufacturing – (continued),,,,,,,,,,,,,,,,,,,,,,
149,"PetroChoice Holdings, Inc.  ^",Senior loan,,L + 5.00,,6.00,,08/2022,,,1768,,,,1718,,,0.2,,,,1768,
150,"Plex Systems, Inc.  *^",One stop,,L + 7.50,,8.75,,06/2020,,18797,,,18410,,,2.1,,,18797,,,,
151,"Plex Systems, Inc.  (4)",One stop,,L + 7.50,,N/A  (5),,06/2020,,-,,,(30,,,-,,,-,,,,
152,"Reladyne, Inc.  *#",Senior loan,,L + 5.25,,6.25,,07/2022,,10149,,,9992,,,1.2,,,10047,,,,
153,"Reladyne, Inc.",Senior loan,,L + 5.25,,6.25,,07/2022,,111,,,110,,,-,,,110,,,,
154,"Reladyne, Inc.",Senior loan,,P + 4.25,,7.75,,07/2022,,26,,,24,,,-,,,24,,,,
155,"Reladyne, Inc.  (4)",Senior loan,,L + 5.25,,N/A  (5),,07/2022,,-,,,(2,,,-,,,(1,,,,
156,"Sunless Merger Sub, Inc.",Senior loan,,L + 5.00,,6.25,,07/2019,,1503,,,1509,,,0.2,,,1503,,,,
157,"Sunless Merger Sub, Inc.",Senior loan,,P + 3.75,,7.25,,07/2019,,151,,,151,,,-,,,151,,,,
158,,,,,,,,,,83316,,,82290,,,9.4,,,82254,,,,
159,Diversified Conglomerate Service,,,,,,,,,,,,,,,,,,,,,,
160,"Accellos, Inc.  *^#",One stop,,L + 5.75,,6.75,,07/2020,,31051,,,30806,,,3.5,,,31051,,,,
161,"Accellos, Inc.  (4)",One stop,,L + 5.75,,N/A  (5),,07/2020,,-,,,(13,,,-,,,-,,,,
162,"Actiance, Inc.  *^",One stop,,L + 9.00,,10.00,,04/2018,,2900,,,2831,,,0.3,,,2900,,,,
163,"Actiance, Inc.",One stop,,L + 9.00,,N/A  (5),,04/2018,,-,,,-,,,-,,,-,,,,
164,Agility Recovery Solutions Inc.  *^,One stop,,L + 6.50,,7.50,,03/2020,,14092,,,13950,,,1.6,,,14092,,,,
165,Agility Recovery Solutions Inc.  (4),One stop,,L + 6.50,,N/A  (5),,03/2020,,-,,,(6,,,-,,,-,,,,
166,Bomgar Corporation  ^,One stop,,L + 7.50,,8.50,,06/2022,,4888,,,4794,,,0.6,,,4888,,,,
167,Bomgar Corporation  (4),One stop,,L + 7.50,,N/A  (5),,06/2022,,-,,,(2,,,-,,,-,,,,
168,"CIBT Holdings, Inc  ^",Senior loan,,L + 5.25,,6.25,,06/2022,,1973,,,1954,,,0.2,,,1973,,,,
169,"CIBT Holdings, Inc",Senior loan,,L + 5.25,,N/A  (5),,06/2022,,-,,,-,,,-,,,-,,,,
170,"Clearwater Analytics, LLC  #",One stop,,L + 7.50,,8.50,,09/2022,,10050,,,9877,,,1.1,,,9925,,,,
171,"Clearwater Analytics, LLC  (4)",One stop,,L + 7.50,,N/A  (5),,09/2022,,-,,,(2,,,-,,,(1,,,,
172,Daxko Acquisition Corporation  #,One stop,,L + 6.50,,7.50,,09/2022,,8557,,,8430,,,1.0,,,8472,,,,
173,Daxko Acquisition Corporation  (4),One stop,,L + 6.50,,N/A  (5),,09/2022,,-,,,(1,,,-,,,-,,,,
174,"EGD Security Systems, LLC",One stop,,L + 6.25,,7.25,,06/2022,,11114,,,10876,,,1.3,,,11114,,,,
175,"EGD Security Systems, LLC",One stop,,L + 6.25,,7.25,,06/2022,,98,,,96,,,-,,,98,,,,
176,"EGD Security Systems, LLC  (4)",One stop,,L + 6.25,,N/A  (5),,06/2022,,-,,,(2,,,-,,,-,,,,
177,"HealthcareSource HR, Inc.",One stop,,L + 6.75,,7.75,,05/2020,,17724,,,17416,,,2.0,,,17724,,,,
178,"HealthcareSource HR, Inc.  (4)",One stop,,L + 6.75,,N/A  (5),,05/2020,,-,,,(1,,,-,,,-,,,,
179,"Host Analytics, Inc.",One stop,,No Value,,8.50 cash/2.25 PIK,,02/2020,,3028,,,2978,,,0.3,,,3005,,,,
180,"Host Analytics, Inc.",One stop,,No Value,,8.50 cash/2.25 PIK,,08/2021,,2552,,,2530,,,0.3,,,2533,,,,
181,"Host Analytics, Inc.  (4)",One stop,,No Value,,N/A  (5),,02/2020,,-,,,(8,,,-,,,(6,,,,
182,"III US Holdings, LLC  #",One stop,,L + 6.00,,7.00,,09/2022,,5510,,,5400,,,0.6,,,5400,,,,
183,"III US Holdings, LLC  (4)",One stop,,L + 6.00,,N/A  (5),,09/2022,,-,,,(1,,,-,,,(1,,,,
184,"Integration Appliance, Inc.  *^",One stop,,L + 8.25,,9.50,,09/2020,,16123,,,15986,,,1.8,,,16123,,,,
185,"Integration Appliance, Inc.",One stop,,L + 8.25,,9.50,,09/2020,,7914,,,7771,,,0.9,,,7914,,,,
186,"Integration Appliance, Inc.",One stop,,L + 8.25,,9.50,,09/2020,,5396,,,5307,,,0.6,,,5396,,,,
187,"Integration Appliance, Inc.  *",One stop,,L + 8.25,,9.50,,09/2020,,719,,,709,,,0.1,,,719,,,,
188,"Integration Appliance, Inc.  (4)",One stop,,L + 8.25,,N/A  (5),,09/2018,,-,,,(8,,,-,,,-,,,,
189,"Jensen Hughes, Inc.  #",Senior loan,,L + 5.00,,6.00,,12/2021,,156,,,155,,,-,,,156,,,,
190,"Netsmart Technologies, Inc.  #",Senior loan,,L + 4.75,,5.75,,04/2023,,1772,,,1755,,,0.2,,,1783,,,,
191,"Netsmart Technologies, Inc.  (4)",Senior loan,,L + 4.75,,N/A  (5),,01/1900,,-,,,(9,,,-,,,-,,,,
192,"Project Alpha Intermediate Holding, Inc.  *#",One stop,,L + 8.25,,9.25,,08/2022,,17257,,,16749,,,1.9,,,16912,,,,
193,"PT Intermediate Holdings III, LLC",One stop,,L + 6.50,,7.50,,06/2022,,22250,,,21719,,,2.5,,,22250,,,,
194,"PT Intermediate Holdings III, LLC",One stop,,P + 5.50,,9.00,,06/2022,,25,,,21,,,-,,,25,,,,
195,"Secure-24, LLC*",One stop,,L + 6.00,,7.25,,08/2017,,9777,,,9723,,,1.1,,,9777,,,,
196,"Secure-24, LLC  ^",One stop,,L + 6.00,,7.25,,08/2017,,1430,,,1424,,,0.2,,,1430,,,,
197,"Secure-24, LLC  (4)",One stop,,L + 6.00,,N/A  (5),,08/2017,,-,,,(1,,,-,,,-,,,,
198,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal/Par  Amount  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,
199,Diversified Conglomerate Service – (continued),,,,,,,,,,,,,,,,,,,,,,
200,"Severin Acquisition, LLC  ^",Senior loan,,L + 5.38,,6.38,,07/2021,,,892,,,,884,,,0.1,,,,905,
201,"Severin Acquisition, LLC  ^",Senior loan,,L + 5.00,,6.00,,07/2021,,794,,,788,,,0.1,,,794,,,,
202,"Severin Acquisition, LLC  ^",Senior loan,,L + 5.38,,6.38,,07/2021,,607,,,601,,,0.1,,,616,,,,
203,"Severin Acquisition, LLC  ^",Senior loan,,L + 4.88,,5.88,,07/2021,,196,,,194,,,-,,,195,,,,
204,"Source Medical Solutions, Inc.",Second lien,,L + 11.00,,9.00 cash/3.00 PIK,03/2018,,9475,,,9340,,,1.1,,,9475,,,,,
205,"Steelwedge Software, Inc.  ^",One stop,,L + 10.00,,9.00 cash/2.00 PIK,09/2020,,2197,,,2109,,,0.2,,,2197,,,,,
206,"Steelwedge Software, Inc.",One stop,,L + 8.00,,N/A  (5),,09/2020,,-,,,-,,,-,,,-,,,,
207,"TA MHI Buyer, Inc.  ^",One stop,,L + 6.50,,7.50,,09/2021,,8232,,,8172,,,0.9,,,8232,,,,
208,"TA MHI Buyer, Inc.  *",One stop,,L + 6.50,,7.50,,09/2021,,1281,,,1269,,,0.2,,,1281,,,,
209,"TA MHI Buyer, Inc.  ^",One stop,,L + 6.50,,7.50,,09/2021,,666,,,659,,,0.1,,,666,,,,
210,"TA MHI Buyer, Inc.  ^",One stop,,L + 6.50,,7.50,,09/2021,,237,,,235,,,-,,,237,,,,
211,"TA MHI Buyer, Inc.",One stop,,L + 6.50,,N/A  (5),,09/2021,,-,,,-,,,-,,,-,,,,
212,"Trintech, Inc.  *^#",One stop,,L + 6.00,,7.00,,10/2021,,10959,,,10841,,,1.3,,,10959,,,,
213,"Trintech, Inc.  (4)",One stop,,L + 6.00,,N/A  (5),,10/2021,,-,,,(1,,,-,,,-,,,,
214,"Vendavo, Inc.",One stop,,L + 8.50,,9.50,,10/2019,,17982,,,17717,,,2.0,,,17672,,,,
215,"Vendavo, Inc.  (4)",One stop,,L + 8.50,,N/A  (5),,10/2019,,-,,,(9,,,-,,,(25,,,,
216,Vendor Credentialing Service LLC,One stop,,L + 6.00,,7.00,,11/2021,,10194,,,9970,,,1.2,,,10194,,,,
217,Vendor Credentialing Service LLC  (4),One stop,,L + 6.00,,N/A  (5),,11/2021,,-,,,(1,,,-,,,-,,,,
218,"Vitalyst, LLC",Senior loan,,L + 5.25,,6.50,,09/2017,,1385,,,1381,,,0.2,,,1385,,,,
219,"Vitalyst, LLC  (4)",Senior loan,,L + 4.25,,N/A  (5),,09/2017,,-,,,-,,,-,,,(2,,,,
220,"Workforce Software, LLC  ^",One stop,,L + 10.50,,4.50 cash/7.00 PIK,06/2021,,5039,,,5004,,,0.6,,,5001,,,,,
221,"Workforce Software, LLC",One stop,,L + 3.50,,N/A  (5),,06/2021,,-,,,-,,,-,,,-,,,,
222,"Xmatters, Inc. and Alarmpoint, Inc.",One stop,,L + 8.50,,9.50,,08/2021,,4629,,,4563,,,0.5,,,4594,,,,
223,"Xmatters, Inc. and Alarmpoint, Inc.",One stop,,L + 8.50,,N/A  (5),,08/2021,,-,,,-,,,-,,,-,,,,
224,,,,,,,,,,271121,,,266919,,,30.7,,,270028,,,,
225,Ecological,,,,,,,,,,,,,,,,,,,,,,
226,"Pace Analytical Services, LLC",One stop,,L + 6.25,,7.25,,09/2022,,15500,,,15074,,,1.7,,,15345,,,,
227,"Pace Analytical Services, LLC  (4)",One stop,,L + 6.25,,N/A  (5),,09/2022,,-,,,(2,,,-,,,(1,,,,
228,"Pace Analytical Services, LLC  (4)",One stop,,L + 6.25,,N/A  (5),,09/2022,,-,,,(6,,,-,,,(3,,,,
229,,,,,,,,,,15500,,,15066,,,1.7,,,15341,,,,
230,Electronics,,,,,,,,,,,,,,,,,,,,,,
231,"Appriss Holdings, Inc.  *#",Senior loan,,L + 5.25,,6.25,,11/2020,,15451,,,15268,,,1.7,,,15451,,,,
232,"Appriss Holdings, Inc.",Senior loan,,L + 5.25,,6.25,,11/2020,,800,,,770,,,0.1,,,800,,,,
233,"Compusearch Software Holdings, Inc.  ^",Senior loan,,L + 4.25,,5.25,,05/2021,,1308,,,1305,,,0.1,,,1308,,,,
234,Diligent Corporation  *,One stop,,L + 6.75,,7.75,,04/2022,,4888,,,4786,,,0.6,,,4888,,,,
235,Diligent Corporation  (4),One stop,,L + 6.75,,N/A  (5),,04/2022,,-,,,(2,,,-,,,-,,,,
236,"ECI Acquisition Holdings, Inc.  *^#",One stop,,L + 6.25,,7.25,,03/2019,,21668,,,21467,,,2.5,,,21668,,,,
237,"ECI Acquisition Holdings, Inc.  *",One stop,,L + 6.25,,7.25,,03/2019,,1403,,,1390,,,0.2,,,1403,,,,
238,"ECI Acquisition Holdings, Inc.  (4)",One stop,,L + 6.25,,N/A  (5),,03/2019,,-,,,(9,,,-,,,-,,,,
