,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
22,"My Alarm Center, LLC, Term Loan C (16)(23)",,Business Services,,11.00 (P+700),,1/9/19,,94,,,94,,,94,,,
23,"My Alarm Center, LLC, Unfunded Term Loan C (8)(16)(21)(23)",,Business Services,,0.35 Unfunded,,1/9/19,,1044,,,0,,,(10,,,
24,"Nextech Systems, LLC (18)",,High Tech Industries,,"9.25 (3M L+825, 1.00 Floor)",,6/22/21,,22500,,,21940,,,22050,,,
25,"Saba Software, Inc. (18)",,High Tech Industries,,"9.75 (1M L+875, 1.00 Floor)",,3/30/21,,9900,,,9900,,,9752,,,
26,"SCM Insurance Services, Inc. (17)",,Business Services,,9.25,,8/22/19,,C$,39480.0,,,33118,,,26101,,
27,"Spotted Hawk Development, LLC (14)",,Energy – Oil & Gas,,19.00 (13.00 Cash plus 6.00 PIK),,9/12/16,,86959,,,84380,,,63840,,,
28,Telestream Holdings Corporation (18),,High Tech Industries,,"7.77 (3M L+677, 1.00 Floor)",,1/15/20,,30894,,,30894,,,30276,,,
29,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,
30,UniTek Global Services Inc. (16),,Telecommunications,,"9.50 (3M L+750 Cash plus 1.00 PIK, 1.00 Floor)",,1/13/19,,,11845.0,,,,11845.0,,,,11845.0
31,UniTek Global Services Inc. (16),,Telecommunications,,11.00 (P+650 Cash plus 1.00 PIK),,1/13/19,,2250,,,2250,,,2250,,,
32,UniTek Global Services Inc. (16),,Telecommunications,,"8.50 (3M L+750, 1.00 Floor)",,1/13/19,,32367,,,32367,,,31396,,,
33,"Venoco, Inc., Unfunded Delayed Draw (8)(16)(23)",,Energy – Oil & Gas,,1.00 Unfunded,,12/31/16,,10956,,,(79,,,(110,,,
34,"Venoco, Inc. (16)",,Energy – Oil & Gas,,12.00,,2/28/19,,40517,,,40517,,,33062,,,
35,Total First Lien Secured Debt (excluding Revolvers and Letters of Credit)030.9 (10),,,542320,,,,479176.0,,,,,,,,,,
36,Revolvers and Letters of Credit,,,,,,,,,,,,,,,,,
37,"Alliant Holdings Intermediate, LLC, Revolver (16)(23)",,Insurance,,3.95 (1M L+350),,8/14/20,,,1875.0,,,,1875.0,,,,1704.0
38,"Alliant Holdings Intermediate, LLC, Unfunded Revolver (8)(16)(21)(23)",,Insurance,,0.50 Unfunded,,8/14/20,,13016,,,"(1,408",,,"(1,184",,,
39,"Alliant Holdings Intermediate, LLC, Letter of Credit (8)(16)(23)",,Insurance,,3.375,,10/3/16,,8,,,0,,,(1,,,
40,"Alliant Holdings Intermediate, LLC, Letter of Credit (8)(16)(23)",,Insurance,,3.375,,11/30/16,,56,,,0,,,(5,,,
41,"Alliant Holdings Intermediate, LLC, Letter of Credit (8)(16)(23)",,Insurance,,3.375,,4/24/17,,37,,,0,,,(3,,,
42,"Alliant Holdings Intermediate, LLC, Letter of Credit (8)(16)(23)",,Insurance,,3.375,,5/4/17,,8,,,0,,,(1,,,
43,"Avaya, Inc., Revolver (23)",,Telecommunications,,5.25 (P+175),,10/26/16,,3303,,,3303,,,3303,,,
44,"Confie Seguros Holding II Co., Revolver (16)(23)",,Insurance,,4.95 (1M L+450),,11/9/17,,2470,,,2470,,,2371,,,
45,"Confie Seguros Holding II Co., Revolver (16)(23)",,Insurance,,7.00 (P+350),,11/9/17,,750,,,750,,,720,,,
46,"Confie Seguros Holding II Co., Unfunded Revolver (8)(16)(21)(23)",,Insurance,,0.50 Unfunded,,11/9/17,,1137,,,(161,,,(45,,,
47,"Confie Seguros Holding II Co., Letter of Credit (8)(16)(23)",,Insurance,,4.50,,1/13/17,,143,,,0,,,(6,,,
48,"LabVantage Solutions Limited, Unfunded Revolver (8)(16)(17)(21)(23)",,High Tech Industries,,0.50 Unfunded,,12/29/20,,€,3435.0,,,(108,,,(124,,
49,"My Alarm Center, LLC, Revolver (16)(23)",,Business Services,,11.00 (P+700),,1/9/19,,292,,,292,,,292,,,
50,"My Alarm Center, LLC, Unfunded Revolver (16)(21)(23)",,Business Services,,0.35 Unfunded,,1/9/19,,5958,,,0,,,0,,,
51,"Tibco Software Inc., Revolver (16)(23)",,High Tech Industries,,4.45 (1M L+400),,12/5/19,,960,,,960,,,768,,,
52,"Tibco Software Inc., Unfunded Revolver (8)(16)(21)(23)",,High Tech Industries,,0.50 Unfunded,,12/5/19,,5040,,,(41,,,"(1,008",,,
53,"UniTek Global Services Inc., Unfunded Revolver (16)(21)(23)",,Telecommunications,,0.50 Unfunded,,1/13/19,,5000,,,0,,,0,,,
54,"UniTek Global Services Inc., Letter of Credit (16)(23)",,Telecommunications,,7.50,,1/13/19,,8812,,,0,,,0,,,
55,"UniTek Global Services Inc., Letter of Credit (16)(23)",,Telecommunications,,7.50,,1/13/19,,1850,,,0,,,0,,,
56,Total Revolvers and Letters of Credit00.4 (10),,,,,,,,,7932.0,,,,6781.0,,,,
57,Total First Lien Secured Debt031.3 (10),,,,,,,,,550252.0,,,,485957.0,,,,
58,Second Lien Secured Debt,,,,,,,,,,,,,,,,,
59,1A Smart Start LLC,,Consumer Services,,"9.50 (3M L+850, 1.00 Floor)",,8/22/22,,,35000.0,,,,34365.0,,,,34335.0
60,"Access CIG, LLC (16)",,Business Services,,"9.75 (3M L+875, 1.00 Floor)",,10/17/22,,35755,,,34223,,,33668,,,
61,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,
62,"Access CIG, LLC (16)",,Business Services,,"9.75 (3M L+875, 1.00 Floor)",,10/17/22,,,15215.0,,,,14642.0,,,,14327.0
63,"Active Network, Inc.",,Business Services,,"9.50 (3M L+850, 1.00 Floor)",,11/15/21,,19672,,,19598,,,19279,,,
64,"Appriss Holdings, Inc.",,Business Services,,"9.25 (3M L+825, 1.00 Floor)",,5/21/21,,32750,,,32348,,,32160,,,
65,Armor Holding II LLC,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,"10.25 (3M L+900, 1.25 Floor)",,12/26/20,,8000,,,7890,,,7840,,,
66,Asurion Corporation,,Insurance,,"8.50 (3M L+750, 1.00 Floor)",,3/3/21,,39590,,,39375,,,38303,,,
67,Confie Seguros Holding II Co. (16),,Insurance,,"10.25 (1M L+900, 1.25 Floor)",,5/8/19,,22344,,,22255,,,21450,,,
68,"Delta Educational Systems, Inc. (14)(16)",,Education,,35.00 PIK,,6/10/18,,1408,,,1328,,,0,,,
69,"Delta Educational Systems, Inc. (14)(16)",,Education,,16.00 PIK,,5/12/17,,7500,,,7460,,,0,,,
70,"Deltek, Inc.",,Business Services,,"9.50 (3M L+850, 1.00 Floor)",,6/26/23,,15086,,,14900,,,15256,,,
71,"Elements Behavioral Health, Inc.",,Healthcare & Pharmaceuticals,,"13.00 (3M L+1200 PIK, 1.00 Floor)",,2/11/20,,10140,,,10077,,,8619,,,
72,"Extraction Oil & Gas Holdings, LLC",,Energy – Oil & Gas,,10.00 and 11.00,,5/29/19,,52633,,,52110,,,52567,,,
73,Garden Fresh Restaurant Corp. (14)(16),,"Hotel, Gaming, Leisure, Restaurants",,"7.75 (3M L+625 PIK, 1.50 Floor)",,1/1/19,,9103,,,7746,,,4005,,,
74,Garden Fresh Restaurant Corp. (14)(16),,"Hotel, Gaming, Leisure, Restaurants",,"15.00 (1M L+1350 PIK, 1.50 Floor)",,1/1/19,,48159,,,45904,,,0,,,
75,"GCA Services Group, Inc.",,Business Services,,"10.00 (3M L+900, 1.00 Floor)",,3/1/24,,10000,,,9756,,,9900,,,
76,"Grocery Outlet, Inc.",,Food & Grocery,,"9.25 (3M L+825, 1.00 Floor)",,10/21/22,,25000,,,24683,,,24000,,,
77,"Infiltrator Systems Integrated, LLC",,"Manufacturing, Capital Equipment",,"9.75 (3M L+875, 1.00 Floor)",,5/26/23,,13889,,,13638,,,13784,,,
78,"Institutional Shareholder Services, Inc.",,Business Services,,"8.50 (3M L+750, 1.00 Floor)",,4/30/22,,6640,,,6587,,,6441,,,
79,"Kronos, Inc.",,Business Services,,"9.75 (3M L+850, 1.25 Floor)",,4/30/20,,9981,,,10102,,,10125,,,
80,"Lanai Holdings III, Inc.",,Healthcare & Pharmaceuticals,,"9.50 (3M L+850, 1.00 Floor)",,8/28/23,,17391,,,16870,,,16870,,,
81,MSC Software Corp. (17),,High Tech Industries,,"8.50 (3M L+750, 1.00 Floor)",,5/31/21,,13448,,,13346,,,11431,,,
82,"MW Industries, Inc.",,"Manufacturing, Capital Equipment",,"10.25 (3M L+925, 1.00 Floor)",,12/23/20,,20000,,,19500,,,19500,,,
83,"Poseidon Merger Sub, Inc.",,Business Services,,"9.50 (3M L+850, 1.00 Floor)",,8/15/23,,18000,,,17518,,,17640,,,
84,"Premier Trailer Leasing, Inc.",,"Transportation – Cargo, Distribution",,"10.00 (3M L+900, 1.00 Floor)",,9/24/20,,52000,,,51209,,,53040,,,
85,River Cree Enterprises LP (11)(17),,"Hotel, Gaming, Leisure, Restaurants",,11.00,,1/20/21,,C$,23000.0,,,21684,,,16979,,
86,"SiTV, Inc. (11)",,Broadcasting & Subscription,,10.375,,7/1/19,,2219,,,2219,,,1720,,,
87,SMG,,"Hotel, Gaming, Leisure, Restaurants",,"9.25 (3M L+825, 1.00 Floor)",,2/27/21,,19649,,,19649,,,18912,,,
88,"Sprint Industrial Holdings, LLC",,"Containers, Packaging & Glass",,"11.25 (3M L+1000, 1.25 Floor)",,11/14/19,,16163,,,15546,,,11556,,,
89,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,
90,"Sterling Holdings Ultimate Parent, Inc.",,High Tech Industries,,"9.25 (3M L+825, 1.00 Floor)",,6/19/23,,,20000.0,,,,19809.0,,,,19600.0
91,"STG-Fairway Acquisitions, Inc.",,Business Services,,"10.25 (3M L+925, 1.00 Floor)",,6/30/23,,15000,,,14658,,,14250,,,
92,"TASC, Inc. (16)",,Aerospace & Defense,,12.00,,5/21/21,,2704,,,2597,,,2728,,,
93,"TASC, Inc. (16)",,Aerospace & Defense,,12.00,,5/21/21,,7058,,,6939,,,7120,,,
94,"TMK Hawk Parent, Corp.",,"Transportation – Cargo, Distribution",,"8.50 (3M L+750, 1.00 Floor)",,10/1/22,,34000,,,33717,,,33915,,,
95,"Velocity Technology Solutions, Inc.",,Business Services,,"9.50 (3M L+825, 1.25 Floor)",,9/28/20,,16500,,,16263,,,16088,,,
96,"Venoco, Inc. (11)(14)(16)",,Energy – Oil & Gas,,8.875 Cash (12.00 PIK Toggle),,2/28/19,,37993,,,48170,,,14165,,,
97,Total Second Lien Secured Debt040.0 (10),,,,,,,,,728681.0,,,,621573.0,,,,
98,Total Secured Debt071.3 (10),,,,,,,,,1278933.0,,,,1107530.0,,,,
99,Unsecured Debt,,,,,,,,,,,,,,,,,
100,"American Tire Distributors, Inc. (11)",,"Transportation – Cargo, Distribution",,10.25,,3/1/22,,,14741.0,,,,14816.0,,,,12981.0
101,Canacol Energy Ltd. (17),,Energy – Oil & Gas,,"9.50 (3M L+850, 1.00 Floor)",,12/31/19,,75000,,,73512,,,72150,,,
102,"Delta Educational Systems, Inc. (14)(16)",,Education,,16.00 PIK,,5/12/17,,21888,,,20665,,,0,,,
103,"Sorenson Holdings, LLC (11)",,Consumer Goods – Durable,,13.00 Cash (13.00 PIK Toggle),,10/31/21,,52,,,35,,,49,,,
104,Tibco Software Inc. (11)(16),,High Tech Industries,,11.375,,12/1/21,,4984,,,4863,,,3965,,,
105,"U.S. Security Associates Holdings, Inc.",,Business Services,,11.00,,7/28/18,,135000,,,135000,,,136350,,,
106,UniTek Global Services Inc. (16),,Telecommunications,,15.00 PIK,,7/13/19,,7641,,,7641,,,7641,,,
107,Total Unsecured Debt015.0 (10),,,,,,,,,256532.0,,,,233136.0,,,,
108,Total Corporate Debt086.3 (10),,,,,,,,,1535465.0,,,,1340666.0,,,,
109,Structured Products and Other,,,,,,,,,,,,,,,,,
110,Asset Repackaging Trust Six B.V. (11)(17)(19),,Utilities – Electric,,13.87,,5/18/27,,,58411.0,,,,25375.0,,,,30319.0
111,"Craft 2013-1, Credit-Linked Note (11)(16)(17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,9.88 (3M L+925),,4/17/22,,25000,,,25065,,,23761,,,
112,"Craft 2013-1, Credit-Linked Note (16)(17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,9.88 (3M L+925),,4/17/22,,7625,,,7722,,,7250,,,
113,"Craft 2014-1A, Credit-Linked Note (11)(17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,10.28 (3M L+965),,5/15/21,,42500,,,42436,,,40252,,,
114,"Craft 2015-2, Credit-Linked Note (11)(17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,9.88 (3M L+925),,1/16/24,,26000,,,25902,,,24207,,,
115,"Dark Castle Holdings, LLC",,Media – Diversified & Production,,12.77,,,,24395,,,1190,,,1095,,,
116,"JP Morgan Chase & Co., Credit-Linked Note (17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,12.90 (1M L+1225),,12/20/21,,43250,,,41337,,,42976,,,
117,"NXT Capital CLO 2014-1, LLC, Class E Notes (11)(17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,6.14 (3M L+550),,4/23/26,,5000,,,4696,,,3935,,,
118,Total Structured Products and Other011.2 (10),,,,,,,,,173723.0,,,,173795.0,,,,
119,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,
120,Equity,,,,,,,,,,,,,,,,,
121,Preferred Equity,,,,,,Shares,,,,,,,,,,,
122,"Crowley Holdings, Inc., Series A Preferred Stock (11)",,"Transportation – Cargo, Distribution",,12.00 (10.00 Cash plus 2.00 PIK),,,,32500,,,,34173,,,,34286.0,
123,"Gryphon Colleges Corp., Preferred Stock (13)(14)",,Education,,12.50 PIK,,,,332500,,,6863,,,0,,,
124,"Gryphon Colleges Corp., Preferred Stock (13)(14)",,Education,,13.50 PIK,,,,12360,,,27685,,,0,,,
125,"Sungevity Inc., Series D Preferred Stock (13)",,Energy – Electricity,,,,,,114678899,,,4171,,,3750,,,
126,"Varietal Distribution Holdings, LLC, Class A Preferred Unit",,"Transportation – Cargo, Distribution",,4.00 PIK,,,,3097,,,3110,,,3110,,,
127,Total Preferred Equity02.7 (10),,,,,,,,,76002.0,,,,41146.0,,,,
128,Common Equity/Interests,,,,,,Shares,,,,,,,,,,,
129,"Accelerate Parent Corp., Common Stock (13)",,"Transportation – Cargo, Distribution",,,,,,1664046,,,,1714,,,,1790.0,
130,"Clothesline Holdings, Inc., Common Stock (13)",,Healthcare & Pharmaceuticals,,,,,,6000,,,6000,,,321,,,
131,"Explorer Coinvest, LLC, Common Stock (17)",,Business Services,,,,,,,,,574,,,2066,,,
132,"Garden Fresh Restaurant Holdings, LLC, Common Stock (13)",,"Hotel, Gaming, Leisure, Restaurants",,,,,,50000,,,5000,,,0,,,
133,"Gryphon Colleges Corp., Common Stock (13)",,Education,,,,,,17500,,,175,,,0,,,
134,"Skyline Data, News and Analytics LLC, Class A Common Unit (13)",,Business Services,,,,,,4500000,,,4500,,,4500,,,
135,"Sorenson Holdings, LLC, Membership Interests (13)",,Consumer Goods – Durable,,,,,,587,,,0,,,135,,,
136,"Varietal Distribution Holdings, LLC, Class A Common Unit (13)",,"Transportation – Cargo, Distribution",,,,,,28028,,,28,,,312,,,
137,Total Common Equity/Interests00.6 (10),,,,,,,,,17991.0,,,,9124.0,,,,
138,Warrants,,,,,,Warrants,,,,,,,,,,,
139,"Gryphon Colleges Corp., Class A-1 Preferred Stock Warrants (13)",,Education,,,,,,45947,,,,460,,,,0.0,
140,"Gryphon Colleges Corp., Class B-1 Preferred Stock Warrants (13)",,Education,,,,,,104314,,,1043,,,0,,,
141,"Gryphon Colleges Corp., Common Stock Warrants (13)",,Education,,,,,,9820,,,98,,,0,,,
142,"Spotted Hawk Development, LLC, Common Stock Warrants (13)",,Energy – Oil & Gas,,,,,,54545,,,852,,,0,,,
143,Total Warrants00.0 (10),,,,,,,,,2453.0,,,,0.0,,,,
144,Total Equity03.3 (10),,,,,,,,,96446.0,,,,50270.0,,,,
145,Total Non-Controlled/Non-Affiliated Investments0100.8 (10),,,,,,,1805634.0,,,,1564731,,,,,,
146,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,
147,Non-Controlled/Affiliated Investments (4),,,,,,,,,,,,,,,,,
148,Corporate Debt,,,,,,,,,,,,,,,,,
149,Secured Debt,,,,,,,,,,,,,,,,,
150,First Lien Secured Debt,,,,,,,,,,,,,,,,,
151,"Pelican Energy, LLC (14)(17)",,Energy – Oil & Gas,,10.00 Cash (10.00 PIK Toggle),,12/31/18,,,28886.0,,,,26665.0,,,,15116.0
152,Total First Lien Secured Debt01.0 (10),,,,,26665.0,,,,15116.0,,,,,,,,
153,Total Secured Debt01.0 (10),,,,,,,,,26665.0,,,,15116.0,,,,
154,Total Corporate Debt01.0 (10),,,,,,,,,26665.0,,,,15116.0,,,,
155,Structured Products and Other,,,,,,,,,,,,,,,,,
156,"Golden Bear Warehouse LLC, Membership Interests (3)(17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,,,,27590.0,,,,27590.0,,,,46353.0
157,"Ivy Hill Middle Market Credit Fund IX, Ltd., Subordinated Notes (3)(11)(17)(22)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,17.42,,10/18/25,,12500,,,9861,,,9681,,,
158,"Ivy Hill Middle Market Credit Fund X, Ltd., Subordinated Notes (3)(11)(17)(22)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,14.53,,7/18/27,,14000,,,11835,,,11357,,,
159,"MCF CLO I, LLC, Membership Interests (3)(11)(17)(22)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,10.64,,4/20/23,,38918,,,32625,,,32671,,,
160,"MCF CLO III, LLC, Class E Notes (11)(17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,5.07 (3M L+445),,1/20/24,,12750,,,11600,,,10043,,,
161,"MCF CLO III, LLC, Membership Interests (3)(11)(17)(22)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,9.76,,1/20/24,,41900,,,34057,,,31543,,,
162,Total Structured Products and Other09.1 (10),,,,,,,,,127568.0,,,,141648.0,,,,
163,Equity,,,,,,,,,,,,,,,,,
164,Preferred Equity,,,,,,Shares,,,,,,,,,,,
165,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series B Preferred Stock (13)",,Energy – Electricity,,,,,,1505868,,,,8343,,,,20459.0,
166,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series D Preferred Stock (13)",,Energy – Electricity,,,,,,436689,,,5568,,,5933,,,
167,Total Preferred Equity01.7 (10),,,,,,,,,13911.0,,,,26392.0,,,,
168,Common Equity/Interests,,,,,,Shares,,,,,,,,,,,
169,"AIC SPV Holdings I, LLC (15)(17)(23)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,,,,,,,47392,,,,25212.0,
170,"AMP Solar Group, Inc., Class A Common Unit (13)(17)",,Energy – Electricity,,,,,,243646,,,10000,,,2314,,,
171,"LVI Group Investments, LLC, Common Units (3)(13)",,Environmental Industries,,,,,,212460,,,17505,,,14204,,,
172,"Pelican Energy, LLC, Membership Interests (13)(17)",,Energy – Oil & Gas,,,,,,1228,,,1099,,,0,,,
173,Total Common Equity/Interests02.7 (10),,,,,,,,,75996.0,,,,41730.0,,,,
174,Total Equity04.4 (10),,,,,,,,,89907.0,,,,68122.0,,,,
175,Total Non-Controlled/Affiliated Investments014.5 (10),,,,,,,,,244140.0,,,,224886.0,,,,
176,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,
177,Controlled Investments (5),,,,,,,,,,,,,,,,,
178,Corporate Debt,,,,,,,,,,,,,,,,,
179,Secured Debt,,,,,,,,,,,,,,,,,
180,First Lien Secured Debt,,,,,,,,,,,,,,,,,
181,First Lien Secured Debt (excluding Revolvers and Letters of Credit),,,,,,,,,,,,,,,,,
182,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.) (16)",,Energy – Oil & Gas,,8.00 Cash (10.00 PIK Toggle),,3/29/19,,,3000.0,,,,3000.0,,,,3000.0
183,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.), Unfunded Delayed Draw (16)(21)(23)",,Energy – Oil & Gas,,0.00 Unfunded,,3/29/19,,7000,,,0,,,0,,,
184,Solarplicity Group Limited (17),,Energy – Electricity,,12.50 Cash (12.50 PIK Toggle),,11/30/22,,£,114965.0,,,171323,,,151963,,
185,Total First Lien Secured Debt (excluding Revolvers and Letters of Credit)010.0 (10),,,,,174323.0,,,,154963.0,,,,,,,,
186,Revolvers and Letters of Credit,,,,,,,,,,,,,,,,,
187,"Merx Aviation Finance, LLC, Revolver (16)",,Aviation and Consumer Transport,,12.00,,10/31/18,,,399084.0,,,,399084.0,,,,399084.0
188,"Merx Aviation Finance, LLC, Unfunded Revolver (16)(21)",,Aviation and Consumer Transport,,0.00 Unfunded,,10/31/18,,100916,,,0,,,0,,,
189,"Merx Aviation Finance, LLC, Letter of Credit (16)(23)",,Aviation and Consumer Transport,,2.25,,7/13/16,,177,,,0,,,0,,,
190,"Merx Aviation Finance Assets Ireland Limited, Letter of Credit (16)(23)",,Aviation and Consumer Transport,,2.25,,9/30/16,,1800,,,0,,,0,,,
191,"Merx Aviation Finance Assets Ireland Limited, Letter of Credit (16)(23)",,Aviation and Consumer Transport,,2.25,,9/30/16,,1800,,,0,,,0,,,
192,Total Revolvers and Letters of Credit025.7 (10),,,,,,,,,399084.0,,,,399084.0,,,,
193,Total First Lien Secured Debt035.7 (10),,,,,,,,,573407.0,,,,554047.0,,,,
194,Second Lien Secured Debt,,,,,,,,,,,,,,,,,
195,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.) (16)",,Energy – Oil & Gas,,8.00 Cash (10.00 PIK Toggle),,3/29/21,,,25630.0,,,,25630.0,,,,25630.0
196,Total Second Lien Debt01.6 (10),,,,,,,,,25630.0,,,,25630.0,,,,
197,Total Secured Debt037.3 (10),,,,,,,,,599037.0,,,,579677.0,,,,
198,Total Corporate Debt037.3 (10),,,,,,,,,599037.0,,,,579677.0,,,,
199,Equity,,,,,,,,,,,,,,,,,
200,Common Equity/Interests,,,,,,Shares,,,,,,,,,,,
201,"Dynamic Product Tankers, LLC, Class A Units (17)(24)",,"Transportation – Cargo, Distribution",,,,,,,,,,48106,,,,47738.0,
202,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.), Common Stock (13)",,Energy – Oil & Gas,,,,,,5000000,,,30079,,,24676,,,
203,"Merx Aviation Finance, LLC, Membership Interests",,Aviation and Consumer Transport,,,,,,,,,62754,,,89014,,,
204,"MSEA Tankers LLC, Class A Units (9)(17)",,"Transportation – Cargo, Distribution",,,,,,,,,85000,,,85699,,,
205,"Solarplicity Group Limited, Class B Common Shares (2)(13)(17)",,Energy – Electricity,,,,,,2825,,,2472,,,1293,,,
206,Total Common Equity/Interests016.0 (10),,,,,,,,,228411.0,,,,248420.0,,,,
207,Total Equity016.0 (10),,,,,,,,,228411.0,,,,248420.0,,,,
208,Total Controlled Investments053.3 (10),,,,,,,,,827448.0,,,,828097.0,,,,
209,Total Investments0168.6 (6)(7)(10),,,,,,,,,2877222.0,,,,2617714.0,,,,
210,Liabilities in Excess of Other Assets0(68.6) (10),,,,,,,,,,,"(1,065,305",,,,,,
211,Net Assets0100.0,,,,,,,,,,,1552409,,,,,,
212,(1),Fair value is determined in good faith by or under the direction of the Board of Directors of the Company (Note 2).,,,,,,,,,,,,,,,,
213,(5),"Denotes investments in which we are deemed to exercise a controlling influence over the management or policies of a company, as defined in the 1940 Act, due to beneficially owning, either directly or through one or more controlled companies, more than 25 of the outstanding voting securities of the investment. Fair value as of  March 31, 2016  and  June 30, 2016  along with transactions during the  three months ended June 30, 2016  in these Controlled investments are as follows:",,,,,,,,,,,,,,,,
214,(10),The percentage is calculated over net assets.,,,,,,,,,,,,,,,,
215,(21),The rates associated with these undrawn committed revolvers and delayed draw term loans represent rates for commitment and unused fees.,,,,,,,,,,,,,,,,
216,(24),"As of  June 30, 2016  , Dynamic Product Tankers, LLC has various classes of limited liability interests outstanding of which Company holds Class A-1 and Class A-3 units which are identical except that Class A-1 unit is voting and Class A-3 unit is non-voting. The units entitle the Company to appoint three out of five managers to the board of managers.",,,,,,,,,,,,,,,,
217,•,our future operating results;,,,,,,,,,,,,,,,,
