,0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20
17,,,First Lien Secured Debt - Letter of Credit,,7.50,,09/30/18,104,,,0,,,(2,,,(8)(9)(23),,,
18,,,First Lien Secured Debt - Letter of Credit,,7.50,,10/18/18,708,,,0,,,(11,,,(8)(9)(23),,,
19,,,First Lien Secured Debt - Letter of Credit,,7.50,,11/28/18,670,,,0,,,(10,,,(8)(9)(23),,,
20,,,First Lien Secured Debt - Letter of Credit,,7.50,,12/10/18,37,,,0,,,(1,,,(8)(9)(23),,,
21,,,First Lien Secured Debt - Letter of Credit,,7.50,,03/31/20,1287,,,0,,,(19,,,(8)(9)(23),,,
22,,,First Lien Secured Debt - Letter of Credit,,7.50,,08/24/18,288,,,0,,,(4,,,(8)(9)(23),,,
23,,,First Lien Secured Debt - Letter of Credit,,7.50,,10/27/18,5,,,0,,,0,,,(8)(9)(23),,,
24,,,First Lien Secured Debt - Letter of Credit,,7.50,,08/26/18,9,,,0,,,0,,,(8)(9)(23),,,
25,,,First Lien Secured Debt - Letter of Credit,,7.50,,08/16/18,9,,,0,,,0,,,(8)(9)(23),,,
26,,,First Lien Secured Debt - Letter of Credit,,7.50,,04/30/20,4218,,,0,,,(63,,,(8)(9)(23),,,
27,,,,,,,,,,20682,,,20466,,,,,,,
28,ILC Dover LP,,Second Lien Secured Debt,,"10.95 (6M L+850, 1.00 Floor)",,06/28/24,20000,,,19566,,,19550,,,,,,
29,PAE Holding Corporation,,Second Lien Secured Debt,,"11.49 (2M L+950, 1.00 Floor)",,10/20/23,28097,,,27422,,,28343,,,(10),,,
30,Total Aerospace & Defense,,,,67670,,,68359,,,,,,,,,,,,
31,Automotive,,,,,,,,,,,,,,,,,,,
32,Crowne Automotive,,,,,,,,,,,,,,,,,,,
33,"Vari-Form Group, LLC",,First Lien Secured Debt,,"12.92 (3M L+11.00 (7.00 Cash plus 4.00 PIK), 1.00 Floor)",,02/02/23,,5000.0,,,,4855,,,,4850,,,(9)
34,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,Par / Shares (12),,Cost (30),,Fair  Value (1) (31),,,,,,,,
35,Vari-Form Inc.,,First Lien Secured Debt,,"12.92 (3M L+11.00 (7.00 Cash plus 4.00 PIK), 1.00 Floor)",,02/02/23,10000,,,9710,,,9700,,,(9),,,
36,,,14565,,,14550.0,,,,,,,,,,,,,,
37,"K&N Parent, Inc.",,Second Lien Secured Debt,,"10.63 (1M L+875, 1.00 Floor)",,10/21/24,27000,,,26550,,,26325,,,(10),,,
38,Total Automotive,,,,41115,,,40875,,,,,,,,,,,,
39,Aviation and Consumer Transport,,,,,,,,,,,,,,,,,,,
40,Merx Aviation,,,,,,,,,,,,,,,,,,,
41,Merx Aviation Finance Assets Ireland Limited (5),,First Lien Secured Debt - Letter of Credit,,2.25,,09/30/18,,3600.0,,,,0,,,,0,,,(23)
42,"Merx Aviation Finance, LLC (5)",,First Lien Secured Debt - Revolver,,12.00,,10/31/23,359800,,,359800,,,359800,,,(23),,,
43,,,First Lien Secured Debt - Letter of Credit,,2.25,,07/13/18,177,,,0,,,0,,,(23),,,
44,,,Common Equity/Interests - Membership Interests,,,,,,,,15000,,,42381,,,,,,
45,Total Aviation and Consumer Transport,,,,374800,,,402181,,,,,,,,,,,,
46,Business Services,,,,,,,,,,,,,,,,,,,
47,"Access CIG, LLC",,Second Lien Secured Debt,,9.63 (1M L+775),,02/27/26,,20235.0,,,,20035,,,,20463,,,(10)
48,,,Second Lien Secured Debt - Unfunded Delayed Draw,,0.00 Unfunded,,02/27/26,3765,,,0,,,0,,,(10)(21)(23),,,
49,,,,,,,,,,20035,,,20463,,,,,,,
50,Aero Operating LLC,,First Lien Secured Debt,,"9.13 (1M L+725, 1.00 Floor)",,12/29/22,33477,,,32683,,,32640,,,(9),,,
51,,,First Lien Secured Debt - Revolver,,"9.13 (1M L+725, 1.00 Floor)",,12/29/22,2486,,,2486,,,2424,,,(9)(23),,,
52,,,First Lien Secured Debt - Unfunded Revolver,,1.00 Unfunded,,12/29/22,2326,,,(71,,,(58,,,(8)(9)(21)(23),,,
53,,,,,,,,,,35098,,,35006,,,,,,,
54,"Almonde, Inc",,Second Lien Secured Debt,,"9.23 (3M L+725, 1.00 Floor)",,06/13/25,2316,,,2294,,,2300,,,(10)(17),,,
55,Ambrosia Buyer Corp.,,Second Lien Secured Debt,,"9.88 (1M L+ 800, 1.00 Floor)",,08/28/25,21429,,,20933,,,20934,,,,,,
56,"Aptean, Inc.",,Second Lien Secured Debt,,"11.80 (3M L+950, 1.00 Floor)",,12/20/23,11148,,,11045,,,11245,,,(10),,,
57,"CT Technologies Intermediate Holdings, Inc",,Second Lien Secured Debt,,"10.88 (1M L+900, 1.00 Floor)",,12/01/22,31253,,,30470,,,30315,,,(9),,,
58,Electro Rent Corporation,,Second Lien Secured Debt,,"10.98 (3M L+900, 1.00 Floor)",,01/31/25,18333,,,17863,,,17967,,,(9),,,
59,,,Second Lien Secured Debt,,"11.25 (3M L+900, 1.00 Floor)",,01/31/25,18265,,,17753,,,17899,,,(9),,,
60,,,,,,,,,,35616,,,35866,,,,,,,
61,"Ministry Brands, LLC",,Second Lien Secured Debt,,"11.13 (1M L+925, 1.00 Floor)",,06/02/23,10000,,,9880,,,9875,,,,,,
62,"Newscycle Solutions, Inc.",,First Lien Secured Debt,,"8.89 (1M L+700, 1.00 Floor)",,12/28/22,13743,,,13416,,,13399,,,(9),,,
63,,,First Lien Secured Debt,,"8.88 (1M L+700, 1.00 Floor)",,12/28/22,1257,,,1227,,,1226,,,(9),,,
64,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/28/22,500,,,(7,,,(13,,,(8)(9)(21)(23),,,
65,,,,,,,,,,14636,,,14612,,,,,,,
66,"PSI Services, LLC",,First Lien Secured Debt,,"6.87 (1M L+500, 1.00 Floor)",,01/20/23,4121,,,4038,,,4055,,,(9),,,
67,,,First Lien Secured Debt - Revolver,,"6.89 (1M L+500, 1.00 Floor)",,01/20/22,79,,,79,,,78,,,(9)(23),,,
68,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,01/20/22,159,,,(8,,,(2,,,(8)(9)(21)(23),,,
69,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,Par / Shares (12),,Cost (30),,Fair  Value (1) (31),,,,,,,,
70,,,First Lien Secured Debt - Revolver,,"6.85 (1M L+500, 1.00 Floor)",,01/20/22,159,,,159,,,156,,,(9)(23),,,
71,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,01/20/22,£,47.0,,,0,,,0,,,(9)(21)(23),,
72,,,Second Lien Secured Debt,,"10.87 (1M L+900, 1.00 Floor)",,01/20/24,25714,,,25073,,,25170,,,(9),,,
73,,,,,,,,,,29341,,,29457,,,,,,,
74,"RA Outdoors, LLC",,First Lien Secured Debt,,"6.54 (1M L+475, 1.00 Floor)",,09/11/24,7229,,,7095,,,7156,,,(9),,,
75,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,09/09/22,1200,,,(21,,,(12,,,(8)(9)(21)(23),,,
76,,,Second Lien Secured Debt,,"10.54 (1M L+875, 1.00 Floor)",,09/11/25,34200,,,33404,,,33516,,,(9),,,
77,,,,,,,,,,40478,,,40660,,,,,,,
78,Skyline Data/Dodge Data,,,,,,,,,,,,,,,,,,,
79,Dodge Data & Analytics LLC,,First Lien Secured Debt,,"11.06 (3M L+875, 1.00 Floor)",,10/31/19,48965,,,48653,,,47790,,,,,,
80,"Skyline Data, News and Analytics LLC",,Common Equity/Interests - Class A Common Unit,,,,,"4,500,000 Shares",,,4500,,,4500,,,(13),,,
81,,,,,,,,,,53153,,,52290,,,,,,,
82,"STG-Fairway Acquisitions, Inc.",,Second Lien Secured Debt,,"11.23 (3M L+925, 1.00 Floor)",,06/30/23,15000,,,14753,,,14400,,,(10),,,
83,"Transplace Holdings, Inc.",,Second Lien Secured Debt,,"10.46 (1M L+875, 1.00 Floor)",,10/06/25,14963,,,14609,,,15187,,,(10),,,
84,"U.S. Security Associates Holdings, Inc.",,Unsecured Debt,,11.00,,01/28/20,80000,,,80000,,,80000,,,,,,
85,Total Business Services,,,,412341,,,412610,,,,,,,,,,,,
86,"Chemicals, Plastics & Rubber",,,,,,,,,,,,,,,,,,,
87,Carbon Free Chemicals,,,,,,,,,,,,,,,,,,,
88,Carbonfree Chemicals SPE I LLC (f/k/a Maxus Capital Carbon SPE I LLC),,First Lien Secured Debt,,5.215 PIK,,06/30/20,,59305.0,,,,59305,,,,47170,,,
89,Carbonfree Caustic SPE LLC,,Unfunded Delayed Draw - Promissory Note,,0.00 Unfunded,,06/30/20,6111,,,0,,,0,,,(21)(23),,,
90,,,,,,,,,,59305,,,47170,,,,,,,
91,"Hare Bidco, Inc.",,Second Lien Secured Debt,,"9.75 (3M E+875, 1.00 Floor)",,08/01/24,€,13574.0,,,14423,,,16360,,,,,
92,"Total Chemical, Plastics & Rubber",,,,73728,,,63530,,,,,,,,,,,,
93,Consumer Goods – Durable,,,,,,,,,,,,,,,,,,,
94,"Hayward Industries, Inc.",,Second Lien Secured Debt,,10.13 (1M L+825),,08/04/25,,25110.0,,,,24649,,,,24647,,,
95,KLO Holdings,,,,,,,,,,,,,,,,,,,
96,9357-5991 Quebec Inc.,,First Lien Secured Debt,,"9.69 (1M L+775, 0.75 Floor)",,04/07/22,9322,,,9229,,,9224,,,,,,
97,KLO Acquisition LLC,,First Lien Secured Debt,,"9.69 (1M L+775, 0.75 Floor)",,04/07/22,5397,,,5343,,,5340,,,,,,
98,,,,,,,,,,14572,,,14564,,,,,,,
99,"Sorenson Holdings, LLC",,Common Equity/Interests - Membership Interests,,,,,587 Shares,,,0,,,466,,,(13),,,
100,Total Consumer Goods - Durable,,,,39221,,,39677,,,,,,,,,,,,
101,Consumer Goods – Non-Durable,,,,,,,,,,,,,,,,,,,
102,"ABG Intermediate Holdings 2, LLC",,Second Lien Secured Debt,,"10.05 (3M L+775, 1.00 Floor)",,09/29/25,,8094.0,,,,8036,,,,8226,,,(10)
103,"Sequential Brands Group, Inc.",,Second Lien Secured Debt,,10.79 (1M L+900),,07/01/22,17160,,,17007,,,17250,,,(17),,,
104,Total Consumer Goods - Non-Durable,,,,25043,,,25476,,,,,,,,,,,,
105,Consumer Services,,,,,,,,,,,,,,,,,,,
106,1A Smart Start LLC,,Second Lien Secured Debt,,"10.13 (1M L+825, 1.00 Floor)",,08/22/22,,25100.0,,,,24628,,,,24623,,,
107,Total Consumer Services,,,,24628,,,24623,,,,,,,,,,,,
108,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,Par / Shares (12),,Cost (30),,Fair  Value (1) (31),,,,,,,,
109,"Containers, Packaging & Glass",,,,,,,,,,,,,,,,,,,
110,"Sprint Industrial Holdings, LLC",,Second Lien Secured Debt,,13.5 PIK,,11/14/19,,19072.0,,,,18107,,,,10159,,,(13)(14)
111,,,Common Equity/Interests - Warrants,,,,,"7,341 Warrants",,,0,,,0,,,(13)(26),,,
112,,,,,,,,,,18107,,,10159,,,,,,,
113,"TricorBraun Holdings, Inc.",,First Lien Secured Debt - Revolver,,7.00 (P+225),,11/30/21,1560,,,1560,,,1561,,,(23),,,
114,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,11/30/21,4065,,,(371,,,0,,,(21)(23),,,
115,,,1189,,,1561.0,,,,,,,,,,,,,,
116,"Total Containers, Packaging & Glass",,,,19296,,,11720,,,,,,,,,,,,
117,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,,,,,,,,,,,,,,,,
118,Armor Holding II LLC,,Second Lien Secured Debt,,"11.31 (3M L+900, 1.25 Floor)",,12/26/20,,8000.0,,,,7941,,,,8110,,,(10)
119,Craft 2014-1A,,Structured Products and Other - Credit-Linked Note,,,,05/15/21,42500,,,0,,,0,,,(11)(17),,,
120,Craft 2015-2,,Structured Products and Other - Credit-Linked Note,,10.22 (3M L+925),,01/16/24,24998,,,25691,,,24960,,,(11)(17),,,
121,"Golden Bear 2016-R, LLC (3)(4)",,Structured Products and Other - Membership Interests,,,,09/20/42,0,,,16506,,,14147,,,(17),,,
122,Mayfield Agency Borrower Inc.,,Second Lien Secured Debt,,"10.38 (1M L+850, 1.00 Floor)",,03/02/26,5000,,,4926,,,4997,,,(10),,,
123,"Purchasing Power, LLC",,First Lien Secured Debt - Revolver,,"9.88 (1M L + 800, 1.00 Floor)",,07/10/19,3068,,,3068,,,3048,,,(9)(23),,,
124,,,First Lien Secured Debt - Unfunded Revolver,,0.75 Unfunded,,07/10/19,1432,,,(53,,,(35,,,(8)(9)(21)(23),,,
125,,,,,,,,,,3015,,,3013,,,,,,,
126,"Ten-X, LLC",,First Lien Secured Debt - Revolver,,"5.60 (1M L+375, 1.00 Floor)",,09/29/22,520,,,520,,,477,,,(23),,,
127,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,09/29/22,4160,,,(379,,,(341,,,(8)(21)(23),,,
128,,,,,,,,,,141,,,136,,,,,,,
129,"Total Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,58220,,,55363,,,,,,,,,,,,
130,Energy – Electricity,,,,,,,,,,,,,,,,,,,
131,"AMP Solar Group, Inc. (4)",,Common Equity/Interests - Class A Common Unit,,,,,"243,646 Shares",,,,10000,,,,5051.0,,,(13)(17),
132,Renew Financial,,,,,,,,,,,,,,,,,,,
133,"AIC SPV Holdings II, LLC (4)",,Preferred Equity - Preferred Stock,,,,,143 Shares,,,534,,,925,,,(13)(15)(17),,,
134,"Renew Financial LLC (f/k/a Renewable Funding, LLC) (4)",,Preferred Equity - Series B Preferred Stock,,,,,"1,505,868 Shares",,,8343,,,19035,,,(13),,,
135,,,Preferred Equity - Series D Preferred Stock,,,,,"436,689 Shares",,,5568,,,6676,,,(13),,,
136,Renew JV LLC (4),,Common Equity/Interests - Membership Interests,,,,,,,,2740,,,4111,,,(13)(17),,,
137,,,,,,,,,,17185,,,30747,,,,,,,
138,Solarplicity Group,,,,,,,,,,,,,,,,,,,
139,Solarplicity Group Limited (3)(4),,First Lien Secured Debt,,,,11/30/22,£,4331.0,,,5811,,,6063,,,(13)(17),,
140,Solarplicity UK Holdings Limited,,First Lien Secured Debt,,4.00,,03/08/23,£,5562.0,,,7637,,,7778,,,(17),,
141,,,Preferred Equity - Preferred Stock,,,,,"4,286 Shares",,,5832,,,5008,,,(2)(17),,,
142,,,Common Equity/Interests - Ordinary Shares,,,,,"2,825 Shares",,,4,,,929,,,(2)(13)(17),,,
143,,,,,,,,,,19284,,,19778,,,,,,,
144,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,Par / Shares (12),,Cost (30),,Fair  Value (1) (31),,,,,,,,
145,Westinghouse Electric Co LLC,,First Lien Secured Debt,,"6.44 (1M L+450, 1.00 Floor)",,01/11/19,,30000.0,,,30000,,,30000,,,(9),,
146,Total Energy – Electricity,,,,76469,,,85576,,,,,,,,,,,,
147,Energy – Oil & Gas,,,,,,,,,,,,,,,,,,,
148,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.) (5)",,First Lien Secured Debt,,8.00 Cash (10.00 PIK Toggle),,03/29/19,,15000.0,,,,15000,,,,15000,,,
149,,,Second Lien Secured Debt,,10.00 PIK (8.00 Cash Toggle),,03/29/21,30510,,,30510,,,30510,,,,,,
150,,,Common Equity/Interests - Common Stock,,,,,"5,000,000 Shares",,,30078,,,20303,,,(13),,,
151,,,,,,,,,,75588,,,65813,,,,,,,
152,"Pelican Energy, LLC (4)",,Common Equity/Interests - Membership Interests,,,,,"1,444 Shares",,,24441,,,12946,,,(13)(17)(29),,,
153,"SHD Oil & Gas, LLC (5)",,First Lien Secured Debt - Tranche A Note,,14.00 (8.00 Cash plus 6.00 PIK),,12/31/19,43436,,,43436,,,44739,,,,,,
154,,,First Lien Secured Debt - Tranche B Note,,14.00 PIK,,12/31/19,73231,,,44380,,,40816,,,(13)(14),,,
155,,,First Lien Secured Debt - Tranche C Note,,12.00,,12/31/19,19200,,,19200,,,19776,,,,,,
156,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00 Unfunded,,12/31/19,2800,,,0,,,0,,,(21)(23),,,
157,,,Common Equity/Interests - Series A Units,,,,,"7,600,000 Shares",,,1411,,,0,,,(13)(29),,,
158,,,,,,,,,,108427,,,105331,,,,,,,
159,Total Energy – Oil & Gas,,,,208456,,,184090,,,,,,,,,,,,
160,Food & Grocery,,,,,,,,,,,,,,,,,,,
161,Bumble Bee Foods,,,,,,,,,,,,,,,,,,,
162,"Bumble Bee Holdings, Inc.",,First Lien Secured Debt,,"9.87 (3M L+800, 1.00 Floor)",,08/15/23,,15507.0,,,,15221,,,,15197,,,
163,Connors Bros Clover Leaf Seafoods Company,,First Lien Secured Debt,,"9.87 (3M L+800, 1.00 Floor)",,08/15/23,4393,,,4312,,,4305,,,,,,
164,,,,,,,,,,19533,,,19502,,,,,,,
165,"Grocery Outlet, Inc.",,Second Lien Secured Debt,,"10.55 (3M L+825, 1.00 Floor)",,10/21/22,25000,,,24784,,,25250,,,(10),,,
166,Total Food & Grocery,,,,44317,,,44752,,,,,,,,,,,,
167,Healthcare & Pharmaceuticals,,,,,,,,,,,,,,,,,,,
168,Altasciences,,,,,,,,,,,,,,,,,,,
169,9360-1367 Quebec Inc.,,First Lien Secured Debt,,"7.93 (3M L+625, 1.00 Floor)",,06/09/23,C$,2418.0,,,,1766,,,,1833,,,(9)(17)
170,,,First Lien Secured Debt,,"8.56 (3M L+625, 1.00 Floor)",,06/09/23,,2899.0,,,2842,,,2834,,,(9)(17),,
171,"Altasciences US Acquisition, Inc.",,First Lien Secured Debt,,"8.56 (3M L+625, 1.00 Floor)",,06/09/23,5235,,,5133,,,5117,,,(9),,,
172,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.50 Unfunded,,06/09/23,2851,,,(31,,,(64,,,(8)(9)(21)(23)(28),,,
173,,,First Lien Secured Debt - Revolver,,"8.56 (3M L+625, 1.00 Floor)",,06/09/23,71,,,71,,,70,,,(9)(23)(28),,,
174,,,First Lien Secured Debt - Revolver,,"8.56 (3M L+625, 1.00 Floor)",,06/09/23,214,,,214,,,209,,,(9)(23)(28),,,
175,,,First Lien Secured Debt - Unfunded Revolver,,0.25 Unfunded,,06/09/23,1140,,,(28,,,(27,,,(8)(9)(21)(23)(28),,,
176,,,,,,,,,,9967,,,9972,,,,,,,
177,Aptevo Therapeutics Inc.,,First Lien Secured Debt,,"9.48 (1M L+760, 0.50 Floor)",,02/01/21,8571,,,8708,,,8531,,,(9),,,
178,"Argon Medical Devices Holdings, Inc.",,Second Lien Secured Debt,,"10.30 (3M L+800, 1.00 Floor)",,01/23/26,21600,,,21494,,,21870,,,(10),,,
179,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,Par / Shares (12),,Cost (30),,Fair  Value (1) (31),,,,,,,,
180,"Avalign Technologies, Inc.",,Second Lien Secured Debt,,"10.38 (6M L+825, 1.00 Floor)",,09/02/24,5500,,,5449,,,5483,,,(10),,,
181,"BioClinica Holding I, LP",,Second Lien Secured Debt,,"9.99 (3M L+825, 1.00 Floor)",,10/21/24,24612,,,24201,,,23874,,,(10),,,
182,"Genesis Healthcare, Inc.",,First Lien Secured Debt,,"8.31 (3M L+600, 0.50 Floor)",,03/06/23,25000,,,24630,,,24630,,,(9),,,
183,,,First Lien Secured Debt - Unfunded Delayed Draw,,2.00 Unfunded,,03/06/23,9130,,,(180,,,(135,,,(8)(9)(21)(23),,,
184,,,First Lien Secured Debt - Revolver,,"8.03 (3M L+600, 0.50 Floor)",,03/06/23,23835,,,23835,,,23483,,,(9)(23),,,
185,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,03/06/23,37035,,,(877,,,(547,,,(8)(9)(21)(23),,,
186,,,,,,,,,,47408,,,47431,,,,,,,
187,"Elements Behavioral Health, Inc.",,Second Lien Secured Debt,,"15.06 (3M L+1275, 1.00 Floor)",,02/11/20,12353,,,11911,,,0,,,(13)(14),,,
188,"Invuity, Inc.",,First Lien Secured Debt,,"8.38 (1M L+650, 1.50 Floor)",,03/01/22,10000,,,9855,,,9750,,,(9),,,
189,,,First Lien Secured Debt - Revolver,,"5.13 (1M L+325, 1.50 Floor)",,03/01/22,657,,,657,,,649,,,(9)(23),,,
190,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,03/01/22,1343,,,(8,,,(17,,,(8)(9)(21)(23),,,
191,,,Common Equity/Interests - Warrants,,,,,"32,803 Warrants",,,180,,,69,,,(9)(13),,,
192,,,,,,,,,,10684,,,10451,,,,,,,
193,"Lanai Holdings III, Inc.",,Second Lien Secured Debt,,"10.29 (2M L+850, 1.00 Floor)",,08/28/23,17391,,,16991,,,16696,,,(10),,,
194,"LSCS Holdings, Inc",,Second Lien Secured Debt,,10.31 (3M L+825),,03/16/26,20455,,,19995,,,20352,,,,,,
195,,,Second Lien Secured Debt - Unfunded Delayed Draw,,0.00 Unfunded,,03/16/26,4545,,,(102,,,(23,,,(8)(21)(23),,,
196,,,,,,,,,,19893,,,20329,,,,,,,
197,"Maxor National Pharmacy Services, LLC",,First Lien Secured Debt,,"8.25 (3M L+600, 1.00 Floor)",,11/22/23,21577,,,21070,,,21373,,,(9),,,
198,,,First Lien Secured Debt - Revolver,,9.75 (P+500),,11/22/22,195,,,195,,,193,,,(9)(23),,,
199,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,11/22/22,1363,,,(19,,,(12,,,(8)(9)(21)(23),,,
200,,,,,,,,,,21246,,,21554,,,,,,,
201,"Oxford Immunotec, Inc.",,First Lien Secured Debt,,"9.48 (1M L+760, 0.50 Floor)",,10/01/21,9750,,,9886,,,9916,,,(9)(17),,,
202,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,10/01/21,1000,,,(4,,,0,,,(9)(17)(21)(23),,,
203,,,,,,,,,,9882,,,9916,,,,,,,
204,"Partner Therapeutics, Inc",,First Lien Secured Debt,,"8.53 (1M L+665, 1.00 Floor)",,01/01/23,10000,,,9821,,,9846,,,(9),,,
205,,,Preferred Equity - Preferred Stock,,,,,"55,556 Shares",,,333,,,333,,,(9),,,
206,,,Common Equity/Interests - Warrants,,,,,"33,333 Warrants",,,135,,,104,,,(9)(13),,,
207,,,,,,,,,,10289,,,10283,,,,,,,
208,"PTC Therapeutics, Inc",,First Lien Secured Debt,,"8.03 (1M L+615, 1.00 Floor)",,05/01/21,12667,,,12618,,,12743,,,(9)(17),,,
209,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00 Unfunded,,05/01/21,6333,,,(24,,,0,,,(9)(17)(21)(23),,,
210,,,,,,,,,,12594,,,12743,,,,,,,
211,"RiteDose Holdings I, Inc.",,First Lien Secured Debt,,"8.81 (3M L+650, 1.00 Floor)",,09/13/23,14963,,,14520,,,14681,,,(9),,,
212,,,First Lien Secured Debt - Revolver,,"8.81 (3M L+650, 1.00 Floor)",,09/13/22,1067,,,1067,,,1048,,,(9)(23),,,
213,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,09/13/22,933,,,(58,,,(17,,,(8)(9)(21)(23),,,
214,,,,,,,,,,15529,,,15712,,,,,,,
215,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity  Date,Par / Shares (12),,Cost (30),,Fair  Value (1) (31),,,,,,,,
216,"Teladoc, Inc.",,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,07/14/20,1289,,,(52,,,(1,,,(8)(17)(21)(23),,,
217,,,First Lien Secured Debt - Letter of Credit,,7.25,,01/12/19,378,,,0,,,0,,,(8)(17)(23),,,
218,,,,,,,,,,(52,,,(1,,,,,,,
219,"Wright Medical Group, Inc.",,First Lien Secured Debt - Revolver,,"6.13 (1M L+425, 0.75 Floor)",,12/23/21,18333,,,18333,,,18333,,,(9)(17)(23),,,
220,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/23/21,31667,,,(373,,,0,,,(9)(17)(21)(23),,,
221,,,,,,,,,,17960,,,18333,,,,,,,
222,Total Healthcare & Pharmaceuticals,,,,264154,,,253177,,,,,,,,,,,,
223,High Tech Industries,,,,,,,,,,,,,,,,,,,
224,ChyronHego Corporation,,First Lien Secured Debt,,"7.43 (3M L+643, 1.00 Floor)",,03/09/20,,35277.0,,,,34967,,,,33866,,,(18)
225,"DigiCert Holdings, Inc.",,Second Lien Secured Debt,,"9.77 (3M L+800, 1.00 Floor)",,10/31/25,20196,,,20100,,,20405,,,(10),,,
226,LabVantage Solutions,,,,,,,,,,,,,,,,,,,
227,LabVantage Solutions Inc.,,First Lien Secured Debt,,"9.38 (1M L+750, 1.00 Floor)",,12/29/20,13688,,,13441,,,13551,,,,,,
228,LabVantage Solutions Limited,,First Lien Secured Debt,,"8.50 (1M E+750, 1.00 Floor)",,12/29/20,€,12539.0,,,13246,,,15267,,,(17),,
229,,,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,12/29/20,€,3435.0,,,(63,,,(42,,,(8)(17)(21)(23),,
230,,,,,,,,,,26624,,,28776,,,,,,,
231,"Omnitracs, LLC",,First Lien Secured Debt - Unfunded Revolver,,0.50 Unfunded,,03/23/23,3750,,,(336,,,(338,,,(8)(21)(23),,,
232,"Smokey Merger Sub, Inc.",,Second Lien Secured Debt,,"10.44 (3M L+850, 1.00 Floor)",,05/24/24,30000,,,29208,,,29250,,,(9),,,
233,Telestream Holdings Corporation,,First Lien Secured Debt,,"7.61 (6M L+645, 1.00 Floor)",,03/24/22,36748,,,36446,,,36014,,,(18),,,
