,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
22,"My Alarm Center, LLC, Unfunded Term Loan B (8)(16)(21)(23)",,Business Services,,0.35 Unfunded,,1/9/19,,789,,,0,,,(8,,,
23,"My Alarm Center, LLC, Term Loan C (16)(23)",,Business Services,,"9.00 (1M L+800, 1.00 Floor)",,1/9/19,,3115,,,3115,,,3084,,,
24,"My Alarm Center, LLC, Unfunded Term Loan C (8)(16)(21)(23)",,Business Services,,0.35 Unfunded,,1/9/19,,997,,,0,,,(10,,,
25,"Nextech Systems, LLC (18)",,High Tech Industries,,"8.25 (3M L+725, 1.00 Floor)",,6/22/21,,22500,,,21968,,,22050,,,
26,"Saba Software, Inc. (18)",,High Tech Industries,,"9.75 (1M L+875, 1.00 Floor)",,3/30/21,,9875,,,9875,,,9727,,,
27,"SCM Insurance Services, Inc. (17)",,Business Services,,9.25,,8/22/19,,C$,39480.0,,,33205,,,25228,,
28,"Spotted Hawk Development, LLC (14)",,Energy – Oil & Gas,,19.00 (13.00 Cash plus 6.00 PIK),,12/31/19,,88292,,,84380,,,63661,,,
29,Telestream Holdings Corporation (18),,High Tech Industries,,"7.77 (3M L+677, 1.00 Floor)",,1/15/20,,30699,,,30699,,,30085,,,
30,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,
31,UniTek Global Services Inc. (16),,Telecommunications,,"9.50 (3M L+750 Cash plus 1.00 PIK, 1.00 Floor)",,1/13/19,,,11650.0,,,,11651,,,,11651
32,UniTek Global Services Inc. (16),,Telecommunications,,"8.50 (3M L+750, 1.00 Floor)",,1/13/19,,32367,,,32367,,,31881,,,
33,Total First Lien Secured Debt (excluding Revolvers and Letters of Credit)029.4 (10),,,509302,,,,453067.0,,,,,,,,,,
34,Revolvers and Letters of Credit,,,,,,,,,,,,,,,,,
35,"Alliant Holdings Intermediate, LLC, Unfunded Revolver (8)(16)(21)(23)",,Insurance,,0.50 Unfunded,,8/14/20,,,14794.0,,,,"(1,322",,,,"(1,272"
36,"Alliant Holdings Intermediate, LLC, Letter of Credit (8)(16)(23)",,Insurance,,3.375,,10/3/16,,8,,,0,,,(1,,,
37,"Alliant Holdings Intermediate, LLC, Letter of Credit (8)(16)(23)",,Insurance,,3.375,,11/30/16,,56,,,0,,,(5,,,
38,"Alliant Holdings Intermediate, LLC, Letter of Credit (8)(16)(23)",,Insurance,,3.375,,4/24/17,,37,,,0,,,(3,,,
39,"Alliant Holdings Intermediate, LLC, Letter of Credit (8)(16)(23)",,Insurance,,3.375,,5/4/17,,8,,,0,,,(1,,,
40,"Alliant Holdings Intermediate, LLC, Letter of Credit (8)(16)(23)",,Insurance,,3.375,,6/30/17,,17,,,0,,,(2,,,
41,"Alliant Holdings Intermediate, LLC, Letter of Credit (8)(16)(23)",,Insurance,,3.375,,7/29/17,,80,,,0,,,(7,,,
42,"American Media, Inc., Revolver (16)(23)",,"Advertising, Printing & Publishing",,"8.50 (1M L+750, 1.00 Floor)",,8/24/20,,296,,,296,,,296,,,
43,"American Media, Inc., Revolver (16)(23)",,"Advertising, Printing & Publishing",,"8.50 (1M L+750, 1.00 Floor)",,8/24/20,,711,,,711,,,711,,,
44,"American Media, Inc., Unfunded Revolver (16)(21)(23)",,"Advertising, Printing & Publishing",,0.50 Unfunded,,8/24/20,,565,,,(52,,,0,,,
45,"American Media, Inc., Letter of Credit (16)(23)",,"Advertising, Printing & Publishing",,7.50,,8/24/20,,206,,,0,,,0,,,
46,"Avaya, Inc., Revolver",,Telecommunications,,5.25 (P+175),,10/26/16,,3303,,,3303,,,3303,,,
47,"Confie Seguros Holding II Co., Revolver (16)(23)",,Insurance,,7.00 (P+350),,11/9/17,,615,,,615,,,606,,,
48,"Confie Seguros Holding II Co., Unfunded Revolver (8)(16)(21)(23)",,Insurance,,0.50 Unfunded,,11/9/17,,3724,,,(131,,,(56,,,
49,"Confie Seguros Holding II Co., Letter of Credit (8)(16)(23)",,Insurance,,4.50,,1/13/17,,161,,,0,,,(2,,,
50,"Endologix, Inc., Revolver (9)(16)(17)(23)",,Healthcare & Pharmaceuticals,,"4.60 (1M L+410, 0.50 Floor)",,7/29/20,,56,,,56,,,55,,,
51,"Endologix, Inc., Unfunded Revolver (8)(9)(16)(17)(21)(23)",,Healthcare & Pharmaceuticals,,0.50 Unfunded,,7/29/20,,4944,,,(24,,,(24,,,
52,"LabVantage Solutions Limited, Unfunded Revolver (8)(16)(17)(21)(23)",,High Tech Industries,,0.50 Unfunded,,12/29/20,,€,3435.0,,,(102,,,(77,,
53,"My Alarm Center, LLC, Revolver (16)(23)",,Business Services,,11.00 (P+700),,1/9/19,,750,,,750,,,750,,,
54,"My Alarm Center, LLC, Unfunded Revolver (16)(21)(23)",,Business Services,,0.35 Unfunded,,1/9/19,,5500,,,0,,,0,,,
55,"Tibco Software Inc., Unfunded Revolver (8)(21)(23)",,High Tech Industries,,0.50 Unfunded,,12/5/19,,6000,,,(38,,,"(1,200",,,
56,"UniTek Global Services Inc., Unfunded Revolver (16)(21)(23)",,Telecommunications,,0.50 Unfunded,,1/13/19,,5000,,,0,,,0,,,
57,"UniTek Global Services Inc., Letter of Credit (16)(23)",,Telecommunications,,7.50,,1/13/19,,8812,,,0,,,0,,,
58,"UniTek Global Services Inc., Letter of Credit (16)(23)",,Telecommunications,,7.50,,1/13/19,,1850,,,0,,,0,,,
59,Total Revolvers and Letters of Credit00.2 (10),,,,,,,,,4062.0,,,,3071,,,,
60,Total First Lien Secured Debt029.6 (10),,,,,,,,,513364.0,,,,456138,,,,
61,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,
62,Second Lien Secured Debt,,,,,,,,,,,,,,,,,
63,1A Smart Start LLC,,Consumer Services,,"9.50 (3M L+850, 1.00 Floor)",,8/22/22,,,35000.0,,,,34384,,,,34370
64,"Access CIG, LLC (16)",,Business Services,,"9.75 (3M L+875, 1.00 Floor)",,10/17/22,,35755,,,34268,,,34878,,,
65,"Access CIG, LLC (16)",,Business Services,,"9.75 (3M L+875, 1.00 Floor)",,10/17/22,,15215,,,14659,,,14841,,,
66,"Active Network, Inc. (16)",,Business Services,,"9.50 (3M L+850, 1.00 Floor)",,11/15/21,,19672,,,19601,,,19475,,,
67,"Active Network, Inc. (16)",,Business Services,,"10.50 (3M L+950, 1.00 Floor)",,11/15/21,,6006,,,5886,,,5931,,,
68,"Appriss Holdings, Inc.",,Business Services,,"10.25 (3M L+925, 1.00 Floor)",,5/21/21,,23309,,,23032,,,23309,,,
69,Armor Holding II LLC,,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,"10.25 (3M L+900, 1.25 Floor)",,12/26/20,,8000,,,7895,,,7830,,,
70,Asurion Corporation,,Insurance,,"8.50 (3M L+750, 1.00 Floor)",,3/3/21,,39590,,,39385,,,39458,,,
71,Confie Seguros Holding II Co. (16),,Insurance,,"10.25 (1M L+900, 1.25 Floor)",,5/8/19,,22344,,,22262,,,22567,,,
72,"Delta Educational Systems, Inc. (14)(16)",,Education,,16.00 PIK,,5/12/17,,7759,,,7460,,,0,,,
73,"Delta Educational Systems, Inc. (14)(16)",,Education,,35.00 PIK,,6/10/18,,1538,,,1328,,,0,,,
74,"Deltek, Inc.",,Business Services,,"9.50 (3M L+850, 1.00 Floor)",,6/26/23,,15086,,,14906,,,15303,,,
75,"Elements Behavioral Health, Inc.",,Healthcare & Pharmaceuticals,,"13.00 (3M L+1200 PIK, 1.00 Floor)",,2/11/20,,10477,,,10418,,,8591,,,
76,Garden Fresh Restaurant Corp. (14)(16),,"Hotel, Gaming, Leisure, Restaurants",,"7.75 (3M L+625 PIK, 1.50 Floor)",,1/1/19,,9282,,,7746,,,0,,,
77,Garden Fresh Restaurant Corp. (14)(16),,"Hotel, Gaming, Leisure, Restaurants",,"15.00 (3M L+1350 PIK, 1.50 Floor)",,1/1/19,,49986,,,45904,,,0,,,
78,"GCA Services Group, Inc.",,Business Services,,"10.00 (3M L+900, 1.00 Floor)",,3/1/24,,10000,,,9761,,,9975,,,
79,"Grocery Outlet, Inc.",,Food & Grocery,,"9.25 (3M L+825, 1.00 Floor)",,10/21/22,,25000,,,24693,,,25000,,,
80,"Infiltrator Systems Integrated, LLC",,"Manufacturing, Capital Equipment",,"9.75 (3M L+875, 1.00 Floor)",,5/26/23,,13889,,,13645,,,13958,,,
81,"Institutional Shareholder Services, Inc.",,Business Services,,"8.50 (3M L+750, 1.00 Floor)",,4/30/22,,6640,,,6589,,,6375,,,
82,"Kronos, Inc.",,Business Services,,"9.75 (3M L+850, 1.25 Floor)",,4/30/20,,9981,,,10094,,,10187,,,
83,"Lanai Holdings III, Inc.",,Healthcare & Pharmaceuticals,,"9.50 (3M L+850, 1.00 Floor)",,8/28/23,,17391,,,16878,,,16956,,,
84,"Landslide Holdings, Inc.",,Business Services,,"9.50 (3M L+850, 1.00 Floor)",,9/21/23,,18510,,,18140,,,18441,,,
85,MSC Software Corp. (17),,High Tech Industries,,"8.50 (3M L+750, 1.00 Floor)",,5/31/21,,13448,,,13350,,,13179,,,
86,"MW Industries, Inc.",,"Manufacturing, Capital Equipment",,"10.25 (3M L+925, 1.00 Floor)",,12/28/20,,20000,,,19522,,,19900,,,
87,"Poseidon Merger Sub, Inc.",,Business Services,,"9.50 (3M L+850, 1.00 Floor)",,8/15/23,,18000,,,17535,,,17640,,,
88,River Cree Enterprises LP (11)(17),,"Hotel, Gaming, Leisure, Restaurants",,11.00,,1/20/21,,C$,19000.0,,,17913,,,14005,,
89,"Sequential Brands Group, Inc. (17)",,Consumer Goods – Durable,,9.52 (1M L+900),,7/1/22,,17600,,,17388,,,17389,,,
90,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,
91,"SiTV, Inc. (11)",,Broadcasting & Subscription,,10.375,,7/1/19,,,2219.0,,,,2219,,,,1530
92,SMG,,"Hotel, Gaming, Leisure, Restaurants",,"9.25 (3M L+825, 1.00 Floor)",,2/27/21,,19649,,,19649,,,19453,,,
93,"Sprint Industrial Holdings, LLC",,"Containers, Packaging & Glass",,"11.25 (3M L+1000, 1.25 Floor)",,11/14/19,,16163,,,15586,,,9617,,,
94,"Sterling Holdings Ultimate Parent, Inc.",,Business Services,,"9.25 (3M L+825, 1.00 Floor)",,6/19/23,,20000,,,19814,,,19600,,,
95,"STG-Fairway Acquisitions, Inc.",,Business Services,,"10.25 (3M L+925, 1.00 Floor)",,6/30/23,,15000,,,14666,,,14250,,,
96,"TMK Hawk Parent, Corp.",,"Transportation – Cargo, Distribution",,"8.50 (3M L+750, 1.00 Floor)",,10/1/22,,34000,,,33726,,,33660,,,
97,"Velocity Technology Solutions, Inc.",,Business Services,,"9.50 (3M L+825, 1.25 Floor)",,9/28/20,,16500,,,16274,,,16088,,,
98,"Wave Holdco Merger Sub, Inc.",,Telecommunications,,"10.25 (3M L+925, 1.00 Floor)",,5/27/23,,10000,,,9754,,,9750,,,
99,Total Second Lien Secured Debt034.6 (10),,,,,,,,,606330.0,,,,533506,,,,
100,Total Secured Debt064.2 (10),,,,,,,,,1119694.0,,,,989644,,,,
101,Unsecured Debt,,,,,,,,,,,,,,,,,
102,"American Tire Distributors, Inc. (11)",,"Transportation – Cargo, Distribution",,10.25,,3/1/22,,,14741.0,,,,14814,,,,13580
103,Canacol Energy Ltd. (17),,Energy – Oil & Gas,,"9.50 (3M L+850, 1.00 Floor)",,12/31/19,,75000,,,73602,,,72825,,,
104,"Delta Educational Systems, Inc. (14)(16)",,Education,,16.00 PIK,,5/12/17,,22811,,,20665,,,0,,,
105,"Lonestar Intermediate Super Holdings, LLC",,Insurance,,"10.00 Cash (3M L+900 Cash, 1.00 Floor) (3M L+975 PIK Toggle, 1.00 Floor)",,8/10/21,,4865,,,4817,,,4842,,,
106,"Sorenson Holdings, LLC (11)",,Consumer Goods – Durable,,13.85 Cash (13.85 PIK Toggle),,10/31/21,,52,,,35,,,46,,,
107,"U.S. Security Associates Holdings, Inc.",,Business Services,,11.00,,7/28/18,,135000,,,135000,,,135000,,,
108,UniTek Global Services Inc. (16),,Telecommunications,,15.00 PIK,,7/13/19,,7934,,,7933,,,8013,,,
109,Total Unsecured Debt015.2 (10),,,,,,,,,256866.0,,,,234306,,,,
110,Total Corporate Debt079.4 (10),,,,,,,,,1376560.0,,,,1223950,,,,
111,Structured Products and Other,,,,,,,,,,,,,,,,,
112,Asset Repackaging Trust Six B.V. (11)(17)(19),,Utilities – Electric,,13.87,,5/18/27,,,58411.0,,,,25460,,,,32161
113,"Craft 2013-1, Credit-Linked Note (11)(16)(17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,9.93 (3M L+925),,4/17/22,,25000,,,25049,,,24500,,,
114,"Craft 2013-1, Credit-Linked Note (11)(16)(17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,9.93 (3M L+925),,4/17/22,,7625,,,7713,,,7472,,,
115,"Craft 2014-1A, Credit-Linked Note (11)(17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,10.47 (3M L+965),,5/15/21,,42500,,,42413,,,41650,,,
116,"Craft 2015-2, Credit-Linked Note (11)(17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,9.93 (3M L+925),,1/16/24,,26000,,,25870,,,24700,,,
117,"Dark Castle Holdings, LLC",,Media – Diversified & Production,,12.77,,,,24395,,,1189,,,2244,,,
118,"NXT Capital CLO 2014-1, LLC, Class E Notes (11)(17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,6.21 (3M L+550),,4/23/26,,5000,,,4702,,,4251,,,
119,Total Structured Products and Other08.9 (10),,,,,,,,,132396.0,,,,136978,,,,
120,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,
121,Equity,,,,,,,,,,,,,,,,,
122,Preferred Equity,,,,,,Shares,,,,,,,,,,,
123,"Crowley Holdings, Inc., Series A Preferred Stock (11)",,"Transportation – Cargo, Distribution",,12.00 (10.00 Cash plus 2.00 PIK),,,,32500,,,,34344,,,,34344.0,
124,"Gryphon Colleges Corp., Preferred Stock (13)(14)",,Education,,12.50 PIK,,,,332500,,,6863,,,0,,,
125,"Gryphon Colleges Corp., Preferred Stock (13)(14)",,Education,,13.50 PIK,,,,12360,,,27686,,,0,,,
126,"Sungevity Inc., Series D Preferred Stock (13)",,Energy – Electricity,,,,,,114678899,,,4396,,,4260,,,
127,"Varietal Distribution Holdings, LLC, Class A Preferred Unit",,"Transportation – Cargo, Distribution",,4.00 PIK,,,,2594,,,2607,,,2607,,,
128,Total Preferred Equity02.7 (10),,,,,,,,,75896.0,,,,41211,,,,
129,Common Equity/Interests,,,,,,Shares,,,,,,,,,,,
130,"Accelerate Parent Corp., Common Stock (13)",,"Transportation – Cargo, Distribution",,,,,,1664046,,,,1714,,,,1460.0,
131,"Clothesline Holdings, Inc., Common Stock (13)",,Healthcare & Pharmaceuticals,,,,,,6000,,,6000,,,0,,,
132,"Explorer Coinvest, LLC, Common Stock (17)",,Business Services,,,,,,,,,574,,,2203,,,
133,"Garden Fresh Restaurant Holdings, LLC, Common Stock (13)",,"Hotel, Gaming, Leisure, Restaurants",,,,,,50000,,,5000,,,0,,,
134,"Gryphon Colleges Corp., Common Stock (13)",,Education,,,,,,17500,,,175,,,0,,,
135,"Skyline Data, News and Analytics LLC, Class A Common Unit (13)",,Business Services,,,,,,4500000,,,4500,,,4500,,,
136,"Sorenson Holdings, LLC, Membership Interests (13)",,Consumer Goods – Durable,,,,,,587,,,0,,,143,,,
137,"Varietal Distribution Holdings, LLC, Class A Common Unit (13)",,"Transportation – Cargo, Distribution",,,,,,28028,,,28,,,253,,,
138,Total Common Equity/Interests00.5 (10),,,,,,,,,17991.0,,,,8559,,,,
139,Warrants,,,,,,Warrants,,,,,,,,,,,
140,"Gryphon Colleges Corp., Class A-1 Preferred Stock Warrants (13)",,Education,,,,,,45947,,,,460,,,,0.0,
141,"Gryphon Colleges Corp., Class B-1 Preferred Stock Warrants (13)",,Education,,,,,,104314,,,1043,,,0,,,
142,"Gryphon Colleges Corp., Common Stock Warrants (13)",,Education,,,,,,9820,,,98,,,0,,,
143,"Spotted Hawk Development, LLC, Common Stock Warrants (13)",,Energy – Oil & Gas,,,,,,54545,,,852,,,0,,,
144,Total Warrants00.0 (10),,,,,,,,,2453.0,,,,0,,,,
145,Total Equity03.3 (10),,,,,,,,,96340.0,,,,49770,,,,
146,Total Non-Controlled/Non-Affiliated Investments091.5 (10),,,,,,,1605296.0,,,,1410698,,,,,,
147,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,
148,Non-Controlled/Affiliated Investments (4),,,,,,,,,,,,,,,,,
149,Corporate Debt,,,,,,,,,,,,,,,,,
150,Secured Debt,,,,,,,,,,,,,,,,,
151,First Lien Secured Debt,,,,,,,,,,,,,,,,,
152,"Pelican Energy, LLC (14)(17)",,Energy – Oil & Gas,,10.00 PIK Toggle (10.00 Cash),,12/31/18,,,29624.0,,,,26665,,,,14864
153,Total First Lien Secured Debt01.0 (10),,,,,26665.0,,,,14864.0,,,,,,,,
154,Total Secured Debt01.0 (10),,,,,,,,,26665.0,,,,14864,,,,
155,Unsecured Debt,,,,,,,,,,,,,,,,,
156,"Venoco, Inc.",,Energy – Oil & Gas,,10.00 PIK,,7/25/17,,,338.0,,,,338,,,,338
157,Total Unsecured Debt00.0 (10),,,,,,,,,338.0,,,,338,,,,
158,Total Corporate Debt01.0 (10),,,,,,,,,27003.0,,,,15202,,,,
159,Structured Products and Other,,,,,,,,,,,,,,,,,
160,"Golden Bear Warehouse LLC, Membership Interests (3)(17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,,,,40446.0,,,,40446,,,,73457
161,"Ivy Hill Middle Market Credit Fund IX, Ltd., Subordinated Notes (3)(11)(17)(22)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,16.70,,10/18/25,,12500,,,9588,,,9462,,,
162,"Ivy Hill Middle Market Credit Fund X, Ltd., Subordinated Notes (3)(11)(17)(22)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,14.03,,7/18/27,,14000,,,11557,,,10863,,,
163,"MCF CLO I, LLC, Membership Interests (3)(11)(17)(22)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,13.85,,4/20/23,,38918,,,31151,,,32530,,,
164,"MCF CLO III, LLC, Class E Notes (11)(17)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,5.07 (3M L+445),,1/20/24,,12750,,,11630,,,10487,,,
165,"MCF CLO III, LLC, Membership Interests (3)(11)(17)(22)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,20.40,,1/20/24,,41900,,,32706,,,33276,,,
166,Total Structured Products and Other 0 11.0 (10),,,,,,,,,137078.0,,,,170075,,,,
167,Equity,,,,,,,,,,,,,,,,,
168,Preferred Equity,,,,,,Shares,,,,,,,,,,,
169,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series B Preferred Stock (13)",,Energy – Electricity,,,,,,1505868,,,,8343,,,,20458.0,
170,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series D Preferred Stock (13)",,Energy – Electricity,,,,,,436689,,,5568,,,5933,,,
171,Total Preferred Equity01.7 (10),,,,,,,,,13911.0,,,,26391,,,,
172,Common Equity/Interests,,,,,,Shares,,,,,,,,,,,
173,"AIC SPV Holdings I, LLC, Membership Interests (15)(17)(23)",,"Diversified Investment Vehicles, Banking, Finance, Real Estate",,,,,,,,,,68702,,,,25327.0,
174,"AMP Solar Group, Inc., Class A Common Unit (13)(17)",,Energy – Electricity,,,,,,243646,,,10000,,,890,,,
175,"LVI Group Investments, LLC, Common Units (3)(13)",,Environmental Industries,,,,,,212460,,,17505,,,10951,,,
176,"Pelican Energy, LLC, Membership Interests (13)(17)",,Energy – Oil & Gas,,,,,,1228,,,1099,,,0,,,
177,"Venoco, Inc., LLC Units (13)",,Energy – Oil & Gas,,,,,,192177,,,40517,,,36321,,,
178,Total Common Equity/Interests04.8 (10),,,,,,,,,137823.0,,,,73489,,,,
179,Warrants,,,,,,Warrants,,,,,,,,,,,
180,"Venoco, Inc., Series A Warrants (13)",,Energy – Oil & Gas,,,,,,23125,,,,48170,,,,2412.0,
181,Total Warrants00.2 (10),,,,,,,,,48170.0,,,,2412,,,,
182,Total Equity06.7 (10),,,,,,,,,199904.0,,,,102292,,,,
183,Total Non-Controlled/Affiliated Investments018.7 (10),,,,,,,,,363985.0,,,,287569,,,,
184,Investment,,Industry,,Interest  Rate (20),,Maturity  Date,,Par (12),,Cost,,Fair  Value (1),,,,,
185,Controlled Investments (5),,,,,,,,,,,,,,,,,
186,Corporate Debt,,,,,,,,,,,,,,,,,
187,Secured Debt,,,,,,,,,,,,,,,,,
188,First Lien Secured Debt,,,,,,,,,,,,,,,,,
189,First Lien Secured Debt (excluding Revolvers and Letters of Credit),,,,,,,,,,,,,,,,,
190,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.) (16)",,Energy – Oil & Gas,,8.00 Cash (10.00 PIK Toggle),,3/29/19,,,6500.0,,,,6500,,,,6500
191,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.), Unfunded Delayed Draw (16)(21)(23)",,Energy – Oil & Gas,,0.00 Unfunded,,3/29/19,,3500,,,0,,,0,,,
192,Solarplicity Group Limited (17),,Energy – Electricity,,12.50 Cash (12.50 PIK Toggle),,11/30/22,,£,141565.0,,,206416,,,184020,,
193,Total First Lien Secured Debt (excluding Revolvers and Letters of Credit)012.3 (10),,,,,212916.0,,,,190520.0,,,,,,,,
194,Revolvers and Letters of Credit,,,,,,,,,,,,,,,,,
195,"Merx Aviation Finance, LLC, Revolver (16)",,Aviation and Consumer Transport,,12.00,,10/31/18,,,399084.0,,,,399084,,,,399084
196,"Merx Aviation Finance, LLC, Unfunded Revolver (16)(21)",,Aviation and Consumer Transport,,0.00 Unfunded,,10/31/18,,100916,,,0,,,0,,,
197,"Merx Aviation Finance, LLC, Letter of Credit (16)(23)",,Aviation and Consumer Transport,,2.25,,7/13/17,,177,,,0,,,0,,,
198,"Merx Aviation Finance Assets Ireland Limited, Letter of Credit (16)(23)",,Aviation and Consumer Transport,,2.25,,9/30/17,,1800,,,0,,,0,,,
199,"Merx Aviation Finance Assets Ireland Limited, Letter of Credit (16)(23)",,Aviation and Consumer Transport,,2.25,,9/30/17,,1800,,,0,,,0,,,
200,Total Revolvers and Letters of Credit025.9 (10),,,,,,,,,399084.0,,,,399084,,,,
201,Total First Lien Secured Debt038.2 (10),,,,,,,,,612000.0,,,,589604,,,,
202,Second Lien Secured Debt,,,,,,,,,,,,,,,,,
203,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.) (16)",,Energy – Oil & Gas,,10.00 PIK Toggle (8.00 Cash),,3/29/21,,,26276.0,,,,26276,,,,26276
204,Total Second Lien Debt01.7 (10),,,,,,,,,26276.0,,,,26276,,,,
205,Total Secured Debt039.9 (10),,,,,,,,,638276.0,,,,615880,,,,
206,Total Corporate Debt039.9 (10),,,,,,,,,638276.0,,,,615880,,,,
207,Equity,,,,,,,,,,,,,,,,,
208,Common Equity/Interests,,,,,,Shares,,,,,,,,,,,
209,"Dynamic Product Tankers, LLC, Class A Units (17)(24)",,"Transportation – Cargo, Distribution",,,,,,,,,,48106,,,,44647.0,
210,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.), Common Stock (13)",,Energy – Oil & Gas,,,,,,5000000,,,30078,,,23274,,,
211,"Merx Aviation Finance, LLC, Membership Interests",,Aviation and Consumer Transport,,,,,,,,,56504,,,83012,,,
212,"MSEA Tankers LLC, Class A Units (17)(25)",,"Transportation – Cargo, Distribution",,,,,,,,,84500,,,83361,,,
213,"Solarplicity Group Limited, Class B Common Shares (2)(13)(17)",,Energy – Electricity,,,,,,2825,,,2472,,,127,,,
214,Total Common Equity/Interests015.2 (10),,,,,,,,,221660.0,,,,234421,,,,
215,Total Equity015.2 (10),,,,,,,,,221660.0,,,,234421,,,,
216,Total Controlled Investments055.1 (10),,,,,,,,,859936.0,,,,850301,,,,
217,Total Investments0165.3 (6)(7)(10),,,,,,,,,2829217.0,,,,2548568,,,,
218,(1),Fair value is determined in good faith by or under the direction of the Board of Directors of the Company (Note 2).,,,,,,,,,,,,,,,,
