,Industry,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
38,Healthcare Services,"Emerus Holdings, Inc. (19)",Freestanding 24-hour emergency care micro-hospitals operator,First lien senior secured revolving loan ($3.0 par due 9/2020),7.31% (Libor + 4.50%/Q),3/14/2017,3.0,2.9
39,Healthcare Services,"Emerus Holdings, Inc. (19)",,First lien senior secured loan ($3.2 par due 9/2021),7.31% (Libor + 4.50%/Q),3/14/2017,2.9,3.1
40,Healthcare Services,"GHX Ultimate Parent Corporation, Commerce Parent, Inc. and Commerce Topco, LLC",On-demand supply chain automation solutions provider to the healthcare industry,Second lien senior secured loan ($34.5 par due 6/2025),10.81% (Libor + 8.00%/Q),6/30/2017,34.2,34.5
41,Healthcare Services,"GHX Ultimate Parent Corporation, Commerce Parent, Inc. and Commerce Topco, LLC",,"Series A preferred stock (110,425 shares)",13.55% PIK (Libor + 10.75%/Q),6/30/2017,133.5,133.5
42,Healthcare Services,"GHX Ultimate Parent Corporation, Commerce Parent, Inc. and Commerce Topco, LLC",,"Class A units (14,013,303 units)",,6/30/2017,14.0,16.9
43,Healthcare Services,"Greenphire, Inc. and RMCF III CIV XXIX, L.P",Software provider for clinical trial management,Limited partnership interest (99.90% interest),,12/19/2014,1.0,3.0
44,Healthcare Services,Hygiena Borrower LLC (19),Adenosine triphosphate testing technology provider,First lien senior secured revolving loan,0,8/26/2016,0.0,0.0
45,Healthcare Services,Hygiena Borrower LLC (19),,First lien senior secured loan ($9.5 par due 8/2022),6.80% (Libor + 4.00%/Q),6/29/2018,9.5,9.4
46,Healthcare Services,Hygiena Borrower LLC (19),,Second lien senior secured loan ($11.1 par due 8/2023),10.55% (Libor + 7.75%/Q),6/29/2018,11.1,11.0
47,Healthcare Services,Hygiena Borrower LLC (19),,Second lien senior secured loan ($0.6 par due 8/2023),10.55% (Libor + 7.75%/Q),6/29/2018,0.6,0.6
48,Healthcare Services,Hygiena Borrower LLC (19),,Second lien senior secured loan ($10.0 par due 8/2023),10.55% (Libor + 7.75%/Q),8/26/2016,10.0,9.9
49,Healthcare Services,Hygiena Borrower LLC (19),,Second lien senior secured loan ($10.7 par due 8/2023),10.55% (Libor + 7.75%/Q),2/27/2017,10.7,10.6
50,Healthcare Services,"JDC Healthcare Management, LLC (19)",Dental services provider,First lien senior secured revolving loan ($0.8 par due 4/2022),12.25% (Base Rate + 6.75%/Q),4/10/2017,0.8,0.8
51,Healthcare Services,"JDC Healthcare Management, LLC (19)",,First lien senior secured loan ($4.1 par due 4/2023),10.01% (Libor + 7.75%/A),4/10/2017,4.1,4.1
52,Healthcare Services,"JDC Healthcare Management, LLC (19)",,First lien senior secured loan ($9.9 par due 4/2023),10.27% (Libor + 7.75%/M),4/10/2017,9.9,9.7
53,Healthcare Services,"JDC Healthcare Management, LLC (19)",,First lien senior secured loan ($19.7 par due 4/2023),10.27% (Libor + 7.75%/M),4/10/2017,19.7,19.3
54,Healthcare Services,"KBHS Acquisition, LLC (d/b/a Alita Care, LLC) (19)",Provider of behavioral health services,First lien senior secured revolving loan ($0.2 par due 3/2022),7.38% (Libor + 5.00%/M),3/17/2017,0.2,0.2
55,Healthcare Services,"KBHS Acquisition, LLC (d/b/a Alita Care, LLC) (19)",,First lien senior secured revolving loan ($0.3 par due 3/2022),7.42% (Libor + 5.00%/M),3/17/2017,0.3,0.3
56,Healthcare Services,"KBHS Acquisition, LLC (d/b/a Alita Care, LLC) (19)",,First lien senior secured revolving loan ($0.8 par due 3/2022),7.46% (Libor + 5.00%/M),3/17/2017,0.8,0.8
57,Healthcare Services,"KBHS Acquisition, LLC (d/b/a Alita Care, LLC) (19)",,First lien senior secured revolving loan ($0.6 par due 3/2022),7.47% (Libor + 5.00%/M),3/17/2017,0.6,0.6
58,Healthcare Services,"KBHS Acquisition, LLC (d/b/a Alita Care, LLC) (19)",,First lien senior secured revolving loan ($0.3 par due 3/2022),7.50% (Libor + 5.00%/M),3/17/2017,0.3,0.3
59,Healthcare Services,"KBHS Acquisition, LLC (d/b/a Alita Care, LLC) (19)",,First lien senior secured revolving loan ($0.3 par due 3/2022),7.43% (Libor + 5.00%/M),3/17/2017,0.3,0.3
60,Healthcare Services,"KBHS Acquisition, LLC (d/b/a Alita Care, LLC) (19)",,First lien senior secured revolving loan ($2.1 par due 3/2022),7.52% (Libor + 5.00%/M),3/17/2017,2.1,2.0
61,Healthcare Services,Key Surgical LLC (19),"Provider of sterile processing, operating room and instrument care supplies for hospitals",First lien senior secured loan ($17.0 par due 6/2023),5.75% (EURIBOR + 4.75%/Q),6/1/2017,16.6,17.0
62,Healthcare Services,Key Surgical LLC (19),,First lien senior secured loan ($9.3 par due 6/2023),7.28% (Libor + 4.75%/Q),10/31/2018,9.3,9.3
63,Healthcare Services,"MB2 Dental Solutions, LLC (19)",Dental services provider,First lien senior secured revolving loan ($2.7 par due 9/2023),9.25% (Base Rate + 3.75%/Q),9/29/2017,2.7,2.7
64,Healthcare Services,"MB2 Dental Solutions, LLC (19)",,First lien senior secured loan ($5.8 par due 9/2023),7.57% (Libor + 4.75%/Q),9/29/2017,5.8,5.8
65,Healthcare Services,"MCH Holdings, Inc. and MC Acquisition Holdings I, LLC",Healthcare professional provider,First lien senior secured loan ($25.7 par due 1/2020),7.96% (Libor + 5.50%/M),7/26/2017,25.7,25.7
66,Healthcare Services,"MCH Holdings, Inc. and MC Acquisition Holdings I, LLC",,First lien senior secured loan ($26.2 par due 1/2020),8.02% (Libor + 5.50%/M),7/26/2017,26.2,26.2
67,Healthcare Services,"MCH Holdings, Inc. and MC Acquisition Holdings I, LLC",,First lien senior secured loan ($39.6 par due 1/2020),7.96% (Libor + 5.50%/M),7/26/2017,39.6,39.6
68,Healthcare Services,"MCH Holdings, Inc. and MC Acquisition Holdings I, LLC",,First lien senior secured loan ($40.5 par due 1/2020),8.02% (Libor + 5.50%/M),7/26/2017,40.5,40.5
69,Healthcare Services,"MCH Holdings, Inc. and MC Acquisition Holdings I, LLC",,First lien senior secured loan ($9.0 par due 1/2020),7.96% (Libor + 5.50%/M),7/26/2017,9.0,9.0
70,Healthcare Services,"MCH Holdings, Inc. and MC Acquisition Holdings I, LLC",,First lien senior secured loan ($9.2 par due 1/2020),8.02% (Libor + 5.50%/M),7/26/2017,9.2,9.2
71,Healthcare Services,"MCH Holdings, Inc. and MC Acquisition Holdings I, LLC",,"Class A units (1,438,643 shares)",,1/17/2014,1.5,1.2
72,Healthcare Services,MW Dental Holding Corp. (19),Dental services provider,First lien senior secured revolving loan ($7.0 par due 4/2021),9.27% (Libor + 6.75%/Q),4/12/2011,7.0,7.0
73,Healthcare Services,MW Dental Holding Corp. (19),,First lien senior secured loan ($16.9 par due 4/2021),9.27% (Libor + 6.75%/Q),3/19/2018,16.9,16.9
74,Healthcare Services,MW Dental Holding Corp. (19),,First lien senior secured loan ($104.5 par due 4/2021),9.27% (Libor + 6.75%/Q),4/12/2011,104.5,104.5
75,Healthcare Services,MW Dental Holding Corp. (19),,First lien senior secured loan ($19.1 par due 4/2021),9.27% (Libor + 6.75%/Q),4/12/2011,19.1,19.1
76,Healthcare Services,"My Health Direct, Inc.",Healthcare scheduling exchange software solution provider,"Warrant to purchase up to 4,548 shares of Series D preferred stock (expires 9/2024)",,9/18/2014,0.0,0.0
77,Healthcare Services,"New Trident Holdcorp, Inc. and Trident Holding Company, LLC",Outsourced mobile diagnostic healthcare service provider,Second lien senior secured loan ($24.9 par due 7/2022),,8/1/2013,19.4,5.0
78,Healthcare Services,"New Trident Holdcorp, Inc. and Trident Holding Company, LLC",,Second lien senior secured loan ($78.4 par due 7/2020),,8/1/2013,67.8,0.0
79,Healthcare Services,"New Trident Holdcorp, Inc. and Trident Holding Company, LLC",,Senior subordinated loan ($9.1 par due 7/2020),,11/29/2017,8.8,0.0
80,Healthcare Services,"NMC Skincare Intermediate Holdings II, LLC (19)","Developer, manufacturer and marketer of skincare products",First lien senior secured loan ($24.9 par due 10/2024),7.27% (Libor + 4.75%/M),10/31/2018,24.9,24.6
81,Healthcare Services,NMN Holdings III Corp. and NMN Holdings LP (19),Provider of complex rehab technology solutions for patients with mobility loss,"Partnership units (30,000 units)",,11/13/2018,3.0,2.9
82,Healthcare Services,"NMSC Holdings, Inc. and ASP NAPA Holdings, LLC",Anesthesia management services provider,Second lien senior secured loan ($72.8 par due 10/2023),12.59% (Libor + 10.00%/Q),4/19/2016,72.8,71.3
83,Healthcare Services,"NMSC Holdings, Inc. and ASP NAPA Holdings, LLC",,"Class A units (25,277 units)",,4/19/2016,2.5,1.2
84,Healthcare Services,"Nodality, Inc.",Biotechnology company,First lien senior secured loan ($3.1 par due 8/2016),,11/12/2015,2.1,0.0
85,Healthcare Services,"Nodality, Inc.",,First lien senior secured loan ($14.7 par due 8/2016),,4/25/2014,9.7,0.0
86,Healthcare Services,"Nodality, Inc.",,"Warrant to purchase up to 3,736,255 shares of common stock (expires 3/2026)",,5/1/2016,0.0,0.0
87,Healthcare Services,NSM Sub Holdings Corp. (19),"Provider of customized mobility, rehab and adaptive seating systems",First lien senior secured loan ($0.2 par due 10/2022),6.66% (Libor + 4.25%/Q),6/1/2018,0.2,0.2
88,Healthcare Services,NSM Sub Holdings Corp. (19),,First lien senior secured loan ($0.4 par due 10/2022),6.73% (Libor + 4.25%/Q),6/1/2018,0.4,0.4
89,Healthcare Services,NSM Sub Holdings Corp. (19),,First lien senior secured loan ($4.9 par due 10/2022),7.05% (Libor + 4.25%/Q),6/1/2018,4.9,4.9
90,Healthcare Services,"nThrive, Inc. (fka Precyse Acquisition Corp.)",Provider of healthcare information management technology and services,Second lien senior secured loan ($10.0 par due 4/2023),12.27% (Libor + 9.75%/M),4/20/2016,9.8,9.8
91,Healthcare Services,"NueHealth Performance, LLC (19)","Developer, builder and manager of specialty surgical hospitals and ambulatory surgery centers",First lien senior secured loan ($1.5 par due 9/2023),9.02% (Libor + 6.50%/M),9/27/2018,1.5,1.5
92,Healthcare Services,"NueHealth Performance, LLC (19)",,First lien senior secured loan ($10.0 par due 9/2023),9.02% (Libor + 6.50%/M),9/27/2018,10.0,10.0
93,Healthcare Services,"OmniSYS Acquisition Corporation, OmniSYS, LLC, and OSYS Holdings, LLC",Provider of technology-enabled solutions to pharmacies,Limited liability company membership interest (1.57%),,11/21/2013,1.0,0.8
94,Healthcare Services,Pathway Vet Alliance LLC (19),Operator of freestanding veterinary hospitals,First lien senior secured loan ($264.5 par due 12/2024),6.98% (Libor + 4.50%/M),12/21/2018,261.8,261.8
95,Healthcare Services,Pathway Vet Alliance LLC (19),,Second lien senior secured loan ($175.1 par due 12/2025),10.98% (Libor + 8.50%/Q),12/21/2018,175.1,173.4
96,Healthcare Services,Pathway Vet Alliance LLC (19),,"Preferred subscription units (1,507,384 units)",,12/21/2018,4.9,4.9
97,Healthcare Services,"Patterson Medical Supply, Inc.",Distributor of rehabilitation supplies and equipment,Second lien senior secured loan ($78.0 par due 8/2023),11.03% (Libor + 8.50%/Q),9/2/2015,76.7,67.9
98,Healthcare Services,PhyMED Management LLC,Provider of anesthesia services,Second lien senior secured loan ($47.2 par due 5/2021),11.46% (Libor + 8.75%/Q),12/18/2015,46.9,47.2
99,Healthcare Services,"Practice Insight, LLC (19)",Revenue cycle management provider to the emergency healthcare industry,First lien senior secured loan ($12.4 par due 8/2022),7.52% (Libor + 5.00%/M),8/23/2017,12.4,12.4
100,Healthcare Services,Premise Health Holding Corp. and OMERS Bluejay Investment Holdings LP (19),Provider of employer-sponsored onsite health and wellness clinics and pharmacies,First lien senior secured revolving loan ($6.0 par due 7/2023),6.09% (Libor + 3.50%/S),7/10/2018,6.0,5.9
101,Healthcare Services,Premise Health Holding Corp. and OMERS Bluejay Investment Holdings LP (19),,First lien senior secured loan ($0.8 par due 7/2025),6.55% (Libor + 3.75%/Q),7/10/2018,0.8,0.8
102,Healthcare Services,Premise Health Holding Corp. and OMERS Bluejay Investment Holdings LP (19),,First lien senior secured loan ($20.0 par due 7/2025),6.55% (Libor + 3.75%/Q),7/10/2018,19.9,19.8
103,Healthcare Services,Premise Health Holding Corp. and OMERS Bluejay Investment Holdings LP (19),,Second lien senior secured loan ($67.1 par due 7/2026),10.30% (Libor + 7.50%/Q),7/10/2018,66.5,66.1
104,Healthcare Services,Premise Health Holding Corp. and OMERS Bluejay Investment Holdings LP (19),,"Class A units (9,775 units)",,7/10/2018,9.8,9.8
105,Healthcare Services,"ProVation Medical, Inc.",Provider of documentation and coding software for GI physicians,First lien senior secured loan ($13.0 par due 3/2024),9.42% (Libor + 7.00%/Q),3/9/2018,12.8,13.0
106,Healthcare Services,"RecoveryDirect Acquisition, L.L.C. (19)",Outpatient physical therapy provider,First lien senior secured loan ($6.9 par due 1/2024),6.77% (Libor + 4.25%/M),1/3/2018,6.9,6.9
107,Healthcare Services,"RecoveryDirect Acquisition, L.L.C. (19)",,First lien senior secured loan ($14.8 par due 1/2024),6.77% (Libor + 4.25%/M),1/3/2018,14.8,14.8
108,Healthcare Services,"RecoveryDirect Acquisition, L.L.C. (19)",,First lien senior secured loan ($19.8 par due 1/2024),6.77% (Libor + 4.25%/M),1/3/2018,19.8,19.8
109,Healthcare Services,"Respicardia, Inc.",Developer of implantable therapies to improve cardiovascular health,"Warrant to purchase up to 99,094 shares of Series C preferred stock (expires 6/2022)",,6/28/2012,0.0,0.0
110,Healthcare Services,Salter Labs (19),"Developer, manufacturer and supplier of consumable products for medical device customers",First lien senior secured revolving loan ($0.6 par due 3/2020),6.76% (Libor + 4.25%/Q),2/8/2018,0.6,0.6
111,Healthcare Services,Salter Labs (19),,First lien senior secured revolving loan ($0.4 par due 3/2020),7.05% (Libor + 4.25%/Q),2/8/2018,0.4,0.4
112,Healthcare Services,"SCSG EA Acquisition Company, Inc. (19)",Provider of outsourced clinical services to hospitals and health systems,First lien senior secured revolving loan,0,9/1/2017,0.0,0.0
113,Healthcare Services,"SiroMed Physician Services, Inc. and SiroMed Equity Holdings, LLC (19)",Outsourced anesthesia provider,First lien senior secured loan ($17.4 par due 3/2024),7.55% (Libor + 4.75%/Q),3/26/2018,17.4,17.1
114,Healthcare Services,"SiroMed Physician Services, Inc. and SiroMed Equity Holdings, LLC (19)",,"Common units (171,784 units)",,3/26/2018,4.6,3.2
115,Healthcare Services,"SM Wellness Holdings, Inc. and SM Holdco, Inc. (19)",Breast cancer screening provider,First lien senior secured loan ($0.7 par due 8/2024),8.02% (Libor + 5.50%/M),8/1/2018,0.7,0.7
116,Healthcare Services,"SM Wellness Holdings, Inc. and SM Holdco, Inc. (19)",,First lien senior secured loan ($7.1 par due 8/2024),8.02% (Libor + 5.50%/M),8/1/2018,7.1,7.1
117,Healthcare Services,"SM Wellness Holdings, Inc. and SM Holdco, Inc. (19)",,"Series A preferred stock (44,975 shares)",13.05% (Libor + 10.25%/Q),8/1/2018,47.4,47.4
118,Healthcare Services,"SM Wellness Holdings, Inc. and SM Holdco, Inc. (19)",,"Series A units (7,475 units)",,8/1/2018,7.5,0.1
119,Healthcare Services,"SM Wellness Holdings, Inc. and SM Holdco, Inc. (19)",,"Series B units (747,500 units)",,8/1/2018,0.0,7.4
120,Healthcare Services,"Synergy HomeCare Franchising, LLC and NP/Synergy Holdings, LLC (19)",Franchisor of private-pay home care for the elderly,First lien senior secured loan ($16.0 par due 4/2024),8.55% (Libor + 5.75%/Q),4/2/2018,16.0,16.0
121,Healthcare Services,"Synergy HomeCare Franchising, LLC and NP/Synergy Holdings, LLC (19)",,Common units (550 units),,4/2/2018,0.6,0.7
122,Healthcare Services,"Teligent, Inc. (19)","Pharmaceutical company that develops, manufactures and markets injectable pharmaceutical products",Second lien senior secured loan ($18.3 par due 6/2024),13.25% (Base Rate + 7.75%/Q),12/13/2018,18.3,18.1
123,Healthcare Services,"Teligent, Inc. (19)",,Second lien senior secured loan ($45.5 par due 6/2024),11.53% (Libor + 8.75%/Q),12/13/2018,45.5,45.0
124,Healthcare Services,TerSera Therapeutics LLC,Acquirer and developer of specialty therapeutic pharmaceutical products,First lien senior secured loan ($2.2 par due 3/2024),8.06% (Libor + 5.25%/Q),7/12/2018,2.2,2.2
125,Healthcare Services,TerSera Therapeutics LLC,,First lien senior secured loan ($2.2 par due 3/2024),8.05% (Libor + 5.25%/Q),7/12/2018,2.2,2.2
126,Healthcare Services,TerSera Therapeutics LLC,,First lien senior secured loan ($2.1 par due 3/2023),8.05% (Libor + 5.25%/Q),9/27/2018,2.1,2.1
127,Healthcare Services,TerSera Therapeutics LLC,,First lien senior secured loan ($5.2 par due 3/2023),8.05% (Libor + 5.25%/Q),5/3/2017,5.2,5.2
128,Healthcare Services,"U.S. Anesthesia Partners, Inc.",Anesthesiology service provider,Second lien senior secured loan ($71.8 par due 6/2025),9.77% (Libor + 7.25%/M),6/16/2017,70.9,70.4
129,Healthcare Services,"United Digestive MSO Parent, LLC (19)",Gastroenterology physician group,First lien senior secured loan ($12.6 par due 12/2024),7.02% (Libor + 4.50%/M),12/14/2018,12.6,12.5
130,Healthcare Services,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC (19)",Operator of urgent care clinics,"Preferred units (7,696,613 units)",,6/11/2015,7.7,5.4
131,Healthcare Services,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC (19)",,"Series A common units (2,000,000 units)",,6/11/2015,2.0,0.0
132,Healthcare Services,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC (19)",,"Series C common units (5,288,427 units)",,6/11/2015,0.0,0.0
133,Healthcare Services,"Urology Management Associates, LLC and JWC/UMA Holdings, L.P.",Urology private practice,First lien senior secured loan ($9.8 par due 8/2024),7.52% (Libor + 5.00%/M),8/31/2018,9.7,9.8
134,Healthcare Services,"Urology Management Associates, LLC and JWC/UMA Holdings, L.P.",,Limited partnership interests (3.64% interest),,8/31/2018,4.8,4.8
135,Healthcare Services,Verscend Holding Corp. (19),Healthcare analytics solutions provider,First lien senior secured loan ($99.8 par due 8/2025),7.02% (Libor + 4.50%/M),8/27/2018,99.0,97.8
136,Healthcare Services,"VistaPharm, Inc. and Vertice Pharma UK Parent Limited",Manufacturer and distributor of generic pharmaceutical products,"Preferred shares (40,662 shares)",,12/21/2015,0.3,0.6
137,Healthcare Services,"West Dermatology, LLC (19)",Dermatology practice platform,First lien senior secured revolving loan ($0.7 par due 4/2022),7.93% (Libor + 5.50%/Q),2/8/2018,0.7,0.7
138,Healthcare Services,"West Dermatology, LLC (19)",,First lien senior secured revolving loan ($0.6 par due 4/2022),8.21% (Libor + 5.50%/Q),2/8/2018,0.6,0.6
139,Healthcare Services,"West Dermatology, LLC (19)",,First lien senior secured revolving loan ($3.7 par due 4/2022),8.31% (Libor + 5.50%/Q),2/8/2018,3.7,3.7
140,Healthcare Services,"West Dermatology, LLC (19)",,First lien senior secured loan ($1.4 par due 4/2023),7.90% (Libor + 5.50%/Q),4/2/2018,1.4,1.4
141,Healthcare Services,"West Dermatology, LLC (19)",,First lien senior secured loan ($0.3 par due 4/2023),7.91% (Libor + 5.50%/Q),4/2/2018,0.3,0.3
142,Healthcare Services,"West Dermatology, LLC (19)",,First lien senior secured loan ($0.9 par due 4/2023),7.94% (Libor + 5.50%/Q),4/2/2018,0.9,0.9
143,Healthcare Services,"West Dermatology, LLC (19)",,First lien senior secured loan ($0.1 par due 4/2023),8.11% (Libor + 5.50%/Q),4/2/2018,0.1,0.1
144,Healthcare Services,"West Dermatology, LLC (19)",,First lien senior secured loan ($1.3 par due 4/2023),8.21% (Libor + 5.50%/Q),4/2/2018,1.3,1.3
145,Healthcare Services,"West Dermatology, LLC (19)",,First lien senior secured loan ($0.8 par due 4/2023),8.26% (Libor + 5.50%/Q),4/2/2018,0.8,0.8
146,Healthcare Services,"West Dermatology, LLC (19)",,First lien senior secured loan ($4.1 par due 4/2023),8.31% (Libor + 5.50%/Q),4/2/2018,4.1,4.1
147,Healthcare Services,"West Dermatology, LLC (19)",,First lien senior secured loan ($1.3 par due 4/2023),8.21% (Libor + 5.50%/Q),9/5/2018,1.3,1.3
148,Healthcare Services,"West Dermatology, LLC (19)",,First lien senior secured loan ($7.7 par due 4/2023),8.31% (Libor + 5.50%/Q),4/2/2018,7.7,7.7
149,Healthcare Services,"WIRB - Copernicus Group, Inc. (19)","Provider of regulatory, ethical, and safety review services for clinical research involving human subjects",First lien senior secured revolving loan,0,2/8/2018,0.0,0.0
150,Healthcare Services,WSHP FC Acquisition LLC (19),Provider of biospecimen products,First lien senior secured revolving loan ($2.5 par due 3/2024),9.30% (Libor + 6.50%/Q),3/30/2018,2.5,2.5
151,Healthcare Services,WSHP FC Acquisition LLC (19),,First lien senior secured revolving loan ($0.8 par due 3/2024),9.32% (Libor + 6.50%/Q),3/30/2018,0.8,0.8
