,Industry,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
31,Healthcare Services,"CCS Intermediate Holdings, LLC and CCS Group Holdings, LLC (25)",Correctional facility healthcare operator,"Second lien senior secured loan ($135,000 par due 7/2022)",9.38% (Libor + 8.38%/Q),7/23/2014,134017,101250
32,Healthcare Services,"CCS Intermediate Holdings, LLC and CCS Group Holdings, LLC (25)",Correctional facility healthcare operator,"Class A units (601,937 units)",,8/19/2010,0,215
33,Healthcare Services,"Correctional Medical Group Companies, Inc.",Correctional facility healthcare operator,"First lien senior secured loan ($3,088 par due 9/2021)",9.39% (Libor + 8.39%/Q),9/29/2015,3088,3026
34,Healthcare Services,"Correctional Medical Group Companies, Inc.",Correctional facility healthcare operator,"First lien senior secured loan ($4,093 par due 9/2021)",9.39% (Libor + 8.39%/Q),9/29/2015,4093,4011
35,Healthcare Services,"Correctional Medical Group Companies, Inc.",Correctional facility healthcare operator,"First lien senior secured loan ($44,707 par due 9/2021)",9.39% (Libor + 8.39%/Q),9/29/2015,44707,43813
36,Healthcare Services,"DCA Investment Holding, LLC (25)",Multi-branded dental practice management,"First lien senior secured revolving loan ($5,774 par due 7/2021)",7.75%(Base Rate + 4.25%/Q),7/2/2015,5774,5659
37,Healthcare Services,"DCA Investment Holding, LLC (25)",Multi-branded dental practice management,"First lien senior secured loan ($18,945 par due 7/2021)",6.25% (Libor + 5.25%/Q),7/2/2015,18831,18566
38,Healthcare Services,"DNAnexus, Inc.",Bioinformatics company,"First lien senior secured loan ($10,075 par due 10/2018)",9.25% (Libor + 8.25%/M),3/21/2014,9861,10075
39,Healthcare Services,"DNAnexus, Inc.",Bioinformatics company,"Warrant to purchase up to 909,092 units of Series C preferred stock (expires 3/2024)",,3/21/2014,0,121
40,Healthcare Services,"Global Healthcare Exchange, LLC and GHX Ultimate Parent Corp.",On-demand supply chain automation solutions provider,"Second lien senior secured loan ($47,500 par due 8/2023)",9.75% (Libor + 8.75%/Q),8/18/2016,46787,47500
41,Healthcare Services,"Global Healthcare Exchange, LLC and GHX Ultimate Parent Corp.",On-demand supply chain automation solutions provider,"Class A common stock (1,788 shares)",,3/11/2014,1788,1788
42,Healthcare Services,"Global Healthcare Exchange, LLC and GHX Ultimate Parent Corp.",On-demand supply chain automation solutions provider,Class B common stock (980 shares),,3/11/2014,30,5244
43,Healthcare Services,"Greenphire, Inc. and RMCF III CIV XXIX, L.P (25)",Software provider for clinical trial management,"First lien senior secured loan ($1,500 par due 12/2018)",9.00% (Libor + 8.00%/M),12/19/2014,1500,1500
44,Healthcare Services,"Greenphire, Inc. and RMCF III CIV XXIX, L.P (25)",Software provider for clinical trial management,"First lien senior secured loan ($3,800 par due 12/2018)",9.00% (Libor + 8.00%/M),12/19/2014,3800,3800
45,Healthcare Services,"Greenphire, Inc. and RMCF III CIV XXIX, L.P (25)",Software provider for clinical trial management,Limited partnership interest (99.90% interest),,12/19/2014,999,1590
46,Healthcare Services,Hygiena Borrower LLC (25),Adenosine triphosphate testing technology provider,"Second lien senior secured loan ($10,000 par due 8/2023)",10.00% (Libor + 9.00%/Q),8/26/2016,10000,10000
47,Healthcare Services,"INC Research Mezzanine Co-Invest, LLC",Pharmaceutical and biotechnology consulting services,"Common units (1,410,000 units)",,9/27/2010,0,738
48,Healthcare Services,Intermedix Corporation,Revenue cycle management provider to the emergency healthcare industry,"Second lien senior secured loan ($112,000 par due 6/2020)",9.25% (Libor + 8.25%/Q),12/27/2012,112000,107520
49,Healthcare Services,"Island Medical Management Holdings, LLC (25)",Provider of physician management services,First lien senior secured revolving loan ($250 par due 9/2021),6.00% (Libor + 5.00%/Q),9/1/2016,250,250
50,Healthcare Services,"Island Medical Management Holdings, LLC (25)",Provider of physician management services,First lien senior secured loan ($382 par due 9/2022),6.00% (Libor + 5.00%/Q),9/1/2016,382,382
51,Healthcare Services,"Island Medical Management Holdings, LLC (25)",Provider of physician management services,"First lien senior secured loan ($6,228 par due 9/2022)",6.00% (Libor + 5.00%/Q),9/1/2016,6228,6228
52,Healthcare Services,"MC Acquisition Holdings I, LLC",Healthcare professional provider,"Class A units (1,338,314 shares)",,1/17/2014,1338,1170
53,Healthcare Services,MW Dental Holding Corp. (25),Dental services provider,"First lien senior secured revolving loan ($1,000 par due 4/2018)",8.50% (Libor + 7.00%/Q),4/12/2011,1000,1000
54,Healthcare Services,MW Dental Holding Corp. (25),Dental services provider,"First lien senior secured loan ($44,972 par due 4/2018)",8.50% (Libor + 7.00%/Q),4/12/2011,44972,44972
55,Healthcare Services,MW Dental Holding Corp. (25),Dental services provider,"First lien senior secured loan ($47,373 par due 4/2018)",8.50% (Libor + 7.00%/Q),4/12/2011,47373,47373
56,Healthcare Services,MW Dental Holding Corp. (25),Dental services provider,"First lien senior secured loan ($19,591 par due 4/2018)",8.50% (Libor + 7.00%/Q),4/12/2011,19591,19591
57,Healthcare Services,"My Health Direct, Inc. (25)",Healthcare scheduling exchange software solution provider,"First lien senior secured loan ($1,600 par due 1/2018)",10.75%,9/18/2014,1581,1600
58,Healthcare Services,"My Health Direct, Inc. (25)",Healthcare scheduling exchange software solution provider,"Warrant to purchase up to 4,548 shares of Series D preferred stock (expires 9/2024)",,9/18/2014,39,40
59,Healthcare Services,"New Trident Holdcorp, Inc.",Outsourced mobile diagnostic healthcare service provider,"Second lien senior secured loan ($80,000 par due 7/2020)",10.25% (Libor + 9.00%/Q),8/6/2013,79085,76000
60,Healthcare Services,"NMSC Holdings, Inc. and ASP NAPA Holdings, LLC",Anesthesia management services provider,"Second lien senior secured loan ($72,796 par due 10/2023)",11.00% (Libor + 10.00%/Q),4/19/2016,72796,72796
61,Healthcare Services,"NMSC Holdings, Inc. and ASP NAPA Holdings, LLC",Anesthesia management services provider,"Class A units (25,277 units)",,4/19/2016,2528,2488
62,Healthcare Services,"Nodality, Inc.",Biotechnology company,"First lien senior secured loan ($2,743 par due 8/2016)",,11/12/2015,2533,2585
63,Healthcare Services,"Nodality, Inc.",Biotechnology company,"First lien senior secured loan ($10,885 par due 8/2016)",,4/25/2014,9694,773
64,Healthcare Services,"Nodality, Inc.",Biotechnology company,"Common stock (3,736,255 shares)",,5/1/2016,0,0
65,Healthcare Services,"nThrive, Inc. (fka Precyse Acquisition Corp.)",Provider of healthcare information management technology and services,"Second lien senior secured loan ($10,000 par due 4/2023)",10.75% (Libor + 9.75%/Q),4/20/2016,9624,10000
66,Healthcare Services,"OmniSYS Acquisition Corporation, OmniSYS, LLC, and OSYS Holdings, LLC (25)",Provider of technology-enabled solutions to pharmacies,"First lien senior secured loan ($5,899 par due 11/2018)",8.50% (Libor + 7.50%/Q),11/21/2013,5899,5899
67,Healthcare Services,"OmniSYS Acquisition Corporation, OmniSYS, LLC, and OSYS Holdings, LLC (25)",Provider of technology-enabled solutions to pharmacies,Limited liability company membership interest (1.57%),,11/21/2013,1000,679
68,Healthcare Services,"Patterson Medical Supply, Inc.",Distributor of rehabilitation supplies and equipment,"Second lien senior secured loan ($78,000 par due 8/2023)",9.50% (Libor + 8.50%/Q),9/2/2015,76070,78000
69,Healthcare Services,"PerfectServe, Inc. (25)",Communications software platform provider for hospitals and physician practices,"First lien senior secured loan ($9,000 par due 3/2020)",9.00% (Libor + 8.00%/M),9/15/2015,8714,9000
70,Healthcare Services,"PerfectServe, Inc. (25)",Communications software platform provider for hospitals and physician practices,"First lien senior secured loan ($2,000 par due 6/2020)",9.00% (Libor + 8.00%/M),9/15/2015,1965,2000
71,Healthcare Services,"PerfectServe, Inc. (25)",Communications software platform provider for hospitals and physician practices,"First lien senior secured loan ($3,000 par due 6/2021)",9.00% (Libor + 8.00%/M),9/15/2015,2960,3000
72,Healthcare Services,"PerfectServe, Inc. (25)",Communications software platform provider for hospitals and physician practices,"Warrant to purchase up to 28,428 shares of Series C preferred stock (expires 9/2025)",,9/15/2015,180,256
73,Healthcare Services,"PerfectServe, Inc. (25)",Communications software platform provider for hospitals and physician practices,"Warrant to purchase up to 34,113 units of Series C preferred stock (expires 12/2023)",,12/26/2013,0,307
74,Healthcare Services,PhyMED Management LLC,Provider of anesthesia services,"Second lien senior secured loan ($47,239 par due 5/2021)",9.75% (Libor + 8.75%/Q),12/18/2015,46616,45821
75,Healthcare Services,"Respicardia, Inc.",Developer of implantable therapies to improve cardiovascular health,"Warrant to purchase up to 99,094 shares of Series C preferred stock (expires 6/2022)",,6/28/2012,38,28
76,Healthcare Services,"Sarnova HC, LLC, Tri-Anim Health Services, Inc., and BEMS Holdings, LLC",Distributor of emergency medical service and respiratory products,"Second lien senior secured loan ($54,000 par due 7/2022)",10.50% (Libor + 9.50%/Q),1/29/2016,54000,54000
77,Healthcare Services,"Transaction Data Systems, Inc.",Pharmacy management software provider,"Second lien senior secured loan ($27,500 par due 6/2022)",10.00% (Libor + 9.00%/Q),6/15/2015,27500,27500
78,Healthcare Services,"U.S. Anesthesia Partners, Inc.",Anesthesiology service provider,"Second lien senior secured loan ($23,500 par due 9/2020)",10.25% (Libor + 9.25%/Q),12/14/2015,23500,23500
79,Healthcare Services,"U.S. Anesthesia Partners, Inc.",Anesthesiology service provider,"Second lien senior secured loan ($50,000 par due 9/2020)",10.25% (Libor + 9.25%/Q),9/24/2014,50000,50000
80,Healthcare Services,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC (25)",Operator of urgent care clinics,"First lien senior secured loan ($13,895 par due 12/2022)",7.00% (Libor + 6.00%/Q),12/1/2015,13895,12644
81,Healthcare Services,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC (25)",Operator of urgent care clinics,"First lien senior secured loan ($54,314 par due 12/2022)",7.00% (Libor + 6.00%/Q),12/1/2015,54313,49426
82,Healthcare Services,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC (25)",Operator of urgent care clinics,"Preferred units (7,696,613 units)",,6/11/2015,7697,8616
83,Healthcare Services,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC (25)",Operator of urgent care clinics,"Series A common units (2,000,000 units)",,6/11/2015,2000,522
84,Healthcare Services,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC (25)",Operator of urgent care clinics,"Series C common units (1,026,866 units)",,6/11/2015,0,219
85,Healthcare Services,"VistaPharm, Inc. and Vertice Pharma UK Parent Limited",Manufacturer and distributor of generic pharmaceutical products,"Preferred shares (40,662 shares)",,12/21/2015,407,407
86,Healthcare Services,"Young Innovations, Inc.",Dental supplies and equipment manufacturer,"Second lien senior secured loan ($45,000 par due 7/2019)",9.00% (Libor + 8.00%/Q),5/30/2014,45000,45000
87,Healthcare Services,"Young Innovations, Inc.",Dental supplies and equipment manufacturer,,,,1305517,1253156
88,Other Services,American Residential Services L.L.C.,"Heating, ventilation and air conditioning services provider","Second lien senior secured loan ($67,000 par due 12/2021)",9.00% (Libor + 8.00%/Q),6/30/2014,66657,67000
89,Other Services,"Community Education Centers, Inc. and CEC Parent Holdings LLC (8)",Offender re-entry and in-prison treatment services provider,"First lien senior secured loan ($13,579 par due 12/2017)",6.25% (Libor + 5.25%/Q),12/10/2010,13579,13579
90,Other Services,"Community Education Centers, Inc. and CEC Parent Holdings LLC (8)",Offender re-entry and in-prison treatment services provider,First lien senior secured loan ($707 par due 12/2017),7.75%(Base Rate + 4.25%/Q),12/10/2010,707,707
91,Other Services,"Community Education Centers, Inc. and CEC Parent Holdings LLC (8)",Offender re-entry and in-prison treatment services provider,"Second lien senior secured loan ($21,895 par due 6/2018)",15.75% (Libor + 15.00%/Q),12/10/2010,21895,21895
92,Other Services,"Community Education Centers, Inc. and CEC Parent Holdings LLC (8)",Offender re-entry and in-prison treatment services provider,"Class A senior preferred units (7,846 units)",,3/27/2015,9384,10918
93,Other Services,"Community Education Centers, Inc. and CEC Parent Holdings LLC (8)",Offender re-entry and in-prison treatment services provider,"Class A junior preferred units (26,154 units)",,3/27/2015,20168,18850
94,Other Services,"Community Education Centers, Inc. and CEC Parent Holdings LLC (8)",Offender re-entry and in-prison treatment services provider,Class A common units (134 units),,3/27/2015,0,0
95,Other Services,"Competitor Group, Inc., Calera XVI, LLC and Champion Parent Corporation (8)(25)",Endurance sports media and event operator,"First lien senior secured revolving loan ($4,602 par due 11/2018)",5.00% (Libor + 3.75%/Q),11/30/2012,4473,4602
96,Other Services,"Competitor Group, Inc., Calera XVI, LLC and Champion Parent Corporation (8)(25)",Endurance sports media and event operator,First lien senior secured revolving loan ($600 par due 11/2018),5.00% (Libor + 3.75%/Q),9/29/2016,600,600
97,Other Services,"Competitor Group, Inc., Calera XVI, LLC and Champion Parent Corporation (8)(25)",Endurance sports media and event operator,"First lien senior secured loan ($39,098 par due 11/2018)",5.00% (Libor + 3.75%/Q),11/30/2012,37993,39098
98,Other Services,"Competitor Group, Inc., Calera XVI, LLC and Champion Parent Corporation (8)(25)",Endurance sports media and event operator,"Preferred shares (18,875 shares)",,3/25/2016,15966,1245
99,Other Services,"Competitor Group, Inc., Calera XVI, LLC and Champion Parent Corporation (8)(25)",Endurance sports media and event operator,"Membership units (2,522,512 units)",,11/30/2012,2523,0
100,Other Services,"Competitor Group, Inc., Calera XVI, LLC and Champion Parent Corporation (8)(25)",Endurance sports media and event operator,"Common shares (114,000 shares)",,3/25/2016,0,0
101,Other Services,"Crown Health Care Laundry Services, Inc. and Crown Laundry Holdings, LLC (7)(25)",Provider of outsourced healthcare linen management solutions,"First lien senior secured revolving loan ($3,800 par due 3/2019)",7.25% (Libor + 6.00%/Q),3/13/2014,3800,3800
102,Other Services,"Crown Health Care Laundry Services, Inc. and Crown Laundry Holdings, LLC (7)(25)",Provider of outsourced healthcare linen management solutions,"First lien senior secured loan ($5,261 par due 3/2019)",7.25% (Libor + 6.00%/Q),3/13/2014,5261,5261
103,Other Services,"Crown Health Care Laundry Services, Inc. and Crown Laundry Holdings, LLC (7)(25)",Provider of outsourced healthcare linen management solutions,"Class A preferred units (2,475,000 units)",,3/13/2014,2475,2952
104,Other Services,"Crown Health Care Laundry Services, Inc. and Crown Laundry Holdings, LLC (7)(25)",Provider of outsourced healthcare linen management solutions,"Class B common units (275,000 units)",,3/13/2014,275,328
105,Other Services,"Dwyer Acquisition Parent, Inc. and TDG Group Holding Company",Operator of multiple franchise concepts primarily related to home maintenance or repairs,"Senior subordinated loan ($31,500 par due 2/2020)",11.00%,6/12/2015,31500,31500
106,Other Services,"Dwyer Acquisition Parent, Inc. and TDG Group Holding Company",Operator of multiple franchise concepts primarily related to home maintenance or repairs,"Senior subordinated loan ($52,670 par due 2/2020)",11.00%,8/15/2014,52670,52670
107,Other Services,"Dwyer Acquisition Parent, Inc. and TDG Group Holding Company",Operator of multiple franchise concepts primarily related to home maintenance or repairs,"Common stock (32,843 shares)",,8/15/2014,3378,4986
108,Other Services,"Massage Envy, LLC (25)",Franchisor in the massage industry,"First lien senior secured loan ($38,987 par due 9/2018)",8.50% (Libor + 7.25%/Q),9/27/2012,38987,38988
109,Other Services,"Massage Envy, LLC (25)",Franchisor in the massage industry,"First lien senior secured loan ($18,945 par due 9/2018)",8.50% (Libor + 7.25%/Q),9/27/2012,18945,18945
110,Other Services,"Massage Envy, LLC (25)",Franchisor in the massage industry,"Common stock (3,000,000 shares)",,9/27/2012,3000,5762
111,Other Services,"McKenzie Sports Products, LLC (25)","Designer, manufacturer and distributor of hunting-related supplies","First lien senior secured loan ($5,500 par due 9/2020)",6.75% (Libor + 5.75%/Q),9/18/2014,5500,5390
112,Other Services,"McKenzie Sports Products, LLC (25)","Designer, manufacturer and distributor of hunting-related supplies","First lien senior secured loan ($39,500 par due 9/2020)",6.75% (Libor + 5.75%/Q),9/18/2014,39500,38710
113,Other Services,"McKenzie Sports Products, LLC (25)","Designer, manufacturer and distributor of hunting-related supplies","First lien senior secured loan ($45,000 par due 9/2020)",6.75% (Libor + 5.75%/Q),9/18/2014,45000,44100
114,Other Services,"OpenSky Project, Inc. and OSP Holdings, Inc.",Social commerce platform operator,"First lien senior secured loan ($1,200 par due 9/2017)",10.00%,6/4/2014,1195,1200
115,Other Services,"OpenSky Project, Inc. and OSP Holdings, Inc.",Social commerce platform operator,"Warrant to purchase up to 159,496 shares of Series D preferred stock (expires 4/2025)",,6/29/2015,48,0
116,Other Services,"Osmose Holdings, Inc.",Provider of structural integrity management services to transmission and distribution infrastructure,"Second lien senior secured loan ($25,000 par due 8/2023)",8.75% (Libor + 7.75%/Q),9/3/2015,24568,24500
117,Other Services,"SocialFlow, Inc.",Social media optimization platform provider,"First lien senior secured loan ($4,000 par due 8/2019)",9.50% (Libor + 8.50%/M),1/29/2016,3919,4000
118,Other Services,"SocialFlow, Inc.",Social media optimization platform provider,"Warrant to purchase up to 215,331 shares of Series C preferred stock (expires 1/2026)",,1/29/2016,0,25
119,Other Services,Spin HoldCo Inc.,Laundry service and equipment provider,"Second lien senior secured loan ($140,000 par due 5/2020)",8.00% (Libor + 7.00%/Q),5/14/2013,140000,137200
120,Other Services,"Surface Dive, Inc.",SCUBA diver training and certification provider,"Second lien senior secured loan ($31,591 par due 1/2022)",9.00% (Libor + 8.00%/Q),7/28/2015,31591,31591
121,Other Services,"Surface Dive, Inc.",SCUBA diver training and certification provider,"Second lien senior secured loan ($94,094 par due 1/2022)",10.25% (Libor + 9.25%/Q),1/29/2015,93753,94094
122,Other Services,"TWH Water Treatment Industries, Inc., TWH Filtration Industries, Inc. and TWH Infrastructure Industries, Inc. (25)","Wastewater infrastructure repair, treatment and filtration holding company","First lien senior secured loan ($5,370 par due 10/2019)",10.25% (Libor + 9.25%/Q),10/10/2014,5370,5370
123,Other Services,"TWH Water Treatment Industries, Inc., TWH Filtration Industries, Inc. and TWH Infrastructure Industries, Inc. (25)","Wastewater infrastructure repair, treatment and filtration holding company","First lien senior secured loan ($36,400 par due 10/2019)",10.25% (Libor + 9.25%/Q),10/10/2014,36400,36400
124,Other Services,"U.S. Security Associates Holdings, Inc",Security guard service provider,"Second lien senior secured loan ($25,000 par due 7/2018)",11.00%,11/24/2015,25000,25000
125,Other Services,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,"Second lien senior secured loan ($3,726 par due 5/2023)",8.00% (Libor + 7.00%/Q),5/14/2015,3664,3689
126,Other Services,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,"Second lien senior secured loan ($21,274 par due 5/2023)",8.00% (Libor + 7.00%/Q),5/14/2015,20920,21061
127,Other Services,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,,,,830664,816016
128,Business Services,"Accruent, LLC and Athena Parent, Inc. (25)",Real estate and facilities management software provider,"First lien senior secured loan ($15,000 par due 5/2022)",6.25% (Libor + 5.25%/Q),9/13/2016,15000,15000
129,Business Services,"Accruent, LLC and Athena Parent, Inc. (25)",Real estate and facilities management software provider,"First lien senior secured loan ($4,500 par due 5/2022)",6.25% (Libor + 5.25%/Q),9/19/2016,4500,4500
130,Business Services,"Accruent, LLC and Athena Parent, Inc. (25)",Real estate and facilities management software provider,"Second lien senior secured loan ($10,500 par due 11/2022)",12.25%(Base Rate + 8.75%/Q),9/19/2016,10500,10500
131,Business Services,"Accruent, LLC and Athena Parent, Inc. (25)",Real estate and facilities management software provider,"Second lien senior secured loan ($42,500 par due 11/2022)",10.75% (Libor + 9.75%/Q),9/19/2016,42500,42500
132,Business Services,"Accruent, LLC and Athena Parent, Inc. (25)",Real estate and facilities management software provider,Series A preferred stock (778 shares),,9/19/2016,778,800
133,Business Services,"Accruent, LLC and Athena Parent, Inc. (25)",Real estate and facilities management software provider,"Common stock (3,000 shares)",,5/16/2016,3000,3084
134,Business Services,Brandtone Holdings Limited (9),Mobile communications and marketing services provider,"First lien senior secured loan ($4,676 par due 11/2018)","12.50% (Libor + 10.50% Cash, 1.00% PIK/M)",5/11/2015,4591,3975
135,Business Services,Brandtone Holdings Limited (9),Mobile communications and marketing services provider,"First lien senior secured loan ($3,098 par due 2/2019)","12.50% (Libor + 10.50% Cash, 1.00% PIK/M)",5/11/2015,3035,2633
136,Business Services,Brandtone Holdings Limited (9),Mobile communications and marketing services provider,"Warrant to purchase up to 184,003 units of Series Three participating convertible preferred shares (expires 8/2026)",,5/11/2015,0,0
137,Business Services,"CallMiner, Inc.",Provider of cloud-based conversational analytics solutions,"Second lien senior secured loan ($2,424 par due 5/2018)",10.50% (Libor + 9.50%/M),7/23/2014,2417,2424
138,Business Services,"CallMiner, Inc.",Provider of cloud-based conversational analytics solutions,"Second lien senior secured loan ($1,394 par due 8/2018)",10.50% (Libor + 9.50%/M),7/23/2014,1389,1394
139,Business Services,"CallMiner, Inc.",Provider of cloud-based conversational analytics solutions,"Warrant to purchase up to 2,350,636 shares of Series 1 preferred stock (expires 7/2024)",,7/23/2014,0,0
140,Business Services,"CIBT Holdings, Inc. and CIBT Investment Holdings, LLC",Expedited travel document processing services,"Class A shares (2,500 shares)",,12/15/2011,2500,6015
141,Business Services,"Clearwater Analytics, LLC (25)","Provider of integrated cloud-based investment portfolio management, accounting, reporting and analytics software","First lien senior secured loan ($25,500 par due 9/2022)",8.50% (Libor + 7.50%/Q),9/1/2016,25500,25500
142,Business Services,"CMW Parent LLC (fka Black Arrow, Inc.)",Multiplatform media firm,Series A units (32 units),,9/11/2015,0,0
143,Business Services,"Command Alkon, Incorporated and CA Note Issuer, LLC",Software solutions provider to the ready-mix concrete industry,"Second lien senior secured loan ($10,000 par due 8/2020)",9.25% (Libor + 8.25%/Q),9/28/2012,10000,10000
144,Business Services,"Command Alkon, Incorporated and CA Note Issuer, LLC",Software solutions provider to the ready-mix concrete industry,"Second lien senior secured loan ($11,500 par due 8/2020)",9.44% (Libor + 8.25%/Q),9/28/2012,11500,11500
145,Business Services,"Command Alkon, Incorporated and CA Note Issuer, LLC",Software solutions provider to the ready-mix concrete industry,"Second lien senior secured loan ($26,500 par due 8/2020)",9.25% (Libor + 8.25%/Q),9/28/2012,26500,26500
146,Business Services,"Command Alkon, Incorporated and CA Note Issuer, LLC",Software solutions provider to the ready-mix concrete industry,"Senior subordinated loan ($22,542 par due 8/2021)",14.00% PIK,8/8/2014,22542,22542
147,Business Services,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class A-1 common stock (4,132 units)",,12/15/2014,2250,2113
