,Industry,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
36,Healthcare-Services,MW Dental Holding Corp.,Dental services provider,"First lien senior secured loan ($48,485 par due 4/2017)",8.50% (Libor + 7.00%/M),4/12/2011,48485,48485
37,Healthcare-Services,MW Dental Holding Corp.,Dental services provider,"First lien senior secured loan ($9,746 par due 4/2017)",8.50% (Libor + 7.00%/M),4/12/2011,9746,9746
38,Healthcare-Services,Napa Management Services Corporation,Anesthesia management services provider,"First lien senior secured loan ($66,734 par due 2/2019)",6.00% (Libor + 5.00%/Q),4/15/2011,66734,66734
39,Healthcare-Services,Napa Management Services Corporation,Anesthesia management services provider,"First lien senior secured loan ($33,266 par due 2/2019)",6.00% (Libor + 5.00%/Q),4/15/2011,33209,33266
40,Healthcare-Services,Napa Management Services Corporation,Anesthesia management services provider,"Common units (5,345 units)",,4/15/2011,5623,8844
41,Healthcare-Services,National Healing Corporation and National Healing Holding Corp.,Wound care service and equipment provider,"Second lien senior secured loan ($10,000 par due 2/2020)",9.25% (Libor + 8.00%/Q),12/13/2013,10273,10000
42,Healthcare-Services,National Healing Corporation and National Healing Holding Corp.,Wound care service and equipment provider,"Preferred stock (869,565 shares)",,12/13/2013,1296,1472
43,Healthcare-Services,"Netsmart Technologies, Inc. and NS Holdings, Inc.",Healthcare technology provider,"First lien senior secured loan ($2,796 par due 12/2017)",8.75% (Libor + 7.50%/Q),12/18/2012,2796,2796
44,Healthcare-Services,"Netsmart Technologies, Inc. and NS Holdings, Inc.",Healthcare technology provider,"First lien senior secured loan ($35,376 par due 12/2017)",8.75% (Libor + 7.50%/Q),12/18/2012,35376,35376
45,Healthcare-Services,"Netsmart Technologies, Inc. and NS Holdings, Inc.",Healthcare technology provider,"Common stock (2,500,000 shares)",,6/21/2010,2500,4092
46,Healthcare-Services,"New Trident Holdcorp, Inc.",Outsourced mobile diagnostic healthcare service provider,"Second lien senior secured loan ($80,000 par due 7/2020)",10.25% (Libor + 9.00%/Q),8/6/2013,78547,79200
47,Healthcare-Services,"Nodality, Inc.",Biotechnology company,"First lien senior secured loan ($8,000 par due 2/2018)",8.90%,4/25/2014,7731,7920
48,Healthcare-Services,"Nodality, Inc.",Biotechnology company,"Warrant to purchase up to 164,179 shares of Series B preferred stock",,4/25/2014,0,41
49,Healthcare-Services,"OmniSYS Acquisition Corporation, OmniSYS, LLC, and OSYS Holdings, LLC",Provider of technology-enabled solutions to pharmacies,"First lien senior secured loan ($20,737 par due 11/2018)",8.50% (Libor + 7.50%/Q),11/21/2013,20737,20737
50,Healthcare-Services,"OmniSYS Acquisition Corporation, OmniSYS, LLC, and OSYS Holdings, LLC",Provider of technology-enabled solutions to pharmacies,Limited liability company membership,,11/21/2013,1000,1038
51,Healthcare-Services,"PerfectServe, Inc.",Communications software platform provider for hospitals and physician practices,"First lien senior secured loan ($2,500 par due 10/2017)",10.00%,12/26/2013,2475,2500
52,Healthcare-Services,"PerfectServe, Inc.",Communications software platform provider for hospitals and physician practices,"First lien senior secured loan ($3,500 par due 4/2017)",10.00%,12/26/2013,3470,3500
53,Healthcare-Services,"PerfectServe, Inc.",Communications software platform provider for hospitals and physician practices,"Warrants to purchase up to 34,113 units of Series C preferred stock",,12/26/2013,0,67
54,Healthcare-Services,"PGA Holdings, Inc.","Provider of patient surveys, management reports and national databases for the integrated healthcare delivery system",Preferred stock (333 shares),,3/12/2008,125,18
55,Healthcare-Services,"PGA Holdings, Inc.","Provider of patient surveys, management reports and national databases for the integrated healthcare delivery system","Common stock (16,667 shares)",,3/12/2008,167,908
56,Healthcare-Services,"Physiotherapy Associates Holdings, Inc.",Physical therapy provider,"Class A common stock (100,000 shares)",,12/13/2013,3090,2324
57,Healthcare-Services,"POS I Corp. (fka Vantage Oncology, Inc.)",Radiation oncology care provider,"Common stock (62,157 shares)",,2/3/2011,4670,813
58,Healthcare-Services,"RCHP, Inc.",Operator of general acute care hospitals,"First lien senior secured loan ($15,000 par due 4/2019)",6.00% (Libor + 5.00%/Q),11/4/2011,15000,15000
59,Healthcare-Services,"RCHP, Inc.",Operator of general acute care hospitals,"Second lien senior secured loan ($11,000 par due 10/2019)",10.50% (Libor + 9.50%/Q),11/4/2011,11000,11000
60,Healthcare-Services,"Reed Group Holdings, LLC",Medical disability management services provider,Equity interests,,4/1/2010,0,0
61,Healthcare-Services,"Respicardia, Inc.",Developer of implantable therapies to improve cardiovascular health,"First lien senior secured loan ($2,600 par due 7/2015)",11.00%,6/28/2012,2594,2600
62,Healthcare-Services,"Respicardia, Inc.",Developer of implantable therapies to improve cardiovascular health,"Warrants to purchase up to 99,094 shares of Series C preferred stock",,6/28/2012,38,29
63,Healthcare-Services,"Sage Products Holdings III, LLC",Patient infection control and preventive care solutions provider,"Second lien senior secured loan ($75,000 par due 6/2020)",9.25% (Libor + 8.00%/Q),12/13/2012,75000,75000
64,Healthcare-Services,"Sarnova HC, LLC, Tri-Anim Health Services, Inc., and BEMS Holdings, LLC",Distributor of emergency medical service and respiratory products,"Second lien senior secured loan ($60,000 par due 9/2018)",8.75% (Libor + 8.00%/Q),6/30/2014,60000,60000
65,Healthcare-Services,"Sorbent Therapeutics, Inc.",Orally-administered drug developer,"First lien senior secured loan ($5,980 par due 9/2016)",10.25%,4/23/2013,5980,5980
66,Healthcare-Services,"Sorbent Therapeutics, Inc.",Orally-administered drug developer,"Warrant to purchase up to 727,272 shares of Series C preferred stock",,4/23/2013,0,0
67,Healthcare-Services,"SurgiQuest, Inc.",Medical device company,"Warrants to purchase up to 54,672 shares of Series D-4 convertible preferred stock",,9/28/2012,0,0
68,Healthcare-Services,"U.S. Anesthesia Partners, Inc.",Anesthesiology service provider,"First lien senior secured loan ($20,000 par due 12/2019)",6.00% (Libor + 5.00%/Q),6/26/2014,20000,20000
69,Healthcare-Services,"U.S. Anesthesia Partners, Inc.",Anesthesiology service provider,"First lien senior secured loan ($29,850 par due 12/2019)",7.25% (Base Rate + 4.00%/Q),12/31/2013,29850,29850
70,Healthcare-Services,"Wrigley Purchaser, LLC and Wrigley Management, LLC",Provider of outpatient rehabilitation services,"First lien senior secured loan ($7,117 par due 5/2020)",6.125% (Libor + 5.375%/Q),5/19/2014,7117,7117
71,Healthcare-Services,"Young Innovations, Inc.",Dental supplies and equipment manufacturer,"Second lien senior secured loan ($45,000 par due 7/2019)",9.00% (Libor + 8.00%/Q),5/30/2014,45000,45000
72,Healthcare-Services,"Young Innovations, Inc.",Dental supplies and equipment manufacturer,,,,1023234,1030248
73,Services-Other,American Residential Services L.L.C.,"Heating, ventilation and air conditioning services provider","First lien senior secured loan ($17,500 par due 6/2021)",5.25% (Libor + 4.25%/Q),6/30/2014,17412,17500
74,Services-Other,American Residential Services L.L.C.,"Heating, ventilation and air conditioning services provider","Second lien senior secured loan ($50,000 par due 12/2021)",9.00% (Libor + 8.00%/Q),6/30/2014,49500,50000
75,Services-Other,Capital Investments and Ventures Corp.,SCUBA diver training and certification provider,"First lien senior secured loan ($23,539 par due 8/2018)",7.00% (Libor + 5.75%/Q),8/9/2012,23539,23539
76,Services-Other,Capital Investments and Ventures Corp.,SCUBA diver training and certification provider,"First lien senior secured loan ($8,373 par due 8/2018)",7.00% (Libor + 5.75%/Q),8/9/2012,8373,8373
77,Services-Other,"Community Education Centers, Inc.",Offender re-entry and in-prison treatment services provider,"First lien senior secured loan ($13,571 par due 12/2014)",6.25% (Libor + 5.25%/Q),12/10/2010,13571,13571
78,Services-Other,"Community Education Centers, Inc.",Offender re-entry and in-prison treatment services provider,First lien senior secured loan ($714 par due 12/2014),7.50% (Base Rate + 4.25%/S),12/10/2010,714,714
79,Services-Other,"Community Education Centers, Inc.",Offender re-entry and in-prison treatment services provider,"Second lien senior secured loan ($47,170 par due 12/2015)",10.23% (Libor + 10.00%/Q),12/10/2010,47170,42452
80,Services-Other,"Community Education Centers, Inc.",Offender re-entry and in-prison treatment services provider,"Warrants to purchase up to 654,618 shares",,12/10/2010,0,0
81,Services-Other,"Competitor Group, Inc. and Calera XVI, LLC",Endurance sports media and event operator,"First lien senior secured revolving loan ($2,850 par due 11/2018)",10.00% (Base Rate + 6.75%/Q),11/30/2012,2850,2622
82,Services-Other,"Competitor Group, Inc. and Calera XVI, LLC",Endurance sports media and event operator,First lien senior secured revolving loan ($900 par due 11/2018),9.00% (Libor + 7.75%/Q),11/30/2012,900,828
83,Services-Other,"Competitor Group, Inc. and Calera XVI, LLC",Endurance sports media and event operator,"First lien senior secured loan ($24,362 par due 11/2018)","10.00% (Libor + 7.75% Cash, 1.00% PIK /Q)",11/30/2012,24362,22413
84,Services-Other,"Competitor Group, Inc. and Calera XVI, LLC",Endurance sports media and event operator,"First lien senior secured loan ($29,831 par due 11/2018)","10.00% (Libor + 7.75% Cash, 1.00% PIK /Q)",11/30/2012,29831,27444
85,Services-Other,"Competitor Group, Inc. and Calera XVI, LLC",Endurance sports media and event operator,"Membership units (2,500,000 units)",,11/30/2012,2516,640
86,Services-Other,"Crown Health Care Laundry Services, Inc. and Crown Laundry Holdings, LLC (6)",Provider of outsourced linen management solutions to the healthcare industry,First lien senior secured revolving loan,,3/13/2014,0,0
87,Services-Other,"Crown Health Care Laundry Services, Inc. and Crown Laundry Holdings, LLC (6)",Provider of outsourced linen management solutions to the healthcare industry,"First lien senior secured loan ($24,439 par due 3/2019)",8.25% (Libor + 7.00%/Q),3/13/2014,24439,24439
88,Services-Other,"Crown Health Care Laundry Services, Inc. and Crown Laundry Holdings, LLC (6)",Provider of outsourced linen management solutions to the healthcare industry,"Class A preferred units (2,475,000 units)",,3/13/2014,2475,2475
89,Services-Other,"Crown Health Care Laundry Services, Inc. and Crown Laundry Holdings, LLC (6)",Provider of outsourced linen management solutions to the healthcare industry,"Class B common units (275,000 units)",,3/13/2014,275,275
90,Services-Other,"Fox Hill Holdings, Inc.",Third party claims administrator on behalf of insurance carriers,"First lien senior secured loan ($72,584 par due 6/2018)",6.75% (Libor + 5.75%/Q),1/31/2014,72584,72584
91,Services-Other,"Fox Hill Holdings, Inc.",Third party claims administrator on behalf of insurance carriers,"First lien senior secured loan ($8,557 par due 6/2018)",8.00% (Base Rate + 4.75%/Q),10/31/2013,8557,8557
92,Services-Other,"ISS #2, LLC","Provider of repairs, refurbishments and services to the broader industrial end user markets","First lien senior secured loan ($24,875 par due 6/2018)",6.50% (Libor + 5.50%/Q),6/5/2013,24875,24875
93,Services-Other,"ISS #2, LLC","Provider of repairs, refurbishments and services to the broader industrial end user markets","First lien senior secured loan ($44,550 par due 6/2018)",6.50% (Libor + 5.50%/Q),6/5/2013,44550,44550
94,Services-Other,"Massage Envy, LLC",Franchisor in the massage industry,"First lien senior secured loan ($28,245 par due 9/2018)",8.50% (Libor + 7.25%/Q),9/27/2012,28245,28245
95,Services-Other,"Massage Envy, LLC",Franchisor in the massage industry,"First lien senior secured loan ($47,716 par due 9/2018)",8.50% (Libor + 7.25%/Q),9/27/2012,47716,47716
96,Services-Other,"Massage Envy, LLC",Franchisor in the massage industry,"Common stock (3,000,000 shares)",,9/27/2012,3000,3740
97,Services-Other,"McKenzie Sports Products, LLC","Designer, manufacturer and distributor of taxidermy forms and supplies","First lien senior secured loan ($7,716 par due 3/2017)",5.75% (Libor + 4.75%/M),3/30/2012,7716,7716
98,Services-Other,"McKenzie Sports Products, LLC","Designer, manufacturer and distributor of taxidermy forms and supplies","First lien senior secured loan ($8,817 par due 3/2017)",5.75% (Libor + 4.75%/M),3/30/2012,8817,8817
99,Services-Other,Spin HoldCo Inc.,Laundry service and equipment provider,"Second lien senior secured loan ($140,000 par due 5/2020)",8.00% (Libor + 7.00%/Q),5/14/2013,140000,140000
100,Services-Other,The Dwyer Group (6),Operator of multiple franchise concepts primarily related to home maintenance or repairs,"Senior subordinated loan ($39,900 par due 6/2018)",11.75%,12/22/2010,40090,39900
101,Services-Other,The Dwyer Group (6),Operator of multiple franchise concepts primarily related to home maintenance or repairs,"Series A preferred units (13,292,377 units)",8.00% PIK,12/22/2010,4707,22718
102,Services-Other,"Wash Multifamily Laundry Systems, LLC",Laundry service and equipment provider,"Second lien senior secured loan ($78,000 par due 2/2020)",7.75% (Libor + 6.75%/S),6/26/2012,78000,78000
103,Services-Other,"Wash Multifamily Laundry Systems, LLC",Laundry service and equipment provider,,,,756784,764703
104,Business Services,2329497 Ontario Inc. (8),Outsourced data center infrastructure and related services provider,"Second lien senior secured loan ($42,480 par due 6/2019)",10.50% (Libor + 9.25%/M),12/13/2013,43438,43038
105,Business Services,"Access CIG, LLC",Records and information management services provider,First lien senior secured loan ($987 par due 10/2017),7.00% (Libor + 5.75%/M),10/5/2012,987,987
106,Business Services,"BlackArrow, Inc.",Advertising and data solutions software platform provider,"First lien senior secured loan ($8,000 par due 9/2017)",9.25%,3/13/2014,7740,8000
107,Business Services,"BlackArrow, Inc.",Advertising and data solutions software platform provider,"Warrant to purchase up to 517,386 units of Series C preferred stock",,3/13/2014,0,76
108,Business Services,"Cast & Crew Payroll, LLC and Centerstage Co-Investors, L.L.C. (6)",Payroll and accounting services provider to the entertainment industry,"First lien senior secured loan ($12,762 par due 12/2017)",5.75% (Libor + 4.75%/Q),12/24/2012,12762,12762
109,Business Services,"Cast & Crew Payroll, LLC and Centerstage Co-Investors, L.L.C. (6)",Payroll and accounting services provider to the entertainment industry,"First lien senior secured loan ($44,076 par due 12/2017)",5.75% (Libor + 4.75%/Q),12/24/2012,44076,44076
110,Business Services,"Cast & Crew Payroll, LLC and Centerstage Co-Investors, L.L.C. (6)",Payroll and accounting services provider to the entertainment industry,"Class A membership units (2,500,000 units)",,12/24/2012,2500,5647
111,Business Services,"Cast & Crew Payroll, LLC and Centerstage Co-Investors, L.L.C. (6)",Payroll and accounting services provider to the entertainment industry,"Class B membership units (2,500,000 units)",,12/24/2012,2500,5647
112,Business Services,"CIBT Investment Holdings, LLC",Expedited travel document processing services,"Class A shares (2,500 shares)",,12/15/2011,2500,3787
113,Business Services,"Command Alkon, Inc.",Software solutions provider to the ready-mix concrete industry,"Second lien senior secured loan ($10,000 par due 3/2018)",8.75% (Libor + 7.50%/Q),9/28/2012,10000,10000
114,Business Services,"Command Alkon, Inc.",Software solutions provider to the ready-mix concrete industry,"Second lien senior secured loan ($26,500 par due 5/2019)",8.75% (Libor + 7.50%/Q),9/28/2012,26500,26500
115,Business Services,"Coverall North America, Inc.",Commercial janitorial services provider,Letter of credit facility,,1/17/2013,0,0
116,Business Services,"First Insight, Inc.",SaaS company providing merchandising and pricing solutions to companies worldwide,"First lien senior secured loan ($3,500 par due 4/2017)",9.50%,3/20/2014,3403,3500
117,Business Services,"First Insight, Inc.",SaaS company providing merchandising and pricing solutions to companies worldwide,"Warrants to purchase up to 122,827 units of Series C preferred stock",,3/20/2014,0,7
118,Business Services,"GHS Interactive Security, LLC and LG Security Holdings, LLC",Originates residential security alarm contracts,"First lien senior secured loan ($5,598 par due 5/2018)",7.50% (Libor + 6.00%/Q),12/13/2013,5653,5598
119,Business Services,"GHS Interactive Security, LLC and LG Security Holdings, LLC",Originates residential security alarm contracts,"Class A membership units (1,560,000 units)",,12/13/2013,1607,1446
120,Business Services,"HCPro, Inc. and HCP Acquisition Holdings, LLC (7)",Healthcare compliance advisory services,"Senior subordinated loan ($9,197 par due 8/2014)",,3/5/2013,2691,0
121,Business Services,"HCPro, Inc. and HCP Acquisition Holdings, LLC (7)",Healthcare compliance advisory services,"Class A units (14,293,110 units)",,6/26/2008,12793,0
122,Business Services,IfByPhone Inc.,Voice-based marketing automation software provider,"Warrant to purchase up to 124,300 shares of Series C preferred stock",,10/15/2012,88,58
123,Business Services,"Investor Group Services, LLC (6)",Business consulting for private equity and corporate clients,Limited liability company membership interest (8.5% interest),,6/22/2006,0,682
124,Business Services,"IronPlanet, Inc.",Online auction platform provider for used heavy equipment,"First lien senior secured revolving loan ($5,000 par due 9/2015)",8.00%,9/24/2013,5000,5000
125,Business Services,"IronPlanet, Inc.",Online auction platform provider for used heavy equipment,"First lien senior secured loan ($7,500 par due 7/2017)",9.25%,9/24/2013,7194,7425
126,Business Services,"IronPlanet, Inc.",Online auction platform provider for used heavy equipment,"Warrant to purchase to up to 133,333 shares of Series C preferred stock",,9/24/2013,214,243
127,Business Services,"Itel Laboratories, Inc.",Data services provider for building materials to the property insurance industry,"Preferred units (1,798,391 units)",,6/29/2012,1000,1214
128,Business Services,"Keynote Systems, Inc. and Hawaii Ultimate Parent Corp., Inc.",Web and mobile cloud performance testing and monitoring services provider,"First lien senior secured loan ($182,760 par due 2/2020)",9.50% (Libor + 8.50%/Q),8/22/2013,182760,182760
129,Business Services,"Keynote Systems, Inc. and Hawaii Ultimate Parent Corp., Inc.",Web and mobile cloud performance testing and monitoring services provider,"Class A common stock (2,970 shares)",,8/22/2013,2970,4138
130,Business Services,"Keynote Systems, Inc. and Hawaii Ultimate Parent Corp., Inc.",Web and mobile cloud performance testing and monitoring services provider,"Class B common stock (1,956,522 shares)",,8/22/2013,30,42
131,Business Services,"Market Track Holdings, LLC",Business media consulting services company,"Preferred stock (1,500 shares)",,12/13/2013,1982,2367
132,Business Services,"Market Track Holdings, LLC",Business media consulting services company,"Common stock (15,000 shares)",,12/13/2013,1982,2367
133,Business Services,"Maximus Holdings, LLC",Provider of software simulation tools and related services,"Warrants to purchase up to 1,050,013 shares of common stock",,12/13/2013,0,0
134,Business Services,"Multi-Ad Services, Inc. (6)",Marketing services and software provider,"Preferred units (1,725,280 units)",,4/1/2010,788,2442
135,Business Services,"Multi-Ad Services, Inc. (6)",Marketing services and software provider,"Common units (1,725,280 units)",,4/1/2010,0,0
136,Business Services,"MVL Group, Inc. (7)",Marketing research provider,Senior subordinated loan ($226 par due 7/2012),,4/1/2010,226,226
137,Business Services,"MVL Group, Inc. (7)",Marketing research provider,"Common stock (560,716 shares)",,4/1/2010,0,0
138,Business Services,"NComputing, Inc.",Desktop virtualization hardware and software technology service provider,"Warrant to purchase up to 462,726 shares of Series C preferred stock",,3/20/2013,0,34
139,Business Services,"OpenSky Project, Inc.",Social commerce platform operator,"First lien senior secured loan ($3,000 par due 9/2017)",10.00%,6/4/2014,2953,2940
140,Business Services,"OpenSky Project, Inc.",Social commerce platform operator,"Warrant to purchase up to 46,996 shares of Series D preferred stock",,6/4/2014,48,48
141,Business Services,"Pillar Processing LLC, PHL Investors, Inc., and PHL Holding Co. (7)",Mortgage services,"First lien senior secured loan ($2,741 par due 11/2018)",,7/31/2008,1997,1030
142,Business Services,"Pillar Processing LLC, PHL Investors, Inc., and PHL Holding Co. (7)",Mortgage services,"First lien senior secured loan ($7,375 par due 5/2019)",,11/20/2007,5592,0
143,Business Services,"Pillar Processing LLC, PHL Investors, Inc., and PHL Holding Co. (7)",Mortgage services,Class A common stock (576 shares),,7/31/2012,3768,0
144,Business Services,"Platform Acquisition, Inc.",Data center and managed cloud services provider,"Common stock (48,604 shares)",,12/13/2013,7536,8053
145,Business Services,"Powersport Auctioneer Holdings, LLC",Powersport vehicle auction operator,"Common units (1,972 units)",,3/2/2012,1000,1102
146,Business Services,"PSSI Holdings, LLC",Provider of mission-critical outsourced cleaning and sanitation services to the food processing industry,First lien senior secured loan ($946 par due 6/2018),6.00% (Libor + 5.00%/S),8/7/2013,946,946
147,Business Services,R2 Acquisition Corp.,Marketing services,"Common stock (250,000 shares)",,5/29/2007,250,185
148,Business Services,"Rainstor, Inc.",Database solution provider designed to manage Big Data for large enterprises,"First lien senior secured loan ($2,200 par due 4/2016)",11.25%,3/28/2013,2158,2200
149,Business Services,"Rainstor, Inc.",Database solution provider designed to manage Big Data for large enterprises,"Warrant to purchase up to 142,210 shares of Series C preferred stock",,3/28/2013,88,70
150,Business Services,Ship Investor & Cy S.C.A. (8),Payment processing company,"Common stock (936,693 shares)",,12/13/2013,2698,3079
151,Business Services,Summit Business Media Parent Holding Company LLC,Business media consulting services,Limited liability company membership interest (45.98% interest),,5/20/2011,0,1521
152,Business Services,"TOA Technologies, Inc.","Cloud based, mobile workforce management applications provider","First lien senior secured loan ($11,917 par due 11/2016)",10.25%,10/31/2012,11561,11917
153,Business Services,"TOA Technologies, Inc.","Cloud based, mobile workforce management applications provider","Warrant to purchase up to 2,509,770 shares of Series D preferred stock",,10/31/2012,605,1176
154,Business Services,"Tripwire, Inc.",IT security software provider,"First lien senior secured loan ($84,950 par due 5/2018)",7.00% (Libor + 5.75%/Q),5/23/2011,84950,84950
155,Business Services,"Tripwire, Inc.",IT security software provider,"First lien senior secured loan ($49,875 par due 5/2018)",7.00% (Libor + 5.75%/Q),5/23/2011,49875,49875
156,Business Services,"Tripwire, Inc.",IT security software provider,"First lien senior secured loan ($9,975 par due 5/2018)",7.00% (Libor + 5.75%/Q),5/23/2011,9975,9975
157,Business Services,"Tripwire, Inc.",IT security software provider,"Class A common stock (2,970 shares)",,5/23/2011,2970,9121
158,Business Services,"Tripwire, Inc.",IT security software provider,"Class B common stock (2,655,638 shares)",,5/23/2011,30,92
159,Business Services,Velocity Holdings Corp.,Hosted enterprise resource planning application management services provider,"Common units (1,713,546 units)",,12/13/2013,4503,4265
160,Business Services,"Venturehouse-Cibernet Investors, LLC",Financial settlement services for intercarrier wireless roaming,Equity interest,,4/1/2010,0,0
161,Business Services,"VSS-Tranzact Holdings, LLC (6)",Management consulting services,Common membership interest (5.98% interest),,10/26/2007,10204,11177
162,Business Services,"X Plus Two Solutions, Inc. and X Plus One Solutions, Inc.",Provider of open and integrated software for digital marketing optimization,"First lien senior secured revolving loan ($11,100 par due 9/2014)",8.50%,4/1/2013,11100,11100
163,Business Services,"X Plus Two Solutions, Inc. and X Plus One Solutions, Inc.",Provider of open and integrated software for digital marketing optimization,"First lien senior secured loan ($6,470 par due 3/2017)",10.00%,4/1/2013,6193,6405
164,Business Services,"X Plus Two Solutions, Inc. and X Plus One Solutions, Inc.",Provider of open and integrated software for digital marketing optimization,"First lien senior secured loan ($2,000 par due 10/2017)",10.00%,3/28/2014,1793,1980
