,Industry,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
93,Healthcare Services,"SCSG EA Acquisition Company, Inc. (20)",Provider of outsourced clinical services to hospitals and health systems,First lien senior secured loan ($3.3 par due 9/2023),5.57% (Libor + 4.25%/Q),9/1/2017,3.3,3.3
94,Healthcare Services,TerSera Therapeutics LLC,Acquirer and developer of specialty therapeutic pharmaceutical products,First lien senior secured loan ($5.3 par due 3/2023),6.58% (Libor + 5.25%/Q),5/3/2017,5.2,5.2
95,Healthcare Services,"Transaction Data Systems, Inc.",Pharmacy management software provider,Second lien senior secured loan ($35.3 par due 6/2022),10.30% (Libor + 9.00%/Q),6/15/2015,35.3,35.3
96,Healthcare Services,"U.S. Anesthesia Partners, Inc.",Anesthesiology service provider,Second lien senior secured loan ($64.8 par due 6/2025),8.49% (Libor + 7.25%/Q),6/16/2017,63.8,63.8
97,Healthcare Services,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC (20)",Operator of urgent care clinics,"Preferred units (7,696,613 units)",,6/11/2015,7.7,0.5
98,Healthcare Services,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC (20)",,"Series A common units (2,000,000 units)",,6/11/2015,2.0,0.0
99,Healthcare Services,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC (20)",,"Series C common units (5,288,427 units)",,6/11/2015,0.0,0.0
100,Healthcare Services,Vertice Pharma UK Parent Limited (9),Manufacturer and distributor of generic pharmaceutical products,"Preferred shares (40,662 shares)",,12/21/2015,0.4,0.7
101,Healthcare Services,"Young Innovations, Inc.",Dental supplies and equipment manufacturer,Second lien senior secured loan ($31.4 par due 7/2019),10.58% (Libor + 9.25%/Q),10/18/2016,31.4,31.4
102,Healthcare Services,"Young Innovations, Inc.",,Second lien senior secured loan ($55.0 par due 7/2019),10.58% (Libor + 9.25%/Q),5/30/2014,55.0,55.0
103,Healthcare Services,"ZocDoc, Inc. (20)",Provider of medical care search facility,First lien senior secured loan ($5.0 par due 4/2021),10.81% (Libor + 9.50%/M),4/7/2017,5.0,5.1
104,Healthcare Services,"ZocDoc, Inc. (20)",,First lien senior secured loan ($15.0 par due 4/2021),10.81% (Libor + 9.50%/M),4/7/2017,14.9,15.2
105,Healthcare Services,"ZocDoc, Inc. (20)",,,,,2381.8,2383.1
106,Business Services,"Accruent, LLC, Accruent Holding, LLC and Athena Parent, Inc. (20)",Real estate and facilities management software provider,Second lien senior secured loan ($61.1 par due 7/2024),10.06% (Libor + 8.75%/Q),7/28/2017,61.1,61.1
107,Business Services,"Accruent, LLC, Accruent Holding, LLC and Athena Parent, Inc. (20)",,Senior subordinated loan ($6.8 par due 7/2025),11.5%,7/28/2017,6.8,6.5
108,Business Services,"Accruent, LLC, Accruent Holding, LLC and Athena Parent, Inc. (20)",,Senior subordinated loan ($73.6 par due 7/2025),11.5%,7/28/2017,73.6,70.7
109,Business Services,"Accruent, LLC, Accruent Holding, LLC and Athena Parent, Inc. (20)",,"Common stock (3,000 shares)",,5/16/2016,3.0,2.8
110,Business Services,"Accruent, LLC, Accruent Holding, LLC and Athena Parent, Inc. (20)",,"Warrant to purchase up to 11,380 shares of common stock (expires 7/2037)",,7/28/2017,0.0,3.2
111,Business Services,Achilles Acquisition LLC (20),Benefits broker and outsourced workflow automation platform provider for brokers,First lien senior secured loan ($1.0 par due 6/2023),7.30% (Libor + 6.00%/Q),6/6/2017,1.0,1.0
112,Business Services,Achilles Acquisition LLC (20),,First lien senior secured loan ($0.8 par due 6/2023),7.31% (Libor + 6.00%/Q),6/6/2017,0.8,0.8
113,Business Services,Achilles Acquisition LLC (20),,First lien senior secured loan ($10.2 par due 6/2023),7.33% (Libor + 6.00%/Q),6/6/2017,10.2,10.1
114,Business Services,"Acrisure, LLC, Acrisure Investors FO, LLC and Acrisure Investors SO, LLC (20)",Retail insurance advisor and brokerage,Second lien senior secured loan ($10.0 par due 11/2024),10.52% (Libor + 9.25%/Q),5/10/2017,10.0,10.0
115,Business Services,"Acrisure, LLC, Acrisure Investors FO, LLC and Acrisure Investors SO, LLC (20)",,Second lien senior secured loan ($3.1 par due 11/2024),10.58% (Libor + 9.25%/Q),5/10/2017,3.1,3.1
116,Business Services,"Acrisure, LLC, Acrisure Investors FO, LLC and Acrisure Investors SO, LLC (20)",,Second lien senior secured loan ($15.0 par due 11/2024),10.52% (Libor + 9.25%/Q),5/10/2017,15.0,15.0
117,Business Services,"Acrisure, LLC, Acrisure Investors FO, LLC and Acrisure Investors SO, LLC (20)",,Second lien senior secured loan ($88.6 par due 11/2024),10.55% (Libor + 9.25%/Q),11/22/2016,88.6,88.6
118,Business Services,"Acrisure, LLC, Acrisure Investors FO, LLC and Acrisure Investors SO, LLC (20)",,Second lien senior secured loan ($9.7 par due 11/2024),10.52% (Libor + 9.25%/Q),11/22/2016,9.7,9.7
119,Business Services,"Acrisure, LLC, Acrisure Investors FO, LLC and Acrisure Investors SO, LLC (20)",,"Membership interests (10,793,504 units)",,11/18/2016,10.8,10.8
120,Business Services,"Acrisure, LLC, Acrisure Investors FO, LLC and Acrisure Investors SO, LLC (20)",,"Membership interests (2,698,376 units)",,11/18/2016,2.7,2.7
121,Business Services,"BeyondTrust Software, Inc. (20)",Management software solutions provider,First lien senior secured loan ($29.4 par due 9/2019),8.33% (Libor + 7.00%/Q),1/3/2017,29.0,29.4
122,Business Services,"BluePay Processing, Inc.",Payment processing solutions provider,Second lien senior secured loan ($32.8 par due 8/2022),9.81% (Libor + 8.50%/Q),1/3/2017,32.8,32.8
123,Business Services,Brandtone Holdings Limited (9),Mobile communications and marketing services provider,First lien senior secured loan ($4.7 par due 11/2018),,5/11/2015,4.5,0.0
124,Business Services,Brandtone Holdings Limited (9),,First lien senior secured loan ($3.1 par due 2/2019),,5/11/2015,2.9,0.0
125,Business Services,Brandtone Holdings Limited (9),,"Warrant to purchase up to 184,003 units of convertible preferred shares (expires 8/2026)",,5/11/2015,0.0,0.0
126,Business Services,"CallMiner, Inc.",Provider of cloud-based conversational analytics solutions,Second lien senior secured loan ($1.0 par due 5/2018),10.82% (Libor + 9.50%/M),7/23/2014,1.0,1.0
127,Business Services,"CallMiner, Inc.",,Second lien senior secured loan ($0.7 par due 8/2018),10.82% (Libor + 9.50%/M),7/23/2014,0.7,0.7
128,Business Services,"CallMiner, Inc.",,"Warrant to purchase up to 2,350,636 shares of Series 1 preferred stock (expires 7/2024)",,7/23/2014,0.0,0.0
129,Business Services,"Clearwater Analytics, LLC (20)","Provider of integrated cloud-based investment portfolio management, accounting, reporting and analytics software",First lien senior secured revolving loan ($0.5 par due 9/2022),8.74% (Libor + 7.50%/Q),9/1/2016,0.5,0.5
130,Business Services,"CMW Parent LLC (fka Black Arrow, Inc.)",Multiplatform media firm,Series A units (32 units),,9/11/2015,0.0,0.0
131,Business Services,"Columbo Midco Limited, Columbo Bidco Limited and Columbo Topco Limited (8)(9)","Compliance, accounting and tax consulting services provider","Preferred stock (34,028,135 shares)",,1/3/2017,2.3,3.4
132,Business Services,"Columbo Midco Limited, Columbo Bidco Limited and Columbo Topco Limited (8)(9)",,"Preferred stock (17,653,253 shares)",,1/3/2017,21.6,25.8
133,Business Services,"Columbo Midco Limited, Columbo Bidco Limited and Columbo Topco Limited (8)(9)",,"Preferred stock (3,232,666 shares)",,1/3/2017,4.0,4.7
134,Business Services,Command Alkon Incorporated (20),Software solutions provider to the ready-mix concrete industry,First lien senior secured loan ($28.6 par due 9/2023),6.24% (Libor + 5.00%/Q),9/1/2017,28.6,28.4
135,Business Services,Command Alkon Incorporated (20),,Second lien senior secured loan ($33.8 par due 3/2024),10.24% (Libor + 9.00%/Q),9/1/2017,33.8,33.4
136,Business Services,"Compusearch Software Systems, Inc.",Provider of enterprise software and services for organizations in the public sector,Second lien senior secured loan ($51.0 par due 11/2021),10.06% (Libor + 8.75%/Q),1/3/2017,51.0,51.0
137,Business Services,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class A-1 common stock (4,132 units)",,12/15/2014,2.2,2.0
138,Business Services,"Compuware Parent, LLC",,"Class B-1 common stock (4,132 units)",,12/15/2014,0.4,0.4
139,Business Services,"Compuware Parent, LLC",,"Class C-1 common stock (4,132 units)",,12/15/2014,0.3,0.3
140,Business Services,"Compuware Parent, LLC",,"Class A-2 common stock (4,132 units)",,12/15/2014,0.0,0.0
141,Business Services,"Compuware Parent, LLC",,"Class B-2 common stock (4,132 units)",,12/15/2014,0.0,0.0
142,Business Services,"Compuware Parent, LLC",,"Class C-2 common stock (4,132 units)",,12/15/2014,0.0,0.0
143,Business Services,Convergint Technologies LLC (20),"Integrated services provider for security, fire and life safety",Second lien senior secured loan ($3.0 par due 12/2020),9.95% (Libor + 8.50%/Q),1/3/2017,3.0,3.0
144,Business Services,Convergint Technologies LLC (20),,Second lien senior secured loan ($6.0 par due 12/2020),9.91% (Libor + 8.50%/Q),1/3/2017,6.0,6.0
145,Business Services,Convergint Technologies LLC (20),,Second lien senior secured loan ($25.0 par due 12/2020),9.50% (Libor + 8.00%/Q),1/3/2017,25.0,25.0
146,Business Services,Convergint Technologies LLC (20),,Second lien senior secured loan ($8.0 par due 12/2020),9.45% (Libor + 8.00%/Q),1/3/2017,8.0,8.0
147,Business Services,Convergint Technologies LLC (20),,Second lien senior secured loan ($75.0 par due 12/2020),9.43% (Libor + 8.00%/Q),1/3/2017,75.0,75.0
148,Business Services,"Datapipe, Inc.",Data center provider,Second lien senior secured loan ($29.5 par due 9/2019),9.31% (Libor + 8.00%/Q),1/3/2017,28.5,29.5
149,Business Services,"Directworks, Inc. and Co-Exprise Holdings, Inc.",Provider of cloud-based software solutions for direct materials sourcing and supplier management for manufacturers,First lien senior secured loan ($1.9 par due 4/2018),,12/19/2014,1.9,1.0
150,Business Services,"Directworks, Inc. and Co-Exprise Holdings, Inc.",,"Warrant to purchase up to 1,875,000 shares of Series 1 preferred stock (expires 12/2024)",,12/19/2014,0.0,0.0
151,Business Services,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (20)",Provider of legal process outsourcing and managed services,First lien senior secured loan ($4.1 par due 9/2023),6.56% (Libor + 5.25%/Q),9/23/2016,4.1,3.9
152,Business Services,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (20)",,"Class A common stock (7,500 shares)",,8/19/2014,7.5,6.3
153,Business Services,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (20)",,"Class B common stock (7,500 shares)",,8/19/2014,0.0,0.0
154,Business Services,"Emergency Communications Network, LLC (20)",Provider of mission critical emergency mass notification solutions,First lien senior secured loan ($58.0 par due 6/2023),7.49% (Libor + 6.25%/Q),6/1/2017,57.6,57.4
155,Business Services,"EN Engineering, L.L.C. (20)","National utility services firm providing engineering and consulting services to natural gas, electric power and other energy and industrial end markets",First lien senior secured revolving loan,0,6/30/2015,0.0,0.0
