,Industry,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
33,Healthcare-Services,"Magnacare Holdings, Inc., Magnacare Administrative Services, LLC, and Magnacare, LLC",Healthcare professional provider,"First lien senior secured loan ($56,134 par due 3/2018)",9.00% (Libor + 8.00%/Q),9/15/2010,56134,56695
34,Healthcare-Services,"Magnacare Holdings, Inc., Magnacare Administrative Services, LLC, and Magnacare, LLC",Healthcare professional provider,"First lien senior secured loan ($4,668 par due 3/2018)",9.00% (Libor + 8.00%/Q),3/16/2012,4668,4715
35,Healthcare-Services,"Monte Nido Holdings, LLC",Outpatient eating disorder treatment provider,"First lien senior secured loan ($44,750 par due 12/2019)",7.75% (Libor + 6.75%/Q),12/20/2013,44750,44750
36,Healthcare-Services,MW Dental Holding Corp.,Dental services provider,"First lien senior secured revolving loan ($4,500 par due 4/2017)",8.50% (Libor + 7.00%/M),4/12/2011,4500,4500
37,Healthcare-Services,MW Dental Holding Corp.,Dental services provider,"First lien senior secured loan ($12,582 par due 4/2017)",8.50% (Libor + 7.00%/M),4/12/2011,12582,12582
38,Healthcare-Services,MW Dental Holding Corp.,Dental services provider,"First lien senior secured loan ($12,460 par due 4/2017)",8.50% (Libor + 7.00%/M),4/12/2011,12460,12460
39,Healthcare-Services,MW Dental Holding Corp.,Dental services provider,"First lien senior secured loan ($48,757 par due 4/2017)",8.50% (Libor + 7.00%/M),4/12/2011,48757,48757
40,Healthcare-Services,MW Dental Holding Corp.,Dental services provider,"First lien senior secured loan ($9,800 par due 4/2017)",8.50% (Libor + 7.00%/M),4/12/2011,9800,9800
41,Healthcare-Services,Napa Management Services Corporation,Anesthesia management services provider,"First lien senior secured loan ($23,496 par due 4/2018)",6.50% (Libor + 5.25%/Q),4/15/2011,23496,23496
42,Healthcare-Services,Napa Management Services Corporation,Anesthesia management services provider,"First lien senior secured loan ($33,266 par due 4/2018)",6.50% (Libor + 5.25%/Q),4/15/2011,33203,33266
43,Healthcare-Services,Napa Management Services Corporation,Anesthesia management services provider,"Common units (5,000 units)",,4/15/2011,5000,8896
44,Healthcare-Services,National Healing Corporation and National Healing Holding Corp.,Wound care service and equipment provider,"Second lien senior secured loan ($10,000 par due 2/2020)",9.25% (Libor + 8.00%/S),12/13/2013,10297,10301
45,Healthcare-Services,National Healing Corporation and National Healing Holding Corp.,Wound care service and equipment provider,"Preferred stock (869,565 shares)",,12/13/2013,1296,1296
46,Healthcare-Services,"Netsmart Technologies, Inc. and NS Holdings, Inc.",Healthcare technology provider,"First lien senior secured loan ($2,833 par due 12/2017)",7.25% (Libor + 6.00%/Q),12/18/2012,2833,2833
47,Healthcare-Services,"Netsmart Technologies, Inc. and NS Holdings, Inc.",Healthcare technology provider,"First lien senior secured loan ($36,259 par due 12/2017)",7.25% (Libor + 6.00%/Q),12/18/2012,36259,36259
48,Healthcare-Services,"Netsmart Technologies, Inc. and NS Holdings, Inc.",Healthcare technology provider,"Common stock (2,500,000 shares)",,6/21/2010,2500,2710
49,Healthcare-Services,"New Trident Holdcorp, Inc.",Outsourced mobile diagnostic healthcare service provider,"Second lien senior secured loan ($80,000 par due 7/2020)",10.25% (Libor + 9.00%/Q),8/6/2013,78465,80000
50,Healthcare-Services,"OmniSYS Acquisition Corporation, OmniSYS, LLC, and OSYS Holdings, LLC",Provider of technology-enabled solutions to pharmacies,"First lien senior secured loan ($21,000 par due 11/2018)",8.50% (Libor + 7.50%/Q),11/21/2013,21000,21000
51,Healthcare-Services,"OmniSYS Acquisition Corporation, OmniSYS, LLC, and OSYS Holdings, LLC",Provider of technology-enabled solutions to pharmacies,Limited liability company membership interest (1.57% interest),,11/21/2013,1000,1000
52,Healthcare-Services,"PerfectServe, Inc.",Communications software platform provider for hospitals and physician practices,"First lien senior secured loan ($3,500 par due 4/2017)",10.00%,12/26/2013,3465,3500
53,Healthcare-Services,"PerfectServe, Inc.",Communications software platform provider for hospitals and physician practices,"Warrants to purchase up to 34,113 units of Series C preferred stock",,12/26/2013,0,50
54,Healthcare-Services,"PG Mergersub, Inc. and PGA Holdings, Inc.","Provider of patient surveys, management reports and national databases for the integrated healthcare delivery system","Second lien senior secured loan ($2,368 par due 10/2018)",8.25% (Libor + 7.00%/Q),4/19/2012,2439,2376
55,Healthcare-Services,"PG Mergersub, Inc. and PGA Holdings, Inc.","Provider of patient surveys, management reports and national databases for the integrated healthcare delivery system","Second lien senior secured loan ($21,316 par due 10/2018)",8.25% (Libor + 7.00%/Q),4/19/2012,21316,21380
56,Healthcare-Services,"PG Mergersub, Inc. and PGA Holdings, Inc.","Provider of patient surveys, management reports and national databases for the integrated healthcare delivery system",Preferred stock (333 shares),,3/12/2008,125,16
57,Healthcare-Services,"PG Mergersub, Inc. and PGA Holdings, Inc.","Provider of patient surveys, management reports and national databases for the integrated healthcare delivery system","Common stock (16,667 shares)",,3/12/2008,167,825
58,Healthcare-Services,"Physiotherapy Associates Holdings, Inc.",Outpatient rehabilitation physical therapy provider,"Class A common stock (100,000 shares)",,12/13/2013,3090,3090
59,Healthcare-Services,"POS I Corp. (fka Vantage Oncology, Inc.)",Radiation oncology care provider,"Common stock (62,157 shares)",,2/3/2011,4670,1375
60,Healthcare-Services,"RCHP, Inc.",Operator of general acute care hospitals,"First lien senior secured loan ($14,887 par due 11/2018)",7.00% (Libor + 5.75%/Q),11/4/2011,14888,14664
61,Healthcare-Services,"RCHP, Inc.",Operator of general acute care hospitals,"First lien senior secured loan ($60,518 par due 11/2018)",7.00% (Libor + 5.75%/Q),11/4/2011,60496,59611
62,Healthcare-Services,"RCHP, Inc.",Operator of general acute care hospitals,"Second lien senior secured loan ($85,000 par due 5/2019)",11.50% (Libor + 10.00%/Q),11/4/2011,85000,85000
63,Healthcare-Services,"Reed Group, Ltd.",Medical disability management services provider,Equity interests,,4/1/2010,0,0
64,Healthcare-Services,"Respicardia, Inc.",Developer of implantable therapies to improve cardiovascular health,"First lien senior secured loan ($3,800 par due 7/2015)",11.00%,6/28/2012,3787,3800
65,Healthcare-Services,"Respicardia, Inc.",Developer of implantable therapies to improve cardiovascular health,"Warrants to purchase up to 99,094 shares of Series C preferred stock",,6/26/2012,38,29
66,Healthcare-Services,"Sage Products Holdings III, LLC",Patient infection control and preventive care solutions provider,"Second lien senior secured loan ($75,000 par due 6/2020)",9.25% (Libor + 8.00%/Q),12/13/2012,75000,75000
67,Healthcare-Services,"Sorbent Therapeutics, Inc.",Orally-administered drug developer,"First lien senior secured loan ($6,500 par due 9/2016)",10.25%,4/23/2013,6500,6500
68,Healthcare-Services,"Sorbent Therapeutics, Inc.",Orally-administered drug developer,"Warrant to purchase up to 727,272 shares of Series C preferred stock",,4/23/2013,0,25
69,Healthcare-Services,"Soteria Imaging Services, LLC(6)",Outpatient medical imaging provider,"Preferred member units (1,823,179 units)",,4/1/2010,0,0
70,Healthcare-Services,"SurgiQuest, Inc.",Medical device company,"First lien senior secured loan ($6,281 par due 10/2017)",10.00%,9/28/2012,6133,6281
71,Healthcare-Services,"SurgiQuest, Inc.",Medical device company,"First lien senior secured loan ($2,000 par due 10/2017)",10.69%,9/28/2012,1953,2000
72,Healthcare-Services,"SurgiQuest, Inc.",Medical device company,"Warrants to purchase up to 54,672 shares of Series D-4 convertible preferred stock",,9/28/2012,0,0
73,Healthcare-Services,"U.S. Anesthesia Partners, Inc.",Anesthesiology service provider,"First lien senior secured loan ($30,000 par due 12/2019)",6.00% (Libor + 5.00%/Q),12/31/2013,30000,30000
74,Healthcare-Services,"Young Innovations, Inc.",Dental supplies and equipment manufacturer,"First lien senior secured loan ($9,697 par due 1/2019)",5.75% (Libor + 4.50%/Q),1/31/2013,9697,9697
75,Healthcare-Services,"Young Innovations, Inc.",Dental supplies and equipment manufacturer,First lien senior secured loan ($32 par due 1/2019),6.75% (Base Rate + 3.50%/Q),1/31/2013,32,32
76,Healthcare-Services,"Young Innovations, Inc.",Dental supplies and equipment manufacturer,"First lien senior secured loan ($13,304 par due 1/2019)",5.75% (Libor + 4.50%/Q),1/31/2013,13304,13304
77,Healthcare-Services,"Young Innovations, Inc.",Dental supplies and equipment manufacturer,First lien senior secured loan ($44 par due 1/2019),6.75% (Base Rate + 3.50%/Q),1/31/2013,44,44
78,Healthcare-Services,"Young Innovations, Inc.",Dental supplies and equipment manufacturer,,,,1163140,1172781
79,Business Services,2329497 Ontario Inc.(8),Provider of outsourced data center infrastructure and related services,"Second lien senior secured loan ($42,333 par due 6/2019)",10.50% (Libor + 9.25%/M),12/13/2013,43551,43603
80,Business Services,"Access CIG, LLC",Records and information management services provider,First lien senior secured loan ($992 par due 10/2017),7.00% (Libor + 5.75%/M),10/5/2012,992,992
81,Business Services,"BluePay Processing, Inc.",Technology-enabled payment processing solutions provider,"First lien senior secured loan ($6,000 par due 8/2019)",5.00% (Libor + 4.00%/Q),8/30/2013,6000,6000
82,Business Services,"Cast & Crew Payroll, LLC and Centerstage Co-Investors, L.L.C.(6)",Payroll and accounting services provider to the entertainment industry,"First lien senior secured loan ($18,107 par due 12/2017)",7.25% (Libor + 6.25%/Q),12/24/2012,18107,18107
83,Business Services,"Cast & Crew Payroll, LLC and Centerstage Co-Investors, L.L.C.(6)",Payroll and accounting services provider to the entertainment industry,"First lien senior secured loan ($45,267 par due 12/2017)",7.25% (Libor + 6.25%/Q),12/24/2012,45267,45267
84,Business Services,"Cast & Crew Payroll, LLC and Centerstage Co-Investors, L.L.C.(6)",Payroll and accounting services provider to the entertainment industry,"Class A membership units (2,500,000 units)",,12/24/2012,2500,4021
85,Business Services,"Cast & Crew Payroll, LLC and Centerstage Co-Investors, L.L.C.(6)",Payroll and accounting services provider to the entertainment industry,"Class B membership units (2,500,000 units)",,12/24/2012,2500,4021
86,Business Services,"CIBT Investment Holdings, LLC",Expedited travel document processing services,"Class A shares (2,500 shares)",,12/15/2011,2500,3658
87,Business Services,CitiPostal Inc.(7),Document storage and management services,"First lien senior secured revolving loan ($3,500 par due 12/2014)",6.50% (Libor + 4.50%/M),4/1/2010,3500,3500
88,Business Services,CitiPostal Inc.(7),Document storage and management services,"First lien senior secured loan ($53,731 par due 12/2014)",,4/1/2010,53731,41501
89,Business Services,CitiPostal Inc.(7),Document storage and management services,"Senior subordinated loan ($20,193 par due 12/2015)",,4/1/2010,13038,0
90,Business Services,CitiPostal Inc.(7),Document storage and management services,"Common stock (37,024 shares)",,4/1/2010,0,0
91,Business Services,"Command Alkon, Inc.",Software solutions provider to the ready-mix concrete industry,"Second lien senior secured loan ($10,000 par due 3/2018)",8.75% (Libor + 7.50%/M),9/28/2012,10000,10000
92,Business Services,"Command Alkon, Inc.",Software solutions provider to the ready-mix concrete industry,"Second lien senior secured loan ($34,000 par due 5/2019)",8.75% (Libor + 7.50%/Q),9/28/2012,34000,34000
93,Business Services,"Coverall North America, Inc.",Commercial janitorial services provider,Letter of credit facility,,1/17/2013,0,0
94,Business Services,"eCommerce Industries, Inc.",Business critical enterprise resource planning software provider,"First lien senior secured loan ($19,936 par due 10/2016)",8.00% (Libor + 6.75%/Q),12/13/2013,19936,20217
95,Business Services,"GHS Interactive Security, LLC and LG Security Holdings, LLC",Originates residential security alarm contracts,"First lien senior secured loan ($2,091 par due 5/2018)",7.50% (Libor + 6.00%/Q),12/13/2013,2153,2153
96,Business Services,"GHS Interactive Security, LLC and LG Security Holdings, LLC",Originates residential security alarm contracts,"Class A membership units (1,560,000 units)",,12/13/2013,1607,1607
97,Business Services,"HCPro, Inc. and HCP Acquisition Holdings, LLC(7)",Healthcare compliance advisory services,"Senior subordinated loan ($9,004 par due 8/2014)",,3/5/2013,2692,0
98,Business Services,"HCPro, Inc. and HCP Acquisition Holdings, LLC(7)",Healthcare compliance advisory services,"Class A units (14,293,110 units)",,6/26/2008,12793,0
99,Business Services,IfByPhone Inc.,Voice-based marketing automation software provider,"First lien senior secured loan ($1,533 par due 11/2015)",11.00%,10/15/2012,1490,1533
100,Business Services,IfByPhone Inc.,Voice-based marketing automation software provider,First lien senior secured loan ($833 par due 1/2016),11.00%,10/15/2012,833,833
101,Business Services,IfByPhone Inc.,Voice-based marketing automation software provider,"Warrant to purchase up to 124,300 shares of Series C preferred stock",,10/15/2012,88,64
102,Business Services,"Investor Group Services, LLC(6)",Business consulting for private equity and corporate clients,Limited liability company membership interest (8.5% interest),,6/22/2006,0,633
103,Business Services,"IronPlanet, Inc.",Online auction platform provider for used heavy equipment,"First lien senior secured revolving loan ($5,000 par due 9/2015)",8.00%,9/24/2013,5000,5000
104,Business Services,"IronPlanet, Inc.",Online auction platform provider for used heavy equipment,"First lien senior secured loan ($7,500 par due 7/2017)",9.25%,9/24/2013,7155,7275
105,Business Services,"IronPlanet, Inc.",Online auction platform provider for used heavy equipment,"Warrant to purchase to up to 133,333 shares of Series C preferred stock",,9/24/2013,214,246
106,Business Services,"Itel Laboratories, Inc.",Data services provider for building materials to property insurance industry,"Preferred units (1,798,391 units)",,6/29/2012,1000,995
107,Business Services,"Keynote Systems, Inc. and Hawaii Ultimate Parent Corp., Inc.",Web and mobile cloud performance testing and monitoring services provider,"First lien senior secured loan ($164,587 par due 2/2020)",9.50% (Libor + 8.50%/Q),8/22/2013,164587,164587
108,Business Services,"Keynote Systems, Inc. and Hawaii Ultimate Parent Corp., Inc.",Web and mobile cloud performance testing and monitoring services provider,"Class A common stock (2,970 shares)",,8/22/2013,2970,3429
109,Business Services,"Keynote Systems, Inc. and Hawaii Ultimate Parent Corp., Inc.",Web and mobile cloud performance testing and monitoring services provider,"Class B common stock (1,956,522 shares)",,8/22/2013,30,35
110,Business Services,"Market Track Holdings, LLC",Business media consulting services company,"Preferred stock (1,500 shares)",,12/13/2013,1982,1982
111,Business Services,"Market Track Holdings, LLC",Business media consulting services company,"Common stock (15,000 shares)",,12/13/2013,1982,1982
112,Business Services,"MSC.Software Corporation and Maximus Holdings, LLC",Provider of software simulation tools and related services,"First lien senior secured loan ($42,750 par due 11/2017)",8.50% (Libor + 7.25%/Q),12/13/2013,44015,44033
113,Business Services,"MSC.Software Corporation and Maximus Holdings, LLC",Provider of software simulation tools and related services,"Warrants to purchase up to 1,050,013 shares of common stock",,12/13/2013,424,424
114,Business Services,"Multi-Ad Services, Inc.(6)",Marketing services and software provider,"Preferred units (1,725,280 units)",,4/1/2010,788,1754
115,Business Services,"Multi-Ad Services, Inc.(6)",Marketing services and software provider,"Common units (1,725,280 units)",,4/1/2010,0,0
116,Business Services,"MVL Group, Inc.(7)",Marketing research provider,Junior subordinated loan ($185 par due 7/2012),,4/1/2010,0,0
117,Business Services,"MVL Group, Inc.(7)",Marketing research provider,"Senior subordinated loan ($33,337 par due 7/2012)",,4/1/2010,30265,2485
118,Business Services,"MVL Group, Inc.(7)",Marketing research provider,"Common stock (560,716 shares)",,4/1/2010,0,0
119,Business Services,"NComputing, Inc.",Desktop virtualization hardware and software technology service provider,"First lien senior secured loan ($6,500 par due 7/2016)",10.50%,3/20/2013,6500,6695
120,Business Services,"NComputing, Inc.",Desktop virtualization hardware and software technology service provider,"Warrant to purchase up to 462,726 shares of Series C preferred stock",,3/20/2013,0,56
121,Business Services,"Pillar Processing LLC, PHL Investors, Inc., and PHL Holding Co.(6)",Mortgage services,"First lien senior secured loan ($4,658 par due 11/2018)",,7/31/2008,3982,3321
122,Business Services,"Pillar Processing LLC, PHL Investors, Inc., and PHL Holding Co.(6)",Mortgage services,"First lien senior secured loan ($7,375 par due 5/2019)",,11/20/2007,5862,0
123,Business Services,"Pillar Processing LLC, PHL Investors, Inc., and PHL Holding Co.(6)",Mortgage services,Class A common stock (576 shares),,7/31/2012,3768,0
124,Business Services,"Platform Acquisition, Inc.",Data center and managed cloud services provider,"Common stock (48,604 shares)",,12/13/2013,7536,7536
125,Business Services,"Powersport Auctioneer Holdings, LLC",Powersport vehicle auction operator,"Common units (1,972 units)",,3/2/2012,1000,879
126,Business Services,"PSSI Holdings, LLC",Provider of mission-critical outsourced cleaning and sanitation services to the food processing industry,"First lien senior secured loan ($1,000 par due 6/2018)",6.00% (Libor + 5.00%/Q),8/7/2013,1000,1000
127,Business Services,R2 Acquisition Corp.,Marketing services,"Common stock (250,000 shares)",,5/29/2007,250,154
128,Business Services,"Rainstor, Inc.",Database solutions provider,"First lien senior secured loan ($2,800 par due 4/2016)",11.25%,3/28/2013,2735,2800
129,Business Services,"Rainstor, Inc.",Database solutions provider,"Warrant to purchase up to 142,210 shares of Series C preferred stock",,3/28/2013,88,70
130,Business Services,Summit Business Media Parent Holding Company LLC,Business media consulting services,Limited liability company membership interest (45.98% interest),,5/20/2011,0,1458
131,Business Services,"TOA Technologies, Inc.","Cloud based, mobile workforce management applications provider","First lien senior secured loan ($12,567 par due 11/2016)",10.25%,10/31/2012,12124,12567
132,Business Services,"TOA Technologies, Inc.","Cloud based, mobile workforce management applications provider","Warrant to purchase up to 2,509,770 shares of Series D preferred stock",,10/31/2012,605,1201
133,Business Services,"Tripwire, Inc.",IT security software provider,"First lien senior secured loan ($74,684 par due 5/2018)",7.50% (Libor + 6.25%/Q),5/23/2011,74684,74684
134,Business Services,"Tripwire, Inc.",IT security software provider,"First lien senior secured loan ($10,266 par due 5/2018)",7.50% (Libor + 6.25%/Q),5/23/2011,10266,10266
135,Business Services,"Tripwire, Inc.",IT security software provider,"First lien senior secured loan ($49,875 par due 5/2018)",7.50% (Libor + 6.25%/Q),5/23/2011,49875,49875
136,Business Services,"Tripwire, Inc.",IT security software provider,"First lien senior secured loan ($9,975 par due 5/2018)",7.50% (Libor + 6.25%/Q),5/23/2011,9975,9975
137,Business Services,"Tripwire, Inc.",IT security software provider,"Class B common stock (2,655,638 shares)",,5/23/2011,30,84
138,Business Services,"Tripwire, Inc.",IT security software provider,"Class A common stock (2,970 shares)",,5/23/2011,2970,8315
139,Business Services,"Venturehouse-Cibernet Investors, LLC",Financial settlement services for intercarrier wireless roaming,Equity interest,,4/1/2010,0,0
140,Business Services,"VSS-Tranzact Holdings, LLC(6)",Management consulting services,Common membership interest (5.98% interest),,10/26/2007,10204,5236
141,Business Services,VTE Holdings Corp.,Hosted enterprise resource planning application management services provider,"Common units (1,500,000 units)",,12/13/2013,3862,3862
142,Business Services,"Worldpay (UK) Limited, Worldpay ECommerce Limited, Ship US Bidco, Inc., Ship Investor & Cy S.C.A.(8)",Payment processing company,"First lien senior secured loan ($5,341 par due 10/2017)",6.00% (Libor + 4.75%/Q),12/13/2013,5432,5394
143,Business Services,"Worldpay (UK) Limited, Worldpay ECommerce Limited, Ship US Bidco, Inc., Ship Investor & Cy S.C.A.(8)",Payment processing company,"Common stock (936,693 shares)",,12/13/2013,2698,2732
144,Business Services,"X Plus Two Solutions, Inc. and X Plus One Solutions, Inc.",Provider of open and integrated software for digital marketing optimization,"First lien senior secured revolving loan ($8,600 par due 9/2014)",8.50%,4/1/2013,8600,8600
145,Business Services,"X Plus Two Solutions, Inc. and X Plus One Solutions, Inc.",Provider of open and integrated software for digital marketing optimization,"First lien senior secured loan ($7,000 par due 3/2017)",10.00%,4/1/2013,6645,6860
146,Business Services,"X Plus Two Solutions, Inc. and X Plus One Solutions, Inc.",Provider of open and integrated software for digital marketing optimization,"Warrant to purchase up to 999,167 shares of Series C preferred stock",,4/1/2013,284,299
147,Business Services,"X Plus Two Solutions, Inc. and X Plus One Solutions, Inc.",Provider of open and integrated software for digital marketing optimization,,,,768665,699856
148,Education,"American Academy Holdings, LLC","Provider of education, training, certification, networking, and consulting services to medical coders and other healthcare professionals","First lien senior secured revolving loan ($2,250 par due 3/2019)",6.00% (Libor + 5.00%/Q),3/18/2011,2250,2250
149,Education,"American Academy Holdings, LLC","Provider of education, training, certification, networking, and consulting services to medical coders and other healthcare professionals","First lien senior secured loan ($56,236 par due 3/2019)",6.00% (Libor + 5.00%/Q),3/18/2011,56236,56236
150,Education,"American Academy Holdings, LLC","Provider of education, training, certification, networking, and consulting services to medical coders and other healthcare professionals","First lien senior secured loan ($4,651 par due 3/2019)",6.00% (Libor + 5.00%/Q),3/18/2011,4651,4651
151,Education,Campus Management Corp. and Campus Management Acquisition Corp.(6),Education software developer,"Preferred stock (485,159 shares)",,2/8/2008,10520,3337
152,Education,"Community Education Centers, Inc.",Offender re-entry and in-prison treatment services provider,"First lien senior secured loan ($14,286 par due 12/2014)",6.25% (Libor + 5.25%/Q),12/10/2010,14286,14286
153,Education,"Community Education Centers, Inc.",Offender re-entry and in-prison treatment services provider,"Second lien senior secured loan ($35,283 par due 12/2015)","15.24% (Libor + 10.00% Cash, 5.00% PIK/Q)",12/10/2010,35283,34225
154,Education,"Community Education Centers, Inc.",Offender re-entry and in-prison treatment services provider,"Second lien senior secured loan ($10,649 par due 12/2015)","15.26% (Libor + 10.00% Cash, 5.00% PIK/Q)",12/10/2010,10649,10330
155,Education,"Community Education Centers, Inc.",Offender re-entry and in-prison treatment services provider,"Warrants to purchase up to 654,618 shares",,12/10/2010,0,979
156,Education,"ELC Acquisition Corp., ELC Holdings Corporation, and Excelligence Learning Corporation(6)","Developer, manufacturer and retailer of educational products","Preferred stock (99,492 shares)",12.00% PIK,8/1/2011,10286,10286
157,Education,"ELC Acquisition Corp., ELC Holdings Corporation, and Excelligence Learning Corporation(6)","Developer, manufacturer and retailer of educational products","Common stock (50,800 shares)",,8/1/2011,0,1345
158,Education,"Infilaw Holding, LLC",Operator of for-profit law schools,First lien senior secured revolving loan,,8/25/2011,0,0
159,Education,"Infilaw Holding, LLC",Operator of for-profit law schools,First lien senior secured loan ($1 par due 8/2016),9.50% (Libor + 8.50%/Q),8/25/2011,1,1
160,Education,"Infilaw Holding, LLC",Operator of for-profit law schools,"First lien senior secured loan ($14,362 par due 8/2016)",9.50% (Libor + 8.50%/Q),8/25/2011,14362,14362
161,Education,"Infilaw Holding, LLC",Operator of for-profit law schools,"Series A preferred units (124,890 units)",9.50% (Libor + 8.50%/Q),8/25/2011,124890,124890
162,Education,"Infilaw Holding, LLC",Operator of for-profit law schools,Series B preferred units (3.91 units),,10/19/2012,9245,11060
163,Education,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,"First lien senior secured loan ($39,459 par due 6/2015)",,4/24/2013,39385,35514
164,Education,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,"First lien senior secured loan ($14,774 par due 6/2015)",,4/24/2013,14746,13297
