,Industry,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
16,Healthcare Services,"American Academy Holdings, LLC","Provider of education, training, certification, networking, and consulting services to medical coders and other healthcare professionals","First lien senior secured loan ($52,039 par due 6/2019)",7.00% (Libor + 6.00%/Q),6/27/2014,52039,52039
17,Healthcare Services,"American Academy Holdings, LLC","Provider of education, training, certification, networking, and consulting services to medical coders and other healthcare professionals","First lien senior secured loan ($3,198 par due 6/2019)",4.00% (Libor + 3.00%/Q),6/27/2014,3198,3198
18,Healthcare Services,AwarePoint Corporation,Healthcare technology platform developer,"First lien senior secured loan ($10,000 par due 6/2018)",9.50%,9/5/2014,9927,10000
19,Healthcare Services,AwarePoint Corporation,Healthcare technology platform developer,"Warrant to purchase up to 3,213,367 shares of Series 1 preferred stock",,11/14/2014,0,609
20,Healthcare Services,"AxelaCare Holdings, Inc. and AxelaCare Investment Holdings, L.P.",Provider of home infusion services,"Preferred units (8,664,072 units)",,4/12/2013,866,816
21,Healthcare Services,"AxelaCare Holdings, Inc. and AxelaCare Investment Holdings, L.P.",Provider of home infusion services,"Common units (87,514 units)",,4/12/2013,17,8
22,Healthcare Services,"CCS Intermediate Holdings, LLC and CCS Group Holdings, LLC (27)",Correctional facility healthcare operator,"First lien senior secured revolving loan ($1,350 par due 7/2019)",6.25% (Base Rate + 3.00%/Q),7/23/2014,1350,1282
23,Healthcare Services,"CCS Intermediate Holdings, LLC and CCS Group Holdings, LLC (27)",Correctional facility healthcare operator,"First lien senior secured loan ($6,668 par due 7/2021)",5.00% (Libor + 4.00%/Q),7/23/2014,6641,6335
24,Healthcare Services,"CCS Intermediate Holdings, LLC and CCS Group Holdings, LLC (27)",Correctional facility healthcare operator,"Second lien senior secured loan ($135,000 par due 7/2022)",9.38% (Libor + 8.38%/Q),7/23/2014,133847,126900
25,Healthcare Services,"CCS Intermediate Holdings, LLC and CCS Group Holdings, LLC (27)",Correctional facility healthcare operator,"Class A units (601,937 units)",,8/19/2010,0,698
26,Healthcare Services,"Correctional Medical Group Companies, Inc. (27)",Correctional facility healthcare operator,"First lien senior secured loan ($26,200 par due 9/2021)",6.25% (Base Rate + 3.00%/Q),9/29/2015,26200,26200
27,Healthcare Services,"Correctional Medical Group Companies, Inc. (27)",Correctional facility healthcare operator,"First lien senior secured loan ($3,738 par due 9/2021)",9.61% (Libor + 8.61%/Q),9/29/2015,3738,3738
28,Healthcare Services,"Correctional Medical Group Companies, Inc. (27)",Correctional facility healthcare operator,First lien senior secured loan ($355 par due 9/2021),10.87% (Base Rate + 7.62%/Q),9/29/2015,355,355
29,Healthcare Services,"Correctional Medical Group Companies, Inc. (27)",Correctional facility healthcare operator,"First lien senior secured loan ($40,833 par due 9/2021)",9.61% (Libor + 8.61%/Q),9/29/2015,40833,40833
30,Healthcare Services,"Correctional Medical Group Companies, Inc. (27)",Correctional facility healthcare operator,"First lien senior secured loan ($3,874 par due 9/2021)",10.87% (Base Rate + 7.62%/Q),9/29/2015,3874,3874
31,Healthcare Services,"DCA Investment Holding, LLC (27)",Multi-branded dental practice management company,"First lien senior secured loan ($25,137 par due 7/2021)",6.25% (Libor + 5.25%/Q),7/2/2015,24894,24885
32,Healthcare Services,"DNAnexus, Inc.",Bioinformatics company,"First lien senior secured loan ($10,500 par due 10/2018)",9.25% (Libor + 8.25%/M),3/21/2014,10178,10500
33,Healthcare Services,"DNAnexus, Inc.",Bioinformatics company,"Warrant to purchase up to 909,092 units of Series C preferred stock",,3/21/2014,0,240
34,Healthcare Services,"Global Healthcare Exchange, LLC and GHX Ultimate Parent Corp.",On-demand supply chain automation solutions provider,"Class A common stock (2,991 shares)",,3/11/2014,2991,2991
35,Healthcare Services,"Global Healthcare Exchange, LLC and GHX Ultimate Parent Corp.",On-demand supply chain automation solutions provider,Class B common stock (980 shares),,3/11/2014,30,3199
36,Healthcare Services,"Greenphire, Inc. and RMCF III CIV XXIX, L.P (27)",Software provider for clinical trial management,"First lien senior secured loan ($4,000 par due 12/2018)",9.00% (Libor + 8.00%/M),12/19/2014,4000,4000
37,Healthcare Services,"Greenphire, Inc. and RMCF III CIV XXIX, L.P (27)",Software provider for clinical trial management,Limited partnership interest (99.90% interest),,12/19/2014,999,999
38,Healthcare Services,"INC Research Mezzanine Co-Invest, LLC",Pharmaceutical and biotechnology consulting services,"Common units (1,410,000 units)",,9/27/2010,0,3945
39,Healthcare Services,Intermedix Corporation,Revenue cycle management provider to the emergency healthcare industry,"Second lien senior secured loan ($112,000 par due 6/2020)",9.25% (Libor + 8.25%/Q),12/27/2012,112000,110880
40,Healthcare Services,"LM Acquisition Holdings, LLC (9)",Developer and manufacturer of medical equipment,Class A units (426 units),,9/27/2013,660,1617
41,Healthcare Services,"MC Acquisition Holdings I, LLC",Healthcare professional provider,"Class A units (1,338,314 shares)",,1/17/2014,1338,1948
42,Healthcare Services,MW Dental Holding Corp. (27),Dental services provider,"First lien senior secured revolving loan ($2,000 par due 4/2017)",8.50% (Libor + 7.00%/M),4/12/2011,2000,2000
43,Healthcare Services,MW Dental Holding Corp. (27),Dental services provider,"First lien senior secured loan ($17,762 par due 4/2017)",8.50% (Libor + 7.00%/M),4/12/2011,17762,17762
44,Healthcare Services,MW Dental Holding Corp. (27),Dental services provider,"First lien senior secured loan ($24,295 par due 4/2017)",8.50% (Libor + 7.00%/M),4/12/2011,24295,24295
45,Healthcare Services,MW Dental Holding Corp. (27),Dental services provider,"First lien senior secured loan ($47,867 par due 4/2017)",8.50% (Libor + 7.00%/M),4/12/2011,47867,47867
46,Healthcare Services,MW Dental Holding Corp. (27),Dental services provider,"First lien senior secured loan ($19,795 par due 4/2017)",8.50% (Libor + 7.00%/M),4/12/2011,19795,19795
47,Healthcare Services,"My Health Direct, Inc. (27)",Healthcare scheduling exchange software solution provider,"First lien senior secured loan ($2,800 par due 1/2018)",10.75%,9/18/2014,2736,2800
48,Healthcare Services,"My Health Direct, Inc. (27)",Healthcare scheduling exchange software solution provider,"Warrant to purchase up to 4,548 shares of Series D preferred stock",,9/18/2014,39,40
49,Healthcare Services,Napa Management Services Corporation,Anesthesia management services provider,"First lien senior secured loan ($36,734 par due 2/2019)",9.05% (Libor + 8.05%/Q),4/15/2011,36734,36734
50,Healthcare Services,Napa Management Services Corporation,Anesthesia management services provider,"First lien senior secured loan ($33,266 par due 2/2019)",9.05% (Libor + 8.05%/Q),4/15/2011,33224,33266
51,Healthcare Services,Napa Management Services Corporation,Anesthesia management services provider,"Common units (5,345 units)",,4/15/2011,5764,14159
52,Healthcare Services,"Netsmart Technologies, Inc. and NS Holdings, Inc.",Healthcare technology provider,"Second lien senior secured loan ($90,000 par due 8/2019)",10.50% (Libor + 9.50%/Q),2/27/2015,90000,88200
53,Healthcare Services,"Netsmart Technologies, Inc. and NS Holdings, Inc.",Healthcare technology provider,"Common stock (2,500,000 shares)",,6/21/2010,760,2587
54,Healthcare Services,"New Trident Holdcorp, Inc.",Outsourced mobile diagnostic healthcare service provider,"Second lien senior secured loan ($80,000 par due 7/2020)",10.25% (Libor + 9.00%/Q),8/6/2013,78846,76000
55,Healthcare Services,"Nodality, Inc.",Biotechnology company,"First lien senior secured loan ($7,269 par due 2/2018)",8.90%,4/25/2014,7111,7269
56,Healthcare Services,"Nodality, Inc.",Biotechnology company,"First lien senior secured loan ($2,940 par due 8/2018)",8.90%,4/25/2014,2864,2940
57,Healthcare Services,"Nodality, Inc.",Biotechnology company,"Warrant to purchase up to 164,179 shares of Series B preferred stock",,4/25/2014,0,41
58,Healthcare Services,"OmniSYS Acquisition Corporation, OmniSYS, LLC, and OSYS Holdings, LLC (27)",Provider of technology-enabled solutions to pharmacies,"First lien senior secured loan ($12,372 par due 11/2018)",8.50% (Libor + 7.50%/Q),11/21/2013,12372,12372
59,Healthcare Services,"OmniSYS Acquisition Corporation, OmniSYS, LLC, and OSYS Holdings, LLC (27)",Provider of technology-enabled solutions to pharmacies,"First lien senior secured loan ($6,953 par due 11/2018)",8.50% (Libor + 7.50%/Q),11/21/2013,6953,6953
60,Healthcare Services,"OmniSYS Acquisition Corporation, OmniSYS, LLC, and OSYS Holdings, LLC (27)",Provider of technology-enabled solutions to pharmacies,Limited liability company membership interest (1.57%),,11/21/2013,1000,1188
61,Healthcare Services,"Patterson Medical Supply, Inc.",Distributor of rehabilitation supplies and equipment,"Second lien senior secured loan ($19,000 par due 8/2023)",8.75% (Libor + 7.75%/Q),9/2/2015,18810,18810
62,Healthcare Services,"PerfectServe, Inc. (27)",Communications software platform provider for hospitals and physician practices,"First lien senior secured loan ($9,000 par due 3/2020)",9.00% (Libor + 8.00%/Q),9/15/2015,8640,9000
63,Healthcare Services,"PerfectServe, Inc. (27)",Communications software platform provider for hospitals and physician practices,"Warrant to purchase up to 28,428 units of Series C preferred stock",,9/15/2015,180,180
64,Healthcare Services,"PerfectServe, Inc. (27)",Communications software platform provider for hospitals and physician practices,"Warrant to purchase up to 34,113 units of Series C preferred stock",,12/26/2013,0,215
65,Healthcare Services,"Physiotherapy Associates Holdings, Inc.",Physical therapy provider,"Class A common stock (100,000 shares)",,12/31/2013,3090,4944
66,Healthcare Services,"POS I Corp. (fka Vantage Oncology, Inc.)",Radiation oncology care provider,"Common stock (62,157 shares)",,2/3/2011,4670,1011
67,Healthcare Services,"Press Ganey Holdings, Inc.","Provider of patient surveys, management reports and national databases for the integrated healthcare delivery system","Common stock (47,987 shares)",,5/27/2015,292,1425
68,Healthcare Services,"Reed Group Holdings, LLC",Medical disability management services provider,Equity interests,,4/1/2010,0,0
69,Healthcare Services,"Respicardia, Inc.",Developer of implantable therapies to improve cardiovascular health,"Warrant to purchase up to 99,094 shares of Series C preferred stock",,6/28/2012,38,28
70,Healthcare Services,"Sage Products Holdings III, LLC",Patient infection control and preventive care solutions provider,"Second lien senior secured loan ($108,679 par due 6/2020)",9.25% (Libor + 8.00%/Q),12/13/2012,108504,108679
71,Healthcare Services,"Sarnova HC, LLC, Tri-Anim Health Services, Inc., and BEMS Holdings, LLC",Distributor of emergency medical service and respiratory products,"Second lien senior secured loan ($60,000 par due 9/2018)",8.75% (Libor + 8.00%/M),6/30/2014,60000,60000
72,Healthcare Services,"SurgiQuest, Inc.",Medical device company,"Warrant to purchase up to 54,672 shares of Series D-4 convertible preferred stock",,9/28/2012,0,0
73,Healthcare Services,"Transaction Data Systems, Inc.",Pharmacy management software provider,"Second lien senior secured loan ($27,500 par due 6/2022)",9.25% (Libor + 8.25%/M),6/15/2015,27500,27500
74,Healthcare Services,"U.S. Anesthesia Partners, Inc.",Anesthesiology service provider,"Second lien senior secured loan ($50,000 par due 9/2020)",9.00% (Libor + 8.00%/Q),9/24/2014,50000,50000
75,Healthcare Services,"Urgent Cares of America Holdings I, LLC",Operator of urgent care clinics,"Preferred units (6,000,000 units)",,6/11/2015,6000,6000
76,Healthcare Services,"Urgent Cares of America Holdings I, LLC",Operator of urgent care clinics,"Series A common units (2,000,000 units)",,6/11/2015,2000,1888
77,Healthcare Services,"Urgent Cares of America Holdings I, LLC",Operator of urgent care clinics,"Series C common units (800,507 units)",,6/11/2015,0,608
78,Healthcare Services,"Young Innovations, Inc.",Dental supplies and equipment manufacturer,"Second lien senior secured loan ($45,000 par due 7/2019)",9.00% (Libor + 8.00%/Q),5/30/2014,45000,45000
79,Healthcare Services,"Young Innovations, Inc.",Dental supplies and equipment manufacturer,,,,1176721,1184404
80,Other Services,American Residential Services L.L.C.,"Heating, ventilation and air conditioning services provider","Second lien senior secured loan ($50,000 par due 12/2021)",9.00% (Libor + 8.00%/Q),6/30/2014,49583,50000
81,Other Services,"Community Education Centers, Inc. and CEC Parent Holdings LLC (8)",Offender re-entry and in-prison treatment services provider,"First lien senior secured loan ($13,957 par due 12/2017)",6.25% (Libor + 5.25%/Q),12/10/2010,13957,13957
82,Other Services,"Community Education Centers, Inc. and CEC Parent Holdings LLC (8)",Offender re-entry and in-prison treatment services provider,First lien senior secured loan ($329 par due 12/2017),7.50% (Base Rate + 4.25%/Q),12/10/2010,329,329
83,Other Services,"Community Education Centers, Inc. and CEC Parent Holdings LLC (8)",Offender re-entry and in-prison treatment services provider,"Second lien senior secured loan ($21,985 par due 6/2018)",15.33% (Libor + 15.00%/Q),12/10/2010,21895,21895
84,Other Services,"Community Education Centers, Inc. and CEC Parent Holdings LLC (8)",Offender re-entry and in-prison treatment services provider,"Class A senior preferred units (7,846 units)",,3/27/2015,9384,9125
85,Other Services,"Community Education Centers, Inc. and CEC Parent Holdings LLC (8)",Offender re-entry and in-prison treatment services provider,"Class A junior preferred units (26,154 units)",,3/27/2015,19833,10591
86,Other Services,"Community Education Centers, Inc. and CEC Parent Holdings LLC (8)",Offender re-entry and in-prison treatment services provider,Class A common units (134 units),,3/27/2015,0,0
87,Other Services,"Competitor Group, Inc. and Calera XVI, LLC (27)",Endurance sports media and event operator,"First lien senior secured revolving loan ($3,750 par due 11/2018)",9.00% (Libor + 7.75%/Q),11/30/2012,3750,3375
88,Other Services,"Competitor Group, Inc. and Calera XVI, LLC (27)",Endurance sports media and event operator,"First lien senior secured loan ($23,473 par due 11/2018)","10.50% (Libor + 7.75% Cash, 1.50% PIK /Q)",11/30/2012,23473,21126
89,Other Services,"Competitor Group, Inc. and Calera XVI, LLC (27)",Endurance sports media and event operator,"First lien senior secured loan ($28,743 par due 11/2018)","10.50% (Libor + 7.75% Cash, 1.50% PIK /Q)",11/30/2012,28743,25869
90,Other Services,"Competitor Group, Inc. and Calera XVI, LLC (27)",Endurance sports media and event operator,"Membership units (2,522,512 units)",,11/30/2012,2523,82
91,Other Services,"Crown Health Care Laundry Services, Inc. and Crown Laundry Holdings, LLC (7)(27)",Provider of outsourced healthcare linen management solutions,First lien senior secured revolving loan ($500 par due 3/2019),7.25% (Libor + 6.00%/Q),3/13/2014,500,500
92,Other Services,"Crown Health Care Laundry Services, Inc. and Crown Laundry Holdings, LLC (7)(27)",Provider of outsourced healthcare linen management solutions,"First lien senior secured loan ($23,432 par due 3/2019)",7.25% (Libor + 6.00%/Q),3/13/2014,23432,23432
93,Other Services,"Crown Health Care Laundry Services, Inc. and Crown Laundry Holdings, LLC (7)(27)",Provider of outsourced healthcare linen management solutions,"Class A preferred units (2,475,000 units)",,3/13/2014,2475,3587
94,Other Services,"Crown Health Care Laundry Services, Inc. and Crown Laundry Holdings, LLC (7)(27)",Provider of outsourced healthcare linen management solutions,"Class B common units (275,000 units)",,3/13/2014,275,399
95,Other Services,"Dwyer Acquisition Parent, Inc. and TDG Group Holding Company",Operator of multiple franchise concepts primarily related to home maintenance or repairs,"Senior subordinated loan ($52,670 par due 2/2020)",11.00%,8/15/2014,52670,52670
96,Other Services,"Dwyer Acquisition Parent, Inc. and TDG Group Holding Company",Operator of multiple franchise concepts primarily related to home maintenance or repairs,"Senior subordinated loan ($31,500 par due 2/2020)",11.00%,6/12/2015,31500,31500
97,Other Services,"Dwyer Acquisition Parent, Inc. and TDG Group Holding Company",Operator of multiple franchise concepts primarily related to home maintenance or repairs,"Common stock (32,843 shares)",,8/15/2014,3378,3727
98,Other Services,"Massage Envy, LLC (27)",Franchisor in the massage industry,"First lien senior secured loan ($8,017 par due 9/2018)",8.50% (Libor + 7.25%/Q),9/27/2012,8017,8017
99,Other Services,"Massage Envy, LLC (27)",Franchisor in the massage industry,"First lien senior secured loan ($46,434 par due 9/2018)",8.50% (Libor + 7.25%/Q),9/27/2012,46434,46434
100,Other Services,"Massage Envy, LLC (27)",Franchisor in the massage industry,"First lien senior secured loan ($19,469 par due 9/2018)",8.50% (Libor + 7.25%/Q),9/27/2012,19469,19469
101,Other Services,"Massage Envy, LLC (27)",Franchisor in the massage industry,"Common stock (3,000,000 shares)",,9/27/2012,3000,4790
102,Other Services,"McKenzie Sports Products, LLC (27)","Designer, manufacturer and distributor of hunting-related supplies","First lien senior secured loan ($39,500 par due 9/2020)",6.75% (Libor + 5.75%/M),9/18/2014,39500,39105
103,Other Services,"McKenzie Sports Products, LLC (27)","Designer, manufacturer and distributor of hunting-related supplies","First lien senior secured loan ($45,000 par due 9/2020)",6.75% (Libor + 5.75%/M),9/18/2014,45000,44550
104,Other Services,"OpenSky Project, Inc.",Social commerce platform operator,"First lien senior secured loan ($2,400 par due 9/2017)",10.00%,6/4/2014,2378,2400
105,Other Services,"OpenSky Project, Inc.",Social commerce platform operator,"Warrant to purchase up to 159,496 shares of Series D preferred stock",,6/29/2015,48,0
106,Other Services,"Osmose Holdings, Inc.",Provider of structural integrity management services to transmission and distribution infrastructure,"Second lien senior secured loan ($25,000 par due 8/2023)",10.00% (Base Rate + 6.75%/Q),9/3/2015,24505,24750
107,Other Services,"PODS, LLC",Storage and warehousing,"Second lien senior secured loan ($17,500 par due 2/2023)",9.25% (Libor + 8.25%/Q),2/2/2015,17338,17500
108,Other Services,Spin HoldCo Inc.,Laundry service and equipment provider,"Second lien senior secured loan ($140,000 par due 5/2020)",8.00% (Libor + 7.00%/M),5/14/2013,140000,135800
109,Other Services,"Surface Dive, Inc.",SCUBA diver training and certification provider,"Second lien senior secured loan ($72,000 par due 1/2022)",10.25% (Libor + 9.25%/Q),1/29/2015,71596,72000
110,Other Services,"Surface Dive, Inc.",SCUBA diver training and certification provider,"Second lien senior secured loan ($53,686 par due 1/2022)",9.00% (Libor + 8.00%/Q),7/28/2015,53686,53686
111,Other Services,"TWH Water Treatment Industries, Inc., TWH Filtration Industries, Inc. and TWH Infrastructure Industries, Inc. (27)","Wastewater infrastructure repair, treatment and filtration holding company","First lien senior secured loan ($2,240 par due 10/2019)",10.25% (Libor + 9.25%/Q),10/10/2014,2240,2240
112,Other Services,"TWH Water Treatment Industries, Inc., TWH Filtration Industries, Inc. and TWH Infrastructure Industries, Inc. (27)","Wastewater infrastructure repair, treatment and filtration holding company","First lien senior secured loan ($36,400 par due 10/2019)",10.25% (Libor + 9.25%/Q),10/10/2014,36400,36400
113,Other Services,Wash Multifamily Acquisition Inc. and Coinmatic Canada Inc.,Laundry service and equipment provider,"Second lien senior secured loan ($3,726 par due 5/2023)",8.00% (Libor + 7.00%/M),5/14/2015,3655,3614
114,Other Services,Wash Multifamily Acquisition Inc. and Coinmatic Canada Inc.,Laundry service and equipment provider,"Second lien senior secured loan ($21,274 par due 5/2023)",8.00% (Libor + 7.00%/M),5/14/2015,20866,20636
115,Other Services,Wash Multifamily Acquisition Inc. and Coinmatic Canada Inc.,Laundry service and equipment provider,,,,821832,803555
116,Consumer Products,"Feradyne Outdoors, LLC and Bowhunter Holdings, LLC",Provider of branded archery and bowhunting accessories,"First lien senior secured loan ($4,500 par due 3/2019)",4.00% (Libor + 3.00%/Q),4/24/2014,4500,4410
117,Consumer Products,"Feradyne Outdoors, LLC and Bowhunter Holdings, LLC",Provider of branded archery and bowhunting accessories,"First lien senior secured loan ($9,500 par due 3/2019)",6.55% (Libor + 5.55%/Q),4/24/2014,9500,9215
118,Consumer Products,"Feradyne Outdoors, LLC and Bowhunter Holdings, LLC",Provider of branded archery and bowhunting accessories,"First lien senior secured loan ($6,742 par due 3/2019)",4.00% (Libor + 3.00%/Q),4/24/2014,6742,6607
119,Consumer Products,"Feradyne Outdoors, LLC and Bowhunter Holdings, LLC",Provider of branded archery and bowhunting accessories,"First lien senior secured loan ($50,100 par due 3/2019)",6.55% (Libor + 5.55%/Q),4/24/2014,50100,48597
120,Consumer Products,"Feradyne Outdoors, LLC and Bowhunter Holdings, LLC",Provider of branded archery and bowhunting accessories,Common units (373 units),,4/24/2014,3733,3654
121,Consumer Products,"Implus Footcare, LLC",Provider of footwear and other accessories,"First lien senior secured loan ($4,987 par due 4/2021)",7.00% (Libor + 6.00%/Q),4/30/2015,4912,4912
122,Consumer Products,Indra Holdings Corp.,"Designer, marketer, and distributor of rain and cold weather products","Second lien senior secured loan ($80,000 par due 11/2021)",8.50% (Libor + 7.50%/Q),5/1/2014,78943,76000
123,Consumer Products,"Matrixx Initiatives, Inc. and Wonder Holdings Acquisition Corp.",Developer and marketer of OTC healthcare products,"Warrant to purchase up to 1,654,678 shares of common stock",,7/27/2011,0,396
124,Consumer Products,"Matrixx Initiatives, Inc. and Wonder Holdings Acquisition Corp.",Developer and marketer of OTC healthcare products,"Warrant to purchase up to 1,120 shares of preferred stock",,7/27/2011,0,1315
125,Consumer Products,"Oak Parent, Inc.",Manufacturer of athletic apparel,"First lien senior secured loan ($2,624 par due 4/2018)",7.50% (Libor + 7.00%/Q),4/2/2012,2621,2624
126,Consumer Products,"Oak Parent, Inc.",Manufacturer of athletic apparel,"First lien senior secured loan ($8,355 par due 4/2018)",7.50% (Libor + 7.00%/Q),4/2/2012,8338,8355
127,Consumer Products,"PG-ACP Co-Invest, LLC","Supplier of medical uniforms, specialized medical footwear and accessories","Class A membership units (1,000,0000 units)",,8/29/2012,1000,1379
128,Consumer Products,"Plantation Products, LLC, Seed Holdings, Inc. and Flora Parent, Inc.",Provider of branded lawn and garden products,"Second lien senior secured loan ($66,000 par due 6/2021)",9.54% (Libor + 8.54%/Q),12/23/2014,65667,66000
129,Consumer Products,"Plantation Products, LLC, Seed Holdings, Inc. and Flora Parent, Inc.",Provider of branded lawn and garden products,"Common stock (30,000 shares)",,12/23/2014,3000,4251
130,Consumer Products,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (7)","Developer, marketer and distributor of sports protection equipment and accessories","Second lien senior secured loan ($75,000 par due 10/2021)",11.50% (Libor + 10.50%/Q),4/22/2015,75000,75000
131,Consumer Products,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (7)","Developer, marketer and distributor of sports protection equipment and accessories","Class A preferred units (50,000 units)",,3/14/2014,5000,5249
132,Consumer Products,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (7)","Developer, marketer and distributor of sports protection equipment and accessories","Class C preferred units (50,000 units)",,4/22/2015,5000,5249
133,Consumer Products,The Hygenic Corporation,"Designer, manufacturer and marketer of branded wellness products","Second lien senior secured loan ($70,000 par due 4/2021)",9.75% (Libor + 8.75%/Q),2/27/2015,70000,69300
134,Consumer Products,"The Step2 Company, LLC (8)",Toy manufacturer,"Second lien senior secured loan ($27,583 par due 9/2019)",10.00%,4/1/2010,27478,27583
135,Consumer Products,"The Step2 Company, LLC (8)",Toy manufacturer,"Second lien senior secured loan ($4,500 par due 9/2019)",10.00%,3/13/2014,4500,4500
136,Consumer Products,"The Step2 Company, LLC (8)",Toy manufacturer,"Second lien senior secured loan ($41,601 par due 9/2019)",,4/1/2010,30802,12480
137,Consumer Products,"The Step2 Company, LLC (8)",Toy manufacturer,"Common units (1,116,879 units)",,4/1/2011,24,0
138,Consumer Products,"The Step2 Company, LLC (8)",Toy manufacturer,"Class B common units (126,278,000 units)",,10/30/2014,0,0
139,Consumer Products,"The Step2 Company, LLC (8)",Toy manufacturer,"Warrant to purchase up to 3,157,895 units",,4/1/2010,0,0
140,Consumer Products,"Varsity Brands Holding Co., Inc., Hercules Achievement, Inc., Hercules Achievement Holdings, Inc. and Hercules VB Holdings, Inc.","Leading manufacturer and distributor of textiles, apparel & luxury goods","Second lien senior secured loan ($91,698 par due 12/2022)",9.75% (Libor + 8.75%/Q),12/11/2014,90873,91698
141,Consumer Products,"Varsity Brands Holding Co., Inc., Hercules Achievement, Inc., Hercules Achievement Holdings, Inc. and Hercules VB Holdings, Inc.","Leading manufacturer and distributor of textiles, apparel & luxury goods","Second lien senior secured loan ($55,576 par due 12/2022)",9.75% (Libor + 8.75%/Q),12/11/2014,55073,55576
142,Consumer Products,"Varsity Brands Holding Co., Inc., Hercules Achievement, Inc., Hercules Achievement Holdings, Inc. and Hercules VB Holdings, Inc.","Leading manufacturer and distributor of textiles, apparel & luxury goods","Common stock (3,353,371 shares)",,12/11/2014,4147,5238
143,Consumer Products,"Varsity Brands Holding Co., Inc., Hercules Achievement, Inc., Hercules Achievement Holdings, Inc. and Hercules VB Holdings, Inc.","Leading manufacturer and distributor of textiles, apparel & luxury goods","Common stock (3,353,371 shares)",,12/11/2014,3353,4236
144,Consumer Products,"Varsity Brands Holding Co., Inc., Hercules Achievement, Inc., Hercules Achievement Holdings, Inc. and Hercules VB Holdings, Inc.","Leading manufacturer and distributor of textiles, apparel & luxury goods",,,,610306,593824
145,Power Generation,"Alphabet Energy, Inc.",Technology developer to convert waste-heat into electricity,"First lien senior secured loan ($1,680 par due 7/2017)",9.50%,12/16/2013,1640,1680
146,Power Generation,"Alphabet Energy, Inc.",Technology developer to convert waste-heat into electricity,"First lien senior secured loan ($2,420 par due 7/2017)",9.62%,12/16/2013,2303,2420
147,Power Generation,"Alphabet Energy, Inc.",Technology developer to convert waste-heat into electricity,"Series B preferred stock (74,449 shares)",,2/26/2014,250,402
148,Power Generation,"Alphabet Energy, Inc.",Technology developer to convert waste-heat into electricity,"Warrant to purchase up to 59,524 shares of Series B preferred stock",,12/16/2013,146,121
149,Power Generation,Bicent (California) Holdings LLC,Gas turbine power generation facilities operator,"Senior subordinated loan ($49,523 par due 2/2021)",8.25% (Libor + 7.25%/Q),2/6/2014,49523,49523
150,Power Generation,"Brush Power, LLC",Gas turbine power generation facilities operator,First lien senior secured loan ($801 par due 8/2020),7.50% (Base Rate + 4.25%/Q),8/1/2013,801,801
