,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
16,Whitcraft LLC  (4),One stop,,L + 6.50,,N/A  (5),,05/2020,,-,,,(1,,,-,,,-,,,,
17,,,,,,,,,,62297,,,61441,,,6.4,,,57770,,,,
18,Automobile,,,,,,,,,,,,,,,,,,,,,,
19,Dent Wizard International Corporation  *,Senior loan,,L + 4.75,,5.75,,04/2020,,4545,,,4516,,,0.5,,,4500,,,,
20,OEConnection LLC  *,Senior loan,,L + 5.00,,6.15,,06/2022,,4858,,,4749,,,0.5,,,4858,,,,
21,OEConnection LLC  (4),Senior loan,,L + 5.00,,N/A  (5),,06/2021,,-,,,(1,,,-,,,-,,,,
22,T5 Merger Corporation  ^#,One stop,,L + 6.25,,7.25,,03/2022,,4403,,,4327,,,0.5,,,4359,,,,
23,T5 Merger Corporation,One stop,,L + 6.25,,7.25,,03/2022,,60,,,58,,,-,,,59,,,,
24,T5 Merger Corporation  (4),One stop,,L + 6.25,,N/A  (5),,03/2022,,-,,,(2,,,-,,,(3,,,,
25,,,,,,,,,,13866,,,13647,,,1.5,,,13773,,,,
26,Banking,,,,,,,,,,,,,,,,,,,,,,
27,HedgeServ Holding L.P.  *#,One stop,,L + 8.00,,7.01 cash/2.00 PIK,,02/2019,,17621,,,17560,,,1.8,,,16739,,,,
28,HedgeServ Holding L.P.  (4),One stop,,L + 8.00,,N/A  (5),,02/2019,,-,,,(3,,,-,,,(47,,,,
29,,,,,,,,,,17621,,,17557,,,1.8,,,16692,,,,
30,"Beverage, Food and Tobacco",,,,,,,,,,,,,,,,,,,,,,
31,"Abita Brewing Co., L.L.C.",One stop,,L + 7.25,,7.00 cash/1.25 PIK,,04/2021,,7969,,,7843,,,0.8,,,7172,,,,
32,"Abita Brewing Co., L.L.C.  (4)",One stop,,L + 7.25,,N/A  (5),,04/2021,,-,,,(1,,,-,,,(2,,,,
33,ABP Corporation  *,Senior loan,,L + 4.75,,6.00,,09/2018,,4672,,,4649,,,0.5,,,4511,,,,
34,ABP Corporation,Senior loan,,P + 3.50,,7.50,,09/2018,,292,,,290,,,-,,,275,,,,
35,"Atkins Nutritionals, Inc.  *^",One stop,,L + 8.50,,9.75,,04/2019,,21636,,,21499,,,2.4,,,21636,,,,
36,"Atkins Nutritionals, Inc.  *^#",One stop,,L + 5.00,,6.25,,01/2019,,13262,,,13172,,,1.5,,,13262,,,,
37,"Benihana, Inc.  *^",One stop,,L + 7.00,,8.25,,01/2019,,16140,,,15923,,,1.8,,,15992,,,,
38,"Benihana, Inc.",One stop,,L + 7.00,,8.58,,07/2018,,695,,,670,,,0.1,,,675,,,,
39,"C. J. Foods, Inc.  *^",One stop,,L + 6.25,,7.40,,05/2019,,5231,,,5178,,,0.6,,,5178,,,,
40,"C. J. Foods, Inc.",One stop,,L + 6.25,,7.40,,05/2019,,659,,,653,,,0.1,,,653,,,,
41,"C. J. Foods, Inc.",One stop,,L + 6.25,,7.25,,05/2019,,194,,,188,,,-,,,187,,,,
42,"Firebirds International, LLC  *",One stop,,L + 5.75,,7.00,,05/2018,,1068,,,1064,,,0.1,,,1068,,,,
43,"Firebirds International, LLC  *",One stop,,L + 5.75,,7.00,,05/2018,,300,,,299,,,-,,,300,,,,
44,"Firebirds International, LLC",One stop,,L + 5.75,,7.00,,05/2018,,96,,,96,,,-,,,96,,,,
45,"Firebirds International, LLC  (4)",One stop,,L + 5.75,,N/A  (5),,05/2018,,-,,,(1,,,-,,,-,,,,
46,"First Watch Restaurants, Inc.  *^",One stop,,L + 6.00,,7.31,,12/2020,,15177,,,15060,,,1.7,,,15177,,,,
47,"First Watch Restaurants, Inc.  *",One stop,,L + 6.00,,7.15,,12/2020,,1252,,,1243,,,0.1,,,1252,,,,
48,"First Watch Restaurants, Inc.  *",One stop,,L + 6.00,,7.15,,12/2020,,1249,,,1240,,,0.1,,,1249,,,,
49,"First Watch Restaurants, Inc.",One stop,,L + 6.00,,7.03,,12/2020,,1078,,,1071,,,0.1,,,1078,,,,
50,"First Watch Restaurants, Inc.",One stop,,P + 5.00,,9.00,,12/2020,,288,,,285,,,-,,,288,,,,
51,"Hopdoddy Holdings, LLC",One stop,,L + 8.00,,9.00,,08/2020,,656,,,647,,,0.1,,,656,,,,
52,"Hopdoddy Holdings, LLC",One stop,,L + 8.00,,N/A  (5),,08/2020,,-,,,-,,,-,,,-,,,,
53,"Hopdoddy Holdings, LLC  (4)",One stop,,L + 8.00,,N/A  (5),,08/2020,,-,,,(2,,,-,,,-,,,,
54,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,
55,"Beverage, Food and Tobacco - (continued)",,,,,,,,,,,,,,,,,,,,,,
56,IT'SUGAR LLC,Subordinated debt,,N/A,,5.00,,04/2020,,,1707,,,,1707,,,0.2,,,,1726,
57,Julio & Sons Company,One stop,,L + 5.50,,N/A  (5),,12/2018,,-,,,-,,,-,,,-,,,,
58,"Mid-America Pet Food, L.L.C.  ^",One stop,,L + 6.25,,7.40,,12/2021,,5669,,,5588,,,0.6,,,5669,,,,
59,"Mid-America Pet Food, L.L.C  .(4)",One stop,,L + 6.25,,N/A  (5),,12/2021,,-,,,(1,,,-,,,-,,,,
60,"P&P Food Safety US Acquisition, Inc.  *",One stop,,L + 6.50,,7.64,,11/2021,,4147,,,4099,,,0.5,,,4147,,,,
61,"P&P Food Safety US Acquisition, Inc.",One stop,,L + 6.50,,N/A  (5),,11/2021,,-,,,-,,,-,,,-,,,,
62,"Purfoods, LLC",One stop,,L + 6.25,,7.25,,05/2021,,8604,,,8428,,,0.9,,,8604,,,,
63,"Purfoods, LLC",One stop,,N/A,,7.00 PIK,,05/2026,,101,,,101,,,-,,,108,,,,
64,"Purfoods, LLC",One stop,,L + 6.25,,7.25,,05/2021,,60,,,59,,,-,,,60,,,,
65,"Purfoods, LLC",One stop,,L + 6.25,,7.25,,05/2021,,10,,,10,,,-,,,10,,,,
66,"Purfoods, LLC  (4)",One stop,,L + 6.25,,N/A  (5),,05/2021,,-,,,(1,,,-,,,-,,,,
67,"Restaurant Holding Company, LLC  #",Senior loan,,L + 7.75,,8.75,,02/2019,,4580,,,4561,,,0.5,,,4489,,,,
68,"Rubio's Restaurants, Inc.  *^",Senior loan,,L + 4.75,,6.00,,11/2018,,8873,,,8843,,,1.0,,,8873,,,,
69,Smashburger Finance LLC,Senior loan,,L + 5.50,,6.75,,05/2018,,83,,,82,,,-,,,81,,,,
70,Smashburger Finance LLC  (4),Senior loan,,L + 5.50,,N/A  (5),,05/2018,,-,,,(1,,,-,,,-,,,,
71,Surfside Coffee Company LLC  #,One stop,,L + 5.25,,6.25,,06/2020,,4447,,,4418,,,0.5,,,4447,,,,
72,Surfside Coffee Company LLC,One stop,,L + 5.25,,6.25,,06/2020,,336,,,330,,,-,,,336,,,,
73,Surfside Coffee Company LLC,One stop,,L + 5.25,,6.25,,06/2020,,26,,,25,,,-,,,26,,,,
74,"Tate's Bake Shop, Inc.  #",Senior loan,,L + 5.00,,6.15,,08/2019,,594,,,590,,,0.1,,,594,,,,
75,Uinta Brewing Company  ^,One stop,,L + 8.50,,9.50,,08/2019,,3734,,,3717,,,0.4,,,3586,,,,
76,Uinta Brewing Company,One stop,,L + 8.50,,9.50,,08/2019,,539,,,534,,,0.1,,,510,,,,
77,,,,,,,,,,135424,,,134155,,,14.8,,,133969,,,,
78,Broadcasting and Entertainment,,,,,,,,,,,,,,,,,,,,,,
79,"TouchTunes Interactive Networks, Inc.  ^",Senior loan,,L + 4.75,,5.90,,05/2021,,1470,,,1464,,,0.2,,,1475,,,,
80,Building and Real Estate,,,,,,,,,,,,,,,,,,,,,,
81,"Brooks Equipment Company, LLC  *^",One stop,,L + 5.00,,6.03,,08/2020,,22720,,,22527,,,2.5,,,22548,,,,
82,"Brooks Equipment Company, LLC  *",One stop,,L + 5.00,,6.05,,08/2020,,5729,,,5688,,,0.6,,,5686,,,,
83,"Brooks Equipment Company, LLC",One stop,,L + 5.00,,6.00,,08/2020,,178,,,167,,,-,,,158,,,,
84,"ITEL Laboratories, Inc.  *",Senior loan,,L + 4.50,,5.75,,06/2018,,547,,,545,,,0.1,,,547,,,,
85,"ITEL Laboratories, Inc.",Senior loan,,L + 4.50,,N/A  (5),,06/2018,,-,,,-,,,-,,,-,,,,
86,"Jensen Hughes, Inc.  #",Senior loan,,L + 5.00,,6.00,,12/2021,,134,,,133,,,-,,,134,,,,
87,,,,,,,,,,29308,,,29060,,,3.2,,,29073,,,,
88,"Chemicals, Plastics and Rubber",,,,,,,,,,,,,,,,,,,,,,
89,"Flexan, LLC  *",One stop,,L + 5.75,,6.90,,02/2020,,2345,,,2324,,,0.3,,,2345,,,,
90,"Flexan, LLC",One stop,,L + 5.75,,N/A  (5),,02/2020,,-,,,-,,,-,,,-,,,,
91,,,,,,,,,,2345,,,2324,,,0.3,,,2345,,,,
92,Diversified/Conglomerate Manufacturing,,,,,,,,,,,,,,,,,,,,,,
93,"Chase Industries, Inc.  *^#",One stop,,L + 5.75,,6.75,,09/2020,,21594,,,21465,,,2.4,,,21594,,,,
94,"Chase Industries, Inc.  #",One stop,,L + 5.75,,6.75,,09/2020,,4795,,,4767,,,0.5,,,4795,,,,
95,"Chase Industries, Inc.",One stop,,L + 5.75,,6.75,,09/2020,,324,,,311,,,-,,,324,,,,
96,"Inventus Power, Inc.  *^",One stop,,L + 6.50,,7.50,,04/2020,,8140,,,8090,,,0.8,,,7815,,,,
97,"Inventus Power, Inc.  (4)",One stop,,L + 6.50,,N/A  (5),,04/2020,,-,,,(3,,,-,,,(21,,,,
98,Onicon Incorporated  *^#,One stop,,L + 6.00,,7.02,,04/2020,,13194,,,13079,,,1.5,,,13194,,,,
99,Onicon Incorporated  (4),One stop,,L + 6.00,,N/A  (5),,04/2020,,-,,,(5,,,-,,,-,,,,
100,"Pasternack Enterprises, Inc. and Fairview Microwave, Inc.  #",Senior loan,,L + 5.00,,6.00,,05/2022,,204,,,204,,,-,,,204,,,,
101,"PetroChoice Holdings, Inc.  ^",Senior loan,,L + 5.00,,6.00,,08/2022,,1759,,,1714,,,0.2,,,1759,,,,
102,"Plex Systems, Inc.  *^",One stop,,L + 7.50,,8.75,,06/2020,,18797,,,18467,,,2.1,,,18797,,,,
103,"Plex Systems, Inc.  (4)",One stop,,L + 7.50,,N/A  (5),,06/2020,,-,,,(26,,,-,,,-,,,,
104,"Reladyne, Inc.  *^",Senior loan,,L + 5.25,,6.25,,07/2022,,10632,,,10483,,,1.2,,,10632,,,,
105,"Reladyne, Inc.  *",Senior loan,,L + 5.25,,6.25,,07/2022,,111,,,110,,,-,,,111,,,,
106,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,
107,Diversified/Conglomerate Manufacturing - (continued),,,,,,,,,,,,,,,,,,,,,,
108,"Reladyne, Inc.",Senior loan,,L + 5.25,,6.25,,07/2022,,,70,,,,69,,,-,,,,70,
109,"Reladyne, Inc.",Senior loan,,L + 5.25,,6.25,,07/2022,,36,,,36,,,-,,,36,,,,
110,"Reladyne, Inc.",Senior loan,,L + 5.25,,6.25,,07/2022,,13,,,11,,,-,,,13,,,,
111,"Sunless Merger Sub, Inc.  #",Senior loan,,L + 5.00,,6.25,,07/2019,,1473,,,1480,,,0.2,,,1473,,,,
112,"Sunless Merger Sub, Inc.",Senior loan,,P + 3.75,,7.50,,07/2019,,85,,,84,,,-,,,85,,,,
113,,,,,,,,,,81227,,,80336,,,8.9,,,80881,,,,
114,Diversified/Conglomerate Service,,,,,,,,,,,,,,,,,,,,,,
115,"Accellos, Inc.  *^#",One stop,,L + 5.75,,6.90,,07/2020,,19394,,,19253,,,2.1,,,19394,,,,
116,"Accellos, Inc.  (4)",One stop,,L + 5.75,,N/A  (5),,07/2020,,-,,,(6,,,-,,,-,,,,
117,"Actiance, Inc.  *^",One stop,,L + 9.00,,10.00,,10/2019,,3962,,,3838,,,0.5,,,3962,,,,
118,"Actiance, Inc.",One stop,,L + 9.00,,N/A  (5),,10/2019,,-,,,-,,,-,,,-,,,,
119,Agility Recovery Solutions Inc.  *^,One stop,,L + 6.50,,7.50,,03/2020,,14021,,,13900,,,1.6,,,14021,,,,
120,Agility Recovery Solutions Inc.  (4),One stop,,L + 6.50,,N/A  (5),,03/2020,,-,,,(5,,,-,,,-,,,,
121,Bomgar Corporation  ^,One stop,,L + 7.50,,8.65,,06/2022,,4863,,,4778,,,0.5,,,4863,,,,
122,Bomgar Corporation  (4),One stop,,L + 7.50,,N/A  (5),,06/2022,,-,,,(2,,,-,,,-,,,,
123,"CIBT Holdings, Inc.  ^",Senior loan,,L + 5.25,,6.40,,06/2022,,1963,,,1946,,,0.2,,,1963,,,,
124,"CIBT Holdings, Inc.",Senior loan,,L + 5.25,,N/A  (5),,06/2022,,-,,,-,,,-,,,-,,,,
125,"Clearwater Analytics, LLC  ^#",One stop,,L + 7.50,,8.50,,09/2022,,9744,,,9586,,,1.1,,,9744,,,,
126,"Clearwater Analytics, LLC",One stop,,L + 7.50,,8.50,,09/2022,,24,,,22,,,-,,,24,,,,
127,Daxko Acquisition Corporation  ^#,One stop,,L + 6.50,,7.50,,09/2022,,8515,,,8398,,,0.9,,,8515,,,,
128,Daxko Acquisition Corporation,One stop,,L + 6.50,,N/A  (5),,09/2022,,-,,,-,,,-,,,-,,,,
129,"EGD Security Systems, LLC",One stop,,L + 6.25,,7.25,,06/2022,,11114,,,10897,,,1.2,,,11114,,,,
130,"EGD Security Systems, LLC  ^",One stop,,L + 6.25,,7.25,,06/2022,,98,,,97,,,-,,,98,,,,
131,"EGD Security Systems, LLC",One stop,,L + 6.25,,7.25,,06/2022,,25,,,23,,,-,,,25,,,,
132,"EGD Security Systems, LLC  (4)",One stop,,L + 6.25,,N/A  (5),,06/2022,,-,,,(1,,,-,,,-,,,,
133,"HealthcareSource HR, Inc.  *",One stop,,L + 6.75,,7.90,,05/2020,,20824,,,20491,,,2.3,,,20824,,,,
134,"HealthcareSource HR, Inc.  (4)",One stop,,L + 6.75,,N/A  (5),,05/2020,,-,,,(1,,,-,,,-,,,,
135,"Host Analytics, Inc.",One stop,,N/A,,8.50 cash/2.25 PIK,,02/2020,,3063,,,3020,,,0.3,,,3063,,,,
136,"Host Analytics, Inc.",One stop,,N/A,,8.50 cash/2.25 PIK,,08/2021,,2567,,,2425,,,0.3,,,2567,,,,
137,"Host Analytics, Inc.  (4)",One stop,,N/A,,N/A  (5),,02/2020,,-,,,(7,,,-,,,-,,,,
138,"III US Holdings, LLC  (4)",One stop,,L + 6.00,,N/A  (5),,09/2022,,-,,,(1,,,-,,,-,,,,
139,"Integration Appliance, Inc.  *^",One stop,,L + 8.25,,9.50,,09/2020,,16123,,,16002,,,1.8,,,16123,,,,
140,"Integration Appliance, Inc.",One stop,,L + 8.25,,9.50,,09/2020,,7914,,,7789,,,0.9,,,7914,,,,
141,"Integration Appliance, Inc.",One stop,,L + 8.25,,9.50,,09/2020,,5396,,,5318,,,0.6,,,5396,,,,
142,"Integration Appliance, Inc.",One stop,,L + 8.25,,9.50,,09/2020,,899,,,891,,,0.1,,,899,,,,
143,"Integration Appliance, Inc.  *",One stop,,L + 8.25,,9.50,,09/2020,,719,,,711,,,0.1,,,719,,,,
144,"Kinnser Software, Inc.",One stop,,L + 6.50,,7.65,,12/2022,,8604,,,8420,,,0.9,,,8604,,,,
145,"Kinnser Software, Inc.  (4)",One stop,,L + 6.50,,N/A  (5),,12/2021,,-,,,(1,,,-,,,-,,,,
146,"Netsmart Technologies, Inc.  #",Senior loan,,L + 4.50,,5.65,,04/2023,,1763,,,1748,,,0.2,,,1779,,,,
147,"Netsmart Technologies, Inc.  (4)",Senior loan,,L + 4.75,,N/A  (5),,04/2023,,-,,,(9,,,-,,,-,,,,
148,"Professional Datasolutions, Inc.  #",Senior loan,,L + 5.50,,6.50,,05/2022,,2919,,,2875,,,0.3,,,2875,,,,
149,"Professional Datasolutions, Inc.",Senior loan,,L + 5.50,,N/A  (5),,05/2022,,-,,,-,,,-,,,-,,,,
150,"Project Alpha Intermediate Holding, Inc.  *#",One stop,,L + 8.25,,9.25,,08/2022,,17171,,,16707,,,1.9,,,17171,,,,
151,"PT Intermediate Holdings III, LLC",One stop,,L + 6.50,,7.50,,06/2022,,22139,,,21657,,,2.4,,,22139,,,,
152,"PT Intermediate Holdings III, LLC  *",One stop,,L + 6.50,,7.50,,06/2022,,2188,,,2166,,,0.2,,,2188,,,,
153,"PT Intermediate Holdings III, LLC",One stop,,L + 6.50,,8.22,,06/2022,,91,,,88,,,-,,,91,,,,
154,"Secure-24, LLC  *^",One stop,,L + 5.00,,6.00,,08/2019,,21761,,,21536,,,2.4,,,21761,,,,
155,"Secure-24, LLC  (4)",One stop,,L + 5.00,,N/A  (5),,08/2019,,-,,,(5,,,-,,,-,,,,
156,"Severin Acquisition, LLC  ^",Senior loan,,L + 5.38,,6.52,,07/2021,,888,,,876,,,0.1,,,895,,,,
157,"Severin Acquisition, LL  C^",Senior loan,,L + 5.00,,6.15,,07/2021,,790,,,781,,,0.1,,,786,,,,
158,"Severin Acquisition, LLC  ^",Senior loan,,L + 5.38,,6.52,,07/2021,,604,,,596,,,0.1,,,609,,,,
159,"Severin Acquisition, LLC  ^",Senior loan,,L + 4.88,,6.02,,07/2021,,195,,,192,,,-,,,193,,,,
160,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,
161,Diversified/Conglomerate Service - (continued),,,,,,,,,,,,,,,,,,,,,,
162,"Source Medical Solutions, Inc.",Second lien,,L + 11.00,,9.00 cash/3.00 PIK,,03/2018,,,9618,,,,9530,,,1.1,,,,9618,
163,"TA MHI Buyer, Inc.  ^",One stop,,L + 6.00,,7.15,,09/2021,,8191,,,8117,,,0.9,,,8191,,,,
164,"TA MHI Buyer, Inc.  *",One stop,,L + 6.00,,7.15,,09/2021,,1275,,,1261,,,0.2,,,1275,,,,
165,"TA MHI Buyer, Inc.  ^",One stop,,L + 6.00,,7.15,,09/2021,,662,,,655,,,0.1,,,662,,,,
166,"TA MHI Buyer, Inc.  *#",One stop,,L + 6.00,,7.15,,09/2021,,5340,,,5247,,,0.6,,,5340,,,,
167,"TA MHI Buyer, Inc.  ^",One stop,,L + 6.00,,7.15,,09/2021,,236,,,234,,,-,,,236,,,,
168,"TA MHI Buyer, Inc.",One stop,,L + 6.00,,N/A  (5),,09/2021,,-,,,-,,,-,,,-,,,,
169,"Trintech, Inc.  *^#",One stop,,L + 6.00,,7.04,,10/2021,,10918,,,10813,,,1.2,,,10918,,,,
170,"Trintech, Inc.",One stop,,L + 6.00,,N/A  (5),,10/2021,,-,,,-,,,-,,,-,,,,
171,"Vendavo, Inc.",One stop,,L + 8.50,,9.52,,10/2019,,17982,,,17760,,,1.9,,,17672,,,,
172,"Vendavo, Inc.  (4)",One stop,,L + 8.50,,N/A  (5),,10/2019,,-,,,(8,,,-,,,(25,,,,
173,Vendor Credentialing Service LLC,One stop,,L + 6.00,,7.00,,11/2021,,10143,,,9941,,,1.1,,,10143,,,,
174,Vendor Credentialing Service LLC  (4),One stop,,L + 6.00,,N/A  (5),,11/2021,,-,,,(1,,,-,,,-,,,,
175,Verisys Corporation  #,One stop,,L + 6.75,,7.77,,01/2023,,3945,,,3888,,,0.4,,,3906,,,,
176,Verisys Corporation  (4),One stop,,L + 6.75,,N/A  (5),,01/2023,,-,,,(1,,,-,,,(1,,,,
177,"Vitalyst, LLC",Senior loan,,L + 5.00,,6.37,,09/2017,,1269,,,1267,,,0.1,,,1269,,,,
178,"Vitalyst, LLC",Senior loan,,L + 5.00,,N/A  (5),,09/2017,,-,,,-,,,-,,,-,,,,
179,"Workforce Software, LLC  ^",One stop,,L + 10.50,,4.51 cash/7.00 PIK,,06/2021,,5159,,,5128,,,0.6,,,5159,,,,
180,"Workforce Software, LLC",One stop,,L + 10.50,,N/A  (5),,06/2021,,-,,,-,,,-,,,-,,,,
181,"Xmatters, Inc. and Alarmpoint, Inc.",One stop,,L + 9.25,,9.50 cash/0.75 PIK,,08/2021,,4855,,,4775,,,0.6,,,4855,,,,
182,"Xmatters, Inc. and Alarmpoint, Inc.",One stop,,L + 9.25,,N/A  (5),,08/2021,,-,,,-,,,-,,,-,,,,
183,,,,,,,,,,289934,,,285595,,,31.9,,,289537,,,,
184,Ecological,,,,,,,,,,,,,,,,,,,,,,
185,"Pace Analytical Services, LLC",One stop,,L + 6.25,,7.25,,09/2022,,15423,,,15034,,,1.7,,,15423,,,,
186,"Pace Analytical Services, LLC",One stop,,L + 6.25,,7.25,,09/2022,,12,,,6,,,-,,,12,,,,
187,"Pace Analytical Services, LLC  (4)",One stop,,L + 6.25,,N/A  (5),,09/2022,,-,,,(2,,,-,,,-,,,,
188,,,,,,,,,,15435,,,15038,,,1.7,,,15435,,,,
189,Electronics,,,,,,,,,,,,,,,,,,,,,,
190,"Appriss Holdings, Inc.  *^#",Senior loan,,L + 5.25,,6.40,,11/2020,,15373,,,15214,,,1.7,,,15373,,,,
191,"Appriss Holdings, Inc.",Senior loan,,L + 5.25,,6.40,,11/2020,,1892,,,1865,,,0.2,,,1892,,,,
192,"Compusearch Software Holdings, Inc.  ^",Senior loan,,L + 4.25,,5.28,,05/2021,,1474,,,1471,,,0.2,,,1474,,,,
193,Diligent Corporation  *,One stop,,L + 6.75,,7.75,,04/2022,,4863,,,4760,,,0.5,,,4890,,,,
194,Diligent Corporation  *^,One stop,,L + 6.25,,7.25,,04/2022,,2662,,,2624,,,0.3,,,2627,,,,
195,Diligent Corporation  (4),One stop,,L + 6.75,,N/A  (5),,04/2022,,-,,,(2,,,-,,,-,,,,
196,"ECI Acquisition Holdings, Inc.  *^#",One stop,,L + 6.25,,7.40,,03/2019,,21556,,,21398,,,2.4,,,21556,,,,
197,"ECI Acquisition Holdings, Inc.  *",One stop,,L + 6.25,,7.40,,03/2019,,1396,,,1386,,,0.2,,,1396,,,,
198,"ECI Acquisition Holdings, Inc.  (4)",One stop,,L + 6.25,,N/A  (5),,03/2019,,-,,,(7,,,-,,,-,,,,
199,"Gamma Technologies, LLC  ^",One stop,,L + 5.00,,6.00,,06/2021,,7594,,,7540,,,0.8,,,7594,,,,
200,"Gamma Technologies, LLC  (4)",One stop,,L + 5.00,,N/A  (5),,06/2021,,-,,,(1,,,-,,,-,,,,
201,"LD Intermediate Holdings, Inc.  *^",Senior loan,,L + 5.88,,6.88,,12/2022,,2572,,,2374,,,0.3,,,2466,,,,
202,Park Place Technologies LLC  *^#,One stop,,L + 5.00,,6.15,,06/2022,,16134,,,15951,,,1.8,,,16134,,,,
203,Park Place Technologies LLC  (4),One stop,,L + 5.00,,N/A  (5),,06/2022,,-,,,(2,,,-,,,-,,,,
204,"SEI, Inc.  #",Senior loan,,L + 4.75,,5.75,,07/2021,,1096,,,1086,,,0.1,,,1096,,,,
205,"Sloan Company, Inc., The  #",One stop,,L + 7.25,,8.40,,04/2020,,7475,,,7388,,,0.8,,,7101,,,,
206,"Sloan Company, Inc., The",One stop,,L + 7.25,,8.33,,04/2020,,22,,,21,,,-,,,19,,,,
207,Sovos Compliance  *^,One stop,,L + 7.25,,8.40,,03/2022,,9376,,,9217,,,1.0,,,9376,,,,
208,Sovos Compliance  (4),One stop,,L + 7.25,,N/A  (5),,03/2022,,-,,,(1,,,-,,,-,,,,
209,Sparta Holding Corporation  *^#,One stop,,L + 5.50,,6.65,,07/2020,,22309,,,22154,,,2.5,,,22309,,,,
210,Sparta Holding Corporation  (4),One stop,,L + 5.50,,N/A  (5),,07/2020,,-,,,(21,,,-,,,-,,,,
211,"Watchfire Enterprises, Inc.",Second lien,,L + 8.00,,9.15,,10/2021,,9435,,,9290,,,1.0,,,9435,,,,
212,,,,,,,,,,125229,,,123705,,,13.8,,,124738,,,,
213,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,
214,Grocery,,,,,,,,,,,,,,,,,,,,,,
215,"MyWebGrocer, Inc.  *",One stop,,L + 8.75,,10.00,,05/2017,,,14271,,,,14245,,,1.6,,,,14271,
216,"Teasdale Quality Foods, Inc.  #",Senior loan,,L + 4.75,,5.78,,10/2020,,707,,,696,,,0.1,,,717,,,,
217,"Teasdale Quality Foods, Inc.  #",Senior loan,,L + 4.75,,5.92,,10/2020,,529,,,525,,,-,,,537,,,,
218,,,,,,,,,,15507,,,15466,,,1.7,,,15525,,,,
219,"Healthcare, Education and Childcare",,,,,,,,,,,,,,,,,,,,,,
220,"Active Day, Inc.",One stop,,L + 6.00,,7.00,,12/2021,,13470,,,13180,,,1.5,,,13470,,,,
221,"Active Day, Inc.  ^",One stop,,L + 6.00,,7.00,,12/2021,,1039,,,1025,,,0.1,,,1039,,,,
222,"Active Day, Inc.  (4)",One stop,,L + 6.00,,N/A  (5),,12/2021,,-,,,(1,,,-,,,-,,,,
223,"Active Day, Inc.  (4)",One stop,,L + 6.00,,N/A(5),,12/2021,,-,,,(19,,,-,,,-,,,,
224,"Acuity Eyecare Holdings, LLC",One stop,,P + 5.75,,9.75,,03/2022,,3632,,,3542,,,0.4,,,3596,,,,
225,"Acuity Eyecare Holdings, LLC  (4)",One stop,,L + 6.75,,N/A  (5),,03/2022,,-,,,(1,,,-,,,(1,,,,
