,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
43,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,Automobiles - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,"Quick Quack Car Wash Holdings, LLC*#",One stop,,L + 5.50,(c),,6.50,,10/2024,,,12950,,,,12963,,,0.5,,,12950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,"Quick Quack Car Wash Holdings, LLC+",One stop,,L + 5.50,(b)(c),,6.50,,10/2024,,3953,,,3888,,,0.2,,3953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,"Quick Quack Car Wash Holdings, LLC#+",One stop,,L + 5.50,(c),,6.50,,10/2024,,2337,,,2318,,,0.1,,2337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L + 5.50,(c),,6.50,,10/2024,,2042,,,2072,,,0.1,,2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L + 5.50,(c),,6.50,,10/2024,,1364,,,1386,,,0.1,,1364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L + 5.50,(c),,6.50,,10/2024,,1111,,,1141,,,-,,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,"Quick Quack Car Wash Holdings, LLC+",One stop,,L + 5.50,,,N/A(6),,10/2024,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,"TWAS Holdings, LLC*+",One stop,,L + 6.00,(c),,7.00,,12/2026,,30878,,,30539,,,1.2,,30878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,"TWAS Holdings, LLC+",One stop,,L + 6.00,(c),,7.00,,12/2026,,8014,,,7928,,,0.3,,8014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,"TWAS Holdings, LLC+(5)",One stop,,L + 6.00,,,N/A(6),,12/2026,,-,,,(4),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,139313,,,137940,,,5.5,,138445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,Beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,"Fintech Midco, LLC*#",One stop,,L + 5.75,(c),,6.50,,08/2024,,24163,,,24389,,,0.9,,23921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,"Fintech Midco, LLC+",One stop,,L + 5.75,(b),,6.50,,08/2024,,15337,,,15188,,,0.6,,15184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,"Fintech Midco, LLC#+",One stop,,L + 5.75,(c),,6.50,,08/2024,,1119,,,1146,,,-,,1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,"Fintech Midco, LLC+(5)",One stop,,L + 5.75,,,N/A(6),,08/2024,,-,,,(1),,,-,,(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,"Watermill Express, LLC+",One stop,,L + 5.25,(c),,6.25,,04/2027,,2267,,,2246,,,0.1,,2267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,"Watermill Express, LLC+",One stop,,L + 5.25,,,N/A(6),,04/2027,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,"Watermill Express, LLC+(5)",One stop,,L + 5.25,,,N/A(6),,04/2027,,-,,,(1),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,"Winebow Holdings, Inc.",One stop,,L + 6.25,(a),,7.25,,07/2025,,7878,,,7773,,,0.3,,7878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,50764,,,50740,,,1.9,,50356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,Biotechnology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,"BIO18 Borrower, LLC#+",One stop,,L + 4.75,(a)(c),,5.75,,11/2024,,10962,,,10990,,,0.4,,10880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,"BIO18 Borrower, LLC+",One stop,,L + 4.75,(a),,5.75,,11/2024,,7948,,,7891,,,0.3,,7888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,"BIO18 Borrower, LLC*#+",One stop,,L + 4.75,(a),,5.75,,11/2024,,3922,,,3898,,,0.2,,3894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,"BIO18 Borrower, LLC+(5)",One stop,,L + 4.75,,,N/A(6),,11/2024,,-,,,(1),,,-,,(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,22832,,,22778,,,0.9,,22660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,Building Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,,4149,,,,4150,,,0.2,,,4107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(b)(c)(f),,5.50,,03/2024,,1403,,,1426,,,0.1,,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,904,,,914,,,-,,895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,852,,,844,,,-,,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,434,,,444,,,-,,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,277,,,279,,,-,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,216,,,216,,,-,,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,115,,,115,,,-,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,"Jensen Hughes, Inc.+(5)",Senior loan,,L + 4.50,,,N/A(6),,03/2024,,-,,,(14),,,-,,(15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,8350,,,8374,,,0.3,,8252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,Chemicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,Inhance Technologies Holdings LLC#+,One stop,,L + 6.00,(c),,7.00,,07/2024,,12573,,,12663,,,0.5,,12573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,Inhance Technologies Holdings LLC+,One stop,,L + 6.00,(c),,7.00,,07/2024,,1910,,,1901,,,0.1,,1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,Inhance Technologies Holdings LLC+,One stop,,L + 6.00,(c),,7.00,,07/2024,,96,,,95,,,-,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,PHM NL SP Bidco B.V.(8)(9)(14),One stop,,E + 6.25,(g),,6.25,,10/2028,,36686,,,36182,,,1.4,,36182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,PHM NL SP Bidco B.V.+(8)(14),One stop,,L + 6.25,(d),,6.75,,10/2028,,13766,,,13576,,,0.5,,13576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,PHM NL SP Bidco B.V.(5)(8)(9)(14),One stop,,E + 6.25,,,N/A(6),,10/2028,,-,,,(178),,,-,,(178),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,65031,,,64239,,,2.5,,64159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,Commercial Services & Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,"EGD Security Systems, LLC*#+",One stop,,L + 5.65,(c),,6.65,,06/2023,,30092,,,30317,,,1.2,,30092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,"EGD Security Systems, LLC+",One stop,,L + 5.65,(c),,6.65,,06/2023,,1687,,,1676,,,0.1,,1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,"EGD Security Systems, LLC*+",One stop,,L + 5.65,(c),,6.65,,06/2023,,1258,,,1257,,,-,,1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,"EGD Security Systems, LLC+",One stop,,L + 5.65,(c),,6.65,,06/2023,,843,,,838,,,-,,843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,"EGD Security Systems, LLC+",One stop,,L + 5.65,(c),,6.65,,06/2023,,767,,,762,,,-,,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,"EGD Security Systems, LLC#+",One stop,,L + 5.65,(c),,6.65,,06/2023,,644,,,656,,,-,,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,"EGD Security Systems, LLC#+",One stop,,L + 5.65,(c),,6.65,,06/2023,,575,,,573,,,-,,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,"EGD Security Systems, LLC+",One stop,,L + 5.65,(c),,6.65,,06/2023,,537,,,533,,,-,,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,"EGD Security Systems, LLC+",One stop,,L + 5.65,(c),,6.65,,06/2023,,200,,,199,,,-,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,Hydraulic Authority III Limited+~(8)(9)(10),One stop,,L + 5.75,(i),,6.75,,11/2025,,11024,,,11191,,,0.5,,11795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,Hydraulic Authority III Limited+(8)(9)(10),One stop,,N/A,,,11.00 PIK,,11/2028,,222,,,225,,,-,,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,Commercial Services & Supplies - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,Hydraulic Authority III Limited+(8)(9)(10),One stop,,L + 5.75,,,N/A(6),,11/2025,,,-,,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,"North Haven Stack Buyer, LLC",One stop,,L + 5.50,(c),,6.50,,07/2027,,8855,,,8684,,,0.4,,8767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,"North Haven Stack Buyer, LLC+",One stop,,L + 5.50,(c),,6.50,,07/2027,,262,,,197,,,-,,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,"North Haven Stack Buyer, LLC+",One stop,,L + 5.50,(c),,6.50,,07/2027,,11,,,10,,,-,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,"PT Intermediate Holdings III, LLC+~",One stop,,L + 5.50,(c),,6.50,,10/2025,,29746,,,29432,,,1.2,,29746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,"PT Intermediate Holdings III, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,10/2025,,-,,,(3),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,"Radwell International, LLC+",One stop,,L + 5.50,(c),,6.25,,07/2027,,3919,,,3905,,,0.2,,3905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,"Radwell International, LLC+",One stop,,L + 5.50,(c),,6.25,,07/2027,,268,,,268,,,-,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,"Radwell International, LLC+",One stop,,L + 5.50,(c),,6.25,,07/2027,,128,,,128,,,-,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,Trinity Air Consultants Holdings Corporation+,One stop,,L + 5.25,(a),,6.00,,06/2027,,2458,,,2411,,,0.1,,2458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,Trinity Air Consultants Holdings Corporation+,One stop,,L + 5.25,,,N/A(6),,06/2027,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,Trinity Air Consultants Holdings Corporation+(5),One stop,,L + 5.25,,,N/A(6),,06/2027,,-,,,(1),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,WRE Holding Corp.*#,Senior loan,,L + 5.50,(b)(c),,6.50,,01/2023,,2252,,,2273,,,0.1,,2252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,WRE Holding Corp.+,Senior loan,,L + 5.50,(b)(c),,6.50,,01/2023,,930,,,946,,,-,,930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,WRE Holding Corp.+,Senior loan,,L + 5.50,(c),,6.50,,01/2023,,682,,,681,,,-,,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,WRE Holding Corp.+,Senior loan,,L + 5.50,(b)(c),,6.50,,01/2023,,404,,,404,,,-,,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,WRE Holding Corp.+,Senior loan,,L + 5.50,(c),,6.50,,01/2023,,129,,,134,,,-,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,WRE Holding Corp.+,Senior loan,,L + 5.50,(a)(c)(f),,6.50,,01/2023,,24,,,24,,,-,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,WRE Holding Corp.+,Senior loan,,L + 5.50,(b)(c),,6.50,,01/2023,,23,,,23,,,-,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,,,,,,,,,97940,,,97743,,,3.8,,98555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
