,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
17,,"Covercraft Parent III, Inc.+",Senior loan,,L + 4.50,(b),,5.50,,08/2027,,4914,,,4870,,,0.2,,4914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,"Covercraft Parent III, Inc.+",Senior loan,,L + 4.50,(b),,5.51,,08/2027,,994,,,971,,,-,,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,"Covercraft Parent III, Inc.+(5)",Senior loan,,L + 4.50,,,N/A(6),,08/2027,,-,,,(1),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,"North Haven Falcon Buyer, LLC+",One stop,,L + 6.00,(b),,7.00,,05/2027,,6130,,,6024,,,0.3,,6130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,"North Haven Falcon Buyer, LLC+",One stop,,L + 6.00,(b),,7.00,,05/2027,,1026,,,1009,,,-,,1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,Polk Acquisition Corp.*#+,Senior loan,,L + 6.00,(a),,7.00,,12/2023,,18059,,,17955,,,0.7,,17933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,Polk Acquisition Corp.+,Senior loan,,L + 6.00,(a),,7.00,,12/2023,,181,,,182,,,-,,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,Polk Acquisition Corp.+,Senior loan,,L + 6.00,(a),,7.00,,12/2023,,106,,,106,,,-,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,31410,,,31116,,,1.2,,,31282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,"CG Group Holdings, LLC*#+",One stop,,L + 5.25,(b),,6.26,,07/2027,,31384,,,31106,,,1.2,,31384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,"CG Group Holdings, LLC+",One stop,,L + 5.25,(a),,6.25,,07/2026,,336,,,332,,,-,,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,"Cobblestone Intermediate Holdco, LLC+",One stop,,L + 5.50,(a),,6.25,,01/2026,,5593,,,5542,,,0.2,,5593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,"Cobblestone Intermediate Holdco, LLC+",One stop,,L + 5.50,(a)(b),,6.34,,01/2026,,2088,,,2048,,,0.1,,2088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,"Denali Midco 2, LLC+",One stop,,L + 5.50,(a),,6.25,,12/2027,,43080,,,42669,,,1.6,,43080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,"Denali Midco 2, LLC+",One stop,,L + 5.50,(a),,6.25,,12/2027,,144,,,139,,,-,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,"Denali Midco 2, LLC+",One stop,,L + 5.50,(a),,6.25,,12/2027,,100,,,99,,,-,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,"Denali Midco 2, LLC+",One stop,,L + 5.50,(a),,6.25,,12/2027,,80,,,79,,,-,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,"Denali Midco 2, LLC+",One stop,,L + 5.50,(a),,6.25,,12/2027,,80,,,79,,,-,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,"Denali Midco 2, LLC+",One stop,,L + 5.50,(a),,6.25,,12/2027,,66,,,65,,,-,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,"Denali Midco 2, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,12/2027,,-,,,(11),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,JHCC Holdings LLC+,One stop,,L + 5.75,(b),,6.76,,09/2025,,15393,,,15203,,,0.6,,14932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,Automobiles - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,JHCC Holdings LLC+,One stop,,P + 4.75,(e),,8.25,,09/2025,,,498,,,,494,,,-,,,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,JHCC Holdings LLC+,One stop,,L + 5.75,(b)(e),,7.22,,09/2025,,296,,,294,,,-,,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,JHCC Holdings LLC+,One stop,,P + 4.75,(b)(e),,8.22,,09/2025,,59,,,58,,,-,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,JHCC Holdings LLC+(5),One stop,,L + 5.75,,,N/A(6),,09/2025,,-,,,(28),,,-,,(100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,"MOP GM Holding, LLC*#~",One stop,,L + 5.75,(c),,6.76,,11/2026,,24099,,,23864,,,0.9,,24099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,"MOP GM Holding, LLC+",One stop,,L + 5.75,(b),,6.75,,11/2026,,2642,,,2619,,,0.1,,2642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,"MOP GM Holding, LLC+",One stop,,L + 5.75,(b),,6.75,,11/2026,,2591,,,2566,,,0.1,,2591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,"MOP GM Holding, LLC+",One stop,,L + 5.75,(c),,6.75,,11/2026,,1920,,,1901,,,0.1,,1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,"MOP GM Holding, LLC+",One stop,,L + 5.75,(b),,6.75,,11/2026,,1579,,,1565,,,0.1,,1579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,"MOP GM Holding, LLC+",One stop,,L + 5.75,(a),,6.75,,11/2026,,530,,,525,,,-,,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,"MOP GM Holding, LLC+",One stop,,L + 5.75,(c),,6.75,,11/2026,,148,,,147,,,-,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,"MOP GM Holding, LLC+",One stop,,L + 5.75,(b)(c),,6.75,,11/2026,,26,,,24,,,-,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,"MOP GM Holding, LLC+(5)",One stop,,L + 5.75,,,N/A(6),,11/2026,,-,,,(26),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,"National Express Wash Parent JV, LLC+",One stop,,SF + 5.50,(n),,6.25,,02/2028,,13965,,,13829,,,0.5,,13825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,"National Express Wash Parent JV, LLC+(5)",One stop,,SF + 5.50,,,N/A(6),,02/2028,,-,,,(1),,,-,,(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,"National Express Wash Parent JV, LLC+(5)",One stop,,SF + 5.50,,,N/A(6),,02/2028,,-,,,(5),,,-,,(5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,"POY Holdings, LLC#",One stop,,L + 5.50,(b),,6.50,,11/2027,,9591,,,9411,,,0.4,,9591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,"POY Holdings, LLC+",One stop,,L + 5.50,(b),,6.50,,11/2027,,54,,,50,,,-,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,"POY Holdings, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,11/2027,,-,,,(2),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,"Quick Quack Car Wash Holdings, LLC*#",One stop,,L + 6.00,(b),,7.00,,10/2024,,12882,,,12891,,,0.5,,12754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,"Quick Quack Car Wash Holdings, LLC+",One stop,,L + 6.00,(a)(b),,7.00,,10/2024,,9822,,,9778,,,0.4,,9724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,"Quick Quack Car Wash Holdings, LLC#+",One stop,,L + 6.00,(b),,7.00,,10/2024,,2325,,,2313,,,0.1,,2301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L + 6.00,(b),,7.00,,10/2024,,2031,,,2057,,,0.1,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L + 6.00,(b),,7.00,,10/2024,,1357,,,1374,,,0.1,,1344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L + 6.00,(b),,7.00,,10/2024,,1106,,,1125,,,-,,1094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,"Quick Quack Car Wash Holdings, LLC+",One stop,,L + 6.00,(b),,7.00,,10/2024,,65,,,58,,,-,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,"Quick Quack Car Wash Holdings, LLC+",One stop,,L + 6.00,(a),,7.00,,10/2024,,30,,,30,,,-,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,"TWAS Holdings, LLC#+",One stop,,SF + 6.00,(m),,7.00,,12/2026,,40664,,,40280,,,1.5,,40664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,"TWAS Holdings, LLC*+",One stop,,SF + 6.00,(m),,7.00,,12/2026,,30722,,,30415,,,1.2,,30722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,"TWAS Holdings, LLC+",One stop,,SF + 6.00,(m),,7.00,,12/2026,,7974,,,7896,,,0.3,,7974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,"TWAS Holdings, LLC+",One stop,,SF + 6.00,(m),,7.00,,12/2026,,612,,,603,,,-,,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,"TWAS Holdings, LLC+(5)",One stop,,L + 6.00,,,N/A(6),,12/2026,,-,,,(4),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,265932,,,263451,,,10.1,,264894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,Beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,"Fintech Midco, LLC*#",One stop,,L + 5.50,(b),,6.25,,08/2024,,24038,,,24226,,,0.9,,24038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,"Fintech Midco, LLC+",One stop,,L + 5.50,(b),,6.25,,08/2024,,15260,,,15138,,,0.6,,15260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,"Fintech Midco, LLC#+",One stop,,L + 5.50,(b),,6.25,,08/2024,,1114,,,1135,,,-,,1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,"Fintech Midco, LLC+",One stop,,L + 5.50,,,N/A(6),,08/2024,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,"Watermill Express, LLC+",One stop,,L + 5.50,(b),,6.51,,04/2027,,2256,,,2237,,,0.1,,2256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,"Watermill Express, LLC+",One stop,,L + 5.50,(a),,6.50,,04/2027,,1,,,1,,,-,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,"Watermill Express, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,04/2027,,-,,,(1),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,"Winebow Holdings, Inc.+",One stop,,L + 6.25,(a),,7.25,,07/2025,,7839,,,7747,,,0.3,,7839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,50508,,,50483,,,1.9,,50508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,Building Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,"BECO Holding Company, Inc.#+",One stop,,L + 5.50,(b),,6.51,,11/2028,,,7576,,,,7505,,,0.3,,,7576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,"BECO Holding Company, Inc.+(5)",One stop,,L + 5.50,,,N/A(6),,11/2027,,-,,,(4),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,"BECO Holding Company, Inc.+(5)",One stop,,L + 5.50,,,N/A(6),,11/2028,,-,,,(18),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(b),,5.50,,03/2024,,4127,,,4128,,,0.2,,4127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(a)(b),,5.50,,03/2024,,1396,,,1415,,,0.1,,1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(b),,5.50,,03/2024,,899,,,907,,,-,,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(b),,5.50,,03/2024,,848,,,842,,,-,,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(b),,5.50,,03/2024,,432,,,440,,,-,,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(b),,5.50,,03/2024,,275,,,277,,,-,,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(b),,5.50,,03/2024,,215,,,215,,,-,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(b),,5.50,,03/2024,,115,,,115,,,-,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,"Jensen Hughes, Inc.+(5)",Senior loan,,L + 4.50,,,N/A(6),,03/2024,,-,,,(11),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,15883,,,15811,,,0.6,,15883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,Chemicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,Inhance Technologies Holdings LLC#+,One stop,,L + 6.00,(b),,7.00,,07/2024,,12509,,,12583,,,0.5,,12509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,Inhance Technologies Holdings LLC+,One stop,,L + 6.00,(b),,7.00,,07/2024,,9963,,,9875,,,0.4,,9963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,Inhance Technologies Holdings LLC+,One stop,,L + 6.00,(b),,7.00,,07/2024,,1900,,,1894,,,0.1,,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,Inhance Technologies Holdings LLC+,One stop,,L + 6.00,(b),,7.00,,07/2024,,43,,,43,,,-,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,PHM NL SP Bidco B.V.+(8)(9)(14),One stop,,E + 6.25,(g),,6.25,,09/2028,,36686,,,36090,,,1.3,,35059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,PHM NL SP Bidco B.V.+(8)(14),One stop,,L + 6.25,(c),,6.75,,09/2028,,13766,,,13542,,,0.5,,13766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,PHM NL SP Bidco B.V.+(8)(9)(14),One stop,,SN + 6.25,(k),,6.94,,09/2028,,7942,,,7912,,,0.3,,7897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,PHM NL SP Bidco B.V.+(8)(9)(14),One stop,,E + 6.25,(g),,6.25,,09/2028,,3779,,,3704,,,0.1,,3706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,86588,,,85643,,,3.2,,84843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,Commercial Services & Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,"CI (Quercus) Intermediate Holdings, LLC+",One stop,,L + 5.50,(b),,6.51,,10/2028,,15665,,,15451,,,0.6,,15665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,"CI (Quercus) Intermediate Holdings, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,10/2028,,-,,,(3),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,"CI (Quercus) Intermediate Holdings, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,10/2028,,-,,,(25),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,"EGD Security Systems, LLC *#+",One stop,,L + 5.75,(b),,6.76,,12/2028,,52537,,,52035,,,2.0,,52537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,"EGD Security Systems, LLC +",One stop,,L + 5.75,(b),,6.50,,12/2028,,280,,,277,,,-,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,"EGD Security Systems, LLC +",One stop,,L + 5.75,(b),,6.75,,12/2027,,85,,,80,,,-,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,"EGD Security Systems, LLC +(5)",One stop,,L + 5.75,,,N/A(6),,12/2028,,-,,,(3),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,Hydraulic Authority III Limited+~(8)(9)(10),One stop,,SN + 5.50,(k),,6.22,,11/2025,,10967,,,11114,,,0.5,,11443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,Hydraulic Authority III Limited+(8)(9)(10),One stop,,N/A,,,11.00 PIK,,11/2028,,248,,,252,,,-,,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,Hydraulic Authority III Limited+(8)(9)(10),One stop,,SN + 5.50,,,N/A(6),,11/2025,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,"North Haven Stack Buyer, LLC*+",One stop,,L + 5.50,(b),,6.50,,07/2027,,8811,,,8655,,,0.3,,8811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,Commercial Services & Supplies - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,"North Haven Stack Buyer, LLC+",One stop,,L + 5.50,(b),,6.50,,07/2027,,,694,,,,634,,,-,,,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,"North Haven Stack Buyer, LLC+",One stop,,L + 5.50,(a),,6.50,,07/2027,,13,,,11,,,-,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,"OVG Business Services, LLC+",One stop,,L + 6.25,(b),,7.25,,11/2028,,1809,,,1770,,,0.1,,1754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,"OVG Business Services, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,11/2026,,-,,,-,,,-,,(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,Profile Products LLC+,One stop,,L + 5.50,(b),,6.25,,11/2027,,4995,,,4901,,,0.2,,4995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,Profile Products LLC+(8),One stop,,L + 5.50,(b),,6.25,,11/2027,,1295,,,1271,,,-,,1295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,Profile Products LLC+,One stop,,P + 4.50,(e),,8.00,,11/2027,,6,,,5,,,-,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,Profile Products LLC+(5),One stop,,L + 5.50,,,N/A(6),,11/2027,,-,,,(13),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,Profile Products LLC+(5),One stop,,L + 5.50,,,N/A(6),,11/2027,,-,,,(1),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
