,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
17,,"Covercraft Parent III, Inc.+",Senior loan,,L + 4.50,(c)(f),,5.50,,08/2027,,4927,,,4880,,,0.2,,4927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,"Covercraft Parent III, Inc.+",Senior loan,,L + 4.50,(c),,5.50,,08/2027,,994,,,970,,,0.1,,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,"Covercraft Parent III, Inc.+(5)",Senior loan,,L + 4.50,,,N/A(6),,08/2027,,0,,,(1),,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,"North Haven Falcon Buyer, LLC+",One stop,,L + 6.00,(c),,7.00,,05/2027,,6145,,,6035,,,0.2,,6145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,"North Haven Falcon Buyer, LLC+",One stop,,L + 6.00,(c),,7.00,,05/2027,,120,,,102,,,0,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,Polk Acquisition Corp.*#+,Senior loan,,L + 6.00,(a),,7.00,,12/2023,,18059,,,17950,,,0.7,,18059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,Polk Acquisition Corp.+,Senior loan,,L + 6.00,(a),,7.00,,12/2023,,181,,,182,,,0,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,Polk Acquisition Corp.+,Senior loan,,L + 6.00,(a),,7.00,,12/2023,,106,,,105,,,0,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=======
8,,NTS Technical Systems+(5),Senior loan,,L + 5.50,,,N/A(6),,06/2023,,-,,,(22),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,"Tronair Parent, Inc.+",Senior loan,,L + 6.25,(c),,6.75 cash/0.50 PIK,,09/2023,,682,,,678,,,-,,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,"Tronair Parent, Inc.+",Senior loan,,L + 6.25,(c),,6.75 cash/0.50 PIK,,06/2023,,32,,,30,,,-,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,Whitcraft LLC*#+~,One stop,,L + 6.00,(c),,7.00,,04/2023,,63091,,,63292,,,2.4,,61198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,Whitcraft LLC+(5),One stop,,L + 6.00,,,N/A(6),,04/2023,,-,,,(1),,,-,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,111557,,,111466,,,4.2,,109563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,Airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,Aurora Lux Finco S.A.R.L.+(8)(13),One stop,,L + 6.00,(c),,7.00,,12/2026,,982,,,966,,,-,,933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,Auto Components,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,"Covercraft Parent III, Inc.+",Senior loan,,L + 4.50,(c)(f),,5.50,,08/2027,,4927,,,4880,,,0.2,,4927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,"Covercraft Parent III, Inc.+",Senior loan,,L + 4.50,(c),,5.50,,08/2027,,994,,,970,,,0.1,,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,"Covercraft Parent III, Inc.+(5)",Senior loan,,L + 4.50,,,N/A(6),,08/2027,,-,,,(1),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,"North Haven Falcon Buyer, LLC+",One stop,,L + 6.00,(c),,7.00,,05/2027,,6145,,,6035,,,0.2,,6145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,"North Haven Falcon Buyer, LLC+",One stop,,L + 6.00,(c),,7.00,,05/2027,,120,,,102,,,-,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,Polk Acquisition Corp.*#+,Senior loan,,L + 6.00,(a),,7.00,,12/2023,,18059,,,17950,,,0.7,,18059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,Polk Acquisition Corp.+,Senior loan,,L + 6.00,(a),,7.00,,12/2023,,181,,,182,,,-,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,Polk Acquisition Corp.+,Senior loan,,L + 6.00,(a),,7.00,,12/2023,,106,,,105,,,-,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>>>>>>> GSBD
25,,"Power Stop, LLC+~",Senior loan,,L + 4.50,(a),,4.60,,10/2025,,2806,,,2846,,,0.1,,2806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,33338,,,33069,,,1.3,,,33338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,"CG Group Holdings, LLC*#+",One stop,,L + 5.25,(c),,6.25,,07/2027,,31463,,,31172,,,1.2,,31463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<<<<<<< HEAD
29,,"CG Group Holdings, LLC+",One stop,,L + 5.25,(a)(c),,6.25,,07/2026,,336,,,332,,,0,,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,"Cobblestone Intermediate Holdco, LLC+",One stop,,L + 5.50,(a),,6.25,,01/2026,,5607,,,5553,,,0.2,,5551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,"Cobblestone Intermediate Holdco, LLC+",One stop,,L + 5.50,(c),,6.25,,01/2026,,697,,,654,,,0,,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,"Denali Midco 2, LLC+",One stop,,L + 5.50,(c),,6.25,,12/2027,,43188,,,42758,,,1.6,,42756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,"Denali Midco 2, LLC+",One stop,,L + 5.50,(c),,6.25,,12/2027,,100,,,95,,,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,"Denali Midco 2, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,12/2027,,0,,,(15),,,0,,(15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,JHCC Holdings LLC+,One stop,,L + 5.75,(c),,6.75,,09/2025,,15433,,,15228,,,0.6,,15411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,JHCC Holdings LLC+,One stop,,P + 4.75,(f),,8.00,,08/2027,,499,,,495,,,0,,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,JHCC Holdings LLC+,One stop,,L + 5.75,(c)(f),,7.14,,09/2025,,297,,,295,,,0,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,JHCC Holdings LLC+,One stop,,P + 4.75,(c)(f),,7.95,,09/2025,,32,,,31,,,0,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,JHCC Holdings LLC+(5),One stop,,L + 5.75,,,N/A(6),,08/2027,,0,,,(31),,,0,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=======
29,,"CG Group Holdings, LLC+",One stop,,L + 5.25,(a)(c),,6.25,,07/2026,,336,,,332,,,-,,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,"Cobblestone Intermediate Holdco, LLC+",One stop,,L + 5.50,(a),,6.25,,01/2026,,5607,,,5553,,,0.2,,5551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,"Cobblestone Intermediate Holdco, LLC+",One stop,,L + 5.50,(c),,6.25,,01/2026,,697,,,654,,,-,,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,"Denali Midco 2, LLC+",One stop,,L + 5.50,(c),,6.25,,12/2027,,43188,,,42758,,,1.6,,42756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,"Denali Midco 2, LLC+",One stop,,L + 5.50,(c),,6.25,,12/2027,,100,,,95,,,-,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,"Denali Midco 2, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,12/2027,,-,,,(15),,,-,,(15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,JHCC Holdings LLC+,One stop,,L + 5.75,(c),,6.75,,09/2025,,15433,,,15228,,,0.6,,15411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,JHCC Holdings LLC+,One stop,,P + 4.75,(f),,8.00,,08/2027,,499,,,495,,,-,,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,JHCC Holdings LLC+,One stop,,L + 5.75,(c)(f),,7.14,,09/2025,,297,,,295,,,-,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,JHCC Holdings LLC+,One stop,,P + 4.75,(c)(f),,7.95,,09/2025,,32,,,31,,,-,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,JHCC Holdings LLC+(5),One stop,,L + 5.75,,,N/A(6),,08/2027,,-,,,(31),,,-,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>>>>>>> GSBD
40,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,Automobiles - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,"MOP GM Holding, LLC*#~",One stop,,L + 5.75,(c),,6.75,,11/2026,,,24160,,,,23913,,,0.9,,,24160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,"MOP GM Holding, LLC+",One stop,,L + 5.75,(b),,6.75,,11/2026,,2649,,,2625,,,0.1,,2649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,"MOP GM Holding, LLC+",One stop,,L + 5.75,(c),,6.75,,11/2026,,2604,,,2578,,,0.1,,2604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,"MOP GM Holding, LLC+",One stop,,L + 5.75,(c),,6.75,,11/2026,,1925,,,1905,,,0.1,,1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<<<<<<< HEAD
46,,"MOP GM Holding, LLC+",One stop,,L + 5.75,(d)(f),,7.04,,11/2026,,129,,,127,,,0,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,"MOP GM Holding, LLC+(5)",One stop,,L + 5.75,,,N/A(6),,11/2026,,0,,,(48),,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,"POY Holdings, LLC+",One stop,,L + 5.50,(c),,6.50,,11/2027,,9615,,,9427,,,0.4,,9519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,"POY Holdings, LLC+",One stop,,L + 5.50,(c),,6.50,,11/2027,,54,,,50,,,0,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,"POY Holdings, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,11/2027,,0,,,(2),,,0,,(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=======
46,,"MOP GM Holding, LLC+",One stop,,L + 5.75,(d)(f),,7.04,,11/2026,,129,,,127,,,-,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,"MOP GM Holding, LLC+(5)",One stop,,L + 5.75,,,N/A(6),,11/2026,,-,,,(48),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,"POY Holdings, LLC+",One stop,,L + 5.50,(c),,6.50,,11/2027,,9615,,,9427,,,0.4,,9519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,"POY Holdings, LLC+",One stop,,L + 5.50,(c),,6.50,,11/2027,,54,,,50,,,-,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,"POY Holdings, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,11/2027,,-,,,(2),,,-,,(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>>>>>>> GSBD
51,,"Quick Quack Car Wash Holdings, LLC*#",One stop,,L + 5.50,(c),,6.50,,10/2024,,12916,,,12927,,,0.5,,12916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,"Quick Quack Car Wash Holdings, LLC+",One stop,,L + 5.50,(c),,6.50,,10/2024,,9253,,,9198,,,0.4,,9253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,"Quick Quack Car Wash Holdings, LLC#+",One stop,,L + 5.50,(c),,6.50,,10/2024,,2331,,,2316,,,0.1,,2331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L + 5.50,(c),,6.50,,10/2024,,2036,,,2064,,,0.1,,2036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L + 5.50,(c),,6.50,,10/2024,,1361,,,1379,,,0.1,,1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<<<<<<< HEAD
56,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L + 5.50,(c),,6.50,,10/2024,,1108,,,1134,,,0,,1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,"Quick Quack Car Wash Holdings, LLC+",One stop,,L + 5.50,,,N/A(6),,10/2024,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,"TWAS Holdings, LLC+",One stop,,L + 6.75,(c),,7.75,,12/2026,,40765,,,40361,,,1.5,,40357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,"TWAS Holdings, LLC*+",One stop,,L + 6.75,(a),,7.75,,12/2026,,30800,,,30476,,,1.2,,30492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,"TWAS Holdings, LLC+",One stop,,L + 6.75,(a),,7.75,,12/2026,,7994,,,7912,,,0.3,,7914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,"TWAS Holdings, LLC+(5)",One stop,,L + 6.75,,,N/A(6),,12/2026,,0,,,(4),,,0,,(4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,"TWAS Holdings, LLC+(5)",One stop,,L + 6.75,,,N/A(6),,12/2026,,0,,,(10),,,0,,(10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=======
56,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L + 5.50,(c),,6.50,,10/2024,,1108,,,1134,,,-,,1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,"Quick Quack Car Wash Holdings, LLC+",One stop,,L + 5.50,,,N/A(6),,10/2024,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,"TWAS Holdings, LLC+",One stop,,L + 6.75,(c),,7.75,,12/2026,,40765,,,40361,,,1.5,,40357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,"TWAS Holdings, LLC*+",One stop,,L + 6.75,(a),,7.75,,12/2026,,30800,,,30476,,,1.2,,30492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,"TWAS Holdings, LLC+",One stop,,L + 6.75,(a),,7.75,,12/2026,,7994,,,7912,,,0.3,,7914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,"TWAS Holdings, LLC+(5)",One stop,,L + 6.75,,,N/A(6),,12/2026,,-,,,(4),,,-,,(4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,"TWAS Holdings, LLC+(5)",One stop,,L + 6.75,,,N/A(6),,12/2026,,-,,,(10),,,-,,(10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>>>>>>> GSBD
63,,,,,,,,,,,,247352,,,244895,,,9.4,,245901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,Beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,"Fintech Midco, LLC*#",One stop,,L + 5.50,(c),,6.25,,08/2024,,24100,,,24308,,,0.9,,24100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,"Fintech Midco, LLC+",One stop,,L + 5.50,(c),,6.25,,08/2024,,15299,,,15163,,,0.6,,15299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<<<<<<< HEAD
67,,"Fintech Midco, LLC#+",One stop,,L + 5.50,(c),,6.25,,08/2024,,1116,,,1140,,,0,,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,"Fintech Midco, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,08/2024,,0,,,(1),,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,"Watermill Express, LLC+",One stop,,L + 5.25,(c),,6.25,,04/2027,,2261,,,2241,,,0.1,,2261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,"Watermill Express, LLC+",One stop,,L + 5.25,,,N/A(6),,04/2027,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,"Watermill Express, LLC+(5)",One stop,,L + 5.25,,,N/A(6),,04/2027,,0,,,(1),,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=======
67,,"Fintech Midco, LLC#+",One stop,,L + 5.50,(c),,6.25,,08/2024,,1116,,,1140,,,-,,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,"Fintech Midco, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,08/2024,,-,,,(1),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,"Watermill Express, LLC+",One stop,,L + 5.25,(c),,6.25,,04/2027,,2261,,,2241,,,0.1,,2261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,"Watermill Express, LLC+",One stop,,L + 5.25,,,N/A(6),,04/2027,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,"Watermill Express, LLC+(5)",One stop,,L + 5.25,,,N/A(6),,04/2027,,-,,,(1),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>>>>>>> GSBD
72,,"Winebow Holdings, Inc.+",One stop,,L + 6.25,(a),,7.25,,07/2025,,7859,,,7760,,,0.3,,7859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,50635,,,50610,,,1.9,,50635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,Building Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,"BECO Holding Company, Inc.#+",One stop,,L + 5.50,(c),,6.25,,11/2028,,,7595,,,,7520,,,0.3,,,7519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<<<<<<< HEAD
77,,"BECO Holding Company, Inc.+(5)",One stop,,L + 5.50,,,N/A(6),,11/2027,,0,,,(4),,,0,,(5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,"BECO Holding Company, Inc.+(5)",One stop,,L + 5.50,,,N/A(6),,11/2028,,0,,,(19),,,0,,(19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(b)(c),,5.50,,03/2024,,4138,,,4139,,,0.2,,4138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(a)(c),,5.50,,03/2024,,1400,,,1421,,,0.1,,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(b)(c),,5.50,,03/2024,,902,,,911,,,0,,902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c),,5.50,,03/2024,,850,,,843,,,0,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(b)(c),,5.50,,03/2024,,433,,,442,,,0,,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c),,5.50,,03/2024,,276,,,278,,,0,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(b)(c),,5.50,,03/2024,,215,,,215,,,0,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
