,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
15,,"COP CollisionRight Holdings, Inc.+(5)",One stop,,SF +,4.75,,,N/A(6),,,,,04/2028,,0,,,(  2  ),,,0,,(  2  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,"Covercraft Parent III, Inc.+",Senior loan,,L +,4.50,(b),,8.24,,,,,08/2027,,4877,,,4840,,,0.2,,4780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,"Covercraft Parent III, Inc.+",Senior loan,,L +,4.50,(b),,9.23,,,,,08/2027,,994,,,974,,,0,,958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,"Covercraft Parent III, Inc.+",Senior loan,,L +,4.50,(b),,9.23,,,,,08/2027,,19,,,18,,,0,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,"North Haven Falcon Buyer, LLC+",One stop,,L +,6.50,(b),,11.18,,,,,05/2027,,6083,,,5993,,,0.3,,5779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,"North Haven Falcon Buyer, LLC+",One stop,,L +,6.50,(b),,11.23,,,,,05/2027,,1019,,,1004,,,0,,968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,Polk Acquisition Corp.*#+(22),Senior loan,,SF +,6.25,(k),,9.57,cash/,1.00,PIK,,12/2024,,18022,,,17958,,,0.7,,17660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,Polk Acquisition Corp.+,Senior loan,,SF +,6.50,(k),,10.82,,,,,03/2023,,695,,,694,,,0,,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,Polk Acquisition Corp.+(22),Senior loan,,SF +,6.25,(k),,9.57,cash/,1.00,PIK,,12/2024,,50,,,52,,,0,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,Polk Acquisition Corp.+(22),Senior loan,,SF +,6.25,(k),,9.57,cash/,1.00,PIK,,12/2024,,107,,,106,,,0,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,41659,,,41281,,,1.6,,,40591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,"CG Group Holdings, LLC*#+(22)",One stop,,L +,7.25,(b),,9.98,cash/,2.00,PIK,,07/2027,,31520,,,31183,,,1.2,,28999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,"CG Group Holdings, LLC+(22)",One stop,,L +,7.25,(a),,9.63,cash/,2.00,PIK,,07/2026,,340,,,336,,,0,,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,"Denali Midco 2, LLC*#+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,42756,,,42401,,,1.7,,41919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,"Denali Midco 2, LLC+(5)",One stop,,SF +,6.25,,,N/A(6),,,,,12/2027,,0,,,(  4  ),,,0,,(  10  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,197,,,195,,,0,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,99,,,98,,,0,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,79,,,79,,,0,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,79,,,79,,,0,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,66,,,65,,,0,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,"Denali Midco 2, LLC+",One stop,,SF +,6.50,(k),,10.92,,,,,12/2027,,976,,,948,,,0,,966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,658,,,653,,,0,,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,120,,,119,,,0,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,114,,,113,,,0,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,82,,,81,,,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,"Denali Midco 2, LLC+(5)",One stop,,SF +,6.50,,,N/A(6),,,,,12/2027,,0,,,(  22  ),,,0,,(  8  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,"Denali Midco 2, LLC+",One stop,,SF +,6.50,(k),,10.92,,,,,12/2027,,130,,,127,,,0,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,"Denali Midco 2, LLC+",One stop,,SF +,6.50,(k),,10.92,,,,,12/2027,,65,,,63,,,0,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,JHCC Holdings LLC+,One stop,,L +,5.75,(b),,10.48,,,,,09/2025,,15275,,,15093,,,0.6,,14817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,JHCC Holdings LLC+,One stop,,P +,4.75,(d),,12.25,,,,,09/2025,,494,,,490,,,0,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,JHCC Holdings LLC+,One stop,,L +,5.75,(b)(d),,11.03,,,,,09/2025,,294,,,292,,,0,,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,JHCC Holdings LLC+,One stop,,P +,4.75,(b)(d),,11.52,,,,,09/2025,,,61,,,,61,,,0,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=======
5,,"Tronair Parent, Inc.+(22)",Senior loan,,L +,6.25,(b),,10.34,cash/,0.50,PIK,,09/2023,,,668,,,,667,,,-,,,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,"Tronair Parent, Inc.+(22)",Senior loan,,L +,6.25,(b),,10.34,cash/,0.50,PIK,,06/2023,,120,,,120,,,-,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,Whitcraft LLC*#+,One stop,,SF +,7.00,(l),,11.73,,,,,12/2023,,68383,,,68395,,,2.8,,68383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,Whitcraft LLC+,One stop,,SF +,6.00,(a)(d)(l),,10.84,,,,,12/2023,,240,,,238,,,-,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,69411,,,69420,,,2.8,,69345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,Airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,Aurora Lux Finco S.A.R.L. +(8)(13),One stop,,L +,6.00,(b),,10.32,,,,,12/2026,,973,,,960,,,-,,924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,Auto Components,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,"COP CollisionRight Holdings, Inc.#+",One stop,,SF +,4.75,(l),,9.39,,,,,04/2028,,9766,,,9618,,,0.4,,9571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,"COP CollisionRight Holdings, Inc.+",One stop,,SF +,4.75,(l),,9.48,,,,,04/2028,,27,,,26,,,-,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,"COP CollisionRight Holdings, Inc.+(5)",One stop,,SF +,4.75,,,N/A(6),,,,,04/2028,,-,,,(  2  ),,,-,,(  2  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,"Covercraft Parent III, Inc.+",Senior loan,,L +,4.50,(b),,8.24,,,,,08/2027,,4877,,,4840,,,0.2,,4780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,"Covercraft Parent III, Inc.+",Senior loan,,L +,4.50,(b),,9.23,,,,,08/2027,,994,,,974,,,-,,958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,"Covercraft Parent III, Inc.+",Senior loan,,L +,4.50,(b),,9.23,,,,,08/2027,,19,,,18,,,-,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,"North Haven Falcon Buyer, LLC+",One stop,,L +,6.50,(b),,11.18,,,,,05/2027,,6083,,,5993,,,0.3,,5779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,"North Haven Falcon Buyer, LLC+",One stop,,L +,6.50,(b),,11.23,,,,,05/2027,,1019,,,1004,,,-,,968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,Polk Acquisition Corp.*#+(22),Senior loan,,SF +,6.25,(k),,9.57,cash/,1.00,PIK,,12/2024,,18022,,,17958,,,0.7,,17660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,Polk Acquisition Corp.+,Senior loan,,SF +,6.50,(k),,10.82,,,,,03/2023,,695,,,694,,,-,,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,Polk Acquisition Corp.+(22),Senior loan,,SF +,6.25,(k),,9.57,cash/,1.00,PIK,,12/2024,,50,,,52,,,-,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,Polk Acquisition Corp.+(22),Senior loan,,SF +,6.25,(k),,9.57,cash/,1.00,PIK,,12/2024,,107,,,106,,,-,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,41659,,,41281,,,1.6,,,40591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,"CG Group Holdings, LLC*#+(22)",One stop,,L +,7.25,(b),,9.98,cash/,2.00,PIK,,07/2027,,31520,,,31183,,,1.2,,28999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,"CG Group Holdings, LLC+(22)",One stop,,L +,7.25,(a),,9.63,cash/,2.00,PIK,,07/2026,,340,,,336,,,-,,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,"Denali Midco 2, LLC*#+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,42756,,,42401,,,1.7,,41919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,"Denali Midco 2, LLC+(5)",One stop,,SF +,6.25,,,N/A(6),,,,,12/2027,,-,,,(  4  ),,,-,,(  10  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,197,,,195,,,-,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,99,,,98,,,-,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,79,,,79,,,-,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,79,,,79,,,-,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,66,,,65,,,-,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,"Denali Midco 2, LLC+",One stop,,SF +,6.50,(k),,10.92,,,,,12/2027,,976,,,948,,,-,,966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,658,,,653,,,-,,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,120,,,119,,,-,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,114,,,113,,,-,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,"Denali Midco 2, LLC+",One stop,,SF +,6.25,(k),,10.67,,,,,12/2027,,82,,,81,,,-,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,"Denali Midco 2, LLC+(5)",One stop,,SF +,6.50,,,N/A(6),,,,,12/2027,,-,,,(  22  ),,,-,,(  8  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,"Denali Midco 2, LLC+",One stop,,SF +,6.50,(k),,10.92,,,,,12/2027,,130,,,127,,,-,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,"Denali Midco 2, LLC+",One stop,,SF +,6.50,(k),,10.92,,,,,12/2027,,65,,,63,,,-,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,JHCC Holdings LLC+,One stop,,L +,5.75,(b),,10.48,,,,,09/2025,,15275,,,15093,,,0.6,,14817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,JHCC Holdings LLC+,One stop,,P +,4.75,(d),,12.25,,,,,09/2025,,494,,,490,,,-,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,JHCC Holdings LLC+,One stop,,L +,5.75,(b)(d),,11.03,,,,,09/2025,,294,,,292,,,-,,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,JHCC Holdings LLC+,One stop,,P +,4.75,(b)(d),,11.52,,,,,09/2025,,,61,,,,61,,,-,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>>>>>>> GSBD
49,,JHCC Holdings LLC+,One stop,,L +,5.75,(b),,10.48,,,,,09/2025,,1779,,,1747,,,0.1,,1679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,"MOP GM Holding, LLC*#+",One stop,,SF +,5.75,(m),,9.98,,,,,11/2026,,23916,,,23719,,,0.9,,22721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,10.45,,,,,11/2026,,2622,,,2603,,,0.1,,2491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,10.70,,,,,11/2026,,2592,,,2558,,,0.1,,2463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,10.45,,,,,11/2026,,2572,,,2551,,,0.1,,2443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,10.79,,,,,11/2026,,1906,,,1890,,,0.1,,1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,8.98,,,,,11/2026,,1567,,,1555,,,0.1,,1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,10.62,,,,,11/2026,,1444,,,1422,,,0.1,,1372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<<<<<<< HEAD
57,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,9.98,,,,,11/2026,,526,,,522,,,0,,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,9.50,,,,,11/2026,,358,,,354,,,0,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(l),,9.55,,,,,11/2026,,147,,,146,,,0,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,10.79,,,,,11/2026,,60,,,59,,,0,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,10.58,,,,,11/2026,,136,,,134,,,0,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,"MOP GM Holding, LLC+(5)",One stop,,SF +,5.75,,,N/A(6),,,,,11/2026,,0,,,(  20  ),,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(l),,8.99,,,,,11/2026,,179,,,178,,,0,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,8.94,,,,,11/2026,,60,,,59,,,0,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,"POY Holdings, LLC#",One stop,,L +,5.50,(b),,10.23,,,,,11/2027,,9519,,,9363,,,0.4,,9519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,"POY Holdings, LLC+",One stop,,L +,5.50,(b),,10.23,,,,,11/2027,,36,,,32,,,0,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,"POY Holdings, LLC+(5)",One stop,,L +,5.50,,,N/A(6),,,,,11/2027,,0,,,(  1  ),,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,"POY Holdings, LLC+",One stop,,L +,5.50,(b),,10.23,,,,,11/2027,,81,,,81,,,0,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,"National Express Wash Parent Holdco, LLC+",One stop,,SF +,5.50,(m),,10.29,,,,,07/2029,,3150,,,3121,,,0.1,,3024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,"National Express Wash Parent Holdco, LLC+(5)",One stop,,SF +,5.50,,,N/A(6),,,,,07/2029,,0,,,(  2  ),,,0,,(  8  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=======
57,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,9.98,,,,,11/2026,,526,,,522,,,-,,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(m),,9.50,,,,,11/2026,,358,,,354,,,-,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,"MOP GM Holding, LLC+",One stop,,SF +,5.75,(l),,9.55,,,,,11/2026,,147,,,146,,,-,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
