,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
28,"Quick Quack Car Wash Holdings, LLC  *",One stop,,L + 6.50,(a),,8.90,,04/2023,,149,,,147,,,0,,,149,,,,
29,"Quick Quack Car Wash Holdings, LLC  *",One stop,,L + 6.50,(a),,8.90,,04/2023,,100,,,99,,,0,,,100,,,,
30,"Quick Quack Car Wash Holdings, LLC",One stop,,L + 6.50,(a),,8.90,,04/2023,,50,,,48,,,0,,,50,,,,
31,"Quick Quack Car Wash Holdings, LLC",One stop,,L + 6.50,(a),,8.90,,04/2023,,40,,,40,,,0,,,40,,,,
32,,,,,,,,,,,24074,,,23908,,,2.4,,,24030,,,,
33,"Beverage, Food and Tobacco",,,,,,,,,,,,,,,,,,,,,,,
34,"Abita Brewing Co., L.L.C.",One stop,,L + 5.75,(a),,8.15,,04/2021,,6733,,,6684,,,0.7,,,6665,,,,
35,"Abita Brewing Co., L.L.C.  (5)",One stop,,L + 5.75,,,N/A  (6),,04/2021,,0,,,0,,,0,,,(1,,,,
36,"C. J. Foods, Inc.  ^*~",One stop,,L + 6.25,(c),,8.58,,05/2020,,8518,,,8489,,,0.9,,,8518,,,,
37,"C. J. Foods, Inc.  ^",One stop,,L + 6.25,(c),,8.58,,05/2020,,644,,,644,,,0.1,,,644,,,,
38,"C. J. Foods, Inc.",One stop,,L + 6.25,(c),,8.65,,05/2020,,560,,,559,,,0.1,,,560,,,,
39,"Cafe Rio Holding, Inc.  ^",One stop,,L + 5.50,(d),,7.70,,09/2023,,10292,,,10159,,,1.1,,,10292,,,,
40,"Cafe Rio Holding, Inc.",One stop,,L + 5.50,(c),,7.70,,09/2023,,125,,,123,,,0,,,125,,,,
41,"Cafe Rio Holding, Inc.  *",One stop,,L + 5.50,(c),,7.70,,09/2023,,79,,,78,,,0,,,79,,,,
42,"Cafe Rio Holding, Inc.",One stop,,L + 5.50,(d),,7.70,,09/2023,,70,,,69,,,0,,,70,,,,
43,"Cafe Rio Holding, Inc.",One stop,,P + 4.50,(f),,10.00,,09/2023,,10,,,8,,,0,,,10,,,,
44,"Cafe Rio Holding, Inc.",One stop,,L + 5.50,,,N/A  (6),,09/2023,,0,,,0,,,0,,,0,,,,
45,"Cafe Rio Holding, Inc.  (5)",One stop,,L + 5.50,,,N/A  (6),,09/2023,,0,,,(3,,,0,,,0,,,,
46,"Fintech Midco, LLC  *~",One stop,,L + 5.25,(a),,7.66,,08/2024,,12897,,,12787,,,1.3,,,12897,,,,
47,"Fintech Midco, LLC",One stop,,L + 5.25,(a),,7.66,,08/2024,,80,,,79,,,0,,,80,,,,
48,"Fintech Midco, LLC  (5)",One stop,,L + 5.25,,,N/A  (6),,08/2024,,0,,,(1,,,0,,,0,,,,
49,"Fintech Midco, LLC  (5)",One stop,,L + 5.25,,,N/A  (6),,08/2024,,0,,,(1,,,0,,,0,,,,
50,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,
51,"Beverage, Food and Tobacco - (continued)",,,,,,,,,,,,,,,,,,,,,,,
52,"Flavor Producers, LLC  ~",Senior loan,,L + 4.75,(c),,7.06,,12/2023,,,2229,,,,2204,,,0.2,,,,2162,
53,"Flavor Producers, LLC",Senior loan,,L + 4.75,(c),,7.24,,12/2022,,6,,,5,,,0,,,4,,,,
54,FWR Holding Corporation  ^,One stop,,L + 5.50,(a),,7.90,,08/2023,,5219,,,5165,,,0.5,,,5219,,,,
55,FWR Holding Corporation,One stop,,L + 5.50,(a),,7.90,,08/2023,,101,,,100,,,0,,,101,,,,
56,FWR Holding Corporation,One stop,,L + 5.50,(a),,7.90,,08/2023,,64,,,63,,,0,,,64,,,,
57,FWR Holding Corporation,One stop,,L + 5.50,(a),,7.90,,08/2023,,50,,,50,,,0,,,50,,,,
58,FWR Holding Corporation,One stop,,L + 5.50,(a),,7.90,,08/2023,,35,,,34,,,0,,,35,,,,
59,FWR Holding Corporation  (5),One stop,,L + 5.50,,,N/A  (6),,08/2023,,0,,,(1,,,0,,,0,,,,
60,Global ID Corporation  *~,One stop,,L + 6.50,(a),,8.89,,11/2021,,5816,,,5771,,,0.6,,,5816,,,,
61,Global ID Corporation,One stop,,L + 6.50,(a)(c),,8.89,,11/2021,,105,,,104,,,0,,,105,,,,
62,Global ID Corporation  *,One stop,,L + 6.50,(a),,8.89,,11/2021,,71,,,71,,,0,,,71,,,,
63,Global ID Corporation,One stop,,L + 6.50,,,N/A  (6),,11/2021,,0,,,0,,,0,,,0,,,,
64,"Mendocino Farms, LLC",One stop,,L + 8.50,(a),,3.40 cash/7.50 PIK,,06/2023,,51,,,51,,,0,,,51,,,,
65,"Mendocino Farms, LLC  (5)",One stop,,L + 1.00,,,N/A  (6),,06/2023,,0,,,(1,,,0,,,0,,,,
66,"Mid-America Pet Food, L.L.C.  ^*",One stop,,L + 6.00,(c),,8.33,,12/2021,,10580,,,10513,,,1.1,,,10580,,,,
67,"Mid-America Pet Food, L.L.C.",One stop,,L + 6.00,,,N/A  (6),,12/2021,,0,,,0,,,0,,,0,,,,
68,"NBC Intermediate, LLC  ^",Senior loan,,L + 4.25,(a),,6.66,,09/2023,,2024,,,2009,,,0.2,,,2004,,,,
69,"NBC Intermediate, LLC  *",Senior loan,,L + 4.25,(a),,6.66,,09/2023,,1020,,,1011,,,0.1,,,1010,,,,
70,"NBC Intermediate, LLC",Senior loan,,L + 4.25,,,N/A  (6),,09/2023,,0,,,0,,,0,,,0,,,,
71,"Purfoods, LLC",One stop,,L + 5.50,(c),,8.02,,05/2021,,8379,,,8302,,,0.9,,,8379,,,,
72,"Purfoods, LLC",One stop,,No Value,,,7.00 PIK,,05/2026,,125,,,125,,,0,,,125,,,,
73,"Purfoods, LLC",One stop,,L + 5.50,(c),,7.83,,05/2021,,55,,,54,,,0,,,55,,,,
74,"Purfoods, LLC",One stop,,L + 5.50,(c),,7.83,,05/2021,,40,,,40,,,0,,,40,,,,
75,"Purfoods, LLC  ^",One stop,,L + 5.50,(c),,7.83,,05/2021,,39,,,39,,,0,,,39,,,,
76,"Purfoods, LLC",One stop,,L + 5.50,(a),,7.90,,05/2021,,30,,,29,,,0,,,30,,,,
77,"Purfoods, LLC  *",One stop,,L + 5.50,(c),,7.83,,05/2021,,30,,,30,,,0,,,30,,,,
78,"Purfoods, LLC  ~",One stop,,L + 5.50,(c),,7.83,,05/2021,,30,,,30,,,0,,,30,,,,
79,"Purfoods, LLC  ~",One stop,,L + 5.50,(c),,7.83,,05/2021,,30,,,30,,,0,,,30,,,,
80,"Purfoods, LLC  ^",One stop,,L + 5.50,(c),,7.83,,05/2021,,24,,,23,,,0,,,24,,,,
81,"Purfoods, LLC",One stop,,L + 5.50,(c),,7.83,,05/2021,,15,,,15,,,0,,,15,,,,
82,"Purfoods, LLC  ^",One stop,,L + 5.50,(c),,7.83,,05/2021,,15,,,15,,,0,,,15,,,,
83,"Purfoods, LLC  ^",One stop,,L + 5.50,(c),,7.83,,05/2021,,15,,,15,,,0,,,15,,,,
84,"Purfoods, LLC  ^",One stop,,L + 5.50,(c),,7.83,,05/2021,,14,,,14,,,0,,,14,,,,
85,"Purfoods, LLC  ^",One stop,,L + 5.50,(c),,7.83,,05/2021,,11,,,11,,,0,,,11,,,,
86,"Purfoods, LLC  ^",One stop,,L + 5.50,(c),,7.83,,05/2021,,11,,,11,,,0,,,11,,,,
87,"Purfoods, LLC  ^",One stop,,L + 5.50,(c),,7.83,,05/2021,,10,,,10,,,0,,,10,,,,
88,"Rubio's Restaurants, Inc.  ^*",Senior loan,,L + 5.25,(c),,7.58,,10/2019,,11086,,,10968,,,1.1,,,10864,,,,
89,"Rubio's Restaurants, Inc.",Senior loan,,L + 4.75,(a)(f),,7.38,,10/2019,,40,,,39,,,0,,,38,,,,
90,Wood Fired Holding Corp.  *,One stop,,L + 5.75,(c),,8.35,,12/2023,,6936,,,6874,,,0.7,,,6936,,,,
91,Wood Fired Holding Corp.,One stop,,L + 5.75,,,N/A  (6),,12/2023,,0,,,0,,,0,,,0,,,,
92,Wood Fired Holding Corp.  (5),One stop,,L + 5.75,,,N/A  (6),,12/2023,,0,,,(1,,,0,,,0,,,,
93,,,,,,,,,,,94314,,,93496,,,9.6,,,93922,,,,
94,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,
95,Broadcasting and Entertainment,,,,,,,,,,,,,,,,,,,,,,,
96,"TouchTunes Interactive Networks, Inc.  ^",Senior loan,,L + 4.75,(a),,7.15,,05/2021,,,1436,,,,1434,,,0.1,,,,1436,
97,Building and Real Estate,,,,,,,,,,,,,,,,,,,,,,,
98,"Brooks Equipment Company, LLC  ^*",One stop,,L + 5.00,(c),,7.52,,08/2020,,21096,,,21036,,,2.2,,,21096,,,,
99,"Brooks Equipment Company, LLC  *",One stop,,L + 5.00,(c),,7.49,,08/2020,,1580,,,1575,,,0.2,,,1580,,,,
100,"Brooks Equipment Company, LLC  (5)",One stop,,L + 5.00,,,N/A  (6),,08/2020,,0,,,(4,,,0,,,0,,,,
101,"Jensen Hughes, Inc.",Senior loan,,L + 4.25,(c)(f),,6.59,,03/2024,,497,,,495,,,0.1,,,497,,,,
102,"Jensen Hughes, Inc.",Senior loan,,L + 4.25,(c),,6.58,,03/2024,,152,,,151,,,0,,,152,,,,
103,"Jensen Hughes, Inc.",Senior loan,,L + 4.25,(c)(f),,6.58,,03/2024,,74,,,73,,,0,,,74,,,,
104,"Jensen Hughes, Inc.",Senior loan,,L + 4.25,(c)(f),,6.59,,03/2024,,32,,,32,,,0,,,32,,,,
105,MRI Software LLC  ^,One stop,,L + 5.75,(a),,8.16,,06/2023,,23504,,,23063,,,2.4,,,23504,,,,
106,MRI Software LLC  ^*~,One stop,,L + 5.75,(a),,8.16,,06/2023,,13640,,,13530,,,1.4,,,13640,,,,
107,MRI Software LLC  ^,One stop,,L + 5.75,(a),,8.16,,06/2023,,355,,,352,,,0.1,,,355,,,,
108,MRI Software LLC,One stop,,L + 5.75,(a),,8.16,,06/2023,,333,,,330,,,0.1,,,333,,,,
109,MRI Software LLC  *,One stop,,L + 5.75,(a),,8.16,,06/2023,,293,,,291,,,0,,,293,,,,
110,MRI Software LLC  ~,One stop,,L + 5.75,(a),,8.16,,06/2023,,293,,,290,,,0,,,293,,,,
111,MRI Software LLC  *,One stop,,L + 5.75,(a),,8.16,,06/2023,,193,,,191,,,0,,,193,,,,
112,MRI Software LLC  ^,One stop,,L + 5.75,(a),,8.16,,06/2023,,164,,,162,,,0,,,164,,,,
113,MRI Software LLC  ~,One stop,,L + 5.75,(a),,8.16,,06/2023,,105,,,104,,,0,,,105,,,,
114,MRI Software LLC  ~,One stop,,L + 5.75,(a),,8.16,,06/2023,,97,,,96,,,0,,,97,,,,
115,MRI Software LLC,One stop,,L + 5.75,(a),,8.16,,06/2023,,61,,,58,,,0,,,61,,,,
116,MRI Software LLC,One stop,,L + 5.75,(a)(c),,8.16,,06/2023,,53,,,51,,,0,,,53,,,,
117,MRI Software LLC  (5),One stop,,L + 5.75,,,N/A  (6),,06/2023,,0,,,(2,,,0,,,0,,,,
118,,,,,,,,,,,62522,,,61874,,,6.5,,,62522,,,,
119,"Chemicals, Plastics and Rubber",,,,,,,,,,,,,,,,,,,,,,,
120,"Flexan, LLC  *",One stop,,L + 5.75,(c),,8.08,,02/2020,,2292,,,2286,,,0.2,,,2292,,,,
121,"Flexan, LLC  ^",One stop,,L + 5.75,(c),,8.08,,02/2020,,1077,,,1076,,,0.1,,,1077,,,,
122,"Flexan, LLC",One stop,,P + 4.50,(f),,10.00,,02/2020,,18,,,18,,,0,,,18,,,,
123,Inhance Technologies Holdings LLC,One stop,,L + 5.25,(c),,7.65,,07/2024,,6846,,,6716,,,0.7,,,6846,,,,
124,Inhance Technologies Holdings LLC,One stop,,L + 5.25,(b),,7.78,,07/2024,,59,,,58,,,0,,,59,,,,
125,Inhance Technologies Holdings LLC,One stop,,P + 4.25,(f),,9.75,,07/2024,,10,,,9,,,0,,,10,,,,
126,,,,,,,,,,,10302,,,10163,,,1.0,,,10302,,,,
127,Diversified/Conglomerate Manufacturing,,,,,,,,,,,,,,,,,,,,,,,
128,"Blackbird Purchaser, Inc.  ~",Senior loan,,L + 4.50,(c),,6.83,,04/2026,,4656,,,4611,,,0.5,,,4586,,,,
129,"Blackbird Purchaser, Inc.",Senior loan,,L + 4.50,(c),,6.83,,04/2026,,43,,,39,,,0,,,40,,,,
130,"Blackbird Purchaser, Inc.",Senior loan,,P + 3.50,(f),,9.00,,04/2024,,14,,,12,,,0,,,13,,,,
131,"Chase Industries, Inc.  ~",Senior loan,,L + 4.00,(c)(f),,6.34,,05/2025,,6819,,,6718,,,0.7,,,6819,,,,
132,"Chase Industries, Inc.",Senior loan,,L + 4.00,(c)(f),,6.38,,05/2023,,99,,,97,,,0,,,99,,,,
133,"Chase Industries, Inc.",Senior loan,,L + 4.00,(c)(f),,6.33,,05/2025,,67,,,64,,,0,,,67,,,,
134,"Inventus Power, Inc.  ^*",One stop,,L + 6.50,(a),,8.90,,04/2020,,7155,,,7150,,,0.7,,,6440,,,,
135,"Inventus Power, Inc.",One stop,,L + 6.50,(a),,8.90,,04/2020,,271,,,271,,,0,,,236,,,,
136,"Pasternack Enterprises, Inc. and Fairview Microwave, Inc  ~",Senior loan,,L + 4.00,(c)(f),,6.33,,07/2025,,7105,,,7074,,,0.7,,,7105,,,,
137,"Pasternack Enterprises, Inc. and Fairview Microwave, Inc",Senior loan,,L + 4.00,,,N/A  (6),,07/2023,,0,,,0,,,0,,,0,,,,
138,"PetroChoice Holdings, Inc.  ^",Senior loan,,L + 5.00,(c),,7.58,,08/2022,,1719,,,1693,,,0.2,,,1716,,,,
139,"Reladyne, Inc.  ^*",Senior loan,,L + 5.00,(c),,7.59,,07/2022,,16749,,,16598,,,1.7,,,16749,,,,
140,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,
141,Diversified/Conglomerate Manufacturing - (continued),,,,,,,,,,,,,,,,,,,,,,,
142,"Reladyne, Inc.",Senior loan,,L + 5.00,(c),,7.59,,07/2022,,,303,,,,301,,,0.1,,,,303,
143,"Reladyne, Inc.  ^",Senior loan,,L + 5.00,(c),,7.59,,07/2022,,172,,,171,,,0,,,172,,,,
144,"Reladyne, Inc.  ~",Senior loan,,L + 5.00,(c),,7.59,,07/2022,,141,,,140,,,0,,,141,,,,
145,"Reladyne, Inc.",Senior loan,,L + 5.00,(c),,7.59,,07/2022,,100,,,99,,,0,,,100,,,,
146,"Reladyne, Inc.  ~",Senior loan,,L + 5.00,(c),,7.59,,07/2022,,64,,,64,,,0,,,64,,,,
147,"Reladyne, Inc.  (5)",Senior loan,,L + 5.00,,,N/A  (6),,07/2022,,0,,,(2,,,0,,,0,,,,
148,"Sunless Merger Sub, Inc.",Senior loan,,L + 5.00,(a)(f),,7.20,,07/2019,,1291,,,1291,,,0.1,,,1291,,,,
149,"Sunless Merger Sub, Inc.",Senior loan,,P + 3.75,(f),,9.25,,07/2019,,142,,,142,,,0,,,142,,,,
150,"Togetherwork Holdings, LLC  *",One stop,,L + 6.25,(a),,8.65,,03/2025,,9089,,,8977,,,0.9,,,9089,,,,
151,"Togetherwork Holdings, LLC  *",One stop,,L + 6.25,(a),,8.65,,03/2025,,553,,,546,,,0.1,,,553,,,,
152,"Togetherwork Holdings, LLC",One stop,,L + 6.25,(a),,8.65,,03/2025,,149,,,147,,,0,,,149,,,,
153,"Togetherwork Holdings, LLC  ~",One stop,,L + 6.25,(a),,8.65,,03/2025,,121,,,120,,,0,,,121,,,,
154,"Togetherwork Holdings, LLC  *~",One stop,,L + 6.25,(a),,8.65,,03/2025,,115,,,113,,,0,,,115,,,,
155,"Togetherwork Holdings, LLC  *",One stop,,L + 6.25,(a),,8.65,,03/2025,,107,,,106,,,0,,,107,,,,
156,"Togetherwork Holdings, LLC",One stop,,L + 6.25,(a),,8.65,,03/2024,,73,,,71,,,0,,,73,,,,
157,"Togetherwork Holdings, LLC",One stop,,L + 6.25,(a),,8.65,,03/2025,,67,,,66,,,0,,,67,,,,
158,"Togetherwork Holdings, LLC  ~",One stop,,L + 6.25,(a),,8.65,,03/2025,,4,,,4,,,0,,,4,,,,
159,"Togetherwork Holdings, LLC",One stop,,L + 6.25,,,N/A  (6),,03/2025,,0,,,0,,,0,,,0,,,,
160,,,,,,,,,,,57188,,,56683,,,5.7,,,56361,,,,
161,Diversified/Conglomerate Service,,,,,,,,,,,,,,,,,,,,,,,
162,"3ES Innovation, Inc.  ~(8)(12)",One stop,,L + 5.75,(c),,8.29,,05/2025,,4908,,,4800,,,0.5,,,4798,,,,
163,"3ES Innovation, Inc.  (5)(8)(12)",One stop,,L + 5.75,,,N/A  (6),,05/2025,,0,,,(2,,,0,,,(2,,,,
164,"Accela, Inc.  *",One stop,,L + 6.25,(c),,8.58,,09/2023,,5260,,,5202,,,0.5,,,4682,,,,
165,"Accela, Inc.",One stop,,L + 6.25,(a),,8.65,,08/2019,,440,,,439,,,0.1,,,440,,,,
166,"Accela, Inc.",One stop,,L + 6.25,(c),,8.58,,09/2023,,52,,,51,,,0,,,48,,,,
167,Agility Recovery Solutions Inc.  ^*,One stop,,L + 6.00,(a),,8.40,,03/2023,,15748,,,15576,,,1.6,,,15748,,,,
168,Agility Recovery Solutions Inc.,One stop,,L + 6.00,(b),,8.53,,03/2023,,139,,,130,,,0,,,139,,,,
169,"Apptio, Inc.  ~",One stop,,L + 7.25,(a),,9.67,,01/2025,,27224,,,26716,,,2.8,,,26680,,,,
170,"Apptio, Inc.  (5)",One stop,,L + 7.25,,,N/A  (6),,01/2025,,0,,,(2,,,0,,,(2,,,,
171,Arch Global CCT Holdings Corp.  ~,Senior loan,,L + 4.75,(a)(c),,7.15,,04/2026,,1564,,,1549,,,0.2,,,1548,,,,
172,Arch Global CCT Holdings Corp.,Senior loan,,L + 4.75,,,N/A  (6),,04/2026,,0,,,0,,,0,,,0,,,,
173,Arch Global CCT Holdings Corp.,Senior loan,,L + 4.75,,,N/A  (6),,04/2025,,0,,,0,,,0,,,0,,,,
174,"Astute Holdings, Inc.  ~",One stop,,L + 6.00,(a),,8.42,,04/2025,,4725,,,4634,,,0.5,,,4678,,,,
175,"Astute Holdings, Inc.",One stop,,L + 6.00,(a),,8.40,,04/2025,,10,,,9,,,0,,,9,,,,
176,"Astute Holdings, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,04/2025,,0,,,(2,,,0,,,(2,,,,
177,"AutoQuotes, LLC  ~",One stop,,L + 6.00,(c),,8.53,,11/2024,,4636,,,4562,,,0.5,,,4636,,,,
178,"AutoQuotes, LLC",One stop,,L + 6.00,,,N/A  (6),,11/2024,,0,,,0,,,0,,,0,,,,
179,Axiom Merger Sub Inc.  ~,One stop,,L + 5.50,(b)(c),,7.99,,04/2026,,3339,,,3282,,,0.3,,,3305,,,,
180,Axiom Merger Sub Inc.  ~(8)(9),One stop,,E + 5.75,(g),,5.75,,04/2026,,1391,,,1367,,,0.1,,,1384,,,,
181,Axiom Merger Sub Inc.  (5),One stop,,L + 5.50,,,N/A  (6),,04/2026,,0,,,(1,,,0,,,0,,,,
182,Axiom Merger Sub Inc.  (5),One stop,,L + 5.50,,,N/A  (6),,04/2026,,0,,,(3,,,0,,,(2,,,,
183,"Bazaarvoice, Inc.  *~",One stop,,L + 5.75,(a),,8.15,,02/2024,,19270,,,19049,,,2.0,,,19270,,,,
184,"Bazaarvoice, Inc.",One stop,,L + 5.75,(a)(c),,8.12,,02/2024,,130,,,127,,,0,,,130,,,,
185,"Calabrio, Inc.  ~",One stop,,L + 6.50,(c),,8.83,,06/2025,,4940,,,4891,,,0.5,,,4891,,,,
186,"Calabrio, Inc.  (5)",One stop,,L + 6.50,,,N/A  (6),,06/2025,,0,,,(1,,,0,,,(1,,,,
187,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,
188,Diversified/Conglomerate Service - (continued),,,,,,,,,,,,,,,,,,,,,,,
189,"Caliper Software, Inc.  ~",One stop,,L + 6.00,(c)(f),,8.33,,11/2025,,,11069,,,,10937,,,1.1,,,,11069,
190,"Caliper Software, Inc.",One stop,,L + 6.00,(c),,8.33,,11/2023,,100,,,98,,,0,,,100,,,,
191,Centrify Corporation  *,One stop,,L + 6.25,(c),,8.58,,08/2024,,10892,,,10751,,,1.1,,,10674,,,,
192,Centrify Corporation,One stop,,P + 5.25,(f),,10.75,,08/2024,,150,,,148,,,0,,,147,,,,
193,"Clearwater Analytics, LLC  ^*",One stop,,L + 5.00,(a),,7.4,,09/2022,,8532,,,8358,,,0.9,,,8319,,,,
194,"Clearwater Analytics, LLC  (5)",One stop,,L + 5.00,,,N/A  (6),,09/2022,,0,,,(2,,,0,,,(3,,,,
195,"Cloudbees, Inc.",One stop,,L + 9.00,(a),,10.94 cash/0.50 PIK,,05/2023,,1905,,,1857,,,0.2,,,1905,,,,
196,"Cloudbees, Inc.",One stop,,L + 8.50,,,N/A  (6),,05/2023,,0,,,0,,,0,,,0,,,,
197,"Confluence Technologies, Inc.",One stop,,L + 5.50,(a),,7.91,,03/2024,,6980,,,6857,,,0.7,,,6980,,,,
198,"Confluence Technologies, Inc.  (5)",One stop,,L + 5.50,,,N/A  (6),,03/2024,,0,,,(1,,,0,,,0,,,,
199,"Connexin Software, Inc.  ~",One stop,,L + 8.50,(c),,10.83,,02/2024,,2488,,,2441,,,0.3,,,2488,,,,
200,"Connexin Software, Inc.",One stop,,L + 8.50,,,N/A  (6),,02/2024,,0,,,0,,,0,,,0,,,,
201,"Conservice, LLC  ~",One stop,,L + 5.25,(c),,7.58,,12/2024,,1783,,,1767,,,0.2,,,1783,,,,
202,"Conservice, LLC",One stop,,L + 5.25,,,N/A  (6),,12/2024,,0,,,0,,,0,,,0,,,,
203,Daxko Acquisition Corporation  ^*,One stop,,L + 4.75,(b),,7.10,,09/2023,,11160,,,10963,,,1.2,,,11160,,,,
204,Daxko Acquisition Corporation  (5),One stop,,L + 4.75,,,N/A  (6),,09/2023,,0,,,(1,,,0,,,0,,,,
205,"Digital Guardian, Inc.",One stop,,L + 9.50,(c),,9.09 cash/3.00 PIK,,06/2023,,4030,,,3991,,,0.4,,,4198,,,,
206,"Digital Guardian, Inc.",Subordinated debt,,No Value,,,8.00 PIK,,06/2023,,4,,,0,,,0,,,4,,,,
207,"Digital Guardian, Inc.",One stop,,L + 6.50,,,N/A  (6),,06/2023,,0,,,0,,,0,,,1,,,,
208,"Digital Guardian, Inc.",One stop,,L + 5.00,,,N/A  (6),,06/2023,,0,,,0,,,0,,,0,,,,
209,DISA Holdings Acquisition Subsidiary Corp.  ~,Senior loan,,L + 4.00,(c)(f),,6.68,,06/2022,,2104,,,2095,,,0.2,,,2104,,,,
210,DISA Holdings Acquisition Subsidiary Corp.,Senior loan,,L + 4.00,(c)(f),,6.85,,06/2022,,7,,,7,,,0,,,7,,,,
211,DISA Holdings Acquisition Subsidiary Corp.,Senior loan,,L + 4.00,,,N/A  (6),,06/2022,,0,,,0,,,0,,,0,,,,
212,DISA Holdings Acquisition Subsidiary Corp.,Senior loan,,L + 4.00,,,N/A  (6),,06/2022,,0,,,0,,,0,,,0,,,,
213,"E2open, LLC  *~",One stop,,L + 5.00,(c),,7.52,,11/2024,,36765,,,36268,,,3.8,,,36398,,,,
214,"E2open, LLC",One stop,,L + 5.00,(c),,7.52,,11/2024,,624,,,615,,,0.1,,,617,,,,
215,"E2open, LLC  (5)",One stop,,L + 5.00,,,N/A  (6),,11/2024,,0,,,(3,,,0,,,(2,,,,
216,"EGD Security Systems, LLC  ^*",One stop,,L + 5.75,(c),,8.34,,06/2023,,14952,,,14750,,,1.5,,,14802,,,,
