,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
17,,Polk Acquisition Corp.*#,Senior loan,,L + 6.50,(a),,3.50 cash/4.00 PIK,,12/2023,,18167,,,18011,,,0.7,,17077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,Polk Acquisition Corp.,Senior loan,,L + 6.50,(a),,3.50 cash/4.00 PIK,,12/2023,,108,,,106,,,0,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,Polk Acquisition Corp.,Senior loan,,L + 6.50,(a),,3.50 cash/4.00 PIK,,12/2023,,18,,,16,,,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=======
7,,NTS Technical Systems(5),Senior loan,,L + 5.50,,,N/A(6),,06/2023,,-,,,(48),,,-,,(61),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,NTS Technical Systems(5),Senior loan,,L + 5.50,,,N/A(6),,06/2023,,-,,,(76),,,-,,(81),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,"Tronair Parent, Inc.+",Senior loan,,L + 4.75,(e),,5.75,,09/2023,,716,,,710,,,-,,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,"Tronair Parent, Inc.",Senior loan,,L + 4.50,(c),,4.71,,09/2021,,160,,,159,,,-,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,Whitcraft LLC*#+~,One stop,,L + 6.00,(c),,7.00,,04/2023,,63735,,,64087,,,2.5,,59912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,Whitcraft LLC(5),One stop,,L + 6.00,,,N/A(6),,04/2023,,-,,,(2),,,-,,(18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,109677,,,109402,,,4.3,,104911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,Airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,Aurora Lux Finco S.A.R.L.(8)(13),One stop,,L + 5.75,(c),,6.75,,12/2026,,993,,,971,,,-,,893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,Auto Components,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,Polk Acquisition Corp.*#,Senior loan,,L + 6.50,(a),,3.50 cash/4.00 PIK,,12/2023,,18167,,,18011,,,0.7,,17077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,Polk Acquisition Corp.,Senior loan,,L + 6.50,(a),,3.50 cash/4.00 PIK,,12/2023,,108,,,106,,,-,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,Polk Acquisition Corp.,Senior loan,,L + 6.50,(a),,3.50 cash/4.00 PIK,,12/2023,,18,,,16,,,-,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>>>>>>> GSBD
20,,"Power Stop, LLC+~",Senior loan,,L + 4.50,(a),,4.65,,10/2025,,2835,,,2886,,,0.1,,2835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,21128,,,21019,,,0.8,,20016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,JHCC Holdings LLC,One stop,,L + 5.50,(c),,6.50,,09/2025,,15591,,,15347,,,0.6,,15591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<<<<<<< HEAD
24,,JHCC Holdings LLC,One stop,,L + 5.50,(c),,6.50,,09/2025,,78,,,76,,,0,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,JHCC Holdings LLC,One stop,,L + 5.50,(c)(f),,7.10,,09/2025,,55,,,54,,,0,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,"MOP GM Holding, LLC+~",One stop,,L + 5.75,(c),,6.75,,11/2026,,24404,,,24104,,,1.0,,24160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,"MOP GM Holding, LLC",One stop,,L + 5.75,(c)(f),,6.85,,11/2026,,130,,,128,,,0,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,"MOP GM Holding, LLC(5)",One stop,,L + 5.75,,,N/A(6),,11/2026,,0,,,(56),,,0,,(45),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=======
24,,JHCC Holdings LLC,One stop,,L + 5.50,(c),,6.50,,09/2025,,78,,,76,,,-,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,JHCC Holdings LLC,One stop,,L + 5.50,(c)(f),,7.10,,09/2025,,55,,,54,,,-,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,"MOP GM Holding, LLC+~",One stop,,L + 5.75,(c),,6.75,,11/2026,,24404,,,24104,,,1.0,,24160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,"MOP GM Holding, LLC",One stop,,L + 5.75,(c)(f),,6.85,,11/2026,,130,,,128,,,-,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,"MOP GM Holding, LLC(5)",One stop,,L + 5.75,,,N/A(6),,11/2026,,-,,,(56),,,-,,(45),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>>>>>>> GSBD
29,,"Quick Quack Car Wash Holdings, LLC*#",One stop,,L + 6.50,(a),,7.50,,10/2024,,13050,,,13069,,,0.5,,12919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,"Quick Quack Car Wash Holdings, LLC#",One stop,,L + 6.50,(a),,7.50,,04/2023,,2355,,,2327,,,0.1,,2331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,"Quick Quack Car Wash Holdings, LLC",One stop,,L + 6.50,(a),,7.50,,10/2024,,2199,,,2103,,,0.1,,2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L + 6.50,(a),,7.50,,04/2023,,2057,,,2103,,,0.1,,2036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L + 6.50,(a),,7.50,,04/2023,,1375,,,1405,,,0.1,,1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<<<<<<< HEAD
34,,"Quick Quack Car Wash Holdings, LLC*",One stop,,L + 6.50,(a),,7.50,,10/2024,,1120,,,1163,,,0,,1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,"Quick Quack Car Wash Holdings, LLC(5)",One stop,,L + 6.50,,,N/A(6),,04/2023,,0,,,0,,,0,,(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,"TWAS Holdings, LLC+",One stop,,L + 6.75,(a),,7.75,,12/2026,,31111,,,30722,,,1.3,,30800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,"TWAS Holdings, LLC(5)",One stop,,L + 6.75,,,N/A(6),,12/2026,,0,,,(4),,,0,,(4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,"TWAS Holdings, LLC(5)",One stop,,L + 6.75,,,N/A(6),,12/2026,,0,,,(90),,,0,,(80),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=======
34,,"Quick Quack Car Wash Holdings, LLC*",One stop,,L + 6.50,(a),,7.50,,10/2024,,1120,,,1163,,,-,,1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,"Quick Quack Car Wash Holdings, LLC(5)",One stop,,L + 6.50,,,N/A(6),,04/2023,,-,,,-,,,-,,(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,"TWAS Holdings, LLC+",One stop,,L + 6.75,(a),,7.75,,12/2026,,31111,,,30722,,,1.3,,30800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,"TWAS Holdings, LLC(5)",One stop,,L + 6.75,,,N/A(6),,12/2026,,-,,,(4),,,-,,(4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,"TWAS Holdings, LLC(5)",One stop,,L + 6.75,,,N/A(6),,12/2026,,-,,,(90),,,-,,(80),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>>>>>>> GSBD
39,,,,,,,,,,,,93525,,,92451,,,3.8,,92537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,Beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,"Abita Brewing Co., L.L.C.(7)",One stop,,L + 7.25,(c),,8.25,,04/2021,,,9982,,,,9969,,,0.4,,,8485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<<<<<<< HEAD
43,,"Abita Brewing Co., L.L.C.(7)",One stop,,L + 7.25,(c),,8.25,,04/2021,,40,,,39,,,0,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,"Fintech Midco, LLC*#",One stop,,L + 5.00,(c),,6.00,,08/2024,,24349,,,24671,,,1.0,,24349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,"Fintech Midco, LLC#",One stop,,L + 5.00,(c),,6.00,,08/2024,,1128,,,1163,,,0,,1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,"Fintech Midco, LLC(5)",One stop,,L + 5.00,,,N/A(6),,08/2024,,0,,,(1),,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=======
43,,"Abita Brewing Co., L.L.C.(7)",One stop,,L + 7.25,(c),,8.25,,04/2021,,40,,,39,,,-,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,"Fintech Midco, LLC*#",One stop,,L + 5.00,(c),,6.00,,08/2024,,24349,,,24671,,,1.0,,24349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,"Fintech Midco, LLC#",One stop,,L + 5.00,(c),,6.00,,08/2024,,1128,,,1163,,,-,,1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,"Fintech Midco, LLC(5)",One stop,,L + 5.00,,,N/A(6),,08/2024,,-,,,(1),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>>>>>>> GSBD
47,,,,,,,,,,,,35499,,,35841,,,1.4,,33996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,Biotechnology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,"BIO18 Borrower, LLC",One stop,,L + 4.75,(a),,5.75,,11/2024,,11047,,,11081,,,0.4,,11047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,"BIO18 Borrower, LLC*#",One stop,,L + 4.75,(a),,5.75,,11/2024,,3953,,,3921,,,0.2,,3953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<<<<<<< HEAD
51,,"BIO18 Borrower, LLC",One stop,,L + 4.75,(a),,5.75,,11/2024,,210,,,210,,,0,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,"BIO18 Borrower, LLC(5)",One stop,,L + 4.75,,,N/A(6),,11/2024,,0,,,(1),,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=======
51,,"BIO18 Borrower, LLC",One stop,,L + 4.75,(a),,5.75,,11/2024,,210,,,210,,,-,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,"BIO18 Borrower, LLC(5)",One stop,,L + 4.75,,,N/A(6),,11/2024,,-,,,(1),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>>>>>>> GSBD
53,,,,,,,,,,,,15210,,,15211,,,0.6,,15210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,Building Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(b)(c)(f),,5.50,,03/2024,,4181,,,4181,,,0.2,,4097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,"Jensen Hughes, Inc.",Senior loan,,L + 4.50,(a)(b)(c)(f),,5.50,,03/2024,,1252,,,1283,,,0.1,,1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<<<<<<< HEAD
57,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(b)(c)(d)(f),,5.50,,03/2024,,911,,,924,,,0,,893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,"Jensen Hughes, Inc.",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,438,,,450,,,0,,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(b)(c)(f),,5.50,,03/2024,,279,,,282,,,0,,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,"Jensen Hughes, Inc.",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,218,,,218,,,0,,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,116,,,116,,,0,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=======
57,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(b)(c)(d)(f),,5.50,,03/2024,,911,,,924,,,-,,893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,"Jensen Hughes, Inc.",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,438,,,450,,,-,,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(b)(c)(f),,5.50,,03/2024,,279,,,282,,,-,,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,"Jensen Hughes, Inc.",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,218,,,218,,,-,,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c)(f),,5.50,,03/2024,,116,,,116,,,-,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>>>>>>> GSBD
62,,,,,,,,,,,,7395,,,7454,,,0.3,,7243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,Chemicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,Inhance Technologies Holdings LLC#,One stop,,L + 6.00,(c),,7.00,,07/2024,,12671,,,12782,,,0.5,,12207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,Inhance Technologies Holdings LLC,One stop,,L + 6.00,(c),,7.00,,07/2024,,1925,,,1913,,,0.1,,1854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<<<<<<< HEAD
66,,Inhance Technologies Holdings LLC,One stop,,L + 6.00,(c),,7.00,,07/2024,,80,,,80,,,0,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=======
66,,Inhance Technologies Holdings LLC,One stop,,L + 6.00,(c),,7.00,,07/2024,,80,,,80,,,-,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>>>>>>> GSBD
67,,,,,,,,,,,,14676,,,14775,,,0.6,,14133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,Commercial Services & Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,"EGD Security Systems, LLC*#^",One stop,,L + 5.65,(c),,6.65,,06/2023,,30092,,,30418,,,1.2,,30092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,"EGD Security Systems, LLC*",One stop,,L + 5.65,(c),,6.65,,06/2023,,1258,,,1257,,,0.1,,1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<<<<<<< HEAD
71,,"EGD Security Systems, LLC",One stop,,L + 5.65,(c),,6.65,,06/2023,,767,,,760,,,0,,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,"EGD Security Systems, LLC#",One stop,,L + 5.65,(c),,6.65,,06/2023,,644,,,661,,,0,,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,"EGD Security Systems, LLC#",One stop,,L + 5.65,(c),,6.65,,06/2023,,575,,,572,,,0,,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,"EGD Security Systems, LLC",One stop,,L + 5.65,(c),,6.65,,06/2023,,40,,,39,,,0,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,"EGD Security Systems, LLC(5)",One stop,,L + 5.65,,,N/A(6),,06/2023,,0,,,(28),,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,"Bazaarvoice, Inc.*#+~^",One stop,,L + 5.75,(c),,6.75,,02/2024,,48006,,,48576,,,2.0,,47526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,"Bazaarvoice, Inc.+",One stop,,L + 5.75,(c),,6.75,,02/2024,,21094,,,20886,,,0.9,,20883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,"Bazaarvoice, Inc.(5)",One stop,,L + 5.75,,,N/A(6),,02/2024,,0,,,(3),,,0,,(4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,Hydraulic Authority III Limited~(8)(9)(10),One stop,,L + 6.00,(h),,7.00,,11/2025,,11709,,,11907,,,0.5,,12198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,Commercial Services & Supplies - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,Hydraulic Authority III Limited(8)(9)(10),One stop,,No Value,,,11.00 PIK,,11/2028,,,222,,,,225,,,0,,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,Hydraulic Authority III Limited(5)(8)(9)(10),One stop,,L + 6.00,,,N/A(6),,11/2025,,0,,,0,,,0,,(6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,"PT Intermediate Holdings III, LLC+~^",One stop,,L + 5.50,(c),,6.50,,10/2025,,29700,,,29331,,,1.2,,28512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,WRE Holding Corp.*#,Senior loan,,L + 5.25,(b)(c),,6.25,,01/2023,,2270,,,2302,,,0.1,,2270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,WRE Holding Corp.^,Senior loan,,L + 5.25,(b)(c),,6.25,,01/2023,,938,,,962,,,0,,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,WRE Holding Corp.,Senior loan,,L + 5.25,(c),,6.25,,01/2023,,688,,,687,,,0,,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,WRE Holding Corp.,Senior loan,,L + 5.25,(b)(c),,6.25,,01/2023,,407,,,407,,,0,,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,WRE Holding Corp.,Senior loan,,L + 5.25,(b)(c),,6.25,,01/2023,,23,,,23,,,0,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,WRE Holding Corp.,Senior loan,,L + 5.25,(a)(c),,6.25,,01/2023,,16,,,17,,,0,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,WRE Holding Corp.,Senior loan,,L + 5.25,,,N/A(6),,01/2023,,0,,,8,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=======
71,,"EGD Security Systems, LLC",One stop,,L + 5.65,(c),,6.65,,06/2023,,767,,,760,,,-,,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,"EGD Security Systems, LLC#",One stop,,L + 5.65,(c),,6.65,,06/2023,,644,,,661,,,-,,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,"EGD Security Systems, LLC#",One stop,,L + 5.65,(c),,6.65,,06/2023,,575,,,572,,,-,,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,"EGD Security Systems, LLC",One stop,,L + 5.65,(c),,6.65,,06/2023,,40,,,39,,,-,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,"EGD Security Systems, LLC(5)",One stop,,L + 5.65,,,N/A(6),,06/2023,,-,,,(28),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
