,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
45,"First Watch Restaurants, Inc.",One stop,,P + 5.00,,8.15,,12/2020,,1422,,,1415,,,0.2,,,1422,,,,
46,"First Watch Restaurants, Inc.  *",One stop,,L + 6.00,,7.00,,12/2020,,1255,,,1246,,,0.2,,,1255,,,,
47,"First Watch Restaurants, Inc.  *",One stop,,L + 6.00,,7.00,,12/2020,,1252,,,1243,,,0.2,,,1252,,,,
48,"First Watch Restaurants, Inc.  (4)",One stop,,L + 6.00,,N/A  (5),,12/2020,,-,,,(8,,,-,,,-,,,,
49,"Hopdoddy Holdings, LLC",One stop,,L + 8.00,,9.00,,08/2020,,658,,,648,,,0.1,,,658,,,,
50,"Hopdoddy Holdings, LLC",One stop,,L + 8.00,,N/A  (5),,08/2020,,-,,,-,,,-,,,-,,,,
51,"Hopdoddy Holdings, LLC  (4)",One stop,,L + 8.00,,N/A  (5),,08/2020,,-,,,(2,,,-,,,-,,,,
52,IT'SUGAR LLC,Subordinated debt,,N/A,,5.00,,04/2020,,1707,,,1707,,,0.2,,,1355,,,,
53,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal/Par  Amount  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,
54,"Beverage, Food and Tobacco – (continued)",,,,,,,,,,,,,,,,,,,,,,
55,"Mid-America Pet Food, L.L.C.  ^",One stop,,L + 6.25,,7.25,,12/2021,,,5683,,,,5598,,,0.6,,,,5626,
56,"Mid-America Pet Food, L.L.C.",One stop,,L + 6.25,,7.25,,12/2021,,3,,,2,,,-,,,3,,,,
57,"P&P Food Safety US Acquisition, Inc.  *",One stop,,L + 6.50,,7.50,,11/2021,,4157,,,4106,,,0.5,,,4115,,,,
58,"P&P Food Safety US Acquisition, Inc.",One stop,,L + 6.50,,N/A  (5),,11/2021,,-,,,-,,,-,,,-,,,,
59,"Purfoods, LLC",One stop,,L + 6.25,,7.25,,05/2021,,8626,,,8439,,,1.0,,,8626,,,,
60,"Purfoods, LLC",One stop,,L + 7.00,,7.00 PIK,,05/2026,,101,,,101,,,-,,,106,,,,
61,"Purfoods, LLC",One stop,,L + 6.25,,7.25,,05/2021,,40,,,39,,,-,,,40,,,,
62,"Purfoods, LLC  (4)",One stop,,L + 6.25,,N/A  (5),,05/2021,,-,,,(1,,,-,,,-,,,,
63,"Restaurant Holding Company, LLC  #",Senior loan,,L + 7.75,,8.75,,02/2019,,4593,,,4571,,,0.5,,,4501,,,,
64,"Rubio's Restaurants, Inc.  *^",Senior loan,,L + 4.75,,6.00,,11/2018,,8896,,,8861,,,1.0,,,8896,,,,
65,Smashburger Finance LLC,Senior loan,,L + 5.50,,6.75,,05/2018,,83,,,83,,,-,,,81,,,,
66,Smashburger Finance LLC  (4),Senior loan,,L + 5.50,,N/A  (5),,05/2018,,-,,,(2,,,-,,,-,,,,
67,Surfside Coffee Company LLC  #,One stop,,L + 5.25,,6.25,,06/2020,,4458,,,4427,,,0.5,,,4458,,,,
68,Surfside Coffee Company LLC,One stop,,L + 5.25,,6.25,,06/2020,,337,,,329,,,0.1,,,337,,,,
69,Surfside Coffee Company LLC,One stop,,L + 5.25,,6.25,,06/2020,,25,,,25,,,-,,,25,,,,
70,"Tate's Bake Shop, Inc.  #",Senior loan,,L + 5.00,,6.00,,08/2019,,596,,,592,,,0.1,,,596,,,,
71,Uinta Brewing Company  ^,One stop,,L + 8.50,,9.50,,08/2019,,3734,,,3714,,,0.4,,,3623,,,,
72,Uinta Brewing Company,One stop,,L + 8.50,,9.50,,08/2019,,385,,,383,,,-,,,373,,,,
73,,,,,,,,,,147739,,,146300,,,16.7,,,145846,,,,
74,Broadcasting and Entertainment,,,,,,,,,,,,,,,,,,,,,,
75,"TouchTunes Interactive Networks, Inc.  ^",Senior loan,,L + 4.75,,5.75,,05/2021,,1473,,,1468,,,0.2,,,1484,,,,
76,Building and Real Estate,,,,,,,,,,,,,,,,,,,,,,
77,"Brooks Equipment Company, LLC  *^",One stop,,L + 5.00,,6.00,,08/2020,,22720,,,22513,,,2.6,,,22720,,,,
78,"Brooks Equipment Company, LLC  (4)",One stop,,L + 5.00,,N/A  (5),,08/2020,,-,,,(12,,,-,,,-,,,,
79,"ITEL Laboratories, Inc.  *",Senior loan,,L + 4.50,,5.75,,06/2018,,548,,,546,,,0.1,,,548,,,,
80,"ITEL Laboratories, Inc.",Senior loan,,L + 4.50,,N/A  (5),,06/2018,,-,,,-,,,-,,,-,,,,
81,,,,,,,,,,23268,,,23047,,,2.7,,,23268,,,,
82,"Chemicals, Plastics and Rubber",,,,,,,,,,,,,,,,,,,,,,
83,"Flexan, LLC  *",One stop,,L + 5.75,,6.75,,02/2020,,2351,,,2328,,,0.3,,,2327,,,,
84,"Flexan, LLC",One stop,,L + 5.75,,N/A  (5),,02/2020,,-,,,-,,,-,,,-,,,,
85,,,,,,,,,,2351,,,2328,,,0.3,,,2327,,,,
86,Diversified Conglomerate Manufacturing,,,,,,,,,,,,,,,,,,,,,,
87,"Chase Industries, Inc.  *^#",One stop,,L + 5.75,,6.82,,09/2020,,21649,,,21510,,,2.5,,,21649,,,,
88,"Chase Industries, Inc.  #",One stop,,L + 5.75,,7.20,,09/2020,,4807,,,4777,,,0.5,,,4807,,,,
89,"Chase Industries, Inc.  (4)",One stop,,L + 5.75,,N/A  (5),,09/2020,,-,,,(13,,,-,,,-,,,,
90,"Inventus Power, Inc.  *^",One stop,,L + 5.50,,6.50,,04/2020,,8409,,,8371,,,0.9,,,7778,,,,
91,"Inventus Power, Inc.  (4)",One stop,,L + 5.50,,N/A  (5),,04/2020,,-,,,(2,,,-,,,(39,,,,
92,Onicon Incorporated  *^#,One stop,,L + 6.00,,7.00,,04/2020,,13338,,,13211,,,1.5,,,13338,,,,
93,Onicon Incorporated  (4),One stop,,L + 6.00,,N/A  (5),,04/2020,,-,,,(6,,,-,,,-,,,,
94,"PetroChoice Holdings, Inc.  ^",Senior loan,,L + 5.00,,6.00,,08/2022,,1763,,,1716,,,0.2,,,1763,,,,
95,"Plex Systems, Inc.  *^",One stop,,L + 7.50,,8.75,,06/2020,,18797,,,18439,,,2.2,,,18797,,,,
96,"Plex Systems, Inc.  (4)",One stop,,L + 7.50,,N/A  (5),,06/2020,,-,,,(28,,,-,,,-,,,,
97,"Reladyne, Inc.  *^",Senior loan,,L + 5.25,,6.25,,07/2022,,10149,,,9999,,,1.2,,,10149,,,,
98,"Reladyne, Inc.  *",Senior loan,,L + 5.25,,6.25,,07/2022,,111,,,110,,,-,,,111,,,,
99,"Reladyne, Inc.",Senior loan,,L + 5.25,,6.25,,07/2022,,36,,,36,,,-,,,36,,,,
100,"Reladyne, Inc.",Senior loan,,L + 5.25,,6.25,,07/2022,,26,,,24,,,-,,,26,,,,
101,"Reladyne, Inc.  (4)",Senior loan,,L + 5.25,,N/A  (5),,07/2022,,-,,,(1,,,-,,,-,,,,
102,"Sunless Merger Sub, Inc.  #",Senior loan,,L + 5.00,,6.25,,07/2019,,1488,,,1496,,,0.2,,,1488,,,,
103,"Sunless Merger Sub, Inc.",Senior loan,,P + 3.75,,7.50,,07/2019,,145,,,145,,,-,,,145,,,,
104,,,,,,,,,,80718,,,79784,,,9.2,,,80048,,,,
105,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal/Par  Amount  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,
106,Diversified Conglomerate Service,,,,,,,,,,,,,,,,,,,,,,
107,"Accellos, Inc.  *^",One stop,,L + 5.75,,6.75,,07/2020,,,17126,,,,16999,,,2.0,,,,17126,
108,"Accellos, Inc.  (4)",One stop,,L + 5.75,,N/A  (5),,07/2020,,-,,,(7,,,-,,,-,,,,
109,"Actiance, Inc.  *^",One stop,,L + 9.00,,10.00,,10/2019,,3962,,,3826,,,0.4,,,3943,,,,
110,"Actiance, Inc.",One stop,,L + 9.00,,N/A  (5),,10/2019,,-,,,-,,,-,,,-,,,,
111,Agility Recovery Solutions Inc.  *^,One stop,,L + 6.50,,7.50,,03/2020,,14057,,,13925,,,1.6,,,14057,,,,
112,Agility Recovery Solutions Inc.  (4),One stop,,L + 6.50,,N/A  (5),,03/2020,,-,,,(6,,,-,,,-,,,,
113,Bomgar Corporation  ^,One stop,,L + 7.50,,8.50,,06/2022,,4876,,,4786,,,0.6,,,4876,,,,
114,Bomgar Corporation  (4),One stop,,L + 7.50,,N/A  (5),,06/2022,,-,,,(2,,,-,,,-,,,,
115,"CIBT Holdings, Inc  ^",Senior loan,,L + 5.25,,6.25,,06/2022,,1973,,,1955,,,0.2,,,1973,,,,
116,"CIBT Holdings, Inc",Senior loan,,L + 5.25,,N/A  (5),,06/2022,,-,,,-,,,-,,,-,,,,
117,"Clearwater Analytics, LLC  #",One stop,,L + 7.50,,8.50,,09/2022,,10025,,,9859,,,1.2,,,10025,,,,
118,"Clearwater Analytics, LLC  (4)",One stop,,L + 7.50,,N/A  (5),,09/2022,,-,,,(2,,,-,,,-,,,,
119,Daxko Acquisition Corporation  #,One stop,,L + 6.50,,7.50,,09/2022,,8536,,,8414,,,1.0,,,8536,,,,
120,Daxko Acquisition Corporation,One stop,,L + 6.50,,N/A  (5),,09/2022,,-,,,-,,,-,,,-,,,,
121,"EGD Security Systems, LLC",One stop,,L + 6.25,,7.25,,06/2022,,11113,,,10887,,,1.3,,,11113,,,,
122,"EGD Security Systems, LLC  ^",One stop,,L + 6.25,,7.25,,06/2022,,98,,,97,,,-,,,98,,,,
123,"EGD Security Systems, LLC  (4)",One stop,,L + 6.25,,N/A  (5),,06/2022,,-,,,(2,,,-,,,-,,,,
124,"EGD Security Systems, LLC  (4)",One stop,,L + 6.25,,N/A  (5),,06/2022,,-,,,(1,,,-,,,-,,,,
125,"HealthcareSource HR, Inc.",One stop,,L + 6.75,,7.75,,05/2020,,17679,,,17392,,,2.0,,,17679,,,,
126,"HealthcareSource HR, Inc.  (4)",One stop,,L + 6.75,,N/A  (5),,05/2020,,-,,,(1,,,-,,,-,,,,
127,"Host Analytics, Inc.",One stop,,N/A,,8.50 cash/2.25 PIK,,02/2020,,3046,,,2999,,,0.4,,,3046,,,,
128,"Host Analytics, Inc.",One stop,,N/A,,8.50 cash/2.25 PIK,,08/2021,,2553,,,2402,,,0.3,,,2553,,,,
129,"Host Analytics, Inc.  (4)",One stop,,N/A,,N/A  (5),,02/2020,,-,,,(8,,,-,,,-,,,,
130,"III US Holdings, LLC  #",One stop,,L + 6.00,,7.09,,09/2022,,5496,,,5391,,,0.6,,,5496,,,,
131,"III US Holdings, LLC  (4)",One stop,,L + 6.00,,N/A  (5),,09/2022,,-,,,(1,,,-,,,-,,,,
132,"Integration Appliance, Inc.  *^",One stop,,L + 8.25,,9.50,,09/2020,,16123,,,15994,,,1.9,,,16123,,,,
133,"Integration Appliance, Inc.",One stop,,L + 8.25,,9.50,,09/2020,,7913,,,7780,,,0.9,,,7913,,,,
134,"Integration Appliance, Inc.",One stop,,L + 8.25,,9.50,,09/2020,,5396,,,5313,,,0.6,,,5396,,,,
135,"Integration Appliance, Inc.",One stop,,L + 8.25,,9.50,,09/2018,,899,,,892,,,0.1,,,899,,,,
136,"Integration Appliance, Inc.  *",One stop,,L + 8.25,,9.50,,09/2020,,719,,,710,,,0.1,,,719,,,,
137,"Jensen Hughes, Inc.  #",Senior loan,,L + 5.00,,6.00,,12/2021,,134,,,133,,,-,,,134,,,,
138,"Kinnser Software, Inc.",One stop,,L + 6.50,,7.50,,12/2022,,8626,,,8433,,,1.0,,,8540,,,,
139,"Kinnser Software, Inc.  (4)",One stop,,L + 6.50,,N/A  (5),,12/2021,,-,,,(1,,,-,,,(1,,,,
140,"Netsmart Technologies, Inc.  #",Senior loan,,L + 4.50,,5.50,,04/2023,,1768,,,1752,,,0.2,,,1777,,,,
141,"Netsmart Technologies, Inc.  (4)",Senior loan,,L + 4.75,,N/A  (5),,04/2023,,-,,,(9,,,-,,,-,,,,
142,"Project Alpha Intermediate Holding, Inc.  *#",One stop,,L + 8.25,,9.25,,08/2022,,17214,,,16728,,,2.0,,,17214,,,,
143,"PT Intermediate Holdings III, LLC",One stop,,L + 6.50,,7.50,,06/2022,,22194,,,21688,,,2.5,,,22194,,,,
144,"PT Intermediate Holdings III, LLC",One stop,,P + 5.50,,9.25,,06/2022,,25,,,22,,,-,,,25,,,,
145,"Secure-24, LLC  *^",One stop,,L + 5.00,,6.00,,08/2019,,22604,,,22346,,,2.6,,,22379,,,,
146,"Secure-24, LLC  (4)",One stop,,L + 5.00,,N/A  (5),,08/2019,,-,,,(6,,,-,,,(6,,,,
147,"Severin Acquisition, LLC  ^",Senior loan,,L + 5.38,,6.38,,07/2021,,890,,,883,,,0.1,,,902,,,,
148,"Severin Acquisition, LLC  ^",Senior loan,,L + 5.00,,6.00,,07/2021,,792,,,786,,,0.1,,,792,,,,
149,"Severin Acquisition, LLC  #",Senior loan,,L + 5.00,,6.00,,07/2021,,673,,,667,,,0.1,,,673,,,,
150,"Severin Acquisition, LLC  ^",Senior loan,,L + 5.38,,6.38,,07/2021,,606,,,600,,,0.1,,,614,,,,
151,"Severin Acquisition, LLC  ^",Senior loan,,L + 4.88,,5.88,,07/2021,,195,,,194,,,-,,,195,,,,
152,"Source Medical Solutions, Inc.",Second lien,,L + 11.00,,9.00 cash/3.00 PIK,,03/2018,,9546,,,9436,,,1.1,,,9546,,,,
153,"Steelwedge Software, Inc.  ^",One stop,,L + 10.00,,9.00 cash/2.00 PIK,,09/2020,,2208,,,2125,,,0.2,,,2208,,,,
154,"Steelwedge Software, Inc.",One stop,,L + 10.00,,N/A  (5),,09/2020,,-,,,-,,,-,,,-,,,,
155,"TA MHI Buyer, Inc.  ^",One stop,,L + 6.50,,7.50,,09/2021,,8212,,,8155,,,0.9,,,8212,,,,
156,"TA MHI Buyer, Inc.  *",One stop,,L + 6.50,,7.50,,09/2021,,1278,,,1266,,,0.1,,,1278,,,,
157,"TA MHI Buyer, Inc  .^",One stop,,L + 6.50,,7.50,,09/2021,,664,,,658,,,0.1,,,664,,,,
158,"TA MHI Buyer, Inc.  ^",One stop,,L + 6.50,,7.50,,09/2021,,237,,,235,,,-,,,237,,,,
159,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal/Par  Amount  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,
160,Diversified Conglomerate Service – (continued),,,,,,,,,,,,,,,,,,,,,,
161,"TA MHI Buyer, Inc.",One stop,,L + 6.50,,N/A  (5),,09/2021,,,-,,,,-,,,-,,,,-,
162,"Trintech, Inc.  *^#",One stop,,L + 6.00,,7.00,,10/2021,,10938,,,10826,,,1.3,,,10938,,,,
163,"Trintech, Inc.",One stop,,L + 6.00,,N/A  (5),,10/2021,,-,,,-,,,-,,,-,,,,
164,"Vendavo, Inc.",One stop,,L + 8.50,,9.50,,10/2019,,17981,,,17739,,,2.0,,,17672,,,,
165,"Vendavo, Inc.  (4)",One stop,,L + 8.50,,N/A  (5),,10/2019,,-,,,(9,,,-,,,(25,,,,
166,Vendor Credentialing Service LLC,One stop,,L + 6.00,,7.00,,11/2021,,10169,,,9956,,,1.2,,,10169,,,,
167,Vendor Credentialing Service LLC  (4),One stop,,L + 6.00,,N/A  (5),,11/2021,,-,,,(1,,,-,,,-,,,,
168,"Vitalyst, LLC",Senior loan,,L + 5.00,,6.25,,09/2017,,1365,,,1363,,,0.2,,,1365,,,,
169,"Vitalyst, LLC",Senior loan,,P + 4.00,,7.75,,09/2017,,11,,,11,,,-,,,11,,,,
170,"Workforce Software, LLC  ^",One stop,,L + 10.50,,4.50 cash/7.00 PIK,,06/2021,,5128,,,5095,,,0.6,,,5128,,,,
171,"Workforce Software, LLC",One stop,,L + 10.50,,N/A  (5),,06/2021,,-,,,-,,,-,,,-,,,,
172,"Xmatters, Inc. and Alarmpoint, Inc.",One stop,,L + 8.50,,9.50,,08/2021,,4629,,,4567,,,0.5,,,4629,,,,
173,"Xmatters, Inc. and Alarmpoint, Inc.",One stop,,P + 7.25,,11.00,,08/2021,,20,,,20,,,-,,,20,,,,
174,,,,,,,,,,279697,,,275249,,,32.1,,,279055,,,,
175,Ecological,,,,,,,,,,,,,,,,,,,,,,
176,"Pace Analytical Services, LLC",One stop,,L + 6.25,,7.25,,09/2022,,15462,,,15054,,,1.8,,,15462,,,,
177,"Pace Analytical Services, LLC",One stop,,L + 6.25,,7.25,,09/2022,,12,,,6,,,-,,,12,,,,
178,"Pace Analytical Services, LLC  (4)",One stop,,L + 6.25,,N/A  (5),,09/2022,,-,,,(2,,,-,,,-,,,,
179,,,,,,,,,,15474,,,15058,,,1.8,,,15474,,,,
180,Electronics,,,,,,,,,,,,,,,,,,,,,,
181,"Appriss Holdings, Inc.  *#",Senior loan,,L + 5.25,,6.25,,11/2020,,15412,,,15240,,,1.8,,,15412,,,,
182,"Appriss Holdings, Inc.",Senior loan,,P + 4.00,,7.12,,11/2020,,1892,,,1863,,,0.2,,,1892,,,,
183,"Compusearch Software Holdings, Inc.  ^",Senior loan,,L + 4.25,,5.25,,05/2021,,1305,,,1302,,,0.1,,,1305,,,,
184,Diligent Corporation  *,One stop,,L + 6.75,,7.75,,04/2022,,4876,,,4767,,,0.5,,,4897,,,,
185,Diligent Corporation  *^,One stop,,L + 6.25,,7.25,,04/2022,,2669,,,2630,,,0.3,,,2630,,,,
186,Diligent Corporation  (4),One stop,,L + 6.75,,N/A  (5),,04/2022,,-,,,(2,,,-,,,-,,,,
187,"ECI Acquisition Holdings, Inc.  *^#",One stop,,L + 6.25,,7.25,,03/2019,,21612,,,21432,,,2.5,,,21612,,,,
188,"ECI Acquisition Holdings, Inc.  *",One stop,,L + 6.25,,7.25,,03/2019,,1399,,,1388,,,0.2,,,1399,,,,
189,"ECI Acquisition Holdings, Inc.  (4)",One stop,,L + 6.25,,N/A  (5),,03/2019,,-,,,(8,,,-,,,-,,,,
190,"Gamma Technologies, LLC  ^#",One stop,,L + 5.00,,6.00,,06/2021,,17955,,,17821,,,2.1,,,17955,,,,
191,"Gamma Technologies, LLC",One stop,,L + 5.00,,6.00,,06/2021,,5,,,4,,,-,,,5,,,,
192,"LD Intermediate Holdings, Inc.  *^",Senior loan,,L + 5.88,,6.88,,12/2022,,2588,,,2382,,,0.3,,,2406,,,,
193,Park Place Technologies LLC  *^#,One stop,,L + 5.00,,6.00,,06/2022,,16175,,,15982,,,1.8,,,16014,,,,
194,Park Place Technologies LLC  (4),One stop,,L + 5.00,,N/A  (5),,06/2022,,-,,,(2,,,-,,,(2,,,,
195,"SEI, Inc.  #",Senior loan,,L + 4.75,,5.75,,07/2021,,1099,,,1088,,,0.1,,,1099,,,,
196,"Sloan Company, Inc., The  #",One stop,,L + 7.25,,8.25,,04/2020,,7494,,,7400,,,0.8,,,7120,,,,
197,"Sloan Company, Inc., The",One stop,,L + 7.25,,8.25,,04/2020,,15,,,14,,,-,,,12,,,,
198,Sovos Compliance  *^,One stop,,L + 7.25,,8.25,,03/2022,,9399,,,9232,,,1.1,,,9399,,,,
199,Sovos Compliance  (4),One stop,,L + 7.25,,N/A  (5),,03/2022,,-,,,(1,,,-,,,-,,,,
200,Sparta Holding Corporation  *^#,One stop,,L + 5.50,,6.50,,07/2020,,22309,,,22142,,,2.6,,,22309,,,,
201,Sparta Holding Corporation  (4),One stop,,L + 5.50,,N/A  (5),,07/2020,,-,,,(23,,,-,,,-,,,,
202,"Watchfire Enterprises, Inc.",Second lien,,L + 8.00,,9.00,,10/2021,,9435,,,9283,,,1.1,,,9435,,,,
203,,,,,,,,,,135639,,,133934,,,15.5,,,134899,,,,
204,Grocery,,,,,,,,,,,,,,,,,,,,,,
205,"MyWebGrocer, Inc.  *",One stop,,L + 8.75,,10.00,,05/2017,,14271,,,14218,,,1.6,,,14271,,,,
206,"Teasdale Quality Foods, Inc.  #",Senior loan,,L + 4.75,,5.77,,10/2020,,716,,,704,,,0.1,,,726,,,,
207,"Teasdale Quality Foods, Inc.  #",Senior loan,,L + 4.75,,5.77,,10/2020,,536,,,532,,,0.1,,,543,,,,
208,,,,,,,,,,15523,,,15454,,,1.8,,,15540,,,,
209,"Healthcare, Education and Childcare",,,,,,,,,,,,,,,,,,,,,,
210,"Active Day, Inc.",One stop,,L + 6.00,,7.00,,12/2021,,13504,,,13198,,,1.6,,,13504,,,,
211,"Active Day, Inc.  ^",One stop,,L + 6.00,,7.00,,12/2021,,1042,,,1027,,,0.1,,,1042,,,,
212,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal/Par  Amount  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value,,,,,,,
213,"Healthcare, Education and Childcare – (continued)",,,,,,,,,,,,,,,,,,,,,,
214,"Active Day, Inc.  (4)",One stop,,L + 6.00,,N/A  (5),,12/2021,,,-,,,,(1,,,-,,,,-,
215,"Active Day, Inc.  (4)",One stop,,L + 6.00,,N/A  (5),,12/2021,,-,,,(20,,,-,,,-,,,,
216,"ADCS Clinics Intermediate Holdings, LLC",One stop,,L + 5.75,,6.75,,05/2022,,21442,,,20866,,,2.5,,,21442,,,,
217,"ADCS Clinics Intermediate Holdings, LLC  *",One stop,,L + 5.75,,6.75,,05/2022,,109,,,107,,,-,,,109,,,,
218,"ADCS Clinics Intermediate Holdings, LLC",One stop,,P + 4.75,,8.50,,05/2022,,33,,,31,,,-,,,33,,,,
219,"ADCS Clinics Intermediate Holdings, LLC  *",One stop,,L + 5.75,,6.75,,05/2022,,32,,,32,,,-,,,32,,,,
220,"ADCS Clinics Intermediate Holdings, LLC  (4)",One stop,,L + 5.75,,N/A  (5),,05/2022,,-,,,(4,,,-,,,-,,,,
221,"Agilitas USA, Inc.  ^",Senior loan,,L + 4.00,,5.00,,10/2020,,2119,,,2106,,,0.2,,,2013,,,,
222,"Aris Teleradiology Company, LLC  *",Senior loan,,L + 4.75,,5.75,,03/2021,,2720,,,2695,,,0.3,,,2693,,,,
223,"Aris Teleradiology Company, LLC",Senior loan,,L + 4.75,,5.75,,03/2021,,15,,,15,,,-,,,15,,,,
224,"Avalign Technologies, Inc.  ^",Senior loan,,L + 4.50,,5.50,,07/2021,,1136,,,1132,,,0.1,,,1136,,,,
