,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
28,"Quick Quack Car Wash Holdings, LLC  *",One stop,,L + 6.50,(a),,9.00,,04/2023,,149,,,148,,,-,,,149,,,,
29,"Quick Quack Car Wash Holdings, LLC  *",One stop,,L + 6.50,(a),,9.00,,04/2023,,100,,,99,,,-,,,100,,,,
30,"Quick Quack Car Wash Holdings, LLC",One stop,,L + 6.50,(a),,9.00,,04/2023,,40,,,39,,,-,,,40,,,,
31,"Quick Quack Car Wash Holdings, LLC  (5)",One stop,,L + 6.50,,,N/A  (6),,04/2023,,-,,,(3,,,-,,,-,,,,
32,,,,,,,,,,,20151,,,19990,,,2.0,,,20148,,,,
33,"Beverage, Food and Tobacco",,,,,,,,,,,,,,,,,,,,,,,
34,"Abita Brewing Co., L.L.C.",One stop,,L + 5.75,(a),,8.25,,04/2021,,6939,,,6882,,,0.7,,,6939,,,,
35,"Abita Brewing Co., L.L.C.",One stop,,L + 5.75,,,N/A  (6),,04/2021,,-,,,-,,,-,,,-,,,,
36,"C. J. Foods, Inc.  ^*~",One stop,,L + 6.25,(c),,8.85,,05/2020,,8539,,,8503,,,0.9,,,8539,,,,
37,"C. J. Foods, Inc.  ^",One stop,,L + 6.25,(c),,8.85,,05/2020,,646,,,645,,,0.1,,,646,,,,
38,"C. J. Foods, Inc.",One stop,,L + 6.25,(c),,8.86,,05/2020,,560,,,558,,,0.1,,,560,,,,
39,"Cafe Rio Holding, Inc.  ^",One stop,,L + 5.50,(a),,8.00,,09/2023,,10318,,,10178,,,1.1,,,10318,,,,
40,"Cafe Rio Holding, Inc.",One stop,,L + 5.50,(a),,8.00,,09/2023,,125,,,123,,,-,,,125,,,,
41,"Cafe Rio Holding, Inc.  *",One stop,,L + 5.50,(a),,8.00,,09/2023,,79,,,78,,,-,,,79,,,,
42,"Cafe Rio Holding, Inc.",One stop,,L + 5.50,(a),,8.00,,09/2023,,70,,,69,,,-,,,70,,,,
43,"Cafe Rio Holding, Inc.",One stop,,P + 4.50,(f),,10.00,,09/2023,,2,,,-,,,-,,,2,,,,
44,"Cafe Rio Holding, Inc.  (5)",One stop,,L + 5.50,,,N/A  (6),,09/2023,,-,,,(3,,,-,,,-,,,,
45,"Fintech Midco, LLC  *~",One stop,,L + 5.25,(a),,7.75,,08/2024,,12930,,,12814,,,1.3,,,12930,,,,
46,"Fintech Midco, LLC",One stop,,L + 5.25,(a),,7.75,,08/2024,,80,,,79,,,-,,,80,,,,
47,"Fintech Midco, LLC  (5)",One stop,,L + 5.25,,,N/A  (6),,08/2024,,-,,,(1,,,-,,,-,,,,
48,"Fintech Midco, LLC  (5)",One stop,,L + 5.25,,,N/A  (6),,08/2024,,-,,,(2,,,-,,,-,,,,
49,"Flavor Producers, LLC  ~",Senior loan,,L + 4.75,(c),,7.35,,12/2023,,2235,,,2209,,,0.2,,,2235,,,,
50,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,
51,"Beverage, Food and Tobacco - (continued)",,,,,,,,,,,,,,,,,,,,,,,
52,"Flavor Producers, LLC  (5)",Senior loan,,L + 4.75,,,N/A  (6),,12/2022,,,-,,,,(1,,,-,,,,-,
53,FWR Holding Corporation^,One stop,,L + 5.50,(a),,8.00,,08/2023,,5232,,,5175,,,0.5,,,5232,,,,
54,FWR Holding Corporation,One stop,,L + 5.50,(a),,8.00,,08/2023,,102,,,101,,,-,,,102,,,,
55,FWR Holding Corporation,One stop,,L + 5.50,(a),,8.00,,08/2023,,64,,,64,,,-,,,64,,,,
56,FWR Holding Corporation,One stop,,L + 5.50,(a),,7.99,,08/2023,,50,,,49,,,-,,,50,,,,
57,FWR Holding Corporation,One stop,,L + 5.50,(a),,8.00,,08/2023,,17,,,16,,,-,,,17,,,,
58,FWR Holding Corporation  (5),One stop,,L + 5.50,,,N/A  (6),,08/2023,,-,,,(1,,,-,,,-,,,,
59,Global ID Corporation  *,One stop,,L + 6.50,(c),,9.13,,11/2021,,5118,,,5084,,,0.5,,,5118,,,,
60,Global ID Corporation  *,One stop,,L + 6.50,(c),,9.13,,11/2021,,71,,,71,,,-,,,71,,,,
61,Global ID Corporation,One stop,,L + 6.50,(c),,9.13,,11/2021,,43,,,42,,,-,,,43,,,,
62,Global ID Corporation,One stop,,L + 6.50,,,N/A  (6),,11/2021,,-,,,-,,,-,,,-,,,,
63,"Mendocino Farms, LLC",One stop,,L + 8.50,(a),,3.50 cash/7.50 PIK,,06/2023,,50,,,50,,,-,,,50,,,,
64,"Mendocino Farms, LLC  (5)",One stop,,L + 1.00,,,N/A  (6),,06/2023,,-,,,(1,,,-,,,-,,,,
65,"Mid-America Pet Food, L.L.C.  ^*",One stop,,L + 6.00,(c),,8.60,,12/2021,,10698,,,10624,,,1.1,,,10698,,,,
66,"Mid-America Pet Food, L.L.C.  (5)",One stop,,L + 6.00,,,N/A  (6),,12/2021,,-,,,(1,,,-,,,-,,,,
67,"NBC Intermediate, LLC  ^",Senior loan,,L + 4.25,(a),,6.75,,09/2023,,2024,,,2008,,,0.2,,,2024,,,,
68,"NBC Intermediate, LLC  *",Senior loan,,L + 4.25,(a),,6.75,,09/2023,,1091,,,1082,,,0.1,,,1091,,,,
69,"NBC Intermediate, LLC",Senior loan,,L + 4.25,,,N/A  (6),,09/2023,,-,,,-,,,-,,,-,,,,
70,"Purfoods, LLC",One stop,,L + 5.50,(c),,8.13,,05/2021,,8379,,,8291,,,0.9,,,8379,,,,
71,"Purfoods, LLC",One stop,,N/A,,,7.00 PIK,,05/2026,,116,,,116,,,-,,,116,,,,
72,"Purfoods, LLC",One stop,,L + 5.50,(c),,8.10,,05/2021,,55,,,54,,,-,,,55,,,,
73,"Purfoods, LLC",One stop,,L + 5.50,(a)(c),,8.05,,05/2021,,55,,,54,,,-,,,55,,,,
74,"Purfoods, LLC  ^",One stop,,L + 5.50,(c),,8.10,,05/2021,,39,,,39,,,-,,,39,,,,
75,"Purfoods, LLC  ~",One stop,,L + 5.50,(c),,8.10,,05/2021,,30,,,30,,,-,,,30,,,,
76,"Purfoods, LLC  ~",One stop,,L + 5.50,(c),,8.10,,05/2021,,30,,,30,,,-,,,30,,,,
77,"Purfoods, LLC  *",One stop,,L + 5.50,(c),,8.10,,05/2021,,30,,,30,,,-,,,30,,,,
78,"Purfoods, LLC  ^",One stop,,L + 5.50,(c),,8.10,,05/2021,,24,,,23,,,-,,,24,,,,
79,"Purfoods, LLC  ^",One stop,,L + 5.50,(c),,8.10,,05/2021,,15,,,15,,,-,,,15,,,,
80,"Purfoods, LLC  ^",One stop,,L + 5.50,(c),,8.10,,05/2021,,15,,,15,,,-,,,15,,,,
81,"Purfoods, LLC  ^",One stop,,L + 5.50,(c),,8.10,,05/2021,,14,,,14,,,-,,,14,,,,
82,"Purfoods, LLC  ^",One stop,,L + 5.50,(c),,8.10,,05/2021,,11,,,11,,,-,,,11,,,,
83,"Purfoods, LLC  ^",One stop,,L + 5.50,(c),,8.10,,05/2021,,11,,,11,,,-,,,11,,,,
84,"Purfoods, LLC  ^",One stop,,L + 5.50,(c),,8.10,,05/2021,,10,,,10,,,-,,,10,,,,
85,"Purfoods, LLC",One stop,,L + 5.50,,,N/A  (6),,05/2021,,-,,,-,,,-,,,-,,,,
86,"Purfoods, LLC",One stop,,L + 5.50,,,N/A  (6),,05/2021,,-,,,-,,,-,,,-,,,,
87,"Rubio's Restaurants, Inc.  ^*",Senior loan,,L + 5.25,(c),,7.85,,10/2019,,11115,,,11021,,,1.1,,,10560,,,,
88,"Rubio's Restaurants, Inc.",Senior loan,,P + 3.50,(f),,9.00,,10/2019,,75,,,73,,,-,,,74,,,,
89,Wood Fired Holding Corp.  *,One stop,,L + 5.75,(c),,8.65,,12/2023,,6953,,,6888,,,0.7,,,6953,,,,
90,Wood Fired Holding Corp.,One stop,,L + 5.75,,,N/A  (6),,12/2023,,-,,,-,,,-,,,-,,,,
91,Wood Fired Holding Corp.  (5),One stop,,L + 5.75,,,N/A  (6),,12/2023,,-,,,(1,,,-,,,-,,,,
92,,,,,,,,,,,94060,,,93218,,,9.5,,,93504,,,,
93,Broadcasting and Entertainment,,,,,,,,,,,,,,,,,,,,,,,
94,"TouchTunes Interactive Networks, Inc.  ^",Senior loan,,L + 4.75,(a),,7.25,,05/2021,,1440,,,1437,,,0.2,,,1440,,,,
95,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,
96,Building and Real Estate,,,,,,,,,,,,,,,,,,,,,,,
97,"Brooks Equipment Company, LLC  ^*",One stop,,L + 5.00,(c),,7.63,,08/2020,,,21096,,,,21022,,,2.2,,,,21096,
98,"Brooks Equipment Company, LLC  *",One stop,,L + 5.00,(c),,7.66,,08/2020,,2107,,,2101,,,0.2,,,2107,,,,
99,"Brooks Equipment Company, LLC",One stop,,P + 3.75,(f),,9.25,,08/2020,,178,,,173,,,-,,,178,,,,
100,"Jensen Hughes, Inc.",Senior loan,,L + 4.25,(c)(f),,6.86,,03/2024,,499,,,496,,,0.1,,,499,,,,
101,"Jensen Hughes, Inc.",Senior loan,,L + 4.25,(c)(f),,6.86,,03/2024,,153,,,151,,,-,,,153,,,,
102,"Jensen Hughes, Inc.",Senior loan,,L + 4.25,(c)(f),,6.86,,03/2024,,32,,,32,,,-,,,32,,,,
103,"Jensen Hughes, Inc.",Senior loan,,L + 4.25,(a)(c)(f),,6.86,,03/2024,,8,,,7,,,-,,,8,,,,
104,MRI Software LLC  ^,One stop,,L + 5.50,(a),,8.00,,06/2023,,23564,,,23093,,,2.4,,,23564,,,,
105,MRI Software LLC^*~,One stop,,L + 5.50,(a),,8.00,,06/2023,,13674,,,13558,,,1.4,,,13674,,,,
106,MRI Software LLC  ^,One stop,,L + 5.50,(a),,8.00,,06/2023,,355,,,352,,,0.1,,,355,,,,
107,MRI Software LLC,One stop,,L + 5.50,(c),,8.30,,06/2023,,333,,,330,,,-,,,333,,,,
108,MRI Software LLC  ~,One stop,,L + 5.50,(a),,8.00,,06/2023,,294,,,291,,,-,,,294,,,,
109,MRI Software LLC  *,One stop,,L + 5.50,(a),,8.00,,06/2023,,294,,,291,,,-,,,294,,,,
110,MRI Software LLC  *,One stop,,L + 5.50,(a),,8.00,,06/2023,,193,,,191,,,-,,,193,,,,
111,MRI Software LLC  ^,One stop,,L + 5.50,(a),,8.00,,06/2023,,164,,,163,,,-,,,164,,,,
112,MRI Software LLC  ~,One stop,,L + 5.50,(c),,8.30,,06/2023,,105,,,104,,,-,,,105,,,,
113,MRI Software LLC  ~,One stop,,L + 5.50,(a),,8.00,,06/2023,,97,,,96,,,-,,,97,,,,
114,MRI Software LLC,One stop,,L + 5.50,(c),,8.10,,06/2023,,61,,,58,,,-,,,61,,,,
115,MRI Software LLC,One stop,,L + 5.50,(a)(c),,8.00,,06/2023,,19,,,16,,,-,,,19,,,,
116,,,,,,,,,,,63226,,,62525,,,6.4,,,63226,,,,
117,"Chemicals, Plastics and Rubber",,,,,,,,,,,,,,,,,,,,,,,
118,"Flexan, LLC  *",One stop,,L + 5.75,(c),,8.35,,02/2020,,2298,,,2289,,,0.2,,,2298,,,,
119,"Flexan, LLC  ^",One stop,,L + 5.75,(c),,8.35,,02/2020,,1080,,,1078,,,0.1,,,1080,,,,
120,"Flexan, LLC",One stop,,P + 4.50,(f),,10.00,,02/2020,,17,,,17,,,-,,,17,,,,
121,Inhance Technologies Holdings LLC,One stop,,L + 5.25,(c),,7.84,,07/2024,,6863,,,6727,,,0.7,,,6863,,,,
122,Inhance Technologies Holdings LLC  (5),One stop,,L + 5.25,,,N/A  (6),,07/2024,,-,,,(1,,,-,,,-,,,,
123,Inhance Technologies Holdings LLC  (5),One stop,,L + 5.25,,,N/A  (6),,07/2024,,-,,,(1,,,-,,,-,,,,
124,,,,,,,,,,,10258,,,10109,,,1.0,,,10258,,,,
125,Diversified/Conglomerate Manufacturing,,,,,,,,,,,,,,,,,,,,,,,
126,"Chase Industries, Inc.  ~",Senior loan,,L + 4.00,(c)(f),,6.61,,05/2025,,6836,,,6731,,,0.7,,,6836,,,,
127,"Chase Industries, Inc.",Senior loan,,L + 4.00,(c)(f),,6.65,,05/2023,,83,,,81,,,-,,,83,,,,
128,"Chase Industries, Inc.",Senior loan,,L + 4.00,(c)(f),,6.60,,05/2025,,12,,,8,,,-,,,12,,,,
129,"Inventus Power, Inc.  ^*",One stop,,L + 6.50,(a),,9.00,,04/2020,,7242,,,7232,,,0.7,,,6518,,,,
130,"Inventus Power, Inc.",One stop,,L + 6.50,(a)(c),,9.04,,04/2020,,272,,,270,,,-,,,236,,,,
131,Onicon Incorporated  ^~,One stop,,P + 4.50,(f),,10.00,,04/2022,,22118,,,21895,,,2.3,,,22118,,,,
132,Onicon Incorporated  (8)(9),One stop,,L + 5.50,(a),,6.50,,04/2022,,4163,,,4096,,,0.4,,,4291,,,,
133,Onicon Incorporated,One stop,,P + 4.50,(f),,10.00,,04/2022,,135,,,130,,,-,,,135,,,,
134,"Pasternack Enterprises, Inc. and Fairview Microwave, Inc  ~",Senior loan,,L + 4.00,(a),,6.50,,07/2025,,5606,,,5580,,,0.6,,,5606,,,,
135,"Pasternack Enterprises, Inc. and Fairview Microwave, Inc",Senior loan,,L + 4.00,,,N/A  (6),,07/2023,,-,,,-,,,-,,,-,,,,
136,"PetroChoice Holdings, Inc.  ^",Senior loan,,L + 5.00,(c),,7.74,,08/2022,,1723,,,1695,,,0.2,,,1723,,,,
137,"Reladyne, Inc.  ^*",Senior loan,,L + 5.00,(c),,7.80,,07/2022,,16793,,,16629,,,1.7,,,16793,,,,
138,"Reladyne, Inc.",Senior loan,,L + 5.00,(b)(c),,7.63,,07/2022,,303,,,301,,,-,,,303,,,,
139,"Reladyne, Inc.  ^",Senior loan,,L + 5.00,(c),,7.80,,07/2022,,172,,,171,,,-,,,172,,,,
140,"Reladyne, Inc.  ~",Senior loan,,L + 5.00,(c),,7.80,,07/2022,,142,,,141,,,-,,,142,,,,
141,"Reladyne, Inc.",Senior loan,,L + 5.00,(a),,7.63,,07/2022,,100,,,99,,,-,,,100,,,,
142,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,
143,Diversified/Conglomerate Manufacturing - (continued),,,,,,,,,,,,,,,,,,,,,,,
144,"Reladyne, Inc.  ~",Senior loan,,L + 5.00,(c),,7.80,,07/2022,,,65,,,,64,,,-,,,,65,
145,"Reladyne, Inc.  (5)",Senior loan,,L + 5.00,,,N/A  (6),,07/2022,,-,,,(2,,,-,,,-,,,,
146,"Sunless Merger Sub, Inc.",Senior loan,,L + 5.00,(a)(f),,7.54,,07/2019,,1321,,,1322,,,0.1,,,1321,,,,
147,"Sunless Merger Sub, Inc.",Senior loan,,P + 3.75,(f),,9.25,,07/2019,,237,,,237,,,-,,,237,,,,
148,"Togetherwork Holdings, LLC  ~",One stop,,L + 6.50,(a),,9.00,,03/2025,,9112,,,8995,,,0.9,,,9112,,,,
149,"Togetherwork Holdings, LLC  *",One stop,,L + 6.50,(a),,9.00,,03/2025,,554,,,547,,,0.1,,,554,,,,
150,"Togetherwork Holdings, LLC",One stop,,L + 6.50,(a),,9.00,,03/2025,,150,,,148,,,-,,,150,,,,
151,"Togetherwork Holdings, LLC  ~",One stop,,L + 6.50,(a),,9.00,,03/2025,,122,,,120,,,-,,,122,,,,
152,"Togetherwork Holdings, LLC  *~",One stop,,L + 6.50,(a),,9.00,,03/2025,,115,,,114,,,-,,,115,,,,
153,"Togetherwork Holdings, LLC  *",One stop,,L + 6.50,(a),,9.00,,03/2025,,107,,,106,,,-,,,107,,,,
154,"Togetherwork Holdings, LLC",One stop,,L + 6.50,(a),,8.99,,03/2024,,72,,,71,,,-,,,72,,,,
155,"Togetherwork Holdings, LLC",One stop,,L + 6.50,(a),,9.00,,03/2025,,67,,,66,,,-,,,67,,,,
156,"Togetherwork Holdings, LLC  ~",One stop,,L + 6.50,(a),,9.00,,03/2025,,4,,,4,,,-,,,4,,,,
157,,,,,,,,,,,77626,,,76851,,,7.7,,,76994,,,,
158,Diversified/Conglomerate Service,,,,,,,,,,,,,,,,,,,,,,,
159,"Accela, Inc.  *",One stop,,L + 6.25,(c),,8.85,,09/2023,,5261,,,5199,,,0.5,,,5050,,,,
160,"Accela, Inc.",One stop,,L + 6.25,(c),,8.85,,09/2023,,48,,,47,,,-,,,46,,,,
161,Agility Recovery Solutions Inc.  ^*,One stop,,L + 6.00,(a),,8.50,,03/2023,,15789,,,15600,,,1.6,,,15789,,,,
162,Agility Recovery Solutions Inc.,One stop,,L + 6.00,(a),,8.49,,03/2023,,139,,,130,,,-,,,139,,,,
163,"Anaqua, Inc.  ^*",One stop,,L + 6.50,(c),,9.26,,07/2022,,6913,,,6842,,,0.7,,,6913,,,,
164,"Anaqua, Inc.  (5)",One stop,,L + 6.50,,,N/A  (6),,07/2022,,-,,,(1,,,-,,,-,,,,
165,"Apptio, Inc.  ~",One stop,,L + 7.25,(a),,9.74,,01/2025,,22224,,,21796,,,2.3,,,21780,,,,
166,"Apptio, Inc.  (5)",One stop,,L + 7.25,,,N/A  (6),,01/2025,,-,,,(2,,,-,,,(2,,,,
167,"AutoQuotes, LLC  ~",One stop,,L + 6.00,(c),,8.63,,11/2024,,4635,,,4559,,,0.5,,,4635,,,,
168,"AutoQuotes, LLC",One stop,,L + 6.00,,,N/A  (6),,11/2024,,-,,,-,,,-,,,-,,,,
169,"Bazaarvoice, Inc.  *~",One stop,,L + 5.75,(a),,8.25,,02/2024,,19319,,,19085,,,2.0,,,19319,,,,
170,"Bazaarvoice, Inc.",One stop,,L + 5.75,(a),,8.25,,02/2024,,50,,,47,,,-,,,50,,,,
171,"Caliper Software, Inc.  ~",One stop,,L + 5.50,(a),,8.00,,11/2025,,6185,,,6136,,,0.6,,,6185,,,,
172,"Caliper Software, Inc.",One stop,,L + 5.50,(a),,8.00,,11/2023,,9,,,8,,,-,,,9,,,,
173,Centrify Corporation  *,One stop,,L + 6.25,(c),,8.86,,08/2024,,10919,,,10772,,,1.1,,,10701,,,,
174,Centrify Corporation,One stop,,P + 5.25,(f),,10.75,,08/2024,,150,,,148,,,-,,,147,,,,
175,"Clearwater Analytics, LLC  ^*",One stop,,L + 5.00,(a),,7.50,,09/2022,,8532,,,8346,,,0.9,,,8532,,,,
176,"Clearwater Analytics, LLC  (5)",One stop,,L + 5.00,,,N/A  (6),,09/2022,,-,,,(2,,,-,,,-,,,,
177,"Cloudbees, Inc.",One stop,,L + 9.00,(a),,10.99 cash/0.50 PIK,,05/2023,,1903,,,1852,,,0.2,,,1903,,,,
178,"Cloudbees, Inc.",One stop,,L + 9.00,,,N/A  (6),,05/2023,,-,,,-,,,-,,,-,,,,
179,"Confluence Technologies, Inc.",One stop,,L + 7.50,(a),,9.99,,03/2024,,6998,,,6868,,,0.7,,,6998,,,,
180,"Confluence Technologies, Inc.  (5)",One stop,,L + 7.50,,,N/A  (6),,03/2024,,-,,,(1,,,-,,,-,,,,
181,"Connexin Software, Inc.",One stop,,L + 8.50,(a),,11.00,,02/2024,,2401,,,2352,,,0.3,,,2401,,,,
182,"Connexin Software, Inc.",One stop,,L + 8.50,,,N/A  (6),,02/2024,,-,,,-,,,-,,,-,,,,
183,"Conservice, LLC  ~",One stop,,L + 5.25,(a),,7.75,,12/2024,,1788,,,1771,,,0.2,,,1788,,,,
184,"Conservice, LLC",One stop,,L + 5.25,,,N/A  (6),,12/2024,,-,,,-,,,-,,,-,,,,
185,"Datto, Inc.  *~",One stop,,L + 8.00,(c),,10.49,,12/2022,,11156,,,10990,,,1.2,,,11156,,,,
186,"Datto, Inc.  (5)",One stop,,L + 8.00,,,N/A  (6),,12/2022,,-,,,(1,,,-,,,-,,,,
187,Daxko Acquisition Corporation  ^*,One stop,,L + 4.75,(a),,7.25,,09/2023,,11190,,,10979,,,1.2,,,11190,,,,
188,Daxko Acquisition Corporation  (5),One stop,,L + 4.75,,,N/A  (6),,09/2023,,-,,,(1,,,-,,,-,,,,
189,"Digital Guardian, Inc.",One stop,,L + 9.00,(c),,10.80 cash/1.00 PIK,,06/2023,,4020,,,3978,,,0.4,,,4228,,,,
190,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,
191,Diversified/Conglomerate Service - (continued),,,,,,,,,,,,,,,,,,,,,,,
192,"Digital Guardian, Inc.",Subordinated debt,,N/A,,,8.00 PIK,,01/2020,,,193,,,,193,,,-,,,,202,
193,"Digital Guardian, Inc.",Subordinated debt,,N/A,,,8.00 PIK,,04/2019,,19,,,19,,,-,,,20,,,,
194,"Digital Guardian, Inc.",Subordinated debt,,N/A,,,8.00 PIK,,06/2023,,4,,,-,,,-,,,4,,,,
195,"Digital Guardian, Inc.  (5)",One stop,,L + 5.00,,,N/A  (6),,06/2023,,-,,,-,,,-,,,(1,,,,
196,"Digital Guardian, Inc.",One stop,,L + 9.00,,,N/A  (6),,06/2023,,-,,,-,,,-,,,2,,,,
197,DISA Holdings Acquisition Subsidiary Corp.  ~,Senior loan,,L + 4.00,(c)(f),,6.69,,06/2022,,2079,,,2070,,,0.2,,,2079,,,,
198,DISA Holdings Acquisition Subsidiary Corp.,Senior loan,,L + 4.00,(c)(f),,6.69,,06/2022,,2,,,1,,,-,,,2,,,,
199,DISA Holdings Acquisition Subsidiary Corp.,Senior loan,,L + 4.00,,,N/A  (6),,06/2022,,-,,,-,,,-,,,-,,,,
200,"E2open, LLC  *~",One stop,,L + 5.00,(c),,7.63,,11/2024,,36857,,,36336,,,3.8,,,36857,,,,
201,"E2open, LLC",One stop,,L + 5.00,(c),,7.66,,11/2024,,625,,,616,,,0.1,,,625,,,,
202,"E2open, LLC  (5)",One stop,,L + 5.00,,,N/A  (6),,11/2024,,-,,,(3,,,-,,,-,,,,
203,"EGD Security Systems, LLC",One stop,,L + 6.25,(c),,8.85,,06/2022,,11113,,,10980,,,1.2,,,11113,,,,
204,"EGD Security Systems, LLC",One stop,,L + 6.25,(c),,8.85,,06/2022,,100,,,99,,,-,,,100,,,,
205,"EGD Security Systems, LLC  ^",One stop,,L + 6.25,(c),,8.88,,06/2022,,98,,,97,,,-,,,98,,,,
206,"EGD Security Systems, LLC  ^",One stop,,L + 6.25,(c),,8.99,,06/2022,,52,,,52,,,-,,,52,,,,
207,"EGD Security Systems, LLC",One stop,,L + 6.25,(c),,8.86,,06/2022,,25,,,24,,,-,,,25,,,,
208,"EGD Security Systems, LLC",One stop,,L + 6.25,,,N/A  (6),,06/2022,,-,,,-,,,-,,,-,,,,
209,"GS Acquisitionco, Inc.  *~",One stop,,L + 5.25,(a),,7.75,,05/2024,,22725,,,22526,,,2.4,,,22725,,,,
210,"GS Acquisitionco, Inc.  *",One stop,,L + 5.25,(a),,7.75,,05/2024,,873,,,866,,,0.1,,,873,,,,
211,"GS Acquisitionco, Inc.",One stop,,L + 5.25,(c),,7.86,,05/2024,,200,,,197,,,-,,,200,,,,
212,"GS Acquisitionco, Inc.  ~",One stop,,L + 5.25,(a),,7.75,,05/2024,,185,,,183,,,-,,,185,,,,
213,"GS Acquisitionco, Inc.  (5)",One stop,,L + 5.00,,,N/A  (6),,05/2024,,-,,,(1,,,-,,,-,,,,
214,"HealthcareSource HR, Inc.  *",One stop,,L + 6.75,(c),,9.35,,05/2020,,23269,,,23139,,,2.4,,,23269,,,,
215,"HealthcareSource HR, Inc.",One stop,,L + 6.75,,,N/A  (6),,05/2020,,-,,,-,,,-,,,-,,,,
216,Hydraulic Authority III Limited  (8)(9)(10),One stop,,L + 6.00,(h)(i),,7.00,,11/2025,,5929,,,5873,,,0.6,,,6049,,,,
217,Hydraulic Authority III Limited  (8)(9)(10),One stop,,N/A,,,11.00 PIK,,11/2028,,85,,,85,,,-,,,87,,,,
