,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
19,"ABRA, Inc  (3)(5)",,One stop,,,L  + 6.00,,,,N/A,(4),,,05/2018,,,,-,,,,(17,,,,-,,,,-,
20,"ABRA, Inc*  (5)",,One stop,,,L  + 6.00,,,,7.25,,,,05/2018,,,,31230,,,,30960,,,,4.3,,,,31230,
21,"ABRA, Inc  (5)",,One stop,,,L  + 6.00,,,,7.25,,,,05/2018,,,,5179,,,,5147,,,,0.7,,,,5179,
22,"ABRA, Inc  (5)",,One stop,,,L  + 6.00,,,,7.25,,,,05/2018,,,,1041,,,,995,,,,0.2,,,,1041,
23,"ABRA, Inc*",,One stop,,,L  + 7.75,,,,9.00,,,,05/2018,,,,4334,,,,4267,,,,0.6,,,,4334,
24,"American Driveline Systems,  Inc.",,Senior loan,,,L  + 5.50,,,,7.14,,,,01/2016,,,,290,,,,285,,,,-,,,,251,
25,"American Driveline Systems,  Inc.*",,Senior loan,,,L  + 5.50,,,,7.00,,,,01/2016,,,,2812,,,,2780,,,,0.4,,,,2530,
26,"K&N Engineering,  Inc.  (3)",,Senior loan,,,L  + 4.50,,,,N/A,(4),,,04/2018,,,,-,,,,(7,,,,-,,,,-,
27,"K&N Engineering, Inc.*",,Senior loan,,,L  + 4.50,,,,5.75,,,,04/2018,,,,3732,,,,3686,,,,0.5,,,,3732,
28,"K&N Engineering, Inc.*",,Senior loan,,,P  + 3.50,,,,6.75,,,,04/2018,,,,3510,,,,3467,,,,0.5,,,,3510,
29,"Take  5 Oil Change, L.L.C.  (3)",,Senior loan,,,L  + 5.25,,,,N/A,(4),,,07/2018,,,,-,,,,(3),,,,-,,,,-,
30,"Take 5 Oil Change, L.L.C.",,Senior loan,,,L  + 5.25,,,,6.25,,,,07/2018,,,,2964,,,,2945,,,,0.4,,,,2964,
31,"Tectum  Holdings, Inc.*",,Senior loan,,,L  + 4.25,,,,5.25,,,,09/2018,,,,876,,,,874,,,,0.1,,,,874,
32,,,,,,,,,,,,,,,,,,55968,,,,55379,,,,7.7,,,,55645,
33,Banking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,HedgeServ  Holding L.P.  (3),,One stop,,,L  + 4.25,,,,N/A,(4),,,02/2019,,,,-,,,,(9,,,,-,,,,(9,
35,HedgeServ Holding L.P.,,One stop,,,L  + 8.25,,,,9.25,,,,02/2019,,,,17069,,,,16903,,,,2.3,,,,16898,
36,Prommis  Fin Co.  (6),,Senior loan,,,P  + 10.00,,,,13.25,,,,06/2015,,,,85,,,,84,,,,-,,,,2,
37,Prommis  Fin Co.*  (6),,Senior loan,,,N/A,,,,2.25  cash/8.25 PIK,,,,06/2015,,,,124,,,,124,,,,-,,,,3,
38,,,,,,,,,,,,,,,,,,17278,,,,17102,,,,2.3,,,,16894,
39,"Beverage,  Food and Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,ABP Corporation,,Senior loan,,,P  + 3.50,,,,7.25,,,,06/2016,,,,84,,,,80,,,,-,,,,84,
41,ABP Corporation*,,Senior loan,,,L  + 4.75,,,,6.00,,,,06/2016,,,,4467,,,,4428,,,,0.6,,,,4467,
42,"American Importing Company,  Inc.",,One stop,,,L  + 5.75,,,,7.00,,,,05/2018,,,,14731,,,,14570,,,,2.1,,,,14731,
43,"Ameriqual Group, LLC*",,Senior loan,,,L  + 6.25,,,,6.50  cash /1.00 PIK,,,,03/2016,,,,1730,,,,1709,,,,0.2,,,,1661,
44,"Ameriqual Group, LLC*",,Senior loan,,,L  + 8.00,,,,9.00  cash /1.50 PIK,,,,03/2016,,,,829,,,,823,,,,0.1,,,,763,
45,ARG IH Corporation (Arby's),,Senior loan,,,L  + 4.00,,,,5.00,,,,11/2020,,,,2349,,,,2321,,,,0.3,,,,2368,
46,"Atkins Nutritionals, Inc*",,One stop,,,L  + 5.00,,,,6.25,,,,01/2019,,,,22226,,,,22008,,,,3.1,,,,22504,
47,"Atkins Nutritionals, Inc*",,One stop,,,L  + 8.50,,,,9.75,,,,04/2019,,,,17270,,,,16871,,,,2.5,,,,17572,
48,"Candy Intermediate Holdings,  Inc. (Ferrara Candy)",,Senior loan,,,L  + 6.25,,,,7.50,,,,06/2018,,,,4912,,,,4790,,,,0.6,,,,4569,
49,"Diversified  Foodservice Supply, Inc.  (3)",,Senior loan,,,L  + 4.75,,,,N/A,(4),,,12/2018,,,,-,,,,(3,,,,-,,,,(3,
50,"Diversified Foodservice Supply,  Inc.*",,Senior loan,,,L  + 4.75,,,,6.00,,,,12/2018,,,,4617,,,,4574,,,,0.6,,,,4571,
51,"Firebirds  International, LLC  (3)",,One stop,,,L  + 5.75,,,,N/A,(4),,,05/2018,,,,-,,,,(1,,,,-,,,,-,
52,"Firebirds  International, LLC  (3)",,One stop,,,L  + 5.75,,,,N/A,(4),,,05/2018,,,,-,,,,(3,,,,-,,,,-,
53,"Firebirds International, LLC*",,One stop,,,L  + 5.75,,,,7.00,,,,05/2018,,,,907,,,,898,,,,0.1,,,,907,
54,"Firebirds International, LLC",,One stop,,,L  + 5.75,,,,7.00,,,,05/2018,,,,221,,,,217,,,,-,,,,221,
55,"First  Watch Restaurants, Inc.  (3)",,One stop,,,L  + 7.50,,,,N/A,(4),,,12/2018,,,,-,,,,(26,,,,-,,,,-,
56,"First Watch Restaurants, Inc.",,One stop,,,L  + 7.50,,,,8.75,,,,12/2018,,,,1751,,,,1745,,,,0.2,,,,1751,
57,"First Watch Restaurants, Inc.*",,One stop,,,L  + 7.50,,,,8.75,,,,12/2018,,,,11293,,,,11150,,,,1.6,,,,11293,
58,"First Watch Restaurants, Inc.",,One stop,,,P  + 6.50,,,,9.75,,,,12/2018,,,,3144,,,,3104,,,,0.4,,,,3144,
59,IT'SUGAR LLC,,Senior loan,,,L  + 8.50,,,,10.00,,,,04/2017,,,,4191,,,,4140,,,,0.6,,,,4191,
60,IT'SUGAR LLC,,Subordinated debt,,,N/A,,,,8.00,,,,10/2017,,,,1707,,,,1707,,,,0.3,,,,2287,
61,Julio  & Sons Company  (3),,One stop,,,L  + 5.50,,,,N/A,(4),,,09/2016,,,,-,,,,(33,,,,-,,,,-,
62,Julio & Sons Company,,One stop,,,L  + 5.50,,,,6.50,,,,09/2016,,,,426,,,,419,,,,0.1,,,,426,
63,Julio & Sons Company*,,One stop,,,L  + 5.50,,,,6.50,,,,09/2016,,,,7014,,,,6958,,,,1.0,,,,7014,
64,"Northern Brewer, LLC",,One stop,,,P  + 9.25,,,,12.50,,,,02/2018,,,,665,,,,653,,,,0.1,,,,565,
65,"Northern Brewer, LLC",,One stop,,,P  + 9.25,,,,12.50,,,,02/2018,,,,6332,,,,6203,,,,0.8,,,,5382,
66,"Richelieu Foods, Inc.",,Senior loan,,,P  + 4.50,,,,7.75,,,,11/2015,,,,53,,,,46,,,,-,,,,53,
67,"Richelieu  Foods, Inc.*",,Senior loan,,,L  + 5.50,,,,7.25,,,,11/2015,,,,1911,,,,1889,,,,0.3,,,,1911,
68,,,,,,,,,,,,,,,,,,112830,,,,111237,,,,15.6,,,,112432,
69,,,,,Spread,,,,,,,,,,,,,,,Percentage,,,,,,,,,,,
70,,,Investment,,Above,,,Interest,,,Maturity,,,Principal / Par,,,,,,of Total,,,Fair,,,,,,,,
71,,,Type,,Index  (1),,,Rate  (2),,,Date,,,Amount,,,Cost,,,Net Assets,,,Value,,,,,,,,
72,Building and Real Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"ITEL Laboratories,  Inc.  (3)",,Senior loan,,,L  + 4.75,,,,N/A,(4),,,06/2018,,,,-,,,,(1,,,,-,,,,-,
74,"ITEL Laboratories, Inc.*",,Senior loan,,,L  + 4.75,,,,6.00,,,,06/2018,,,,797,,,,789,,,,0.1,,,,797,
75,,,,,,,,,,,,,,,,,,797,,,,788,,,,0.1,,,,797,
76,Cargo Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,RP Crown Parent (RedPrairie  Corp)*,,Senior loan,,,L  + 5.00,,,,6.00,,,,12/2018,,,,1980,,,,1948,,,,0.3,,,,1977,
78,,,,,,,,,,,,,,,,,,1980,,,,1948,,,,0.3,,,,1977,
79,"Containers, Packaging and  Glass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Fort Dearborn Company*,,Senior loan,,,L  + 4.25,,,,5.25,,,,10/2017,,,,28,,,,28,,,,-,,,,28,
81,Fort Dearborn Company*,,Senior loan,,,L  + 4.25,,,,5.25,,,,10/2017,,,,534,,,,531,,,,0.1,,,,534,
82,Fort Dearborn Company*,,Senior loan,,,L  + 4.75,,,,5.75,,,,10/2018,,,,110,,,,109,,,,-,,,,110,
83,Fort Dearborn Company*,,Senior loan,,,L  + 4.75,,,,5.75,,,,10/2018,,,,2191,,,,2177,,,,0.3,,,,2191,
84,"Packaging Coordinators, Inc.*",,Senior loan,,,L  + 4.25,,,,5.50,,,,05/2020,,,,6776,,,,6738,,,,0.9,,,,6776,
85,"Packaging Coordinators, Inc.",,Senior loan,,,L  + 4.25,,,,5.50,,,,05/2020,,,,9286,,,,9264,,,,1.3,,,,9286,
86,"Packaging Coordinators,  Inc.",,Second lien,,,L  + 8.25,,,,9.50,,,,11/2020,,,,29098,,,,28300,,,,4.0,,,,29098,
87,,,,,,,,,,,,,,,,,,48023,,,,47147,,,,6.6,,,,48023,
88,Diversified Conglomerate  Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"Chase Industries, Inc.*",,One stop,,,L  + 5.64,,,,6.89,,,,11/2017,,,,13249,,,,13086,,,,1.8,,,,13249,
90,ICCN Acquisition Corp.  (3),,One stop,,,L  + 5.25,,,,N/A,(4),,,03/2019,,,,-,,,,(4,,,,-,,,,(3,
91,ICCN Acquisition Corp.  (3),,One stop,,,L  + 5.25,,,,N/A,(4),,,03/2019,,,,-,,,,(20,,,,-,,,,(14,
92,ICCN Acquisition Corp.,,One stop,,,L  + 5.25,,,,6.25,,,,03/2019,,,,5021,,,,4941,,,,0.7,,,,4970,
93,"Metal Spinners, Inc.*",,Senior loan,,,L  + 6.50,,,,8.00,,,,12/2014,,,,1323,,,,1312,,,,0.2,,,,1323,
94,"Metal Spinners, Inc.*",,Senior loan,,,L  + 6.50,,,,8.00,,,,12/2014,,,,2610,,,,2589,,,,0.4,,,,2610,
95,Onicon Incorporated  (3),,One stop,,,L  + 6.75,,,,N/A,(4),,,12/2017,,,,-,,,,(12,,,,-,,,,-,
96,Onicon Incorporated,,One stop,,,P  + 5.75,,,,9.00,,,,12/2017,,,,3437,,,,3385,,,,0.5,,,,3437,
97,"Pasternack Enterprises, Inc.*",,Senior loan,,,L  + 5.00,,,,6.25,,,,12/2017,,,,1161,,,,1152,,,,0.2,,,,1161,
98,"Plex Systems, Inc.  (3)",,Senior loan,,,L  + 7.50,,,,N/A,(4),,,06/2018,,,,-,,,,(26,,,,-,,,,-,
99,"Plex Systems, Inc.*",,Senior loan,,,L  + 7.50,,,,8.75,,,,06/2018,,,,13670,,,,13375,,,,1.9,,,,13670,
100,"Sunless Merger Sub, Inc.",,Senior loan,,,P  + 4.00,,,,7.25,,,,07/2016,,,,130,,,,129,,,,-,,,,107,
101,"Sunless Merger Sub, Inc.*",,Senior loan,,,L  + 5.25,,,,6.50,,,,07/2016,,,,1847,,,,1842,,,,0.2,,,,1385,
102,"TIDI Products, LLC  (3)",,One stop,,,P  + 5.50,,,,8.75,,,,07/2017,,,,117,,,,104,,,,-,,,,117,
103,"TIDI Products, LLC*",,One stop,,,L  + 6.50,,,,7.75,,,,07/2018,,,,11140,,,,10940,,,,1.5,,,,11140,
104,"Vintage Parts, Inc.*",,One stop,,,L  + 4.50,,,,5.75,,,,12/2015,,,,4610,,,,4569,,,,0.6,,,,4610,
105,"Vintage Parts, Inc.*",,One stop,,,L  + 4.50,,,,5.75,,,,12/2015,,,,64,,,,64,,,,-,,,,64,
106,"Vintage Parts, Inc.*",,One stop,,,L  + 4.50,,,,5.75,,,,12/2015,,,,963,,,,970,,,,0.1,,,,963,
107,,,,,,,,,,,,,,,,,,59342,,,,58396,,,,8.1,,,,58789,
108,Diversified Conglomerate  Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"Aderant North America, Inc.*",,Senior loan,,,L  + 4.25,,,,5.25,,,,12/2018,,,,4484,,,,4448,,,,0.6,,,,4484,
110,Agility Recovery Solutions  Inc.  (3),,One stop,,,L  + 6.75,,,,N/A,(4),,,09/2018,,,,-,,,,(6,,,,-,,,,-,
111,Agility Recovery Solutions Inc.*,,One stop,,,L  + 6.75,,,,8.00,,,,09/2018,,,,9291,,,,9120,,,,1.3,,,,9291,
112,"Daxko, LLC  (3)",,One stop,,,L  + 7.25,,,,N/A,(4),,,03/2019,,,,-,,,,(22,,,,-,,,,(17,
113,"Daxko, LLC",,One stop,,,L  + 7.25,,,,8.25,,,,03/2019,,,,10935,,,,10692,,,,1.5,,,,10826,
114,"Document Technologies,  LLC  (3)",,Senior loan,,,L  + 4.25,,,,N/A,(4),,,12/2018,,,,-,,,,(11,,,,-,,,,-,
115,"Document Technologies, LLC*",,Senior loan,,,L  + 4.25,,,,5.50,,,,12/2018,,,,7034,,,,6977,,,,1.0,,,,7034,
116,"EAG, INC. (Evans Analytical Group)*",,Senior loan,,,L  + 4.50,,,,6.00,,,,07/2017,,,,2392,,,,2369,,,,0.3,,,,2392,
117,HighJump Acquisition LLC,,One stop,,,L  + 7.50,,,,8.75,,,,07/2018,,,,7107,,,,7046,,,,1.0,,,,7107,
118,"Integration Appliance, Inc.",,Senior loan,,,L  + 8.25,,,,9.50,,,,09/2018,,,,719,,,,710,,,,0.1,,,,719,
119,"Integration Appliance, Inc.",,Senior loan,,,L  + 8.25,,,,9.50,,,,09/2018,,,,5396,,,,5274,,,,0.7,,,,5396,
120,"Marathon Data Operating  Co., LLC  (3)",,One stop,,,L  + 6.25,,,,N/A,(4),,,08/2017,,,,-,,,,(7,,,,-,,,,-,
121,"Marathon Data Operating Co., LLC",,One stop,,,L  + 6.25,,,,7.50,,,,08/2017,,,,4749,,,,4668,,,,0.7,,,,4749,
122,MSC.Software Corporation*,,One stop,,,L  + 7.25,,,,8.50,,,,11/2017,,,,9768,,,,9629,,,,1.4,,,,9768,
123,"Navex Global, Inc.  (3)",,One stop,,,L  + 7.50,,,,N/A,(4),,,12/2016,,,,-,,,,(14,,,,-,,,,-,
124,"Navex Global, Inc.*",,One stop,,,L  + 7.50,,,,9.00,,,,12/2016,,,,17527,,,,17278,,,,2.4,,,,17527,
125,"NetSmart Technologies, Inc.",,One stop,,,L  + 7.50,,,,8.75,,,,12/2017,,,,8270,,,,8205,,,,1.1,,,,8270,
126,"NetSmart Technologies, Inc.*",,One stop,,,L  + 7.92,,,,9.17,,,,12/2017,,,,646,,,,636,,,,0.1,,,,646,
127,"PC Helps Support, LLC  (3)",,Senior loan,,,L  + 5.25,,,,N/A,(4),,,09/2017,,,,-,,,,(2,,,,-,,,,-,
128,"PC Helps Support, LLC",,Senior loan,,,L  + 5.25,,,,6.52,,,,09/2017,,,,1895,,,,1875,,,,0.3,,,,1895,
129,"Secure-24, LLC  (3)",,One stop,,,L  + 7.00,,,,N/A,(4),,,08/2017,,,,-,,,,(6,,,,-,,,,-,
130,"Secure-24, LLC*",,One stop,,,L  + 7.00,,,,8.25,,,,08/2017,,,,10486,,,,10270,,,,1.5,,,,10486,
131,"Secure-24, LLC",,One stop,,,L  + 7.00,,,,8.25,,,,08/2017,,,,1534,,,,1511,,,,0.2,,,,1534,
132,"Source Medical Solutions, Inc.",,Second lien,,,L  + 9.50,,,,10.75,,,,03/2018,,,,9294,,,,9125,,,,1.3,,,,9294,
133,"Vericlaim, Inc.  (3)",,Senior loan,,,L  + 4.75,,,,N/A,(4),,,05/2018,,,,-,,,,(3,,,,-,,,,-,
134,"Vericlaim, Inc.",,Senior loan,,,L  + 4.75,,,,6.00,,,,05/2018,,,,6327,,,,6297,,,,0.9,,,,6327,
135,,,,,,,,,,,,,,,,,,117854,,,,116059,,,,16.4,,,,117728,
136,,,,,Spread,,,,,,,,,,,,,,,Percentage,,,,,,,,,,,
137,,,Investment,,Above,,,Interest,,,Maturity,,,Principal / Par,,,,,,of Total,,,Fair,,,,,,,,
138,,,Type,,Index  (1),,,Rate  (2),,,Date,,,Amount,,,Cost,,,Net Assets,,,Value,,,,,,,,
139,Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"BeyondTrust  Software, Inc.",,One stop,,,L  + 7.59,,,,8.84,,,,12/2019,,,,11939,,,,11692,,,,1.6,,,,11765,
141,"ECI  Acquisition Holdings, Inc.  (3)",,One stop,,,L  + 6.25,,,,N/A,(4),,,03/2019,,,,-,,,,(19,,,,-,,,,(10,
142,"ECI  Acquisition Holdings, Inc.  (3)",,One stop,,,L  + 6.25,,,,N/A,(4),,,03/2019,,,,-,,,,(88,,,,-,,,,(48,
143,"ECI Acquisition Holdings,  Inc.",,One stop,,,L  + 6.25,,,,7.25,,,,03/2019,,,,22326,,,,21912,,,,3.1,,,,22103,
144,"Rogue Wave Holdings, Inc.*",,One stop,,,L  + 8.01,,,,9.01,,,,12/2018,,,,10749,,,,10622,,,,1.5,,,,10642,
145,"Sloan Company, Inc., The",,One stop,,,L  + 7.50,,,,8.75,,,,10/2018,,,,267,,,,252,,,,-,,,,267,
146,"Sloan Company, Inc., The*",,One stop,,,L  + 7.50,,,,8.75,,,,10/2018,,,,13193,,,,13044,,,,1.8,,,,13193,
147,"Sparta  Systems, Inc.  (3)",,Senior loan,,,L  + 5.25,,,,N/A,(4),,,12/2017,,,,-,,,,(6,,,,-,,,,-,
148,"Sparta Systems, Inc.*",,Senior loan,,,L  + 5.25,,,,6.50,,,,12/2017,,,,6343,,,,6284,,,,0.9,,,,6343,
149,Syncsort  Incorporated  (3),,Senior loan,,,L  + 4.75,,,,N/A,(4),,,03/2019,,,,-,,,,(3,,,,-,,,,(3,
150,Syncsort  Incorporated  (3),,Senior loan,,,L  + 4.75,,,,N/A,(4),,,03/2019,,,,-,,,,(14,,,,-,,,,(14,
151,Syncsort Incorporated*,,Senior loan,,,L  + 4.75,,,,5.75,,,,03/2019,,,,6174,,,,6113,,,,0.8,,,,6112,
152,"Systems Maintenance Services  Holding, Inc.",,Senior loan,,,L  + 4.25,,,,5.25,,,,10/2019,,,,2663,,,,2651,,,,0.4,,,,2663,
153,"Taxware, LLC",,Second lien,,,L  + 8.50,,,,9.50,,,,10/2019,,,,11099,,,,10893,,,,1.5,,,,11099,
154,"Watchfire Enterprises,  Inc.",,Second lien,,,L  + 8.00,,,,9.00,,,,10/2021,,,,9435,,,,9259,,,,1.3,,,,9435,
155,,,,,,,,,,,,,,,,,,94188,,,,92592,,,,12.9,,,,93547,
156,Farming and Agriculture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"AGData, L.P.*",,One stop,,,L  + 6.00,,,,7.25,,,,08/2016,,,,3818,,,,3786,,,,0.5,,,,3818,
158,,,,,,,,,,,,,,,,,,3818,,,,3786,,,,0.5,,,,3818,
159,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"Ascensus, Inc.  (3)",,One stop,,,L  + 4.00,,,,N/A,(4),,,11/2018,,,,-,,,,(18,,,,-,,,,(5,
161,"Ascensus, Inc.",,One stop,,,L  + 4.00,,,,5.00,,,,12/2019,,,,4214,,,,4134,,,,0.6,,,,4193,
162,"Ascensus, Inc.",,One stop,,,L  + 8.00,,,,9.00,,,,12/2020,,,,6337,,,,6125,,,,0.9,,,,6242,
163,Pillar Processing LLC*,,Senior loan,,,L  + 5.50,,,,5.74,,,,11/2018,,,,1023,,,,1021,,,,0.1,,,,511,
164,Pillar  Processing LLC*  (6),,Senior loan,,,N/A,,,,14.50,,,,05/2019,,,,2377,,,,2368,,,,-,,,,-,
165,,,,,,,,,,,,,,,,,,13951,,,,13630,,,,1.6,,,,10941,
166,Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"MyWebGrocer, Inc.  (3)",,Senior loan,,,L  + 4.75,,,,N/A,(4),,,05/2018,,,,-,,,,(13,,,,-,,,,-,
168,"MyWebGrocer, Inc.",,Senior loan,,,L  + 8.75,,,,10.00,,,,05/2018,,,,14271,,,,14065,,,,2.0,,,,14271,
169,"Teasdale Quality Foods,  Inc.*",,Senior loan,,,L  + 4.50,,,,5.75,,,,05/2018,,,,2786,,,,2762,,,,0.4,,,,2786,
170,,,,,,,,,,,,,,,,,,17057,,,,16814,,,,2.4,,,,17057,
171,"Healthcare, Education and  Childcare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,"Advanced Pain Management  Holdings, Inc.  (3)",,Senior loan,,,L  + 5.00,,,,N/A,(4),,,02/2018,,,,-,,,,(9,,,,-,,,,-,
173,"Advanced Pain Management Holdings, Inc.*",,Senior loan,,,L  + 5.00,,,,6.25,,,,02/2018,,,,7327,,,,7269,,,,1.0,,,,7327,
174,"Advanced Pain Management Holdings, Inc.",,Senior loan,,,L  + 5.00,,,,6.25,,,,02/2018,,,,501,,,,495,,,,0.1,,,,501,
175,"Avatar International,  LLC  (3)",,One stop,,,L  + 4.94,,,,N/A,(4),,,09/2016,,,,-,,,,(5,,,,-,,,,-,
176,"Avatar International, LLC*",,One stop,,,L  + 7.89,,,,9.14,,,,09/2016,,,,7568,,,,7504,,,,0.9,,,,6735,
177,"Avatar International, LLC",,One stop,,,L  + 7.90,,,,9.15,,,,09/2016,,,,1633,,,,1622,,,,0.2,,,,1453,
178,Certara L.P.  (3),,One stop,,,L  + 6.25,,,,N/A,(4),,,12/2018,,,,-,,,,(21,,,,-,,,,(22,
179,Certara L.P.*,,One stop,,,L  + 6.25,,,,7.25,,,,12/2018,,,,17695,,,,17486,,,,2.4,,,,17474,
180,Delta Educational Systems*,,Senior loan,,,P  + 4.75,,,,8.00,,,,12/2016,,,,1762,,,,1738,,,,0.2,,,,1762,
181,"Dialysis Newco, Inc.",,Second lien,,,L  + 8.50,,,,9.75,,,,02/2021,,,,23901,,,,23331,,,,3.4,,,,24618,
182,"Dialysis Newco, Inc.*",,Second lien,,,L  + 4.25,,,,5.25,,,,08/2020,,,,6314,,,,6256,,,,0.9,,,,6330,
183,"Encore Rehabilitation  Services, LLC  (3)",,One stop,,,L  + 6.00,,,,N/A,(4),,,06/2017,,,,-,,,,(10,,,,-,,,,-,
184,"Encore Rehabilitation Services, LLC",,One stop,,,L  + 6.00,,,,7.25,,,,06/2017,,,,5034,,,,4945,,,,0.7,,,,5034,
185,"G & H Wire Company,  Inc.  (3)",,Senior loan,,,L  + 5.50,,,,N/A,(4),,,11/2016,,,,-,,,,(8,,,,-,,,,-,
186,"G & H Wire Company, Inc.*",,Senior loan,,,L  + 5.50,,,,7.00,,,,11/2016,,,,8411,,,,8326,,,,1.1,,,,8411,
187,"Global Healthcare Exchange,  LLC  (3)",,One stop,,,L  + 9.00,,,,N/A,(4),,,03/2020,,,,-,,,,(25,,,,-,,,,(25,
188,"Global Healthcare Exchange, LLC",,One stop,,,L  + 9.00,,,,10.00,,,,03/2020,,,,20087,,,,19689,,,,2.8,,,,19886,
189,"Healogics, Inc.*",,Second lien,,,L  + 8.00,,,,9.25,,,,02/2020,,,,16454,,,,16316,,,,2.3,,,,16851,
190,"Hospitalists Management Group, LLC",,Senior loan,,,L  + 5.00,,,,6.72,,,,05/2017,,,,828,,,,819,,,,0.1,,,,755,
191,"Hospitalists Management Group, LLC",,Senior loan,,,L  + 5.00,,,,6.50,,,,05/2017,,,,3694,,,,3638,,,,0.5,,,,3398,
192,"Hospitalists Management Group, LLC",,Senior loan,,,L  + 5.00,,,,6.50,,,,05/2017,,,,432,,,,428,,,,0.1,,,,398,
193,"IntegraMed America, Inc.",,One stop,,,L  + 7.25,,,,8.50,,,,09/2017,,,,811,,,,799,,,,0.1,,,,811,
194,"IntegraMed America, Inc.*",,One stop,,,L  + 7.25,,,,8.50,,,,09/2017,,,,14384,,,,14157,,,,2.0,,,,14384,
195,"Maverick Healthcare Group, LLC*",,Senior loan,,,L  + 5.50,,,,7.25,,,,12/2016,,,,2009,,,,1994,,,,0.3,,,,1909,
196,"NeuroTherm, Inc.",,Senior loan,,,P  + 3.50,,,,6.46,,,,02/2016,,,,78,,,,73,,,,-,,,,78,
197,"NeuroTherm, Inc.*",,Senior loan,,,L  + 4.50,,,,5.75,,,,02/2016,,,,2211,,,,2187,,,,0.3,,,,2211,
198,"Northwestern Management  Services, LLC  (3)",,Senior loan,,,L  + 5.25,,,,N/A,(4),,,10/2017,,,,-,,,,(11,,,,-,,,,-,
199,"Northwestern Management Services, LLC*",,Senior loan,,,L  + 5.25,,,,6.50,,,,10/2017,,,,4007,,,,3948,,,,0.6,,,,4007,
200,"Northwestern Management Services, LLC",,Senior loan,,,L  + 5.25,,,,6.50,,,,10/2017,,,,48,,,,43,,,,-,,,,48,
201,"Paradigm Management Services, LLC",,Senior loan,,,L  + 4.50,,,,5.51,,,,01/2019,,,,1930,,,,1911,,,,0.3,,,,1911,
202,"Pentec Acquisition  Sub, Inc.  (3)",,Senior loan,,,L  + 5.25,,,,N/A,(4),,,05/2017,,,,-,,,,(3,,,,-,,,,-,
