,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
130,"Marathon Data Operating Co., LLC  (4)",,One Stop,,,L + 6.25,,,,N/A,(5),,,08/2017,,,,-,,,,(9,,,,-,,,,-,
131,"Marathon Data Operating Co., LLC",,One Stop,,,L + 6.25,,,,7.50,,,,08/2017,,,,4784,,,,4684,,,,0.8,,,,4784,
132,MSC.Software Corporation*,,One Stop,,,L + 6.50,,,,7.75,,,,11/2017,,,,10158,,,,9986,,,,1.7,,,,10158,
133,"Navex Global, Inc.  (4)",,One Stop,,,L + 7.50,,,,N/A,(5),,,12/2016,,,,-,,,,(18,,,,-,,,,-,
134,"Navex Global, Inc.*",,One Stop,,,L + 7.50,,,,9.00,,,,12/2016,,,,17873,,,,17551,,,,3.0,,,,17873,
135,"NetSmart Technologies, Inc.",,Senior Loan,,,L + 7.53,,,,7.53,,,,12/2017,,,,662,,,,650,,,,0.1,,,,662,
136,"NetSmart Technologies, Inc.*",,Senior Loan,,,L + 7.82,,,,7.82,,,,12/2017,,,,8484,,,,8403,,,,1.4,,,,8484,
137,"PC Helps Support, LLC  (4)",,Senior Loan,,,L + 5.25,,,,N/A,(5),,,09/2017,,,,-,,,,(2,,,,-,,,,-,
138,"PC Helps Support, LLC",,Senior Loan,,,L + 5.25,,,,6.50,,,,09/2017,,,,2020,,,,1995,,,,0.3,,,,2020,
139,"Secure-24, LLC  (4)",,One Stop,,,L + 7.00,,,,N/A,(5),,,08/2017,,,,-,,,,(7,,,,-,,,,-,
140,"Secure-24, LLC*",,One Stop,,,L + 7.00,,,,8.25,,,,08/2017,,,,10592,,,,10326,,,,1.8,,,,10592,
141,"Secure-24, LLC",,One Stop,,,L + 7.00,,,,8.25,,,,03/2015,,,,552,,,,527,,,,0.1,,,,552,
142,"Source Medical Solutions, Inc.",,Second Lien,,,L + 9.50,,,,10.75,,,,03/2018,,,,9294,,,,9093,,,,1.5,,,,9201,
143,"Vericlaim, Inc.  (4)",,Senior Loan,,,L + 4.75,,,,N/A,(5),,,05/2018,,,,-,,,,(4,,,,-,,,,(4,
144,"Vericlaim, Inc.",,Senior Loan,,,L + 4.75,,,,6.00,,,,05/2018,,,,5837,,,,5808,,,,1.0,,,,5808,
145,,,,,,,,,,,,,,,,,,132590,,,,130639,,,,22.1,,,,132302,
146,,,,,,,,,,,,,,,,,,,,Percentage,,,,,,,,,,,
147,,,Investment,,Spread Above,,,Interest,,,Maturity,,,Principal,,,,,,of Total,,,Fair,,,,,,,,
148,,,Type,,Index  (1),,,Rate  (2),,,Date,,,Amount,,,Cost,,,Net Assets,,,Value,,,,,,,,
149,Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"Ecommerce Industries, Inc.  (4)",,One Stop,,,L + 6.75,,,,N/A,(5),,,10/2016,,,,-,,,,(22,,,,-,,,,-,
151,"Ecommerce Industries, Inc.*",,One Stop,,,L + 8.36,,,,8.36,,,,10/2016,,,,12692,,,,12538,,,,2.1,,,,12692,
152,"Entrust, Inc./Entrust Limited*",,Second Lien,,,L + 9.50,,,,10.75,,,,04/2019,,,,5204,,,,5157,,,,0.9,,,,5204,
153,"Entrust, Inc./Entrust Limited*",,Second Lien,,,L + 9.50,,,,10.75,,,,04/2019,,,,11523,,,,11419,,,,1.9,,,,11523,
154,"Rogue Wave Holdings, Inc.*",,One Stop,,,L + 9.45,,,,9.45,,,,11/2017,,,,6149,,,,6081,,,,1.0,,,,6149,
155,"Sparta Systems, Inc.  (4)",,Senior Loan,,,L + 5.25,,,,N/A,(5),,,12/2017,,,,-,,,,(7,,,,-,,,,-,
156,"Sparta Systems, Inc.",,Senior Loan,,,L + 5.25,,,,6.50,,,,12/2017,,,,6804,,,,6727,,,,1.1,,,,6804,
157,Syncsort Incorporated  (4),,Senior Loan,,,L + 5.50,,,,N/A,(5),,,03/2015,,,,-,,,,(3,,,,-,,,,-,
158,Syncsort Incorporated*,,Senior Loan,,,P + 4.25,,,,7.50,,,,03/2015,,,,6023,,,,5944,,,,1.0,,,,6023,
159,"Time-O-Matic, Inc.",,Subordinated Debt,,,N/A,,,,12.00 cash/1.25 PIK,,,,12/2016,,,,11671,,,,11527,,,,1.9,,,,11671,
160,,,,,,,,,,,,,,,,,,60066,,,,59361,,,,9.9,,,,60066,
161,Farming and Agriculture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"AGData, L.P.",,One Stop,,,L + 5.75,,,,7.25,,,,08/2016,,,,2618,,,,2595,,,,0.4,,,,2618,
163,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"Ascensus, Inc.*",,Senior Loan,,,L + 6.75,,,,8.00,,,,12/2018,,,,18003,,,,17673,,,,3.0,,,,18003,
165,Bonddesk Group LLC*,,Senior Loan,,,L + 5.00,,,,6.50,,,,09/2016,,,,895,,,,889,,,,0.1,,,,895,
166,Pillar Processing LLC*,,Senior Loan,,,L + 5.50,,,,5.78,,,,11/2018,,,,1633,,,,1630,,,,0.2,,,,1470,
167,Pillar Processing LLC*  (3),,Senior Loan,,,N/A,,,,14.50,,,,05/2019,,,,3125,,,,2599,,,,0.1,,,,625,
168,,,,,,,,,,,,,,,,,,23656,,,,22791,,,,3.4,,,,20993,
169,Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"MyWebGrocer, Inc.  (4)",,Senior Loan,,,L + 8.75,,,,N/A,(5),,,05/2018,,,,-,,,,(16,,,,-,,,,(16,
171,"MyWebGrocer, Inc.",,Senior Loan,,,L + 8.75,,,,6.00 cash/4.00 PIK,,,,05/2018,,,,14271,,,,14021,,,,2.3,,,,14129,
172,,,,,,,,,,,,,,,,,,14271,,,,14005,,,,2.3,,,,14113,
173,"Healthcare, Education and Childcare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"Advanced Pain Management Holdings, Inc.  (4)",,Senior Loan,,,L + 5.00,,,,N/A,(5),,,02/2018,,,,-,,,,(7,,,,-,,,,(8,
175,"Advanced Pain Management Holdings, Inc.  (4)",,Senior Loan,,,L + 5.00,,,,N/A,(5),,,02/2018,,,,-,,,,(11,,,,-,,,,(12,
176,"Advanced Pain Management Holdings, Inc.*",,Senior Loan,,,L + 5.00,,,,6.25,,,,02/2018,,,,7382,,,,7313,,,,1.2,,,,7308,
177,"Avatar International, LLC",,Senior Loan,,,L + 8.00,,,,9.25,,,,09/2016,,,,1662,,,,1648,,,,0.3,,,,1662,
178,"Avatar International, LLC  (4)",,One Stop,,,L + 7.50,,,,N/A,(5),,,09/2016,,,,-,,,,(6,,,,-,,,,-,
179,"Avatar International, LLC*",,One Stop,,,L + 7.50,,,,8.75,,,,09/2016,,,,7704,,,,7618,,,,1.3,,,,7704,
180,Campus Management Acquisition Corp.,,Second Lien,,,L + 9.07,,,,9.07,,,,09/2015,,,,4973,,,,4928,,,,0.7,,,,4376,
181,DDC Center Inc.,,One Stop,,,L + 6.25,,,,N/A,(5),,,10/2013,,,,-,,,,-,,,,-,,,,-,
182,DDC Center Inc.*,,One Stop,,,L + 6.25,,,,9.25,,,,10/2014,,,,7991,,,,7983,,,,1.3,,,,7991,
183,Delta Educational Systems*,,Senior Loan,,,P + 4.75,,,,8.00,,,,12/2016,,,,2116,,,,2085,,,,0.3,,,,2010,
184,"Dialysis Newco, Inc.",,Subordinated Debt,,,N/A,,,,11.00 cash/2.00 PIK,,,,09/2018,,,,8928,,,,8827,,,,1.5,,,,8928,
185,"Encore Rehabilitation Services, LLC  (4)",,One Stop,,,L + 6.25,,,,N/A,(5),,,06/2017,,,,-,,,,(13,,,,-,,,,-,
186,"Encore Rehabilitation Services, LLC",,One Stop,,,L + 6.25,,,,7.50,,,,06/2017,,,,5131,,,,5019,,,,0.9,,,,5131,
187,"G & H Wire Company, Inc.  (4)",,Senior Loan,,,L + 5.50,,,,N/A,(5),,,11/2016,,,,-,,,,(10,,,,-,,,,-,
188,"G & H Wire Company, Inc.*",,Senior Loan,,,L + 5.50,,,,7.00,,,,11/2016,,,,8670,,,,8556,,,,1.4,,,,8670,
189,"Healogics, Inc.*",,Second Lien,,,L + 8.00,,,,9.25,,,,02/2020,,,,16454,,,,16298,,,,2.8,,,,16783,
190,"Hospitalists Management Group, LLC",,Senior Loan,,,L + 4.75,,,,6.25,,,,05/2017,,,,441,,,,436,,,,0.1,,,,397,
191,"Hospitalists Management Group, LLC",,Senior Loan,,,L + 4.75,,,,6.25,,,,05/2017,,,,815,,,,807,,,,0.1,,,,724,
192,"Hospitalists Management Group, LLC",,Senior Loan,,,L + 4.75,,,,6.25,,,,05/2017,,,,3694,,,,3635,,,,0.6,,,,3324,
193,"IntegraMed America, Inc.  (4)",,One Stop,,,L + 7.25,,,,N/A,(5),,,09/2017,,,,-,,,,(16,,,,-,,,,-,
194,"IntegraMed America, Inc.*",,One Stop,,,L + 7.25,,,,8.50,,,,09/2017,,,,14494,,,,14216,,,,2.4,,,,14494,
195,"Maverick Healthcare Group, LLC *",,Senior Loan,,,L + 5.50,,,,7.25,,,,12/2016,,,,2040,,,,2020,,,,0.3,,,,2040,
196,"NeuroTherm, Inc.",,Senior Loan,,,L + 5.00,,,,6.50,,,,02/2016,,,,160,,,,156,,,,-,,,,160,
197,"NeuroTherm, Inc.*",,Senior Loan,,,L + 5.00,,,,6.50,,,,02/2016,,,,1366,,,,1350,,,,0.2,,,,1366,
198,"Northwestern Management Services, LLC  (4)",,Senior Loan,,,L + 5.50,,,,N/A,(5),,,10/2017,,,,-,,,,(5,,,,-,,,,-,
199,"Northwestern Management Services, LLC  (4)",,Senior Loan,,,L + 5.50,,,,N/A,(5),,,10/2017,,,,-,,,,(5,,,,-,,,,-,
200,"Northwestern Management Services, LLC*",,Senior Loan,,,L + 5.50,,,,6.75,,,,10/2017,,,,3054,,,,3021,,,,0.5,,,,3054,
201,"Pentec Acquisition Sub, Inc.  (4)",,Senior Loan,,,L + 5.25,,,,N/A,(5),,,05/2017,,,,-,,,,(3,,,,-,,,,(24,
202,"Pentec Acquisition Sub, Inc.*",,Senior Loan,,,L + 5.25,,,,6.50,,,,05/2018,,,,1921,,,,1890,,,,0.3,,,,1690,
203,"PhysioTherapy Associates Holdings, Inc.*",,Senior Loan,,,L + 4.75,,,,8.00,,,,04/2018,,,,572,,,,563,,,,0.1,,,,552,
204,"Reliant Pro ReHab, LLC",,Senior Loan,,,L + 4.75,,,,6.00,,,,06/2016,,,,966,,,,959,,,,0.2,,,,966,
205,"Reliant Pro ReHab, LLC",,Senior Loan,,,P + 3.75,,,,7.00,,,,06/2016,,,,571,,,,565,,,,0.1,,,,571,
206,"Reliant Pro ReHab, LLC*",,Senior Loan,,,L + 4.75,,,,6.00,,,,06/2016,,,,3457,,,,3421,,,,0.6,,,,3457,
