,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
17,,Auto Components,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,"COP CollisionRight Holdings, Inc.#+",One stop,,SF + 5.00,(l)(m),,6.17,,04/2028,,9638,,,9476,,,0.4,,9554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,"COP CollisionRight Holdings, Inc.+",One stop,,SF + 5.00,(m),,7.11,,04/2028,,27,,,26,,,-,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,"COP CollisionRight Holdings, Inc.+(5)",One stop,,SF + 5.00,,,N/A(6),,04/2028,,-,,,(2),,,-,,(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,"Covercraft Parent III, Inc.+",Senior loan,,L + 4.50,(b),,5.50,,08/2027,,4902,,,4860,,,0.2,,4902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,"Covercraft Parent III, Inc.+",Senior loan,,L + 4.50,(b),,6.75,,08/2027,,994,,,972,,,-,,994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,"Covercraft Parent III, Inc.+(5)",Senior loan,,L + 4.50,,,N/A(6),,08/2027,,-,,,(1),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,"North Haven Falcon Buyer, LLC+",One stop,,L + 6.00,(c),,8.01,,05/2027,,6114,,,6014,,,0.3,,6053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,"North Haven Falcon Buyer, LLC+",One stop,,L + 6.00,(c),,8.17,,05/2027,,1024,,,1008,,,-,,1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,Polk Acquisition Corp.*#+,Senior loan,,SF + 6.00,(l),,7.53,,12/2024,,18058,,,17961,,,0.7,,17976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,Polk Acquisition Corp.+,Senior loan,,SF + 6.00,(l),,7.53,,12/2024,,106,,,109,,,-,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,Polk Acquisition Corp.+,Senior loan,,SF + 6.00,(l),,7.53,,12/2024,,106,,,106,,,-,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,Polk Acquisition Corp.+,Senior loan,,SF + 6.50,(l),,8.03,,03/2023,,695,,,692,,,-,,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,41664,,,41221,,,1.6,,,41414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,"CG Group Holdings, LLC*#+",One stop,,L + 7.25,(b),,7.50 cash/2.00 PIK,,07/2027,,31355,,,31093,,,1.2,,29787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,"CG Group Holdings, LLC+",One stop,,L + 7.25,(a),,6.92 cash/2.00 PIK,,07/2026,,337,,,333,,,-,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,"Cobblestone Intermediate Holdco, LLC+",One stop,,L + 5.50,(a),,7.17,,01/2026,,5579,,,5531,,,0.2,,5579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,"Cobblestone Intermediate Holdco, LLC+",One stop,,L + 5.50,(a),,7.11,,01/2026,,3826,,,3788,,,0.1,,3826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,"Denali Midco 2, LLC*#+",One stop,,L + 5.50,(a),,7.17,,12/2027,,42972,,,42580,,,1.6,,42112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,"Denali Midco 2, LLC+",One stop,,L + 5.50,(a),,7.17,,12/2027,,274,,,269,,,-,,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,"Denali Midco 2, LLC+",One stop,,L + 5.50,(a),,7.17,,12/2027,,100,,,99,,,-,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,"Denali Midco 2, LLC+",One stop,,L + 5.50,(a),,7.17,,12/2027,,80,,,79,,,-,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,"Denali Midco 2, LLC+",One stop,,L + 5.50,(a),,7.17,,12/2027,,80,,,79,,,-,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,"Denali Midco 2, LLC+",One stop,,L + 5.50,(a),,7.17,,12/2027,,66,,,65,,,-,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,"Denali Midco 2, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,12/2027,,-,,,(9),,,-,,(20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,"Denali Midco 2, LLC+",One stop,,L + 5.50,(a),,7.17,,12/2027,,198,,,196,,,-,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,JHCC Holdings LLC+,One stop,,L + 5.75,(b),,8.00,,09/2025,,15354,,,15177,,,0.6,,14893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,JHCC Holdings LLC+,One stop,,P + 4.75,(d),,9.50,,09/2025,,497,,,493,,,-,,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,JHCC Holdings LLC+,One stop,,L + 5.75,(b)(d),,8.47,,09/2025,,296,,,294,,,-,,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,JHCC Holdings LLC+,One stop,,L + 5.75,(b)(d),,8.38,,09/2025,,,34,,,,33,,,-,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,JHCC Holdings LLC+(5),One stop,,L + 5.75,,,N/A(6),,09/2025,,-,,,(26),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,"MOP GM Holding, LLC*#~",One stop,,L + 5.75,(c),,6.76,,11/2026,,24039,,,23816,,,0.9,,23798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,"MOP GM Holding, LLC+",One stop,,L + 5.75,(c),,7.09,,11/2026,,2636,,,2614,,,0.1,,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,"MOP GM Holding, LLC+",One stop,,L + 5.75,(c),,6.95,,11/2026,,2585,,,2561,,,0.1,,2559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,"MOP GM Holding, LLC+",One stop,,SF + 5.75,(n),,8.58,,11/2026,,1915,,,1898,,,0.1,,1896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,"MOP GM Holding, LLC+",One stop,,L + 5.75,(c),,6.75,,11/2026,,1575,,,1562,,,0.1,,1559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,"MOP GM Holding, LLC+",One stop,,L + 5.75,(c),,6.75,,11/2026,,528,,,524,,,-,,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,"MOP GM Holding, LLC+",One stop,,L + 5.75,(c),,6.75,,11/2026,,148,,,147,,,-,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,"MOP GM Holding, LLC+",One stop,,L + 5.75,(c),,7.77,,11/2026,,26,,,24,,,-,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,"MOP GM Holding, LLC+",One stop,,SF + 5.75,(n),,7.62,,11/2026,,1452,,,1427,,,0.1,,1437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,"MOP GM Holding, LLC+",One stop,,SF + 5.75,(n),,7.62,,11/2026,,2605,,,2566,,,0.1,,2579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,"MOP GM Holding, LLC+",One stop,,SF + 5.75,(n),,7.94,,11/2026,,359,,,356,,,-,,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,"MOP GM Holding, LLC+",One stop,,SF + 5.75,(n),,8.51,,11/2026,,60,,,59,,,-,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,"MOP GM Holding, LLC+(5)",One stop,,SF + 5.75,,,N/A(6),,11/2026,,-,,,(25),,,-,,(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,"National Express Wash Parent JV, LLC#+",One stop,,SF + 5.50,(m)(n),,6.29,,02/2028,,13988,,,13858,,,0.5,,13988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,"National Express Wash Parent JV, LLC+(5)",One stop,,SF + 5.50,,,N/A(6),,02/2028,,-,,,(1),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,"National Express Wash Parent JV, LLC+(5)",One stop,,SF + 5.50,,,N/A(6),,02/2028,,-,,,(4),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,"POY Holdings, LLC#",One stop,,L + 5.50,(b),,7.75,,11/2027,,9567,,,9395,,,0.4,,9567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,"POY Holdings, LLC+",One stop,,L + 5.50,(b),,7.75,,11/2027,,36,,,32,,,-,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,"POY Holdings, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,11/2027,,-,,,(2),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,"Quick Quack Car Wash Holdings, LLC*#",One stop,,L + 6.00,(b),,7.24,,10/2024,,12849,,,12856,,,0.5,,12849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,"Quick Quack Car Wash Holdings, LLC+",One stop,,L + 6.00,(b),,7.24,,10/2024,,9798,,,9764,,,0.4,,9798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,"Quick Quack Car Wash Holdings, LLC#+",One stop,,L + 6.00,(b),,7.24,,10/2024,,2319,,,2310,,,0.1,,2319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L + 6.00,(b),,7.24,,10/2024,,2025,,,2049,,,0.1,,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L + 6.00,(b),,7.24,,10/2024,,1354,,,1369,,,0.1,,1354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,"Quick Quack Car Wash Holdings, LLC*+",One stop,,L + 6.00,(b),,7.24,,10/2024,,1103,,,1118,,,-,,1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,"Quick Quack Car Wash Holdings, LLC+",One stop,,L + 6.00,(a)(b),,7.63,,10/2024,,40,,,35,,,-,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,"Quick Quack Car Wash Holdings, LLC+",One stop,,L + 6.00,(b),,7.35,,10/2024,,90,,,90,,,-,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,"Quick Quack Car Wash Holdings, LLC+",One stop,,L + 6.00,(b),,7.31,,10/2024,,95,,,89,,,-,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,"TWAS Holdings, LLC#+",One stop,,SF + 6.00,(l),,7.63,,12/2026,,40561,,,40199,,,1.6,,40561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,"TWAS Holdings, LLC*+",One stop,,SF + 6.00,(l),,7.63,,12/2026,,30644,,,30354,,,1.2,,30644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,"TWAS Holdings, LLC+",One stop,,SF + 6.00,(l),,7.63,,12/2026,,7954,,,7881,,,0.3,,7954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,"TWAS Holdings, LLC+",One stop,,SF + 6.00,(l),,7.63,,12/2026,,388,,,384,,,-,,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,"TWAS Holdings, LLC+(5)",One stop,,SF + 6.00,,,N/A(6),,12/2026,,-,,,(3),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,"TWAS Holdings, LLC+",One stop,,SF + 6.00,(l),,7.63,,12/2026,,611,,,605,,,-,,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,272398,,,269981,,,10.4,,269015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,Beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,"Fintech Midco, LLC*#",One stop,,L + 5.25,(b),,6.49,,08/2024,,23863,,,24031,,,0.9,,23624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,"Fintech Midco, LLC+",One stop,,L + 5.25,(b),,6.49,,08/2024,,15149,,,15040,,,0.6,,14998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,"Fintech Midco, LLC#+",One stop,,L + 5.25,(b),,6.49,,08/2024,,1105,,,1126,,,-,,1094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,"Fintech Midco, LLC+(5)",One stop,,L + 5.25,,,N/A(6),,08/2024,,-,,,-,,,-,,(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,"Watermill Express, LLC+",One stop,,L + 5.50,(b),,7.75,,04/2027,,2250,,,2232,,,0.1,,2227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,"Watermill Express, LLC+",One stop,,L + 5.50,(a),,7.17,,04/2027,,1,,,1,,,-,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,"Watermill Express, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,04/2027,,-,,,(1),,,-,,(2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,"Winebow Holdings, Inc.+",One stop,,L + 6.25,(a),,7.92,,07/2025,,7819,,,7735,,,0.3,,7819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,50187,,,50164,,,1.9,,49759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,Investment Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,Building Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,"BECO Holding Company, Inc.#+",One stop,,L + 5.50,(b),,7.75,,11/2028,,,7557,,,,7488,,,0.3,,,7405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,"BECO Holding Company, Inc.+(5)",One stop,,L + 5.50,,,N/A(6),,11/2027,,-,,,(4),,,-,,(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,"BECO Holding Company, Inc.+(5)",One stop,,L + 5.50,,,N/A(6),,11/2028,,-,,,(18),,,-,,(39),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(a)(b),,5.74,,03/2024,,4117,,,4118,,,0.2,,4117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(a)(b),,5.74,,03/2024,,1393,,,1408,,,0.1,,1393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(a)(b),,5.74,,03/2024,,897,,,904,,,-,,897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(a)(b),,5.74,,03/2024,,846,,,840,,,-,,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(a)(b),,5.74,,03/2024,,431,,,438,,,-,,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(a)(b),,5.74,,03/2024,,274,,,276,,,-,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(a)(b),,5.74,,03/2024,,214,,,214,,,-,,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(a)(b),,5.74,,03/2024,,114,,,114,,,-,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,"Jensen Hughes, Inc.+",Senior loan,,L + 4.50,(c),,6.00,,03/2024,,268,,,258,,,-,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,,,,,,,,16111,,,16036,,,0.6,,15913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,Chemicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,Inhance Technologies Holdings LLC#+,One stop,,L + 5.25,(b),,6.25,,07/2024,,12476,,,12543,,,0.5,,12351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,Inhance Technologies Holdings LLC+,One stop,,L + 5.25,(b),,6.25,,07/2024,,9938,,,9860,,,0.4,,9838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,Inhance Technologies Holdings LLC+,One stop,,L + 5.25,(b),,6.25,,07/2024,,1896,,,1890,,,0.1,,1877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,Inhance Technologies Holdings LLC+,One stop,,L + 5.25,(b),,6.25,,07/2024,,43,,,43,,,-,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,PHM NL SP Bidco B.V.+(8)(9)(14),One stop,,E + 6.25,(f),,6.25,,09/2028,,33198,,,36113,,,1.2,,32202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,PHM NL SP Bidco B.V.+(8)(14),One stop,,L + 6.25,(c),,6.75,,09/2028,,13766,,,13550,,,0.5,,13353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,PHM NL SP Bidco B.V.+(8)(9)(14),One stop,,SN + 6.25,(j),,7.44,,09/2028,,7317,,,7912,,,0.3,,7098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,PHM NL SP Bidco B.V.+(8)(9)(14),One stop,,E + 6.25,(f),,6.31,,09/2028,,3509,,,3707,,,0.1,,3379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,,,,,,,82143,,,85618,,,3.1,,80138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,Commercial Services & Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,"CI (Quercus) Intermediate Holdings, LLC+",One stop,,L + 5.50,(b),,7.75,,10/2028,,15626,,,15420,,,0.6,,15626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,"CI (Quercus) Intermediate Holdings, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,10/2028,,-,,,(3),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,"CI (Quercus) Intermediate Holdings, LLC+(5)",One stop,,L + 5.50,,,N/A(6),,10/2028,,-,,,(24),,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,"EGD Security Systems, LLC *#+",One stop,,L + 5.75,(b),,8.00,,12/2028,,52537,,,52054,,,2.0,,52012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,"EGD Security Systems, LLC +",One stop,,L + 5.75,(b),,7.44,,12/2028,,280,,,277,,,-,,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,"EGD Security Systems, LLC +",One stop,,L + 5.75,(a)(b),,7.30,,12/2027,,360,,,355,,,-,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,"EGD Security Systems, LLC +(5)",One stop,,L + 5.75,,,N/A(6),,12/2028,,-,,,(3),,,-,,(3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,Hydraulic Authority III Limited+~(8)(9)(10),One stop,,SN + 5.00,(j),,6.22,,11/2025,,10575,,,11076,,,0.4,,10575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,Hydraulic Authority III Limited+(8)(9)(10),One stop,,N/A,,,11.00 PIK,,11/2028,,237,,,251,,,-,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,Hydraulic Authority III Limited+(8)(9)(10),One stop,,SN + 5.00,,,N/A(6),,11/2025,,-,,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
