,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
36,INVESTMENTS IN NON-CONTROLLED/NON-  AFFILIATED INVESTMENTS 0140.3,,Industry,,Par  Amount*,,,Cost,,,Fair  Value (1),,,,,,,,,,,,
37,2nd Lien Secured Debt0(continued),,,,,,,,,,,,,,,,,,,,,,
38,"Brock Holdings III, Inc., L+825, 3/16/18",,Environmental &  Facilities Services,,,25000,,,,24625,,,,25406,,,,,,,,,
39,"Clean Earth, Inc., 13.00, 8/1/14",,Environmental &  Facilities Services,,,25000,,,,25000,,,,25000,,,,,,,,,
40,"Confie Seguros II, L+900 05/08/19",,Consumer Products,,,14844,,,,14566,,,,14881,,,,,,,,,
41,"Deltek, Inc., 8.75, 6/30/20",,Business Services,,,27273,,,,27000,,,,27375,,,,,,,,,
42,"EZE Software Group, LLC., L +750, 03/14/21",,Business Services,,,6132,,,,6072,,,,6209,,,,,,,,,
43,"Garden Fresh Restaurant Corp., L+1175 PIK, 12/11/13",,Retail,,,47310,,,,48107,,,,33117,,,,,,,,,
44,"GCA Services Group, Inc., L+800, 10/31/20",,Environmental &  Facilities Services,,,28547,,,,28602,,,,29100,,,,,,,,,
45,"GETCO Financing Escrow LLC, (Knight Capital Group), 8.25 06/15/18   ̈",,Financial Services,,,39033,,,,38296,,,,37081,,,,,,,,,
46,"Grocery Outlet Inc., L+925 06/17/19",,Grocery,,,8674,,,,8510,,,,8869,,,,,,,,,
47,"HD Vest Inc., L+225, 6/17/18 ‡",,Financial Services,,,9396,,,,9279,,,,9302,,,,,,,,,
48,"Healogics, Inc., L+800, 02/05/20",,Healthcare,,,10000,,,,10120,,,,10250,,,,,,,,,
49,"Insight Pharmaceuticals, LLC, L+1175, 8/25/17",,Consumer Products,,,15448,,,,15210,,,,15796,,,,,,,,,
50,"ION Trading Technologies S.A.R.L., L+700 05/22/21 ‡",,Financial Services,,,7707,,,,7648,,,,7705,,,,,,,,,
51,"IPC Systems, Inc., L+525, 05/31/15",,Telecommunications,,,44250,,,,42908,,,,35621,,,,,,,,,
52,"Kronos, Inc., L+850, 04/26/20",,Electronics,,,61358,,,,60533,,,,63506,,,,,,,,,
53,"PH Holdings LLC, 9.75, 12/31/17",,Homebuilding,,,20000,,,,19645,,,,21275,,,,,,,,,
54,"Ranpak Corp., L+725, 04/23/20",,Packaging,,,22000,,,,21784,,,,22330,,,,,,,,,
55,"Sedgwick Holdings, Inc., L+700, 12/12/18",,Business Services,,,15225,,,,15149,,,,15377,,,,,,,,,
56,"SESAC Holdco II LLC, L+875, 08/08/19",,Broadcasting &  Entertainment,,,10750,,,,10891,,,,11073,,,,,,,,,
57,"Smart & Final Stores LLC, L+925 11/08/20",,Grocery,,,12392,,,,12038,,,,12562,,,,,,,,,
58,"Sprint Industrial Holdings, LLC, L+1000 11/14/19",,Packaging,,,13500,,,,13234,,,,13584,,,,,,,,,
59,"SquareTwo Financial Corp. (Collect America), 11.625, 04/01/17 ‡",,Financial Services,,,51079,,,,49523,,,,52867,,,,,,,,,
60,"Transfirst Holdings Inc., L+9.75, 06/20/18",,Financial Services,,,64750,,,,63134,,,,66126,,,,,,,,,
61,"U.S. Renal Care, Inc., L+900, 01/03/20",,Healthcare,,,9910,,,,9920,,,,10108,,,,,,,,,
62,"Valerus Compression Services, LP, 11.50, 3/26/18",,Manufacturing,,,40000,,,,40000,,,,41200,,,,,,,,,
63,"Venoco, Inc., 8.875, 02/15/19",,Energy,,,13050,,,,13298,,,,12796,,,,,,,,,
64,"Vertafore, Inc., L+825, 10/29/17",,Business Services,,,49260,,,,48917,,,,50307,,,,,,,,,
65,Total 2nd Lien Secured Debt,,,,,,,,,779941,,,,773106,,,,,,,,,
66,TOTAL SECURED DEBT,,,,,,,,,1313825,,,,1301112,,,,,,,,,
67,UNSECURED DEBT062.8,,,,,,,,,,,,,,,,,,,,,,
68,"Allied Nevada Gold Corp., 8.75, 06/02/19   ̈  ‡",,"Diversified Natural  Resources, Precious  Metals and Minerals",,,"CAD 39,000",,,,35744,,,,32301,,,,,,,,,
69,"Altegrity Inc., 0.00, 8/2/16   ̈  †",,Diversified Service,,,3545,,,,2431,,,,1666,,,,,,,,,
70,"Altegrity Inc., 11.75, 5/1/16   ̈  †",,Diversified Service,,,14639,,,,12086,,,,11565,,,,,,,,,
71,"Altegrity Inc., 12.00, 11/1/15   ̈  †",,Diversified Service,,,79000,,,,79000,,,,72285,,,,,,,,,
72,"American Tire Distributors, Inc., 11.50, 6/1/18   ̈",,Distribution,,,25000,,,,25000,,,,25620,,,,,,,,,
73,INVESTMENTS IN NON-CONTROLLED/NON-AFFILIATED  INVESTMENTS 0140.3,,Industry,,Par  Amount*,,,Cost,,,Fair  Value (1),,,,,,,,,,,,
74,UNSECURED DEBT0(continued),,,,,,,,,,,,,,,,,,,,,,
75,"Angelica Corporation, 15.00 (12.00 Cash / 3.00 PIK), 10/15/16",,Healthcare,,,46284,,,,46284,,,,47210,,,,,,,,,
76,"BCA Osprey II Limited (British Car Auctions), 12.50 PIK, 8/17/17 ‡ †",,Transportation,,£,28810,,,,45579,,,,42932,,,,,,,,,
77,"BCA Osprey II Limited (British Car Auctions), 12.50 PIK, 8/17/17 ‡ †",,Transportation,,€,17496,,,,24113,,,,22344,,,,,,,,,
78,"Casella Waste Systems Inc., 7.75, 2/15/19",,Environmental &  Facilities Services,,,1500,,,,1429,,,,1433,,,,,,,,,
79,"Ceridian Corp., 12.25 Cash or 13.00 PIK, 11/15/15 †",,Diversified Service,,,14420,,,,14411,,,,14684,,,,,,,,,
80,"Ceridian Corp., 11.25, 11/15/15 †",,Diversified Service,,,35800,,,,35808,,,,36471,,,,,,,,,
81,"Ceridian Corp., 11.00, 03/15/21 †   ̈",,Diversified Service,,,67500,,,,67500,,,,75178,,,,,,,,,
82,"Delta Educational Systems, Inc., 16.00 (10.00 Cash/ 6 PIK), 05/12/17",,Education,,,20729,,,,20340,,,,19485,,,,,,,,,
83,"Denver Parent (Venoco), 18.00 (variable increases for PIK elections), 10/03/15   ̈",,Energy,,,21668,,,,21668,,,,24485,,,,,,,,,
84,"Energy & Exploration Partners, Inc., 15.00, 04/08/18",,Oil & Gas,,,25000,,,,22103,,,,22099,,,,,,,,,
85,"Exova Limited, 10.50, 10/15/18   ̈  ‡ †",,Business Services,,£,18000,,,,27086,,,,29280,,,,,,,,,
86,"Exova Limited, 10.50, 10/15/18 ‡ †",,Business Services,,,4655,,,,6115,,,,7572,,,,,,,,,
87,"First Data Corp., 11.25, 01/15/21 †   ̈",,Financial Services,,,67000,,,,66976,,,,67056,,,,,,,,,
88,"First Data Corp., 10.625, 06/15/21 †   ̈",,Financial Services,,,10000,,,,10000,,,,9900,,,,,,,,,
89,"First Data Corp., 11.75 8/15/21†   ̈",,Financial Services,,,45000,,,,45031,,,,40950,,,,,,,,,
90,"First Data Corp., 11.25, 03/31/16 †",,Financial Services,,,41862,,,,38746,,,,41051,,,,,,,,,
91,"inVentiv Health, Inc., 11.00, 8/15/18   ̈",,Healthcare,,,150000,,,,150000,,,,126000,,,,,,,,,
92,"Lonestar Intermediate Super Holdings (Asurion), LLC, L+950, 9/2/19",,Insurance,,,41922,,,,41779,,,,44018,,,,,,,,,
93,"Molycorp, Inc., 10.00, 06/01/20 ‡",,"Diversified Natural  Resources,  Precious Metals  and Minerals",,,16458,,,,16137,,,,16026,,,,,,,,,
94,"National Financial Partners, 9.00, 7/15/21 ‡   ̈",,Financial Services,,,10000,,,,10000,,,,9900,,,,,,,,,
95,"Niacet Corporation, 13.00, 08/28/18",,Chemicals,,,12500,,,,12500,,,,12500,,,,,,,,,
96,"Penn Virigina Corp., 8.50, 05/01/20   ̈",,Oil & Gas,,,43038,,,,43308,,,,42204,,,,,,,,,
97,"PetroBakken Energy Ltd. (Lightstream Resources Ltd), 8.625, 02/01/20 ‡   ̈",,Oil & Gas,,,61581,,,,62668,,,,58656,,,,,,,,,
98,"U.S. Security Associates Holdings, Inc., 11.00, 7/28/18",,Business Services,,,135000,,,,135000,,,,137970,,,,,,,,,
99,"Univar Inc., 10.50 06/30/18",,Distribution,,,20000,,,,20000,,,,19480,,,,,,,,,
100,"Varietal Distribution, 10.75, 6/30/17 †   ̈",,Distribution,,€,11574,,,,15109,,,,15450,,,,,,,,,
101,"Varietal Distribution, 10.75, 6/30/17 †   ̈",,Distribution,,,22204,,,,21854,,,,22804,,,,,,,,,
102,"Whistler Energy II, LLC, 14.00, 01/3/13",,Oil & Gas,,,128,,,,128,,,,128,,,,,,,,,
103,TOTAL UNSECURED DEBT,,,,,,,,,1175933,,,,1150703,,,,,,,,,
104,TOTAL CORPORATE DEBT,,,,,,,,,2489758,,,,2451815,,,,,,,,,
105,STRUCTURED PRODUCTS02.2,,,,,,,,,,,,,,,,,,,,,,
106,"SLM Student Loan Trust 2006-2, Certificates ‡",,Diversified  Investment Vehicle,,,33,,,,36736,,,,31300,,,,,,,,,
107,"Westbrook CLO Ltd., Series 2006-1A, Class E L+370, 12/20/20   ̈  ‡",,Diversified  Investment Vehicle,,,11000,,,,7436,,,,9845,,,,,,,,,
108,TOTAL STRUCTURED PRODUCTS,,,,,,,,,44172,,,,41145,,,,,,,,,
109,INVESTMENTS IN NON-CONTROLLED/NON-AFFILIATED  INVESTMENTS0140.3,,Industry,,Shares,,,Cost,,,Fair  Value (1),,,,,,,,,,,,
110,PREFERRED EQUITY00.7,,,,,,,,,,,,,,,,,,,,,,
111,"CA Holding, Inc. (Collect America, Ltd.) Series A ** ‡",,Financial Services,,,7961,,,,788,,,,1592,,,,,,,,,
112,"Gryphon Colleges Corporation (Delta Educational Systems, Inc.), 13.50 PIK, 5/12/14 ***",,Education,,,12360,,,,27686,,,,8535,,,,,,,,,
113,"Gryphon Colleges Corporation (Delta Educational Systems, Inc.), 12.50 PIK ***",,Education,,,332500,,,,6863,,,,0,,,,,,,,,
114,"Varietal Distribution Holdings, LLC, Class A 8.00 PIK",,Distribution,,,3097,,,,4982,,,,2667,,,,,,,,,
115,TOTAL PREFERRED EQUITY,,,,,,,,,40319,,,,12794,,,,,,,,,
116,EQUITY03.6,,,,,,,,,,,,,,,,,,,,,,
117,Common Equity/Interests03.0,,,,,,,,,,,,,,,,,,,,,,
118,Accelerate Parent Corp. (American Tire Distributors) **,,Distribution,,,3125000,,,,3125,,,,3560,,,,,,,,,
119,AHC Mezzanine LLC (Advanstar) **,,Media,,,0,,,,1063,,,,643,,,,,,,,,
120,Altegrity Holding Corp. **,,Diversified Service,,,353399,,,,13797,,,,1214,,,,,,,,,
121,"CA Holding, Inc. (Collect America, Ltd.) Series A ** ‡",,Financial Services,,,25000,,,,2500,,,,2498,,,,,,,,,
122,"CA Holding, Inc. (Collect America, Ltd.) Series AA ** ‡",,Financial Services,,,4294,,,,429,,,,859,,,,,,,,,
123,"Caza Petroleum, Inc., Net Profits Interest **",,Energy,,,0,,,,525,,,,771,,,,,,,,,
124,"Caza Petroleum, Inc., Overriding Royalty Interest **",,Energy,,,0,,,,148,,,,160,,,,,,,,,
125,"Clothesline Holdings, Inc. (Angelica Corporation) **",,Healthcare,,,6000,,,,6000,,,,3608,,,,,,,,,
126,Explorer Coinvest LLC (Booz Allen) ** ‡,,Consulting  Services,,,430,,,,3322,,,,6950,,,,,,,,,
127,"Garden Fresh Restaurant Holding, LLC **",,Retail,,,50000,,,,5000,,,,0,,,,,,,,,
128,"Gryphon Colleges Corporation (Delta Educational Systems, Inc.) **",,Education,,,17500,,,,175,,,,0,,,,,,,,,
129,"GS Prysmian Co-Invest L.P. (Prysmian Cables & Systems) (2,3) ** ‡",,Manufacturing,,,0,,,,0,,,,141,,,,,,,,,
130,JV Note Holdco LLC (DSI Renal Inc.) **,,Healthcare,,,9303,,,,85,,,,0,,,,,,,,,
131,"Pelican Energy, LLC, Net Profits Interest ** ‡",,Energy,,,0,,,,306,,,,257,,,,,,,,,
132,"Penton Business Media Holdings, LLC **",,Printing &  Publishing,,,124,,,,4950,,,,17050,,,,,,,,,
133,"RC Coinvestment, LLC (Ranpak Corp.) **",,Packaging,,,50000,,,,5000,,,,5923,,,,,,,,,
134,"Sorenson Communications Holdings, LLC Class A **",,Consumer Products,,,454828,,,,45,,,,1700,,,,,,,,,
135,Univar Inc. **,,Distribution,,,900000,,,,9000,,,,9600,,,,,,,,,
136,"Varietal Distribution Holdings, LLC Class A **",,Distribution,,,28028,,,,28,,,,0,,,,,,,,,
137,Total Common Equity/Interests,,,,,,,,,55498,,,,54934,,,,,,,,,
138,INVESTMENTS IN NON-CONTROLLED/ NON-AFFILIATED  INVESTMENTS0140.3,,Industry,,Warrants,,,Cost,,,Fair  Value (1),,,,,,,,,,,,
139,Warrants00.6,,,,,,,,,,,,,,,,,,,,,,
140,"CA Holding, Inc. (Collect America, Ltd.), Common ** ‡",,Financial Services,,,7961,,,,8,,,,0,,,,,,,,,
141,"Energy & Exploration Partners, Inc., Common **",,Oil & Gas,,,48077,,,,2232,,,,2232,,,,,,,,,
142,"Fidji Luxco (BC) S.C.A., Common (FCI) (2) ** ‡",,Electronics,,,24862,,,,250,,,,5859,,,,,,,,,
143,"Gryphon Colleges Corporation (Delta Educational Systems, Inc.), Common **",,Education,,,9820,,,,98,,,,0,,,,,,,,,
144,"Gryphon Colleges Corporation (Delta Educational Systems, Inc.), Class A-1 Preferred **",,Education,,,45947,,,,459,,,,0,,,,,,,,,
145,"Gryphon Colleges Corporation (Delta Educational Systems, Inc.), Class B-1 Preferred **",,Education,,,104314,,,,1043,,,,0,,,,,,,,,
146,"Osage Exploration & Development, Inc., Common ** ‡",,Energy,,,1496843,,,,0,,,,1242,,,,,,,,,
147,"Spotted Hawk Development LLC, Common ** ‡",,Energy,,,54545,,,,852,,,,1767,,,,,,,,,
148,Total Warrants,,,,,,,,,4942,,,,11100,,,,,,,,,
149,TOTAL EQUITY,,,,,,,,,60440,,,,66034,,,,,,,,,
150,Total Investments in Non-Controlled/ Non-Affiliated Investments,,,,,,,,,2634689,,,,2571788,,,,,,,,,
151,INVESTMENTS IN NON-CONTROLLED/ AFFILIATED  INVESTMENTS00.9 (4),,Industry,,Par  Amount,,,Cost,,,Fair  Value (1),,,,,,,,,,,,
152,CORPORATE DEBT00.8,,,,,,,,,,,,,,,,,,,,,,
153,SECURED DEBT00.8,,,,,,,,,,,,,,,,,,,,,,
154,1st Lien Secured Debt00.8,,,,,,,,,,,,,,,,,,,,,,
155,"Aventine Renewable Energy Holdings, Inc., 15.00 (12 Cash/3 PIK), 9/24/16 †",,Chemicals,,,3969,,,,3853,,,,3334,,,,,,,,,
156,"Aventine Renewable Energy Holdings, Inc., 10.50 Cash or 15.00 PIK, 9/24/17 †",,Chemicals,,,12566,,,,16280,,,,7163,,,,,,,,,
157,"Aventine Renewable Energy Holdings, Inc., 25.00 PIK, 9/24/16 †",,Chemicals,,,4523,,,,4523,,,,4523,,,,,,,,,
158,Total 1st Lien Secured Debt,,,,,,,,,24656,,,,15020,,,,,,,,,
159,TOTAL CORPORATE DEBT,,,,,,,,,24656,,,,15020,,,,,,,,,
160,,,,,Shares,,,,,,,,,,,,,,,,,,
161,EQUITY00.1,,,,,,,,,,,,,,,,,,,,,,
162,Common Equity/Interests00.0,,,,,,,,,,,,,,,,,,,,,,
163,"Aventine Renewable Energy Holdings, Inc. **",,Chemicals,,,262036,,,,688,,,,229,,,,,,,,,
164,Total Common Equity/Interests,,,,,,,,,688,,,,229,,,,,,,,,
165,,,,,Warrants,,,,,,,,,,,,,,,,,,
166,Warrants00.1,,,,,,,,,,,,,,,,,,,,,,
167,"Aventine Renewable Energy Holdings, Inc. **",,Chemicals,,,1521193,,,,3996,,,,1333,,,,,,,,,
168,Total Warrants,,,,,,,,,3996,,,,1333,,,,,,,,,
169,TOTAL EQUITY,,,,,,,,,4684,,,,1562,,,,,,,,,
170,Total Investments in Non-Controlled/Affiliated Investments,,,,,,,,,29340,,,,16582,,,,,,,,,
171,INVESTMENTS IN CONTROLLED INVESTMENTS024.7 (5),,Industry,,Par  Amount*,,,Cost,,,Fair  Value (1),,,,,,,,,,,,
172,CORPORATE DEBT09.3,,,,,,,,,,,,,,,,,,,,,,
173,SECURED DEBT06.9,,,,,,,,,,,,,,,,,,,,,,
174,1st Lien Secured Debt 06.3,,,,,,,,,,,,,,,,,,,,,,
175,"Merx Aviation Finance Holdings, LLC, 12.00, 01/09/21",,Aviation,,,91072,,,,91072,,,,91072,,,,,,,,,
176,"Merx Aviation Finance Holdings, LLC, 12.00, 02/01/21",,Aviation,,,5303,,,,5303,,,,5303,,,,,,,,,
177,"Merx Aviation Finance Holdings, LLC, 12.00, 03/28/21",,Aviation,,,4684,,,,4684,,,,4684,,,,,,,,,
178,"Merx Aviation Finance Holdings, LLC, 12.00, 06/25/21",,Aviation,,,13500,,,,13500,,,,13500,,,,,,,,,
179,Total 1st Lien Secured Debt,,,,,,,,,114559,,,,114559,,,,,,,,,
180,2nd Lien Secured Debt00.6,,,,,,,,,,,,,,,,,,,,,,
181,"LVI Services, Inc., 12.50, 03/06/18",,Environmental &  Facilities Services,,,10000,,,,9821,,,,10000,,,,,,,,,
182,Total 2nd Lien Secured Debt,,,,,,,,,9821,,,,10000,,,,,,,,,
183,TOTAL SECURED DEBT,,,,,,,,,124380,,,,124559,,,,,,,,,
184,UNSECURED DEBT02.4,,,,,,,,,,,,,,,,,,,,,,
185,"Playpower Holdings, Inc., 14.00 PIK (EUR), 12/15/15 †",,Leisure Equipment,,€,19729,,,,26150,,,,25324,,,,,,,,,
186,"Playpower, Inc., 12.50 PIK (GBP), 12/31/15 †",,Leisure Equipment,,£,12693,,,,19478,,,,19012,,,,,,,,,
187,TOTAL UNSECURED DEBT,,,,,,,,,45628,,,,44336,,,,,,,,,
188,TOTAL CORPORATE DEBT,,,,,,,,,170008,,,,168895,,,,,,,,,
189,INVESTMENTS IN CONTROLLED INVESTMENTS024.7 (5),,Industry,,Par  Amount*,,,Cost,,,Fair  Value (1),,,,,,,,,,,,
190,STRUCTURED PRODUCTS07.7,,,,,,,,,,,,,,,,,,,,,,
191,AIC Credit Opportunity Fund LLC (9),,Diversified  Investment Vehicle,,,0,,,,26630,,,,17339,,,,,,,,,
192,Highbridge Loan Ltd. Preference Shares ‡**,,Diversified  Investment Vehicle,,,8018,,,,8018,,,,8252,,,,,,,,,
193,"Jamestown CLO I LTD, Class D, L+550, 11/05/24 † ‡",,Diversified  Investment Vehicle,,,3800,,,,3379,,,,3488,,,,,,,,,
194,"Jamestown CLO I LTD, Class C, L+400, 11/05/24 † ‡",,Diversified  Investment Vehicle,,,1120,,,,1025,,,,1095,,,,,,,,,
195,"Jamestown CLO I LTD, Subordinated Notes 11/05/24 † ‡",,Diversified  Investment Vehicle,,,15075,,,,13124,,,,12365,,,,,,,,,
196,"Kirkwood Fund II LLC, Common Interests ‡",,Diversified  Investment Vehicle,,,0,,,,38572,,,,40977,,,,,,,,,
197,"MCF CLO I LLC, Class E Notes, L+575, 4/20/23 † ‡",,Diversified  Investment Vehicle,,,13000,,,,12291,,,,12610,,,,,,,,,
198,"MCF CLO I LLC, Membership Interests † ‡",,Diversified  Investment Vehicle,,,38918,,,,38918,,,,38492,,,,,,,,,
199,"Slater Mill Loan Fund LP, Certificates ‡",,Diversified  Investment Vehicle,,,8375,,,,6704,,,,6599,,,,,,,,,
200,TOTAL STRUCTURED PRODUCTS,,,,,,,,,148661,,,,141217,,,,,,,,,
201,,,,,Shares,,,,,,,,,,,,,,,,,,
202,EQUITY07.7,,,,,,,,,,,,,,,,,,,,,,
203,Common Equity/Interests07.7,,,,,,,,,,,,,,,,,,,,,,
204,"Generation Brands Holdings, Inc. (Quality Home Brands) **",,Consumer Products,,,9007,,,,1,,,,811,,,,,,,,,
205,"Generation Brands Holdings, Inc. Series H (Quality Home Brands) **",,Consumer Products,,,7500,,,,2297,,,,675,,,,,,,,,
206,"Generation Brands Holdings, Inc. Series 2L (Quality Home Brands) **",,Consumer Products,,,36700,,,,11242,,,,3303,,,,,,,,,
207,"LVI Parent Corp. (LVI Services, Inc.) **",,Environmental &  Facilities Services,,,14981,,,,16096,,,,32745,,,,,,,,,
208,"Merx Aviation Finance Holdings, LLC **",,Aviation,,,614,,,,61420,,,,61420,,,,,,,,,
209,"Playpower Holdings, Inc. **",,Leisure Equipment,,,1000,,,,77722,,,,42345,,,,,,,,,
210,Total Common Equity/Interests,,,,,,,,,168778,,,,141299,,,,,,,,,
211,TOTAL EQUITY,,,,,,,,,168778,,,,141299,,,,,,,,,
212,Total Investments in Controlled Investments,,,,,,,,,487447,,,,451411,,,,,,,,,
213,"Total Investments0165.9 (6,7)",,,,,,,,,3151476,,,,3039781,,,,,,,,,
214,DERIVATIVES00.1,,,,,,,,,,,,,,,,,,,,,,
215,Type,,Pay/Receive  Floating Rate,,Fixed Rate /  Proceeds,,,Floating Rate,,,Notional  Amount,,,Expiration Date,,,Fair  Value (1),,,,,,
216,Interest rate swap,,Receive,,,0.50,,,,3 month LIBOR,,,,100000,,,,"April 11, 2016",,,,596,
217,Interest rate swap,,Receive,,,0.90,,,,3 month LIBOR,,,,100000,,,,"April 11, 2018",,,,2570,
218,Interest rate swap,,Receive,,,1.38,,,,3 month LIBOR,,,,67000,,,,"April 11, 2020",,,,2878,
219,Interest rate swap,,Receive,,,1.94,,,,3 month LIBOR,,,,67000,,,,"April 11, 2023",,,,4044,
220,Interest rate cap,,Pay,,,(185,,,,3 month LIBOR,,,,100000,,,,"July 25, 2016",,,,(539,
221,Interest rate cap,,Pay,,,(847,,,,3 month LIBOR,,,,100000,,,,"July 25, 2018",,,,"(1,890",
222,Interest rate cap,,Pay,,,"(1,099",,,,3 month LIBOR,,,,67000,,,,"July 25, 2020",,,,"(1,969",
223,Interest rate cap,,Pay,,,"(2,025",,,,3 month LIBOR,,,,67000,,,,"July 25, 2023",,,,"(2,991",
224,TOTAL DERIVATIVES00.1,,,,,,,,,,,,2699,,,,,,,,,,
225,Liabilities in Excess of Other Assets0(66.0),,,,,,,,,,,,"(1,209,312",,,,,,,,,,
226,Net Assets0100.0,,,,,,,,,,,,1833168,,,,,,,,,,
227,(5),"Denotes investments in which we are deemed to exercise a controlling influence over the management or policies of a company, as defined in the 1940 Act, due to beneficially owning, either directly or through one or more controlled companies, more than 25 of the outstanding voting securities of the investment. Transactions during the three months ended June 30, 2013 in these Controlled investments are as follows:",,,,,,,,,,,,,,,,,,,,,
228,†,"Denotes debt securities where the Company owns multiple tranches of the same broad asset type but whose security characteristics differ. Such differences may include level of subordination, call protection and pricing, and differing interest rate characteristics, among other factors. Such factors are usually considered in the determination of fair values.",,,,,,,,,,,,,,,,,,,,,
